assay_id,src_id,tissue_id,confidence_score,doc_id,assay_organism,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
13727,1,2106.0,1,9716,Mus musculus,"Biodistribution in mice spleen, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,10090.0,,Spleen,
13728,1,2106.0,1,9716,Mus musculus,"Biodistribution in mice spleen, after 1 hr of intravenous aadministration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,10090.0,,Spleen,
13729,1,2106.0,1,9716,Mus musculus,"Biodistribution in mice spleen, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,10090.0,,Spleen,
13730,1,2106.0,1,9716,Mus musculus,"Biodistribution in mice spleen, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,10090.0,,Spleen,
13731,1,945.0,1,9716,Mus musculus,"Biodistribution in mice stomach, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,10090.0,,Stomach,
13732,1,945.0,1,9716,Mus musculus,"Biodistribution in mice stomach, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,10090.0,,Stomach,
13733,1,945.0,1,9716,Mus musculus,"Biodistribution in mice stomach, after 24 hr of intravenous administration of 1-2 ug of ofcompound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,10090.0,,Stomach,
13734,1,945.0,1,9716,Mus musculus,"Biodistribution in mice stomach, after 48 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,10090.0,,Stomach,
13735,1,,1,9716,Mus musculus,"Biodistribution in mice tail, after 12 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,10090.0,,,
13736,1,,1,9716,Mus musculus,"Biodistribution in mice tail, after 1 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,10090.0,,,
13737,1,,1,9716,Mus musculus,"Biodistribution in mice tail, after 24 hr of intravenous administration of 1-2 ug of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,10090.0,,,
13738,1,,1,9716,Mus musculus,"Biodistribution in mice tail, after 48 hr of intravenous administration of compound (entrapped in bovine brain sphingomyelin/ cholesterol multilamellar vehicles)",A,In vivo,,10090.0,,,
13739,1,2113.0,1,12192,Mus musculus,Percent of injected 238-Plutonium(IV) in mice kidney at 24 hr (orally administered),A,,,10090.0,,Kidney,
13740,1,2113.0,1,12192,Mus musculus,Percent of injected 238-Plutonium(IV) in mice kidneys at 24 h,A,,,10090.0,,Kidney,
13741,1,2113.0,1,12192,Mus musculus,Percent of injected 238-Plutonium(IV) in mice kidneys at 24 hr (orally administered),A,,,10090.0,,Kidney,
13742,1,,1,12192,Mus musculus,Percent of injected 238-Plutonium(IV) in mice liver at 24 h,A,,,10090.0,,,
13743,1,,1,12192,Mus musculus,Percent of injected 238-Plutonium(IV) in mice liver at 24 hr (orally administered),A,,,10090.0,,,
13744,1,,1,12192,Mus musculus,Percent of injected 238-Plutonium(IV) in mice skeleton at 24 h,A,,,10090.0,,,
13745,1,,1,12192,Mus musculus,Percent of injected 238-Plutonium(IV) in mice skeleton at 24 hr (orally administered),A,,,10090.0,,,
13746,1,,1,12192,Mus musculus,Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 h,A,,,10090.0,,,
13747,1,,1,12192,Mus musculus,Percent of injected 238-Plutonium(IV) in mice soft tissue at 24 hr (orally administered),A,,,10090.0,,,
13748,1,,1,12192,Mus musculus,Percent of injected 238-Plutonium(IV) in mice whole body at 24 h,A,,,10090.0,,,
13749,1,,1,12192,Mus musculus,Percent of injected 238-Plutonium(IV) in mice whole body at 24 hr (orally administered),A,,,10090.0,,,
13750,1,1988.0,0,12192,,Removal of 238-Plutonium(IV) in feces at 24 h,A,,,,,Feces,
13751,1,1988.0,0,12192,,Removal of 238-Plutonium(IV) in feces at 24 hr (orally administered),A,,,,,Feces,
13752,1,,0,12192,,Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 h,A,,,,,,
13753,1,,0,12192,,Removal of 238-Plutonium(IV) in gastrointestinal (GI) contents at 24 hr (orally administered),A,,,,,,
13754,1,1088.0,0,12192,,Removal of 238-Plutonium(IV) in urine 0-4 h (orally administered),A,,,,,Urine,
13755,1,1088.0,0,12192,,Removal of 238-Plutonium(IV) in urine 4-24 hr (orally administered),A,,,,,Urine,
13756,1,1088.0,0,12192,,Removal of 238-Plutonium(IV) in urine after 0-24 h,A,,,,,Urine,
13757,1,1088.0,0,12192,,Removal of 238-Plutonium(IV) in urine after 0-24 hr (orally administered),A,,,,,Urine,
13758,1,1088.0,0,12192,,Removal of 238-Plutonium(IV) in urine after 0-4 h,A,,,,,Urine,
13759,1,1088.0,0,12192,,Removal of 238-Plutonium(IV) in urine after 0-4 hr (orally administered),A,,,,,Urine,
13760,1,1088.0,0,12192,,Removal of 238-Plutonium(IV) in urine after 4-24 h,A,,,,,Urine,
13761,1,1088.0,0,12192,,Removal of 238-Plutonium(IV) in urine after 4-24 hr (orally administered),A,,,,,Urine,
13762,1,1088.0,0,12192,,Removal of 238-Plutonium(IV) in urine at 0-4 hr (orally administered),A,,,,,Urine,
13763,1,1088.0,0,12192,,Removal of 238-Plutonium(IV) in urine at 4-24 hr (orally administered),A,,,,,Urine,
13764,1,178.0,1,12017,Rattus norvegicus,Biodistribution in blood of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Blood,
13765,1,178.0,1,12017,Rattus norvegicus,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Blood,
13766,1,178.0,1,12017,Rattus norvegicus,Biodistribution in blood of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),A,In vivo,,10116.0,,Blood,
13767,1,178.0,1,12017,Rattus norvegicus,Biodistribution in blood of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Blood,
13768,1,178.0,1,12017,Rattus norvegicus,Biodistribution in blood of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,Blood,
13769,1,,1,12017,Rattus norvegicus,Biodistribution in fat of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,,
13770,1,,1,12017,Rattus norvegicus,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,,
13771,1,,1,12017,Rattus norvegicus,Biodistribution in fat of Immature Female rat after 1 hr administration of 3 micro Ci (111 kBq) in the presence of (+E2),A,In vivo,,10116.0,,,
13772,1,,1,12017,Rattus norvegicus,Biodistribution in fat of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,,
13773,1,,1,12017,Rattus norvegicus,Biodistribution in fat of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,A,In vivo,,10116.0,,,
13774,1,,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 15 microCi of the drug and 15 micro g of estradiol,A,,,10116.0,,,
13775,1,,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,A,,,10116.0,,,
13776,1,,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus/blood at 1 hour after intravenous dose of 50 microCi of the drug and 15 ug of estradiol,A,,,10116.0,,,
13777,1,2385.0,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 100 microCi of drug in 10%ethanol saline,A,,,10116.0,,Muscle tissue,
13778,1,2385.0,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 120 microCi of drug in 10%ethanol saline,A,,,10116.0,,Muscle tissue,
13779,1,2385.0,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 15 microCi of drug in 10%ethanol saline,A,,,10116.0,,Muscle tissue,
13780,1,2385.0,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus/muscle after 3 hours following an intravenous dose of 50 microCi of drug in 10%ethanol saline,A,,,10116.0,,Muscle tissue,
13781,1,2385.0,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 100 microCi of drug in 10%ethanol saline,A,,,10116.0,,Muscle tissue,
13782,1,2385.0,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 100 microCi of the drug and 15 ug of estradiol,A,,,10116.0,,Muscle tissue,
13783,1,2385.0,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 120 microCi of drug in 10%ethanol saline,A,,,10116.0,,Muscle tissue,
13784,1,2385.0,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 120 microCi of the drug and 15 micro g of estradiol,A,,,10116.0,,Muscle tissue,
13785,1,2385.0,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 15 microCi of the drug and 15 ug of estradiol,A,,,10116.0,,Muscle tissue,
13786,1,2385.0,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,A,,,10116.0,,Muscle tissue,
13787,1,2385.0,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus/muscle at 1 hour after intravenous dose of 50 microCi of the drug and 15 ug of estradiol,A,,,10116.0,,Muscle tissue,
13788,1,,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat fat at 1 hour after intravenous dose of 50 microCi of drug in 10%ethanol saline,A,,,10116.0,,,
13789,1,995.0,1,11836,Rattus norvegicus,Tested in vivo for the biodistribution in rat uterus at 1 hour after intravenous dose of 120 microCi of drug in 10%ethanol saline,A,,,10116.0,,Uterus,
13790,1,,0,12640,,Tested in vitro for intrinsic activity relative to quinpirole,A,,,,,,
13791,1,,0,14218,,"Relative ion enhancement, determined in pulsed ultrafiltration",A,,,,,,
13792,1,,0,11296,,% ionization at the pH 7.4 at 37 degree Centigrade,A,,,,,,
13793,1,,0,10929,,Percentage ionization was measured,A,,,,,,
13794,1,,1,13841,Bos taurus,Association constant of binding of compound with calf thymus DNA was determined by using equilibrium dialysis.,A,,,9913.0,,,
13795,1,,0,10431,,Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 Pseudo-first-order rate constant,A,,,,,,
13796,1,,0,10431,,Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 phosphate buffer Pseudo-first-order rate constant,A,,,,,,
13797,1,,0,10431,,Compound was autooxidized for 2 hour at 37 degree Celsius in pH 7.4 phosphate buffer pseudo-first-order rate constant 0.1 mM EDTA,A,,,,,,
13798,1,,0,8826,,Compound was evaluated for the partition coefficient in octanol/water,P,,,,,,
13799,1,,0,8826,,Compound was evaluated for the partition coefficient in octanol/water (1-octanol / 10 mM phosphate buffer at pH 7.4),P,,,,,,
13800,1,,0,9884,,Equilibrium constant measured by the pulse radiolysis at pH 7,A,,,,,,
13801,1,,1,9827,Homo sapiens,In vitro hydrolytic rate constant determined in human blood,A,,,9606.0,,,
13802,1,,1,10009,Homo sapiens,In vitro oxidation of compound to its pyridinium salt (3) in presence of human plasma,A,,,9606.0,,,
13803,1,,0,10009,,In vitro oxidation of compound to its pyridinium salt (3) in presence of hydrogen peroxide,A,,,,,,
13804,1,,1,10009,Mus musculus,In vitro oxidation of compound to its pyridinium salt (3) in presence of mouse brain homogenate,A,,,10090.0,,,
13805,1,,1,10009,Mus musculus,In vitro oxidation of compound to its pyridinium salt (3) in presence of mouse liver homogenate,A,,,10090.0,,,
13806,1,,1,10009,Homo sapiens,In vitro oxidation of compound in presence of human plasma,A,,,9606.0,,,
13807,1,,0,10009,,In vitro oxidation of compound in presence of hydrogen peroxide,A,,,,,,
13808,1,,1,10009,Mus musculus,In vitro oxidation of compound in presence of mouse brain homogenate,A,,,10090.0,,,
13809,1,,1,10009,Mus musculus,In vitro oxidation of compound in presence of mouse liver homogenate,A,,,10090.0,,,
13810,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,A,,,10116.0,,,
13811,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,A,,,10116.0,,,
13812,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,A,,,10116.0,,,
13813,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,A,,,10116.0,,,
13814,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,A,,,10116.0,,,
13815,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,A,,,10116.0,,,
13816,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,A,,,10116.0,,,
13817,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,A,,,10116.0,,,
13818,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,A,,,10116.0,,,
13819,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 7.56 umol/kg,A,,,10116.0,,,
13820,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 8.4 umol/kg,A,,,10116.0,,,
13821,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,A,,,10116.0,,,
13822,1,,1,11510,Rattus norvegicus,Mean potassium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.87 umol/kg,A,,,10116.0,,,
13823,1,178.0,1,13100,Rattus norvegicus,Biodistribution in rat blood at 240 minutes after dose administration.,A,In vivo,,10116.0,,Blood,
13824,1,178.0,1,13100,Rattus norvegicus,Biodistribution in rat blood at 30 minutes after dose administration.,A,In vivo,,10116.0,,Blood,
13825,1,178.0,1,13100,Rattus norvegicus,Biodistribution in rat blood at 360 minutes after dose administration.,A,In vivo,,10116.0,,Blood,
13826,1,178.0,1,13100,Rattus norvegicus,Biodistribution in rat blood at 3 hr after dose administration.,A,In vivo,,10116.0,,Blood,
13827,1,178.0,1,13100,Rattus norvegicus,Biodistribution in rat blood at 60 minutes after dose administration.,A,In vivo,,10116.0,,Blood,
13828,1,2037.0,1,13100,Rattus norvegicus,Biodistribution in rat cerebellum at 120 minutes after dose administration.,A,In vivo,,10116.0,,Cerebellum,
13829,1,2037.0,1,13100,Rattus norvegicus,Biodistribution in rat cerebellum at 1440 minutes after dose administration.,A,In vivo,,10116.0,,Cerebellum,
13830,1,2037.0,1,13100,Rattus norvegicus,Biodistribution in rat cerebellum at 15 minutes after dose administration.,A,In vivo,,10116.0,,Cerebellum,
13831,1,2037.0,1,13100,Rattus norvegicus,Biodistribution in rat cerebellum at 240 minutes after dose administration.,A,In vivo,,10116.0,,Cerebellum,
13832,1,2037.0,1,13100,Rattus norvegicus,Biodistribution in rat cerebellum at 30 minutes after dose administration.,A,In vivo,,10116.0,,Cerebellum,
13833,1,2037.0,1,13100,Rattus norvegicus,Biodistribution in rat cerebellum at 360 minutes after dose administration.,A,In vivo,,10116.0,,Cerebellum,
13834,1,2037.0,1,13100,Rattus norvegicus,Biodistribution in rat cerebellum at 3 hr after dose administration.,A,In vivo,,10116.0,,Cerebellum,
13835,1,2037.0,1,13100,Rattus norvegicus,Biodistribution in rat cerebellum at 60 minutes after dose administration.,A,In vivo,,10116.0,,Cerebellum,
13836,1,,1,13100,Rattus norvegicus,Biodistribution in rat cortex at 120 minutes after dose administration.,A,In vivo,,10116.0,,,
13837,1,,1,13100,Rattus norvegicus,Biodistribution in rat cortex at 1440 minutes after dose administration.,A,In vivo,,10116.0,,,
13838,1,,1,13100,Rattus norvegicus,Biodistribution in rat cortex at 15 minutes after dose administration.,A,In vivo,,10116.0,,,
13839,1,,1,13100,Rattus norvegicus,Biodistribution in rat cortex at 240 minutes after dose administration.,A,In vivo,,10116.0,,,
13840,1,,1,13100,Rattus norvegicus,Biodistribution in rat cortex at 30 minutes after dose administration.,A,In vivo,,10116.0,,,
13841,1,,1,13100,Rattus norvegicus,Biodistribution in rat cortex at 360 minutes after dose administration.,A,In vivo,,10116.0,,,
13842,1,,1,13100,Rattus norvegicus,Biodistribution in rat cortex at 3 hr after dose administration.,A,In vivo,,10116.0,,,
13843,1,,1,13100,Rattus norvegicus,Biodistribution in rat cortex at 60 minutes after dose administration.,A,In vivo,,10116.0,,,
13844,1,948.0,1,13100,Rattus norvegicus,Biodistribution in rat heart at 120 minutes after dose administration.,A,In vivo,,10116.0,,Heart,
13845,1,948.0,1,13100,Rattus norvegicus,Biodistribution in rat heart at 15 minutes after dose administration.,A,In vivo,,10116.0,,Heart,
13846,1,948.0,1,13100,Rattus norvegicus,Biodistribution in rat heart at 240 minutes after dose administration.,A,In vivo,,10116.0,,Heart,
13847,1,948.0,1,13100,Rattus norvegicus,Biodistribution in rat heart at 30 minutes after dose administration.,A,In vivo,,10116.0,,Heart,
13848,1,948.0,1,13100,Rattus norvegicus,Biodistribution in rat heart at 360 minutes after dose administration.,A,In vivo,,10116.0,,Heart,
13849,1,948.0,1,13100,Rattus norvegicus,Biodistribution in rat heart at 3 hr after dose administration.,A,In vivo,,10116.0,,Heart,
13850,1,948.0,1,13100,Rattus norvegicus,Biodistribution in rat heart at 60 minutes after dose administration.,A,In vivo,,10116.0,,Heart,
13851,1,10000000.0,1,13100,Rattus norvegicus,Biodistribution in rat hippocampus at 1440 minutes after dose administration.,A,In vivo,,10116.0,,Hippocampus,
13852,1,10000000.0,1,13100,Rattus norvegicus,Biodistribution in rat hippocampus at 240 minutes after dose administration.,A,In vivo,,10116.0,,Hippocampus,
13853,1,10000000.0,1,13100,Rattus norvegicus,Biodistribution in rat hippocampus at 30 minutes after dose administration.,A,In vivo,,10116.0,,Hippocampus,
13854,1,10000000.0,1,13100,Rattus norvegicus,Biodistribution in rat hippocampus at 360 minutes after dose administration.,A,In vivo,,10116.0,,Hippocampus,
13855,1,10000000.0,1,13100,Rattus norvegicus,Biodistribution in rat hippocampus at 15 minutes after dose administration.,A,In vivo,,10116.0,,Hippocampus,
13856,1,2113.0,1,13100,Rattus norvegicus,Biodistribution in rat kidney at 120 minutes after dose administration.,A,In vivo,,10116.0,,Kidney,
13857,1,2113.0,1,13100,Rattus norvegicus,Biodistribution in rat kidney at 1440 minutes after dose administration.,A,In vivo,,10116.0,,Kidney,
13858,1,2113.0,1,13100,Rattus norvegicus,Biodistribution in rat kidney at 15 minutes after dose administration.,A,In vivo,,10116.0,,Kidney,
13859,1,2113.0,1,13100,Rattus norvegicus,Biodistribution in rat kidney at 240 minutes after dose administration.,A,In vivo,,10116.0,,Kidney,
13860,1,2113.0,1,13100,Rattus norvegicus,Biodistribution in rat kidney at 30 minutes after dose administration.,A,In vivo,,10116.0,,Kidney,
13861,1,2113.0,1,13100,Rattus norvegicus,Biodistribution in rat kidney at 360 minutes after dose administration.,A,In vivo,,10116.0,,Kidney,
13862,1,2113.0,1,13100,Rattus norvegicus,Biodistribution in rat kidney at 60 minutes after dose administration.,A,In vivo,,10116.0,,Kidney,
13863,1,2107.0,1,13100,Rattus norvegicus,Biodistribution in rat liver at 120 minutes after dose administration.,A,In vivo,,10116.0,,Liver,
13864,1,2107.0,1,13100,Rattus norvegicus,Biodistribution in rat liver at 1440 minutes after dose administration.,A,In vivo,,10116.0,,Liver,
13865,1,2107.0,1,13100,Rattus norvegicus,Biodistribution in rat liver at 15 minutes after dose administration.,A,In vivo,,10116.0,,Liver,
13866,1,2107.0,1,13100,Rattus norvegicus,Biodistribution in rat liver at 240 minutes after dose administration.,A,In vivo,,10116.0,,Liver,
13867,1,2107.0,1,13100,Rattus norvegicus,Biodistribution in rat liver at 30 minutes after dose administration.,A,In vivo,,10116.0,,Liver,
13868,1,2107.0,1,13100,Rattus norvegicus,Biodistribution in rat liver at 360 minutes after dose administration.,A,In vivo,,10116.0,,Liver,
13869,1,2107.0,1,13100,Rattus norvegicus,Biodistribution in rat liver at 60 minutes after dose administration.,A,In vivo,,10116.0,,Liver,
13870,1,2048.0,1,13100,Rattus norvegicus,Biodistribution in rat lung at 120 minutes after dose administration.,A,In vivo,,10116.0,,Lung,
13871,1,2048.0,1,13100,Rattus norvegicus,Biodistribution in rat lung at 1440 minutes after dose administration.,A,In vivo,,10116.0,,Lung,
13872,1,2048.0,1,13100,Rattus norvegicus,Biodistribution in rat lung at 15 minutes after dose administration.,A,In vivo,,10116.0,,Lung,
13873,1,2048.0,1,13100,Rattus norvegicus,Biodistribution in rat lung at 240 minutes after dose administration.,A,In vivo,,10116.0,,Lung,
13874,1,2048.0,1,13100,Rattus norvegicus,Biodistribution in rat lung at 30 minutes after dose administration.,A,In vivo,,10116.0,,Lung,
13875,1,2048.0,1,13100,Rattus norvegicus,Biodistribution in rat lung at 360 minutes after dose administration.,A,In vivo,,10116.0,,Lung,
13876,1,1515.0,1,12361,Rattus norvegicus,Percent of maximal contractile response to compound in rat thoracic aorta strips in the presence of calcium deficient buffer,A,,,10116.0,,Thoracic aorta,
13877,1,1515.0,1,12361,Rattus norvegicus,Percent of maximal contractile response to compound in rat thoracic aorta strips in the presence of nifedipine,A,,,10116.0,,Thoracic aorta,
13878,1,1515.0,1,12361,Rattus norvegicus,Percent of maximal contractile response to compound in rat thoracic aorta strips in the presence of verapamil,A,,,10116.0,,Thoracic aorta,
13879,1,1515.0,1,12361,Rattus norvegicus,Percent of maximal contractile response to compound in rat thoracic aorta strips presence of PBZ and CIR,A,,,10116.0,,Thoracic aorta,
13880,1,1515.0,1,12361,Rattus norvegicus,Percent of maximal contractile response to compound in rat thoracic aorta strips v,A,,,10116.0,,Thoracic aorta,
13881,1,1515.0,1,12361,Rattus norvegicus,Percent of maximal contractile response to compound with phenoxybenzamine pretreatment on rat thoracic aorta strips,A,,,10116.0,,Thoracic aorta,
13882,1,1515.0,1,12361,Rattus norvegicus,Percent of maximal contractile response to compound without phenoxybenzamine pretreatment on rat thoracic aorta strips,A,,,10116.0,,Thoracic aorta,
13883,1,1088.0,1,12712,Rattus norvegicus,% of the total radioactive dose of compound present in the 0-24 hour urine after a single 5 mg/kg dose administered intravenously in rats,A,,,10116.0,,Urine,
13884,1,1988.0,1,7415,Rattus norvegicus,Compound at the dose 10 mg/kg administered intraperitoneally was evaluated for the excretion rate in rats in 7 days through feces,A,,,10116.0,,Feces,
13885,1,1088.0,1,7415,Rattus norvegicus,Compound at the dose 10 mg/kg administered intraperitoneally was evaluated for the excretion rate in rats in 7 days through urine,A,,,10116.0,,Urine,
13886,1,,1,7415,Rattus norvegicus,Compound was evaluated for the biliary excretion in the anesthetized rats in 6 hours after intravenous doses 1 mg/kg,A,,,10116.0,,,
13887,1,,1,7415,Rattus norvegicus,Compound was evaluated for the biliary excretion in the anesthetized rats in 6 hours after intravenous doses 10 mg/kg,A,,,10116.0,,,
13888,1,1988.0,1,7415,Rattus norvegicus,"Compound was evaluated for the cumulative excretion rate in rats at the dose 10 mg/kg, intraperitoneally for 18 days through feces",A,,,10116.0,,Feces,
13889,1,1088.0,1,7415,Rattus norvegicus,"Compound was evaluated for the cumulative excretion rate in rats at the dose 10 mg/kg, intraperitoneally for 18 days through urine",A,,,10116.0,,Urine,
13890,1,,1,7415,Rattus norvegicus,"Compound was evaluated for the in rats after the dose of 5 mg/kg intravenously, at the dose 4 hour biliary excretion",A,,,10116.0,,,
13891,1,,1,8050,Mus musculus,faecal levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 0-30h,A,,,10090.0,,,
13892,1,,1,8050,Mus musculus,fecal levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 0-30h,A,,,10090.0,,,
13893,1,,1,8050,Mus musculus,fecal levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 0-30h,A,,,10090.0,,,
13894,1,,1,8050,Mus musculus,fecal levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 0-30h,A,,,10090.0,,,
13895,1,1088.0,1,8050,Mus musculus,urine levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 0-24 hr,A,,,10090.0,,Urine,
13896,1,1088.0,1,8050,Mus musculus,urine levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 0-6 hr,A,,,10090.0,,Urine,
13897,1,1088.0,1,8050,Mus musculus,urine levels excreted after administration of 2-(3-bromophenyl)thiazolidine(500 mg/kg) to mice measured at 24-30 hr,A,,,10090.0,,Urine,
13898,1,1088.0,1,8050,Mus musculus,urine levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 0-24 hr,A,,,10090.0,,Urine,
13899,1,1088.0,1,8050,Mus musculus,urine levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 0-6 hr,A,,,10090.0,,Urine,
13900,1,1088.0,1,8050,Mus musculus,urine levels excreted after administration of 2-phenylthiazolidine (500 mg/kg) to mice measured at 24-30 hr,A,,,10090.0,,Urine,
13901,1,1088.0,1,8050,Mus musculus,urine levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 0-24 hr,A,,,10090.0,,Urine,
13902,1,1088.0,1,8050,Mus musculus,urine levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 0-6 hr,A,,,10090.0,,Urine,
13903,1,1088.0,1,8050,Mus musculus,urine levels excreted after administration of benzaldehyde (250 mg/kg) to mice measured at 24-30 hr,A,,,10090.0,,Urine,
13904,1,1088.0,1,8050,Mus musculus,urine levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 0-24 hr,A,,,10090.0,,Urine,
13905,1,1088.0,1,8050,Mus musculus,urine levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 0-6 hr,A,,,10090.0,,Urine,
13906,1,1088.0,1,8050,Mus musculus,urine levels excreted after administration of cysteamine (175 mg/kg) to mice measured at 24-30 hr,A,,,10090.0,,Urine,
