venue,title,id,authors,year
acm sigmod record,semistructured and structured data in the web : going back and forth,1754,"paolo atzeni , giansalvatore mecca , paolo merialdo",1997
acm sigmod record,wrapper generation for semi-structured internet sources,1755,"naveen ashish , craig a. knoblock",1997
acm sigmod record,database systems-breaking out of the box,1756,"avi silberschatz , stan zdonik",1997
acm sigmod record,asserting beliefs in mls relational models,1757,"nenad a. jukic , susan v. vrbsky",1997
acm sigmod record,lore : a database management system for semistructured data,1758,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",1997
acm sigmod record,report on dart ' 96 : databases : active and real-time ( concepts meet practice ),1759,"krithi ramamritham , nandit soparkar",1997
acm sigmod record,where will object technology drive data administration ?,1760,arnon rosenthal,1998
acm sigmod record,repositories and object oriented databases,1761,philip a. bernstein,1998
acm sigmod record,towards on-line analytical mining in large databases,1762,jiawei han,1998
acm sigmod record,intelligent access to heterogeneous information sources : report on the 4th workshop on knowledge representation meets databases,1763,"franz baader , manfred a. jeusfeld , werner nutt",1997
acm sigmod record,an extensible notation for spatiotemporal index queries,1764,"vassilis j. tsotras , christian s. jensen , richard thomas snodgrass",1998
acm sigmod record,t2 : a customizable parallel database for multi-dimensional data,1765,"chialin chang , anurag acharya , alan sussman , joel saltz",1998
acm sigmod record,workflow history management,1766,"pinar koksal , sena nural arpinar , asuman dogac",1998
acm sigmod record,towards a richer web object model,1767,frank manola,1998
acm sigmod record,materialized views and data warehouses,1768,nick roussopoulos,1998
acm sigmod record,applications of java programming language to database management,1769,"bradley f. burton , victor w. marek",1998
acm sigmod record,unbundling active functionality,1770,"stella gatziu , arne koschel , g &#252; nter von b &#252; ltzingsloewen , hans fritschi",1998
acm sigmod record,mining fuzzy association rules in databases,1771,"chan man kuok , ada fu , man hon wong",1998
acm sigmod record,the database and information system research group at the university of ulm,1772,"peter dadam , wolfgang klas",1997
acm sigmod record,workshop report on experiences using object data management in the real-world,1773,akmal b. chaudhri,1998
acm sigmod record,report on the second ieee metadata conference ( metadata ' 97 ),1774,"ron musick , chris miller",1998
acm sigmod record,predator : a resource for database research,1775,praveen seshadri,1998
international conference on management of data,your mediators need data conversion !,1776,"sophie cluet , claude delobel , j &#233; r &#466; me sim &#233; on , katarzyna smaga",1998
international conference on management of data,dimensionality reduction for similarity searching in dynamic databases,1777,"k. v. ravi kanth , divyakant agrawal , ambuj singh",1998
international conference on management of data,optimal multi-step k-nearest neighbor search,1778,"thomas seidl , hans-peter kriegel",1998
international conference on management of data,the pyramid-technique : towards breaking the curse of dimensionality,1779,"stefan berchtold , christian b &#246; hm , hans-peter kriegal",1998
international conference on management of data,cost-based query scrambling for initial delays,1780,"tolga urhan , michael j. franklin , laurent amsaleg",1998
international conference on management of data,interaction of query evaluation and buffer management for information retrieval,1781,"bj &#246; rn t. j &#243; nsson , michael j. franklin , divesh srivastava",1998
international conference on management of data,efficient mid-query re-optimization of sub-optimal query execution plans,1782,"navin kabra , david j. dewitt",1998
international conference on management of data,automatic subspace clustering of high dimensional data for data mining applications,1783,"rakesh agrawal , johannes gehrke , dimitrios gunopulos , prabhakar raghavan",1998
international conference on management of data,efficiently mining long patterns from databases,1784,"roberto j. bayardo , jr.",1998
international conference on management of data,cure : an efficient clustering algorithm for large databases,1785,"sudipto guha , rajeev rastogi , kyuseok shim",1998
international conference on management of data,changing the rules : transformations for rule-based optimizers,1786,"mitch cherniack , stan zdonik",1998
international conference on management of data,query unnesting in object-oriented databases,1787,leonidas fegaras,1998
international conference on management of data,reusing invariants : a new strategy for correlated queries,1788,"jun rao , kenneth a. ross",1998
international conference on management of data,parallel mining algorithms for generalized association rules with classification hierarchy,1789,"takahiko shintani , masaru kitsuregawa",1998
international conference on management of data,exploratory mining and pruning optimizations of constrained associations rules,1790,"raymond t. ng , laks v. s. lakshmanan , jiawei han , alex pang",1998
international conference on management of data,query flocks : a generalization of association-rule mining,1791,"dick tsur , jeffrey d. ullman , serge abiteboul , chris clifton , rajeev motwani , svetlozar nestorov , arnon rosenthal",1998
international conference on management of data,bitmap index design and evaluation,1792,"chee-yong chan , yannis e. ioannidis",1998
international conference on management of data,autoadmin what-if index analysis utility,1793,"surajit chaudhuri , vivek narasayya",1998
international conference on management of data,new sampling-based summary statistics for improving approximate query answers,1794,"phillip b. gibbons , yossi matias",1998
international conference on management of data,integrating association rule mining with relational database systems : alternatives and implications,1795,"sunita sarawagi , shiby thomas , rakesh agrawal",1998
international conference on management of data,enhanced hypertext categorization using hyperlinks,1796,"soumen chakrabarti , byron dom , piotr indyk",1998
international conference on management of data,cost-based optimization of decision support queries using transient-views,1797,"subbu n. subramanian , shivakumar venkataraman",1998
international conference on management of data,nodose-a tool for semi-automatically extracting structured and semistructured data from text documents,1798,brad adelberg,1998
international conference on management of data,extracting schema from semistructured data,1799,"svetlozar nestorov , serge abiteboul , rajeev motwani",1998
international conference on management of data,caching multidimensional queries using chunks,1800,"prasad m. deshpande , karthikeyan ramasamy , amit shukla , jeffrey f. naughton",1998
international conference on management of data,simultaneous optimization and evaluation of multiple dimensional queries,1801,"yihong zhao , prasad m. deshpande , jeffrey f. naughton , amit shukla",1998
international conference on management of data,incremental distance join algorithms for spatial databases,1802,"g &#237; sli r. hjaltason , hanan samet",1998
international conference on management of data,an alternative storage organization for rolap aggregate views based on cubetrees,1803,"yannis kotidis , nick roussopoulos",1998
international conference on management of data,the dedale system for complex spatial queries,1804,"st &#233; phane grumbach , philippe rigaux , luc segoufin",1998
international conference on management of data,similarity query processing using disk arrays,1805,"apostolos n. papadopoulos , yannis manolopoulos",1998
international conference on management of data,using schematically heterogeneous structures,1806,re &#233; e j. miller,1998
international conference on management of data,integration of heterogeneous databases without common domains using queries based on textual similarity,1807,william w. cohen,1998
international conference on management of data,a framework for implementing hypothetical queries,1808,"timothy griffin , richard hull",1997
international conference on management of data,on saying enough already ! in sql,1809,"michael j. carey , donald kossmann",1997
international conference on management of data,dynamic itemset counting and implication rules for market basket data,1810,"sergey brin , rajeev motwani , jeffrey d. ullman , shalom tsur",1997
international conference on management of data,high-performance sorting on networks of workstations,1811,"andrea c. arpaci-dusseau , remzi h. arpaci-dusseau , david e. culler , joseph m. hellerstein , david a. patterson",1997
international conference on management of data,scalable parallel data mining for association rules,1812,"eui-hong han , george karypis , vipin kumar",1997
international conference on management of data,beyond market baskets : generalizing association rules to correlations,1813,"sergey brin , rajeev motwani , craig silverstein",1997
international conference on management of data,devise : integrated querying and visual exploration of large datasets,1814,"m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger",1997
international conference on management of data,efficiently supporting ad hoc queries in large datasets of time sequences,1815,"flip korn , h. v. jagadish , christos faloutsos",1997
international conference on management of data,the bucky object-relational benchmark,1816,"michael j. carey , david j. dewitt , jeffrey f. naughton , mohammad asgarian , paul brown , johannes e. gehrke , dhaval n. shah",1997
international conference on management of data,database performance in the real world : tpc-d and sap r/3,1817,"joachen doppelhammer , thomas h &#246; ppler , alfons kemper , donald kossmann",1997
international conference on management of data,an array-based algorithm for simultaneous multidimensional aggregates,1818,"yihong zhao , prasad m. deshpande , jeffrey f. naughton",1997
international conference on management of data,the strip rule system for efficiently maintaining derived data,1819,"brad adelberg , hector garcia-molina , jennifer widom",1997
international conference on management of data,balancing push and pull for data broadcast,1820,"swarup acharya , michael franklin , stanley zdonik",1997
international conference on management of data,online aggregation,1821,"joseph m. hellerstein , peter j. haas , helen j. wang",1997
international conference on management of data,starts : stanford proposal for internet meta-searching,1822,"luis gravano , chen-chuan k. chang , h &#233; ctor garc &#237; a-molina , andreas paepcke",1997
international conference on management of data,infosleuth : agent-based semantic integration of information in open and dynamic environments,1823,"r. j. bayardo , jr. , w. bohrer , r. brice , a. cichocki , j. fowler , a. helal , v. kashyap , t. ksiezyk , g. martin , m. nodine , m. rashid , m. rusinkiewicz , r. shea , c. unnikrishnan , a. unruh , d. woelk",1997
international conference on management of data,supporting multiple view maintenance policies,1824,"latha s. colby , akira kawaguchi , daniel f. lieuwen , inderpal singh mumick , kenneth a. ross",1997
international conference on management of data,efficient view maintenance at data warehouses,1825,"d. agrawal , a. el abbadi , a. singh , t. yurek",1997
international conference on management of data,eliminating costly redundant computations from sql trigger executions,1826,"fran &#231; ois llirbat , fran &#231; oise fabret , eric simon",1997
international conference on management of data,temporal aggregation in active database rules,1827,"iakovos motakis , carlo zaniolo",1997
international conference on management of data,association rules over interval data,1828,"r. j. miller , y. yang",1997
international conference on management of data,secure transaction processing in firm real-time database systems,1829,"binto george , jayant haritsa",1997
international conference on management of data,a unified framework for enforcing multiple access control policies,1830,"sushil jajodia , pierangela samarati , v. s. subrahmanian , eliza bertino",1997
international conference on management of data,revisiting commit processing in distributed database systems,1831,"ramesh gupta , jayant haritsa , krithi ramamritham",1997
international conference on management of data,partitioned garbage collection of a large object store,1832,"umesh maheshwari , barbara liskov",1997
international conference on management of data,size separation spatial join,1833,"nick koudas , kenneth c. sevcik",1997
international conference on management of data,"building a scaleable geo-spatial dbms : technology , implementation , and evaluation",1834,"jignesh patel , jiebing yu , navin kabra , kristin tufte , biswadeep nag , josef burger , nancy hall , karthikeyan ramasamy , roger lueder , curt ellmann , jim kupsch , shelly guo , johan larson , david de witt , jeffrey naughton",1997
international conference on management of data,a toolkit for negotiation support interfaces to multi-dimensional data,1835,"michael gebhardt , matthias jarke , stephan jacobs",1997
international conference on management of data,distance-based indexing for high-dimensional metric spaces,1836,"tolga bozkaya , meral ozsoyoglu",1997
international conference on management of data,the sr-tree : an index structure for high-dimensional nearest neighbor queries,1837,"norio katayama , shin ` ichi satoh",1997
international conference on management of data,wave-indices : indexing evolving databases,1838,"narayanan shivakumar , h &#233; ctor garc &#237; a-molina",1997
international conference on management of data,on-line warehouse view maintenance,1839,"dallan quass , jennifer widom",1997
international conference on management of data,template-based wrappers in the tsimmis system,1840,"joachim hammer , h &#233; ctor garc &#237; a-molina , svetlozar nestorov , ramana yerneni , marcus breunig , vasilis vassalos",1997
international conference on management of data,mdm : a multiple-data model tool for the management of heterogeneous database schemes,1841,"paolo atzeni , riccardo torlone",1997
international conference on management of data,the context interchange mediator prototype,1842,"s. bressan , c. h. goh , k. fynn , m. jakobisiak , k. hussein , h. kon , t. lee , s. madnick , t. pena , j. qu , a. shum , m. siegel",1997
international conference on management of data,semcog : an object-based image retrieval system and its visual query interface,1843,"wen-syan li , k. sel &#231; uk candan , kyoji hirata , yoshinori hara",1997
international conference on management of data,the distributed information search component ( disco ) and the world wide web,1844,"anthony tomasic , r &#233; my amouroux , philippe bonnet , olga kapitskaia , hubert naacke , louiqa raschid",1997
international conference on management of data,the infosleuth project,1845,"r. j. bayardo , jr. , w. bohrer , r. brice , a. cichocki , j. fowler , a. halal , v. kashyap , t. ksiezyk , g. martin , m. nodine , m. rashid , m. rusinkiewicz , r. shea , c. unnikrishnan , a. unruh , d. woelk",1997
international conference on management of data,infomaster : an information integration system,1846,"michael r. genesereth , arthur m. keller , oliver m. duschka",1997
international conference on management of data,languages for multi-database interoperability,1847,"fr &#233; d &#233; ric gingras , laks v. s. lakshmanan , iyer n. subramanian , despina papoulis , nematollaah shiri",1997
international conference on management of data,data warehousing and olap for decision support,1848,"surajit chaudhuri , umeshwar dayal",1997
international conference on management of data,databases on the web : technologies for federation architectures and case studies,1849,ralf kramer,1997
international conference on management of data,"object-relational database systems ( tutorial ) : principles , products and challenges",1850,"michael j. carey , nelson m. mattos , anil k. nori",1997
international conference on management of data,"lessons from wall street : case studies in configuration , tuning , and distribution",1851,dennis shasha,1997
international conference on management of data,devise ( demo abstract ) : integrated querying and visual exploration of large datasets,1852,"m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger",1997
international conference on management of data,picture programming project,1853,"nita goyal , charles hoch , ravi krishnamurthy , brian meckler , michael suchow , moshe zloof",1997
international conference on management of data,delaunay : a database visualization system,1854,"isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang",1997
international conference on management of data,query optimization at the crossroads,1855,surajit chaudhuri,1997
acm transactions on database systems ( tods ),disjunctive datalog,1856,"thomas eiter , georg gottlob , heikki mannila",1997
acm transactions on database systems ( tods ),probview : a flexible probabilistic database system,1857,"laks v. s. lakshmanan , nicola leone , robert ross , v. s. subrahmanian",1997
international conference on management of data,zoo : a desktop experiment management environment,1858,"yannis e. ioannidis , miron livny , anastassia ailamaki , anand narayanan , andrew therber",1997
acm transactions on database systems ( tods ),transactional client-server cache consistency : alternatives and performance,1859,"michael j. franklin , michael j. carey , miron livny",1997
acm sigmod record,ogdi : toward interoperability among geospatial databases,1860,"gilles cl &#233; ment , christian larouche , denis gouin , paul morin , henry kucera",1997
acm sigmod record,an extended entity-relationship model for geographic applications,1861,"thanasis hadzilacos , nectaria tryfona",1997
acm sigmod record,a query language for a web-site management system,1862,"mary fernandez , daniela florescu , alon levy , dan suciu",1997
acm sigmod record,quasi-cubes : exploiting approximations in multidimensional databases,1863,"daniel barbar &#225; , mark sullivan",1997
international conference on management of data,the whips prototype for data warehouse creation and maintenance,1864,"wilburt j. labio , yue zhuge , janet l. wiener , himanshu gupta , h &#233; ctor garc &#237; a-molina , jennifer widom",1997
international conference on management of data,structural matching and discovery in document databases,1865,"jason tsong-li wang , dennis shasha , george j. s. chang , liam relihan , kaizhong zhang , girish patel",1997
international conference on management of data,strudel : a web site management system,1866,"mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",1997
international conference on management of data,geominer : a system prototype for spatial data mining,1867,"jaiwei han , krzysztof koperski , nebojsa stefanovic",1997
international conference on management of data,sentinel : an object-oriented dbms with event-based rules,1868,s. chakravarthy,1997
international conference on management of data,the mentor workbench for enterprise-wide workflow management,1869,"dirk wodtke , jeanine weissenfels , gerhard weikum , angelika kotz dittrich , peter muth",1997
international conference on management of data,s3 : similarity search in cad database systems,1870,"stefan berchtold , hans-peter kriegel",1997
international conference on management of data,predator : an or-dbms with enhanced data types,1871,"praveen seshadri , mark paskin",1997
acm sigmod record,the active database management system manifesto : a rulebase of adbms features,1872,corporate act-net consortium,1996
acm sigmod record,report on first international workshop on real-time database systems,1873,"azer bestavros , kwei-jay lin , sang son",1996
acm sigmod record,bess object storage manager : architecture overview,1874,"alexandros biliris , euthimios panagos",1996
acm sigmod record,middle east technical university software research and development center,1875,asuman dogac,1996
acm sigmod record,much ado about shared-nothing,1876,"michael g. norman , thomas zurek , peter thanisch",1996
acm sigmod record,on the cost of monitoring and reorganization of object bases for clustering,1877,"carsten a. gerlhof , alfons kemper , guido moerkotte",1996
acm sigmod record,open issues in parallel query optimization,1878,"waqar hasan , daniela florescu , patrick valduriez",1996
acm sigmod record,control strategies for complex relational query processing in shared nothing systems,1879,"lionel brunie , harald kosch",1996
acm transactions on database systems ( tods ),"lh * - a scalable , distributed data structure",1880,"witold litwin , marie-anna neimat , donovan a. schneider",1996
acm transactions on database systems ( tods ),semantics for update rule programs and implementation in a relational database management system,1881,"louiqa raschid , jorge lobo",1996
acm transactions on database systems ( tods ),extended ephemeral logging : log storage management for applications with long lived transactions,1882,"john s. keen , william j. dally",1997
acm transactions on database systems ( tods ),outerjoin simplification and reordering for query optimization,1883,"c &#233; sar galindo-legaria , arnon rosenthal",1997
acm sigmod record,"olap , relational , and multidimensional database systems",1884,george colliat,1996
acm sigmod record,unisql 's next-generation object-relational database management system,1885,"albert d'andrea , phil janus",1996
acm sigmod record,scientists called upon to take actions,1886,xiaolei qian,1996
acm transactions on database systems ( tods ),model and verification of a data manager based on aries,1887,dean kuo,1996
acm sigmod record,dynamic information visualization,1888,yannis e. ioannidis,1996
acm sigmod record,information visualization,1889,"tiziana catarci , isabel f. cruz",1996
acm sigmod record,spotfire : an information exploration environment,1890,christopher ahlberg,1996
acm sigmod record,incremental data structures and algorithms for dynamic query interfaces,1891,"egemen tanin , richard beigel , ben shneiderman",1996
acm sigmod record,"a response to r. camps ' article domains , relations and religious wars",1892,c. j. date,1996
acm transactions on database systems ( tods ),an axiomatic model of dynamic schema evolution in objectbase systems,1893,"randel j. peters , m. tamer &#214; zsu",1997
acm sigmod record,the aggregate data problem : a system for their definition and management,1894,"m. rafanelli , a. bezenchek , l. tininini",1996
acm sigmod record,"in reply to domains , relations and religious wars",1895,hugh darwen,1996
acm sigmod record,report from the nsf workshop on workflow and process automation in information systems,1896,"amit sheth , dimitrios georgakopoulos , stef m. m. joosten , marek rusinkiewicz , walt scacchi , jack wileden , alexander l. wolf",1996
acm sigmod record,3d geographic network displays,1897,"kenneth c. cox , stephen g. eick , taosong he",1996
acm sigmod record,the mariposa distributed database management system,1898,jeff sidell,1996
acm sigmod record,an orthogonally persistent java,1899,"m. p. atkinson , l. dayn &#232; s , m. j. jordan , t. printezis , s. spence",1996
acm sigmod record,pixel-oriented database visualizations,1900,daniel a. keim,1996
acm sigmod record,a framework for information visualisation,1901,"jessie b. kennedy , kenneth j. mitchell , peter j. barclay",1996
acm sigmod record,applying database visualization to the world wide web,1902,"masum z. hasan , alberto o. mendelzon , dimitra vista",1996
acm sigmod record,to table or not to table : a hypertabular answer,1903,"giuseppe santucci , laura tarantino",1996
acm sigmod record,www-udk : a web-based environmental meta-information system,1904,"ralf kramer , ralf nicholai , arne koschel , claudia rolker , peter lockemann , andree keitel , rudolf legat , konrad tirm",1997
acm sigmod record,uis-management of data and services in the environmental information systems of baden-w &#252; rttemberg,1905,"wolf-fritz riekert , roland mayer-f &#246; ll , gerlinde wiest",1997
acm sigmod record,integrating modelling systems for environmental management information systems,1906,"david j. abel , kerry taylor , dean kun",1997
acm sigmod record,improving access to environmental data using context information,1907,"anthony tomasic , eric simon",1997
acm sigmod record,new programs at darpa and nsf,1908,xiolai qian,1996
acm sigmod record,environmental information systems,1909,oliver g &#252; nther,1997
acm sigmod record,new standard for stored procedures in sql,1910,andrew eisenberg,1996
acm sigmod record,"tpc-d-the challenges , issues and results",1911,ramesh bhashyam,1996
acm sigmod record,extraction of object-oriented structures from existing relational databases,1912,"shekar ramanathan , julia hodges",1997
acm sigmod record,an overview of data warehousing and olap technology,1913,"surajit chaudhuri , umeshwar dayal",1997
acm sigmod record,min-max compression methods for medical image databases,1914,"kosmas karadimitriou , john m. tyler",1997
acm sigmod record,converting relational to object-oriented databases,1915,joseph fong,1997
acm sigmod record,"mediator languages-a proposal for a standard : report of an i3/pob working group held at the university of maryland , april 12 and 13 , 1996",1916,"peter buneman , louiqa raschid , jeffrey ullman",1997
acm sigmod record,a consumer viewpoint on mediator languages-a proposal for a standard,1917,"arnon rosenthal , erich hughes , scott renner , len seligman",1997
acm sigmod record,data management for earth system science,1918,"james frew , jeff dozier",1997
acm sigmod record,open gis and on-line environmental libraries,1919,kenn gardels,1997
international conference on management of data,similarity-based queries for time series data,1920,"davood rafiei , alberto mendelzon",1997
international conference on management of data,fast parallel similarity search in multimedia databases,1921,"stefan berchtold , christian b &#246; hm , bernhard braunm &#252; ller , daniel a. keim , hans-peter kriegel",1997
acm transactions on database systems ( tods ),an adaptive data replication algorithm,1922,"ouri wolfson , sushil jajodia , yixiu huang",1997
acm transactions on database systems ( tods ),applying formal methods to semantic-based decomposition of transactions,1923,"paul ammann , sushil jajodia , indrakshi ray",1997
acm transactions on database systems ( tods ),on the semantics of now in databases,1924,"james clifford , curtis dyreson , tom &#225; s isakowitz , christian s. jensen , richard thomas snodgrass",1997
acm transactions on database systems ( tods ),logical design for temporal databases with multiple granularities,1925,"x. sean wang , claudio bettini , alexander brodsky , sushil jajodia",1997
acm sigmod record,opportunities in information management and assurance,1926,xiaolei qian,1997
acm sigmod record,query previews for networked information systems : a case study with nasa environmental data,1927,"khoa doan , catherine plaisant , ben shneiderman , tom bruns",1997
international conference on management of data,database buffer size investigation for oltp workloads,1928,"thin-fong tsuei , allan n. packer , keng-tai ko",1997
international conference on management of data,maintenance of data cubes and summary tables in a warehouse,1929,"inderpal singh mumick , dallan quass , barinderpal singh mumick",1997
international conference on management of data,cubetree : organization of and bulk incremental updates on the data cube,1930,"nick roussopoulos , yannis kotidis , mema roussopoulos",1997
international conference on management of data,range queries in olap data cubes,1931,"ching-tien ho , rakesh agrawal , nimrod megiddo , ramakrishnan srikant",1997
international conference on management of data,concurrency and recovery in generalized search trees,1932,"marcel kornacker , c. mohan , joseph m. hellerstein",1997
international conference on management of data,highly concurrent cache consistency for indices in client-server database systems,1933,"markos zaharioudakis , michael j. carey",1997
international conference on management of data,improved query performance with variant indexes,1934,"patrick o'neil , dallan quass",1997
international conference on management of data,meaningful change detection in structured data,1935,"sudarshan s. chawathe , hector garcia-molina",1997
international conference on management of data,"pattern matching and pattern discovery in scientific , program , and document databases",1936,"jason t. l. wang , kaizhong zhang , dennis shasha",1995
international conference on management of data,ptool : a light weight persistent object manager,1937,"r. l. grossman , d. hanley , x. qin",1995
international conference on management of data,using the calanda time series management system,1938,"werner dreyer , angelika kotz dittrich , duri schmidt",1995
international conference on management of data,the ecrc multi database system,1939,"willem jonker , heribert sch &#252; tz",1995
acm transactions on database systems ( tods ),modularization techniques for active rules design,1940,"elena baralis , stefano ceri , stefano paraboschi",1996
acm transactions on database systems ( tods ),polymorphism and type inference in database programming,1941,"peter buneman , atsushi ohori",1996
acm transactions on database systems ( tods ),a normal form for precisely characterizing redundancy in nested relations,1942,"wai yin mok , yiu-kai ng , david w. embley",1996
acm transactions on database systems ( tods ),magic conditions,1943,"inderpal singh mumick , sheldon j. finkelstein , hamid pirahesh , raghu ramakrishnan",1996
acm transactions on database systems ( tods ),the building blocks for specifying communication behavior of complex objects : an activity-driven approach,1944,"ling liu , robert meersman",1996
acm transactions on database systems ( tods ),tail recursion elimination in deductive databases,1945,kenneth a. ross,1996
acm transactions on database systems ( tods ),implementing deductive databases by mixed integer programming,1946,"colin bell , anil nerode , raymond t. ng , v. s. subrahmanian",1996
acm transactions on database systems ( tods ),solving satisfiability and implication problems in database systems,1947,"sha guo , wei sun , mark a. weiss",1996
acm transactions on database systems ( tods ),declustering of key-based partitioned signature files,1948,"paolo ciaccia , paolo tiberio , pavel zezula",1996
acm transactions on database systems ( tods ),a probabilistic relational model and algebra,1949,"debabrata dey , sumit sarkar",1996
acm transactions on database systems ( tods ),heraclitus : elevating deltas to be first-class citizens in a database programming language,1950,"shahram ghandeharizadeh , richard hull , dean jacobs",1996
international conference on management of data,mining quantitative association rules in large relational tables,1951,"ramakrishnan srikant , rakesh agrawal",1996
international conference on management of data,idea : interactive data exploration and analysis,1952,"peter g. selfridge , divesh srivastava , lynn o. wilson",1996
international conference on management of data,"data mining using two-dimensional optimized association rules : scheme , algorithms , and visualization",1953,"takeshi fukuda , yasukiko morimoto , shinichi morishita , takeshi tokuyama",1996
international conference on management of data,sql query optimization : reordering for a general class of queries,1954,"piyush goel , bala iyer",1996
international conference on management of data,rapid bushy join-order optimization with cartesian products,1955,"bennet vance , david maier",1996
international conference on management of data,a teradata content-based multimedia object manager for massively parallel architectures,1956,"w. o'connell , i. t. ieong , d. schrader , c. watson , g. au , a. biliris , s. choo , p. colin , g. linderman , e. panagos , j. wang , t. walter",1996
international conference on management of data,fundamental techniques for order optimization,1957,"david simmen , eugene shekita , timothy malkemus",1996
international conference on management of data,optimizing queries over multimedia repositories,1958,"surajit chaudhuri , luis gravano",1996
international conference on management of data,fault-tolerant architectures for continuous media servers,1959,"banu &#214; zden , rajeev rastogi , prashant shenoy , avi silberschatz",1996
international conference on management of data,on-line reorganization of sparsely-populated b + - trees,1960,"chendong zou , betty salzberg",1996
international conference on management of data,birch : an efficient data clustering method for very large databases,1961,"tian zhang , raghu ramakrishnan , miron livny",1996
international conference on management of data,query caching and optimization in distributed mediator systems,1962,"s. adali , k. s. candan , y. papakonstantinou , v. s. subrahmanian",1996
international conference on management of data,two techniques for on-line index modification in shared nothing parallel databases,1963,"kiran j. achyutuni , edward omiecinski , shamkant b. navathe",1996
international conference on management of data,data access for the masses through ole db,1964,jos &#233; a. blakeley,1996
international conference on management of data,performance tradeoffs for client-server query processing,1965,"michael j. franklin , bj &#246; rn th &#243; r j &#243; nsson , donald kossmann",1996
international conference on management of data,hot mirroring : a method of hiding parity update penalty and degradation during rebuilds for raid5,1966,"kazuhiko mogi , masaru kitsuregawa",1996
international conference on management of data,the dangers of replication and a solution,1967,"jim gray , pat helland , patrick o'neil , dennis shasha",1996
international conference on management of data,providing better support for a class of decision support queries,1968,"sudhir g. rao , antonio badia , dirk van gucht",1996
international conference on management of data,"a query language for multidimensional arrays : design , implementation , and optimization techniques",1969,"leonid libkin , rona machlin , limsoon wong",1996
international conference on management of data,random i/o scheduling in online tertiary storage systems,1970,"bruce k. hillyer , avi silberschatz",1996
international conference on management of data,implementing data cubes efficiently,1971,"venky harinarayan , anand rajaraman , jeffrey d. ullman",1996
international conference on management of data,partition based spatial-merge join,1972,"jignesh m. patel , david j. dewitt",1996
international conference on management of data,bifocal sampling for skew-resistant join size estimation,1973,"sumit ganguly , phillip b. gibbons , yossi matias , avi silberschatz",1996
international conference on management of data,a super scalar sort algorithm for risc processors,1974,ramesh c. agarwal,1996
international conference on management of data,spatial hash-joins,1975,"ming-ling lo , chinya v. ravishankar",1996
international conference on management of data,structures for manipulating proposed updates in object-oriented databases,1976,"michael doherty , richard hull , mohammed rupawalla",1996
international conference on management of data,safe and efficient sharing of persistent objects in thor,1977,"b. liskov , a. adya , m. castro , s. ghemawat , r. gruber , u. maheshwari , a. c. myers , m. day , l. shrira",1996
international conference on management of data,estimating alphanumeric selectivity in the presence of wildcards,1978,"p. krishnan , jeffrey scott vitter , bala iyer",1996
international conference on management of data,improved histograms for selectivity estimation of range predicates,1979,"viswanath poosala , peter j. haas , yannis e. ioannidis , eugene j. shekita",1996
international conference on management of data,goal-oriented buffer management revisited,1980,"kurt p. brown , michael j. carey , miron livny",1996
international conference on management of data,multi-dimensional resource scheduling for parallel queries,1981,"minos n. garofalakis , yannis e. ioannidis",1996
international conference on management of data,an open abstract-object storage system,1982,"stephen blott , lukas relly , hans-j &#246; rg schek",1996
international conference on management of data,static detection of security flaws in object-oriented databases,1983,keishi tajima,1996
international conference on management of data,evaluating queries with generalized path expressions,1984,"vassilis christophides , sophie cluet , guido moerkotte",1996
international conference on management of data,rule languages and internal algebras for rule-based optimizers,1985,"mitch cherniack , stanley b. zdonik",1996
international conference on management of data,towards effective and efficient free space management,1986,"mark l. mcauliffe , michael j. carey , marvin h. solomon",1996
international conference on management of data,"semi-automatic , self-adaptive control of garbage collection rates in object databases",1987,"jonathan e. cook , artur w. klauser , alexander l. wolf , benjamin g. zorn",1996
international conference on management of data,maintaining database consistency in presence of value dependencies in multidatabase systems,1988,"claire morpain , mich &#233; le cart , jean ferri &#233; , jean-fran &#231; ois pons",1996
international conference on management of data,materialized view maintenance and integrity constraint checking : trading space for time,1989,"kenneth a. ross , divesh srivastava , s. sudarshan",1996
international conference on management of data,cost-based optimization for magic : algebra and implementation,1990,"praveen seshadri , joseph m. hellerstein , hamid pirahesh , t. y. cliff leung , raghu ramakrishnan , divesh srivastava , peter j. stuckey , s. sudarshan",1996
international conference on management of data,query execution techniques for caching expensive methods,1991,"joseph m. hellerstein , jeffrey f. naughton",1996
international conference on management of data,a query language and optimization techniques for unstructured data,1992,"peter buneman , susan davidson , gerd hillebrand , dan suciu",1996
international conference on management of data,change detection in hierarchically structured information,1993,"sudarshan s. chawathe , anand rajaraman , hector garcia-molina , jennifer widom",1996
international conference on management of data,a framework for supporting data integration using the materialized and virtual approaches,1994,"richard hull , gang zhou",1996
international conference on management of data,algorithms for deferred view maintenance,1995,"latha s. colby , timothy griffin , leonid libkin , inderpal singh mumick , howard trickey",1996
acm sigmod record,guidelines for presentation and comparison of indexing techniques,1996,"justin zobel , alistair moffat , kotagiri ramamohanarao",1996
