assay_id,src_id,description,assay_tissue,bao_format,src_assay_id,assay_organism,assay_category,curated_by,doc_id,assay_test_type,assay_type,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction,tid
11550,1,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 2 min,Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11551,1,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 30 min,Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11552,1,Biodistribution was measured in rat lung by injecting the radiolabeled compound intravenously and the value measured after 60 min,Lung,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11553,1,Biodistribution was measured in rat muscle by injecting the radiolabeled compound intravenously and the value measured after 2 min,Muscle tissue,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11554,1,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of monkey after oral administration of 0.05 mmol/kg,Plasma,BAO_0000218,,Simiiformes,,Autocuration,8918,In vivo,A,314293.0,,,,22224
11555,1,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of mouse after oral administration of 0.05 mmol/kg,Plasma,BAO_0000218,,Mus musculus,,Intermediate,8918,In vivo,A,10090.0,,,,50594
11556,1,Peak plasma concentration expresses the ability of compound for the release of dopamine in the plasma of rat after oral administration of 0.05 mmol/kg,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,8918,In vivo,A,10116.0,,,,50597
11557,1,Peak plasma concentration was measured in dogs,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,14470,In vivo,A,9615.0,,,,50588
11558,1,Pharmacokinetic Parameter (Cmax) was evaluated at 10 mg/kg (p.o.) in Wistar rats,,BAO_0000218,,Rattus norvegicus,,Intermediate,14393,In vivo,A,10116.0,,,,50597
11559,1,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given intravenously at dose 15 mg/kg,,BAO_0000218,,Rattus norvegicus,,Intermediate,14886,In vivo,A,10116.0,,,,50597
11560,1,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given peroral at dose 30 mg/kg,,BAO_0000218,,Rattus norvegicus,,Intermediate,14886,In vivo,A,10116.0,,,,50597
11561,1,Pharmacokinetic parameter (Cmax ) was evaluated in Spargue-Dawley rat when given peroral at dose 80 mg/kg,,BAO_0000218,,Rattus norvegicus,,Intermediate,14886,In vivo,A,10116.0,,,,50597
11562,1,Pharmacokinetic parameter (Cmax) was evaluated at 10 mg/kg (p.o.) in Wistar rats,,BAO_0000218,,Rattus norvegicus,,Intermediate,14393,In vivo,A,10116.0,,,,50597
11563,1,Pharmacokinetic parameter Cmax determined after intravenous administration of 15 mg/kg to dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,13465,In vivo,A,9615.0,,,,50588
11564,1,Pharmacokinetic parameter Cmax determined after intravenous administration of 25 mg/kg to monkey,,BAO_0000218,,Simiiformes,,Autocuration,13465,In vivo,A,314293.0,,,,22224
11565,1,Pharmacokinetic parameter Cmax determined after intravenous administration of 30 mg/kg abd antacid (CaCO3 dosed orally 10 min prior to and 60 min postdosing) to dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,13465,In vivo,A,9615.0,,,,50588
11566,1,Pharmacokinetic parameter Cmax determined after intravenous administration of 30 mg/kg to dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,13465,In vivo,A,9615.0,,,,50588
11567,1,Pharmacokinetic parameter Cmax determined after intravenous administration of 50 mg/kg to rat,,BAO_0000218,,Rattus norvegicus,,Intermediate,13465,In vivo,A,10116.0,,,,50597
11568,1,Pharmacokinetic parameter Cmax determined after intravenous administration of 60 mg/kg to rat,,BAO_0000218,,Rattus norvegicus,,Intermediate,13465,In vivo,A,10116.0,,,,50597
11569,1,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,13465,In vivo,A,9615.0,,,,50588
11570,1,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to rat,,BAO_0000218,,Rattus norvegicus,,Intermediate,13465,In vivo,A,10116.0,,,,50597
11571,1,Pharmacokinetic parameter Cmax determined after oral administration of 50 mg/kg to rat; No levels,,BAO_0000218,,Rattus norvegicus,,Intermediate,13465,In vivo,A,10116.0,,,,50597
11572,1,Pharmacokinetic parameter Cmax determined after peroral administration of 15 mg/kg to dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,13465,In vivo,A,9615.0,,,,50588
11573,1,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to dog,,BAO_0000218,,Canis lupus familiaris,,Intermediate,13465,In vivo,A,9615.0,,,,50588
11574,1,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to monkey,,BAO_0000218,,Simiiformes,,Autocuration,13465,In vivo,A,314293.0,,,,22224
11575,1,Pharmacokinetic parameter Cmax determined after peroral administration of 25 mg/kg to monkey; No levels,,BAO_0000218,,Simiiformes,,Autocuration,13465,In vivo,A,314293.0,,,,22224
11576,1,Pharmacokinetic parameter Cmax determined after peroral administration of 50 mg/kg to rat,,BAO_0000218,,Rattus norvegicus,,Intermediate,13465,In vivo,A,10116.0,,,,50597
11577,1,Pharmacokinetic parameter Cmax for the compound was evaluated in nude cynomolgus monkeys after oral administration. ,,BAO_0000218,,Macaca fascicularis,,Intermediate,14731,In vivo,A,9541.0,,,,100710
11578,1,Pharmacokinetic parameter Cmax for the compound was evaluated in nude mice after oral administration. ,,BAO_0000218,,Mus musculus,,Intermediate,14731,In vivo,A,10090.0,,,,50594
11579,1,Pharmacokinetic parameter Cmax has been determined in fed Beagle dogs at a dose of 375 mg/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,13376,In vivo,A,9615.0,,,,50588
11580,1,Pharmacokinetic parameter Cmax has been determined in fed Beagle dogs at a dose of 500 mg/kg,,BAO_0000218,,Canis lupus familiaris,,Intermediate,13376,In vivo,A,9615.0,,,,50588
11581,1,Maximum concentration (Cmax) in rat when administered orally,,BAO_0000218,,Rattus norvegicus,,Intermediate,14443,In vivo,A,10116.0,,,,50597
11582,1,Maximal concentration in monkey plasma after 25 mg/kg oral dose,Plasma,BAO_0000218,,Simiiformes,,Autocuration,13465,In vivo,A,314293.0,,,,22224
11583,1,"Mean Cmax in rats after 5 mg/kg oral dose, range (0.17-0.20)",,BAO_0000218,,Rattus norvegicus,,Autocuration,16359,In vivo,A,10116.0,,,,22224
11584,1,"Mean Cmax in rats after 5 mg/kg oral dose, range (0.4-0.8)",,BAO_0000218,,Rattus norvegicus,,Autocuration,16359,In vivo,A,10116.0,,,,22224
11585,1,Cmax in rat plasma after single 5 mg/kg oral cassette gavage dose,Plasma,BAO_0000218,,,,Autocuration,15618,In vivo,A,,,,,22224
11586,1,Pharmacokinetic profile Cmax was evaluated in rats,,BAO_0000218,,Rattus norvegicus,,Intermediate,14554,In vivo,A,10116.0,,,,50597
11587,1,Pharmacokinetic property(Cmax- maximum concentration) after oral administration in dog (25 mg/kg),,BAO_0000218,,Canis lupus familiaris,,Intermediate,11537,In vivo,A,9615.0,,,,50588
11588,1,Pharmacokinetic property(Cmax- maximum concentration) after oral administration in mice (50 mg/kg),,BAO_0000218,,Mus musculus,,Intermediate,11537,In vivo,A,10090.0,,,,50594
11589,1,Pharmacokinetic property(Cmax- maximum concentration) after oral administration to dog (25 mg/kg),,BAO_0000218,,Canis lupus familiaris,,Intermediate,11537,In vivo,A,9615.0,,,,50588
11590,1,Pharmacokinetic property(Cmax- maximum concentration) after oral administration to mice (50 mg/kg),,BAO_0000218,,Mus musculus,,Intermediate,11537,In vivo,A,10090.0,,,,50594
11591,1,Cmax in rat plasma,Plasma,BAO_0000218,,Rattus norvegicus,,Autocuration,2021,In vivo,A,10116.0,,,,22224
11592,1,Cmax in dog plasma after 30mg/kg oral dose,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,5932,In vivo,A,9615.0,,,,50588
11593,1,Cmax in rat plasma after 30mg/kg oral dose,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,5932,In vivo,A,10116.0,,,,50597
11594,1,Plasma level in rats at 30 mg/kg,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,17320,In vivo,A,10116.0,,,,50597
11595,1,Tested for maximum plasma concentration in mice,Plasma,BAO_0000218,,Mus musculus,,Intermediate,15831,In vivo,A,10090.0,,,,50594
11596,1,"The Cmax value in female wistar rat at 100 mg/kg, p.o. dose",,BAO_0000218,,Rattus norvegicus,,Intermediate,15078,In vivo,A,10116.0,,,,50597
11597,1,The Cmax values in female wistar rats.,,BAO_0000218,,Rattus norvegicus,,Intermediate,14941,In vivo,A,10116.0,,,,50597
11598,1,The Peak plasma concentration was measured in dogs after oral administration of 1 mg/kg dose,Plasma,BAO_0000218,,Canis lupus familiaris,,Intermediate,15343,In vivo,A,9615.0,,,,50588
11599,1,The Peak plasma concentration was measured in rats after oral administration of 1 mg/kg dose,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,15343,In vivo,A,10116.0,,,,50597
11600,1,The compound tested for maximum observed plasma concentration in rats and is expressed in microgram/mL.,Plasma,BAO_0000218,,Rattus norvegicus,,Intermediate,14856,In vivo,A,10116.0,,,,50597
11601,1,The compound was tested for Cmax value pharmacokinetic parameter in the male Sprague-Dawley rat.,,BAO_0000218,,Rattus norvegicus,,Intermediate,13129,In vivo,A,10116.0,,,,50597
11602,1,The compound was tested for maximum blood level reached in rats at 15.9 uM/kg after peroral administration.,Blood,BAO_0000218,,Rattus norvegicus,,Intermediate,13098,In vivo,A,10116.0,,,,50597
11603,1,The compound was tested for maximum blood level reached in rats at 15.9 uM/Kg after intravenous administration.,Blood,BAO_0000218,,Rattus norvegicus,,Intermediate,13098,In vivo,A,10116.0,,,,50597
11604,1,The compound was tested for maximum blood level reached in rats at 15.9 uM/Kg after peroral administration.,Blood,BAO_0000218,,Rattus norvegicus,,Intermediate,13098,In vivo,A,10116.0,,,,50597
11605,1,The maximum concentration observed (Cmax) in the blood sample at indicated time point (tmax) at a dose 50 mg/Kg administered orally in mice.,Blood,BAO_0000218,,Mus musculus,,Autocuration,15478,In vivo,A,10090.0,,,,22224
11606,1,The maximum concentration of the compound was measured in dog at dose 5 mg/kg after peroral administration.,,BAO_0000218,,Canis lupus familiaris,,Intermediate,15341,In vivo,A,9615.0,,,,50588
11607,1,The maximum concentration of the compound was measured in rat at dose 1 mg/kg after peroral administration.,,BAO_0000218,,Rattus norvegicus,,Intermediate,15341,In vivo,A,10116.0,,,,50597
11608,1,"Distribution in rat skin 15 min after intravenous administration, injected dose/gm",,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11609,1,"Distribution in rat skin 1 hr after intravenous administration, injected dose/gm",,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11610,1,"Distribution in rat skin 2 hr after intravenous administration, injected dose/gm",,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11611,1,"Distribution in rat skin 30 min after intravenous administration, injected dose/gm",,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11612,1,"Distribution in rat skin 4 hr after intravenous administration, injected dose/gm",,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11613,1,"Distribution in rat skin 5 min after intravenous administration, injected dose/gm",,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11614,1,"Distribution in rat skin 6 hr after intravenous administration, injected dose/gm",,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11615,1,"Distribution in rat skin 8 hr after intravenous administration, injected dose/gm",,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11616,1,"Distribution in rat spleen 15 min after intravenous administration, injected dose/gm",Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11617,1,"Distribution in rat spleen 1 hr after intravenous administration, injected dose/gm",Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11618,1,"Distribution in rat spleen 2 hr after intravenous administration, injected dose/gm",Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11619,1,"Distribution in rat spleen 30 min after intravenous administration, injected dose/gm",Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11620,1,"Distribution in rat spleen 4 hr after intravenous administration, injected dose/gm",Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11621,1,"Distribution in rat spleen 5 min after intravenous administration, injected dose/gm",Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11622,1,"Distribution in rat spleen 6 hr after intravenous administration, injected dose/gm",Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11623,1,"Distribution in rat spleen 8 hr after intravenous administration, injected dose/gm",Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11624,1,"Distribution in rat uterus 15 min after intravenous administration, injected dose/gm",Uterus,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11625,1,"Distribution in rat uterus 1 hr after intravenous administration, injected dose/gm",Uterus,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11626,1,"Distribution in rat uterus 2 hr after intravenous administration, injected dose/gm",Uterus,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11627,1,"Distribution in rat uterus 30 min after intravenous administration, injected dose/gm",Uterus,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11628,1,"Distribution in rat uterus 4 hr after intravenous administration, injected dose/gm",Uterus,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11629,1,"Distribution in rat uterus 5 min after intravenous administration, injected dose/gm",Uterus,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11630,1,"Distribution in rat uterus 6 hr after intravenous administration, injected dose/gm",Uterus,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11631,1,"Distribution in rat uterus 8 hr after intravenous administration, injected dose/gm",Uterus,BAO_0000218,,Rattus norvegicus,,Intermediate,8684,,A,10116.0,,,,50597
11632,1,Distribution in the blood after 120 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11633,1,Distribution in the blood after 15 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11634,1,Distribution in the blood after 30 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11635,1,Distribution in the blood after 5 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11636,1,Distribution in the blood after 60 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11637,1,Distribution in the blood after 90 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11638,1,Distribution in the bone after 120 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11639,1,Distribution in the bone after 15 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11640,1,Distribution in the bone after 30 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11641,1,Distribution in the bone after 5 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11642,1,Distribution in the bone after 60 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11643,1,Distribution in the bone after 90 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11644,1,Distribution in the heart after 120 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11645,1,Distribution in the heart after 15 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11646,1,Distribution in the heart after 30 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11647,1,Distribution in the heart after 5 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11648,1,Distribution in the heart after 60 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11649,1,Distribution in the heart after 90 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11650,1,Distribution in the kidneys after 120 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11651,1,Distribution in the kidneys after 15 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11652,1,Distribution in the kidneys after 30 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11653,1,Distribution in the kidneys after 5 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11654,1,Distribution in the kidneys after 60 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11655,1,Distribution in the kidneys after 90 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11656,1,Distribution in the liver after 120 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11657,1,Distribution in the liver after 15 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11658,1,Distribution in the liver after 30 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11659,1,Distribution in the liver after 5 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11660,1,Distribution in the liver after 60 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11661,1,Distribution in the liver after 90 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11662,1,Distribution in the lung after 120 min of intravenous administration,,BAO_0000019,,,,Autocuration,8926,,A,,,,,22224
11663,1,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in solution, iv and the total drug exposure was determined. (0-24hr)",,BAO_0000218,,Mus musculus,,Intermediate,14839,,A,10090.0,,,,50594
11664,1,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in solution, perorally and the total drug exposure was determined (0-24hr)",,BAO_0000218,,Mus musculus,,Intermediate,14839,,A,10090.0,,,,50594
11665,1,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, micronized free base in 20% HPbetaCD, iv and the total drug exposure was determined. (0-24hr)",,BAO_0000218,,Mus musculus,,Intermediate,14839,,A,10090.0,,,,50594
11666,1,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, micronized free base in 20% HPbetaCD, perorally and the total drug exposure was determined (0-24hr)",,BAO_0000218,,Mus musculus,,Intermediate,14839,,A,10090.0,,,,50594
11667,1,Integrated area under the blood concentration vs time curve for the period 0-24 hr postdose of 1 mg/kg (normalized to a 1 mg/kg dose) in rat,,BAO_0000218,,Rattus norvegicus,,Intermediate,12178,,A,10116.0,,,,50597
11668,1,Integrated area under the blood concentration vs time curve for the period 0-24 hr postdose of 2.5 mg/kg (normalized to a 1 mg/kg dose) in rat,,BAO_0000218,,Rattus norvegicus,,Intermediate,12178,,A,10116.0,,,,50597
11669,1,Integrated area under the blood concentration vs time curve for the period 0-24 hr postdose of 5.0 mg/kg (normalized to a 1 mg/kg dose) GP,,BAO_0000218,,,,Autocuration,12178,,A,,,,,22224
11670,1,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from portal circulation in salt-depleted cynomolgus monkeys using HPLC assay,,BAO_0000218,,Macaca fascicularis,,Intermediate,12186,,A,9541.0,,,,100710
11671,1,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from portal circulation in salt-depleted cynomolgus monkeys using renin inhibition assay,,BAO_0000218,,Macaca fascicularis,,Intermediate,12186,,A,9541.0,,,,100710
11672,1,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from systemic circulation in salt-depleted cynomolgus monkeys using HPLC assay,,BAO_0000218,,Macaca fascicularis,,Intermediate,12186,,A,9541.0,,,,100710
11673,1,Integrated area under the plasma drug level-time curve after intraduodenal administration at a dose 10 mg/kg from systemic circulation in salt-depleted cynomolgus monkeys using renin inhibition assay,,BAO_0000218,,Macaca fascicularis,,Intermediate,12186,,A,9541.0,,,,100710
11674,1,Integrated area under the plasma drug level-time curve was determined in portal circulation after intraduodenal dose of 10 mg/kg in monkey,,BAO_0000218,,Simiiformes,,Autocuration,12187,,A,314293.0,,,,22224
11675,1,Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in ferret,,BAO_0000218,,Mustela putorius furo,,Intermediate,12187,,A,9669.0,,,,50506
11676,1,"Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in ferret, determined by renin inhibition assay",,BAO_0000218,,Mustela putorius furo,,Intermediate,12187,,A,9669.0,,,,50506
11677,1,Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in monkey,,BAO_0000218,,Simiiformes,,Autocuration,12187,,A,314293.0,,,,22224
11678,1,Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in monkey determined by renin inhibition assay,,BAO_0000218,,Simiiformes,,Autocuration,12187,,A,314293.0,,,,22224
11679,1,Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in rat,,BAO_0000218,,Rattus norvegicus,,Intermediate,12187,,A,10116.0,,,,50597
11680,1,"Integrated area under the plasma drug level-time curve was determined in systemic circulation after intraduodenal dose of 10 mg/kg in rat, determined by renin inhibition assay",,BAO_0000218,,Rattus norvegicus,,Intermediate,12187,,A,10116.0,,,,50597
11681,1,"Intravenous integrated area under the concentration vs time curve, for compound in dog plasma",,BAO_0000218,,Canis lupus familiaris,,Intermediate,14122,,A,9615.0,,,,50588
11682,1,"Intravenous integrated area under the concentration vs time curve, for compound in hamster plasma",,BAO_0000218,,Cricetinae,,Intermediate,14122,,A,10026.0,,,,100712
11683,1,"Intravenous integrated area under the concentration vs time curve, for compound in rat plasma",,BAO_0000218,,Rattus norvegicus,,Intermediate,14122,,A,10116.0,,,,50597
11684,1,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg,,BAO_0000218,,,,Autocuration,13391,,A,,,,,22224
11685,1,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg; b = No compound detectable in blood above the detection limit of 0.1 uM,Blood,BAO_0000218,,,,Autocuration,13391,,A,,,,,22224
11686,1,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg; b denotes No compound detectable in blood above the detection limit of 0.1 uM,Blood,BAO_0000218,,,,Autocuration,13391,,A,,,,,22224
11687,1,Oral Bioavailability was measured as area-under-curve(AUC) value at dose 125 mg/kg;b = No compound detectable in blood above the detection limit of 0.1 uM,Blood,BAO_0000218,,,,Autocuration,13391,,A,,,,,22224
11688,1,Oral absorption expressed as Area under curve was determined,,BAO_0000019,,,,Autocuration,16360,,A,,,,,22224
11689,1,Oral absorption kinetics (AUC) was determined after administration of compound orally at 1 mg/kg in dogs,,BAO_0000218,,Canis lupus familiaris,,Intermediate,3673,,A,9615.0,,,,50588
11690,1,"Oral integrated area under the concentration vs time curve, for compound in dog plasma",,BAO_0000218,,Canis lupus familiaris,,Intermediate,14122,,A,9615.0,,,,50588
11691,1,"Oral integrated area under the concentration vs time curve, for compound in hamster plasma",,BAO_0000218,,Cricetinae,,Intermediate,14122,,A,10026.0,,,,100712
11692,1,"Oral integrated area under the concentration vs time curve, for compound in hamster plasma",,BAO_0000218,,Cricetinae,,Intermediate,14122,,A,10026.0,,,,100712
11693,1,"Oral integrated area under the concentration vs time curve, for compound in rat plasma",,BAO_0000218,,Rattus norvegicus,,Intermediate,14122,,A,10116.0,,,,50597
11694,1,Pharmacokinetic parameter AUC in mice following a single dose intravenous administration of the compound,,BAO_0000019,,,,Autocuration,13889,,A,,,,,22224
11695,1,Pharmacokinetic Parameter [Area under curve (AUC)] was evaluated at 10 mg/kg (p.o.) in Wistar rats,,BAO_0000218,,Rattus norvegicus,,Intermediate,14393,,A,10116.0,,,,50597
11696,1,Pharmacokinetic parameter (AUC) was determined after administering 1 mg/kg of compound intravenously in rat no.3 belonging to phenotype EM (extensive metabolizer),,BAO_0000218,,Rattus norvegicus,,Intermediate,17279,,A,10116.0,,,,50597
11697,1,Pharmacokinetic parameter AUC calculated in cynomolgus monkey when the compound was administered intravenously at 0.5 mg/kg concentration,,BAO_0000218,,Macaca fascicularis,,Intermediate,14548,,A,9541.0,,,,100710
11698,1,Pharmacokinetic parameter AUC calculated in cynomolgus monkey when the compound was administered intravenously at 1 mg/kg concentration,,BAO_0000218,,Macaca fascicularis,,Intermediate,14548,,A,9541.0,,,,100710
11699,1,Pharmacokinetic parameter AUC calculated in cynomolgus monkey when the compound was administered po at 5 mg/kg concentration,,BAO_0000218,,Macaca fascicularis,,Intermediate,14548,,A,9541.0,,,,100710
11700,1,Pharmacokinetic parameter AUC calculated in dog when the compound was administered intravenously at 2 mg/kg concentration,,BAO_0000218,,Canis lupus familiaris,,Intermediate,14548,,A,9615.0,,,,50588
11701,1,Pharmacokinetic parameter AUC calculated in dog when the compound was administered po at 5 mg/kg concentration,,BAO_0000218,,Canis lupus familiaris,,Intermediate,14548,,A,9615.0,,,,50588
11702,1,Pharmacokinetic parameter AUC calculated in rat when the compound was administered intravenously at 5 mg/kg concentration,,BAO_0000218,,Rattus norvegicus,,Intermediate,14548,,A,10116.0,,,,50597
11703,1,Pharmacokinetic parameter AUC calculated in rat when the compound was administered po at 12 mg/kg concentration,,BAO_0000218,,Rattus norvegicus,,Intermediate,14548,,A,10116.0,,,,50597
11704,1,Pharmacokinetic parameter AUC calculated in rat when the compound was administered po at 20 mg/kg concentration,,BAO_0000218,,Rattus norvegicus,,Intermediate,14548,,A,10116.0,,,,50597
11705,1,Biodistribution was measured in rat muscle by injecting the radiolabeled compound intravenously and the value measured after 30 min,Muscle tissue,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11706,1,Biodistribution was measured in rat muscle by injecting the radiolabeled compound intravenously and the value measured after 60 min,Muscle tissue,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11707,1,Biodistribution was measured in rat skin by injecting the radiolabeled compound intravenously and the value measured after 2 min,Zone of skin,BAO_0000218,,Mus musculus,,Intermediate,14608,In vivo,A,10090.0,,,,50594
11708,1,Biodistribution was measured in rat skin by injecting the radiolabeled compound intravenously and the value measured after 30 min,Zone of skin,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11709,1,Biodistribution was measured in rat skin by injecting the radiolabeled compound intravenously and the value measured after 60 min,Zone of skin,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11710,1,Biodistribution was measured in rat spleen by injecting the radiolabeled compound intravenously and the value measured after 2 min,Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
11711,1,Biodistribution was measured in rat spleen by injecting the radiolabeled compound intravenously and the value measured after 30 min,Spleen,BAO_0000218,,Rattus norvegicus,,Intermediate,14608,In vivo,A,10116.0,,,,50597
