assay_id,cell_id,curated_by,assay_category,variant_id,assay_tissue,doc_id,description,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_cell_type
5450,,Ijtermeviate,,,,17655,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay; Not determined,A,,Canis lupus familiaris,9615.0,,
5451,,Ihtermedixte,,,,6596,PAPP (membrane permeability) in dog kidney cell monolayer assay,A,,Canis lupus familiaris,9615.0,,
5452,,Ijtermediatr,,,,3880,Oral bioavailability in dog,A,,Canis lupus familiaris,9615.0,,
5453,,Intermedoa6e,,,,16367,Bioavailability administered orally at a dose of 10 mg/kg to dogs,A,,Canis lupus familiaris,9615.0,,
5454,,Infsrmediate,,,Plazma,17409,Plasma protein binding towards dog plasma at 10 uM,A,,Canis lupus familiaris,9615.0,,
5455,,Interjrdiate,,,9lasma,17409,Plasma protein binding towards dog plasma at 100 uM,A,,Canis lupus familiaris,9615.0,,
5456,,Ingermediwte,,,,2959,Bioavailability in dog (dose 4 mg/kg p.o.),A,In vivo,Canis lupus familiaris,9615.0,,
5457,,Interkediatw,,,,13501,Bioavailability was determined after oral administration of compound 18 at a dose of 2 mg/kg to dog,A,In vivo,Canis lupus familiaris,9615.0,,
5458,,Intrrmediqte,,,,4527,Bioavailability by oral administration at a dose of 10 uM/kg in dog was determined,A,In vivo,Canis lupus familiaris,9615.0,,
5459,,Interkediatr,,,,15145,Bioavailability in dogs,A,In vivo,Canis lupus familiaris,9615.0,,
5460,,ontermediare,,,,4219,Bioavailability,A,In vivo,Canis lupus familiaris,9615.0,,
5461,,Int4rmeciate,,,,17538,Oral bioavailability in dog (dose 10 mg/kg),A,In vivo,Canis lupus familiaris,9615.0,,
5462,,8ntermeviate,,,,17538,Bioavailability in dog after po administration at a dose of 10 mg/kg; nd is not determined,A,In vivo,Canis lupus familiaris,9615.0,,
5463,,kntermrdiate,,,,1466,Bioavailability in dog (dose 10.0 mg/kg p.o.),A,In vivo,Canis lupus familiaris,9615.0,,
5464,,In5ermsdiate,,,,17650,Bioavailability was measured in dogs after an oral dose of 10 uM/kg,A,In vivo,Canis lupus familiaris,9615.0,,
5465,,Ijtermediste,,,,3132,Bioavailability was obtained by the comparison of AUC of intravenous dosing and AUC of oral dosing in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5466,,Autociratiom,,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice kidney upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,
5467,,Autocuratuog,,,L9ver,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,
5468,,Aut8cudation,,,Liveg,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,Mus sp.,10095.0,,
5469,,Aut8cudation,,,Livwr,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,
5470,,Aurocudation,,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,
5471,,Autockratiom,,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,
5472,,Autocurstiom,,,Muscld4issue,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,
5473,,sutocuratjon,,,Muqcletidsue,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,Mus sp.,10095.0,,
5474,,Autocirayion,,,Mudcketissue,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,
5475,,q6tocuration,,,Spkeen,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,
5476,,Autocurati0b,,,Splewn,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,
5477,,Autoc7ratuon,,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 1 hour,A,,Mus sp.,10095.0,,
5478,,Aut0curat7on,,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,Mus sp.,10095.0,,
5479,,Autoc7rstion,,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,
5480,,Ahtocura6ion,,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 24 hour,A,,Mus sp.,10095.0,,
5481,,xutocurayion,,,,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 3 hour,A,,Mus sp.,10095.0,,
5482,,Autofuratikn,,,,17827,Compound (i.v.) was evaluated for elimination rate constants in brainstem of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,
5483,,zutocurwtion,,,Cerevellun,17827,Compound (i.v.) was evaluated for elimination rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,
5484,,xutoduration,,,Frontaocorted,17827,Compound (i.v.) was evaluated for elimination rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),A,,Cercopithecidae,9527.0,,
5485,,Autoxurxtion,,,,17827,Compound (i.v.) was evaluated for elimination rate constants in jaw bone of rhesus monkeys; NA = not active (Radiolabeled compound),A,,Cercopithecidae,9527.0,,
5486,,Aktocuratiln,,,Shriatum,17827,Compound (i.v.) was evaluated for elimination rate constants in striatum of rhesus monkey (Radiolabeled compound),A,,Cercopithecidae,9527.0,,
5487,,Autod7ration,,,,17827,Compound (i.v.) was evaluated for uptake rate constants in brainstem of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,
5488,,wutkcuration,,,Ce5ebrllum,17827,Compound (i.v.) was evaluated for uptake rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,
5489,,Autocuratu9n,,,erontalco3tex,17827,Compound (i.v.) was evaluated for uptake rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),A,,Cercopithecidae,9527.0,,
5490,,Autocurx5ion,,,,17827,Compound (i.v.) was evaluated for uptake rate constants in jaw bone of rhesus monkey (Radiolabeled compound),A,,Cercopithecidae,9527.0,,
5491,,Auticurat9on,,,Struatum,17827,Compound (i.v.) was evaluated for uptake rate constants in striatum of rhesus monkeys (Radiolabeled compound),A,,Cercopithecidae,9527.0,,
5492,,Autocjratiog,,,,17791,Compound was evaluated for oral bioavailability in rats,A,,Cercopithecidae,9527.0,,
5493,,Autosurarion,,,olasma,17667,Maximum concentration of compound found in plasma at 5 mg/kg after oral administration,A,In vivo,Cercopithecidae,9527.0,,
5494,,Autocurzyion,,,,17791,Half life period was evaluated in monkey,A,,Cercopithecidae,9527.0,,
5495,,A6tocurqtion,,,,110,Half-life in rhesus monkeys by intravenous administration of dose,A,In vivo,Cercopithecidae,9527.0,,
5496,,Igtermediage,,,Plssma,5781,AUC (0-6 hr) after oral administration at 30 mg/kg in ICR mouse,A,,Mus musculus,10090.0,,
5497,,Ijhermediate,,,Poasma,17734,AUC after intraperitoneal administration of 100 mg/kg in mice,A,,Mus musculus,10090.0,,
5498,,Ijterjediate,,,Plxsma,17718,AUC value was determined after oral administration,A,,Mus musculus,10090.0,,
5499,,Interned7ate,,,,4573,Area under curve (AUC) determined at a dose 10 mg/kg administered intraperitoneally to mice,A,,Mus musculus,10090.0,,
5500,,Intr5mediate,,,,3277,Area under curve (AUC) was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),A,,Mus musculus,10090.0,,
5501,,lntermddiate,,,,2862,Area under curve by ioral administration in mouse,A,,Mus musculus,10090.0,,
5502,,Inte3medlate,,,,2862,Area under curve by iv administration in mouse,A,,Mus musculus,10090.0,,
5503,,kntermediqte,,,,5951,Area under curve at 0-8 hr in IRC mice after peroral administration,A,,Mus musculus,10090.0,,
5504,,Intermedia6d,,,,17729,Area under curve when injected i.p. in mice at a dose of 50 mg/kg,A,,Mus musculus,10090.0,,
5505,,Inyerkediate,,,,17728,Area under curve when injected intraperitoneally in BALB/C mice at a dose of 20 mg/kg,A,,Mus musculus,10090.0,,
5506,,8btermediate,,,,17728,Area under curve when injected intravenously in BALB/C mice at a dose of 20 mg/kg,A,,Mus musculus,10090.0,,
5507,,Intrrmsdiate,,,,17729,Area under curve when injected intravenously in mice at a dose of 20 mg/kg,A,,Mus musculus,10090.0,,
5508,1378.0,Intetm3diate,,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,F,,Homo sapiens,9606.0,,RPMI-8226
5509,371.0,Ing4rmediate,,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,F,,Homo sapiens,9606.0,,RPMI-8226
5510,786.0,Ihtedmediate,,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),F,,Homo sapiens,9606.0,,RPMI-8226
5511,684.0,Intermexia4e,,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),F,,Homo sapiens,9606.0,,RPMI-8226
5512,655.0,Intedmediqte,,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),F,,Homo sapiens,9606.0,,RPMI-8226
5513,727.0,Ihtermediat3,,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),F,,Homo sapiens,9606.0,,RPMI-8226
5514,312.0,Intwrmediat2,,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),F,,Homo sapiens,9606.0,,RPMI-8226
5515,1070.0,Intermedis6e,,,,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),F,,Homo sapiens,9606.0,,RPMI-8226
5516,1557.0,Intrrmediqte,,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,F,,Homo sapiens,9606.0,,RPMI-8226
5517,278.0,In5ermexiate,,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,F,,Homo sapiens,9606.0,,RPMI-8226
5518,1039.0,Intermedkqte,,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),F,,Homo sapiens,9606.0,,RPMI-8226
5519,623.0,Inte5mewiate,,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),F,,Homo sapiens,9606.0,,RPMI-8226
5520,604.0,Inte3mediahe,,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),F,,Homo sapiens,9606.0,,RPMI-8226
5521,394.0,Interj4diate,,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),F,,Homo sapiens,9606.0,,RPMI-8226
5522,647.0,Intermwwiate,,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),F,,Homo sapiens,9606.0,,RPMI-8226
5523,882.0,Ihtetmediate,,,,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),F,,Homo sapiens,9606.0,,RPMI-8226
5524,914.0,Exoert,,,,9424,In vitro inhibition of human 8226 myeloma tumor cell line growth.,F,,Homo sapiens,9606.0,,RPMI-8226
5525,1135.0,Intermeviage,,,,11544,In vitro inhibition of tumor cell growth in the human myeloma 8226/ADR system.,F,,Homo sapiens,9606.0,,RPMI-8226
5526,721.0,Ighermediate,,,,17378,Cytotoxicity of compound against 8226/DOX1V cells,F,,Homo sapiens,9606.0,,RPMI-8226
5527,866.0,Igtermedoate,,,,17378,Cytotoxicity of compound against 8226/S cells,F,,Homo sapiens,9606.0,,RPMI-8226
5528,982.0,Intermfdiatw,,,,17079,Inhibitory concentration against 8226 myeloma cancer cell line,F,,Homo sapiens,9606.0,,RPMI-8226
5529,338.0,Ijtermexiate,,,,17079,Inhibitory concentration against 8226/Dox40 (Dox-Re) cancer cell line,F,,Homo sapiens,9606.0,,RPMI-8226
5530,1311.0,jnte3mediate,,,,13466,Inhibition of cell growth was studied in human teratocarcinoma (833K).,F,,Homo sapiens,9606.0,,833K
5531,538.0,kntermediafe,,,,13466,Inhibition of cell growth was studied in human teratocarcinoma (833K); ND ='not determined',F,,Homo sapiens,9606.0,,833K
5532,458.0,Expe3t,,,,2392,Tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells,F,,Homo sapiens,9606.0,,833K
5533,1094.0,Intfgmediate,,,,2392,The compound was tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells; No data,F,,Homo sapiens,9606.0,,833K
5534,,Autocu3ztion,,,,6608,Inhibitory activity against caspase-1,B,,,,,
5535,,zutocuratiln,,,,10199,Percent inhibition of DAla-DAla Ligase at 10e -3 M of the compound,B,,Enterococcus faecalis,1351.0,,
5536,734.0,lntfrmediate,,,,17749,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM) for 72 hr using MTT assay,F,,Homo sapiens,9606.0,,8701-BC
5537,1153.0,Intwrmedjate,,,,17749,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM,F,,Homo sapiens,9606.0,,8701-BC
5538,,Infsrmediate,,,,1229,In vitro anticancer activity against 9 NCI colon cancer cell lines; inactive,F,,,,,
5539,,Intfrjediate,,,,1229,In vitro anticancer activity against 9 NCI melanoma cell lines; inactive,F,,,,,
5540,,Ihtermediste,,,,1229,In vitro anticancer activity against 9 NCI renal cancer cell lines; inactive,F,,,,,
5541,,Au5ocura6ion,,,,6390,Inhibitory activity was determined against 9-cis-epoxycarotenoid dioxygenase (NCED) expressed in Escherichia coli in presence of 9''-cis-neo-xanthin,B,,,,,
5542,,Autovurxtion,,,,16219,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,F,,Streptococcus pyogenes,1314.0,,
5543,,Autocuratipg,,,,16219,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,F,,Streptococcus pyogenes,1314.0,,
5544,,Auyocueation,,,,17043,Percent inhibition against Cdc25C phosphatase at 50 uM of compound,B,,,,,
5545,997.0,Intermefkate,,,,6929,Tested for in vitro cytotoxic potency of compound in 9KB assay,F,,Homo sapiens,9606.0,,KB 
5546,1000.0,In4erhediate,,,,6929,Tested for in vitro cytotoxic potency of compound in 9KB assay,A,,Homo sapiens,9606.0,,KB 
5547,,A7toxuration,,,,7083,In vitro cytotoxicity of compound was tested against 9KB cells.,F,,Homo sapiens,9606.0,,
5548,552.0,Intermedlatd,,,,12446,Cytotoxic concentration against 9L cells was determined on day 3,F,,Rattus norvegicus,10116.0,,9L
5549,901.0,Expeet,,,,15345,Tested in vitro for anticancer activity against 9L cells,F,,Rattus norvegicus,10116.0,,9L
5550,902.0,Ex9ert,,,,15345,Tested in vitro for anticancer activity against 9L cells; Not determined,F,,Rattus norvegicus,10116.0,,9L
5551,986.0,Inyermed9ate,,,,6301,In vitro inhibitory activity against human A549 non-small cell lung tumor; Active,F,,Homo sapiens,9606.0,,A549
5552,455.0,Integmediat4,,,,4833,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; No inhibition,F,,Homo sapiens,9606.0,,A549
5553,427.0,Ibte3mediate,,,,4833,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Significant inhibition,F,,Homo sapiens,9606.0,,A549
5554,681.0,Intwrmesiate,,,,4833,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Slight inhibition,F,,Homo sapiens,9606.0,,A549
5555,522.0,Expe3t,,,,13330,Cytotoxicity against human lung carcinoma A549 cell line,F,,Homo sapiens,9606.0,,A549
5556,708.0,Expery,,,,17517,Ability to induce human IL-6 assay in A549 lung carcinoma cell line.,F,,Homo sapiens,9606.0,,A549
5557,758.0,Exoert,,,,17517,"Ability to induce human IL-6 assay in A549 lung carcinoma cell line; n.r.: not reported, EC50 values not reported in cases were %dex e 35%.",F,,Homo sapiens,9606.0,,A549
5558,560.0,Intermedishe,,,,14425,"In vitro growth inhibition of A549, lung carcinoma",F,,Homo sapiens,9606.0,,A549
5559,783.0,kntermediaye,,,,14425,"In vitro growth inhibition of A549, lung carcinoma.",F,,Homo sapiens,9606.0,,A549
5560,923.0,3xpert,,,,5228,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,F,,Homo sapiens,9606.0,,A549
5561,1049.0,Interhedia6e,,,,5351,Cytotoxic activity against human lung cancer A549 cell line was determined,F,,Homo sapiens,9606.0,,A549
5562,807.0,Experr,,,,12198,Cytotoxicity against human solid tumor lung carcinoma A549 cell line,F,,Homo sapiens,9606.0,,A549
5563,903.0,Interkediwte,,,,13891,Cytotoxicity concentration against human lung carcinoma A-549 cell line,F,,Homo sapiens,9606.0,,A549
5564,1019.0,Expwrt,,,,5677,Cytotoxicity in A549 (human carcinoma) cell line.,F,,Homo sapiens,9606.0,,A549
5565,730.0,Ihtermediatf,,,,13788,Cytotoxicity on lung carcinoma (A-549) cell line,F,,Homo sapiens,9606.0,,A549
5566,916.0,Exper6,,,,13384,Effective dose against 50% reduction in Human lung carcinoma (A-549) cell number after 3-day incubation.,F,,Homo sapiens,9606.0,,A549
5567,672.0,Ijtermefiate,,,,6726,Effective dose of compound against replication of A549 cell line was evaluated,F,,Homo sapiens,9606.0,,A549
5568,788.0,fxpert,,,,3455,In vitro cytotoxic activity was determined against lung carcinoma (A549) cell line,F,,Homo sapiens,9606.0,,A549
5569,535.0,Intwrmediahe,,,,5726,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line),F,,Homo sapiens,9606.0,,A549
5570,1097.0,9ntermediatd,,,,5726,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line); NA is not active,F,,Homo sapiens,9606.0,,A549
5571,1052.0,Intermecixte,,,,3936,The compound was evaluated for antiproliferative activity against A549 cell line,F,,Homo sapiens,9606.0,,A549
5572,906.0,Interm2diahe,,,,14991,The compound was tested for tumor cell growth inhibitory activity against human lung carcinoma (A549) cell line.,F,,Homo sapiens,9606.0,,A549
5573,895.0,Intwrnediate,,,,5243,Concentration required for growth inhibition of human lung carcinoma cell line A549,F,,Homo sapiens,9606.0,,A549
5574,1046.0,Intefmeeiate,,,,12858,Cytotoxic activity against A549/ATCC non-small cell-lung cancer cell line,F,,Homo sapiens,9606.0,,A549
5575,686.0,Inteehediate,,,,6776,Growth inhibition against A549 cell line was evaluated,F,,Homo sapiens,9606.0,,A549
5576,684.0,Intermedizhe,,,,16558,Growth inhibitory activity against A549 human solid tumor cell line using MTT assay,F,,Homo sapiens,9606.0,,A549
5577,912.0,Expfrt,,,,4583,Inhibition of anchorage independent growth of human tumor cell line A549 K-ras-transformed in soft agar,F,,Homo sapiens,9606.0,,A549
5578,720.0,Int3dmediate,,,,13514,Inhibitor activity against A549 (Human lung carcinoma)cell line with varying concentration of the drug for 72 hrs,F,,Homo sapiens,9606.0,,A549
5579,543.0,Expe4t,,,,15166,Chemosensitivity against DT-diaphorase rich A549 cell lines,F,,Homo sapiens,9606.0,,A549
5580,227.0,Intermddiatr,,,,13873,Compound tested against A549 lung carcinoma in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,A549
5581,1018.0,dxpert,,,,6447,In vitro cytotoxicity against human A549 (lung cancer) cell line.,F,,Homo sapiens,9606.0,,A549
5582,717.0,Intetmediat4,,,,2068,In vitro antitumor activity against A549 (lung) human tumor cell lines.,F,,Homo sapiens,9606.0,,A549
5583,1189.0,Expe4t,,,,1863,In vitro cytotoxic activity against human lung carcinoma A549 cell line,F,,Homo sapiens,9606.0,,A549
5584,682.0,Ijterm3diate,,,,13873,Compound was tested against A549 lung cancer cell line in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,A549
5585,768.0,Inte3kediate,,,,13873,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,A549
5586,778.0,Exp3rt,,,,13873,Tested against A549 lung carcinoma in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,A549
5587,480.0,Intsrmediat3,,,,579,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction),F,,Homo sapiens,9606.0,,A549
5588,467.0,Ihtermeduate,,,,579,Compound was tested for cytotoxicity on A549 lung adenocarcinoma cell line using a proliferation assay (MTT reduction).,F,,Homo sapiens,9606.0,,A549
5589,38.0,8ntermediqte,,,,4584,Compound was tested for inhibition of growth of human lung carcinoma cell line A549 up to a conc of 10 uM; NI means no inhibition,F,,Homo sapiens,9606.0,,A549
5590,911.0,Exoert,,,,5421,Inhibition of NFkB (transcription factor) activation in A549 human lung carcinoma cell line,F,,Homo sapiens,9606.0,,A549
5591,911.0,Intermedjste,,,,5421,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line,F,,Homo sapiens,9606.0,,A549
5592,693.0,Interj2diate,,,,5421,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line at 20 uM concentration,F,,Homo sapiens,9606.0,,A549
5593,849.0,Int4rmeeiate,,,,5421,Compound was tested for its ability to inhibit tumor necrosis factor alpha (TNF alpha) induced apoptosis in A549 human lung carcinoma cell line; NA=Not assayed,F,,Homo sapiens,9606.0,,A549
5594,864.0,In5ermedjate,,,,14188,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay.,F,,Homo sapiens,9606.0,,A549
5595,393.0,Interjed9ate,,,,14188,Compound was tested for potency against human lung A549 cells using sulforhodamine B assay; UA=Potency was so low that the IC50 was unachievable.,F,,Homo sapiens,9606.0,,A549
5596,943.0,Intdrmediqte,,,,15354,Compound was tested for the growth inhibition of A549 lung tumor cell line,F,,Homo sapiens,9606.0,,A549
5597,585.0,Expdrt,,,,14253,Growth inhibition of human non-small-lung carcinoma (A549) cell line,F,,Homo sapiens,9606.0,,A549
5598,757.0,lnt2rmediate,,,,13873,Compound was tested against A549 lung carcinoma cell line in the sulforhodamine B assay.,F,,Homo sapiens,9606.0,,A549
5599,,Intfrmexiate,,,,3043,Oral bioavailability in dog (conscious),A,In vivo,Canis lupus familiaris,9615.0,,
5600,,Intermfsiate,,,,3045,Compound was evaluated for the oral bioavailability after oral administration in dog.,A,In vivo,Canis lupus familiaris,9615.0,,
5601,,Intermediqtd,,,,3022,Compound was tested for percent of oral bioavailability at 10 mg/ml dose in dogs,A,In vivo,Canis lupus familiaris,9615.0,,
5602,,Intermewiat4,,,,4453,Oral bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5603,,In52rmediate,,,,1696,Oral bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5604,,Ibhermediate,,,,5045,Oral bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5605,,Igtermediafe,,,,5356,Oral bioavailability in dog (fasted),A,In vivo,Canis lupus familiaris,9615.0,,
5606,,Inyermedia4e,,,,17764,Oral bioavailability after intravenous administration in dogs at 1.2 uM/kg,A,In vivo,Canis lupus familiaris,9615.0,,
5607,,Integmed7ate,,,,6448,Oral bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5608,,8ntwrmediate,,,,1475,Oral bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5609,,8nyermediate,,,,3788,Percent bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5610,,Intf5mediate,,,,3639,Percent oral bioavailability of intravenously administered compound (6 mg/kg) was tested in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5611,,ontermeduate,,,,13397,Oral bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5612,,Intrrmeduate,,,,2137,The compound was evaluated for bioavailability in dogs; 34-44,A,In vivo,Canis lupus familiaris,9615.0,,
5613,,Ihterhediate,,,,2959,Bioavailability in dog (dose 4 mg/kg p.o.),A,In vivo,Canis lupus familiaris,9615.0,,
5614,,Imteemediate,,,,6448,Oral bioavailability in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5615,,Ihternediate,,,,6084,8 hour trough Blood level in dog was measured after administration of compound,A,,Canis lupus familiaris,9615.0,,
5616,,Intermfdiatf,,,Plasna,3639,The compound was tested for maximum concentration ( Cmax ) in dog plasma.,A,In vivo,Canis lupus familiaris,9615.0,,
5617,,In4ermedia5e,,,,6316,C24 after oral administration at 5 mg/kg,A,,Canis lupus familiaris,9615.0,,
5618,,Int2rmediat4,,,,5238,Clearance after oral and iv dosing in dogs,A,,Canis lupus familiaris,9615.0,,
5619,,Intermedisye,,,Pkasma,17796,Clearance of the drug was measured in the plasma of dog,A,,Canis lupus familiaris,9615.0,,
5620,,Inte3m2diate,,,,2652,Compound was evaluated for Clearance in dogs at a dose of 1 mpk intravenously,A,,Canis lupus familiaris,9615.0,,
5621,,Intefmewiate,,,,5654,CL (clearance) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,A,In vivo,Canis lupus familiaris,9615.0,,
5622,,Intedmeeiate,,,,6621,Clearance of compound was determined in dogs,A,In vivo,Canis lupus familiaris,9615.0,,
5623,,Intrrmesiate,,,,6505,Clearance on i.v. administration of 2 mg/kg was measured in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5624,,Intetmedixte,,,,5802,Clearance of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,In vivo,Canis lupus familiaris,9615.0,,
5625,,unt4rmediate,,,,17267,Plasma clearance in dog was determined,A,In vivo,Canis lupus familiaris,9615.0,,
5626,,Igyermediate,,,,4521,Plasma clearance in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,A,In vivo,Canis lupus familiaris,9615.0,,
5627,,Intermedistw,,,,6535,Plasma clearance in dog after administration of 0.25 mg/kg iv,A,In vivo,Canis lupus familiaris,9615.0,,
5628,,9ntermrdiate,,,,6535,Plasma clearance in dog after administration of 1 mg/kg iv,A,In vivo,Canis lupus familiaris,9615.0,,
