ss_strn,src_ss_d,ss_rgnsm,rltnshp_tp,src_d,ss_sbclllr_frctn,ss_ctgr,b_frmt,ss_tss,ss_tp,ss_cll_tp,td,crtd_b,cll_d,dc_d,ss_tx_d,vrnt_d,ss_d,chmbl_d,dscrptn,ss_tst_tp,cnfdnc_scr,tss_d
,,,U,1,,,BAO_0000218,Bone element,A,,22224,Autocuration,,13257,,,14347,CHEMBL629164,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in bone,In vivo,0,1474.0
,,,U,1,,,BAO_0000218,,A,,22224,Autocuration,,13257,,,14348,CHEMBL629165,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in fat,In vivo,0,
,,,U,1,,,BAO_0000218,Liver,A,,22224,Autocuration,,13257,,,14349,CHEMBL629166,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in liver,In vivo,0,2107.0
,,,U,1,,,BAO_0000218,Lung,A,,22224,Autocuration,,13257,,,14350,CHEMBL629167,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in lung,In vivo,0,2048.0
,,,U,1,,,BAO_0000218,Muscle tissue,A,,22224,Autocuration,,13257,,,14351,CHEMBL629168,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in muscle,In vivo,0,2385.0
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,2193,,,14352,CHEMBL629169,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 100 uM,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,2193,,,14353,CHEMBL629170,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 100 uM; no inhibition is observed at this concentration,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,2193,,,14354,CHEMBL631153,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 10 uM,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,2193,,,14355,CHEMBL875121,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 10 uM; too active and complete inhibition is observed,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,2193,,,14356,CHEMBL631154,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 1 uM,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,2193,,,14357,CHEMBL631155,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 1 uM; too active and complete inhibition is observed,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,568,,,14358,CHEMBL631156,Hydrolysis rate constant was determined,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,9680,,,14359,CHEMBL631157,"K2, The intrinsic biomolecular reactivation rate constant on VX at 25 degree Centigrade",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,9680,,,14360,CHEMBL631158,"K2, The intrinsic biomolecular reactivation rate constant on paraxon at 25 degree Centigrade",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,9680,,,14361,CHEMBL631159,"K2, The intrinsic biomolecular reactivation rate constant on sarin at 25 degree Centigrade",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,10026,,,14362,CHEMBL631160,Observed second order rate constant,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,10281,,,14363,CHEMBL631161,Rate constant (cyclization rate) in CD3CN-deuterated phosphate buffer at pH 7.4,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,10014,,,14364,CHEMBL631162,Rate constant for decay of compound was determined in 50 mM phosphate buffer (pH 7.4) at 24 degree celsius,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,10014,,,14365,CHEMBL630313,Rate constant for decay of compound was determined in 50 mM phosphate buffer (pH 7.4) at 37 degree celsius,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,9680,,,14366,CHEMBL630314,"k2, The intrinsic biomolecular reactivation rate constant on paraxon at 25 degree Centigrade",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,9680,,,14367,CHEMBL630315,"k2, The intrinsic biomolecular reactivation rate constant on sarin at 25 degree Centigrade",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,13028,,,14368,CHEMBL630316,Kinetic parameter of epimerization at a salt concentration (0.01 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,13028,,,14369,CHEMBL630986,Kinetic parameter of epimerization at a salt concentration (0.1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,13028,,,14370,CHEMBL630987,Kinetic parameter of epimerization at a salt concentration (1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,13028,,,14371,CHEMBL630988,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.0(or )in RMPI 1640 cell culture medium containing 10%FCS,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,13028,,,14372,CHEMBL630989,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,13028,,,14373,CHEMBL630990,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 11.3 (or )in RMPI 1640 cell culture medium containing 10%FCS,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,13028,,,14374,CHEMBL630991,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 7.5 (or )in RMPI 1640 cell culture medium containing 10%FCS,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,13028,,,14375,CHEMBL630992,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 8.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,13028,,,14376,CHEMBL630993,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,13028,,,14377,CHEMBL630994,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,,0,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,10014,10116.0,,14378,CHEMBL630995,Rate constants of compound was determined at muscarinic receptor in the rat cerebral cortex,,1,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,9962,,,14379,CHEMBL629252,Association constant for compound at 31 degree C was determined,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,12029,,,14380,CHEMBL629253,Calculated antagonist equilibrium dissociation constant of the compound,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,12029,,,14381,CHEMBL629944,Calculated antagonist equilibrium dissociation constant of the compound; No statistically significant antagonism observed,,0,
,,Cavia porcellus,N,1,,,BAO_0000218,Trachea,A,,50512,Intermediate,,10583,10141.0,,14382,CHEMBL629945,Dissociation constants vs LTE4 on guinea pig trachea,,1,3126.0
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,568,,,14383,CHEMBL629946,"Tested for hydrolysis in presence of boric acid by UV spectrophotometry, dissociation constant was evaluated at the pH < 8",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,568,,,14384,CHEMBL629947,"Tested for hydrolysis in presence of boric acid, rate constant was evaluated at the pH 8.5",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,568,,,14385,CHEMBL629948,"Tested for hydrolysis in presence of boric acid, rate constant was evaluated at the pH 9.5",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,568,,,14386,CHEMBL856024,"Tested for hydrolysis in presence of phenylboronic acid, rate constant was evaluated at the pH 9.5",,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,7493,,,14387,CHEMBL629949,Affinity constant KD value was derived from TMP,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,8371,,,14388,CHEMBL629950,Apparent dissociation (binding) rate constant was evaluated,,0,
,,,U,1,,,BAO_0000100,,P,,22224,Autocuration,,13114,,,14389,CHEMBL630127,Dissociation constant (KD) of the compound,,0,
,,,U,1,,,BAO_0000100,,P,,22224,Autocuration,,15515,,,14390,CHEMBL630128,Dissociation constant determined by heteronuclear 1H/15N correlation NMR spectroscopy,,0,
,,,U,1,,,BAO_0000100,,P,,22224,Autocuration,,522,,,14391,CHEMBL630129,Dissociation constant from ESR titration experiments,,0,
,,,U,1,,,BAO_0000019,,,,22224,Autocuration,,13888,,,14392,CHEMBL630130,Dissociation constant was evaluated which is similar to Ki (inhibitory constant),,0,
,,,U,1,,,BAO_0000100,,P,,22224,Autocuration,,2616,,,14393,CHEMBL875234,Dissociation constant was evaluated.,,0,
,,,U,1,,,BAO_0000100,,P,,22224,Autocuration,,3798,,,14394,CHEMBL630131,Dissociation constant was reported,,0,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,8731,10116.0,,14395,CHEMBL630132,Dissociation constant was determined in rat pituitary cells.,,1,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,11892,,,14396,CHEMBL630133,Equilibrium dissociation constant of CA complex for enantiomer 1 of compound,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,11892,,,14397,CHEMBL630134,Equilibrium dissociation constant of CA complex for enantiomer 2 of compound,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,2582,,,14398,CHEMBL630135,Equilibrium dissociation constant of the compound,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,11892,,,14399,CHEMBL630136,Equilibrium dissociation constant was determined,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,13396,,,14400,CHEMBL630137,Kinetic constant KD was evaluated,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,603,,,14401,CHEMBL630138,Tested for dissociation constant of the compound; Value ranges from 0.1-0.3,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,15673,,,14402,CHEMBL630139,Equilibrium association constant interacting with unilamellar vesicles of electroneutral in PBS buffer at pH 7.4,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,10368,,,14403,CHEMBL630140,Rate constant for hydrolysis in aqueous acetone.,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,14228,,,14404,CHEMBL875235,Disassociation constant (KI) was obtained from Cheng and Prusoff equation for quercetin trypsin complex,,0,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14405,CHEMBL876439,Mean sodium excretion in rats (Control/Drug treatment value); value 0.43/2.86,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14406,CHEMBL630605,Mean sodium excretion in rats (Control/Drug treatment value); value 0.44/2.68,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14407,CHEMBL630606,Mean sodium excretion in rats (Control/Drug treatment value); value 0.45/1.55,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14408,CHEMBL630607,Mean sodium excretion in rats (Control/Drug treatment value); value 0.48/0.95,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14409,CHEMBL630608,Mean sodium excretion in rats (Control/Drug treatment value); value 0.5/1.79,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14410,CHEMBL630609,Mean sodium excretion in rats (Control/Drug treatment value); value 0.51/0.66,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14411,CHEMBL630610,Mean sodium excretion in rats (Control/Drug treatment value); value 0.52/2.02,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14412,CHEMBL630611,Mean sodium excretion in rats (Control/Drug treatment value); value 0.61//0.37,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14413,CHEMBL629552,Mean sodium excretion in rats (Control/Drug treatment value); value 0.71/0.36,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14414,CHEMBL629733,Mean sodium excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14415,CHEMBL629734,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14416,CHEMBL629735,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14417,CHEMBL629736,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14418,CHEMBL629737,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14419,CHEMBL629738,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14420,CHEMBL629739,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14421,CHEMBL629740,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14422,CHEMBL629741,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14423,CHEMBL629742,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 7.56 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14424,CHEMBL629743,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 8.4 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14425,CHEMBL629744,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14426,CHEMBL629745,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.87 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14427,CHEMBL629746,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 60.46 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14428,CHEMBL629747,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 67.18 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14429,CHEMBL629748,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 74.26 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14430,CHEMBL629749,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 78.97 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14431,CHEMBL629750,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 120.93 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14432,CHEMBL629751,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 134.35 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14433,CHEMBL629752,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 148.52 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14434,CHEMBL629753,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 157.94 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14435,CHEMBL629754,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 15.12 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14436,CHEMBL629755,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 16.79 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14437,CHEMBL629756,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 18.56 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14438,CHEMBL629757,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 19.74 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14439,CHEMBL629758,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 241.86 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14440,CHEMBL629759,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 268.71 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14441,CHEMBL629760,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 297.03 umol/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,11510,10116.0,,14442,CHEMBL876443,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 315.88 umol/kg,,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,8310,9615.0,,14443,CHEMBL629761,Na+ excretion mequiv /kg in 6 conscious female dogs administered perorally during 0-6 hr,,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,8310,9615.0,,14444,CHEMBL629762,Na+ excretion mequiv /kg in conscious female dogs administered perorally during 0-6 hr,,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,8310,10090.0,,14445,CHEMBL629763,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 10 ml/kg perorally,,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,8310,10090.0,,14446,CHEMBL629764,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 2 ml/kg perorally,,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,8310,10090.0,,14447,CHEMBL629765,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 2 ml/kg perorally,,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,8310,10090.0,,14448,CHEMBL629766,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 50 ml/kg perorally,,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,8310,10090.0,,14449,CHEMBL629767,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 10 ml/kg perorally,,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,8310,9615.0,,14450,CHEMBL629768,Na+ excretion mequiv/kg in 4 conscious female dogs administered perorally during 0-6 hr,,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,8310,10090.0,,14451,CHEMBL629769,Na+ excretion mequiv/kg in 4 saline-loaded mice administered at a dose 50 ml/kg perorally,,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,8310,9615.0,,14452,CHEMBL629770,Na+ excretion mequiv/kg in 6 conscious female dogs administered perorally during 0-6 hr,,1,
,,Canis lupus familiaris,N,1,,,BAO_0000218,,A,,50588,Intermediate,,8310,9615.0,,14453,CHEMBL629771,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 0.3 ml/kg perorally,,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,8310,10090.0,,14454,CHEMBL629772,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 10 ml/kg perorally,,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,8310,10090.0,,14455,CHEMBL629773,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 10 ml/kg perorally,,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,8310,10090.0,,14456,CHEMBL625455,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 2 ml/kg perorally,,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,8310,10090.0,,14457,CHEMBL625456,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 250 ml/kg perorally,,1,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,8310,10090.0,,14458,CHEMBL625457,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 3 ml/kg perorally,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14459,CHEMBL625458,Total electrolytic excretion of potassium in urine of rats after peroral administration of 25.9 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14460,CHEMBL625459,Total electrolytic excretion of potassium in urine of rats after peroral administration of 259 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14461,CHEMBL875483,Total electrolytic excretion of potassium in urine of rats after peroral administration of 26.5 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14462,CHEMBL634779,Total electrolytic excretion of potassium in urine of rats after peroral administration of 265 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14463,CHEMBL625460,Total electrolytic excretion of potassium in urine of rats after peroral administration of 27 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14464,CHEMBL626117,Total electrolytic excretion of potassium in urine of rats after peroral administration of 27.9 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14465,CHEMBL626118,Total electrolytic excretion of potassium in urine of rats after peroral administration of 270 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14466,CHEMBL628342,Total electrolytic excretion of potassium in urine of rats after peroral administration of 279 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14467,CHEMBL628343,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.2 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14468,CHEMBL628344,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.22 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14469,CHEMBL628345,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.9 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14470,CHEMBL628346,Total electrolytic excretion of potassium in urine of rats after peroral administration of 282 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14471,CHEMBL628347,Total electrolytic excretion of potassium in urine of rats after peroral administration of 289 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14472,CHEMBL628348,Total electrolytic excretion of potassium in urine of rats after peroral administration of 3.40 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14473,CHEMBL628349,Total electrolytic excretion of potassium in urine of rats after peroral administration of 3.76 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14474,CHEMBL875611,Total electrolytic excretion of potassium in urine of rats after peroral administration of 30.2 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14475,CHEMBL628350,Total electrolytic excretion of potassium in urine of rats after peroral administration of 302 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14476,CHEMBL628351,Total electrolytic excretion of potassium in urine of rats after peroral administration of 31.6 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14477,CHEMBL628352,Total electrolytic excretion of potassium in urine of rats after peroral administration of 316 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14478,CHEMBL628353,Total electrolytic excretion of potassium in urine of rats after peroral administration of 32.4 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14479,CHEMBL628354,Total electrolytic excretion of potassium in urine of rats after peroral administration of 324 uM/Kg of drug,,1,1088.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Urine,A,,50597,Intermediate,,12582,10116.0,,14480,CHEMBL626667,Total electrolytic excretion of potassium in urine of rats after peroral administration of 34.0 uM/Kg of drug,,1,1088.0
