assay_id,assay_cell_type,assay_type,cell_id,assay_test_type,description,confidence_score,src_assay_id,assay_category,tid,assay_tax_id,curated_by,src_id,chembl_id,bao_format,tissue_id,variant_id
14025,,A,,In vivo,Biodistribution in rat striatum at 240 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL874454,BAO_0000218,2435.0,
14026,,A,,In vivo,Biodistribution in rat striatum at 30 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL628531,BAO_0000218,2435.0,
14027,,A,,In vivo,Biodistribution in rat striatum at 360 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL628532,BAO_0000218,2435.0,
14028,,A,,In vivo,Biodistribution in rat striatum at 3 hr after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL628533,BAO_0000218,2435.0,
14029,,A,,In vivo,Biodistribution in rat striatum at 60 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL628534,BAO_0000218,2435.0,
14030,,A,,In vivo,Biodistribution in rat thyroid at 120 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL628535,BAO_0000218,2046.0,
14031,,A,,In vivo,Biodistribution in rat thyroid at 1440 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL628536,BAO_0000218,2046.0,
14032,,A,,In vivo,Biodistribution in rat thyroid at 15 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL628537,BAO_0000218,2046.0,
14033,,A,,In vivo,Biodistribution in rat thyroid at 240 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL628538,BAO_0000218,2046.0,
14034,,A,,In vivo,Biodistribution in rat thyroid at 30 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL628539,BAO_0000218,2046.0,
14035,,A,,In vivo,Biodistribution in rat thyroid at 360 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL630297,BAO_0000218,2046.0,
14036,,A,,In vivo,Biodistribution in rat thyroid at 60 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL630298,BAO_0000218,2046.0,
14037,,A,,In vivo,Biodistribution in rest of brain of rat 120 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL630299,BAO_0000218,955.0,
14038,,A,,In vivo,Biodistribution in rest of brain of rat at 1440 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL628094,BAO_0000218,955.0,
14039,,A,,In vivo,Biodistribution in rest of brain of rat at 15 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL628095,BAO_0000218,955.0,
14040,,A,,In vivo,Biodistribution in rest of brain of rat at 240 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL874648,BAO_0000218,955.0,
14041,,A,,In vivo,Biodistribution in rest of brain of rat at 30 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL628096,BAO_0000218,955.0,
14042,,A,,In vivo,Biodistribution in rest of brain of rat at 360 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL628097,BAO_0000218,955.0,
14043,,A,,In vivo,Biodistribution in rest of brain of rat at 60 minutes after dose administration.,1,,,50597,10116.0,Intermediate,1,CHEMBL628098,BAO_0000218,955.0,
14044,,A,,,"Mean rate constant for the hydrolysis of compound in buffers at pH 6.5, at 37 degrees Celsius in incubation mixture - d(A)-d(T) (10:1)",0,,,22224,,Autocuration,1,CHEMBL628099,BAO_0000019,,
14045,,A,,,"Mean rate constant for the hydrolysis of compound in buffers at pH 6.5, at 37 degrees Celsius in incubation mixture - d(G)-d(C) (10:1)",0,,,22224,,Autocuration,1,CHEMBL628100,BAO_0000019,,
14046,,A,,,Mean rate constant for the hydrolysis of compound in buffers at pH 7.4 at 37 degrees Centigrade in incubation mixture - d(A)-d(T) (10:!),0,,,22224,,Autocuration,1,CHEMBL628101,BAO_0000019,,
14047,,A,,,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - 5'-GMP/5'-CMP (1:1)",0,,,22224,,Autocuration,1,CHEMBL628102,BAO_0000019,,
14048,,A,,,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - d(A)-d(T) (1:1)",0,,,22224,,Autocuration,1,CHEMBL628103,BAO_0000019,,
14049,,A,,,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - d(G)-d(C) (10:1)",0,,,22224,,Autocuration,1,CHEMBL628104,BAO_0000019,,
14050,,A,,,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - d(G)-d(C) (1:1)",0,,,22224,,Autocuration,1,CHEMBL628105,BAO_0000019,,
14051,,A,,,"Mean rate constant for the hydrolysis of compound in buffers at pH 7.4, at 37 degrees Celsius in incubation mixture - d(G)-d(T) (10:1)",0,,,22224,,Autocuration,1,CHEMBL628106,BAO_0000019,,
14052,,A,,,Mean urine volume excretion in conscious rats at a dose of 0.3 mg/kg given orally,1,,,50597,10116.0,Intermediate,1,CHEMBL628107,BAO_0000218,1088.0,
14053,,F,,,Mean urine volume excretion in conscious rats at a dose of 0.3 mg/kg given orally,0,,,22224,,Autocuration,1,CHEMBL628108,BAO_0000218,1088.0,
14054,,A,,,Mean urine volume excretion in conscious rats at a dose of 1.0 mg/kg given orally,1,,,50597,10116.0,Intermediate,1,CHEMBL628109,BAO_0000218,1088.0,
14055,,F,,,Mean urine volume excretion in conscious rats at a dose of 1.0 mg/kg given orally,0,,,22224,,Autocuration,1,CHEMBL625299,BAO_0000218,1088.0,
14056,,A,,,Mean urine volume excretion in conscious rats at a dose of 10 mg/kg given orally,1,,,50597,10116.0,Intermediate,1,CHEMBL625300,BAO_0000218,1088.0,
14057,,A,,,Mean urine volume excretion in conscious rats at a dose of 100 mg/kg given orally,1,,,50597,10116.0,Intermediate,1,CHEMBL625301,BAO_0000218,1088.0,
14058,,A,,,Mean urine volume excretion in conscious rats at a dose of 3.0 mg/kg given orally,1,,,50597,10116.0,Intermediate,1,CHEMBL625302,BAO_0000218,1088.0,
14059,,A,,,Mean urine volume excretion in conscious rats at a dose of 30 mg/kg given orally,1,,,50597,10116.0,Intermediate,1,CHEMBL874649,BAO_0000218,1088.0,
14060,,A,,,In vitro metabolic stability of the test compound was evaluated after incubation in the presence of freshly isolated rat hepatocytes,1,,,50597,10116.0,Intermediate,1,CHEMBL625303,BAO_0000218,,
14061,,A,,,In vitro metabolic stability of the test compound was evaluated after incubation in the presence of freshly isolated rat hepatocytes; NA= Not tested,1,,,50597,10116.0,Intermediate,1,CHEMBL625463,BAO_0000218,,
14062,,A,,,In vitro metabolism in human liver microsomes,1,,,50587,9606.0,Intermediate,1,CHEMBL625464,BAO_0000218,2107.0,
14063,,A,,,Metabolism (NADH oxidation) by recombinant human NAD(P)H: quinone oxidoreductase (NQO1) is evaluated.,1,,,50587,9606.0,Intermediate,1,CHEMBL625465,BAO_0000218,,
14064,,A,,,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 9.06 uM/Kg of drug,1,,,50588,9615.0,Intermediate,1,CHEMBL625466,BAO_0000218,1088.0,
14065,,A,,,Total electrolytic excretion of chlorine in urine of dogs after peroral administration of 9.6 uM/Kg of drug,1,,,50588,9615.0,Intermediate,1,CHEMBL625467,BAO_0000218,1088.0,
14066,,A,,,Total electrolytic excretion of chlorine in urine of rats after intravenous administration of 7.94 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL625468,BAO_0000218,1088.0,
14067,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 0 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL625469,BAO_0000218,1088.0,
14068,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 1.01 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL625470,BAO_0000218,1088.0,
14069,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 1.13 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL632418,BAO_0000218,1088.0,
14070,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 10.1 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL627250,BAO_0000218,1088.0,
14071,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 102 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL627251,BAO_0000218,1088.0,
14072,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 105 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL627252,BAO_0000218,1088.0,
14073,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 11.3 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL627253,BAO_0000218,1088.0,
14074,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 113 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL627254,BAO_0000218,1088.0,
14075,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 19.5 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL875471,BAO_0000218,1088.0,
14076,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 195 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL627255,BAO_0000218,1088.0,
14077,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 21.7 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL627256,BAO_0000218,1088.0,
14078,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 217 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL627257,BAO_0000218,1088.0,
14079,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 23.9 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL627258,BAO_0000218,1088.0,
14080,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 239 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL627259,BAO_0000218,1088.0,
14081,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 24.9 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL627260,BAO_0000218,1088.0,
14082,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 249 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623256,BAO_0000218,1088.0,
14083,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 25.9 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL874413,BAO_0000218,1088.0,
14084,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 259 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623257,BAO_0000218,1088.0,
14085,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 26.5 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623258,BAO_0000218,1088.0,
14086,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 265 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623259,BAO_0000218,1088.0,
14087,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 27 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623260,BAO_0000218,1088.0,
14088,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 27.9 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623261,BAO_0000218,1088.0,
14089,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 270 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623262,BAO_0000218,1088.0,
14090,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 279 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623263,BAO_0000218,1088.0,
14091,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 28.2 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623264,BAO_0000218,1088.0,
14092,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 28.22 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623265,BAO_0000218,1088.0,
14093,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 28.9 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623266,BAO_0000218,1088.0,
14094,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 282 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623267,BAO_0000218,1088.0,
14095,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 289 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623268,BAO_0000218,1088.0,
14096,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 3.40 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623269,BAO_0000218,1088.0,
14097,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 3.76 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623270,BAO_0000218,1088.0,
14098,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 30.2 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623271,BAO_0000218,1088.0,
14099,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 302 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623272,BAO_0000218,1088.0,
14100,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 31.6 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623273,BAO_0000218,1088.0,
14101,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 316 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623274,BAO_0000218,1088.0,
14102,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 32.4 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL874414,BAO_0000218,1088.0,
14103,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 324 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623275,BAO_0000218,1088.0,
14104,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 34.0 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL629150,BAO_0000218,1088.0,
14105,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 34.1 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623276,BAO_0000218,1088.0,
14106,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 34.8 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623277,BAO_0000218,1088.0,
14107,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 341 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623112,BAO_0000218,1088.0,
14108,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 348 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623113,BAO_0000218,1088.0,
14109,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 37.6 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623800,BAO_0000218,1088.0,
14110,,A,,,Total electrolytic excretion of chlorine in urine of rats after peroral administration of 58.4 uM/Kg of drug,1,,,50597,10116.0,Intermediate,1,CHEMBL623801,BAO_0000218,1088.0,
14111,,A,,In vivo,"Biodistribution in uterus / spleen, muscle, lungs of immature female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol",1,,,50597,10116.0,Intermediate,1,CHEMBL623802,BAO_0000218,2106.0,
14112,,A,,In vivo,Biodistribution in uterus of Immature Female rat after 12 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,1,,,50597,10116.0,Intermediate,1,CHEMBL623803,BAO_0000218,995.0,
14113,,A,,In vivo,Biodistribution in uterus of Immature Female rat after 3 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,1,,,50597,10116.0,Intermediate,1,CHEMBL623970,BAO_0000218,995.0,
14114,,A,,In vivo,Biodistribution in uterus of Immature Female rat after 5 hour administration of 3 micro Ci (111 kBq) in the absence of 60 microg estradiol,1,,,50597,10116.0,Intermediate,1,CHEMBL623971,BAO_0000218,995.0,
14115,,A,,In vivo,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 10 min post injection (Average of three to five animals),1,,,50597,10116.0,Intermediate,1,CHEMBL623972,BAO_0000218,178.0,
14116,,A,,In vivo,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 30 min post injection (Average of three to five animals),1,,,50597,10116.0,Intermediate,1,CHEMBL623973,BAO_0000218,178.0,
14117,,A,,In vivo,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 5 min post injection (Average of three to five animals),1,,,50597,10116.0,Intermediate,1,CHEMBL623974,BAO_0000218,178.0,
14118,,A,,In vivo,Biodistribution of 99m Tc complexes in rat and radio activity in blood at 60 min post injection (Average of three to five animals),1,,,50597,10116.0,Intermediate,1,CHEMBL623975,BAO_0000218,178.0,
14119,,A,,In vivo,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 10 min post injection (Average of three to five animals),1,,,50597,10116.0,Intermediate,1,CHEMBL623976,BAO_0000218,955.0,
14120,,A,,In vivo,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 30 min post injection (Average of three to five animals),1,,,50597,10116.0,Intermediate,1,CHEMBL623977,BAO_0000218,955.0,
14121,,A,,In vivo,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 5 min post injection (Average of three to five animals),1,,,50597,10116.0,Intermediate,1,CHEMBL623978,BAO_0000218,955.0,
14122,,A,,In vivo,Biodistribution of 99m Tc complexes in rat and radio activity in brain at 60 min post injection (Average of three to five animals),1,,,50597,10116.0,Intermediate,1,CHEMBL623979,BAO_0000218,955.0,
14123,,A,,In vivo,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 10 min post injection (Average of three to five animals),1,,,50597,10116.0,Intermediate,1,CHEMBL623980,BAO_0000218,,
14124,,A,,In vivo,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 30 min post injection (Average of three to five animals),1,,,50597,10116.0,Intermediate,1,CHEMBL623981,BAO_0000218,,
14125,,A,,In vivo,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 5 min post injection (Average of three to five animals),1,,,50597,10116.0,Intermediate,1,CHEMBL626278,BAO_0000218,,
14126,,A,,In vivo,Biodistribution of 99m Tc complexes in rat and radio activity in brain/blood at 60 min post injection (Average of three to five animals),1,,,50597,10116.0,Intermediate,1,CHEMBL626279,BAO_0000218,,
14127,,A,,In vivo,Biodistribution in mice bladder plus excreted urine was determined,1,,,50594,10090.0,Intermediate,1,CHEMBL626280,BAO_0000218,,
14128,,A,,,"Percentage biodistribution in mouse blood, 10 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626281,BAO_0000218,,
14129,,A,,,"Percentage biodistribution in mouse blood, 30 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626282,BAO_0000218,,
14130,,A,,,"Percentage biodistribution in mouse blood, 5 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626283,BAO_0000218,,
14131,,A,,,"Percentage biodistribution in mouse blood, 60 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626284,BAO_0000218,,
14132,,A,,,"Percentage biodistribution in mouse brain, 10 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626285,BAO_0000218,955.0,
14133,,A,,,"Percentage biodistribution in mouse brain, 30 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626286,BAO_0000218,955.0,
14134,,A,,,"Percentage biodistribution in mouse brain, 5 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626287,BAO_0000218,955.0,
14135,,A,,,"Percentage biodistribution in mouse brain, 60 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626288,BAO_0000218,955.0,
14136,,A,,,"Percentage biodistribution in mouse heart, 10 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626289,BAO_0000218,,
14137,,A,,,"Percentage biodistribution in mouse heart, 30 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626290,BAO_0000218,,
14138,,A,,,"Percentage biodistribution in mouse heart, 5 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626291,BAO_0000218,,
14139,,A,,,"Percentage biodistribution in mouse heart, 60 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL839888,BAO_0000218,,
14140,,A,,,"Percentage biodistribution in mouse intestine, 10 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626292,BAO_0000218,160.0,
14141,,A,,,"Percentage biodistribution in mouse intestine, 30 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626293,BAO_0000218,160.0,
14142,,A,,,"Percentage biodistribution in mouse intestine, 5 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626294,BAO_0000218,160.0,
14143,,A,,,"Percentage biodistribution in mouse intestine, 60 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL626295,BAO_0000218,160.0,
14144,,A,,,"Percentage biodistribution in mouse liver, 10 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL627659,BAO_0000218,2107.0,
14145,,A,,,"Percentage biodistribution in mouse liver, 30 minutes of post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL627660,BAO_0000218,2107.0,
14146,,A,,,"Percentage biodistribution in mouse liver, 5 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL627661,BAO_0000218,2107.0,
14147,,A,,In vivo,Biodistribution in mice liver at 60 minutes of post injection,1,,,50594,10090.0,Intermediate,1,CHEMBL627662,BAO_0000218,2107.0,
14148,,A,,In vivo,Biodistribution in mice lungs at 10 min of post injection,1,,,50594,10090.0,Intermediate,1,CHEMBL627663,BAO_0000218,2048.0,
14149,,A,,,"Percentage biodistribution in mouse lung, 30 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL627664,BAO_0000218,,
14150,,A,,,"Percentage biodistribution in mousee lung, 5 minutes post injection",1,,,50594,10090.0,Intermediate,1,CHEMBL627665,BAO_0000218,,
14151,,A,,In vivo,Biodistribution in mice lungs at 60 min of post injection,1,,,50594,10090.0,Intermediate,1,CHEMBL627666,BAO_0000218,2048.0,
14152,,A,,,Percentage biodistribution in mouse spleen,1,,,50594,10090.0,Intermediate,1,CHEMBL627667,BAO_0000218,2106.0,
14153,,A,,,Percentage biodistribution in mouse stomach,1,,,50594,10090.0,Intermediate,1,CHEMBL627668,BAO_0000218,945.0,
14154,,A,,,Mean biodistribution and elimination data in urine was reported 24 h after administering compound intravenously in tumor-bearing female BALB-C mice.,1,,,50594,10090.0,Intermediate,1,CHEMBL627669,BAO_0000218,1088.0,
14155,,A,,In vivo,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in bladder,0,,,22224,,Autocuration,1,CHEMBL627670,BAO_0000218,1255.0,
14156,,A,,In vivo,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in blood,0,,,22224,,Autocuration,1,CHEMBL627671,BAO_0000218,178.0,
14157,,A,,In vivo,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in bone,0,,,22224,,Autocuration,1,CHEMBL627672,BAO_0000218,1474.0,
14158,,A,,In vivo,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in fat,0,,,22224,,Autocuration,1,CHEMBL627673,BAO_0000218,,
14159,,A,,In vivo,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in kidney,0,,,22224,,Autocuration,1,CHEMBL627674,BAO_0000218,2113.0,
14160,,A,,In vivo,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in liver,0,,,22224,,Autocuration,1,CHEMBL627675,BAO_0000218,2107.0,
14161,,A,,In vivo,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in lung,0,,,22224,,Autocuration,1,CHEMBL627676,BAO_0000218,2048.0,
14162,,A,,In vivo,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in muscle,0,,,22224,,Autocuration,1,CHEMBL627677,BAO_0000218,2385.0,
14163,,A,,,"Biomolecular rate constant for reactivation and measure of the inherent reactivity of the oximate form of the reactivator in the conditions of 25degreeC,pH 7.6",0,,,22224,,Autocuration,1,CHEMBL627678,BAO_0000019,,
14164,,A,,,Affinity for protein binding expressed as association constant in fresh rat serum,1,,,50597,10116.0,Intermediate,1,CHEMBL627679,BAO_0000218,1977.0,
14165,,A,,,Kinetic constant (Kcat) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation,0,,,22224,,Autocuration,1,CHEMBL627680,BAO_0000019,,
14166,,A,,,Kinetic constant (Kcat) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation; Inactive,0,,,22224,,Autocuration,1,CHEMBL627681,BAO_0000019,,
14167,,A,,,Inactivation constant (Kinact) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation,0,,,22224,,Autocuration,1,CHEMBL627682,BAO_0000019,,
14168,,A,,,Inactivation constant (Kinact) was calculated by inhibition of monoamino oxidase B (MAO B) at saturation; Inactive,0,,,22224,,Autocuration,1,CHEMBL627683,BAO_0000019,,
14169,,A,,,The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 2.4,0,,,22224,,Autocuration,1,CHEMBL627684,BAO_0000019,,
14170,,A,,,"The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 2.4; Significant cyclization occurred during nitro reduction, precluding isolation of the pure amine and determination of rate constants",0,,,22224,,Autocuration,1,CHEMBL874441,BAO_0000019,,
14171,,A,,,The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 6.8; No cyclization detected over 4 h,0,,,22224,,Autocuration,1,CHEMBL627685,BAO_0000019,,
14172,,A,,,"The observed pseudo-first-order rate constants of compound for cyclization reaction at pH 6.8; Significant cyclization occurred during nitro reduction, precluding isolation of the pure amine and determination of rate constants",0,,,22224,,Autocuration,1,CHEMBL627686,BAO_0000019,,
14173,,A,,,Apparent rate constant Koff for inactivation of dTMP synthase.,0,,,22224,,Autocuration,1,CHEMBL627687,BAO_0000019,,
14174,,A,,,The irreversible inhibitor activity by second order rate equation.,0,,,22224,,Autocuration,1,CHEMBL627688,BAO_0000019,,
14175,,A,,,Compound was tested for oral diuretic effect on spontaneously hypertensive rats by measuring the potassium excretion at 1 mg/kg concentration,1,,,50597,10116.0,Intermediate,1,CHEMBL628038,BAO_0000218,,
14176,,A,,,Compound was tested for oral diuretic effect on spontaneously hypertensive rats by measuring the potassium excretion at 5 mg/kg concentration,1,,,50597,10116.0,Intermediate,1,CHEMBL628039,BAO_0000218,,
14177,,A,,,Compound was tested for oral diuretic effect on spontaneously hypertensive rats by measuring the potassium excretion at vehicle concentration,1,,,50597,10116.0,Intermediate,1,CHEMBL628040,BAO_0000218,,
14178,,A,,,Dissociation rate calculated from the first-order equation using t1/2 value,0,,,22224,,Autocuration,1,CHEMBL628041,BAO_0000019,,
14179,,A,,,The compound was tested for Binding constant against DNA,0,,,22224,,Autocuration,1,CHEMBL630226,BAO_0000019,,
