ASSI,T,ASSTAI,VARII,CONFISC,RELATT,CHEI,SI,DOI,ASSORGA,ASTY,ASSUBCELFRAC,CURAB,SASI,CI,BAFO,TISI
13430,22224,,,0,U,CHEMBL625045,1,17584,,A,,Autocuration,,,BAO_0000019,
13431,22229,,,0,U,CHEMBL625046,1,13824,,P,,Autocuration,,,BAO_0000100,
13432,22229,,,0,U,CHEMBL625047,1,13824,,P,,Autocuration,,,BAO_0000100,
13433,22229,,,0,U,CHEMBL625048,1,16479,,P,,Autocuration,,,BAO_0000100,
13434,22229,,,0,U,CHEMBL625049,1,11997,,P,,Autocuration,,,BAO_0000100,
13435,22229,,,0,U,CHEMBL625050,1,2988,,P,,Autocuration,,,BAO_0000100,
13436,22229,,,0,U,CHEMBL625051,1,931,,P,,Autocuration,,,BAO_0000100,
13437,22229,,,0,U,CHEMBL874412,1,4381,,P,,Autocuration,,,BAO_0000100,
13438,22229,,,0,U,CHEMBL625052,1,4397,,P,,Autocuration,,,BAO_0000100,
13439,22229,,,0,U,CHEMBL625053,1,5889,,P,,Autocuration,,,BAO_0000100,
13440,22224,,,0,U,CHEMBL623250,1,6154,,A,,Autocuration,,,BAO_0000019,
13441,22224,,,0,U,CHEMBL623251,1,6154,,A,,Autocuration,,,BAO_0000019,
13442,22224,,,0,U,CHEMBL623252,1,6154,,A,,Autocuration,,,BAO_0000019,
13443,22224,,,0,U,CHEMBL623253,1,6154,,A,,Autocuration,,,BAO_0000019,
13444,22224,,,0,U,CHEMBL623254,1,6154,,A,,Autocuration,,,BAO_0000019,
13445,22224,,,0,U,CHEMBL623255,1,6154,,A,,Autocuration,,,BAO_0000019,
13446,22224,,,0,U,CHEMBL626831,1,6887,,A,,Autocuration,,,BAO_0000019,
13447,22224,,,0,U,CHEMBL877494,1,6887,,A,,Autocuration,,,BAO_0000019,
13448,22224,,,0,U,CHEMBL626832,1,14116,,A,,Autocuration,,,BAO_0000019,
13449,22224,,,0,U,CHEMBL626833,1,11137,,A,,Autocuration,,,BAO_0000019,
13450,22224,,,0,U,CHEMBL626834,1,7230,,P,,Autocuration,,,BAO_0000100,
13451,22224,,,0,U,CHEMBL626835,1,15741,,A,,Autocuration,,,BAO_0000019,
13452,22224,,,0,U,CHEMBL626836,1,9663,,A,,Autocuration,,,BAO_0000019,
13453,22229,,,0,U,CHEMBL626837,1,9663,,P,,Autocuration,,,BAO_0000100,
13454,22224,,,0,U,CHEMBL626838,1,13807,,A,,Autocuration,,,BAO_0000019,
13455,22224,,,0,U,CHEMBL626839,1,13807,,P,,Autocuration,,,BAO_0000100,
13456,22224,,,0,U,CHEMBL626840,1,17425,,A,,Autocuration,,,BAO_0000019,
13457,22224,,,0,U,CHEMBL626841,1,12143,,A,,Autocuration,,,BAO_0000019,
13458,22224,,,0,U,CHEMBL626842,1,12608,,A,,Autocuration,,,BAO_0000219,
13459,22224,,,0,U,CHEMBL626843,1,12608,,A,,Autocuration,,,BAO_0000219,
13460,50597,10116.0,,1,N,CHEMBL626844,1,8649,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13461,50597,10116.0,,1,N,CHEMBL877495,1,8649,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13462,50597,10116.0,,1,N,CHEMBL626845,1,8649,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13463,50597,10116.0,,1,N,CHEMBL626846,1,8649,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13464,50597,10116.0,,1,N,CHEMBL626847,1,8649,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13465,50597,10116.0,,1,N,CHEMBL628677,1,8649,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13466,50597,10116.0,,1,N,CHEMBL628678,1,8649,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13467,22224,,,0,U,CHEMBL628679,1,9659,,A,,Autocuration,,,BAO_0000019,
13468,22224,,,0,U,CHEMBL628680,1,9659,,A,,Autocuration,,,BAO_0000019,
13469,22224,,,0,U,CHEMBL628681,1,9659,,A,,Autocuration,,,BAO_0000019,
13470,22224,,,0,U,CHEMBL628682,1,9659,,A,,Autocuration,,,BAO_0000019,
13471,22224,,,0,U,CHEMBL628683,1,9659,,A,,Autocuration,,,BAO_0000019,
13472,50597,10116.0,,1,N,CHEMBL628684,1,9607,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13473,22229,,,0,U,CHEMBL877501,1,7057,,P,,Autocuration,,,BAO_0000100,
13474,22224,,,0,U,CHEMBL628685,1,7057,,P,,Autocuration,,,BAO_0000100,
13475,50597,10116.0,,1,N,CHEMBL628686,1,7911,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13476,50597,10116.0,,1,N,CHEMBL628687,1,7911,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13477,50597,10116.0,,1,N,CHEMBL628688,1,7911,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13478,50597,10116.0,,1,N,CHEMBL628689,1,7911,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13479,50597,10116.0,,1,N,CHEMBL628690,1,7911,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
13480,50597,10116.0,,1,N,CHEMBL629363,1,7911,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2107.0
13481,50597,10116.0,,1,N,CHEMBL629364,1,7911,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2106.0
13482,50597,10116.0,,1,N,CHEMBL629365,1,7911,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,2106.0
13483,50597,10116.0,,1,N,CHEMBL629366,1,7911,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13484,50597,10116.0,,1,N,CHEMBL629367,1,7911,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13485,50597,10116.0,,1,N,CHEMBL629368,1,7911,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1988.0
13486,50597,10116.0,,1,N,CHEMBL877502,1,7911,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13487,50594,10090.0,,1,N,CHEMBL629369,1,13792,Mus musculus,A,,Intermediate,,,BAO_0000218,2037.0
13488,50594,10090.0,,1,N,CHEMBL629370,1,13792,Mus musculus,A,,Intermediate,,,BAO_0000218,955.0
13489,22224,314293.0,,0,U,CHEMBL629371,1,8133,Simiiformes,A,,Autocuration,,,BAO_0000218,1088.0
13490,22224,314293.0,,0,U,CHEMBL626276,1,8133,Simiiformes,A,,Autocuration,,,BAO_0000218,1088.0
13491,22224,314293.0,,0,U,CHEMBL626277,1,8133,Simiiformes,A,,Autocuration,,,BAO_0000218,1088.0
13492,22224,314293.0,,0,U,CHEMBL631250,1,8133,Simiiformes,A,,Autocuration,,,BAO_0000218,1088.0
13493,50597,10116.0,,1,N,CHEMBL631251,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13494,50597,10116.0,,1,N,CHEMBL631252,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13495,50597,10116.0,,1,N,CHEMBL631253,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13496,50597,10116.0,,1,N,CHEMBL631254,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13497,50597,10116.0,,1,N,CHEMBL631255,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13498,50597,10116.0,,1,N,CHEMBL631256,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13499,50597,10116.0,,1,N,CHEMBL631257,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13500,50597,10116.0,,1,N,CHEMBL628009,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13501,50597,10116.0,,1,N,CHEMBL628010,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13502,50597,10116.0,,1,N,CHEMBL628011,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13503,50597,10116.0,,1,N,CHEMBL628012,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13504,50597,10116.0,,1,N,CHEMBL628013,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13505,50597,10116.0,,1,N,CHEMBL628014,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13506,50588,9615.0,,1,N,CHEMBL628015,1,8133,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,1088.0
13507,50588,9615.0,,1,N,CHEMBL628016,1,8133,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,1088.0
13508,50588,9615.0,,1,N,CHEMBL874461,1,8133,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,1088.0
13509,50588,9615.0,,1,N,CHEMBL628017,1,8133,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,1088.0
13510,50588,9615.0,,1,N,CHEMBL628018,1,8133,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,1088.0
13511,50588,9615.0,,1,N,CHEMBL628019,1,8133,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,1088.0
13512,50588,9615.0,,1,N,CHEMBL628020,1,8133,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,1088.0
13513,50588,9615.0,,1,N,CHEMBL628021,1,8133,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,1088.0
13514,50588,9615.0,,1,N,CHEMBL628022,1,8133,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,1088.0
13515,50588,9615.0,,1,N,CHEMBL628023,1,8133,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,1088.0
13516,22224,314293.0,,0,U,CHEMBL628024,1,8133,Simiiformes,A,,Autocuration,,,BAO_0000218,1088.0
13517,22224,314293.0,,0,U,CHEMBL628025,1,8133,Simiiformes,A,,Autocuration,,,BAO_0000218,1088.0
13518,22224,314293.0,,0,U,CHEMBL628026,1,8133,Simiiformes,A,,Autocuration,,,BAO_0000218,1088.0
13519,22224,314293.0,,0,U,CHEMBL628027,1,8133,Simiiformes,A,,Autocuration,,,BAO_0000218,1088.0
13520,22224,314293.0,,0,U,CHEMBL628028,1,8133,Simiiformes,A,,Autocuration,,,BAO_0000218,1088.0
13521,50597,10116.0,,1,N,CHEMBL628029,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13522,50597,10116.0,,1,N,CHEMBL628030,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13523,50597,10116.0,,1,N,CHEMBL628031,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13524,50597,10116.0,,1,N,CHEMBL628032,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13525,50597,10116.0,,1,N,CHEMBL628033,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13526,50597,10116.0,,1,N,CHEMBL628034,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13527,50597,10116.0,,1,N,CHEMBL628035,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13528,50597,10116.0,,1,N,CHEMBL628036,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13529,50597,10116.0,,1,N,CHEMBL874462,1,8133,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1088.0
13530,50588,9615.0,,1,N,CHEMBL628037,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13531,50588,9615.0,,1,N,CHEMBL628123,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13532,50588,9615.0,,1,N,CHEMBL628124,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13533,50588,9615.0,,1,N,CHEMBL628125,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13534,50588,9615.0,,1,N,CHEMBL628126,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13535,50588,9615.0,,1,N,CHEMBL628127,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13536,50588,9615.0,,1,N,CHEMBL628128,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13537,50588,9615.0,,1,N,CHEMBL628129,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13538,50588,9615.0,,1,N,CHEMBL628130,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13539,50588,9615.0,,1,N,CHEMBL628131,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13540,50588,9615.0,,1,N,CHEMBL628132,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13541,50588,9615.0,,1,N,CHEMBL628133,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13542,50588,9615.0,,1,N,CHEMBL628134,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13543,50588,9615.0,,1,N,CHEMBL628135,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13544,50588,9615.0,,1,N,CHEMBL628136,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13545,50588,9615.0,,1,N,CHEMBL628137,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13546,50588,9615.0,,1,N,CHEMBL628138,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13547,50588,9615.0,,1,N,CHEMBL628139,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13548,50588,9615.0,,1,N,CHEMBL628140,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13549,50588,9615.0,,1,N,CHEMBL628141,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13550,50588,9615.0,,1,N,CHEMBL628142,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13551,50588,9615.0,,1,N,CHEMBL628143,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13552,50588,9615.0,,1,N,CHEMBL628144,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13553,50588,9615.0,,1,N,CHEMBL628145,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13554,50588,9615.0,,1,N,CHEMBL628146,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13555,50588,9615.0,,1,N,CHEMBL625355,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13556,50588,9615.0,,1,N,CHEMBL625356,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13557,50588,9615.0,,1,N,CHEMBL625357,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13558,50588,9615.0,,1,N,CHEMBL625527,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13559,50588,9615.0,,1,N,CHEMBL875473,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13560,50588,9615.0,,1,N,CHEMBL625528,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13561,50597,10116.0,,1,N,CHEMBL626304,1,9025,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13562,50588,9615.0,,1,N,CHEMBL624138,1,9025,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,1637.0
13563,22229,,,0,U,CHEMBL624139,1,6448,,P,,Autocuration,,,BAO_0000100,
13564,22229,,,0,U,CHEMBL624140,1,17221,,P,,Autocuration,,,BAO_0000100,
13565,22229,,,0,U,CHEMBL624141,1,6545,,P,,Autocuration,,,BAO_0000100,
13566,22229,,,0,U,CHEMBL624142,1,577,,P,,Autocuration,,,BAO_0000100,
13567,22229,,,0,U,CHEMBL624143,1,6285,,P,,Autocuration,,,BAO_0000100,
13568,22229,,,0,U,CHEMBL624144,1,6500,,P,,Autocuration,,,BAO_0000100,
13569,22229,,,0,U,CHEMBL624145,1,6716,,P,,Autocuration,,,BAO_0000100,
13570,22229,,,0,U,CHEMBL624146,1,13658,,P,,Autocuration,,,BAO_0000100,
13571,22229,,,0,U,CHEMBL624147,1,6549,,P,,Autocuration,,,BAO_0000100,
13572,22229,,,0,U,CHEMBL883123,1,14685,,P,,Autocuration,,,BAO_0000100,
13573,22224,,,0,U,CHEMBL624148,1,6893,,A,,Autocuration,,,BAO_0000019,
13574,22224,,,0,U,CHEMBL874416,1,3687,,A,,Autocuration,,,BAO_0000019,
13575,22229,,,0,U,CHEMBL624149,1,4207,,P,,Autocuration,,,BAO_0000100,
13576,22229,,,0,U,CHEMBL624150,1,4626,,P,,Autocuration,,,BAO_0000100,
13577,22224,,,0,U,CHEMBL624151,1,1021,,P,,Autocuration,,,BAO_0000100,
13578,22224,,,0,U,CHEMBL624152,1,3777,,P,,Autocuration,,,BAO_0000100,
13579,22224,,,0,U,CHEMBL622139,1,17533,,P,,Autocuration,,,BAO_0000100,
13580,22229,,,0,U,CHEMBL622140,1,6524,,P,,Autocuration,,,BAO_0000100,
13581,22224,,,0,U,CHEMBL622141,1,17533,,P,,Autocuration,,,BAO_0000100,
13582,22224,,,0,U,CHEMBL622142,1,6480,,P,,Autocuration,,,BAO_0000100,
13583,22229,,,0,U,CHEMBL622143,1,17606,,P,,Autocuration,,,BAO_0000100,
13584,22229,,,0,U,CHEMBL622144,1,6863,,P,,Autocuration,,,BAO_0000100,
13585,22224,,,0,U,CHEMBL877473,1,1356,,A,,Autocuration,,,BAO_0000019,
13586,22229,,,0,U,CHEMBL622145,1,3326,,P,,Autocuration,,,BAO_0000100,
13587,22224,,,0,U,CHEMBL622146,1,1356,,A,,Autocuration,,,BAO_0000019,
13588,22229,,,0,U,CHEMBL622147,1,12984,,P,,Autocuration,,,BAO_0000100,
13589,22224,,,0,U,CHEMBL622148,1,17363,,A,,Autocuration,,,BAO_0000019,
13590,22224,,,0,U,CHEMBL883124,1,6827,,A,,Autocuration,,,BAO_0000019,
13591,22229,,,0,U,CHEMBL622149,1,261,,P,,Autocuration,,,BAO_0000100,
13592,22224,,,0,U,CHEMBL622150,1,2685,,A,,Autocuration,,,BAO_0000019,
13593,22224,,,0,U,CHEMBL622151,1,414,,P,,Autocuration,,,BAO_0000100,
13594,22229,,,0,U,CHEMBL622152,1,15769,,P,,Autocuration,,,BAO_0000100,
13595,22224,,,0,U,CHEMBL622153,1,17248,,A,,Autocuration,,,BAO_0000019,
13596,22224,,,0,U,CHEMBL877474,1,16935,,A,,Autocuration,,,BAO_0000218,
13597,22224,,,0,U,CHEMBL622154,1,16935,,A,,Autocuration,,,BAO_0000218,
13598,22224,,,0,U,CHEMBL622155,1,14832,,A,,Autocuration,,,BAO_0000218,1969.0
13599,22224,,,0,U,CHEMBL622156,1,14832,,A,,Autocuration,,,BAO_0000218,1969.0
13600,50597,10116.0,,1,N,CHEMBL622157,1,2399,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
13601,50597,10116.0,,1,N,CHEMBL622158,1,2399,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
13602,50597,10116.0,,1,N,CHEMBL622807,1,6227,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13603,50797,9544.0,,1,N,CHEMBL622808,1,6227,Macaca mulatta,A,,Intermediate,,,BAO_0000218,
13604,22224,,,0,U,CHEMBL622809,1,5623,,A,,Autocuration,,,BAO_0000218,
13605,22224,,,0,U,CHEMBL622810,1,4854,,A,,Autocuration,,,BAO_0000218,
13606,100712,10026.0,,1,N,CHEMBL876653,1,4493,Cricetinae,A,,Intermediate,,,BAO_0000218,
13607,100712,10026.0,,1,N,CHEMBL622811,1,4493,Cricetinae,A,,Intermediate,,,BAO_0000218,
13608,50597,10116.0,,1,N,CHEMBL622986,1,14956,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13609,50597,10116.0,,1,N,CHEMBL622987,1,15372,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
13610,50597,10116.0,,1,N,CHEMBL622988,1,15372,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
13611,50597,10116.0,,1,N,CHEMBL622989,1,15372,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
13612,50597,10116.0,,1,N,CHEMBL622990,1,15372,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
13613,22224,314293.0,,0,U,CHEMBL622991,1,15604,Simiiformes,A,,Autocuration,,,BAO_0000218,1969.0
13614,50597,10116.0,,1,N,CHEMBL622227,1,15604,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,1969.0
13615,50588,9615.0,,1,N,CHEMBL622228,1,15604,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,1969.0
13616,50597,10116.0,,1,N,CHEMBL622229,1,14964,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13617,50512,10141.0,,1,N,CHEMBL622230,1,15240,Cavia porcellus,A,,Intermediate,,,BAO_0000218,
13618,50597,10116.0,,1,N,CHEMBL622231,1,16449,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13619,100710,9541.0,,1,N,CHEMBL622232,1,16449,Macaca fascicularis,A,,Intermediate,,,BAO_0000218,
13620,22224,,,0,U,CHEMBL622233,1,12902,,A,,Autocuration,,,BAO_0000218,
13621,22224,,,0,U,CHEMBL622234,1,12902,,A,,Autocuration,,,BAO_0000218,
13622,22224,,,0,U,CHEMBL622235,1,12902,,A,,Autocuration,,,BAO_0000218,
13623,22224,,,0,U,CHEMBL622236,1,12902,,A,,Autocuration,,,BAO_0000218,
13624,22224,,,0,U,CHEMBL622237,1,12902,,A,,Autocuration,,,BAO_0000218,
13625,22224,,,0,U,CHEMBL877482,1,12902,,A,,Autocuration,,,BAO_0000218,
13626,22224,,,0,U,CHEMBL622238,1,12902,,A,,Autocuration,,,BAO_0000218,
13627,22224,,,0,U,CHEMBL622239,1,12902,,A,,Autocuration,,,BAO_0000218,
13628,22224,,,0,U,CHEMBL622240,1,11149,,A,,Autocuration,,,BAO_0000218,178.0
13629,22224,,,0,U,CHEMBL622241,1,11149,,A,,Autocuration,,,BAO_0000218,178.0
13630,50597,10116.0,,1,N,CHEMBL631013,1,5669,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13631,50797,9544.0,,1,N,CHEMBL631014,1,5669,Macaca mulatta,A,,Intermediate,,,BAO_0000218,
13632,50588,9615.0,,1,N,CHEMBL631015,1,5669,Canis lupus familiaris,A,,Intermediate,,,BAO_0000218,
13633,50597,10116.0,,1,N,CHEMBL631016,1,5669,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13634,50597,10116.0,,1,N,CHEMBL631017,1,5669,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13635,50597,10116.0,,1,N,CHEMBL631018,1,5669,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13636,22224,,,0,U,CHEMBL631019,1,4236,,A,,Autocuration,,,BAO_0000218,
13637,50594,10090.0,,1,N,CHEMBL875761,1,13792,Mus musculus,A,,Intermediate,,,BAO_0000218,955.0
13638,50594,10090.0,,1,N,CHEMBL631020,1,13792,Mus musculus,A,,Intermediate,,,BAO_0000218,955.0
13639,50594,10090.0,,1,N,CHEMBL631669,1,13792,Mus musculus,A,,Intermediate,,,BAO_0000218,955.0
13640,50594,10090.0,,1,N,CHEMBL631670,1,13792,Mus musculus,A,,Intermediate,,,BAO_0000218,955.0
13641,50594,10090.0,,1,N,CHEMBL631671,1,13792,Mus musculus,A,,Intermediate,,,BAO_0000218,2435.0
13642,50597,10116.0,,1,N,CHEMBL631672,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13643,50597,10116.0,,1,N,CHEMBL631673,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13644,50597,10116.0,,1,N,CHEMBL631856,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13645,50597,10116.0,,1,N,CHEMBL631857,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13646,50597,10116.0,,1,N,CHEMBL631858,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13647,50597,10116.0,,1,N,CHEMBL631859,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13648,50597,10116.0,,1,N,CHEMBL631860,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13649,50597,10116.0,,1,N,CHEMBL631861,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13650,50597,10116.0,,1,N,CHEMBL631862,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13651,50597,10116.0,,1,N,CHEMBL631863,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13652,50597,10116.0,,1,N,CHEMBL631864,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13653,50597,10116.0,,1,N,CHEMBL631865,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13654,50597,10116.0,,1,N,CHEMBL631866,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13655,50597,10116.0,,1,N,CHEMBL629360,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13656,50597,10116.0,,1,N,CHEMBL629361,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13657,50597,10116.0,,1,N,CHEMBL629362,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13658,50597,10116.0,,1,N,CHEMBL630740,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13659,50597,10116.0,,1,N,CHEMBL630741,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13660,50597,10116.0,,1,N,CHEMBL630742,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,178.0
13661,50597,10116.0,,1,N,CHEMBL630743,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13662,50597,10116.0,,1,N,CHEMBL630744,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13663,50597,10116.0,,1,N,CHEMBL630745,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13664,50597,10116.0,,1,N,CHEMBL630746,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13665,50597,10116.0,,1,N,CHEMBL630747,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13666,50597,10116.0,,1,N,CHEMBL630748,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13667,50597,10116.0,,1,N,CHEMBL632056,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13668,50597,10116.0,,1,N,CHEMBL632057,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13669,50597,10116.0,,1,N,CHEMBL632058,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13670,50597,10116.0,,1,N,CHEMBL632059,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13671,50597,10116.0,,1,N,CHEMBL632060,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13672,50597,10116.0,,1,N,CHEMBL632061,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13673,50597,10116.0,,1,N,CHEMBL629207,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
13674,50597,10116.0,,1,N,CHEMBL629208,1,8418,Rattus norvegicus,A,,Intermediate,,,BAO_0000218,
