variant_id,relationship_type,assay_type,chembl_id,src_id,confidence_score,assay_tissue,bao_format,description,assay_organism,assay_category,cell_id,assay_cell_type,curated_by,src_assay_id,assay_strain,assay_test_type,assay_id,tissue_id,assay_tax_id,tid,doc_id,assay_subcellular_fraction
,N,A,CHEMBL626591,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -25/-33,Canis lupus familiaris,,,,Intermediate,,,In vivo,13376,,9615.0,50588,9025,
,N,A,CHEMBL627181,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -3/-13,Canis lupus familiaris,,,,Intermediate,,,In vivo,13377,,9615.0,50588,9025,
,N,A,CHEMBL628083,1,1,,BAO_0000218,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as heart rate (HR) at a dose of 10/30 range (low/high); -5/-47,Canis lupus familiaris,,,,Intermediate,,,In vivo,13378,,9615.0,50588,9025,
,U,A,CHEMBL628084,1,0,,BAO_0000218,IV clearance determined at an peroral dose of 15 mg/kg.,,,,,Autocuration,,,In vivo,13379,,,22224,15173,
,N,F,CHEMBL628085,1,1,,BAO_0000218,Mouse oral clearance was measured against Hymenolepiasis nana.,Hymenolepis nana,,,,Expert,,,In vivo,13380,,102285.0,50064,7732,
,N,F,CHEMBL628086,1,1,,BAO_0000218,Mouse oral clearance was measured against Nematospiroides dubius,Heligmosomoides polygyrus,,,,Expert,,,In vivo,13381,,6339.0,50545,7732,
,U,F,CHEMBL628087,1,0,,BAO_0000218,Mouse oral clearance was measured against N. dubius; NT is Not Tested,,,,,Autocuration,,,In vivo,13382,,,22224,7732,
,N,A,CHEMBL628088,1,1,,BAO_0000218,Mouse oral clearance was measured against N. nana; NT is Not Tested,Mus musculus,,,,Intermediate,,,In vivo,13383,,10090.0,50594,7732,
,U,B,CHEMBL628089,1,0,,BAO_0000218,Mouse oral clearance was measured against N. nana; NT is Not Tested,,,,,Autocuration,,,In vivo,13384,,,22224,7732,
,U,A,CHEMBL628090,1,0,,BAO_0000218,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 10 J/cm e2 ultraviolet-A radiation,,,,,Autocuration,,,In vivo,13385,,,22224,8328,
,U,A,CHEMBL628091,1,0,,BAO_0000218,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 6 J/cm e2 ultraviolet-A radiation,,,,,Autocuration,,,In vivo,13386,,,22224,8328,
,U,A,CHEMBL628092,1,0,,BAO_0000218,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 8 J/cm e2 ultraviolet-A radiation,,,,,Autocuration,,,In vivo,13387,,,22224,8328,
,U,A,CHEMBL628093,1,0,,BAO_0000218,Percentage of clearance of psoriatic lesions by 8-methoxypsoralen (8-MOP) for comparison at dose of 9 J/cm e2 ultraviolet-A radiation,,,,,Autocuration,,,In vivo,13388,,,22224,8328,
,U,A,CHEMBL875607,1,0,,BAO_0000218,Percentage of clearance of psoriatic lesions by the compound at dose of 10 J/cm e2 ultraviolet-A radiation,,,,,Autocuration,,,In vivo,13389,,,22224,8328,
,U,A,CHEMBL625710,1,0,,BAO_0000218,Percentage of clearance of psoriatic lesions by the compound at dose of 4 J/cm e2 ultraviolet-A radiation,,,,,Autocuration,,,In vivo,13390,,,22224,8328,
,U,A,CHEMBL625711,1,0,,BAO_0000218,Percentage of clearance of psoriatic lesions by the compound at dose of 6 J/cm e2 ultraviolet-A radiation,,,,,Autocuration,,,In vivo,13391,,,22224,8328,
,U,A,CHEMBL625712,1,0,,BAO_0000218,Percentage of clearance of psoriatic lesions by the compound at dose of 8 J/cm e2 ultraviolet-A radiation,,,,,Autocuration,,,In vivo,13392,,,22224,8328,
,U,A,CHEMBL625713,1,0,,BAO_0000218,Percentage of clearance of psoriatic lesions by the compound at dose of 9 J/cm e2 ultraviolet-A radiation,,,,,Autocuration,,,In vivo,13393,,,22224,8328,
,N,A,CHEMBL625714,1,1,,BAO_0000218,Pharmacokinetic parameter clearance was determined in fed Beagle dogs after iv administration of 1.5 mg/kg,Canis lupus familiaris,,,,Intermediate,,,In vivo,13394,,9615.0,50588,13376,
,N,A,CHEMBL625715,1,1,,BAO_0000218,Plasma clearance after intravenous administration dosing (30 mg/kg) in Rhesus monkey,Macaca mulatta,,,,Intermediate,,,In vivo,13395,,9544.0,50797,13477,
,N,A,CHEMBL625716,1,1,,BAO_0000218,Plasma clearance after intravenous administration dosing (30 mg/kg) in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,13396,,10116.0,50597,13477,
,N,A,CHEMBL625717,1,1,,BAO_0000218,Plasma clearance after intravenous administration iv dosing of 3 mg/kg in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,13397,,10116.0,50597,13477,
,N,A,CHEMBL625718,1,1,,BAO_0000218,Plasma clearance was determined for the compound in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,13398,,10116.0,50597,13313,
,N,A,CHEMBL625719,1,1,,BAO_0000218,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 1,Rattus norvegicus,,,,Intermediate,,,In vivo,13399,,10116.0,50597,12504,
,N,A,CHEMBL625720,1,1,,BAO_0000218,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 2,Rattus norvegicus,,,,Intermediate,,,In vivo,13400,,10116.0,50597,12504,
,N,A,CHEMBL625721,1,1,,BAO_0000218,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 3,Rattus norvegicus,,,,Intermediate,,,In vivo,13401,,10116.0,50597,12504,
,N,A,CHEMBL625722,1,1,,BAO_0000218,Tested for total body clearance (CL) after intravenous bolus administration of 100 mg/kg in rat 4,Rattus norvegicus,,,,Intermediate,,,In vivo,13402,,10116.0,50597,12504,
,N,A,CHEMBL625723,1,1,,BAO_0000218,The compound was tested for systemic clearance pharmacokinetic parameter in the male Sprague-Dawley rat.,Rattus norvegicus,,,,Intermediate,,,In vivo,13403,,10116.0,50597,13129,
,N,A,CHEMBL625724,1,1,,BAO_0000218,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.0125 concentration of diet.,Heligmosomoides polygyrus,,,,Intermediate,,,In vivo,13404,,6339.0,50545,7732,
,N,A,CHEMBL625725,1,1,,BAO_0000218,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.025 concentration of diet.,Heligmosomoides polygyrus,,,,Intermediate,,,In vivo,13405,,6339.0,50545,7732,
,N,A,CHEMBL625726,1,1,,BAO_0000218,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.05 concentration of diet.,Heligmosomoides polygyrus,,,,Intermediate,,,In vivo,13406,,6339.0,50545,7732,
,N,A,CHEMBL875608,1,1,,BAO_0000218,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.1 concentration of diet.,Heligmosomoides polygyrus,,,,Intermediate,,,In vivo,13407,,6339.0,50545,7732,
,N,A,CHEMBL625727,1,1,,BAO_0000218,Titration of anthelmintic activity against Nematospiroides dubius in mice at 0.2 concentration of diet.,Heligmosomoides polygyrus,,,,Intermediate,,,In vivo,13408,,6339.0,50545,7732,
,U,A,CHEMBL625728,1,0,Urine,BAO_0000218,Urinary clearance was determined in rat at 100 mg/kg os dosage;ND is defined as no-data.,Rattus norvegicus,,,,Autocuration,,,In vivo,13409,1088.0,10116.0,22224,9278,
,U,A,CHEMBL625729,1,0,,BAO_0000218,Total clearance was determined in rat at 10 mg/kg intraperitoneal dosage,Rattus norvegicus,,,,Autocuration,,,In vivo,13410,,10116.0,22224,9278,
,U,A,CHEMBL625730,1,0,,BAO_0000218,Total clearance was determined in rat at 25 mg/kg os dosage;ND is defined as no-data.,Rattus norvegicus,,,,Autocuration,,,In vivo,13411,,10116.0,22224,9278,
,U,A,CHEMBL625731,1,0,Urine,BAO_0000218,Urinary clearance was determined in rat at 10 mg/kg intraperitoneal dosage,Rattus norvegicus,,,,Autocuration,,,In vivo,13412,1088.0,10116.0,22224,9278,
,U,A,CHEMBL626417,1,0,Urine,BAO_0000218,Urinary clearance was determined in rat at 25 mg/kg os dosage,Rattus norvegicus,,,,Autocuration,,,In vivo,13413,1088.0,10116.0,22224,9278,
,N,A,CHEMBL626418,1,1,Urine,BAO_0000218,Urinary clearance was determined at 100 mg/kg oral dosage in human,Homo sapiens,,,,Intermediate,,,In vivo,13414,1088.0,9606.0,50587,9278,
,N,A,CHEMBL626419,1,1,Urine,BAO_0000218,Urinary clearance was determined at 20 mg/kg oral dosage in dog(beagle);ND is defined as no-data.,Canis lupus familiaris,,,,Intermediate,,,In vivo,13415,1088.0,9615.0,50588,9278,
,N,A,CHEMBL626592,1,1,Plasma,BAO_0000218,Plasma concentration in dogs after 2 hr at 30mg/kg oral dose,Canis lupus familiaris,,,,Intermediate,,,In vivo,13416,1969.0,9615.0,50588,5932,
,N,A,CHEMBL626593,1,1,Plasma,BAO_0000218,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,Rattus norvegicus,,,,Intermediate,,,In vivo,13417,1969.0,10116.0,50597,5932,
,N,A,CHEMBL626594,1,1,,BAO_0000218,Clearance was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat,Rattus norvegicus,,,,Intermediate,,,In vivo,13418,,10116.0,50597,5182,
,N,A,CHEMBL625035,1,1,,BAO_0000218,Clearance rate in dogs,Canis lupus familiaris,,,,Intermediate,,,In vivo,13419,,9615.0,50588,10499,
,U,A,CHEMBL625036,1,0,,BAO_0000019,Compound was measured for intrinsic clearance,,,,,Autocuration,,,In vitro,13420,,,22224,6051,
,U,P,CHEMBL625037,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13421,,,22229,17508,
,U,P,CHEMBL625038,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13422,,,22229,6228,
,U,P,CHEMBL625039,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13423,,,22229,6231,
,U,P,CHEMBL625040,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13424,,,22229,17740,
,U,P,CHEMBL625041,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13425,,,22229,6495,
,U,P,CHEMBL625042,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13426,,,22229,2171,
,U,A,CHEMBL874411,1,0,,BAO_0000019,Partition coefficient of the compound,,,,,Autocuration,,,,13427,,,22224,3255,
,U,A,CHEMBL625043,1,0,,BAO_0000019,Permeability,,,,,Autocuration,,,,13428,,,22224,6821,
,U,P,CHEMBL625044,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13429,,,22229,2685,
,U,A,CHEMBL625045,1,0,,BAO_0000019,Partition coefficient (logD),,,,,Autocuration,,,,13430,,,22224,17584,
,U,P,CHEMBL625046,1,0,,BAO_0000100,Calculated partition coefficient (clogP) (CLOGP3 V3.4),,,,,Autocuration,,,,13431,,,22229,13824,
,U,P,CHEMBL625047,1,0,,BAO_0000100,Calculated partition coefficient (clogP) (CLOGP3 V3.4),,,,,Autocuration,,,,13432,,,22229,13824,
,U,P,CHEMBL625048,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13433,,,22229,16479,
,U,P,CHEMBL625049,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13434,,,22229,11997,
,U,P,CHEMBL625050,1,0,,BAO_0000100,Calculated logarithm of partition coefficient (P) was determined,,,,,Autocuration,,,,13435,,,22229,2988,
,U,P,CHEMBL625051,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13436,,,22229,931,
,U,P,CHEMBL874412,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13437,,,22229,4381,
,U,P,CHEMBL625052,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13438,,,22229,4397,
,U,P,CHEMBL625053,1,0,,BAO_0000100,Calculated partition coefficient (clogP),,,,,Autocuration,,,,13439,,,22229,5889,
,U,A,CHEMBL623250,1,0,,BAO_0000019,In vitro stability to pepsin promoting hydrolysis after 8 hr incubation time,,,,,Autocuration,,,,13440,,,22224,6154,
,U,A,CHEMBL623251,1,0,,BAO_0000019,In vitro stability to trypsin promoting hydrolysis after 1 hr incubation time,,,,,Autocuration,,,,13441,,,22224,6154,
,U,A,CHEMBL623252,1,0,,BAO_0000019,In vitro stability to trypsin promoting hydrolysis after 2 hr incubation time,,,,,Autocuration,,,,13442,,,22224,6154,
,U,A,CHEMBL623253,1,0,,BAO_0000019,In vitro stability to trypsin promoting hydrolysis after 64h incubation time,,,,,Autocuration,,,,13443,,,22224,6154,
,U,A,CHEMBL623254,1,0,,BAO_0000019,In vitro stability to trypsin promoting hydrolysis after 84 hr incubation time,,,,,Autocuration,,,,13444,,,22224,6154,
,U,A,CHEMBL623255,1,0,,BAO_0000019,In vitro stability to trypsin promoting hydrolysis after 8 hr incubation time,,,,,Autocuration,,,,13445,,,22224,6154,
,U,A,CHEMBL626831,1,0,,BAO_0000019,Percent degradation of compound at a pH of 1 over a 18 hr period,,,,,Autocuration,,,,13446,,,22224,6887,
,U,A,CHEMBL877494,1,0,,BAO_0000019,Percent degradation of compound at pH of 1 over an 18 hr period,,,,,Autocuration,,,,13447,,,22224,6887,
,U,A,CHEMBL626832,1,0,,BAO_0000019,Delta Logarithm of Partition Coefficient value was determined.,,,,,Autocuration,,,,13448,,,22224,14116,
,U,A,CHEMBL626833,1,0,,BAO_0000019,Delta logPoct-cyc,,,,,Autocuration,,,,13449,,,22224,11137,
,U,P,CHEMBL626834,1,0,,BAO_0000100,Lipophilicity estimated on reversed phase TLC,,,,,Autocuration,,,,13450,,,22224,7230,
,U,A,CHEMBL626835,1,0,,BAO_0000019,Delta Tm value ( Tmdrug-DNA )-TmDNA ) was obtained for the covalently cross-linked compound in the absence of formaldehyde using calf thymus DNA.,,,,,Autocuration,,,,13451,,,22224,15741,
,U,A,CHEMBL626836,1,0,,BAO_0000019,Delta logPoct-cyc,,,,,Autocuration,,,,13452,,,22224,9663,
,U,P,CHEMBL626837,1,0,,BAO_0000100,Change in logarithm of partition coefficient of the compound,,,,,Autocuration,,,,13453,,,22229,9663,
,U,A,CHEMBL626838,1,0,,BAO_0000019,Delta logD (pH 6.5),,,,,Autocuration,,,,13454,,,22224,13807,
,U,P,CHEMBL626839,1,0,,BAO_0000100,"Partition coefficient by standard shake-flask techniquesat 37 C, using octanol and cyclohexane",,,,,Autocuration,,,,13455,,,22224,13807,
,U,A,CHEMBL626840,1,0,,BAO_0000019,Oxygen pressure at which hemoglobin is 50% oxygenated; negative sign indicates that P50 of modified Hb is lower than that of unmodified Hb,,,,,Autocuration,,,,13456,,,22224,17425,
,U,A,CHEMBL626841,1,0,,BAO_0000019,Deoxyribose-damaging property as a measure of hydroxyl-radical formation (uM of malondialdehyde/mmol of deoxyribose released by 75 uM test compound),,,,,Autocuration,,,,13457,,,22224,12143,
,U,A,CHEMBL626842,1,0,,BAO_0000219,Peak depolarizations produced by injections of 100 micro M Ins p3 isomers in nine cells,,,,,Autocuration,,,,13458,,,22224,12608,
,U,A,CHEMBL626843,1,0,,BAO_0000219,Peak depolarizations produced by injections of 100 micro M Ins p3 isomers in six cells,,,,,Autocuration,,,,13459,,,22224,12608,
,N,A,CHEMBL626844,1,1,,BAO_0000218,Amount of deuterium retained was reported after normal workup in beta-naphthoflavone-treated male rats with the substrate rac 7-D,Rattus norvegicus,,,,Intermediate,,,,13460,,10116.0,50597,8649,
,N,A,CHEMBL877495,1,1,,BAO_0000218,Amount of deuterium retained was reported after normal workup in rats,Rattus norvegicus,,,,Intermediate,,,,13461,,10116.0,50597,8649,
,N,A,CHEMBL626845,1,1,,BAO_0000218,Amount of deuterium retained was reported after reincubation followed by normal workup in phenobarbital treated male rats,Rattus norvegicus,,,,Intermediate,,,,13462,,10116.0,50597,8649,
,N,A,CHEMBL626846,1,1,,BAO_0000218,Amount of deuterium retained was reported after reincubation followed by normal workup in phenobarbital treated male rats with rac 8-D,Rattus norvegicus,,,,Intermediate,,,,13463,,10116.0,50597,8649,
,N,A,CHEMBL626847,1,1,,BAO_0000218,Compound incubated with microsomal preparations from beta-naphthoflavone-treated male rats with the substrate rac 7-D and the amount of deuterium retained was reported after reincubation followed by normal workup,Rattus norvegicus,,,,Intermediate,,,,13464,,10116.0,50597,8649,
,N,A,CHEMBL628677,1,1,,BAO_0000218,Compound incubated with microsomal preparations from beta-naphthoflavone-treated male rats with the substrate rac 7-D and the amount of deuterium retained was reported after reincubation followed by normal workup,Rattus norvegicus,,,,Intermediate,,,,13465,,10116.0,50597,8649,
,N,A,CHEMBL628678,1,1,,BAO_0000218,Compound incubated with microsomal preparations from phenobarbital treated male rats with the substrate rac 8-D and the amount of deuterium retained was reported after normal workup,Rattus norvegicus,,,,Intermediate,,,,13466,,10116.0,50597,8649,
,U,A,CHEMBL628679,1,0,,BAO_0000019,Compound was subjected to electrochemical oxidation,,,,,Autocuration,,,,13467,,,22224,9659,
,U,A,CHEMBL628680,1,0,,BAO_0000019,Compound was subjected to photochemical oxidation,,,,,Autocuration,,,,13468,,,22224,9659,
,U,A,CHEMBL628681,1,0,,BAO_0000019,Oxidation of compound by Chloroperoxidase in presence of ethylperoxide,,,,,Autocuration,,,,13469,,,22224,9659,
,U,A,CHEMBL628682,1,0,,BAO_0000019,Oxidation of compound by horseradish peroxidase in presence of hydroperoxide,,,,,Autocuration,,,,13470,,,22224,9659,
,U,A,CHEMBL628683,1,0,,BAO_0000019,Oxidation of compound by methemoglobin in presence of hydroperoxide,,,,,Autocuration,,,,13471,,,22224,9659,
,N,A,CHEMBL628684,1,1,,BAO_0000218,Percent diffusion through fuzzy rat skin after 48 h of incubation,Rattus norvegicus,,,,Intermediate,,,,13472,,10116.0,50597,9607,
,U,P,CHEMBL877501,1,0,,BAO_0000100,Dissociation constant (pKa),,,,,Autocuration,,,,13473,,,22229,7057,
,U,P,CHEMBL628685,1,0,,BAO_0000100,Dissociation constant value of the compound; ND means not determined.,,,,,Autocuration,,,,13474,,,22224,7057,
,N,A,CHEMBL628686,1,1,Blood,BAO_0000218,% distribution of the radioiron in blood of rat followed by intravenous injection of chelating agent,Rattus norvegicus,,,,Intermediate,,,,13475,178.0,10116.0,50597,7911,
,N,A,CHEMBL628687,1,1,Blood,BAO_0000218,% distribution of the radioiron in blood of rats followed by intravenous injection of transferrin pre-incubated with 10 mg of chelating agent,Rattus norvegicus,,,,Intermediate,,,,13476,178.0,10116.0,50597,7911,
,N,A,CHEMBL628688,1,1,,BAO_0000218,% distribution of the radioiron in rat kidney followed by intravenous injection of chelating agent,Rattus norvegicus,,,,Intermediate,,,,13477,,10116.0,50597,7911,
,N,A,CHEMBL628689,1,1,,BAO_0000218,% distribution of the radioiron in rat kidney followed by intravenous injection of transferrin pre-incubated with 10 mg of chelating agent,Rattus norvegicus,,,,Intermediate,,,,13478,,10116.0,50597,7911,
,N,A,CHEMBL628690,1,1,Liver,BAO_0000218,% distribution of the radioiron in rat liver followed by intravenous injection of chelating agent,Rattus norvegicus,,,,Intermediate,,,,13479,2107.0,10116.0,50597,7911,
,N,A,CHEMBL629363,1,1,Liver,BAO_0000218,% distribution of the radioiron in rat liver followed by intravenous injection of transferrin preincubated with 10 mg of chelating agent,Rattus norvegicus,,,,Intermediate,,,,13480,2107.0,10116.0,50597,7911,
,N,A,CHEMBL629364,1,1,Spleen,BAO_0000218,% distribution of the radioiron in rat spleen followed by intravenous injection of chelating agent,Rattus norvegicus,,,,Intermediate,,,,13481,2106.0,10116.0,50597,7911,
,N,A,CHEMBL629365,1,1,Spleen,BAO_0000218,% distribution of the radioiron in rat spleen followed by intravenous injection of transferrin pre-incubated with 10 mg of chelating agent,Rattus norvegicus,,,,Intermediate,,,,13482,2106.0,10116.0,50597,7911,
,N,A,CHEMBL629366,1,1,,BAO_0000218,% excretion of ferritin determined in faces of rat followed by intravenous injection of chelating agent,Rattus norvegicus,,,,Intermediate,,,,13483,,10116.0,50597,7911,
,N,A,CHEMBL629367,1,1,Urine,BAO_0000218,% excretion of ferritin determined in urine of rat followed by intravenous injection of chelating agent,Rattus norvegicus,,,,Intermediate,,,,13484,1088.0,10116.0,50597,7911,
,N,A,CHEMBL629368,1,1,Feces,BAO_0000218,% excretion of radioiron determined in feces of rat followed by intravenous injection of transferrin pre-incubated with 10 mg of chelating agent,Rattus norvegicus,,,,Intermediate,,,,13485,1988.0,10116.0,50597,7911,
,N,A,CHEMBL877502,1,1,Urine,BAO_0000218,% excretion of radioiron determined in urine of rat followed by intravenous injection of transferrin preincubated with 10 mg of chelating agent,Rattus norvegicus,,,,Intermediate,,,,13486,1088.0,10116.0,50597,7911,
,N,A,CHEMBL629369,1,1,Cerebellum,BAO_0000218,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into cerebellum,Mus musculus,,,,Intermediate,,,,13487,2037.0,10090.0,50594,13792,
,N,A,CHEMBL629370,1,1,Brain,BAO_0000218,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into cortex,Mus musculus,,,,Intermediate,,,,13488,955.0,10090.0,50594,13792,
,U,A,CHEMBL629371,1,0,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 h in urine of normotensive saline loaded monkey at 10 mg/kg, po",Simiiformes,,,,Autocuration,,,,13489,1088.0,314293.0,22224,8133,
,U,A,CHEMBL626276,1,0,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded monkey at 1 mg/kg, po",Simiiformes,,,,Autocuration,,,,13490,1088.0,314293.0,22224,8133,
,U,A,CHEMBL626277,1,0,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded monkey at 30mg/kg, po",Simiiformes,,,,Autocuration,,,,13491,1088.0,314293.0,22224,8133,
,U,A,CHEMBL631250,1,0,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded monkey at 3mg/kg, po",Simiiformes,,,,Autocuration,,,,13492,1088.0,314293.0,22224,8133,
,N,A,CHEMBL631251,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 0.1 mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13493,1088.0,10116.0,50597,8133,
,N,A,CHEMBL631252,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 0.3mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13494,1088.0,10116.0,50597,8133,
,N,A,CHEMBL631253,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 h in urine of normotensive saline loaded rats at 1.0 mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13495,1088.0,10116.0,50597,8133,
,N,A,CHEMBL631254,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 10.0mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13496,1088.0,10116.0,50597,8133,
,N,A,CHEMBL631255,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 h in urine of normotensive saline loaded rats at 100.0 mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13497,1088.0,10116.0,50597,8133,
,N,A,CHEMBL631256,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 2.1 mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13498,1088.0,10116.0,50597,8133,
,N,A,CHEMBL631257,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 20.8mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13499,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628009,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 h in urine of normotensive saline loaded rats at 207.6 mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13500,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628010,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 3.0mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13501,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628011,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 30.0mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13502,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628012,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 h in urine of normotensive saline loaded rats at 6.9 mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13503,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628013,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 69.2mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13504,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628014,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of K+ during 0-6 hr in urine of normotensive saline loaded rats at 691.9mg/kg, po",Rattus norvegicus,,,,Intermediate,,,,13505,1088.0,10116.0,50597,8133,
,N,A,CHEMBL628015,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded dogs at 0.03 mg/kg, po",Canis lupus familiaris,,,,Intermediate,,,,13506,1088.0,9615.0,50588,8133,
,N,A,CHEMBL628016,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded dogs at 0.1 mg/kg, po",Canis lupus familiaris,,,,Intermediate,,,,13507,1088.0,9615.0,50588,8133,
,N,A,CHEMBL874461,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded dogs at 0.3 mg/kg, po",Canis lupus familiaris,,,,Intermediate,,,,13508,1088.0,9615.0,50588,8133,
,N,A,CHEMBL628017,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded dogs at 1.0 mg/kg, po",Canis lupus familiaris,,,,Intermediate,,,,13509,1088.0,9615.0,50588,8133,
,N,A,CHEMBL628018,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded dogs at 10.0mg/kg, po",Canis lupus familiaris,,,,Intermediate,,,,13510,1088.0,9615.0,50588,8133,
,N,A,CHEMBL628019,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded dogs at 10mg/kg, po",Canis lupus familiaris,,,,Intermediate,,,,13511,1088.0,9615.0,50588,8133,
,N,A,CHEMBL628020,1,1,Urine,BAO_0000218,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded dogs at 1 mg/kg, po",Canis lupus familiaris,,,,Intermediate,,,,13512,1088.0,9615.0,50588,8133,
