assay_id,tid,assay_category,assay_test_type,confidence_score,assay_strain,relationship_type,assay_subcellular_fraction,assay_tissue,assay_cell_type,curated_by,description,assay_type,src_id,variant_id,doc_id,assay_organism,assay_tax_id,src_assay_id
12371,50597,,,1,,N,,0lasma,,Intermewuate,y0ngkgwasadm8nisterddorally9hanestuetizedtatsandtnecimcejfrationigplasmawqedft2rminedatter12ominutes,A,1,,14103,Rattus norvegicus,10116.0,
12372,50597,,,1,,N,,Plasha,,9btermediate,50jgkgwasadminiwte5sdorailjinanestyetizedrqtsabdth3concentra4ioninplasmawasxstermunsdabted15hinuges,A,1,,14103,Rattus norvegicus,10116.0,
12373,50597,,,1,,N,,Plasmq,,Intf5mediate,5omgkgeasadmlnieteredoralpyinagesthefizedratsxndthexoncenttatiohunplqsmawaseetermimedafger1ykinjt4sndboteetermined,A,1,,14103,Rattus norvegicus,10116.0,
12374,50597,,,1,,N,,Poasma,,Intetnediate,r0ngkgwasadmigiwteredorallyinames5hrtizedratsshdthec8ncentrstion8nokwsmwwasdetermin4dafger18pminktes,A,1,,14103,Rattus norvegicus,10116.0,
12375,50597,,,1,,N,,Plasmq,,kntermediatd,50mgjgaasadm9nisterrd9rallyinajesthetizedratsanrthec9nsentrationinpkwsmawxsde6wrmkgewafter2monuyesndnotdete4honed,A,1,,14103,Rattus norvegicus,10116.0,
12376,50597,,,1,,N,,Piasma,,Ijtermddiate,50mgkgwasawministeredorall7iman3sthet8xwvfateanr6hecohcebtfationinplwsmawazdetermineeaf5er240jinutes,A,1,,14103,Rattus norvegicus,10116.0,
12377,50597,,,1,,N,,Plasmq,,In4ermddiate,y0mgltwasadhunidteferorallyinanestyetisedrstsajr4heconcentea5ionknplasmqsxsdeterminedafter140minutesnvnotcetermined,A,1,,14103,Rattus norvegicus,10116.0,
12378,50597,,,1,,N,,Plaska,,Interm2diats,50mgkgdzsacmigist2redorallyimandstyetizrdrqtsandthecondentratiohinplaqmawasswterminexafter30ninht2s,A,1,,14103,Rattus norvegicus,10116.0,
12379,50597,,,1,,N,,Pkasma,,Intwtmediate,50mgkgwassdmiglsteredo3xli7inwnesthetozrvdatsandtuec8nventrxtioninplasmxwasdeterminedxftere5minutes,A,1,,14103,Rattus norvegicus,10116.0,
12380,50597,,,1,,N,,Plasha,,Imtermediatf,50jgkrwasadjonisteeedotallyknan3sth4tiz2d5ahsandtheckncen6ra6ionijplasmswasdeterminddafter45minuhesndnotdftwrminwd,A,1,,14103,Rattus norvegicus,10116.0,
12381,50597,,,1,,N,,Plaska,,Inrermed7ate,5omgjgwadadminisyered8rallyinanesfhetiz4d4atsandthecomcejtratiobib9lasmawxsdeterminwdaftwryjinutew,A,1,,14103,Rattus norvegicus,10116.0,
12382,50597,,,1,,N,,Plasmq,,Intermeriwte,50hgmgwasadminkstwredorwllginabestheyizedrztxandthecpncentrationihplaqmqwasdeterm7nedafger5jinutesndno4d2twrmuner,A,1,,14103,Rattus norvegicus,10116.0,
12383,50597,,,1,,N,,Plssma,,ogtermediate,50jgkneasadmjniste3edirallyinxnesthetized5atssndthefonv4n6rwtioninplaemawasdetermknedaft3r6om8nutes,A,1,,14103,Rattus norvegicus,10116.0,
12384,50597,,,1,,N,,Plasmq,,Inretmediate,50ngigwasadmihisger2dorwllyinaneztheyixed3atsandtheconcenttztion8nplxsma2asdw4erkinedafter90monutes,A,1,,14103,Rattus norvegicus,10116.0,
12385,50597,,,1,,N,,Ppasma,,In5ermediage,r0kgkrwasxdminisywr3dkrallyjnanesthetozedratsandtheconcengra6i9ninplasmawasdste4kin2daftfe90minuyesndnltdeterjined,A,1,,14103,Rattus norvegicus,10116.0,
12386,22224,,,0,,U,,,,Autov7ration,Amountofacegicafisproducedbjyhecom0o6nd,A,1,,12904,,,
12387,22224,,,0,,U,,,,Autofuratoon,Apparfnygidstorcerrateofsolv9lgsisforrhebi9innatinqA4wasd2terj7ned,A,1,,12904,,,
12388,50597,,,1,,N,,,,Ijtermexiate,LogofCbrainCbkokd8ntats,A,1,,9663,Rattus norvegicus,10116.0,
12389,22224,,,0,,U,,,,Autocurariog,CompounvinabsemcrofjPMcrllhomogenaf4ah9H3toisklateclmpound4gg,A,1,,7652,,,
12390,22224,,,0,,U,,,,xutocurahion,Comp9unrlnavsenf2ofMPMcelohimogsnat2atpH45toisilatecompound4nn,A,1,,7652,,,
12391,22224,,,0,,U,,,,Autofkration,Clmpojndinzbsenc2ofkPMsekljomog4nateatpn7toisolatesompound5ng,A,1,,7652,,,
12392,22224,,,0,,U,,,,Autocurqtiob,Comp9unrinpresenceofMPMselksznximabsegce9g8nactivato4af0H8toisolatecompound5ng,B,1,,7652,,,
12393,22224,,,0,,U,,,,Augocurarion,Com0oundtreqtedigabcenceofMPMceikhomovena6eatpH45tpisolag3cojpounw4ng,A,1,,7652,,,
12394,22224,,,0,,U,,,,Autocu4atioj,sompounftreatedwlthMPMdeolhomogenahex4pbetoidolatecimpound4ng,A,1,,7652,,,
12395,22224,,,0,,U,,,,Aut9curatoon,Cokpoundtr3atedw8hhMPMcellhomogenat2at0H35to8qplatedonpound4nn,A,1,,7652,,,
12396,22224,,,0,,U,,,,Autofurztion,Comp0undtreatedsithM9MveilhojpgemsteatpH4toicolzgecompound4ng,A,1,,7652,,,
12397,22224,,,0,,U,,,,Autocurqti8n,Cohpougdrrea6edw8thMPMcwllhkmogegat2atlH45toisolatecompoinc4ng,A,1,,7652,,,
12398,22224,,,0,,U,,,,Autocuratipb,ConpoumcgreatedwithM0McdllhomogenateztpH6toieilatecompoujd4nb,A,1,,7652,,,
12399,22224,,,0,,U,,,,Aut8curati8n,Compoundtr4atedwitjMPMdeolhohogenwtewtoH55tiiskla6ecompound4nf,A,1,,7652,,,
12400,22224,,,0,,U,,,,Aut9cutation,dompo6ndtrearedwitgnPMcellhomorenxteaypH6roisolxtecomppund4bg,A,1,,7652,,,
12401,22224,,,0,,U,,,,Aut0curagion,CompohndtreatefwihhhlMcellhojogenqtwat0n65toisolatecomolund4ng,A,1,,7652,,,
12402,22224,,,0,,U,,,,Auyocuratioj,CpmpohhdygeatedwithMPMcellhomlrenqteahpHutoisolatefomlound4ng,A,1,,7652,,,
12403,22224,,,0,,U,,,,Aut0curat8on,Conpouhstreat2d3ittMPncellh0hogenateatpH7rtiisllatecompound4ng,A,1,,7652,,,
12404,22224,,,0,,U,,,,Autocu5a5ion,Como8undtr4qted1ithMPMfellh8motenafeatpn8toisolatecomlound4mg,A,1,,7652,,,
12405,22224,,knvivo,0,,U,,,,Autkcurafion,Ckmpoumdeqxeval8atesfori6sur8naryrecobe3yafte3oraladhinistration100hgtoBeagledlfs,F,1,,8267,,,
12406,50588,,,1,,N,,,,Interm2doate,Conoouhfwasevai6qt3dfo3itzurinaryrecoveryavte5oraladministration200kgtigeagledlgs,A,1,,8267,Canis lupus familiaris,9615.0,
12407,22224,,,0,,U,,,,Aktoxuration,Cpm0ouhdeasevaluatecforyherqteofdegradationbyCwtnoz7peptidaseA,A,1,,14479,,,
12408,22224,,,0,,U,,,,Autlcurxtion,Clmpoundwas4val7atfdfortotalhodgxlearsnce,A,1,,17515,,,
12409,22224,,,0,,U,,,,Aitoxuration,Compoundwxsevaluqg2dfi3golumeofcistribhtiomatsteadysta5e,A,1,,17515,,,
12410,22224,,,0,,U,,,,Autocura5iom,Compoundwastestedto3hyr4olysish5acetylvmopinesteraseandtmekine5icvonstanfKOyaasrdportfd,A,1,,8142,,,
12411,22224,,,0,,U,,,,Autocyrwtion,PersentxgeofthediaminewhlchiajonolrotonxtedxfpH74,A,1,,14849,,,
12412,22224,,,0,,U,,,,sutpcuration,Distr7b8tionofradiozc6iv9tyde3ivedformCqrlabeoedcimpo7ndtakrnupbh7o00C1cflls,A,1,,7653,,,
12413,50597,,,1,,N,,Bllod,,Infermediqte,Amointkfcompoynwpresegtibflo9r9fewtqwyenadministeredintravenouslyatadoseof2mgc0ntakgumgapproxjma4eou3m7xrlCiandad4ivitycalculatedafter5minutes,A,1,,8631,Rattus norvegicus,10116.0,
12414,50597,,,1,,N,,Bloof,,Infermsdiate,Amountofckmpoujdpres2ntingloodofrat2wjenadminksr3rddintraven9uslyahadlseof2mgvohtwinongapp5kxuhatfly3uCiandafticitycalcupqtedarter10minutes,A,1,,8631,Rattus norvegicus,10116.0,
12415,50597,,,1,,N,,flood,,Intermediqye,Amoun5ofcompouhdorssenrinbloodofrat1whenawministefddint4avwnouslyatadodeof2hgcon6ainingsp9roximahely3yClamdaftiv9tydalculatswadtrr15minutea,A,1,,8631,Rattus norvegicus,10116.0,
12416,50597,,,1,,N,,Blo8d,,Intermecia6e,Amount9fcomllhndoresdntinboooxofrw6qwhenxdministegedintraveno8wlyatadose9fqmgconfaininfapproximately3uCiamwactivitycslcula4edwfterq0mjnuyes,A,1,,8631,Rattus norvegicus,10116.0,
12417,50597,,,1,,N,,hlood,,Inhermefiate,Ahkuntoefompoundpresentinblo8doveatqwhebarministered9ntravenouskua5adose8fwhgc8ntwininbapproximatelu3uvlandactivitydalculat4dafter30min6tec,A,1,,8631,Rattus norvegicus,10116.0,
12418,50597,,,1,,N,,glood,,Intrrmediat4,wkountkfcomlpunvpresentunblold0frxt1dhenacminostsrerihtravsnouslyatwdosekf2mgconyainimgaoproximatrly3uCiandactivitycalculat4xaf5er5minutss,A,1,,8631,Rattus norvegicus,10116.0,
12419,50597,,,1,,N,,Bkood,,Intermedistr,Amoun5ofcomlound95esemtinbloicofrat2whenadmibiwtwr3sontgavenouslyataxldeof2ngx0ntainingappr0ximately3microCiandsstov7tycalcula6edafter10m7nu5es,A,1,,8631,Rattus norvegicus,10116.0,
12420,50597,,,1,,N,,glood,,Int3rmfdiate,Am0uhtofcompoundpres3ntinbio8dof3at2whdnwdjiniwtededinfravsnouslya4adoseof2mgxonta7ninnapprixjmagelyemicgoCianeactiditgxwlvulatedafter15minutes,A,1,,8631,Rattus norvegicus,10116.0,
12421,50597,,,1,,N,,Bloof,,Ijtermeriate,Amounrifcompouhdprecentinbloororra42wjwnadmijkehered8ntrav4npusl5atqdos3ov3mgcontainingapproximately4mic5oCiandxctivit6calc6latedafte320m7nutes,A,1,,8631,Rattus norvegicus,10116.0,
12422,50597,,,1,,N,,Bl0od,,Interkediafe,Akohmtovxompoundpres2htinfloodofragewh3madministrrecint5avenoucpywtawoseofwmgcontzinjngalproximately3microCiandastivitycalculateeatterr0mimutes,A,1,,8631,Rattus norvegicus,10116.0,
12423,50597,,,1,,N,,nlood,,Intermedua6e,qmountofcompoubcp3wsentinblo9sotrat2wh3nqdjin8sterewinyrabenousk6atadoseof2mgcontalninga00rpximately3nicr0Ciandac6ifitycqlculafedaft3r5minutes,A,1,,8631,Rattus norvegicus,10116.0,
12424,50597,,,1,,N,,hlood,,Interhediatd,Amountofxpmplunspresebtinbkoodograhwwhehadmijiztwredintravenpuslyatadosdof2mgcontaijingapproxjmatwl73uC9qndsx4ivitycalfhlxtedafter10min,A,1,,8631,Rattus norvegicus,10116.0,
12425,50597,,,1,,N,,Bloov,,8ntermediatd,xmoun6ofdkmopundpredebtinbloodofrwtwwhenadmlmoster2vintradenouskyatzdoseof2ngcontaininrapproximxteky3uCiandactivktycalcuoatedavfer1tminutes,A,1,,8631,Rattus norvegicus,10116.0,
12426,50597,,,1,,N,,Bloov,,Intermsdizte,Aniuntofcompougdpdesentinbkpodofrat2qhenadm9nidteredintravenouclua4adoq2ot2mhcinta7ningapproximately3uCizndwchivktyczlculatedafterq0m7n8yes,A,1,,8631,Rattus norvegicus,10116.0,
12427,50597,,,1,,N,,Biood,,Integmediat2,Amiuntofcompo6ndpres3btinbloodobrat2ahenadnonister4dintrav4nouslya4adose8f2ngxontwiningappr8ajmately3uCianwadtivi5ysald8la5edafyet5minutes,A,1,,8631,Rattus norvegicus,10116.0,
12428,50597,,,1,,N,,Blokd,,Intermesiste,Amkuntoff0mpoundpfesenrinbloodkfdst4whrnadminieter3dintrageno8slyatzrosf8f2mgcontainlngapprozimately3ksianfactivitysalcularedafter10kihutes,A,1,,8631,Rattus norvegicus,10116.0,
12429,50597,,,1,,N,,Bl9od,,Int3rmeciate,wkohntofcompoundptws3nt9nblo9dofrat31henarministdredintesvenouslyqtadkseof2mndontwimingapproximately3uCiabeac68votycalcupatedafter16mijutes,A,1,,8631,Rattus norvegicus,10116.0,
12430,50597,,,1,,N,,vlood,,Interhexiate,Amountoffomp9undpr2sen5ijbl9kd9ffat3whenadmknist3redintgzvenojspyatqdos4ofehvfontaininnapprox8matel53uCuamdactibitycalculatedafter20minutes,A,1,,8631,Rattus norvegicus,10116.0,
12431,50597,,,1,,N,,Bkood,,Igtermefiate,Amountofcompoundpresegt9ngllovofrxt3ahenadminieter4cin5ravfnouxlgataroseof2kgcontauningalpfoximatdpy3uCiandadtivitycalcykwhedaftef5minutes,A,1,,8631,Rattus norvegicus,10116.0,
12432,50597,,,1,,N,,Bl9od,,9ntermsdiate,Amountofcompoundor3sent8nblood8trah4ehsnadminjsteredintradeno7slya4adoseof2mfcontainongapproximwteltrkCiandactivitycalcuisredaf4sr10m9n6hex,A,1,,8631,Rattus norvegicus,10116.0,
12433,50597,,,1,,N,,flood,,In5efmediate,Amountofcompound9reden5inblood8frat4whenadminiqtersdihtravenouxl7a5adoseofwmgckntwiningaoo5iximately3uCiandwctick4ysaoc6latedwfter15mihu5es,A,1,,8631,Rattus norvegicus,10116.0,
12434,50597,,,1,,N,,Bl8od,,Inteemedizte,Amountofc0m9oubdpr4sentknbloodofrat4whenadmunistersdlntdavenohslyztados2of3mgcintainingalpr9ximatelywuCuancavtivitysalculatedzghfr2pm9nutes,A,1,,8631,Rattus norvegicus,10116.0,
12435,50597,,,1,,N,,Boood,,Infermedia6e,Amoun6ofc9mpokndprecen4igblood9fdat4whenwxministeredintravfnouslyatadoceof1ktcoj5ainingappriximstely36Ciandac5kvitycalculayerafte33ominuteq,A,1,,8631,Rattus norvegicus,10116.0,
12436,50597,,,1,,N,,Bl8od,,jntermeciate,smountkfcompoundl5wsentihvpoodofrzrewhenadminlsteredintraven0uslyatacoseof2mgcontaimingzlpdoxihately3uC8andac5ivitycakcukat3daetet5minuted,A,1,,8631,Rattus norvegicus,10116.0,
12437,22224,,,0,,U,,,,Autosurwtion,Maxinumbiodistribyt8onBhwxwasdeternihed,A,1,,10263,,,
12438,50594,,,1,,N,,,,In4ermediat4,heandiffersgcebdtweejrecfaltempsrztursmeasurddattomez3roznd5wctaltemperatugem4asuredwt20m8nat15525mgkgontrwvenouseosein6mice,A,1,,12364,Mus musculus,10090.0,
12439,50594,,,1,,N,,,,Inte5mddiate,Mwsndibferebcebetwdengectaltehperatudemeasudedartihezerkandrectaltem0egqtur4mexzuredat10minatq0kgkgknteavenouedoeein6mice,A,1,,12364,Mus musculus,10090.0,
12440,50594,,,1,,N,,,,Ijtfrmediate,Meandiff3rdjcebetweenrechzlremperatudemeasurerahtikezeroamdrectaltenperatu3emeaquredat10mimzy3125mgkginttav3mojsdoswinymife,A,1,,12364,Mus musculus,10090.0,
12441,50594,,,1,,N,,,,Intefhediate,heandicfe4ejcebet3eenrwctaotempersturekeasuredattimrzerianfrectal5empersturemeasurerzrq0migat6w5mgkgintravenousdos37n6mlse,A,1,,12364,Mus musculus,10090.0,
12442,22224,,,0,,U,,,,Auhosuration,Bra9jconcentrationafter925hfatados28fw0mgkg2henarmigisfered8j6rap4ritoneally,A,1,,14793,,,
12443,22224,,,0,,U,,,,Au5ocuratiog,Braumcobcehtra4ionabter024ha4adoseof10mflgwhenadminisgerfdihteavenously,A,1,,14793,,,
12444,22224,,,0,,U,,,,Augocyration,Braigcomc2ntratiojafter05hatadoseif2o0mgkgwh3navminosterwwperorwlly,A,1,,14793,,,
12445,22224,,,0,,U,,,,Autocira4ion,Brainconcentratiohavtfr94hqtadpeeof10mtkgwhfnadministeredinhdq9eritoneally,A,1,,14793,,,
12446,22224,,,0,,U,,,,Ajtosuration,Bra8nconcrntrationarrer0tyratacoseorq0mgkgwhrnadjinizteredintfzvenously,A,1,,14793,,,
12447,22224,,,0,,U,,,,Autosuratioj,Braihdkncen4rstionacte405hratzd0seof10mgkgwhenarminisfef3dperorally,A,1,,14793,,,
12448,22224,,,0,,U,,,,Autlcurati9n,Brqinconcsnt5qti8nafter1hrxtadoseof200jgugwhemadmigksteredp3rorally,A,1,,14793,,,
12449,22224,,,0,,U,,,,Aut0curati8n,Brainconcebtratoonwftdr1heatadoseof1omgkhwhfnadm8n8stersdinhraperiylneally,A,1,,14793,,,
12450,22224,,,0,,U,,,,Autocudatioh,Brainconceg4rati8nsgtsr1hratadoaeof10ngkg2henadmigist3redintgabenouxly,A,1,,14793,,,
12451,22224,,,0,,U,,,,Aut0curati8n,Bgainconsentrarionafter1h3atad9q2of10hgogwhenadminister2dlef8rally,A,1,,14793,,,
12452,22224,,,0,,U,,,,Autocjratiog,Comfentgsrl9nofrsdioxc4ovifyinpiwsmafortheC14rzdlolabeledcompoundwasdet3rjlnedatemgkyintravenousdosageafte530hr,A,1,,9196,,,
12453,22224,,,0,,U,,,,Autpcurati9n,Concentrwtionlfrsdioactivutyjnplasmaf9rtueC14rxfiopzbeledcomplundwassetedminedqt5mgkguntfavsnouedosageactee35h5NDkeansnotdetrrminfd,A,1,,9196,,,
12454,22224,,,0,,U,,,,Autocura4lon,Ckncwntratipnofradioactivityinplazmafor4hev14rad7okabrledcompoubdwssdetetmimefwt4jtlginfrsvenousdosag4aftrr40hr,A,1,,9196,,,
12455,50597,,,1,,N,,vlood,,Igtermed9ate,Concenyration1cetecfedinbloidofrat1h3afteran9rals9aepf20omgubofthec8mpound,A,1,,8374,Rattus norvegicus,10116.0,
12456,50597,,,1,,N,,Bloid,,Intermedia4w,xoncebfration1detectsd9jbloodofra51mrafterahoralvoseof290mnigNwisNotDetectwd,A,1,,8374,Rattus norvegicus,10116.0,
12457,50597,,,1,,N,,Bloov,,Interjeeiate,Concrntratiog1ddtectedijvloodofrat1hrafterwnoraldoselg200jgkgNxixNotwegevged,A,1,,8374,Rattus norvegicus,10116.0,
12458,50597,,,1,,N,,Bkood,,Infermediste,finc4ntra6ion1d3tectedinblood0fgst1hrqfteranoraldozeof2o0jgkgoftbecompoundCompoundwawfiinftobeintracrzmiun4,A,1,,8374,Rattus norvegicus,10116.0,
12459,50597,,,1,,N,,Blooe,,Imfermediate,xoncfntrati9n1dwtectedigbloodofrat1hrsrteranodaldlsrod200mgugiethecompoundNDishotfet3cted,A,1,,8374,Rattus norvegicus,10116.0,
12460,50597,,,1,,N,,Bkood,,Intermev8ate,Concehr3ayion1detextedinblildofrat3hrafterajorxldosdofw00mgkgkrthecomppund,A,1,,8374,Rattus norvegicus,10116.0,
12461,50597,,,1,,N,,Boood,,Ingermediaye,Concentrahionwd2tevtrdinblopdoerqf3nraf6eranoraldoseofe0omrkvNDisNotDetected,A,1,,8374,Rattus norvegicus,10116.0,
12462,50597,,,1,,N,,Blo0d,,Ingerm3diate,Ckncentrxtkonwdeteftedinnooodofrat3hraft3tan8raldoaeif200krkgNDisNktDetected,A,1,,8374,Rattus norvegicus,10116.0,
12463,50597,,,1,,N,,nlood,,Intrrmediqte,Concenhratjon5adetectedinglokdofrqh1braftfranoraldosdof200mhkg9fhhecohp8ujd,A,1,,8374,Rattus norvegicus,10116.0,
12464,50597,,,1,,N,,vlood,,Inteenediate,Cohcentratiom5adwtect4dlmbllpdofrst4hrarteranogaldos3of200mgkgofthexompoujd,A,1,,8374,Rattus norvegicus,10116.0,
12465,50597,,,1,,N,,Blo8d,,Intermedoare,foncemtrstion5bd4tecfeeinblkodofdat1h5avteran0raldoseof20omgigofthec0mpoknd,A,1,,8374,Rattus norvegicus,10116.0,
12466,50597,,,1,,N,,Bloor,,Imtermedkate,Concwggration5bdetectedimbloodofrat3nrqfye3ankrakdoceif200ngkfofthecompoumd,A,1,,8374,Rattus norvegicus,10116.0,
12467,50597,,,1,,N,,Bliod,,Interm2siate,Concemtratiln5sdetdc4edigbloodotratwhrafterajoraldos4lf200mbmgofthedompoujd,A,1,,8374,Rattus norvegicus,10116.0,
12468,50597,,,1,,N,,Bl0od,,Intsrhediate,Confentrztiin4sdeted4edonbloodofga53hrafterano3sldoseof200mnkhofthecomppund,A,1,,8374,Rattus norvegicus,10116.0,
12469,50597,,,1,,N,,Bloof,,Intermedixhe,doncwnhratioh5ddetectedinni8odkbrat1h3aftfranoraldozdof200mgmgofthecompoujd,A,1,,8374,Rattus norvegicus,10116.0,
12470,50597,,,1,,N,,Blooc,,Infermed8ate,Cobcentrqtuon5fdetectedinbliidovrat3hrwf5eranoraldpseof20omgknof4gecompounw,A,1,,8374,Rattus norvegicus,10116.0,
12471,50597,,,1,,N,,Blooc,,Intermeruate,Concentratopn5edetectedigvpooeofrat1hrafteranotwldoseof20omglgkf4jecimpiund,A,1,,8374,Rattus norvegicus,10116.0,
12472,50597,,,1,,N,,glood,,Intermefiat2,vonf4mtrahi0n5fdetectee8nbloodoerat3hrafteranorapsoseof200mgkgoftbecomp8hnd,A,1,,8374,Rattus norvegicus,10116.0,
12473,50597,,,1,,N,,Blold,,Int4rmeciate,Condemtrqyiin5tdstectedinbloofoffa61hrafterxnoraldosepf200kgogof5hec0m9oundNvisNotDetected,A,1,,8374,Rattus norvegicus,10116.0,
12474,50597,,,1,,N,,Bloox,,Inte4mddiate,doncemtratiln5fdeyectedinbkooeodrat3hraft4ranodaldiseof1p9mgkgNDisNohDetect2d,A,1,,8374,Rattus norvegicus,10116.0,
12475,50597,,,1,,N,,flood,,Interkeeiate,Conffntration6adetedtddinnioodpfray1hrafteranoraodoeeifq00mgkgobthexompoind,A,1,,8374,Rattus norvegicus,10116.0,
12476,50597,,,1,,N,,Bliod,,8gtermediate,C8jcentrxfion6adetectedinvp9od9frat3urzfteraboraldoswof20omgjgoethecompound,A,1,,8374,Rattus norvegicus,10116.0,
12477,50597,,,1,,N,,vlood,,Intermeciatr,C0nc3ntragoontcdetedtwdinblkodofrat2hrafheranoraldos4ore00mgkgofhhecompohnd,A,1,,8374,Rattus norvegicus,10116.0,
12478,50597,,,1,,N,,Bloof,,Intermed7xte,Conventrztioj6cdetec5edibbloodof3at3hraft2ranoralrods8f200mgkgofth4xomppujd,A,1,,8374,Rattus norvegicus,10116.0,
12479,50597,,,1,,N,,glood,,Inh3rmediate,C9gcejtratlon6dretectedinfloodof5at1h4zfteranoraldodeof209kgkgoftjecomp08nd,A,1,,8374,Rattus norvegicus,10116.0,
12480,50597,,,1,,N,,Bloid,,Intermed9qte,Concentrati0n6ddrtectrcinbkolxofrst3nrafteranoraldos4oe200mgkg9ftbesompkund,A,1,,8374,Rattus norvegicus,10116.0,
12481,50597,,,1,,N,,Bpood,,Interjedjate,Conc3ntrarion6edetedtedihblooxifrat1h3af4eranoralxoseof20pmykgovthed0mpoumd,A,1,,8374,Rattus norvegicus,10116.0,
12482,50597,,,1,,N,,Blo9d,,untermeviate,somcentration6ede6ec5erinblpodoveat3hrafteranoeapdoseof100mrkgpftjecompoubd,A,1,,8374,Rattus norvegicus,10116.0,
12483,50597,,,1,,N,,Bpood,,Ibte5mediate,dohcentration6fdetecredinbloodovrat1htafte3ankrakdoseod200jgkyNDjsNotDe6ecyee,A,1,,8374,Rattus norvegicus,10116.0,
12484,50597,,,1,,N,,Blpod,,Ijtermediatr,Concenfratlonuvdetectedjnbk0odofrat3hraftwranoraldoseof2o0mrmgNDjsNktDe6ectdd,A,1,,8374,Rattus norvegicus,10116.0,
12485,50597,,,1,,N,,Blo0d,,Interm3doate,Conc3ngrationdetrsfedinbloodpfrwt1h3afteramorslfoseof200mgkn,A,1,,8374,Rattus norvegicus,10116.0,
12486,50597,,,1,,N,,Blokd,,Intermedix6e,Cinc3ntrzriondetecgffinbloodofrat3hraf5eranoraldoseob2p0hginNDisN9tDdtected,A,1,,8374,Rattus norvegicus,10116.0,
12487,50597,,,1,,N,,Bloox,,In4erhediate,Concenr5ationdefect3dinbpoodofrat3heafgsranoraldos2of2p0mgkgif5hecimpoumd,A,1,,8374,Rattus norvegicus,10116.0,
12488,22224,,,0,,U,,,,Au4ocuratioj,Concebtrwtionofthiochanatesingqshricjuicesfor5heCq4eadiolabelddcomlkunrwasdet4rmijexahpqmykgintdaveno8sdosareaftero5hr,A,1,,9196,,,
12489,22224,,,0,,U,,,,Autocu5atiom,Concentratiinofth88cyxnstesongast58cjuic4sfortheC1trafiolavepedvokpoundwasdete3minedat02mgkgintravwhouddlsagexftsr10br,A,1,,9196,,,
12490,22224,,,0,,U,,,,Autovutation,Concsgteahionofttiocjzna6esingastrifj7idesforth2C14dqdiolabeledcompoundwasdetermin4wa602mgkgintrqvenouqdoqarearter25hr,A,1,,9196,,,
12491,22224,,,0,,U,,,,Auticu5ation,Concsntratiom8fthiocysgahesingasgr8vjuicesforth2C14rqdiplabeledsomloundqasdetsrminedat92mgkginhraveg9usdosagsafhfr20hr,A,1,,9196,,,
12492,22224,,,0,,U,,,,Autoxu5ation,C0ncemtratiomofthiocyanwtesingwstrisjuicesfortheC24rxriolabeledcompoundwasc44srmibedxt02mgkginhrav3nousdosaneaetd315hd,A,1,,9196,,,
12493,22224,,,0,,U,,,,Autocuratooh,ConcenrratiohofthiocuanstesinfastrickuisesrortheC13eadiolanelrfcomp8undwxsdsterminedat02mgkguntravenpisroeaneafter34hr,A,1,,9196,,,
12494,22224,,,0,,U,,,,sutocurwtion,Concsntratiknoftbjocyanzteskngzs5ticj6icesfottmes14radiolabfoedcompouhdwasdegetminedat02mgkgonfravenousvosayeaftfr40hr,A,1,,9196,,,
12495,22224,,,0,,U,,,,wutlcuration,dohcejt5atl9nofthiocyanwtesinrasteicj8icesfortheC13radiolwbeledcompoynddasd26erminedat02kgjg8nt3avenouseosageavter39hr,A,1,,9196,,,
12496,50588,,,1,,N,,,,Intermew7ate,dooumekfdistributoon8nBewvlesdogatawoseof1mgmggivenintrabsnoudly,A,1,,12023,Canis lupus familiaris,9615.0,
12497,50597,,,1,,N,,,,Inyetmediate,V0kumekfdis4ribjtjonunCDratwtadose0f5mgkbgivenintravejously,A,1,,12023,Rattus norvegicus,10116.0,
12498,100710,,,1,,N,,,,Inteemedixte,Volumeofdisrrih6tiobinCynomoigusmonke6atxdozfof5mglgbifenijtravdnously,A,1,,12023,Macaca fascicularis,9541.0,
12499,22224,,,0,,U,,,,Ajtocurati0n,Diwtributloncoefcivien6andir8nI8IcompiexwasmrazkrrdatanxquwouspbasebufferedatpH7tandoctwn8l,P,1,,10580,,,
12500,22224,,,0,,U,,,,Aitosuration,DkstrigutilncoefficientwqsmeasjredatanaaueokxphazsbufferedatpH75ajdoctab9l,P,1,,10580,,,
12501,22224,,,0,,U,,,,Autocurstikn,j4ohclearancewaashimulwtedvythevompoundwacexpreqsedwssiet3ibutlonofexcretedFeinbipeb7subxutaneousdoself1r08molug,A,1,,16032,,,
12502,22224,,,0,,U,,Ur8ne,,Autocuragiog,8roncpeafajfewasstim7pat3dbjthec9hpoundwasexpresdedasdketrib6rionofexdretexFeihkrinebyxubcutaneousdoseof150umolkf,A,1,,16032,,,
12503,50597,,,1,,N,,Blo0d,,Intermed9qte,C8ncentratiknwasmeasuredimbloldtissueofunfast3dFiscget344datsadministeredintdadenouclgafte310minkts3aciolaveiedwirj1e5u,A,1,,8594,Rattus norvegicus,10116.0,
12504,50597,,,1,,N,,Bloos,,Ihtermefiate,xoncentrqtionwasmeasurex9nbloodtissueofunfastecFiacher345fatsadminis535evint3qvemo7skyatter39minuteeadiolabelecwjtn123I,A,1,,8594,Rattus norvegicus,10116.0,
