assays_ss_d,assays_ss_sbclllr_frctn,assays_dc_d,assays_ss_ctgr,assays_ss_tx_d,assays_ss_cll_tp,assays_ss_tss,assays_ss_tp,assays_ss_strn,assays_b_frmt,assays_tss_d,assays_crtd_b,assays_src_d,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_vrnt_d
13930,,12017,,10116.0,,Liver,A,,BAO_0000218,2107.0,Intermediate,1,,CHEMBL627495,,
13931,,12017,,10116.0,,Liver,A,,BAO_0000218,2107.0,Intermediate,1,,CHEMBL627496,,
13932,,12017,,10116.0,,Liver,A,,BAO_0000218,2107.0,Intermediate,1,,CHEMBL627497,,
13933,,12017,,10116.0,,Liver,A,,BAO_0000218,2107.0,Intermediate,1,,CHEMBL627498,,
13934,,12017,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL627499,,
13935,,12017,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL627500,,
13936,,12017,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL627501,,
13937,,12017,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL625616,,
13938,,12017,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL625617,,
13939,,12017,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL625618,,
13940,,12017,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL625619,,
13941,,12017,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL625620,,
13942,,12017,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL625621,,
13943,,12017,,10116.0,,Muscle tissue,A,,BAO_0000218,2385.0,Intermediate,1,,CHEMBL625622,,
13944,,12017,,10116.0,,Spleen,A,,BAO_0000218,2106.0,Intermediate,1,,CHEMBL625788,,
13945,,12017,,10116.0,,Spleen,A,,BAO_0000218,2106.0,Intermediate,1,,CHEMBL625789,,
13946,,12017,,10116.0,,Spleen,A,,BAO_0000218,2106.0,Intermediate,1,,CHEMBL625790,,
13947,,12017,,10116.0,,Spleen,A,,BAO_0000218,2106.0,Intermediate,1,,CHEMBL625791,,
13948,,12017,,10116.0,,Spleen,A,,BAO_0000218,2106.0,Intermediate,1,,CHEMBL622334,,
13949,,12017,,10116.0,,Thyroid gland,A,,BAO_0000218,2046.0,Intermediate,1,,CHEMBL622335,,
13950,,12017,,10116.0,,Thyroid gland,A,,BAO_0000218,2046.0,Intermediate,1,,CHEMBL622336,,
13951,,12017,,10116.0,,Thyroid gland,A,,BAO_0000218,2046.0,Intermediate,1,,CHEMBL622337,,
13952,,12017,,10116.0,,Thyroid gland,A,,BAO_0000218,2046.0,Intermediate,1,,CHEMBL622338,,
13953,,12017,,10116.0,,Thyroid gland,A,,BAO_0000218,2046.0,Intermediate,1,,CHEMBL622339,,
13954,,12017,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL624153,,
13955,,12017,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628430,,
13956,,12017,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628431,,
13957,,12017,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628432,,
13958,,12017,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628433,,
13959,,12017,,10116.0,,Spleen,A,,BAO_0000218,2106.0,Intermediate,1,,CHEMBL628434,,
13960,,12017,,10116.0,,Spleen,A,,BAO_0000218,2106.0,Intermediate,1,,CHEMBL626789,,
13961,,12017,,10116.0,,Spleen,A,,BAO_0000218,2106.0,Intermediate,1,,CHEMBL626790,,
13962,,12017,,10116.0,,Spleen,A,,BAO_0000218,2106.0,Intermediate,1,,CHEMBL626791,,
13963,,12017,,10116.0,,Spleen,A,,BAO_0000218,2106.0,Intermediate,1,,CHEMBL626792,,
13964,,12017,,10116.0,,Spleen,A,,BAO_0000218,2106.0,Intermediate,1,,CHEMBL626793,,
13965,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627436,,
13966,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627437,,
13967,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627438,,
13968,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627439,,
13969,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627440,,
13970,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627602,,
13971,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627603,,
13972,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627604,,
13973,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627605,,
13974,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627606,,
13975,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627607,,
13976,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627608,,
13977,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627609,,
13978,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627610,,
13979,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627611,,
13980,,11510,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627612,,
13981,,8362,,,,,P,,BAO_0000100,,Autocuration,1,,CHEMBL627613,,
13982,,8257,,,,,P,,BAO_0000100,,Autocuration,1,,CHEMBL627614,,
13983,,8257,,,,,P,,BAO_0000100,,Autocuration,1,,CHEMBL627615,,
13984,,9468,,,,,P,,BAO_0000100,,Autocuration,1,,CHEMBL627616,,
13985,,9468,,,,,P,,BAO_0000100,,Autocuration,1,,CHEMBL627617,,
13986,,10568,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627618,,
13987,,10568,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627619,,
13988,,15359,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627620,,
13989,,15359,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627621,,
13990,,15359,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627622,,
13991,,10431,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627623,,
13992,,10431,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627624,,
13993,,10431,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627625,,
13994,,15704,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL628523,,
13995,,15287,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL628524,,
13996,,7516,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL628525,,
13997,,12973,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625732,,
13998,,12973,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625733,,
13999,,12973,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL625734,,
14000,,12973,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625913,,
14001,,8696,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625914,,
14002,,15052,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625915,,
14003,,15052,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625916,,
14004,,10503,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625917,,
14005,,8354,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625918,,
14006,,8354,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625919,,
14007,,8354,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625920,,
14008,,8354,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL874453,,
14009,,8354,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625921,,
14010,,10503,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625922,,
14011,,8354,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625923,,
14012,,8354,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625924,,
14013,,8354,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625925,,
14014,,8354,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625926,,
14015,,13100,,10116.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL627704,,
14016,,13100,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627705,,
14017,,13100,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627706,,
14018,,13100,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627707,,
14019,,13100,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627708,,
14020,,13100,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628361,,
14021,,13100,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628362,,
14022,,13100,,10116.0,,Striatum,A,,BAO_0000218,2435.0,Intermediate,1,,CHEMBL628363,,
14023,,13100,,10116.0,,Striatum,A,,BAO_0000218,2435.0,Intermediate,1,,CHEMBL628364,,
14024,,13100,,10116.0,,Striatum,A,,BAO_0000218,2435.0,Intermediate,1,,CHEMBL628365,,
14025,,13100,,10116.0,,Striatum,A,,BAO_0000218,2435.0,Intermediate,1,,CHEMBL874454,,
14026,,13100,,10116.0,,Striatum,A,,BAO_0000218,2435.0,Intermediate,1,,CHEMBL628531,,
14027,,13100,,10116.0,,Striatum,A,,BAO_0000218,2435.0,Intermediate,1,,CHEMBL628532,,
14028,,13100,,10116.0,,Striatum,A,,BAO_0000218,2435.0,Intermediate,1,,CHEMBL628533,,
14029,,13100,,10116.0,,Striatum,A,,BAO_0000218,2435.0,Intermediate,1,,CHEMBL628534,,
14030,,13100,,10116.0,,Thyroid gland,A,,BAO_0000218,2046.0,Intermediate,1,,CHEMBL628535,,
14031,,13100,,10116.0,,Thyroid gland,A,,BAO_0000218,2046.0,Intermediate,1,,CHEMBL628536,,
14032,,13100,,10116.0,,Thyroid gland,A,,BAO_0000218,2046.0,Intermediate,1,,CHEMBL628537,,
14033,,13100,,10116.0,,Thyroid gland,A,,BAO_0000218,2046.0,Intermediate,1,,CHEMBL628538,,
14034,,13100,,10116.0,,Thyroid gland,A,,BAO_0000218,2046.0,Intermediate,1,,CHEMBL628539,,
14035,,13100,,10116.0,,Thyroid gland,A,,BAO_0000218,2046.0,Intermediate,1,,CHEMBL630297,,
14036,,13100,,10116.0,,Thyroid gland,A,,BAO_0000218,2046.0,Intermediate,1,,CHEMBL630298,,
14037,,13100,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL630299,,
14038,,13100,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL628094,,
14039,,13100,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL628095,,
14040,,13100,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL874648,,
14041,,13100,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL628096,,
14042,,13100,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL628097,,
14043,,13100,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL628098,,
14044,,13331,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL628099,,
14045,,13331,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL628100,,
14046,,13331,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL628101,,
14047,,13331,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL628102,,
14048,,13331,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL628103,,
14049,,13331,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL628104,,
14050,,13331,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL628105,,
14051,,13331,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL628106,,
14052,,10086,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL628107,,
14053,,10086,,,,Urine,F,,BAO_0000218,1088.0,Autocuration,1,,CHEMBL628108,,
14054,,10086,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL628109,,
14055,,10086,,,,Urine,F,,BAO_0000218,1088.0,Autocuration,1,,CHEMBL625299,,
14056,,10086,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL625300,,
14057,,10086,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL625301,,
14058,,10086,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL625302,,
14059,,10086,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL874649,,
14060,,13248,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625303,,
14061,,13248,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625463,,
14062,,14527,,9606.0,,Liver,A,,BAO_0000218,2107.0,Intermediate,1,,CHEMBL625464,,
14063,,3008,,9606.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL625465,,
14064,,12582,,9615.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL625466,,
14065,,12582,,9615.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL625467,,
14066,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL625468,,
14067,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL625469,,
14068,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL625470,,
14069,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL632418,,
14070,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL627250,,
14071,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL627251,,
14072,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL627252,,
14073,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL627253,,
14074,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL627254,,
14075,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL875471,,
14076,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL627255,,
14077,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL627256,,
14078,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL627257,,
14079,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL627258,,
14080,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL627259,,
14081,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL627260,,
14082,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623256,,
14083,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL874413,,
14084,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623257,,
14085,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623258,,
14086,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623259,,
14087,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623260,,
14088,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623261,,
14089,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623262,,
14090,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623263,,
14091,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623264,,
14092,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623265,,
14093,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623266,,
14094,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623267,,
14095,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623268,,
14096,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623269,,
14097,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623270,,
14098,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623271,,
14099,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623272,,
14100,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623273,,
14101,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623274,,
14102,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL874414,,
14103,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623275,,
14104,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL629150,,
14105,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623276,,
14106,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623277,,
14107,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623112,,
14108,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623113,,
14109,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623800,,
14110,,12582,,10116.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL623801,,
14111,,12017,,10116.0,,Spleen,A,,BAO_0000218,2106.0,Intermediate,1,,CHEMBL623802,,
14112,,12017,,10116.0,,Uterus,A,,BAO_0000218,995.0,Intermediate,1,,CHEMBL623803,,
14113,,12017,,10116.0,,Uterus,A,,BAO_0000218,995.0,Intermediate,1,,CHEMBL623970,,
14114,,12017,,10116.0,,Uterus,A,,BAO_0000218,995.0,Intermediate,1,,CHEMBL623971,,
14115,,14045,,10116.0,,Blood,A,,BAO_0000218,178.0,Intermediate,1,,CHEMBL623972,,
14116,,14045,,10116.0,,Blood,A,,BAO_0000218,178.0,Intermediate,1,,CHEMBL623973,,
14117,,14045,,10116.0,,Blood,A,,BAO_0000218,178.0,Intermediate,1,,CHEMBL623974,,
14118,,14045,,10116.0,,Blood,A,,BAO_0000218,178.0,Intermediate,1,,CHEMBL623975,,
14119,,14045,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL623976,,
14120,,14045,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL623977,,
14121,,14045,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL623978,,
14122,,14045,,10116.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL623979,,
14123,,14045,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL623980,,
14124,,14045,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL623981,,
14125,,14045,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626278,,
14126,,14045,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626279,,
14127,,14045,,10090.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626280,,
14128,,14045,,10090.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626281,,
14129,,14045,,10090.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626282,,
14130,,14045,,10090.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626283,,
14131,,14045,,10090.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626284,,
14132,,14045,,10090.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL626285,,
14133,,14045,,10090.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL626286,,
14134,,14045,,10090.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL626287,,
14135,,14045,,10090.0,,Brain,A,,BAO_0000218,955.0,Intermediate,1,,CHEMBL626288,,
14136,,14045,,10090.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626289,,
14137,,14045,,10090.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626290,,
14138,,14045,,10090.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL626291,,
14139,,14045,,10090.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL839888,,
14140,,14045,,10090.0,,Intestine,A,,BAO_0000218,160.0,Intermediate,1,,CHEMBL626292,,
14141,,14045,,10090.0,,Intestine,A,,BAO_0000218,160.0,Intermediate,1,,CHEMBL626293,,
14142,,14045,,10090.0,,Intestine,A,,BAO_0000218,160.0,Intermediate,1,,CHEMBL626294,,
14143,,14045,,10090.0,,Intestine,A,,BAO_0000218,160.0,Intermediate,1,,CHEMBL626295,,
14144,,14045,,10090.0,,Liver,A,,BAO_0000218,2107.0,Intermediate,1,,CHEMBL627659,,
14145,,14045,,10090.0,,Liver,A,,BAO_0000218,2107.0,Intermediate,1,,CHEMBL627660,,
14146,,14045,,10090.0,,Liver,A,,BAO_0000218,2107.0,Intermediate,1,,CHEMBL627661,,
14147,,14045,,10090.0,,Liver,A,,BAO_0000218,2107.0,Intermediate,1,,CHEMBL627662,,
14148,,14045,,10090.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL627663,,
14149,,14045,,10090.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627664,,
14150,,14045,,10090.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL627665,,
14151,,14045,,10090.0,,Lung,A,,BAO_0000218,2048.0,Intermediate,1,,CHEMBL627666,,
14152,,14045,,10090.0,,Spleen,A,,BAO_0000218,2106.0,Intermediate,1,,CHEMBL627667,,
14153,,14045,,10090.0,,Stomach,A,,BAO_0000218,945.0,Intermediate,1,,CHEMBL627668,,
14154,,11745,,10090.0,,Urine,A,,BAO_0000218,1088.0,Intermediate,1,,CHEMBL627669,,
14155,,13257,,,,Urinary bladder,A,,BAO_0000218,1255.0,Autocuration,1,,CHEMBL627670,,
14156,,13257,,,,Blood,A,,BAO_0000218,178.0,Autocuration,1,,CHEMBL627671,,
14157,,13257,,,,Bone element,A,,BAO_0000218,1474.0,Autocuration,1,,CHEMBL627672,,
14158,,13257,,,,,A,,BAO_0000218,,Autocuration,1,,CHEMBL627673,,
14159,,13257,,,,Kidney,A,,BAO_0000218,2113.0,Autocuration,1,,CHEMBL627674,,
14160,,13257,,,,Liver,A,,BAO_0000218,2107.0,Autocuration,1,,CHEMBL627675,,
14161,,13257,,,,Lung,A,,BAO_0000218,2048.0,Autocuration,1,,CHEMBL627676,,
14162,,13257,,,,Muscle tissue,A,,BAO_0000218,2385.0,Autocuration,1,,CHEMBL627677,,
14163,,8354,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627678,,
14164,,7095,,10116.0,,Serum,A,,BAO_0000218,1977.0,Intermediate,1,,CHEMBL627679,,
14165,,12185,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627680,,
14166,,12185,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627681,,
14167,,12185,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627682,,
14168,,12185,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627683,,
14169,,12686,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627684,,
14170,,12686,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL874441,,
14171,,12686,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627685,,
14172,,12686,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627686,,
14173,,8057,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627687,,
14174,,15778,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL627688,,
14175,,12375,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628038,,
14176,,12375,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628039,,
14177,,12375,,10116.0,,,A,,BAO_0000218,,Intermediate,1,,CHEMBL628040,,
14178,,13588,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL628041,,
14179,,15039,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL630226,,
14180,,9500,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL628042,,
14181,,10014,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625232,,
14182,,10014,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625233,,
14183,,568,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625979,,
14184,,10026,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625980,,
14185,,10281,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625981,,
14186,,10281,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625982,,
14187,,9680,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625983,,
14188,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625984,,
14189,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625985,,
14190,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625986,,
14191,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625987,,
14192,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625988,,
14193,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625989,,
14194,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625990,,
14195,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625991,,
14196,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625992,,
14197,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL625993,,
14198,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL631973,,
14199,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL632143,,
14200,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL632144,,
14201,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL632145,,
14202,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL632146,,
14203,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL632147,,
14204,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL632148,,
14205,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL632149,,
14206,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL632150,,
14207,,13028,,,,,A,,BAO_0000019,,Autocuration,1,,CHEMBL632151,,
