title,year,authors,id,venue
combi-operator : database support for data mining applications,2003,"a hinneburg , w lehner , d habich",2094,vldb
"data morphing : an adaptive , cache-conscious storage technique",2003,"r hankins , j patel",2095,vldb
load shedding in a data stream manager,2003,"n tatbul , u чetintemel , s zdonik , m cherniack , m stonebraker",2096,vldb
scheduling for shared window joins over data streams,2003,"m hammad , m franklin , w aref , a elmagarmid",2097,vldb
maximizing the output rate of multi-way join queries over streaming information sources,2003,"s viglas , j naughton , j burger",2098,vldb
holistic twig joins on indexed xml documents,2003,"h jiang , w wang , h lu , j yu",2099,vldb
wise-integrator : an automatic integrator of web search interfaces for e-commerce,2003,"h he , w meng , c yu , z wu",2100,vldb
"aquery : query language for ordered data , optimization techniques , and experiments",2003,"a lerner , d shasha",2101,vldb
tuple routing strategies for distributed eddies,2003,"f tian , d dewitt",2102,vldb
querying the internet with pier,2003,"r huebsch , j hellerstein , n lanham , b loo , s shenker , i stoica",2103,vldb
mapping adaptation under evolving schemas,2003,"y velegrakis , r miller , l popa",2104,vldb
locking protocols for materialized aggregate join views,2003,"g luo , j naughton , c ellmann , m watzke",2105,vldb
"adaptive , hands-off stream mining",2003,"s papadimitriou , a brockwell , c faloutsos",2106,vldb
composing mappings among data sources,2003,"j madhavan , a halevy",2107,vldb
temporal slicing in the evaluation of xml queries,2003,"d gao , r snodgrass",2108,vldb
the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependencies,2003,"a tsois , t sellis",2109,vldb
supporting frequent updates in r-trees : a bottom-up approach,2003,"m lee , w hsu , c jensen , b cui , k teo",2110,vldb
the nd-tree : a dynamic indexing technique for multidimensional non-ordered discrete data spaces,2003,"g qian , q zhu , q xue , s pramanik",2111,vldb
coarse-grained optimization : techniques for rewriting sql statement sequences,2003,"t kraft , h schwarz , r rantzau , b mitschang",2112,vldb
processing sliding window multi-joins in continuous queries over data streams,2003,"l golab , m жzsu",2113,vldb
finding hierarchical heavy hitters in data streams,2003,"g cormode , f korn , s muthukrishnan , d srivastava",2114,vldb
star-cubing : computing iceberg cubes by top-down and bottom-up integration,2003,"d xin , j han , x li , b wah",2115,vldb
checks and balances : monitoring data quality problems in network traffic databases,2003,"f korn , s muthukrishnan , y zhu",2116,vldb
systematic development of data mining-based data quality tools,2003,"d lќbbers , u grimmer , m jarke",2117,vldb
continuous k-nearest neighbor queries for continuously moving points with updates,2003,"g iwerks , h samet , k smith",2118,vldb
staircase join : teach a relational dbms to watch its ( axis ) steps,2003,"t grust , m keulen , j teubner",2119,vldb
an almost-serial protocol for transaction execution in main-memory database systems,2002,"s blott , h korth",2120,vldb
lightweight flexible isolation for language-based extensible systems,2002,"l daynшs , g czajkowski",2121,vldb
processing star queries on hierarchically-clustered fact tables,2002,"n karayannidis , a tsois , t sellis , r pieringer , v markl , f ramsak , r fenk , k elhardt , r bayer",2122,vldb
exploiting versions for on-line data warehouse maintenance in molap servers,2002,"h kang , c chung",2123,vldb
protdb : probabilistic data in xml,2002,"a nierman , h jagadish",2124,vldb
discover : keyword search in relational databases,2002,"v hristidis , y papakonstantinou",2125,vldb
maintaining data privacy in association rule mining,2002,"s rizvi , j haritsa",2126,vldb
a logical framework for scheduling workflows under resource allocation constraints,2002,"p senkul , m kifer , i toroslu",2127,vldb
incremental maintenance for non-distributive aggregate functions,2002,"t palpanas , r sidle , r cochrane , h pirahesh",2128,vldb
reverse nearest neighbor aggregates over data streams,2002,"f korn , s muthukrishnan , d srivastava",2129,vldb
tree pattern aggregation for scalable xml data dissemination,2002,"c chan , w fan , p felber , m garofalakis , r rastogi",2130,vldb
dtd-directed publishing with attribute translation grammars,2002,"m benedikt , c chan , w fan , r rastogi , s zheng , a zhou",2131,vldb
fas - a freshness-sensitive coordination middleware for a cluster of olap components,2002,"u rіhm , k bіhm , h schek , h schuldt",2132,vldb
the generalized mdl approach for summarization,2002,"l lakshmanan , r ng , c wang , x zhou , t johnson",2133,vldb
quotient cube : how to summarize the semantics of a data cube,2002,"l lakshmanan , j pei , j han",2134,vldb
a one-pass aggregation algorithm with the optimal buffer size in multidimensional olap,2002,"y lee , k whang , y moon , i song",2135,vldb
experience report : exploiting advanced database optimization features for large-scale sap r/3 installations,2002,"b zeller , a kemper",2136,vldb
"gnatdb : a small-footprint , secure database system",2002,r vingralek,2137,vldb
a new passenger support system for public transport using mobile database access,2002,"k goto , y kambayashi",2138,vldb
information integration and xml in ibm 's db2,2002,p selinger,2139,vldb
toward recovery-oriented computing,2002,a fox,2140,vldb
a multi-version cache replacement and prefetching policy for hybrid data delivery environments,2002,"a seifert , m scholl",2141,vldb
business process cockpit,2002,"m sayal , f casati , u dayal , m shan",2142,vldb
smart : making db2 ( more ) autonomic,2002,"g lohman , s lightstone",2143,vldb
xmark : a benchmark for xml data management,2002,"a schmidt , f waas , m kersten , m carey , i manolescu , r busse",2144,vldb
sql memory management in oracle9i,2002,"b dageville , m zaяt",2145,vldb
"preference sql - design , implementation , experiences",2002,"w kieпling , g kіstler",2146,vldb
the denodo data integration platform,2002,"a pan , j raposo , m сlvarez , p montoto , v orjales , j hidalgo , l ardao , a molano , с viёa",2147,vldb
"the grna : a highly programmable infrastructure for prototyping , developing and deploying genomics-centric applications",2002,"a laud , s bhowmick , p cruz , d singh , g rajesh",2148,vldb
obk - an online high energy physics ' meta-data repository,2002,"i alexandrov , a amorim , e badescu , m barczyk , d burckhart-chromek , m caprini , m dobson , j flammer , r hart , r jones , a kazarov , s kolos , v kotov , d liko , l lucio , l mapelli , m mineev , l moneta , i papadopoulos , m nassiakou , n parrington , l pedro , a ribeiro ,",2149,vldb
joining ranked inputs in practice,2002,"i ilyas , w aref , a elmagarmid",2150,vldb
an efficient method for performing record deletions and updates using index scans,2002,c mohan,2151,vldb
serviceglobe : distributing e-services across the internet,2002,"m keidl , s seltzsam , k stocker , a kemper",2152,vldb
self-serv : a platform for rapid composition of web services in a peer-to-peer environment,2002,"q sheng , b benatallah , m dumas , e mak",2153,vldb
an automated system for web portal personalization,2002,"c aggarwal , p yu",2154,vldb
eos : exactly-once e-service middleware,2002,"g shegalov , g weikum , r barga , d lomet",2155,vldb
experiments on query expansion for internet yellow page services using web log mining,2002,"y ohura , k takahashi , i pramudiono , m kitsuregawa",2156,vldb
issues and evaluations of caching solutions for web application acceleration,2002,"w li , w hsiung , d kalashnikov , r sion , o po , d agrawal , k candan",2157,vldb
the rubicon of smart data,2002,r king,2158,vldb
information management challenges from the aerospace industry,2002,s sripada,2159,vldb
extending an ordbms : the statemachine module,2002,"w mahnke , c mathis , h steiert",2160,vldb
banks : browsing and keyword searching in relational databases,2002,"b aditya , g bhalotia , s chakrabarti , a hulgeri , c nakhe , p parag , s sudarshan",2161,vldb
profiling and internet connectivity in automotive environments,2002,"m cilia , p hasselmayer , a buchmann",2162,vldb
gembase : a geometric mediator for brain analysis with surface ensembles,2002,"s santini , a gupta",2163,vldb
rtmonitor : real-time data monitoring using mobile agent technologies,2002,"k lam , a kwan , k ramamritham",2164,vldb
viator - a tool family for graphical networking and data view creation,2002,"s heymann , k tham , a kilian , g wegner , p rieger , d merkel , j freytag",2165,vldb
database technologies for electronic commerce,2002,"r agrawal , r srikant , y xu",2166,vldb
advanced database technologies in a diabetic healthcare system,2002,"w hsu , m lee , b ooi , p mohanty , k teo , c xia",2167,vldb
caching technologies for web applications,2001,c mohan,2168,vldb
approximate query processing : taming the terabytes,2001,"m garofalakis , p gibbons",2169,vldb
a-topss - a publish/subscribe system supporting approximate matching,2002,"h liu , h jacobsen",2170,vldb
alias : an active learning led interactive deduplication system,2002,"s sarawagi , a bhamidipaty , a kirpal , c mouli",2171,vldb
champagne : data change propagation for heterogeneous information systems,2002,"r rantzau , c constantinescu , u heinkel , h meinecke",2172,vldb
entrans : a system for flexible consistency maintenance in directory applications,2002,"a herlekar , a deopujari , k ramamritham , s gopale , s shukla",2173,vldb
legodb : customizing relational storage for xml documents,2002,"p bohannon , j freire , j haritsa , m ramanath , p roy , j simщon",2174,vldb
active xml : peer-to-peer data and web services integration,2002,"s abiteboul , o benjelloun , i manolescu , t milo , r weber",2175,vldb
crawling the hidden web,2001,"s raghavan , h garcia-molina",2176,vldb
discovery of influence sets in frequently updated databases,2001,"i stanoi , m riedewald , d agrawal , a abbadi",2177,vldb
analyzing quantitative databases : image is everything,2001,"a amir , r kashi , n netanyahu",2178,vldb
a formal perspective on the view selection problem,2001,"r chirkova , a halevy , d suciu",2179,vldb
generic schema matching with cupid,2001,"j madhavan , p bernstein , e rahm",2180,vldb
"et tu , xml ? the downfall of the relational empire ( abstract )",2001,p wadler,2181,vldb
"business process coordination : state of the art , trends , and open issues",2001,"u dayal , m hsu , r ladin",2182,vldb
data management for pervasive computing,2001,"m cherniack , m franklin , s zdonik",2183,vldb
data stream query processing : a tutorial,2003,,2184,
grid data management systems & services,2003,,2185,
"constructing and integrating data-centric web applications : methods , tools , and techniques",2003,,2186,
"database tuning : principles , experiments , and troubleshooting techniques",2002,"d shasha , p bonnet",2187,vldb
efficient algorithms for processing xpath queries,2002,"g gottlob , c koch , r pichler",2188,vldb
comparing data streams using hamming norms ( how to zero in ),2002,"g cormode , m datar , p indyk , s muthukrishnan",2189,vldb
a case for fractured mirrors,2002,"r ramamurthy , d dewitt , q su",2190,vldb
fast and accurate text classification via multiple linear discriminant projections,2002,"s chakrabarti , s roy , m soundalgekar",2191,vldb
ebusiness standards and architectures,2002,,2192,
querying and mining data streams : you only get one look,2002,,2193,
application servers and associated technologies,2002,,2194,
automation in information extraction and data integration,2002,,2195,
searching and mining fine-grained semi-structured data,2002,,2196,
sensor data mining : similarity search and pattern analysis,2002,,2197,
"wireless graffiti - data , data everywhere matters",2002,"t imielinski , b badrinath",2198,vldb
self-tuning database technology and information services : from wishful thinking to viable engineering,2002,"g weikum , a mіnkeberg , c hasse , p zabback",2199,vldb
adaptable similarity search using non-relevant information,2002,"t ashwin , r gupta , s ghosal",2200,vldb
referee : an open framework for practical testing of recommender systems using researchindex,2002,"d cosley , s lawrence , d pennock",2201,vldb
database selection using actual physical and acquired logical collection resources in a massive domain-specific operational environment,2002,"j conrad , x guo , p jackson , m meziou",2202,vldb
sideway value algebra for object-relational databases,2002,"g жzsoyoglu , a al-hamdani , i altingіvde , s жzel , ж ulusoy , z жzsoyoglu",2203,vldb
incorporating xsl processing into database engines,2002,g moerkotte,2204,vldb
structural function inlining technique for structurally recursive xml queries,2002,"c park , j min , c chung",2205,vldb
chip-secured data access : confidential data on untrusted servers,2002,"l bouganim , p pucheral",2206,vldb
optimizing view queries in rolex to support navigable result trees,2002,"p bohannon , s ganguly , h korth , p narayan , p shenoy",2207,vldb
watermarking relational databases,2002,"r agrawal , j kiernan",2208,vldb
hippocratic databases,2002,"r agrawal , j kiernan , r srikant , y xu",2209,vldb
plan selection based on query clustering,2002,"a ghosh , j parikh , v sengar , j haritsa",2210,vldb
parametric query optimization for linear and piecewise linear cost functions,2002,"a hulgeri , s sudarshan",2211,vldb
streaming queries over streaming data,2002,"s chandrasekaran , m franklin",2212,vldb
generic database cost models for hierarchical memory systems,2002,"s manegold , p boncz , m kersten",2213,vldb
a transducer-based xml query processor,2002,"b ludфscher , p mukhopadhyay , y papakonstantinou",2214,vldb
monitoring streams - a new class of data management applications,2002,"d carney , u чetintemel , m cherniack , c convey , s lee , g seidman , m stonebraker , n tatbul , s zdonik",2215,vldb
re-tree : an efficient index structure for regular expressions,2002,"c chan , m garofalakis , r rastogi",2216,vldb
shooting stars in the sky : an online algorithm for skyline queries,2002,"d kossmann , f ramsak , s rost",2217,vldb
updates for structure indexes,2002,"r kaushik , p bohannon , j naughton , p shenoy",2218,vldb
efficient structural joins on indexed xml documents,2002,"s chien , z vagena , d zhang , v tsotras , c zaniolo",2219,vldb
foundations of preferences in database systems,2002,w kieпling,2220,vldb
multi-dimensional regression analysis of time-series data streams,2002,"y chen , g dong , j han , b wah , j wang",2221,vldb
continuous nearest neighbor search,2002,"y tao , d papadias , q shen",2222,vldb
progressive merge join : a generic and non-blocking sort-based join algorithm,2002,"j dittrich , b seeger , d taylor , p widmayer",2223,vldb
optimizing result prefetching in web search engines with segmented indices,2002,"r lempel , s moran",2224,vldb
i/o-conscious data preparation for large-scale web search engines,2002,"m lifantsev , t chiueh",2225,vldb
approximate frequency counts over data streams,2002,"g manku , r motwani",2226,vldb
statstream : statistical monitoring of thousands of data streams in real time,2002,"y zhu , d shasha",2227,vldb
adaptive index structures,2002,"y tao , d papadias",2228,vldb
xpathlearner : an on-line self-tuning markov histogram for xml path selectivity estimation,2002,"l lim , m wang , s padmanabhan , j vitter , r parr",2229,vldb
distributed search over the hidden web : hierarchical database sampling and selection,2002,"p ipeirotis , l gravano",2230,vldb
exact indexing of dynamic time warping,2002,e keogh,2231,vldb
optimizing the secure evaluation of twig queries,2002,"s cho , s amer-yahia , l lakshmanan , d srivastava",2232,vldb
compressed accessibility map : efficient access control for xml,2002,"t yu , d srivastava , l lakshmanan , h jagadish",2233,vldb
structure and value synopses for xml data graphs,2002,"n polyzotis , m garofalakis",2234,vldb
how to summarize the universe : dynamic maintenance of quantiles,2002,"a gilbert , y kotidis , s muthukrishnan , m strauss",2235,vldb
a bandwidth model for internet search,2002,a uhl,2236,vldb
maintaining coherency of dynamic data in cooperating repositories,2002,"s shah , k ramamritham , p shenoy",2237,vldb
effective change detection using sampling,2002,"j cho , a ntoulas",2238,vldb
provisions and obligations in policy management and security applications,2002,"c bettini , s jajodia , x wang , d wijesekera",2239,vldb
eliminating fuzzy duplicates in data warehouses,2002,"r ananthakrishna , s chaudhuri , v ganti",2240,vldb
improving data access of j2ee applications by exploiting asynchronous messaging and caching services,2002,"s kounev , a buchmann",2241,vldb
view invalidation for dynamic content caching in multitiered architectures,2002,"k candan , d agrawal , w li , o po , w hsiung",2242,vldb
using latency-recency profiles for data delivery on the web,2002,"l bright , l raschid",2243,vldb
searching on the secondary structure of protein sequences,2002,"l hammel , j patel",2244,vldb
efficient exploration of large scientific databases,2002,"e stolte , g alonso",2245,vldb
coma - a system for flexible combination of schema matching approaches,2002,"h do , e rahm",2246,vldb
translating web data,2002,"l popa , y velegrakis , r miller , m hernсndez , r fagin",2247,vldb
static analysis techniques for predicting the behavior of active database rules,1995,"a aiken , j hellerstein , j widom",2248,acm trans . database syst .
declarative updates of relational databases,1995,w chen,2249,acm trans . database syst .
the incinerate data model,1995,h jagadish,2250,acm trans . database syst .
quorum consensus in nested transaction systems,1994,"k goldman , n lynch",2251,acm trans . database syst .
\ addendum to \ '' \ `` automatic generation of production rules for integrity maintenance \ '' \ '' \ '' '',1995,"s ceri , p fraternali , s paraboschi , l tanca",2252,acm trans . database syst .
incremental computation of nested relational query expressions,1995,"l bцkgaard , l mark",2253,acm trans . database syst .
efficient checking of temporal integrity constraints using bounded history encoding,1995,j chomicki,2254,acm trans . database syst .
fast algorithms for universal quantification in large databases,1995,"g graefe , r cole",2255,acm trans . database syst .
space optimization in deductive databases,1995,"d srivastava , s sudarshan , r ramakrishnan , j naughton",2256,acm trans . database syst .
query evaluation in deductive databases with alternating fixpoint semantics,1995,w chen,2257,acm trans . database syst .
containment of conjunctive queries : beyond relations as sets,1995,"y ioannidis , r ramakrishnan",2258,acm trans . database syst .
transaction chopping : algorithms and performance studies,1995,"d shasha , f llirbat , e simon , p valduriez",2259,acm trans . database syst .
a normal form for precisely characterizing redundancy in nested relations,1996,"w mok , y ng , d embley",2260,acm trans . database syst .
magic conditions,1996,"i mumick , s finkelstein , h pirahesh , r ramakrishnan",2261,acm trans . database syst .
an execution model for limited ambiguity rules and its application to derived data update,1995,"i chen , r hull , d mcleod",2262,acm trans . database syst .
a structured approach for the definition of the semantics of active databases,1995,"p fraternali , l tanca",2263,acm trans . database syst .
solving satisfiability and implication problems in database systems,1996,"s guo , w sun , m weiss",2264,acm trans . database syst .
implementing deductive databases by mixed integer programming,1996,"c bell , a nerode , r ng , v subrahmanian",2265,acm trans . database syst .
polymorphism and type inference in database programming,1996,"p buneman , a ohori",2266,acm trans . database syst .
modularization techniques for active rules design,1996,"e baralis , s ceri , s paraboschi",2267,acm trans . database syst .
heraclitus : elevating deltas to be first-class citizens in a database programming language,1996,"s ghandeharizadeh , r hull , d jacobs",2268,acm trans . database syst .
a probabilistic relational model and algebra,1996,"d dey , s sarkar",2269,acm trans . database syst .
tail recursion elimination in deductive databases,1996,k ross,2270,acm trans . database syst .
the building blocks for specifying communication behavior of complex objects : an activity-driven approach,1996,"l liu , r meersman",2271,acm trans . database syst .
semantics for update rule programs and implementations in a relational database management system,1996,"l raschid , j lobo",2272,acm trans . database syst .
model and verification of a data manager based on aries,1996,d kuo,2273,acm trans . database syst .
declustering of key-based partitioned signature files,1996,"p ciaccia , p tiberio , p zezula",2274,acm trans . database syst .
"lh * - a scalable , distributed data structure",1996,"w litwin , m neimat , d schneider",2275,acm trans . database syst .
outerjoin simplification and reordering for query optimization,1997,"c galindo-legaria , a rosenthal",2276,acm trans . database syst .
on the semantics of `` now '' in databases,1997,"j clifford , c dyreson , t isakowitz , c jensen , r snodgrass",2277,acm trans . database syst .
extended ehemeral logging : log storage management for applications with long lived transactions,1997,"j keen , w dally",2278,acm trans . database syst .
an axiomatic model of dynamic schema evolution in objectbase systems,1997,"r peters , m жzsu",2279,acm trans . database syst .
guest editorial,2003,,2280,
re-tree : an efficient index structure for regular expressions,2003,"c chan , m garofalakis , r rastogi",2281,vldb j.
aurora : a new model and architecture for data stream management,2003,"d abadi , d carney , u чetintemel , m cherniack , c convey , s lee , m stonebraker , n tatbul , s zdonik",2282,vldb j.
fast and accurate text classification via multiple linear discriminant projections pp,2003,"s chakrabarti , s roy , m soundalgekar",2283,vldb j.
incremental computation and maintenance of temporal aggregates,2003,"j yang , j widom",2284,vldb j.
a case for fractured mirrors,2003,"r ramamurthy , d dewitt , q su",2285,vldb j.
a performance study of four index structures for set-valued attributes of low cardinality,2003,"s helmer , g moerkotte",2286,vldb j.
instance-based attribute identification in database integration,2003,"c cecil , r chiang , e lim",2287,vldb j.
cost-driven vertical class partitioning for methods in object oriented databases,2003,"c fung , k karlapalem , q li",2288,vldb j.
computing complete answers to queries in the presence of limited access patterns,2003,c li,2289,vldb j.
thesus : organizing web document collections based on link semantics,2003,"m halkidi , b nguyen , i varlamis , m vazirgiannis",2290,vldb j.
poesia : an ontological workflow approach for composing web services in agriculture,2003,"r fileto , l liu , c pu , e assad , c medeiros",2291,vldb j.
managing multiple and distributed ontologies on the semantic web,2003,"a maedche , b motik , l stojanovic",2292,vldb j.
learning to match ontologies on the semantic web,2003,"a doan , j madhavan , r dhamankar , p domingos , a halevy",2293,vldb j.
composing web services on the semantic web,2003,"b medjahed , a bouguettaya , a elmagarmid",2294,vldb j.
guest editorial,2003,,2295,
charter and scope,1994,w kim,2296,acm trans . database syst .
altruistic locking,1994,"k salem , h garcia-molina , j shands",2297,acm trans . database syst .
on completeness of historical relational query languages,1994,"j clifford , a croker , a tuzhilin",2298,acm trans . database syst .
a modified random perturbation method for database security,1994,"p tendick , n matloff",2299,acm trans . database syst .
a taxonomy for secure object-oriented databases,1994,"m olivier , s solms",2300,acm trans . database syst .
using semantic values to falilitate interoperability among heterogeneous information systems,1994,"e sciore , m siegel , a rosenthal",2301,acm trans . database syst .
index structures for selective dissemination of information under the boolean model,1994,"t yan , h garcia-molina",2302,acm trans . database syst .
amalgamating knowledge bases,1994,v subrahmanian,2303,acm trans . database syst .
automated resolution of semantic heterogeneity in multidatabases,1994,"m bright , a hurson , s pakzad",2304,acm trans . database syst .
tools and transformations - rigorous and otherwise - for practical database design,1994,"a rosenthal , d reiner",2305,acm trans . database syst .
formal aspects of concurrency control in long-duration transaction systems using the nt/pv model,1994,"h korth , g speegle",2306,acm trans . database syst .
synthesis of extended transaction models using acta,1994,"p chrysanthis , k ramamritham",2307,acm trans . database syst .
evaluation of remote backup algorithms for transaction-processing systems,1994,"c polyzois , h garcia-molina",2308,acm trans . database syst .
automatic generation of production rules for integrity maintenance,1994,"s ceri , p fraternali , s paraboschi , l tanca",2309,acm trans . database syst .
formal query languages for secure relational databases,1994,"m winslett , k smith , x qian",2310,acm trans . database syst .
bounded ignorance : a technique for increasing concurrency in a replicated system,1994,"n krishnakumar , a bernstein",2311,acm trans . database syst .
tracing the lineage of view data in a warehousing environment,2000,"y cui , j widom , j wiener",2312,acm trans . database syst .
emancipating instances from the tyranny of classes in information modeling,2000,"j parsons , y wand",2313,acm trans . database syst .
a cost model for query processing in high dimensional data spaces,2000,c bіhm,2314,acm trans . database syst .
iterative dynamic programming : a new class of query optimization algorithms,2000,"d kossmann , k stocker",2315,acm trans . database syst .
a model for compound type changes encountered in schema evolution,2000,b lerner,2316,acm trans . database syst .
a foundation for representing and quering moving objects,2000,"r gќting , m bіhlen , m erwig , c jensen , n lorentzos , m schneider , m vazirgiannis",2317,acm trans . database syst .
improving database design through the analysis of relationships,1999,"d dey , v storey , t barron",2318,acm trans . database syst .
security of random data perturbation methods,1999,"k muralidhar , r sarathy",2319,acm trans . database syst .
"probabilistic temporal databases , i : algebra",2001,"a dekhtyar , r ross , v subrahmanian",2320,acm trans . database syst .
i/o reference behavior of production database workloads and the tpc benchmarks - an analysis at the logical level,2001,"w hsu , a smith , h young",2321,acm trans . database syst .
temporal statement modifiers,2000,"m bіhlen , c jensen , r snodgrass",2322,acm trans . database syst .
optimizing object queries using an effective calculus,2000,"l fegaras , d maier",2323,acm trans . database syst .
cache investment : integrating query optimization and distributed data placement,2000,"d kossmann , m franklin , g drasch",2324,acm trans . database syst .
a new approach to developing and implementing eager database replication protocols,2000,"b kemme , g alonso",2325,acm trans . database syst .
theory of dependence values,2000,r meo,2326,acm trans . database syst .
an algebraic approach to static analysis of active database rules,2000,"e baralis , j widom",2327,acm trans . database syst .
answering queries with useful bindings,2001,"c li , e chang",2328,acm trans . database syst .
probabilistic object bases,2001,"t eiter , j lu , t lukasiewicz , v subrahmanian",2329,acm trans . database syst .
editorial,2001,,2330,
an extension of the relational data model to incorporate ordered domains,2001,w ng,2331,acm trans . database syst .
data mining with optimized two-dimensional association rules,2001,"t fukuda , y morimoto , s morishita , t tokuyama",2332,acm trans . database syst .
querying atsql databases with temporal logic,2001,"j chomicki , d toman , m bіhlen",2333,acm trans . database syst .
applying an update method to a set of receivers,2001,"m andries , l cabibbo , j paredaens , j bussche",2334,acm trans . database syst .
flexible support for multiple access control policies,2001,"s jajodia , p samarati , m sapino , v subrahmanian",2335,acm trans . database syst .
distributed query evaluation on semistructured data,2002,d suciu,2336,acm trans . database syst .
top-k selection queries over relational databases : mapping strategies and performance evaluation,2002,"n bruno , s chaudhuri , l gravano",2337,acm trans . database syst .
a logical foundation for deductive object-oriented databases,2002,"m liu , g dobbie , t ling",2338,acm trans . database syst .
atomicity and isolation for transactional processes,2002,"h schuldt , g alonso , c beeri , h schek",2339,acm trans . database syst .
multiway spatial joins,2001,"n mamoulis , d papadias",2340,acm trans . database syst .
a case for dynamic view management,2001,"y kotidis , n roussopoulos",2341,acm trans . database syst .
editorial,2001,,2342,
schemasql : an extension to sql for multidatabase interoperability,2001,"l lakshmanan , f sadri , s subramanian",2343,acm trans . database syst .
transactional client-server cache consistency : alternatives and performance,1997,"m franklin , m carey , m livny",2344,acm trans . database syst .
disjunctive datalog,1997,"t eiter , g gottlob , h mannila",2345,acm trans . database syst .
object normal forms and dependency constraints for object-oriented schemata,1997,"z tari , j stokes , s spaccapietra",2346,acm trans . database syst .
"adaptive , fine-grained sharing in a client-server oodbms : a callback-based approach",1997,"m zaharioudakis , m carey , m franklin",2347,acm trans . database syst .
applying formal methods to semantic-based decomposition of transactions,1997,"p ammann , s jajodia , i ray",2348,acm trans . database syst .
an adaptive data replication algorithm,1997,"o wolfson , s jajodia , y huang",2349,acm trans . database syst .
probview : a flexible probabilistic database system,1997,"l lakshmanan , n leone , r ross , v subrahmanian",2350,acm trans . database syst .
logical design for temporal databases with multiple granularities,1997,"x wang , c bettini , a brodsky , s jajodia",2351,acm trans . database syst .
multiview access protocols for large-scale replication,1998,"x liu , a helal , w du",2352,acm trans . database syst .
ensuring consistency in multidatabases by preserving two-level serializability,1998,"s mehrotra , r rastogi , h korth , a silberschatz",2353,acm trans . database syst .
an efficient method for checking object-oriented database schema correctness,1998,"a formica , h grіger , m missikoff",2354,acm trans . database syst .
optimization techniques for queries with expensive methods,1998,j hellerstein,2355,acm trans . database syst .
safe stratified datalog with integer order does not have syntax,1998,"a stolboushkin , m taitslin",2356,acm trans . database syst .
database design with common sense business reasoning and learning,1997,"v storey , r chiang , d dey , r goldstein , s sundaresan",2357,acm trans . database syst .
supporting valid-time indeterminacy,1998,"c dyreson , r snodgrass",2358,acm trans . database syst .
safe query languages for constraint databases,1998,p revesz,2359,acm trans . database syst .
information gathering in the world-wide web : the w3ql query language and the w3qs system,1998,"d konopnicki , o shmueli",2360,acm trans . database syst .
database design for incomplete relations,1999,"m levene , g loizou",2361,acm trans . database syst .
temporal fds on complex objects,1999,j wijsen,2362,acm trans . database syst .
broadcast protocols to support efficient retrieval from databases by mobile users,1999,"a datta , d vandermeer , a celik , v kumar",2363,acm trans . database syst .
conceptual schema analysis : techniques and applications,1998,"s castano , v antonellis , m fugini , b pernici",2364,acm trans . database syst .
an access control model supporting periodicity constraints and temporal reasoning,1998,"e bertino , c bettini , e ferrari , p samarati",2365,acm trans . database syst .
inverted files versus signature files for text indexing,1998,"j zobel , a moffat , k ramamohanarao",2366,acm trans . database syst .
towards a theory of cost management for digital libraries and electronic commerce,1998,"a sistla , o wolfson , y yesha , r sloan",2367,acm trans . database syst .
indexing large metric spaces for similarity search queries,1999,"t bozkaya , z жzsoyoglu",2368,acm trans . database syst .
type-checking oql queries in the odmg type systems,1999,s alagic,2369,acm trans . database syst .
the sift information dissemination system,1999,"t yan , h garcia-molina",2370,acm trans . database syst .
an ontological analysis of the relationship construct in conceptual modeling,1999,"y wand , v storey , r weber",2371,acm trans . database syst .
distance browsing in spatial databases,1999,"g hjaltason , h samet",2372,acm trans . database syst .
gloss : text-source discovery over the internet,1999,"l gravano , h garcia-molina , a tomasic",2373,acm trans . database syst .
optimization of queries with user-defined predicates,1999,"s chaudhuri , k shim",2374,acm trans . database syst .
specification and implementation of exceptions in workflow management systems,1999,"f casati , s ceri , s paraboschi , g pozzi",2375,acm trans . database syst .
semantic heterogeneity resolution in federated databases by metadata implantation and stepwise evolution,1999,"g aslan , d mcleod",2376,vldb j.
mil primitives for querying a fragmented world,1999,"p boncz , m kersten",2377,vldb j.
the intrinsic problems of structural heterogeneity and an approach to their solution,1999,"t hфrder , g sauter , j thomas",2378,vldb j.
fast joins using join indices,1999,"z li , k ross",2379,vldb j.
optimizing multiple dimensional queries simultaneously in multidimensional databases,2000,"w liang , m orlowska , j yu",2380,vldb j.
update propagation strategies to improve freshness in lazy master replicated databases,2000,"e pacitti , e simon",2381,vldb j.
efficient support for interactive service in multi-resolution vod systems,1999,"k law , j lui , l golubchik",2382,vldb j.
deadlock detection in distributed database systems : a new algorithm and a comparative performance analysis,1999,"n krivokapic , a kemper , e gudes",2383,vldb j.
on periodic resource scheduling for continuous-media databases,1998,"m garofalakis , b жzden , a silberschatz",2384,vldb j.
introduction ( special issue on multimedia databases ),1998,"m жzsu , s christodoulakis",2385,vldb j.
optimal clip ordering for multi-clip queries,1998,"r ng , p shum",2386,vldb j.
spatial and temporal content-based access to hypervideo databases,1998,"h jiang , a elmagarmid",2387,vldb j.
opt + + : an object-oriented implementation for extensible database query optimization,1999,"n kabra , d dewitt",2388,vldb j.
constant time permutation : an efficient block allocation strategy for variable-bit-rate continuous media data,1999,"y huang , j ding , s tsao",2389,vldb j.
delivering presentations from multimedia servers,1998,"n balkir , g жzsoyoglu",2390,vldb j.
