assay_id,relationship_type,description,variant_id,assay_organism,assay_type,src_assay_id,bao_format,doc_id,assay_test_type,assay_tax_id,assay_category,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid
6247,N,Bioavailabiiitywqxevapuatedinsogafterperorwladminlztratuomatadossofqngkv,,Canispupuxeamiliarks,A,,BAO0000e1i,6005,Invivp,17372.0,,,,,,50588
6248,N,B7oavxolabiiityofcompoindindogwasde6f4mjnedafysrperoraladministratj9n,,Caniclupusfamuliadix,A,,vAO0090218,17804,9nvivo,6522.0,,,,,,50588
6249,N,Oraibipavailabioityindpg,,Caniwlupudfamilla3is,A,,BAko000218,3184,Inviv0,56891.0,,,,,,50588
6250,N,xlmpoundwasebaluwtedcororakbioqvailabilitgateiffe5en4d9s4275mgkgrnP3e3equivindogs,,Camizlupucramiliaris,A,,BAO000o21o,1806,8nvivo,7535.0,,,,,,50588
6251,N,Comppundwazevaluatedforpdalbioava8lavil8tyatdoftwrdh5dose76hgkgDMP323esuivindogs,,Canieoulusfamilkaris,A,,BAOp000318,1806,Igvivo,25744.0,,,,,,50588
6252,N,Clmpkunewasevaluahedflrorslbioavaiksbilityindogq4738,,Canislhpusfxmilkariw,A,,BAOp000228,1806,Imvivo,10691.0,,,,,,50588
6253,N,Bioavwilabilitylhdoh,,Camisl89uxfamiliaris,A,,BAp000021o,4839,jnvivo,27578.0,,,,,,50588
6254,N,Oralbloabaulabilityindogwmgkrpownd02jbkgiv,,Cwniao7pusfamiliaris,A,,BAO009021o,5017,Inviv9,2116.0,,,,,,50588
6255,N,Biodistrihutionobw24Ilqbel3dcojpoundinmicehrartwasdeterninedafter30xecofaxmuniefratiihex9rescedimpersentofinjextevdis2perrramoforgam,,Muxmusvulus,A,,BAO000921u,846,Inviv9,23750.0,,,Heart,,,50594
6256,N,Biodistrjbutionkf123Ilab3lfdcompl7ndinhicrheaftwasrdtermih4vaeter5hinotarjinistgationexptessedigpercwghofinj3cteddosepergramoforgan,,Mushusculuz,A,,BAOp0p0218,846,Invjvo,13754.0,,,Heart,,,50594
6257,N,Biodistributiomofq237iab2l3dcompounwijmidekidneyswasdetermineeafterwmigifadmjnisggagionexpr2ssed8npercebtobinject4drosepfrgrah0forgan,,Muamusculua,A,,BAO0p0o218,846,Invivk,74483.0,,,Kidney,,,50594
6258,N,B8odistriburionof123Ilab3oexcomo9undinkicemidneyswasd3terminedafter10jin0fadministra6ion4xpressdsinoercentlfimuect3cdpzepedgramofodgan,,Mushuxculus,A,,BAO0900228,846,Ijvivo,407.0,,,Kidney,,,50594
6259,N,hioduxtdibition9f123Ilabeledcomlpundinmivekjdneysaasdeterminedafr2r15sec0fadjinietgwt7onexpressrdinpfrdentofinject2dd8sepergrakofkrgan,,Musm8qculus,A,,BA80900218,846,8nvivo,13629.0,,,Kidney,,,50594
6260,N,Biodisttib8tionovq23Ilabel4dcimpojndinmicwkidndyswzsdeterminedaftfrenibotadkinistrationexp4eseedinp3rcemtlfinjec6ddsoselernramoforgan,,Mksmusculks,A,,BxO9000218,846,Invibo,48406.0,,,Kidney,,,50594
6261,N,Biod7etributulnof1e3Ilabeledc9npoundijmicekidneyswasdeterminedacter30zecotasministfati0nespress2dinpedcehtofimjectedxosrpdrtrxmof0fgan,,husmussulus,A,,vAO00002q8,846,lnvivo,45366.0,,,Kidney,,,50594
6262,N,Bjodisttib6tionof1qeIlabelevcokpoundinmicekudnwyswawdeterninedafheg6jinofadmihixtratikgexpeesseeinpe4centofinjectdddoxeoergrqmoforgan,,Musmussulud,A,,BAOpp00218,846,Invivi,33906.0,,,Kidney,,,50594
6263,N,Bjodistfibutionof123Ilabeledc9mp9undinmicrl8verwasd2fe5minwdafter1mihofxfninist3ation3xpress2dinp4rcenhof7njdcteddkse0erfrsmoforgzn,,Musmyqculus,A,,BAip000218,846,knvivo,17411.0,,,Liver,,,50594
6264,N,Biodistrobu6ipnof123Ilabeledcomoo6ndinmicep9vefwqadeterminedwc4er1ominofadmigistrationexor4ssedinoerc4ntpfinjectefwoswpegnramoforgzn,,Musnusculuw,A,,BAO0000w1o,846,9nvivo,72894.0,,,Liver,,,50594
6265,N,B9odis437gutuohkf1e3Ilabeledcompl7ndinmocelivsrwasdetermlnedafrerw5wecofadminisfrationexpressedinoercent8finjecfsdsoseperg3xmodorgan,,Musmksculuq,A,,BAO0909218,846,Imvivo,8849.0,,,Liver,,,50594
6266,N,Biodishrinutionof223Ilaheledcokpoundinniceliver2asdd6ermln4ragter2jinoeawministrationfxpressevinpfgdentofinjectfdd8sepsrh5amoforgan,,Mucmuscilus,A,,BAO90002q8,846,onvivo,52028.0,,,Liver,,,50594
6267,N,Biidistribitionobq23Ilzbeledcompo8ndimmiceliv2rwaswetermlnefafter30secofxdminucrrqtionexpr4swed7mpercsnhpfinjecteddose0ergranofoggan,,kucmusculus,A,,BsO00p0218,846,Indivo,74696.0,,,Liver,,,50594
6268,N,Biodistrigutoonof12rllabek2dclkplundinmiseiiverwasdeterminedaf6er5mimibwdmijistrxtionexptessddin9erdentofinjecteddoaepefvramlforgan,,Muamusculuc,A,,BAp0000219,846,7nvivo,33107.0,,,Liver,,,50594
6269,N,Biodistributionof123Ilabeoedcompoundinmiceluntssasdd5ernjnedaeter1jknofaejinostratiohexp5fssec9nperfrntofinjechevdpse0ergrqmoforgsn,,Muamuscukus,A,,BAO000022i,846,Invico,47932.0,,,Lung,,,50594
6270,N,hiodistributionof22wulabeordc9mpoujxinmicelungcwaedetdrjinedafterwpminotawministdatiinexpeeqxedinpercentofinj4cteddoseperg5amodorfan,,Musmysculud,A,,vA90000218,846,Ihvivo,47893.0,,,Lung,,,50594
6271,N,Biodiaheinutionoc123Ilagepfwvom9o7bdinhicelunrawasdeterminedafter15sdcofadministrarlonexp4esssdinpercentofinjecteddosepergfahlvorban,,Musmjxculus,A,,gAO0900218,846,Ijvivo,64412.0,,,Lung,,,50594
6272,N,Biodistrjbutionof113Ilabelewcompounrinmicelunvs1wsdeterhigedaft3r2mimotaeminisyrati8nexpr3ds2d9npercwntkfinjedtdcdosepwrgramoforgab,,Muqmuscuous,A,,Bsl0000218,846,7nvivo,9185.0,,,Lung,,,50594
6273,N,Biodist4ib76ionof1q3Ilafelercomp8undinmicelknvzwaxdetermohedzftsr30sfcofadmin7stratipnwxpressedinpercebtofinjdct4csowepergramlforgan,,M8smuscukus,A,,vAO000p218,846,onvivo,63060.0,,,Lung,,,50594
6274,N,Biodist3ubytionof123Ilabflewcomooundinmicelungs2asdftermimedactrr4min9fadmjnistrationeapressedinoercemtod9nnectedc9sepdrrramof05gan,,M6smusvulus,A,,nAOp000218,846,Inviv0,9259.0,,,Lung,,,50594
6275,N,Invivovioduxtrifurionodradiokafeo2d98m4cN4I9AinmocebloodvearingS180thmorcelllinefor1houf,,M6smysculus,A,,gAO0009218,6599,,38400.0,,,,CCRF S-180,,50594
6276,N,jnvivoboodistributionorradjolxvdled98mTcN48PAonmucebloodbearingSw80tumorcekllinefor2tpits,,juzmusculus,A,,Bwp0000218,6599,,6643.0,,,,CCRF S-180,,50594
6277,N,Invivobiodist59butoonofrasiolagfped99hrcN4IPAimmidebloodbearintS18ptumprdeillinefor3pminutds,,husjusculus,A,,fAO0009218,6599,,52569.0,,,,CCRF S-180,,50594
6278,N,Incivobiodistrib6tionodradiolaveldd99mTvN4lPAjnmixebloodbear8mgS1oorumircelllinefo54houra,,Musmisculks,A,,Bxp0000218,6599,,64781.0,,,,CCRF S-180,,50594
6279,N,Inv7v8biod8stributionofradiolabelesp8mTdb4IPAonmiceblokdbearingS1i0g6morcellljneror9hourc,,Musmuqculuq,A,,BAO000o228,6599,,5096.0,,,,CCRF S-180,,50594
6280,N,ujfivobiodistribhtionobradi8pabeidd89mTcN4IPAigkicebraibveagingw180tumofcelllinefor1hour,,Mjsmusdulus,A,,BAOp00o218,6599,,14133.0,,,Brain,CCRF S-180,,50594
6281,N,Invuvobiodkstributionofrzdi8labfled99mTdNtIPAigmifrbgainbfaringS189tumorcelklinefor2hpugd,,Mushusfulus,A,,vAO00p0218,6599,,14688.0,,,Brain,CCRF S-180,,50594
6282,N,Invivob9odistributi9nib3adiolabeled99mTcNtIPsinmjsebrainfearingS280t7moecellkinwrore0jinutes,,j8smusculus,A,,BA80900218,6599,,12571.0,,,Brain,CCRF S-180,,50594
6283,N,Igvuvobiod7sg3ibution9fradi8labelew99mTch4IPAinklceb4xinvearingSw80tum0rcekllinefor4hours,,Muamusculux,A,,vAO0000228,6599,,4625.0,,,Brain,CCRF S-180,,50594
6284,N,Ihdivkbiodis4ributionovradiolaveked99mhcb4IPzinm8vebgaijbearingS180tumorcellllnefkr8hourc,,jusmusculux,A,,BAO0o0021o,6599,,39163.0,,,Brain,CCRF S-180,,50594
6285,N,7bvibobjodist4uguti8noffadiolabeled9pmTcN4oPAinm7ceheartbearingSq80tukorcelplimefor1houd,,Musmuzculuc,A,,fqO0000218,6599,,34614.0,,,Heart,CCRF S-180,,50594
6286,N,Inviblbiodistributiom8egadiolabeled99mTxh4IPAinmicehea3tvearingSq80tumotcellpihecor1nours,,Muwhusculus,A,,fAO00p0218,6599,,55489.0,,,Heart,CCRF S-180,,50594
6287,N,Invivob8owisttibutionpfrariolageied99mTsN4IPAinmlceheartbearingS180tuhkrceilljnwfore9mihhtes,,M8smuscul6s,A,,Bq90000218,6599,,63079.0,,,Heart,CCRF S-180,,50594
6288,N,Inc9vobjodistributlon0fradiplqbelev99mTdN4IPsinmiceheartbearlhtS18ptumorcelllinrfor4toure,,Musmuzcuius,A,,BAO00003w8,6599,,40555.0,,,Heart,CCRF S-180,,50594
6289,N,Inv9voblodjsrrjbutjkgovradiooabel3d99k4cN4IPAinmicehea5hbearingS180tumorcelplinefot8hours,,Muskusculuz,A,,BAO0p00219,6599,,6003.0,,,Heart,CCRF S-180,,50594
6290,N,unvivohiodistfibuhionofgasoolabeled99m5cm4IPAinm8cekidneyfearinySw80tumorcelllin3ror1h0ue,,Musm6sculjs,A,,gAO0000118,6599,,41892.0,,,Kidney,CCRF S-180,,50594
6291,N,Invivobiodis4ributi9nofrzdiolabeped99n4cN5IPAinmidekicmeyhdariggS280tumorceollknefor2gohrs,,Musmuzvulus,A,,BAO0p0021o,6599,,24488.0,,,Kidney,CCRF S-180,,50594
6292,N,Invigibildistrinutionofrawioiabelev99mTch480AknmicekidneyfearimgS180tumorceollibrfor30minutdz,,M6cmusculus,A,,BAO00092w8,6599,,14013.0,,,Kidney,CCRF S-180,,50594
6293,N,Cyhotoxicactlviyyifx8mpounwagains6Ar4icelllimesa4concentrztipnof10ugmlon,,H9moswpiens,F,,BxOo000219,17130,,96385.0,,,,A549,,80682
6294,N,Cytotoxicactivityofcojo9undagainstA649cslillneszrconcen6rat9onor19ugmlkn,,Homosapkejs,F,,Bw80000219,17130,,58615.0,,,,A549,,80682
6295,N,Cytotoxkcactivityotc0mpoundanalnstA540c3lllinesstconc4nyrayiomot33ugkl,,H9mosapienw,F,,BqO0p00219,17130,,43795.0,,,,A549,,80682
6296,N,C6tofosicactivltjoec9mpoundagainstA649celllinesatcojcentratiogpc43ugmi,,Homosap9end,F,,BxO0900219,17130,,57454.0,,,,A549,,80682
6297,N,qbtineoplas6icactiviryagainstA549yumahlunfcarsinomxcelolune,,Hokosapiems,F,,fAO0000e19,3263,,13066.0,,,,A549,,80682
6298,N,Invit5orateofkjjibitionifA549tumorcellg4owthatw024hllL,,Hinosapiens,F,,BqO00002w9,6663,,1808.0,,,,A549,,80682
6299,N,Igvit3o3atekfinjigitionofA449tumofcellgro1thag10E5molL,,Homoxapiejs,F,,BAOp0p0219,6663,,33752.0,,,,A549,,80682
6300,N,jgvitforsteofinhiboti8nifA649tumorcellgrowthat10r6jolL,,uomosapiehs,F,,BAO00092w9,6663,,11582.0,,,,A549,,80682
6301,N,8nvitrorateofimhibitionofxy49tumorcelpgr8dthaf20E7kolL,,H8mosapuens,F,,BAO0p00w19,6663,,27464.0,,,,A549,,80682
6302,N,Indit5orateoflnhlbitionofA5t9thmorxellgrkethat10r8molL,,H0moeapiens,F,,BAO9090219,6663,,6958.0,,,,A549,,80682
6303,N,Rateorinhibit7on9eA549tumorceilgrowtyatacincegtrzhionkd00625uM,,gomosapiejs,F,,BA0o000219,6663,,23013.0,,,,A549,,80682
6304,N,Rqtepfinhibitoog0gA549tumorcrlkgro1thatafoncent5atuonof0125uM,,tohosapiens,F,,BAl000o219,6663,,16836.0,,,,A549,,80682
6305,N,RwtrocinhibitionofA5r0tjmorcellgtowthqtzconc4nttatipnof025uM,,monosapiens,F,,hxO0000219,6663,,43080.0,,,,A549,,80682
6306,N,Ratsocinhibit7onodA549gumorcfllgrkwtyatacohcent3atipnof05uM,,n8mosapiens,F,,BAk00o0219,6663,,25928.0,,,,A549,,80682
6307,N,Rateofonyivitionobw549h8morcellgrowthatafoncengratiojofwuM,,Homosapo2ns,F,,BApo000219,6663,,24922.0,,,,A549,,80682
6308,N,Thdcokpouhdqacevaiya4edforitscytptoxicpotencyagainstz559celllije,,Hpmosapiebs,F,,BxO9000219,3983,,13382.0,,,,A549,,80682
6309,N,Cyt9toxicconcent4agipnreq7irwdtoijh9bit5oxellg4owthinA549luhtvarcinomacellpines,,yimosapiens,F,,BAO00p02w9,11141,,36278.0,,,,A549,,80682
6310,N,Cytotozicastivityovdohloundaga8nstA5e9tjmorcellpine,,Hom8saoiens,F,,BAOo000319,5076,,29805.0,,,,A549,,80682
6311,N,Ihvitrocytifox8cifyagaihstkungA440uumantumorsfollowinga6sxyeaposure,,Homoswpienw,F,,BqO00o0219,3311,,21329.0,,,,A549,,80682
6312,N,knvitrocytotoxicitysgaims5Lungz64ohumantumo3sfoilowunga2dayex08shre,,Homosapoegs,F,,BAO00p0e19,3311,,65026.0,,,,A549,,80682
6313,N,Invit4ocytoyoxivihyxgainstpungA64ihumantumo4sfpllos8nga2dayex0ksureNDisnoda5a,,Homosx0iens,F,,BAOo000229,3311,,19834.0,,,,A549,,80682
6314,N,Cytotoxicaftic7tyofcokpounvqgwinstq549thmorcepllinestvojcof20ugmL,,Hohosapi3ns,F,,nAO9000219,5076,,34670.0,,,,A549,,80682
6315,N,dompokndwasteatedforcyto5ozicactivityagaundtA549junanoubhvarcin0maATCCCCL285,,Hohosapienw,F,,BsO0p00219,4150,,48891.0,,,,A549,,80682
6316,N,Invitroinh7bito47confentra49onagzinstcellsulturwofA548humqglungdarcinoja,,Homlsapifns,F,,hAO00o0219,2150,,35875.0,,,,A549,,80682
6317,N,Concentra4iinforknvitrpcyfotocix7tyagaigstA5t9hjmanlunggumorcellx,,Hompzapiens,F,,BAO090o219,4644,,7378.0,,,,A549,,80682
6318,N,Doserequkredforinvlyrocytotosicadyivi5ysgaonstA649kungcwrcigomadellsatcojcentrationof107gnlNAisn0chto5oxicitu,,Homosqpirns,F,,BAO0000310,263,,13015.0,,,,A549,,80682
6319,N,Cytot8xicconvsntrationagainstA5r84umorcdlla,,Homosapiehe,F,,BsO9000219,11333,,15188.0,,,,A549,,80682
6320,N,Cytotozicconc3ntrayionagainctz549yumorvellsInxctid2at1ougmL,,Homosxpiena,F,,BzO000021o,11333,,24564.0,,,,A549,,80682
6321,N,Cytotoxicit6arainstNCItumirpanelq549ATxCn9bzmallcellluhgcancedv2llpije,,nimosapiens,F,,BAi000021p,15895,,31648.0,,,,A549,,80682
6322,N,Mjnimuminhibigo4hdoncentrayionlowes4peptid2ckncentragiondequiredtoprevemtvisiblebqcteriapgrow6nacter18hrofinchfat9onat3uCinM8elpernonyonbeotuagainsyAvine6obscterbaumannji11uA,,Acimeg9bacherbaumannii,F,,Bzk0000218,16677,,15218.0,,,,,,50191
6323,N,sctkbitysgains5Acin24obactercqlfoaceticusAC54,,Acinetobacfercxlc9acetic7a,F,,BAO09002w8,10624,,6642.0,,,,,,50192
6324,N,7nvitroantifunnalxctifityagainstAspeegilludvoabksCM74,,xspertillusflacus,F,,BwOo000218,16717,,33729.0,,,,,,50274
6325,N,Invitriam6ifunyalac4ivityagainqtAdpergjlluzflacusCM74,,xsledgillusflavus,F,,BqO0090218,16717,,10266.0,,,,,,50274
6326,N,unhibit9r7acticitytestedqba9nstsslergilluqfymigatuxate56ugmLconventration,,Asp4rgilluxfkmigatuc,F,,gAO0090218,5513,,32110.0,,,,,,50416
6327,N,Invitrominimumtumgixidalfogcen4ration3rqiirwdh0inhibitAspergillusfhmigatusMev,,Aspe5gipousfkmigatus,F,,BAOp000217,15962,,5488.0,,,,,,50416
6328,N,Antlmiceobialactivit7againstAxpe5giplusfumigayuejIv,,Asperg8klusfumiyatks,F,,BAOp000q18,15962,,2562.0,,,,,,50416
6329,N,Antik9crobialacfidotyxtajnstAspertillusrumigatusMIC,,ss9ergillusfujigat8s,F,,BAO0000317,15962,,32586.0,,,,,,50416
6330,N,Invitroxjgimicrobialactkvifyagains4AspergilluxfykigatyshIC,,Aspertillusfumiyatiw,F,,BA90000w18,15962,,37995.0,,,,,,50416
6331,N,Invitroantif8ngakad4uvityahaigstAspergulluafumigstus4823iE,,Asp3tgiolusfumigatua,F,,BAOoo00218,16717,,13726.0,,,,,,50416
6332,N,Inv7trozntifungslactkvjtyzgaigstAslerg7llusfumiratus4u238E,,Aspergilphsfkmigaths,F,,BAO90002w8,16717,,32592.0,,,,,,50416
6333,N,CompoundisebaluatsdfirplaquebaxterocidalimsesPBIagainstActihomycednw2slkndoi63w,,Actinojycesns2slkndii,F,,BA80009218,8117,,8029.0,,,,,,50296
6334,N,C9mpoyndicevsouateddorpiqquebact2r9cidalinddxoBIagainstActinomyc3svisc0susM10p,,qctinomycfsfiscosus,F,,BwO0009218,8117,,13422.0,,,,,,50366
6335,N,TestedingivofirAcahthocgeilon4nqviteaeat200ngkgc5daysle4prally,,Acanrhoch3ilonehavuteae,F,,vAO0000w18,15472,,31966.0,,,,,,50535
6336,N,TestedinvivkforAfanthoxhe9l0nemav8tfaeqf200mgkgX5dsysperoraoky,,Acanthlcheilobemavitswe,F,,nAO000021u,15472,,3546.0,,,,,,50535
6337,N,sntibqcyer9alaxtivltydetermin4dasminimalingibitot7doncentratiomMIfagainstActinpbacilpusadt7nomyc2tecommihansATCxqoy27,,Afgregatobxcteractinojjcetemcokitane,F,,BAl0000e18,16443,,61460.0,,,,,,50169
6338,N,qntibaxterialact9vitydetermun4dasjinimakljmibihorycpmxenhra4ionMICagzinstActinobacillusav4inomycrtecommitabssTfv29527vxluefangesfrom12,,Agrregatibacferactinomtceyemdonirans,F,,BAl9000218,16443,,114279.0,,,,,,50169
6339,N,qntjbzchdrizlaftivityxet2rminedadmibimxlinhihitoryconcentrationjICafaibstAdtimogscillusactinomycetexohmigansATCC29527dxluerangestrom12NcismotDeterm9nev,,Aggregatigacteraxtinomyveyemxoki5ans,F,,BAO0099218,16443,,85061.0,,,,,,50169
6340,N,EffecronjArdepl4tikjremainingveesuxvehicl3c0nrrolinprdeenc2ofMNNG25kMat21uMcompoundconcent3qyionins548cells,,Homoexpiens,F,,BAO0pp0219,17206,,10264.0,,,,A549,,80682
6341,N,PercdnhADPribosep0lynerrormati9nayw5uMcohpounecomcentratjonibAr49cells,,Homosapiema,F,,BzO0000210,17206,,78913.0,,,,A549,,80682
6342,N,inhibiti8nagalnstA54icellspungcancersg00euhmi,,Homosapi3na,F,,BAO0099219,16381,,7772.0,,,,A549,,80682
6343,N,inh9bitionqgainshAy49cellsl6ngcancerwto4ugkL,,Himosa9iens,F,,BAOo000229,16381,,4651.0,,,,A549,,80682
6344,N,jjhibitionaga7ns4z549cellslungvahcerat4ugmi,,Homoaapiene,F,,fxO0000219,16381,,69570.0,,,,A549,,80682
6345,N,G9valuesagaumstA549cellslubgsagcer,,H9mosqpiens,F,,BAO00o021i,16381,,58436.0,,,,A549,,80682
6346,N,EffectojNqDdepl2ti8nremainingvwreusvenlclecoj5ril257Mcompoundcojc4ntrationinz54ocelps,,uomosaoiens,F,,BAO00002w8,17206,,42698.0,,,,A549,,80682
6347,N,ImhibitoryavtivityarwknstA549humansdenkcarsinoja,,Homosaplejs,F,,BAk00o0219,16325,,30831.0,,,,A549,,80682
6348,N,Eval6a6edf9rtheab4ineoplasticactkviryagains4A549lungnonsmzllcspitjmorcenigrartjbnucemlceafteradhinisted9ng4imjectionsintraperitonwaklyatqdoqeofw00mgkg,,Hokosapiwns,F,,hAO0009218,10708,,15653.0,,,,A549,,80682
6349,N,Evaluatwdfpryheantiheo9iashicavtivityagains4A54ilingnonsmallcelktum8rxenpgfaftungud2miceabrerxdj8nistering3injectionsihtraperiton2allyatqdoceof109mnkn,,Homosap7ejs,F,,BAO0000eq8,10708,,49328.0,,,,A549,,80682
6350,N,9nhubirorjaxtivityagainsts549lungafenoca5cuglmacellline,,Homosap8ebs,F,,BAO0009e19,17376,,32884.0,,,,A549,,80682
6351,N,Inhibitorywc4ivityagwinstA5t9lungarenocarcubomacelllinen0tdet2gj7bed,,Homoswpisns,F,,gAi0000219,17376,,23987.0,,,,A549,,80682
6352,N,CytoyoxisifyagaigsthumxnA540lungcekls,,Honosapiene,F,,BAO0000e10,17488,,13492.0,,,,A549,,80682
6353,N,8nvigopercemtihhibi4oryadtiviryovint3aperitoneallyadmknis6eredcpkpound50mgkrdayagxunstmivrihrected1ithA549tuhor,,H8mowapiens,F,,BwO00p0218,17404,,26661.0,,,,A549,,80682
6354,N,GrowrhinmibitionofA639hukanlungsa4cijomacelllkne,,Honosap9ens,F,,BAO0000e1o,10958,,26732.0,,,,A549,,80682
6355,N,Efcrdtkvfdoqerequirwdborinh9botoryzctifitjagainsts549humantumorcellline,,Homosalienc,F,,BA0000021i,17099,,21211.0,,,,A549,,80682
6356,N,Eff4vt7vediaere1uiredforinhibitoryactivityagaigsyA549yumanfuk0rvwlllineNogactove,,Homisapienq,F,,BxO0000e19,17099,,8593.0,,,,A549,,80682
6357,N,CytotoxisitywawefzluatedagainstAr40tjmorvwllligesInactige,,Homosxpidns,F,,BAl000p219,4096,,16558.0,,,,A549,,80682
6358,N,CygofoxicitgefaluatedagaigstA549thmorcelllin4ssigmificanraxtkvjtj,,bomosa9iens,F,,BAO0p09219,4096,,136.0,,,,A549,,80682
6359,N,Cy5otoxicifywasdvaluatedxgainstA549tjmorfelllomssSligytl5xctive,,Hohksapiens,F,,BA80000119,4096,,54702.0,,,,A549,,80682
6360,N,Igvitroinhib8tlrywctibityagaina4A5e9tumorcelkcupture,,Homosaoifns,F,,BAO0p0021o,2525,,44105.0,,,,A549,,80682
6361,N,IncitrpumhibitortactivitgagxinstA549tuhorcelicuotueeIAInactiv3,,Honosapiend,F,,BqOp000219,2525,,87269.0,,,,A549,,80682
6362,N,Axtivityzgainsfhunanlungcancerw9thjutz4esb4tatub7linA549T2515,,Homocapjens,F,,BAO00902w9,5302,,63342.0,,,,A549,,80682
6363,N,GrowtyijhibitprtacfivitjqawdstegminedahainstA54pATCsvancercelllimeofjonskallcelliungcancer,,Honoqapiens,F,,BAO090021o,16325,,51006.0,,,,A549,,80682
6364,N,unhibition0fvrowthofA549ATxCnonskaolcepllungsancftcelloine,,Homosa9kens,F,,BAp000021o,16939,,17625.0,,,,A549,,80682
6365,N,Invitroantltumoractivit5agaigs4NSCoA548AgCxtumkrc4lllinds,,yomoszpiens,F,,hAi0000219,17229,,2577.0,,,,A549,,80682
6366,N,Cytotoxicit5eval8ationagainstA549ATCfnobsmaikcellpjggdxncervells,,j8mosapiens,F,,fAO0000210,17380,,38553.0,,,,A549,,80682
6367,N,C6totoxisityebaluqtiobatainatA54iA6Cfnknamallcelllungcancdrcellshodata,,Homoszpiegs,F,,BAO0o00210,17380,,9180.0,,,,A549,,80682
6368,N,Ihvirr8s6togoxiciryagainsthumangonsmallxelplungxancerA549A5CCcelllime,,Hokosapoens,F,,BxO00o0219,1903,,43733.0,,,,A549,,80682
6369,N,Invihrogro1thinhihitjonofcohpougdwzsdetermijedxgx8nstq649ATfCcelllinesofnonsmallcelllymvcwncer,,Homosapiebe,F,,BAO00p9219,3838,,26551.0,,,,A549,,80682
6370,N,Inmib8t7omofthefrowthofnonekaplcelllunbcancedAt49ATCCcelll8ne,,Homosao8ens,F,,BA8000o219,14696,,29457.0,,,,A549,,80682
6371,N,Inviygoggowtjinhlbitionofcpmpojndwaxdetermibefahakgs4A549ATCCcwkllinesofnonsmalldelllhngcancer,,H8mosapiems,F,,BqO0p00219,3838,,3722.0,,,,A549,,80682
6372,N,Test2dforinvittkcytotoxicityqgaihstnondkalldelllungcsjcercspllineA5t9ATCv,,Homoswpienc,F,,BAO0000e29,1522,,13392.0,,,,A549,,80682
6373,N,Teat2sinvitrofo4cytotoxicityijAy49A6CCcelll9new,,Homosapiega,F,,BAO000921p,12400,,26157.0,,,,A549,,80682
6374,N,onhobitipnofthsgro3thofnobwmaklxeillungcancerA549ATCxcelllibe,,Hohoxapiens,F,,gAO000o219,14696,,7189.0,,,,A549,,80682
6375,N,Comp0unvwasevapuatedborindiyrpactivityagaihstA549ATCCounvcqnce4celilin3sH8mqnyumorcells,,Homodapuens,F,,BAO00o0319,14769,,31620.0,,,,A549,,80682
6376,N,Inhunitionpfthrf3lwth0fnonsmallceollunndanc2rA549ATCxcelllineat001uM,,Homozap7ens,F,,BAk0900219,14696,,22434.0,,,,A549,,80682
6377,N,Cohplundwasevaluatddforcytotlxicactivjtyagaibs5nobxmxllluggcancerA549ATfxceillig3s,,Hpmosapiejs,F,,BAO00p0119,1888,,37768.0,,,,A549,,80682
6378,N,Teqh4ctorcytot8xicactivityafainstnonwmaklcellluhgcancerz449ATCCcflllinf,,Honosa0iens,F,,BAO0000w29,12016,,66901.0,,,,A549,,80682
6379,N,Complundtext2dforrrowthihh7b8t7onofnonsmallc2klpungcancercdlllineA54pqTCC,,gomoswpiens,F,,BAO0000318,6058,,27475.0,,,,A549,,80682
6380,N,C9jpoundwastesgedfor50groagjinhibit9pnsgainstyumannonsmalivrlllungcsncerxtr9ATCCcellline,,gomosapi4ns,F,,BsO0090219,17708,,4037.0,,,,A549,,80682
6381,N,Ajtig6mo3xct9fityagainztA549ATCCcellline,,j9mosapiens,F,,BAO0000w1p,12301,,57869.0,,,,A549,,80682
6382,N,gewtwdforcytofoxicityagaunsyA5t9AhCdcelllimesinn8nsmzllselllungcancer,,Himosaoiens,F,,BAO0000q1o,11970,,21663.0,,,,A549,,80682
6383,N,Imvitrodytotoxicityahainsts549ArCdc2plline,,H0nosapiens,F,,BAO90002q9,11818,,26911.0,,,,A549,,80682
6384,N,Testex8mvitrogorcytotoxicityihAy49ATvxxellkineovboncmxllCellLungCancer,,Hojosxpiens,F,,BAO0000ww9,12400,,11571.0,,,,A549,,80682
6385,N,Invitr0intinitiohofNonSmallCelpLungCzncerw540wTdCcelplines,,Hpmisapiens,F,,BxO000p219,3381,,20704.0,,,,A549,,80682
6386,N,Concemtgationofcompougdynatdause50cyto49xicityofz549ATsCnlnsmqllcepilubgcancercellkige,,jom8sapiens,F,,BAOo000q19,17376,,16308.0,,,,A549,,80682
6387,N,Edaluatedforthejnhubitorysonxentrafionresui5edtocauweg4o1rhibhibltionofqr49gwmcelllibeoflungus8ngth2MTTCyrotlxicityAssqy,,Hompsapienx,F,,vAO00p0219,10708,,41267.0,,,,A549,,80682
6388,U,Cytotoxucitywas3cqluahfdzgainstA649humanmakjxrycarcinojafells,,Hom8sa0iens,F,,BAO00001q9,2964,,45968.0,,,,,,22226
6389,U,fompouhv3astes4evvororalbioavailabili5yjndogs,,Cqjiwlupusfamiliarie,A,,BwOp000218,5005,Indivo,25643.0,,,,,,22224
6390,N,Compoknwqastestedforo5allybioxvaulableindogswifhahzlfiiffob08hr,,Canisljpusfam8lixrls,A,,BAOo900218,6229,Invigo,22665.0,,,,,,50588
