assay_id,assay_tissue,doc_id,cell_id,assay_type,assay_strain,description,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_cell_type,assay_subcellular_fraction,tid
14335,Liver,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in liver,In vivo,,,,,,22224
14336,Lung,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in lung,In vivo,,,,,,22224
14337,Muscle tissue,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in muscle,In vivo,,,,,,22224
14338,Prostate gland,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d),In vivo,,,,,,22224
14339,Prostate gland,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d)/biood,In vivo,,,,,,22224
14340,Muscle tissue,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d)/muscle,In vivo,,,,,,22224
14341,Prostate gland,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v),In vivo,,,,,,22224
14342,,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v)/blood,In vivo,,,,,,22224
14343,Muscle tissue,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v)/muscle,In vivo,,,,,,22224
14344,Spleen,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in spleen,In vivo,,,,,,22224
14345,Urinary bladder,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in bladder,In vivo,,,,,,22224
14346,Blood,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in blood,In vivo,,,,,,22224
14347,Bone element,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in bone,In vivo,,,,,,22224
14348,,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in fat,In vivo,,,,,,22224
14349,Liver,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in liver,In vivo,,,,,,22224
14350,Lung,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in lung,In vivo,,,,,,22224
14351,Muscle tissue,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in muscle,In vivo,,,,,,22224
14352,,2193,,A,,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 100 uM,,,,,,,22224
14353,,2193,,A,,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 100 uM; no inhibition is observed at this concentration,,,,,,,22224
14354,,2193,,A,,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 10 uM,,,,,,,22224
14355,,2193,,A,,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 10 uM; too active and complete inhibition is observed,,,,,,,22224
14356,,2193,,A,,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 1 uM,,,,,,,22224
14357,,2193,,A,,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 1 uM; too active and complete inhibition is observed,,,,,,,22224
14358,,568,,A,,Hydrolysis rate constant was determined,,,,,,,22224
14359,,9680,,A,,"K2, The intrinsic biomolecular reactivation rate constant on VX at 25 degree Centigrade",,,,,,,22224
14360,,9680,,A,,"K2, The intrinsic biomolecular reactivation rate constant on paraxon at 25 degree Centigrade",,,,,,,22224
14361,,9680,,A,,"K2, The intrinsic biomolecular reactivation rate constant on sarin at 25 degree Centigrade",,,,,,,22224
14362,,10026,,A,,Observed second order rate constant,,,,,,,22224
14363,,10281,,A,,Rate constant (cyclization rate) in CD3CN-deuterated phosphate buffer at pH 7.4,,,,,,,22224
14364,,10014,,A,,Rate constant for decay of compound was determined in 50 mM phosphate buffer (pH 7.4) at 24 degree celsius,,,,,,,22224
14365,,10014,,A,,Rate constant for decay of compound was determined in 50 mM phosphate buffer (pH 7.4) at 37 degree celsius,,,,,,,22224
14366,,9680,,A,,"k2, The intrinsic biomolecular reactivation rate constant on paraxon at 25 degree Centigrade",,,,,,,22224
14367,,9680,,A,,"k2, The intrinsic biomolecular reactivation rate constant on sarin at 25 degree Centigrade",,,,,,,22224
14368,,13028,,A,,Kinetic parameter of epimerization at a salt concentration (0.01 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,,,,,,22224
14369,,13028,,A,,Kinetic parameter of epimerization at a salt concentration (0.1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,,,,,,22224
14370,,13028,,A,,Kinetic parameter of epimerization at a salt concentration (1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,,,,,,,22224
14371,,13028,,A,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.0(or )in RMPI 1640 cell culture medium containing 10%FCS,,,,,,,22224
14372,,13028,,A,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,,,,,,,22224
14373,,13028,,A,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 11.3 (or )in RMPI 1640 cell culture medium containing 10%FCS,,,,,,,22224
14374,,13028,,A,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 7.5 (or )in RMPI 1640 cell culture medium containing 10%FCS,,,,,,,22224
14375,,13028,,A,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 8.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,,,,,,,22224
14376,,13028,,A,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,,,,,,,22224
14377,,13028,,A,,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,,,,,,,22224
14378,,10014,,A,,Rate constants of compound was determined at muscarinic receptor in the rat cerebral cortex,,,Rattus norvegicus,10116.0,,,50597
14379,,9962,,A,,Association constant for compound at 31 degree C was determined,,,,,,,22224
14380,,12029,,A,,Calculated antagonist equilibrium dissociation constant of the compound,,,,,,,22224
14381,,12029,,A,,Calculated antagonist equilibrium dissociation constant of the compound; No statistically significant antagonism observed,,,,,,,22224
14382,Trachea,10583,,A,,Dissociation constants vs LTE4 on guinea pig trachea,,,Cavia porcellus,10141.0,,,50512
14383,,568,,A,,"Tested for hydrolysis in presence of boric acid by UV spectrophotometry, dissociation constant was evaluated at the pH < 8",,,,,,,22224
14384,,568,,A,,"Tested for hydrolysis in presence of boric acid, rate constant was evaluated at the pH 8.5",,,,,,,22224
14385,,568,,A,,"Tested for hydrolysis in presence of boric acid, rate constant was evaluated at the pH 9.5",,,,,,,22224
14386,,568,,A,,"Tested for hydrolysis in presence of phenylboronic acid, rate constant was evaluated at the pH 9.5",,,,,,,22224
14387,,7493,,A,,Affinity constant KD value was derived from TMP,,,,,,,22224
14388,,8371,,A,,Apparent dissociation (binding) rate constant was evaluated,,,,,,,22224
14389,,13114,,P,,Dissociation constant (KD) of the compound,,,,,,,22224
14390,,15515,,P,,Dissociation constant determined by heteronuclear 1H/15N correlation NMR spectroscopy,,,,,,,22224
14391,,522,,P,,Dissociation constant from ESR titration experiments,,,,,,,22224
14392,,13888,,,,Dissociation constant was evaluated which is similar to Ki (inhibitory constant),,,,,,,22224
14393,,2616,,P,,Dissociation constant was evaluated.,,,,,,,22224
14394,,3798,,P,,Dissociation constant was reported,,,,,,,22224
14395,,8731,,A,,Dissociation constant was determined in rat pituitary cells.,,,Rattus norvegicus,10116.0,,,50597
14396,,11892,,A,,Equilibrium dissociation constant of CA complex for enantiomer 1 of compound,,,,,,,22224
14397,,11892,,A,,Equilibrium dissociation constant of CA complex for enantiomer 2 of compound,,,,,,,22224
14398,,2582,,A,,Equilibrium dissociation constant of the compound,,,,,,,22224
14399,,11892,,A,,Equilibrium dissociation constant was determined,,,,,,,22224
14400,,13396,,A,,Kinetic constant KD was evaluated,,,,,,,22224
14401,,603,,A,,Tested for dissociation constant of the compound; Value ranges from 0.1-0.3,,,,,,,22224
14402,,15673,,A,,Equilibrium association constant interacting with unilamellar vesicles of electroneutral in PBS buffer at pH 7.4,,,,,,,22224
14403,,10368,,A,,Rate constant for hydrolysis in aqueous acetone.,,,,,,,22224
14404,,14228,,A,,Disassociation constant (KI) was obtained from Cheng and Prusoff equation for quercetin trypsin complex,,,,,,,22224
14405,,11510,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.43/2.86,,,Rattus norvegicus,10116.0,,,50597
14406,,11510,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.44/2.68,,,Rattus norvegicus,10116.0,,,50597
14407,,11510,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.45/1.55,,,Rattus norvegicus,10116.0,,,50597
14408,,11510,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.48/0.95,,,Rattus norvegicus,10116.0,,,50597
14409,,11510,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.5/1.79,,,Rattus norvegicus,10116.0,,,50597
14410,,11510,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.51/0.66,,,Rattus norvegicus,10116.0,,,50597
14411,,11510,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.52/2.02,,,Rattus norvegicus,10116.0,,,50597
14412,,11510,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.61//0.37,,,Rattus norvegicus,10116.0,,,50597
14413,,11510,,A,,Mean sodium excretion in rats (Control/Drug treatment value); value 0.71/0.36,,,Rattus norvegicus,10116.0,,,50597
14414,,11510,,A,,Mean sodium excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14415,,11510,,A,,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14416,,11510,,A,,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14417,,11510,,A,,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14418,,11510,,A,,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14419,,11510,,A,,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14420,,11510,,A,,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14421,,11510,,A,,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,,,Rattus norvegicus,10116.0,,,50597
14422,,11510,,A,,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14423,,11510,,A,,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 7.56 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14424,,11510,,A,,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 8.4 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14425,,11510,,A,,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14426,,11510,,A,,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.87 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14427,,11510,,A,,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 60.46 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14428,,11510,,A,,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 67.18 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14429,,11510,,A,,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 74.26 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14430,,11510,,A,,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 78.97 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14431,,11510,,A,,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 120.93 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14432,,11510,,A,,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 134.35 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14433,,11510,,A,,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 148.52 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14434,,11510,,A,,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 157.94 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14435,,11510,,A,,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 15.12 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14436,,11510,,A,,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 16.79 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14437,,11510,,A,,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 18.56 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14438,,11510,,A,,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 19.74 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14439,,11510,,A,,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 241.86 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14440,,11510,,A,,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 268.71 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14441,,11510,,A,,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 297.03 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14442,,11510,,A,,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 315.88 umol/kg,,,Rattus norvegicus,10116.0,,,50597
14443,,8310,,A,,Na+ excretion mequiv /kg in 6 conscious female dogs administered perorally during 0-6 hr,,,Canis lupus familiaris,9615.0,,,50588
14444,,8310,,A,,Na+ excretion mequiv /kg in conscious female dogs administered perorally during 0-6 hr,,,Canis lupus familiaris,9615.0,,,50588
14445,,8310,,A,,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 10 ml/kg perorally,,,Mus musculus,10090.0,,,50594
14446,,8310,,A,,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 2 ml/kg perorally,,,Mus musculus,10090.0,,,50594
14447,,8310,,A,,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 2 ml/kg perorally,,,Mus musculus,10090.0,,,50594
14448,,8310,,A,,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 50 ml/kg perorally,,,Mus musculus,10090.0,,,50594
14449,,8310,,A,,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 10 ml/kg perorally,,,Mus musculus,10090.0,,,50594
14450,,8310,,A,,Na+ excretion mequiv/kg in 4 conscious female dogs administered perorally during 0-6 hr,,,Canis lupus familiaris,9615.0,,,50588
14451,,8310,,A,,Na+ excretion mequiv/kg in 4 saline-loaded mice administered at a dose 50 ml/kg perorally,,,Mus musculus,10090.0,,,50594
14452,,8310,,A,,Na+ excretion mequiv/kg in 6 conscious female dogs administered perorally during 0-6 hr,,,Canis lupus familiaris,9615.0,,,50588
14453,,8310,,A,,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 0.3 ml/kg perorally,,,Canis lupus familiaris,9615.0,,,50588
14454,,8310,,A,,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 10 ml/kg perorally,,,Mus musculus,10090.0,,,50594
14455,,8310,,A,,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 10 ml/kg perorally,,,Mus musculus,10090.0,,,50594
14456,,8310,,A,,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 2 ml/kg perorally,,,Mus musculus,10090.0,,,50594
14457,,8310,,A,,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 250 ml/kg perorally,,,Mus musculus,10090.0,,,50594
14458,,8310,,A,,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 3 ml/kg perorally,,,Mus musculus,10090.0,,,50594
14459,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 25.9 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14460,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 259 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14461,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 26.5 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14462,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 265 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14463,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 27 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14464,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 27.9 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14465,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 270 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14466,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 279 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14467,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.2 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14468,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.22 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14469,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.9 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14470,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 282 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14471,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 289 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14472,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 3.40 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14473,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 3.76 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14474,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 30.2 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14475,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 302 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14476,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 31.6 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14477,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 316 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14478,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 32.4 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14479,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 324 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14480,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 34.0 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14481,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 34.1 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14482,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 34.8 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14483,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 341 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14484,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 348 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14485,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 37.6 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14486,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 50.8 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14487,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 58.4 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14488,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 65.2 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14489,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 68.1 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14490,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 7.94 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14491,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 71.6 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14492,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 71.8 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14493,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 74.8 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14494,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 77.5 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14495,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 79.4 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14496,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 80.9 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14497,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 83.8 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14498,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 84.5 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14499,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 84.7 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14500,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 86.7 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14501,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 86.9 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14502,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 9.06 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14503,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 90.6 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14504,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 94.9 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14505,Urine,12582,,A,,Total electrolytic excretion of potassium in urine of rats after peroral administration of 97.1 uM/Kg of drug,,,Rattus norvegicus,10116.0,,,50597
14506,Urine,12582,,A,,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 52.4 uM/Kg of drug,,,Canis lupus familiaris,9615.0,,,50588
14507,Prostate gland,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (d),In vivo,,,,,,22224
14508,Prostate gland,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (v),In vivo,,,,,,22224
14509,,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (v)/blood,In vivo,,,,,,22224
14510,Muscle tissue,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (v)/muscle,In vivo,,,,,,22224
14511,Spleen,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in spleen,In vivo,,,,,,22224
14512,Kidney,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hr in kidney,In vivo,,,,,,22224
14513,Urinary bladder,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in bladder,In vivo,,,,,,22224
14514,Blood,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in blood,In vivo,,,,,,22224
14515,Bone element,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in bone,In vivo,,,,,,22224
14516,,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in fat,In vivo,,,,,,22224
14517,Kidney,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in kidney,In vivo,,,,,,22224
14518,Liver,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in liver,In vivo,,,,,,22224
14519,Lung,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in lung,In vivo,,,,,,22224
14520,Muscle tissue,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in muscle,In vivo,,,,,,22224
14521,Prostate gland,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (d),In vivo,,,,,,22224
14522,Prostate gland,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (d)/biood,In vivo,,,,,,22224
14523,Muscle tissue,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (d)/muscle,In vivo,,,,,,22224
14524,Prostate gland,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (v),In vivo,,,,,,22224
14525,,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (v)/blood,In vivo,,,,,,22224
14526,Muscle tissue,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (v)/muscle,In vivo,,,,,,22224
14527,Spleen,13257,,A,,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in spleen,In vivo,,,,,,22224
