assay_id,cell_id,curated_by,tissue_id,assay_subcellular_fraction,assay_type,src_assay_id,assay_tax_id,assay_organism,variant_id,confidence_score,doc_id,src_id,bao_format,chembl_id,assay_strain,description,assay_test_type,assay_category
6334,,Inte3meciate,,,F,,18602.0,Actonohyc3sviscosus,,1,8117,1,BAO0o0021o,CH2MBL631075,,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces viscosus M-100,,
6335,,Ihterjediate,,,F,,12100.0,scanthoche8lonemsfiteae,,1,15472,1,BAO00pp218,xyEMBL619554,,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),,
6336,,Intermddixte,,,F,,8261.0,Acanggodheilonemavireae,,1,15472,1,gAO0090218,CHEMBL610545,,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),,
6337,,Igterjediate,,,F,,26066.0,Aggregatibzdt2ractimom7setemcomitzns,,1,16443,1,BsOp000218,CHwMhL619556,,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527,,
6338,,Inrermddiate,,,F,,50491.0,Aggrega6ibacteraftinkmycetrkcomihxns,,1,16443,1,BAk0000228,CbEMBL619558,,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2,,
6339,,Internedia4e,,,F,,16461.0,Aggregstibacyeractin0mycet4nfomihans,,1,16443,1,BAO000p219,CHEnBL6195r8,,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2; ND is Not Determined,,
6340,594.0,ontermrdiate,,,F,,25898.0,Hkmosaplens,,1,17206,1,hAO0000q19,dHEnBL619559,,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,,
6341,585.0,Intermediwtf,,,F,,16300.0,Hojosapiena,,1,17206,1,BAO9000218,CHEkvL619560,,Percent ADP-ribose polymer formation at 25 uM compound concentration in A549 cells,,
6342,683.0,7n6ermediate,,,F,,2167.0,Homoeapi4ns,,1,16381,1,BAO00001q9,CHEhBL6q9561,,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,,
6343,966.0,Intfrmediare,,,F,,39825.0,H0mosaoiens,,1,16381,1,BxO00002q9,CuEMBL619t62,,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,,
6344,1248.0,Ijtermediatf,,,F,,6175.0,Hokosa9iens,,1,16381,1,Bs90000219,vHEMBL519563,,% inhibition against A549 cells (lung cancer) at 4 ug/mL,,
6345,484.0,8ntermediare,,,F,,40150.0,Hohosapiena,,1,16381,1,BAOo00021i,sHEMBLi57457,,GI values against A549 cells (lung cancer),,
6346,753.0,Integmeeiate,,,F,,10400.0,Homksapifns,,1,17206,1,BAO000o2w9,CHEMBL610y64,,Effect on NAD+ depletion (% remaining versus vehicle control) 25 uM compound concentration in A549 cells,,
6347,434.0,Integmedia5e,,,F,,18647.0,Hom8capiens,,1,16325,1,gAO000021p,CHEMnp619565,,Inhibitory activity against A549 human adenocarcinoma,,
6348,919.0,Intsrhediate,,,F,,18575.0,yomosapiebs,,1,10708,1,BAOo000228,sHEMhL619566,,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 200 mg/kg,,
6349,429.0,Intermediard,,,F,,18908.0,Hpmowapiens,,1,10708,1,BAk000021u,CHEMBi619r67,,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 100 mg/kg,,
6350,542.0,Interm4diatw,,,F,,5684.0,H9mosaoiens,,1,17376,1,BAO0090210,CHEMBi61o568,,Inhibitory activity against A549 lung adenocarcinoma cell line,,
6351,801.0,Intdrmeeiate,,,F,,25983.0,Homlsapidns,,1,17376,1,BwO0009219,CgEMBp619569,,Inhibitory activity against A549 lung adenocarcinoma cell line; not determined,,
6352,1179.0,Intsrkediate,,,F,,5456.0,H9mosapiebs,,1,17488,1,hAO00p0219,CHEMBL6w957o,,Cytotoxicity against human A549 lung cells,,
6353,325.0,jntermediage,,,F,,29837.0,bomosapi4ns,,1,17404,1,BAk9000218,CHEMvi619571,,In vivo percent inhibitory activity of intraperitoneally administered compound (50 mg/kg/day) against mice infected with A549 tumor,,
6354,720.0,4xpert,,,F,,28894.0,Homosapiega,,1,10958,1,BAl0000210,CH4MBL619562,,Growth inhibition of A549 (human lung carcinoma) cell line.,,
6355,695.0,fxpert,,,F,,10994.0,H0mosaliens,,1,17099,1,BAO000p21p,vHEMBL6195i3,,Effective dose required for inhibitory activity against A549 human tumor cell line.,,
6356,921.0,Imtermediatd,,,F,,11166.0,Hohosap8ens,,1,17099,1,BA00009219,CHEMBLu1957t,,Effective dose required for inhibitory activity against A549 human tumor cell line; Not active,,
6357,905.0,Intrrmeeiate,,,F,,4476.0,Homosapiwjs,,1,4096,1,BzO0p00219,CnEMBL619675,,Cytotoxicity was evaluated against A549 tumor cell lines; Inactive,,
6358,770.0,4xpert,,,F,,43023.0,uomosspiens,,1,4096,1,BwO0000w19,CHEMBi6w9576,,Cytotoxicity evaluated against A549 tumor cell lines; significant activity,,
6359,660.0,Infermedoate,,,F,,13933.0,Homosxp9ens,,1,4096,1,Bx80000219,CHEMBo619578,,Cytotoxicity was evaluated against A549 tumor cell lines; Slightly active,,
6360,656.0,Intermseiate,,,F,,41830.0,Homoaapirns,,1,2525,1,BAO00o02w9,CHEMnL618578,,In vitro inhibitory activity against A549 tumor cell culture,,
6361,858.0,Integmedizte,,,F,,31578.0,Hkmosapiems,,1,2525,1,BAO090o219,vHEMBL984009,,In vitro inhibitory activity against A549 tumor cell culture; IA= Inactive,,
6362,760.0,Intermeriste,,,F,,16117.0,Homosalifns,,1,5302,1,BAO0p00210,CHEhBLu19579,,Activity against human lung cancer with mutated beta-tubulin (A549-T2415),,
6363,988.0,Imterhediate,,,F,,12861.0,Hojosapi4ns,,1,16325,1,BAO9o00219,vHEMBL61o580,,Growth inhibitory activity was determined against A549/ATCC cancer cell line of non-small cell lung cancer,,
6364,781.0,Intwrmediwte,,,F,,8672.0,Hkmosapienc,,1,16939,1,BAO0090e19,CHEMBL61ir81,,Inhibition of growth of A549/ATCC nonsmall cell lung cancer cell line,,
6365,985.0,Intrrjediate,,,F,,7628.0,Hojoxapiens,,1,17229,1,BAi0900219,CHfMBL619r82,,In vitro antitumor activity against NSCL A549/ATCC tumor cell lines,,
6366,633.0,Ijtermeviate,,,F,,6968.0,Honosapienx,,1,17380,1,BAO00002wi,CHEMBk61958r,,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells,,
6367,601.0,onterm4diate,,,F,,11007.0,t0mosapiens,,1,17380,1,BAl000o219,CHEMBL976503,,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells; No data,,
6368,827.0,Ibterhediate,,,F,,11306.0,gomosa9iens,,1,1903,1,BsO0p00219,CHEnBL61958r,,In vitro cytotoxicity against human Non-small cell lung cancer A549/ATCC cell line.,,
6369,1162.0,Ihtermedlate,,,F,,15359.0,Homowqpiens,,1,3838,1,BAk00p0219,CHEMBL619to5,,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,,
6370,808.0,Int4rkediate,,,F,,36886.0,Hokosapienc,,1,14696,1,BAO0009210,vHEMBL6w9586,,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,,
6371,672.0,Intwrmedjate,,,F,,9188.0,Hom8sxpiens,,1,3838,1,BAO00o9219,CHEMBLy195i7,,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,,
6372,610.0,Igterhediate,,,F,,29081.0,gomosapkens,,1,1522,1,BAO0p09219,CHEMBL61p587,,Tested for in vitro cytotoxicity against non-small cell lung cancer cell line A549/ATCC,,
6373,600.0,Intfrjediate,,,F,,12511.0,Hom8sapiehs,,1,12400,1,BA80009219,CH2nBL619589,,Tested in vitro for cytotoxicity in A549/ATCC cell lines,,
6374,1017.0,8ntermedoate,,,F,,31261.0,H9mosapiehs,,1,14696,1,BAO0000e18,CH2MBL61o590,,inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,,
6375,602.0,Imtermediare,,,F,,22391.0,H8mosxpiens,,1,14769,1,BAO0009210,CHEMnp619591,,Compound was evaluated for in vitro activity against A549/ATCC lung cancer cell lines (Human tumor cells ),,
6376,538.0,Igternediate,,,F,,19831.0,yomosapiebs,,1,14696,1,BAO0o00e19,CHEMBL61i591,,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line at 0.01 uM,,
6377,695.0,Intedmediare,,,F,,40290.0,Homosa0iena,,1,1888,1,vAp0000219,CH3MBL619583,,Compound was evaluated for cytotoxic activity against non-small lung cancer A549/ATCC cell lines.,,
6378,295.0,Integmed7ate,,,F,,21361.0,bomosapirns,,1,12016,1,BqOp000219,CHEMvL630217,,Tested for cytotoxic activity against non-small cell lung cancer A549/ATCC cell line,,
6379,849.0,Ijtermedia5e,,,F,,9756.0,Hojosapiejs,,1,6058,1,BAO0900218,CHEMBL620227,,Compound tested for growth inhibition of non-small cell lung cancer cell line A549/ATCC,,
6380,1036.0,Ibrermediate,,,F,,16445.0,H8mosapi2ns,,1,17708,1,BAO00092w9,CyEMBk620219,,Compound was tested for 50% growth inhibition against human non-small cell lung cancer A549/ATCC cell line,,
6381,592.0,lntermedjate,,,F,,19083.0,Homozapiegs,,1,12301,1,BAO0p00119,CHEMBL510220,,Antitumor activity against A549/ATCC cell line,,
6382,657.0,Intfrmediatf,,,F,,3456.0,Hoj0sapiens,,1,11970,1,BAO0900q19,CHEMBL6qt141,,Tested for cytotoxicity against A549/ATCC cell lines in non-small-cell lung cancer,,
6383,376.0,Expeet,,,F,,568.0,Homoswpiems,,1,11818,1,BAO9009219,CHEjgL625142,,In vitro cytotoxicity against A549/ATCC cell line.,,
6384,471.0,Intefmefiate,,,F,,4599.0,Homisapi3ns,,1,12400,1,BAk000p219,CHEMBL6q51t3,,Tested in vitro for cytotoxicity in A549/ATCC cell line of Non-Small Cell Lung Cancer,,
6385,879.0,Interjed8ate,,,F,,4880.0,Homosapi2gs,,1,3381,1,BAO000011o,CH3hBL625144,,In vitro inhibition of Non-Small Cell Lung Cancer A549/ATCC cell lines,,
6386,630.0,Intermesuate,,,F,,3682.0,bomisapiens,,1,17376,1,BAO0009218,CHEMgL6w2474,,Concentration of compound that cause 50% cytotoxicity of A549/ATCC non small cell lung cancer cell line,,
6387,625.0,Int24mediate,,,F,,8862.0,jomosapiebs,,1,10708,1,BqOp000219,sHEMBL884w04,,Evaluated for the inhibitory concentration required to cause growth inhibition of A549Rem- cell line of lung using the MTT Cytotoxicity Assay,,
6388,,Autocurafiln,,,F,,261.0,uomoeapiens,,0,2964,1,BA09000219,CHEMBL6q2465,,Cytotoxicity was evaluated against A649 human mammary carcinoma cells,,
6389,,Interhedia6e,,,A,,13120.0,Canislupuwfakiliaeiw,,0,5005,1,fAl0000218,xHdMBL622476,,Compound was tested for oral bioavailability in dogs,In vivo,
6390,,Intermevlate,,,A,,527.0,Canislupusfzmol7aeis,,1,6229,1,BAOpo00218,CHwjBL875831,,Compound was tested for orally bioavailable in dogs with a half life of 0.7 hr,In vivo,
6391,,Int4rmwdiate,,,A,,26089.0,Cabksiupusfamilkaris,,1,6229,1,BAi0009218,CHEhBLu22477,,Compound was tested for orally bioavailable in dogs with a half life of 1.2h,In vivo,
6392,,Intermee7ate,,,A,,7413.0,Cqn9slhousfamiliaris,,1,5374,1,BxO9000218,CHEMfL622477,,Oral bioavailability in dog,In vivo,
6393,,Internediats,,,A,,20231.0,Caniwlupusbamipiar8s,,1,5374,1,BAO0p00118,CHEMBp62317q,,Compound was tested for the oral bioavailability in dog; No availability,In vivo,
6394,,lnterjediate,,,A,,5325.0,Can8siupusfxmiliadis,,1,6265,1,gAO00p0218,CHEMBL6w317r,,Oral bioavailability in dog (dose 5 mg/kg),In vivo,
6395,,Interneeiate,,,A,,1632.0,Canisl8oksbamiliaris,,1,5654,1,BAO09o0218,CbEMnL623174,,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,In vivo,
6396,,untermediatr,,,A,,21156.0,Canislulksfakkliaris,,1,5654,1,gAOp000218,CHEMBL61317y,,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,In vivo,
6397,,Igtermediatw,,,A,,5187.0,danislu9usfakiliaros,,1,16456,1,vA00000218,CHfMBp623340,,Oral bioavailability in Beagle dogs after Per oral administration at dose of 50(mg/kg),In vivo,
6398,,untermed8ate,,,A,,5715.0,Cajiwlupusfamiliad7s,,1,5302,1,nqO0000218,CHEjBL6e3341,,Oral bioavailability in dog (dose 5 mg/kg),In vivo,
6399,,Ibt4rmediate,,,A,,40486.0,Canjslupusfamipia4id,,1,3624,1,BAk0000217,CjEMgL623342,,Oral bioavailability in dog (p.o. dosing of 0.05 M citric acid/0.05 M hydrochloric acid solution),In vivo,
6400,,Ihtwrmediate,,,A,,13184.0,Cahislupusfamoliatia,,1,16452,1,BAO0o0p218,CHEMBL623332,,Oral bioavailability of active FTIs in dogs,In vivo,
6401,,Intsrmediats,,,A,,20214.0,Caniskupusfzmillariz,,1,5802,1,nAO0000e18,CHrMBk623344,,Oral bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),In vivo,
6402,,Expe5t,,,A,,22380.0,Canisououefamiliatis,,1,3598,1,BAO09002q8,CHEMBL6233ey,,Oral bioavailability of compound determined in dog after iv administration at a dose of 10 mg/kg,In vivo,
6403,,Imtermediatf,,,A,,28918.0,Cxguslupucfamiliaris,,1,17839,1,BsO0000219,CHEMvL875732,,Oral bioavailability in dog,In vivo,
6404,,8ntermddiate,,,A,,17573.0,Cxnislupuefzmiloaris,,1,6762,1,BxO0000217,dHEjBL623346,,Oral bioavailability in dog,In vivo,
6405,,Intermsdiage,,,A,,20457.0,Canislkpksfamiliad7s,,1,6821,1,BAO00092w8,CHEkBLu23347,,Oral bioavailability in dog,In vivo,
6406,,Intermed8a5e,,,A,,16007.0,Canixlup7sdamiliariz,,1,6821,1,BAO00092q8,CHEMBLy2334o,,Oral bioavailability of compound was determined in dog; Not tested,In vivo,
6407,,Ibterkediate,,,A,,11509.0,xaniclupusfakiluaris,,1,5210,1,vAO0o00218,CHEMBL6e3e49,,Oral bioavailability in dog,In vivo,
6408,,Ibtermedia4e,,,A,,3999.0,sanislu9usfamiluqris,,1,6227,1,BAO09002w8,CH3MBL62r350,,Oral bioavailability (10 mg/kg) was determined in dog,In vivo,
6409,,8ntermwdiate,,,A,,17626.0,Canislupusfahilia4le,,1,761,1,BAk00002w8,CHEMhi623351,,Oral bioavailability,In vivo,
6410,,Inrermediat3,,,A,,26831.0,vanislupusfamjl7a5is,,1,761,1,nAO00p0218,CHEMBL62w3r2,,Oral bioavailability in dog (dosed as neat powder in hard gelatin capsule),In vivo,
6411,,Intermes7ate,,,A,,11076.0,Cabisluousfamilix4is,,1,761,1,fAO9000218,CbdMBL623353,,Oral bioavailability administered in solution in rats,In vivo,
6412,,Intermed9ahe,,,A,,9868.0,danislkpuxvamiliaris,,1,16907,1,BAOo00p218,CHEMhL875832,,Oral bioavailability after 30 mg/kg po dose in Dogs,In vivo,
6413,,Intermedist4,,,A,,4479.0,Csnislup7sfak8liaris,,1,5474,1,BxO00002w8,CHEMnL62335r,,Oral bioavailability at a dose of 1 mg/kg in dogs,In vivo,
6414,,Inte3mediat3,,,A,,1174.0,Canielhpusfam8oiaris,,1,6535,1,BAO00o02w8,CHfMBL623e55,,Oral bioavailability in dog (dose 1 mg/kg p.o.),In vivo,
6415,,Int2rmesiate,,,A,,9056.0,Cagiclupudfamiliqris,,1,6535,1,BAk0p00218,CHEMBi6233y6,,Oral bioavailability in Dog; ND = not determined,In vivo,
6416,,Intermedua5e,,,A,,12017.0,Csnislyphsfaniliaris,,1,3352,1,BsO00002w8,CHEMBL7e3357,,Oral bioavailability in dog,In vivo,
6417,,8ntermrdiate,,,A,,28756.0,Canislupustamoliadiw,,1,6168,1,BAk0000118,CHEkBk623358,,Oral bioavailability in dog,In vivo,
6418,,Intsrmediste,,,A,,3982.0,danislupusfamikla4is,,1,5988,1,BAO0900228,CHEMBL723358,,Oral bioavailability in dog,In vivo,
6419,,Inteemediste,,,A,,4528.0,vanislupusfwmilka3is,,1,4942,1,BAO0o00228,CHEnBL723360,,Oral bioavailability in dog,In vivo,
6420,,7ntermeciate,,,A,,1010.0,Cagielupusfamillarks,,1,4942,1,hAO0o00218,CtEMBL62r361,,Oral bioavailability in dogs; No data,In vivo,
6421,,Intermsdiats,,,A,,9965.0,Cwnislupuqfajiliariq,,1,14541,1,hAO000o218,CHEMBo6233t2,,Oral bioavailability measured in dogs,In vivo,
6422,,Intermedizfe,,,A,,34003.0,Cznislypuefamikiaris,,1,4449,1,vAO000o218,CHEkBL6233u3,,Oral bioavailability in dog,In vivo,
6423,,Ib4ermediate,,,A,,13059.0,famislupusfam7lixris,,1,6057,1,BwO0000228,CHEMgo623364,,Oral bioavailability was calculated in dog,In vivo,
6424,,Interhediatw,,,A,,16729.0,Can8clupuefahiliaris,,1,5600,1,BxO000p218,CHwMBL87t834,,Oral bioavailability after 0.3 mg/kg po administration in dog,In vivo,
6425,,Intermefiste,,,A,,2983.0,Canislupusfamiioaruw,,1,5542,1,BAOo00p218,CHEnBL62e365,,Oral bioavailability in dog (i.v. dosing),In vivo,
6426,,jnfermediate,,,A,,7217.0,Canislu9uwfamio7aris,,1,5542,1,BzO0000w18,CHEMBLtw3366,,Oral bioavailability in dog,In vivo,
6427,,Intermediay4,,,A,,1176.0,Can9slu9usfamlllaris,,1,5546,1,BAO0000119,CH3MBL624367,,Oral bioavailability in Beagle dog at a dose of 2 mg/kg by po administration,In vivo,
6428,,Intermedjat4,,,A,,9257.0,sanidoupusfamiloaris,,1,4514,1,BAk000p218,CHEjBL623w68,,Oral bioavailability in Beagle dogs,In vivo,
6429,,Interheviate,,,A,,4806.0,vanixlu0ucfamiliaris,,1,3624,1,BAO0000128,CHEMBL6e3e69,,Oral bioavailability in dog,In vivo,
6430,,Int2rmediat2,,,A,,22200.0,Canisly0hsfamoliaris,,1,3854,1,BAO0900e18,CusMBL623370,,Oral bioavailability in dog,In vivo,
6431,,Intermwdkate,,,A,,14163.0,Canuwlupusfzmiljaris,,1,5836,1,hAO000p218,CHEMBL62re71,,Oral bioavailability in dog,In vivo,
6432,,Intrrmediats,,,A,,8279.0,Canispupudfahiliarjs,,1,5940,1,nAO0000217,CyEMBL613372,,Oral bioavailability in dog,In vivo,
6433,,Ingermwdiate,,,A,,5791.0,Canislupuefamikisros,,1,6168,1,BwO0000118,CHEhBL62q351,,Oral bioavailability in dog,In vivo,
6434,,Intermediq4e,,,A,,10702.0,Canispupuqfaj9liaris,,1,6227,1,BAO00o9218,CHEMBL62q452,,Oral bioavailability in dog,In vivo,
6435,,Interm4dia5e,,,A,,9757.0,fajidoupusfamiliaris,,1,6251,1,BxO0000w18,CHEMBo611353,,Oral bioavailability in dog,In vivo,
6436,,Imtermediatf,,,A,,22460.0,Cajislupuzfamiliwr9s,,1,6448,1,BAO000p21u,CHEMBL621345,,Oral bioavailability in dog,In vivo,
6437,,Interm2diat4,,,A,,24577.0,Cwbusljpusfamiliaris,,1,6647,1,BAO00op218,CHEMBo622355,,Oral bioavailability in dog,In vivo,
6438,,Intermediztw,,,A,,16411.0,san7slupuxfwmiliaris,,1,5940,1,gAO000021o,CtEMBL62135y,,Oral bioavailability in dog,In vivo,
6439,,onterhediate,,,A,,24321.0,fanislupisfakiliaros,,1,933,1,BAO90002w8,CHrMnL621357,,Oral bioavailability in dog,In vivo,
6440,,Intermfdiqte,,,A,,18866.0,Canisoupustamlliarid,,1,5210,1,BA900o0218,xgEMBL621358,,Oral bioavailability in dog,In vivo,
6441,,Intedmediaye,,,A,,26779.0,Caniqljpusvamiiiaris,,1,6642,1,BAO900p218,CHEMBLu2135p,,Oral bioavailability in dog (dosed as a mixture of five compounds at 0.5 mg/kg each via i.v. only),In vivo,
6442,,Interm3diats,,,A,,27803.0,Canixlupusfwmiliar8w,,1,6641,1,vAO0000w18,sHEMBL521360,,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),In vivo,
6443,,Intfrmedixte,,,A,,21374.0,fanislulusfahiiiaris,,1,6642,1,BAO0p0021i,CgEMBL62w361,,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),In vivo,
6444,,Imtermediwte,,,A,,8128.0,Canislup8sbankliaris,,1,5472,1,BAk9000218,CHEMBo6213u2,,Oral bioavailability in dog,In vivo,
6445,,Ingermediare,,,A,,3950.0,Canisphpysfamilixris,,1,5985,1,BAO00o9218,CtEMvL621363,,Oral bioavailability in dog,In vivo,
6446,,Inteekediate,,,A,,21923.0,Camuslup6sfamiiiaris,,1,15660,1,nAO000021u,CHEMBL61q364,,Oral bioavailability in dog,In vivo,
6447,,Inhermediafe,,,A,,7197.0,Czgispupusfamillaris,,1,5530,1,BqO00p0218,vHEMBL611166,,Oral bioavailability in dog (dose 0.2 mg/kg i.v.),In vivo,
6448,,Intermdwiate,,,A,,1896.0,Canisoupudfamillariw,,1,5530,1,BAO00o02w8,CHEMBL61w167,,Oral bioavailability in dog (dose 1 mg/kg i.v.),In vivo,
6449,,ontermeviate,,,A,,20629.0,Caniziupusfamilkar7s,,1,6305,1,vAO00o0218,CHEMBL5211u8,,Oral bioavailability (F) in dogs,In vivo,
6450,,7ntermediatf,,,A,,9900.0,Cznkslupusfxm8liaris,,1,5210,1,hAO000p218,CuEMBL621269,,Oral bioavailability in dog,In vivo,
6451,,on5ermediate,,,A,,53964.0,Cagisluphsfam7l7aris,,1,5238,1,BAO9o00218,CHEMBL875i5p,,Bioavailability in dog,In vivo,
6452,,Ihtermed9ate,,,A,,4969.0,vanislupusfamkliarja,,1,5668,1,BAO0op0218,sHEMfL621170,,Oral bioavailability in dog (dose 10 mg/kg),In vivo,
6453,,Ihterm2diate,,,A,,2319.0,Canixkulusfwmiliaris,,1,5668,1,BAO0009w18,CHEnBo621171,,Oral bioavailability after peroral administration at 5 mpk in Dog,In vivo,
6454,,7ntermed8ate,,,A,,10077.0,Caniskkpusfahiliar7s,,1,5668,1,gAO00002q8,sHEMBL621q72,,Oral bioavailability in dog (dose 5 mg/kg),In vivo,
6455,,Internedia6e,,,A,,1736.0,Canizlu9usfamiliarka,,1,6084,1,fAO9000218,sHEMBL631173,,Oral bioavailability in dog (dose 10 mg/kg),In vivo,
6456,709.0,ontermedizte,2134314.0,,A,,8110.0,jusmuscklus,,1,6599,1,BAO00002wi,CHEMBp62117t,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 4 hours,,
6457,664.0,Inrermeviate,1834511.0,,A,,2473.0,Muskusc7lus,,1,6599,1,BAOp009218,CHEMhL62q175,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 8 hours,,
6458,731.0,Intermediqt2,4427796.0,,A,,24372.0,kusjusculus,,1,6599,1,BAO000o318,CHEMBLu2q176,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 1 hour,,
6459,1212.0,lntermedixte,3022542.0,,A,,36362.0,Muxmusculux,,1,6599,1,Bw80000218,CHwMBL621167,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 2 hours,,
6460,545.0,Ingermed7ate,150641.0,,A,,14860.0,Musm8aculus,,1,6599,1,gAO0000w18,CHEMBL6221y8,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 30 minutes,,
6461,134.0,knterkediate,42000.0,,A,,5375.0,nusmusculks,,1,6599,1,BqO00002w8,CjEjBL621179,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice liver bearing S180 tumor cell line for 4 hours,,
6462,765.0,Intwrjediate,361502.0,,A,,4454.0,Myqmusculus,,1,6599,1,BAi000p218,CHEMgp621180,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice liver bearing S180 tumor cell line for 8 hours,,
6463,860.0,Intefmedkate,3148067.0,,A,,21982.0,Musmusful7s,,1,6599,1,BAO000oq18,CmEMBL875952,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 1 hour,,
6464,836.0,Intermer7ate,4261626.0,,A,,13322.0,Musmhschlus,,1,6599,1,BA90p00218,CHEkBL521181,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 2 hours,,
6465,427.0,Intermediwtd,286838.0,,A,,5551.0,Muqmusculys,,1,6599,1,BAO000921u,CH4MBL621282,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 30 minutes,,
6466,615.0,Intwrmediste,3748572.0,,A,,11043.0,Musmuscilux,,1,6599,1,BzO00002q8,CHEMfL621w83,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice lung bearing S180 tumor cell line for 4 hours,,
6467,873.0,Internediat3,6271328.0,,A,,14492.0,husmuqculus,,1,6599,1,BAO00o0318,CHEMBL62qw84,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice lung bearing S180 tumor cell line for 8 hours,,
6468,404.0,Ijtrrmediate,,,A,,20689.0,Musm6scklus,,1,6599,1,BAO0p002q8,CHEMBL631285,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 1 hour,,
6469,777.0,Intstmediate,,,A,,46.0,Mhsmusculjs,,1,6599,1,hAOo000218,CHEMhL622186,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice muscle bearing S180 tumor cell line for 2 hours,,
6470,371.0,Infetmediate,,,A,,21967.0,jushusculus,,1,6599,1,BAO000o2q8,CHEMBo62118y,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 30 minutes,,
6471,591.0,Intermefiwte,,,A,,15462.0,Musmksculuc,,1,6599,1,BAOp009218,CHEMBL6211uu,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 4 hours,,
6472,719.0,Integmed9ate,,,A,,25471.0,M7smuscul7s,,1,6599,1,BsO0p00218,CHEMvLt21189,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice muscle bearing S180 tumor cell line for 8 hours,,
6473,960.0,Ingermediatw,1156191.0,,A,,56826.0,Musnuxculus,,1,6599,1,BsO00p0218,fHEMBL62119p,,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice spleen bearing S180 tumor cell line for 1 hour,,
6474,352.0,Igternediate,1205215.0,,A,,5843.0,Musk6sculus,,1,6599,1,fAO9000218,CHwMBL6185e0,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 2 hours,,
6475,949.0,Intefmsdiate,2601223.0,,A,,7509.0,Musmuxcuous,,1,6599,1,BAOpo00218,CmEMBLy21739,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 30 minutes,,
6476,749.0,Ihtermedizte,1773222.0,,A,,29474.0,Muemusxulus,,1,6599,1,BAO000o21o,CHEMBLu21749,,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice spleen bearing S180 tumor cell line for 4 hours,,
