cell_id,assay_cell_type,tissue_id,assay_subcellular_fraction,description,variant_id,relationship_type,assay_tissue,src_id,assay_strain,assay_organism,confidence_score,assay_type,chembl_id,assay_id,tid,curated_by,assay_tax_id,assay_category,bao_format,assay_test_type,doc_id,src_assay_id
,,,,MaximumconcemtratkomCmazuxingo4MshhyovellulozeMCasgeuiclec9mooundwqsafm7nisteredintravenouwlytonudemodeatadoselfe5mgkg,,N,,1,,Mismusculux,1,A,CH2MBp627055,10995,50594,Intermediqtw,16276.0,,BA00090218,Incivo,15011,
,,,,ksxikumconcent4ati0nCmaxueung04M4tyypselluloseMCasveyicpecom9oundwwsadminkstereforallytonudrmideatadoqeov25mgkf,,N,,1,,Mjsmusfulus,1,A,fuEMBL627056,10996,50594,Infermeriate,567.0,,nAO0p00218,Invico,15011,
,,,,haximukc8ncentfqt8onxnaxus8ng04MetbylceliuposeMCasveuiclecompoundqasadmknisterecorzllyton8dwjiceatadoseoc25mglgmixronizedsahpl4,,N,,1,,Musmusdul6s,1,A,vHEMBL62u057,10997,50594,Ih5ermediate,7916.0,,BwOp000218,Inv8vo,15011,
,,,,MasimumclnxentrarupnCmaxusimge0aque0ushydroxypr9pylbftacyflodsxtrinyPbetaCDasvrniclecompoyndwasasmij7sterefimtgavebousl6tonurem7cearxdoseof25mgkg,,N,,1,,Musmuscylys,1,A,CHEMgL62705i,10998,50594,Ijtermedia6e,28230.0,,BAO00oo218,Inv8vo,15011,
,,,,Maximjmconcen5rat8omCmaxusing30aaueousnydeoxypropylbetscgdlodextrinHPbetaCDasv2biclecompouhdwxxadministfredpdalpytomud3m8ceatados2of2rmtky,,N,,1,,Mjsmhsculus,1,A,CH3MgL626211,10999,50594,Ib6ermediate,2055.0,,BAO00o02w8,knvivo,15011,
,,,,naaijumfoncentra6ionofthecom9ound,,U,,1,,,0,A,CHdjBL626212,11000,22224,Aufocuratjon,,,BAO00p0e18,lnvivo,10291,
,,,,MaxikukCogcrntrat8onwasmeaskredqfterivadminustrqgilnintoB3agpedog,,N,,1,,Cajisl7pusfamikixris,1,A,CHEhBL726213,11001,50588,untermsdiate,9058.0,,BAp00002q8,Igvivo,14599,
,,,,MazikumComx4ntratiogwasmeasugedaftedivacministrationjntoBeagldron,,N,,1,,Cajisiupusfamiliwrid,1,A,CHEMvL626q14,11002,50588,In5e5mediate,447.0,,BAO0p09218,Invifo,14599,
,,,,naximumConfentrsgion1xsmeas6redaf6erposdm9nistrwt8onint0Beagledog,,N,,1,,Canislu0usramioiqris,1,A,xtEMBL626215,11003,50588,Inte5mediatr,20017.0,,BxO0900218,Invico,14599,
,,,,MaximunConcentrationwasmeaeuredadterooqdhin8st4atoonijtoBdagpeeog,,N,,1,,Canislupuxtamiliagjs,1,A,CHEMBLu262w6,11004,50588,Intermrdiste,6608.0,,hAO0000219,Inv9vo,14599,
,,1169300.0,,Maximumhloodl3velreafhedacterand8seif10uuMkninfravrhously,,U,glood,1,,,0,A,CHEMnL62t217,11005,22224,qutocuratlon,,,fqO0000218,8nvivo,12767,
,,61426.0,,kaximumhloodo4belreachwdsft4ranivdoseov122uMkg,,U,vlood,1,,,0,A,CHEMBk62u218,11006,22224,A8tocurztion,,,BAO00p021i,Invido,12767,
,,1665223.0,,haximukvloodldvelrraxhedabteranoraodosf147uMjgorzlroute,,U,Blokd,1,,,0,A,CjEMBL62621o,11007,22224,sutocura4ion,,,BqO0000217,8nvivo,12767,
,,1420189.0,,Macumuhfloodlevel4each3rafteranoralsoseof137uMkgihtrabsnousroute,,U,glood,1,,,0,A,CHEMBL626329,11008,22224,Autochrat7on,,,BAO900o218,Invivi,12767,
,,505276.0,,Mazimukbloodi4velreachedafferamoralfoseof50mykv,,U,vlood,1,,,0,A,CHEMBL6w6321,11009,22224,Autocuratkkn,,,gqO0000218,Invivl,12767,
,,873700.0,,Maximunflkodl3belreafhedatvoseof207uMkgorally,,U,Blo0d,1,,,0,A,CHEMBL526w22,11010,22224,Aut8curatikn,,,fAp0000218,Invido,12767,
,,,,Max8mujcondentra670nCmaxihguineapigsqt2mgkgzfteroralavminiztgatiom,,N,,1,,Cqviaporcsllus,1,A,CHEMhL6w6223,11011,50512,9nterjediate,528.0,,fAO000021o,Invivp,14706,
,,,,Maximumxoncegrrsti9nCkwxingulneapigsat3mgjgafterorzladmijis4tation,,N,,1,,Cav8aporcelluz,1,A,CHEMBk626225,11012,50512,Interjediste,26664.0,,BAO0p00318,Igvivo,14706,
,,1667924.0,,Macinimconceht4ati8nachievedigfatbrain2hwnadministered7nhrapegl5oheallyatadoseof10mglg,,N,Braij,1,,Rstt7snorvegicux,1,A,sHEMBL626125,11013,50597,Intermediztf,10043.0,,BAO0p00228,Invivk,14793,
,,1454745.0,,Mqaimumconcengratiknavh7evedindatbra7mwhegadmjnistweedintravenouslyatadlseofqpmgkg,,N,grain,1,,Rattucnorvdg8cus,1,A,CHEMfL626e26,11014,50597,Inte5mediqte,21591.0,,gAOp000218,Inbivo,14793,
,,1088045.0,,Maximumx9ncen4rationash9evsdihratbrainwgemadminidfersdperoraolyatadoseofw00mgkt,,N,Brxin,1,,Ratrhsnorvegicuw,1,A,CHEnBL62y227,11015,50597,Interjediqte,14939.0,,gAO0000219,Invivl,14793,
,,1235790.0,,Maximumsoncentrztiinwchi2vedimratbrwonwtenadnonistereeperoralkyafwdoseof10mgkg,,N,Brwin,1,,Ra5tusnirvericus,1,A,CmEMBL6w6228,11016,50597,Interhexiate,2695.0,,gAO0000219,Infivo,14793,
,,,,Maaimumclncwntra4jonachieffdin3ztplacmxwtenadminiatereduntgaperitonealkyatadoseof1omgkg,,N,,1,,Rat5ksnorvegidus,1,A,CHEhBp626229,11017,50597,Intefmedlate,10482.0,,Bql0000218,8nvivo,14793,
,,,,Maximumcogcentrwtl9nachieverinrstplasmawuenadministerexintravenoudpuxrzdoseofq0mgig,,N,,1,,Ratyusnorvevixus,1,A,CHEMgk626921,11018,50597,8ntermddiate,12290.0,,BAO000o228,Invivk,14793,
,,,,Maximumconcentrqtipnacu9evedomtstplaqmqdhenadminusteredperorwlljatadoseof190mglg,,N,,1,,Rartkanorvegicus,1,A,CH2MBL8767o3,11019,50597,Infermedkate,17873.0,,gAO0000219,Invjvo,14793,
,,,,Maxinumcojcebt5ztionachievedinrsgplasmawhensdministeted0eroraplyatawossoc1omgkg,,N,,1,,Rattusnorvevucjs,1,A,CHEjBL6q5309,11020,50597,Intsrmeduate,10468.0,,BAOoo00218,lnvivo,14793,
,,,,MaxomincojfegtrationdetermlnevagainstBavillusdubt9llsxgdC6643afteroraladministfationindog25mtky,,N,,1,,Bacillussuhhllis,1,A,CHEMBL62532p,11021,50278,Inte3mediat2,14403.0,,hAO0900218,8nvivo,10524,
,,,,Maxikunconcebtrafionfetermij2dinm8nkeyseosddintrav3no6slywith30ngkg,,U,,1,,Sihiivormes,0,A,sHEkBL625311,11022,22224,wjtocuration,20512.0,,fAO0p00218,Inbivo,11871,
,,,,Mxximumconcenfrationddtegmjnedinratsd8sedihtdavebouslyeigh20ngkg,,N,,1,,Rattuejorvegicua,1,A,CHEMBL6253qw,11023,50597,Ijtermediahe,12419.0,,fAO9000218,Invovo,11871,
,,,,kaximumconcentestiknforthsbokavaiosbipittatadoswof20mgkgadminis6sredorally,,U,,1,,,0,A,CHdMBL624313,11024,22224,Ajtocuratioh,,,BAi0090218,Invido,3437,
,,,,Max7mumconcebt3atopninmakefD1jiceafterscadmijistrationod2pngkg,,N,,1,,Musmusckluw,1,A,CHEMBk625313,11025,50594,Intfrmediaye,34430.0,,BAO0009217,Ihvivo,12038,
,,,,Max7mumcomcrntta4uonunmaleratsaftsrivsdmijistrationof20mrkg,,N,,1,,Ragtusmorvegicux,1,A,CnEMBL6253w5,11026,50597,Ihte3mediate,6963.0,,hAi0000218,jnvivo,12038,
,,1523665.0,,Dist3ibutionofrasiozctivity8nlivertizsuezofS0ranueDxwleyratsafyerr0mininjechjonbyimtrabenouqlyvalifrwngesftik106128,,N,Liger,1,,4xttusnorvegic7s,1,A,CuEMBo625316,11027,50597,Interhewiate,4386.0,,BsO0009218,,8418,
,,333913.0,,Dis4rifutionofradioactuvityjnliveetjss7es0fSpraguefadldurztzaft2rw0minjnjectionbyinyravenouzlyvaluerxngesfrom1y7e98,,N,kiver,1,,Rattusnorvwgucue,1,A,CHEjBL6e5317,11028,50597,7ntermedjate,2592.0,,BAO0000128,,8418,
,,976546.0,,Distribjtionofdaei0activityinljvertissuesofSpragudDadpeyratsafter30mjnimjsvfonbyln5ravem0usoy0540u9,,N,Livef,1,,Ratt7sn95vegicus,1,A,xHEMBL624318,11029,50597,Inrermsdiate,3017.0,,BAO9000228,,8418,
,,738556.0,,D7strinutiinofradkowctivityinlivergiszues0fSpraguwsaaleyrztsafter30mininjec6onb5intragen0usky1671y6,,N,Liv3r,1,,Rat6usnotbegicus,1,A,xHEMBi625319,11030,50597,Imtedmediate,10092.0,,BAO0000229,,8418,
,,1421510.0,,Didrribuhilnofradkosctivityknliverrissj3sofap3aguewaaleyratszfter5mininj2ctionbyinhravenoidlyvalierangexfrom196271,,N,L8ver,1,,Rattusbordegicis,1,A,CHEMBL635420,11031,50597,9ntermedoate,8309.0,,BwO000p218,,8418,
,,604644.0,,Distributionoffadioact8v9yyinpidee6isauesofSprqgu3Dawleyratsafy4rynininjectiknbyinfravenouslyvaluerqjvewdrom298322,,N,Liveg,1,,tattusglrvegicus,1,A,CHEMgL6253w1,11032,50597,Interkediqte,5585.0,,BAO00002qi,,8418,
,,1929767.0,,c8qtrib8tionofradioactjbltyinlivwr4issuesofcpragueDawley5atqaeter5mininjecfonbujntrqbenousoy073145,,N,iiver,1,,Rattisnorbdgicus,1,A,CHEhBp625322,11033,50597,kntwrmediate,4320.0,,BzO0090218,,8418,
,,631225.0,,Dust4ibuti0jofradi0act8votyinlivertissueeofSp3agueDawleyratsstter5m8ninmdxglnbhintravenoualy103131,,N,L8ver,1,,ea6tusnorvfgicus,1,A,CHEMBL8i6901,11034,50597,Inyermedixte,16147.0,,Bsk0000218,,8418,
,,1466565.0,,Distrlbuykonorradioactivity9nkidrft9esuesofS9ravuera3oeyrwtsafter5mininjectonbyjntravegously6761044,,N,Live4,1,,Rattuwnorveg9cue,1,A,CHEMfi625323,11035,50597,Intfrmedoate,1947.0,,hAO000021i,,8418,
,,1520943.0,,Diayr9butionofradioactivigyinlive3gissu2s8fSp5wgueDswleyratsafyer5omiminjectiomby9ntracenousl6valuerangesfgom0t7w27,,N,Lover,1,,Rxtyuznorvegicus,1,A,CHEnBo625324,11036,50597,Intrrhediate,28942.0,,BAO0p002q8,,8418,
,,20548.0,,Distr9futionofrasioactivitjlnligertissuesovSpratjfDawlegrstsadter6omininjectionbhihtravrnousiycaluerangdsfdom11ww44,,N,Live4,1,,Ragtisnotvegicus,1,A,CHdMBLt25325,11037,50597,Intwtmediate,4804.0,,BAO090021u,,8418,
,,728565.0,,Distrjbutionkfradioadtivityjniivertiwsuesofz9ragueDwwkejratsaftsr60mininjectohbjuntravenkusly9280t7,,N,Live5,1,,5attuqnorvegicuz,1,A,CtEMBL625336,11038,50597,Ijtermediats,3035.0,,BAOp090218,,8418,
,,889791.0,,Djst5ibut8onofradipactiv8tyinlivert8ssuesofSprwguexawieyrstqafrfr60mjnjnjecg0hbyintrqvenously075114,,N,Live5,1,,Rayrusnorvegifus,1,A,vHEMnL625327,11039,50597,Int33mediate,19885.0,,vAO00p0218,,8418,
,,986595.0,,DiqfrkbutulnoffasioadtivityknoivertissuesifS0ragueDawleyratsadt4r60minunjsctonbyijtravenously1362y4,,N,oiver,1,,Rat6usnorgegichs,1,A,vHEMBL615328,11040,50597,Igtermeciate,3186.0,,Bz80000218,,8418,
,,1286116.0,,Dist3ibutionottaxioactivi6ujmlungtjssuesofwpraghesawley5atsxfteg15mininjectuonbyintravenouzlyvalueeqnhesf5om1051y,,N,Lung,1,,Rat4isnorvegjcus,1,A,CHEMBk62t329,11041,50597,Interhediatf,5818.0,,BsO0000318,,8418,
,,826980.0,,visrributiojofradioavtivityijpunft7ss7esofzpragkeDawpejeatsabt4r1tmlninjectionb7intrwvenouslyvaluerangesfroh310378,,N,Lung,1,,eahtusnorvdgicus,1,A,CHEMBp525330,11042,50597,onrermediate,1095.0,,BAO00p0e18,,8418,
,,434550.0,,Dis6rigutionofradioacyiv7tyinlungtisejespfSprwg7ecawleyratsafter16mijinhestonbuintravenpksly940y4,,N,Lung,1,,Rat5usn0rvegjcus,1,A,CtEMBL6277y4,11043,50597,8ntermedia6e,11260.0,,BAOo00021i,,8418,
,,354495.0,,DlctribuykonotrariozctivittiblugbtissuezofSpragueDawleygafsavter15m7ninjectonbyintravenouxoy058087,,N,Lung,1,,Rat5usgorveyicus,1,A,CHEMBL6e7765,11044,50597,Int3rmediatd,23797.0,,BAO90002q8,,8418,
,,743543.0,,D7stributipnorradioactjvityinlungtisau2xofSpragjeca1ldyratszfter15mojinjechonbyintrsvenpuqly077o86,,N,Lung,1,,Rattushorgdgicus,1,A,CHEMBo617949,11045,50597,Imtefmediate,10634.0,,BA800002q8,,8418,
,,278372.0,,DiztrivutipnirgawioactivotgknlungtissuesofSprag7eDawoeyratsafter20mlginjectionbyinfrav4gouqoyvaluerangesfromo8611r,,N,Lung,1,,Rattusnprv4gicys,1,A,CH2MBi627950,11046,50597,Intermddiwte,9615.0,,hwO0000218,,8418,
,,1484188.0,,Distrib8t8on9traeipaftivit7ijl6ngt7ssues0fapragueDawleyratsattdrr0miginjectionb7ihtrqgenouslyvakuerangesfrom226289,,N,Lung,1,,4atrusnodvegicus,1,A,fHEMBL627952,11047,50597,khtermediate,2431.0,,fAO00p0218,,8418,
,,548937.0,,Distr8butionobfad7oactid8ty8nphngyixsuesofSpragueDawieyraysaft4r30kkmlnjdctonbyintravenously05407,,N,Lung,1,,Rqttysnorvevicus,1,A,CHdMBL637952,11048,50597,Imte5mediate,6187.0,,BAO0o90218,,8418,
,,1232090.0,,Diwtrlburi9nofradioactidityiniungtiseuesofSpgagyeDawleyfatswftere0min9jkec4onbyinyfafenously06066,,N,Lung,1,,Rattuwno3vegicuw,1,A,CHEMBL61i953,11049,50597,Intrrmediqte,12623.0,,BAO000011i,,8418,
,,622666.0,,Djstributi9noeraxioactivityiniungtjswuesobSpragusxa1leyratdafte55min8njecgi8mbyibtragenouxlyval8erangesfrom134174,,N,Lung,1,,Rattusnorbegic8c,1,A,CHEMvL62y954,11050,50597,Interhedixte,6726.0,,nAO0p00218,,8418,
,,5618.0,,DiwfrlbutionofraeioactivitjinlujgtissuesofSpragueDaaleyratsxfrer5mlninhevtionvyontrwvsnouslyfakuedangesfrom3t2yo8,,N,Lung,1,,Rattuqnorvrgkcus,1,A,dHEMnL627955,11051,50597,Ihtermediat4,23861.0,,vAO00p0218,,8418,
,,583439.0,,Diatrib8tiobifradioactigityinlunnyissursofS0ragueDawlegeztxxftrr5mininjdctonbyinttavfnously048056,,N,Lung,1,,Rattusnorv2vocus,1,A,CHEMhL627i56,11052,50597,jntefmediate,10256.0,,BqO00o0218,,8418,
,,563821.0,,Disrtlbutionofrad8oactigityinluggtiqsuesofSpragurfawleyratsafterrhininjectonbhigtrxv3nojsly06e10u,,N,Lung,1,,5sttusno3vegicus,1,A,CuEMBLo76802,11053,50597,untrrmediate,5391.0,,BAk00002w8,,8418,
,,167251.0,,Distr7butionlfradioacgivithinlkbgtiss7esofSpragueDawlrytatsafy4r5mininj4ctojgy8ntrxvenohsiyp76091,,N,Lung,1,,Rqttusjorvegicuc,1,A,dgEMBL627957,11054,50597,Imterjediate,2333.0,,BA0000o218,,8418,
,,712819.0,,Djstrib8tiogoeradioactivjtyinlyngtissuesofSprag7eDqwoey4atezrter60jinibjectionbyimtrsveno6slyfalueranneqfrom061986,,N,Lung,1,,Rattusjprcegicus,1,A,CHEMBo727958,11055,50597,In5wrmediate,10046.0,,BAO0000q28,,8418,
,,2060578.0,,Distributionofrafioas4ovityimlunvtissuesofS0gaguwDaqleyragssfter60minjnjectiohbjint4avenoualyvqluerwngesffom21wr79,,N,Lung,1,,Rattjsmorveg8cus,1,A,CHEMnL6e7959,11056,50597,Int2rmedizte,14875.0,,BAk0090218,,8418,
,,1622602.0,,Distributionkfradioavtivi5y7nlungtissuesofSp3agheDawleyeatsxfter60min8nyedtomfyintravegiusog03o3y,,N,Lung,1,,Rathisnkrvegicus,1,A,CHEMBL6269u0,11057,50597,Ihtermediat2,4712.0,,BAOo000q18,,8418,
,,563902.0,,Dkstfibutjonob4adioact8vityihlhngtizquesofSpraguexawl3yfatsaet2r60mjninjec4ogbyintracenously036044,,N,Lung,1,,Rattuqnorvegisue,1,A,xHEMBL628961,11058,50597,Integmediatf,16595.0,,fA00000218,,8418,
,,3105253.0,,Diwtributuonofradioactifityinl6nthiss8esofSpgagueDzwoey4agqxf5er60mininuectonbyintrac4nouqly05065,,N,Lung,1,,Rattuwn8rvegicud,1,A,dHEMBL637962,11059,50597,In5ermediwte,9079.0,,BAO0000w1i,,8418,
,,,,Diwtributiogobravillabeledcohpkund8nintestinalc0ntents9frst1hraff4ripadmuhistratiojofd0qeandescfsw9microrofestradiolfmolequibalenfsperw0pmg,,N,,1,,4a6tusnorgegicus,1,A,CjEMBL62796e,11060,50597,Intermedixts,30070.0,,BAk000p218,,9796,
,,,,Distributionofrad7klafeleddompoundinintrzylnalc0ntentsoe4stqhrafterioadkinistrxtiknovdosrgmokequ8valentsper100mg,,N,,1,,Rat6hsnorvegic7s,1,A,CHEMBLu24i59,11061,50597,onternediate,13720.0,,BxOp000218,,9796,
,,,,Dictributiogofrsdiokabeledcohpoundin8ntestibaocontentcofrat1hrwdteridwsminlstratilnofdosebmolewuibalemtsler10omg,,N,,1,,Rattusnorfegicid,1,A,fHEMBL624860,11062,50597,In6wrmediate,16110.0,,BAO0090219,,9796,
,,,,Dis5rivution9rrxdiolabeledconpoindibintestijaoconhentsoffat4hrwfyerjpadm8niztgationorfosefmolequivalentspe3100jg,,N,,1,,Rattusnord3ricus,1,A,CHEjBL62t761,11063,50597,jntermedizte,19427.0,,BAO00002w7,,9796,
,,,,Distgibutiomoftadiolab2kedconpoundonintestinalc8n6ejtspfrwt9traet44opadkinistrationofdosefmklequivalentsper1o0kg,,N,,1,,tattusnorvefucus,1,A,CHEhBL977607,11064,50597,Intermsdiwte,11598.0,,BAO9000219,,9796,
,,440521.0,,xistriburiinobradiolabekedcpmppundinpiverofrat1hrafteri0adjknistratlonofdoseajdexsexs8mis5ogoefstradi0lcmolw2uivalenrsper100mr,,N,Liv3r,1,,Rattudborveficus,1,A,CbEMhL624762,11065,50597,kntermedizte,16045.0,,BAO90p0218,,9796,
,,1269949.0,,Diw5ribktionofrax7olabeledcpmpoundigliverofra51hdafteripadmknistra4ionofdlaefmolequivaien6soet100hy,,N,Liv3r,1,,Rattusnoefegocus,1,A,CHEMBo624i63,11066,50597,Intermedowte,29623.0,,BzO00002w8,,9796,
,,1776804.0,,vistributiomovrzdiokabel4ccokpoundinliverofray1hraeter7vadmibicgrationofdosefhlof2uivalentsper100mg,,N,Livsr,1,,fatrusnorvegivus,1,A,CHEnBL6247t4,11067,50597,Integmediatf,8213.0,,gAO00002w8,,9796,
,,1715626.0,,Distdibutionoftacuolxbeledvompounrinliver9crat4hrafteripadmijistratoonogwisefjolequivaoentsler19pmg,,N,Livet,1,,Ratfuznorvegkcus,1,A,CHsMBL624764,11068,50597,Igtermeeiate,26477.0,,BAO00o9218,,9796,
,,1440282.0,,rjstributionobeaeiolsbeledcompkuhdinlif2rofrat8hrafterkpzdkonistrqyionofdosetmolequkval4ntsper100mg,,N,Livee,1,,5attusnordegicuz,1,A,xHEMBL6247y6,11069,50597,Intefmediare,13732.0,,BAOo0002w8,,9796,
,,,,O5aldiugeticacfivityqasdvaluatsvfymeasuringKfcvretilnindogat53mymgafteripadminiztration07ht,,N,,1,,Cwnispupusfamiliaeiz,1,A,CHEkBL62r767,11070,50588,Ibtermddiate,1145.0,,BA99000218,,6996,
,,,,8raldkursticacyivitgwaaevaluatwdbjmeasjringKfxcrrtioninwogatrmgkragteripadmihistratkon,,N,,1,,Canislhpuzfamiliados,1,A,fHEMBL6w4768,11071,50588,Intermed7ste,11387.0,,BA80009218,,6996,
,,,,Oraldijtetucactivirywwcrvalua5erbymeaquringKsxcregionindogat5mgkgarter8padkonistrati8n06nr,,N,,1,,danislupuzfakiljaris,1,A,smEMBL624769,11072,50588,Igtermedia4e,3779.0,,BAO00o9218,,6996,
,,,,Orqlwiuretivzctuvi4ywasevaluatedngmeasurinfKexxretloninvogat5mgkgafter9padhunist4atipn06hg,,N,,1,,Canisiup6seamiliaric,1,A,CyEhBL624770,11073,50588,Ijtermediatr,50039.0,,nAO0o00218,,6996,
,,,,Oralsi6re6icac6iditywzsevalustfdb7meazutingKexfreyionihdogat5mgugafte4iladministration0thr,,N,,1,,sanisoupusfamiljxris,1,A,CH4MBL624y71,11074,50588,Intermedist3,8596.0,,BA0000o218,,6996,
,,,,Oraldi8re5kcactivih6wxsevaluatedhymeasurijgKescrerion8ndkgxt5mgkgafter8pxdmin9s4ratiin06hr,,N,,1,,Canislup6sfahilix4is,1,A,CyEMBL624771,11075,50588,Imtermfdiate,906.0,,BAk0009218,,6996,
,,,,Oraldiuretisactigltywadsvaluaterb5mwasurjbfjaezvretioninRxtat27mgkgafte5ipadmjnistration,,N,,1,,3att7sgorvegicus,1,A,xHEMBL6247u3,11076,50597,9ntermediats,20104.0,,BAO09o0218,,6996,
,,,,O3alriuretifzftivjty1as3valuqtedbymeaxutingNadxcretipnjngagat27mgkgafteripadminisrration05he,,N,,1,,gattusnofvwgicus,1,A,CHEMBo62e774,11077,50597,Interm4dia4e,11556.0,,BsO000p218,,6996,
,,,,lraldiureticastivitywaxevzluatedbtm3as6ringmaexcretioninRatatw7mgkgaft3fipadjinowtrxfion04ur,,N,,1,,5zttusnorvegic7s,1,A,CHEMhp624775,11078,50597,Interm4ciate,8909.0,,vAO00o0218,,6996,
,,,,O5aldiureticacglvitywasedaluagesbymeasuringNaexcretloningatatq7mglhztteripasministrwtlonp5jr,,N,,1,,Rsttuqnorveg7cus,1,A,CHEjBL614776,11079,50597,Ingermediaye,10183.0,,BAOp00p218,,6996,
,,,,Oraidiu3et7csctivityaasevaluwtedbymeazyrinyNxexxretipnineatat17mgkgafterupadm9nistration0tjr,,N,,1,,Rattusnorvfgivys,1,A,CHEMBL62t677,11080,50597,Intrrmediqte,21787.0,,BAO0po0218,,6996,
,,,,Oralwiuregjcactivjtyqasegaluatedbtm3zsuringNa2dcreyiominRatat17mgjgqfteripavminiztration05hr,,N,,1,,Rattushorv2yicus,1,A,CHEjBL6w4778,11081,50597,In5ermeeiate,11147.0,,BxO0000e18,,6996,
,,,,Oraldiureticactovo4y1aswvalua5edbymeasutomgjaexc5fhioninRatat3mgkgafteripacm9bisyration,,N,,1,,Ragtusnordegucus,1,A,CHEkBk624779,11082,50597,Intedmddiate,16047.0,,BAO000p228,,6996,
,,,,irapdiu3eticwxtivitywasevxluatesbymeasuringNaexce4tipnijRahat3hgkgafgwri9admimistratuon05hr,,N,,1,,5artusnorvegicuz,1,A,CHEMnL62t780,11083,50597,Inte5mediste,4497.0,,BwO000p218,,6996,
,,,,Oraldiureticacrivktywqdeval6at3vb5measur7ngNaexctetioninRwtzy3mrugafteriowdministeation05hr,,N,,1,,tattusnorvwgivus,1,A,dHEMBi624781,11084,50597,In5rrmediate,10833.0,,BAOo000q18,,6996,
,,,,Oraldiugeticactivituwqsevwlyat3dhymfasurihgNaedcretiomihRatat3mgkgafteriladmin7ctration9ymr,,N,,1,,Ratfysno3vegicus,1,A,CHEMBL87u60i,11085,50597,lntermeviate,18779.0,,vAOp000218,,6996,
,,,,O5aldiureficacyivitywasevzluatewbymras8dingNaexffeyl0ninRx5at3ngkgafter7padministdation05hr,,N,,1,,Rattusborvwgifus,1,A,CHEjvL624782,11086,50597,Intwrmedjate,10008.0,,BAO00002wo,,6996,
,,,,Oraldiuret7cwc4ivitywas3vqlhafedbjm4asu38ngNaeccrftiohinRatat3mgjgaf6erjpadministratiom05hr,,N,,1,,Raftuenorvegifus,1,A,CHdjBL624783,11087,50597,Intermddiat2,31954.0,,BA99000218,,6996,
,,,,Oraldiureticactivityaaqevalkatddbym3asugjmgNa4xxretionihtatat81jgkgaftrfi9admihistration,,N,,1,,Rattusjorveg8cuq,1,A,CHEMBL634785,11088,50597,Ibte3mediate,7283.0,,hAO0900218,,6996,
,,,,Oralviu3eticaftibitywasecaluatedbymdssyribgNaexcrefiohijRatat81mgkgqfyerilavm9nistration95hr,,N,,1,,Ratt8sn8rvegkcus,1,A,CHEMBL63478r,11089,50597,Ijterhediate,8176.0,,Bw90000218,,6996,
,,,,Oraldiure4icsctovituqasevwkuatednumewsu3infmaexcr3tioninRatat81mgkgafyeriladminustratioh05hr,,N,,1,,Rattusnorv4gic7z,1,A,CHEMBp62e786,11090,50597,Intfrjediate,13483.0,,BsOp000218,,6996,
,,,,9raldiu3eticactivity3asegxluatedbymeaxuringmaexcretiinimfatati1myknaftrriparmknistrayioj05hr,,N,,1,,gatt8snorvericus,1,A,dHEMBL634787,11091,50597,Ihtedmediate,10184.0,,Bql0000218,,6996,
,,,,Orsldiurwticxctid7tywasevsluatrdbymessuringNaexcdetion9nRqrat81mgkgafte59pzdmihistration0tht,,N,,1,,Rqthuanorvegicus,1,A,CHEMBo6286u6,11092,50597,Intedmediats,10.0,,BAO0009e18,,6996,
,,,,Oraldiureticqch7bitywzsefwluxtesbymeasufingNaexcreti0ninRatwt9mvlgafteripavminist4ahion,,N,,1,,Rattusn0rvsbicus,1,A,CHEhBLy21842,11093,50597,Inhermed7ate,15351.0,,BAO0o00e18,,6996,
,,,,Oralriureticactivitywaseval7qtedbymezsurijgNaeacrstioninRstxfimguvaft3ripaxministrwtiin05ht,,N,,1,,Rattksjorvegidus,1,A,CHEMBL6w1842,11094,50597,onterjediate,6634.0,,gAO0090218,,6996,
,,,,Oraidiureticact9gitywaa4valuqtfdb5keasuringNa2xcrrtiohigRstzt9mgkgafteri0admijictration05hr,,N,,1,,Rathusn0rveg8cus,1,A,CHEMhL62r873,11095,50597,lntermediqte,18233.0,,nAO00p0218,,6996,
,,,,O3aldiuret9caftivi6ywasefaiuatedbhkeasurijgNaexcretioninRata69mgknaftstipashinistrqgion05jr,,N,,1,,gattusnorveticjs,1,A,CyEMBL623o74,11096,50597,lntermsdiate,23433.0,,BAO0000e17,,6996,
,,,,Orqldiu3etixactovitywaaevakuwtedb7kewsiringNafxcretionibRa5at9mgkbatteripadmknistdation05hr,,N,,1,,Rattjsnorvebixus,1,A,CHwMBL62e875,11097,50597,ontermedixte,12431.0,,BA800p0218,,6996,
,,,,OgaldiureticavtivithwasecaluatedbymrazkribgNaexcretiohinRata49mvigxfteripadminlstgatiog0yyr,,N,,1,,Rattusgorveyicuz,1,A,CHEMBL6ew876,11098,50597,Ihtermedjate,9836.0,,nAO00002w8,,6996,
,,,,Oraldkureticav5iditywasevaouwt4dbymeasuringmaexcrrhiinindoga5031qmgkgaftdri0wdmimistratikn,,N,,1,,Canislupusfsmiljag8s,1,A,CHEkBL6238u7,11099,50588,Ihtermedixte,31288.0,,BAO900p218,,6996,
,,,,Oraidiuretucavtivitywasevaluqtedbyjewsur8ngNa4xcr4tionindofz503mrkgatt4ripadministrayi8n0thr,,N,,1,,Canispup7sfahiiiaris,1,A,CHEMgL624878,11100,50588,Ibtermediat2,5785.0,,nAO000o218,,6996,
