CHI,Ti,ASST,ASSTIS,ASTET,ASTY,CEI,ASI,ASSTI,TII,Descr,RELATITY,ASSUBCELFRA,CONSC,VAI,CUB,SI,BAFO,SASI,ASOR,DOI,ASSCATE,ASSCETY
CHEMBL630284,22224,,,,A,,12941,,,Alkylating activity (0.1 mM) was determined at pH 7.4; expressed as OD (540n m)/mM of drug),U,,0,,Autocuration,1,BAO_0000019,,,5797,,
CHEMBL630285,22224,,,,A,,12942,,,Alkylating activity was determined,U,,0,,Autocuration,1,BAO_0000019,,,7849,,
CHEMBL630286,22224,,,,A,,12943,,,Amount of metabolites in the microsomal medium after 90 min incubation of BTCP (500 uM),U,Microsomes,0,,Autocuration,1,BAO_0000251,,,14220,,
CHEMBL630069,50592,,,,A,,12944,9986.0,,"Formation of metabolite by rabbit liver microsomal preparation in absence of NADPH, at 2 hours",N,,1,,Intermediate,1,BAO_0000218,,Oryctolagus cuniculus,8650,,
CHEMBL630070,50592,,,,A,,12945,9986.0,,"Formation of metabolite by rabbit liver microsomal preparation in presence of Co-O2 (90:10),at 2 hour",N,,1,,Intermediate,1,BAO_0000218,,Oryctolagus cuniculus,8650,,
CHEMBL630071,50592,,,,A,,12946,9986.0,,"Formation of metabolite by rabbit liver microsomal preparation in presence of N2,at 2 hour",N,,1,,Intermediate,1,BAO_0000218,,Oryctolagus cuniculus,8650,,
CHEMBL630072,50592,,,,A,,12947,9986.0,,"Formation of metabolite by rabbit liver microsomal preparation in presence of NADPH, at 2 hours",N,,1,,Intermediate,1,BAO_0000218,,Oryctolagus cuniculus,8650,,
CHEMBL875110,50592,,,,A,,12948,9986.0,,"Formation of metabolite by rabbit liver microsomal preparation in presence of SKF525A,at 2 hour",N,,1,,Intermediate,1,BAO_0000218,,Oryctolagus cuniculus,8650,,
CHEMBL630073,50597,,,,A,,12949,10116.0,,Compound was tested for antidiuretic activity in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,7116,,
CHEMBL630074,22224,,,,A,,12950,,,Compound was tested for inactivation kinetic values,U,,0,,Autocuration,1,BAO_0000019,,,14131,,
CHEMBL630075,22224,,,In vivo,A,,12951,,,Compound was evaluated for the average apparent volume of distribution when administered through intravenous route,U,,0,,Autocuration,1,BAO_0000218,,,7415,,
CHEMBL630076,22224,,,,A,,12952,,,Dissociation rate calculated from the first-order equation using the t1/2 value,U,,0,,Autocuration,1,BAO_0000019,,,13178,,
CHEMBL630077,22229,,,,P,,12953,,,Compound was evaluated for pKa by titration of the compounds in 1:2 methyl alcohol and water,U,,0,,Autocuration,1,BAO_0000100,,,8815,,
CHEMBL630078,22229,,,,P,,12954,,,Aqueous solubility was measured,U,,0,,Autocuration,1,BAO_0000100,,,1450,,
CHEMBL630079,22229,,,,P,,12955,,,Aqueous solubility was measured at a pH 4,U,,0,,Autocuration,1,BAO_0000100,,,1450,,
CHEMBL630080,22229,,,,P,,12956,,,Aqueous solubility (pH 7),U,,0,,Autocuration,1,BAO_0000100,,,1450,,
CHEMBL630081,22229,,,,P,,12957,,,Aqueous solubility was measured at a pH 9,U,,0,,Autocuration,1,BAO_0000100,,,1450,,
CHEMBL630082,22224,,,,A,,12958,,,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents",U,,0,,Autocuration,1,BAO_0000019,,,12711,,
CHEMBL630083,22224,,,,A,,12959,,,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents.",U,,0,,Autocuration,1,BAO_0000019,,,12711,,
CHEMBL630084,22224,,,,A,,12960,,,"Aqueous solubilities were determined by dissolving an crystalline hemisulfate and dichloride salts, respectively in water and adding acetate to pH 5.0, concentrations are expressed in free base equivalents.",U,,0,,Autocuration,1,BAO_0000019,,,12711,,
CHEMBL629198,22229,,,,P,,12961,,,Aqueous solubility of the compound,U,,0,,Autocuration,1,BAO_0000100,,,15032,,
CHEMBL629199,22229,,,,P,,12962,,,Aqueous solubility at 37 degree Celsius at pH 7.38,U,,0,,Autocuration,1,BAO_0000100,,,9964,,
CHEMBL629200,22229,,,,P,,12963,,,Aqueous solubility in pH 7.4 phosphate buffer,U,,0,,Autocuration,1,BAO_0000100,,,14962,,
CHEMBL629201,50588,,,,A,,12964,9615.0,,Mean arterial pressure response following 10 mg/kg intraduodenal administration to salt depleted dog,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,12487,,
CHEMBL629202,50588,,,,A,,12965,9615.0,,Mean arterial pressure response following 1 mg/kg intravenous administration to salt depleted dog,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,12487,,
CHEMBL875111,50587,,,,A,,12966,9606.0,,Percentage of aspirin formed during hydrolysis in 10% human plasma at pH 7.4 at 37 degrees celsius,N,,1,,Intermediate,1,BAO_0000218,,Homo sapiens,10026,,
CHEMBL629203,50587,,,,A,,12967,9606.0,,Percentage of aspirin formed during hydrolysis in undiluted human plasma at pH 7.4 at 37 degrees celsius,N,,1,,Intermediate,1,BAO_0000218,,Homo sapiens,10026,,
CHEMBL629204,50587,,,,A,,12968,9606.0,,The percentage of aspirin formed during hydrolysis in 100% human plasma at pH 7.4 at 37 degrees celsius,N,,1,,Intermediate,1,BAO_0000218,,Homo sapiens,10026,,
CHEMBL629205,50587,,,,A,,12969,9606.0,,The percentage of aspirin formed during hydrolysis in 20% human plasma at pH 7.4 at 37 degrees celsius,N,,1,,Intermediate,1,BAO_0000218,,Homo sapiens,10026,,
CHEMBL629206,50587,,,,A,,12970,9606.0,,The percentage of aspirin formed during hydrolysis in 60% human plasma at pH 7.4 at 37 degrees celsius,N,,1,,Intermediate,1,BAO_0000218,,Homo sapiens,10026,,
CHEMBL631185,22224,,,,A,,12971,,,The percentage of aspirin formed during hydrolysis in 80% human plasma at pH 7.4 at 37 degrees celsius,U,,0,,Autocuration,1,BAO_0000019,,,10026,,
CHEMBL631186,50597,,,,A,,12972,10116.0,,Compound was evaluated for the average bile flow rat in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,7415,,
CHEMBL631187,50592,,,,A,,12973,9986.0,,"Effect of compound on cartilage in surgically induced osteoarthritis (OA) model in rabbit at 15 mg/kg, value are relative to activity of RS-130830 (7.9+/-1.5) at 25 mg/kg",N,,1,,Intermediate,1,BAO_0000218,,Oryctolagus cuniculus,17025,,
CHEMBL631188,50592,,,,A,,12974,9986.0,,"Effect of compound on cartilage in surgically induced osteoarthritis (OA) model in rabbit at 25 mg/kg, value are relative to activity of RS-130830 (7.9+/-1.5) at 25 mg/kg",N,,1,,Intermediate,1,BAO_0000218,,Oryctolagus cuniculus,17025,,
CHEMBL876419,22224,,,,A,,12975,,,Average half life period was determined,U,,0,,Autocuration,1,BAO_0000019,,,10184,,
CHEMBL631189,22224,,,,A,,12976,,,Average half life period was determined,U,,0,,Autocuration,1,BAO_0000019,,,10184,,
CHEMBL631190,50602,,,,A,,12977,10298.0,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 0.8 mg/kg per day.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL631191,50602,,,,A,,12978,10298.0,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 0.8 mg/kg per day.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL631192,50602,,,,A,,12979,10298.0,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 12.5 mg/kg per day.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL632400,50602,,,,A,,12980,10298.0,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 3.1 mg/kg per day.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL630564,50602,,,,A,,12981,10298.0,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 50 mg/kg per day.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL630565,50602,,,,A,,12982,10298.0,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered orally at a dose 50 mg/kg per day.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL630566,50602,,,,A,,12983,10298.0,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.02 mg/kg per day.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL631229,50602,,,,A,,12984,10298.0,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.06 mg/kg per day.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL631230,50602,,,,A,,12985,10298.0,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 0.25 mg/kg per day.,N,,1,,Intermediate,1,BAO_0000218,,Human herpesvirus 1,8613,,
CHEMBL876428,22229,,,,P,,12986,,,Calculated partition coefficient (clogP),U,,0,,Autocuration,1,BAO_0000100,,,6030,,
CHEMBL631231,22229,,,,P,,12987,,,Calculated partition coefficient (clogP),U,,0,,Autocuration,1,BAO_0000100,,,6147,,
CHEMBL631232,22229,,,,P,,12988,,,Calculated partition coefficient (clogP) (MacLogP),U,,0,,Autocuration,1,BAO_0000100,,,14556,,
CHEMBL631233,22224,,,,A,,12989,,,Hydrophilicity was determined,U,,0,,Autocuration,1,BAO_0000019,,,768,,
CHEMBL631234,22229,,,,P,,12990,,,Calculated partition coefficient (clogP),U,,0,,Autocuration,1,BAO_0000100,,,14452,,
CHEMBL883126,22224,,,,A,,12991,,,Increased absorption was determined,U,,0,,Autocuration,1,BAO_0000019,,,5237,,
CHEMBL631235,22224,,,,P,,12992,,,Lipophilicity value was evaluated,U,,0,,Autocuration,1,BAO_0000100,,,14378,,
CHEMBL631236,22224,,,,P,,12993,,,Log P value of the compound.,U,,0,,Autocuration,1,BAO_0000100,,,14418,,
CHEMBL631237,22224,,,,A,,12994,,,Partition coefficient of compound was determined,U,,0,,Autocuration,1,BAO_0000019,,,5249,,
CHEMBL631238,22229,,,,P,,12995,,,Calculated partition coefficient (clogP),U,,0,,Autocuration,1,BAO_0000100,,,14621,,
CHEMBL876429,22229,,,,P,,12996,,,Calculated partition coefficient (clogP),U,,0,,Autocuration,1,BAO_0000100,,,12542,,
CHEMBL631414,22224,,,,A,,12997,,,Partition coefficient was measured by medchem software; Not calculated,U,,0,,Autocuration,1,BAO_0000019,,,12542,,
CHEMBL631415,22224,,,,P,,12998,,,Partition coefficient was measured by octanol-water using standard shake-flask method,U,,0,,Autocuration,1,BAO_0000100,,,12542,,
CHEMBL631416,22229,,,,P,,12999,,,Calculated partition coefficient (clogP),U,,0,,Autocuration,1,BAO_0000100,,,15462,,
CHEMBL631417,22224,,,,A,,13000,,,Partition coefficient (logP),U,,0,,Autocuration,1,BAO_0000019,,,14884,,
CHEMBL631418,22229,,,,P,,13001,,,Calculated partition coefficient (clogP),U,,0,,Autocuration,1,BAO_0000100,,,16526,,
CHEMBL631419,22229,,,,P,,13002,,,The Octanol/Water partition coefficient CLogP,U,,0,,Autocuration,1,BAO_0000100,,,13693,,
CHEMBL631420,22224,,,,A,,13003,,,The pharmacokinetic parameter C Log p was reported,U,,0,,Autocuration,1,BAO_0000019,,,13693,,
CHEMBL631421,22229,,,,P,,13004,,,Calculated partition coefficient (clogP),U,,0,,Autocuration,1,BAO_0000100,,,13779,,
CHEMBL631422,22229,,,,P,,13005,,,Calculated partition coefficient (clogP),U,,0,,Autocuration,1,BAO_0000100,,,14772,,
CHEMBL631423,22229,,,,P,,13006,,,Calculated partition coefficient (clogP),U,,0,,Autocuration,1,BAO_0000100,,,14393,,
CHEMBL876430,50597,,Plasma,In vivo,A,,13007,10116.0,1969.0,Clearance rate in rat plasma when administered intraperitoneally at a dose of 10 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14793,,
CHEMBL631424,50597,,Plasma,In vivo,A,,13008,10116.0,1969.0,Clearance rate in rat plasma when administered intravenously at a dose of 10 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14793,,
CHEMBL631425,50588,,Plasma,In vivo,A,,13009,9615.0,1969.0,Compound was administered intravenously in dog to evaluate plasma clearance values,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,13744,,
CHEMBL631426,22224,,Plasma,In vivo,A,,13010,314293.0,1969.0,Compound was administered intravenously in monkey to evaluate plasma clearance values,U,,0,,Autocuration,1,BAO_0000218,,Simiiformes,13744,,
CHEMBL631427,50594,,Plasma,In vivo,A,,13011,10090.0,1969.0,Compound was administered intravenously in mouse to evaluate plasma clearance values,N,,1,,Intermediate,1,BAO_0000218,,Mus musculus,13744,,
CHEMBL631428,50588,,Plasma,In vivo,A,,13012,9615.0,1969.0,Compound was evaluated in vivo for plasma clearance in dog after intravenous dose at 2 mg/Kg,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,13207,,
CHEMBL631429,50797,,Liver,In vitro,A,,13013,9544.0,2107.0,Intrinsic clearance in Rhesus liver microsome,N,Microsomes,1,,Intermediate,1,BAO_0000218,,Macaca mulatta,5669,,
CHEMBL631430,50588,,Liver,In vitro,A,,13014,9615.0,2107.0,Intrinsic clearance in dog liver microsome,N,Microsomes,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,5669,,
CHEMBL631431,50597,,Liver,In vitro,A,,13015,10116.0,2107.0,Intrinsic clearance in rat liver microsome,N,Microsomes,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5669,,
CHEMBL631432,50797,,Plasma,In vivo,A,,13016,9544.0,1969.0,Low plasma clearance was calculated in rhesus monkey,N,,1,,Intermediate,1,BAO_0000218,,Macaca mulatta,4853,,
CHEMBL631433,50588,,,In vivo,A,,13017,9615.0,,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,16452,,
CHEMBL631434,22224,,,In vivo,A,,13018,,,Plasma clearance after intravenous dose of 0.3 mg/kg,U,,0,,Autocuration,1,BAO_0000218,,,11954,,
CHEMBL631435,22224,,,In vivo,A,,13019,,,Plasma clearance after intravenous dose of 1 mg/kg,U,,0,,Autocuration,1,BAO_0000218,,,11954,,
CHEMBL631436,22224,,,In vivo,A,,13020,,,Plasma clearance after intravenous dose of 3 mg/kg,U,,0,,Autocuration,1,BAO_0000218,,,11954,,
CHEMBL631437,22224,,,In vivo,A,,13021,,,Plasma clearance after intravenous dose of 3.87 mg/kg,U,,0,,Autocuration,1,BAO_0000218,,,11954,,
CHEMBL631438,50597,,,In vivo,A,,13022,10116.0,,Plasma clearance after peroral administration at 10 mpk in Rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5669,,
CHEMBL876431,50797,,,In vivo,A,,13023,9544.0,,Plasma clearance after peroral administration at 10 mpk in Rhesus,N,,1,,Intermediate,1,BAO_0000218,,Macaca mulatta,5669,,
CHEMBL631439,50588,,,In vivo,A,,13024,9615.0,,Plasma clearance after peroral administration at 10 mpk in dog,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,5669,,
CHEMBL631440,50597,,,In vivo,A,,13025,10116.0,,Totla clearance of compound reported after 5 mg/kg i.v. dose in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,13662,,
CHEMBL631441,22224,,,,A,,13026,,,Compound was evaluated for physico-chemical property of Critical micellar concentration (CMC),U,,0,,Autocuration,1,BAO_0000019,,,8272,,
CHEMBL631442,22224,,,,A,,13027,,,Critical Micellar concentration was determined,U,,0,,Autocuration,1,BAO_0000019,,,13410,,
CHEMBL626525,22224,,,,A,,13028,,,Critical Micellar concentration of the compound. was determined,U,,0,,Autocuration,1,BAO_0000019,,,13410,,
CHEMBL627168,22224,,,,A,,13029,,,Critical micelle concentration determined from the plots of the fluorescence intensity as a function of compound concentration,U,,0,,Autocuration,1,BAO_0000019,,,12628,,
CHEMBL875618,22224,,,,A,,13030,,,Critical micellar concentration was measured in water by the dye solubilization method,U,,0,,Autocuration,1,BAO_0000019,,,9675,,
CHEMBL626612,22224,,,,B,,13031,,,Hydrolysis turn over determined from the plots of the fluorescence assay quantified by HPLC,U,,0,,Autocuration,1,BAO_0000019,,,12628,,
CHEMBL626613,22224,,,,A,,13032,,,CMR value (relative to BAY K 8644),U,,0,,Autocuration,1,BAO_0000019,,,12766,,
CHEMBL626614,22224,,,,A,,13033,,,Carbamoylating activity was determined,U,,0,,Autocuration,1,BAO_0000019,,,7849,,
CHEMBL626615,22224,,,,A,,13034,314293.0,,Hypotension peak is percentage change from predose baseline pressure observed after intraduodenal dose of 10 mg/kg in monkey,U,,0,,Autocuration,1,BAO_0000218,,Simiiformes,12187,,
CHEMBL626616,22224,,,,A,,13035,,,Compound was evaluated for induced thermal stabilization for compound: DNA ratio of 1:10 at 0.1 to 0.2 degrees Centigrade.,U,,0,,Autocuration,1,BAO_0000019,,,2040,,
CHEMBL626617,22224,,,,A,,13036,,,Compound was evaluated for induced thermal stabilization for compound: DNA ratio of 1:5 at 0.1 to 0.2 degrees Centigrade.,U,,0,,Autocuration,1,BAO_0000019,,,2040,,
CHEMBL626618,50588,,Plasma,In vivo,A,,13037,9615.0,1969.0,Clearance from dog plasma after intravenous injection of 1 mg/kg of compound,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,14180,,
CHEMBL626619,50597,,Plasma,In vivo,A,,13038,10116.0,1969.0,Clearance from rat plasma after intravenous injection of 1 mg/kg of compound,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14180,,
CHEMBL626620,50588,,,In vivo,A,,13039,9615.0,,"Clearance rate at 0.46 mg/kg, iv, in dogs",N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,14474,,
CHEMBL626621,50597,,,In vivo,A,,13040,10116.0,,"Clearance rate at 5.5 mg/kg, iv, in rat",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14474,,
CHEMBL626622,100710,,,In vivo,A,,13041,9541.0,,Pharmacokinetic parameter Cl calculated in cynomolgus monkey when the compound was administered intravenously at 1 mg/kg concentration,N,,1,,Intermediate,1,BAO_0000218,,Macaca fascicularis,14548,,
CHEMBL626623,100710,,,In vivo,A,,13042,9541.0,,Pharmacokinetic parameter Cl calculated in cynomolgus monkey when the compound was administered intravenously at 0.5 mg/kg concentration,N,,1,,Intermediate,1,BAO_0000218,,Macaca fascicularis,14548,,
CHEMBL626624,50588,,,In vivo,A,,13043,9615.0,,Pharmacokinetic parameter Cl calculated in dog when the compound was administered intravenously at 2 mg/kg concentration,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,14548,,
CHEMBL626625,50597,,,In vivo,A,,13044,10116.0,,Pharmacokinetic parameter Cl calculated in rat when the compound was administered intravenously at 5 mg/kg concentration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14548,,
CHEMBL626626,50597,,Liver,Ex vivo,A,,13045,10116.0,2107.0,Clearance rate constant using isolated perfused rat liver (IPRL) assay,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6125,,
CHEMBL626627,22224,,,In vivo,A,,13046,,,Tested for the total clearance of the compound,U,,0,,Autocuration,1,BAO_0000218,,,6874,,
CHEMBL626628,50588,,,In vivo,A,,13047,9615.0,,The clearance was measured in dogs after intravenous administration of 1 mg/kg dose,N,,1,,Intermediate,1,BAO_0000218,,Canis lupus familiaris,15343,,
CHEMBL626629,22224,,,In vivo,A,,13048,,,Total body clearance was determined,U,,0,,Autocuration,1,BAO_0000218,,,6236,,
CHEMBL626630,50597,,,,A,,13049,10116.0,,Mean Chlorine excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,11510,,
CHEMBL626631,50597,,,,A,,13050,10116.0,,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,11510,,
CHEMBL626632,22229,,,,P,,13051,,,Solubility of 10 mg compound in aqueous buffer at pH 7.3 and 37 degree Centigrade after 8.0 hr,U,,0,,Autocuration,1,BAO_0000100,,,8194,,
CHEMBL626633,22229,,,,P,,13052,,,Solubility of 150 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,U,,0,,Autocuration,1,BAO_0000100,,,8194,,
CHEMBL626634,22229,,,,P,,13053,,,Solubility of 150 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 8.0 hr,U,,0,,Autocuration,1,BAO_0000100,,,8194,,
CHEMBL626635,22229,,,,P,,13054,,,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 13.5 hr,U,,0,,Autocuration,1,BAO_0000100,,,8194,,
CHEMBL626636,22229,,,,P,,13055,,,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Celsius after 4.0 hr,U,,0,,Autocuration,1,BAO_0000100,,,8194,,
CHEMBL626637,22229,,,,P,,13056,,,Solubility of 20 mg compound in aqueous buffer at pH 7.3 and 37 degree Centigrade after 8.0 hr,U,,0,,Autocuration,1,BAO_0000100,,,8194,,
CHEMBL626638,50339,,,,A,,13057,4754.0,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 10.9 uM/Kg/day),N,,1,,Intermediate,1,BAO_0000218,,Pneumocystis carinii,13273,,
CHEMBL626639,50339,,,,A,,13058,4754.0,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 2.3 uM/Kg/day,N,,1,,Intermediate,1,BAO_0000218,,Pneumocystis carinii,13273,,
CHEMBL626640,50339,,,,A,,13059,4754.0,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 23.3 uM/Kg/day,N,,1,,Intermediate,1,BAO_0000218,,Pneumocystis carinii,13273,,
CHEMBL626641,50339,,,,A,,13060,4754.0,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 4.8 uM/Kg/day,N,,1,,Intermediate,1,BAO_0000218,,Pneumocystis carinii,13273,,
CHEMBL627272,50339,,,,A,,13061,4754.0,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 9.2 uM/Kg/day,N,,1,,Intermediate,1,BAO_0000218,,Pneumocystis carinii,13273,,
CHEMBL627273,50339,,,,A,,13062,4754.0,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted uM/Kg/day,N,,1,,Intermediate,1,BAO_0000218,,Pneumocystis carinii,13273,,
CHEMBL627441,50339,,,,A,,13063,4754.0,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 0.027 (uM/kg/day),N,,1,,Intermediate,1,BAO_0000218,,Pneumocystis carinii,13273,,
CHEMBL628355,50339,,,,A,,13064,4754.0,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 0.27 (uM/kg/day),N,,1,,Intermediate,1,BAO_0000218,,Pneumocystis carinii,13273,,
CHEMBL628356,50339,,,,A,,13065,4754.0,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 13.3 (uM/kg/day),N,,1,,Intermediate,1,BAO_0000218,,Pneumocystis carinii,13273,,
CHEMBL628357,50339,,,,A,,13066,4754.0,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 2.7 (uM/kg/day),N,,1,,Intermediate,1,BAO_0000218,,Pneumocystis carinii,13273,,
CHEMBL628358,50339,,,,A,,13067,4754.0,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 22.1 (uM/kg/day),N,,1,,Intermediate,1,BAO_0000218,,Pneumocystis carinii,13273,,
CHEMBL622307,50339,,,,A,,13068,4754.0,,In vivo activity against pneumocystis carinii was determined as toxicity which indicates the death of animals and counted cysts in a blinding protocol in lung tissue reported as % of saline treated control at a dose of 66.3 (uM/kg/day),N,,1,,Intermediate,1,BAO_0000218,,Pneumocystis carinii,13273,,
CHEMBL622527,22224,,,,A,,13069,,,Conversion rate by hydrolysis of compound in plasma after 2 hr at a pH of 1.0,U,,0,,Autocuration,1,BAO_0000019,,,13118,,
CHEMBL622528,22224,,,,A,,13070,,,Conversion rate by hydrolysis of compound in plasma after 2 hr at a pH of 1.0; Not detectable,U,,0,,Autocuration,1,BAO_0000019,,,13118,,
CHEMBL622529,22224,,,,A,,13071,,,Conversion rate by hydrolysis of compound in plasma after 4 hr at a pH of 7.4,U,,0,,Autocuration,1,BAO_0000019,,,13118,,
CHEMBL622992,22224,,,,A,,13072,,,Conversion rate by hydrolysis of compound in plasma after 4 hr at a pH of 7.4; Not detectable,U,,0,,Autocuration,1,BAO_0000019,,,13118,,
CHEMBL622993,22224,,,,A,,13073,,,Conversion rate by hydrolysis of compound in plasma after 6 hr. ,U,,0,,Autocuration,1,BAO_0000019,,,13118,,
CHEMBL622994,22224,,,,A,,13074,,,Conversion rate by hydrolysis of compound in plasma after 6 h; Not detectable,U,,0,,Autocuration,1,BAO_0000019,,,13118,,
CHEMBL622995,50597,,,,A,,13075,10116.0,,"In vitro rate constant, correlation coefficient for the conversion to progesterone in rat liver homogenate",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10633,,
CHEMBL622996,50597,,,,A,,13076,10116.0,,"In vitro rate constant, correlation coefficient for the conversion to progesterone in whole rat blood.",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10633,,
CHEMBL622997,50597,,,,A,,13077,10116.0,,"In vitro rate constant, correlation coefficient for the disappearance in rat liver homogenate",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10633,,
CHEMBL622998,50597,,,,A,,13078,10116.0,,"In vitro rate constant, correlation coefficient for the disappearance in rat brain homogenate",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,10633,,
CHEMBL622999,22224,,,,A,,13079,,,Cp max following ip administration at 1 mg/kg,U,,0,,Autocuration,1,BAO_0000218,,,5767,,
CHEMBL623000,22224,,Plasma,In vivo,A,,13080,,1969.0,Maximum concentration in plasma was reported at 0.5 hour,U,,0,,Autocuration,1,BAO_0000218,,,3302,,
CHEMBL623001,22224,,Plasma,In vivo,A,,13081,,1969.0,Maximum concentration in plasma was reported at 2 hour,U,,0,,Autocuration,1,BAO_0000218,,,3302,,
CHEMBL623002,50594,,,,A,,13082,10090.0,,Cellular uptake kinetics of Porphycenes saturation cell level (cs) in SSK3 murine fibrosarcoma cells,N,,1,,Intermediate,1,BAO_0000218,,Mus musculus,12467,,
CHEMBL623003,22229,,,,P,,13083,,,Aqueous solubility in 25 mM N-glycyl-glycine and 10 mM MgSO4 (pH 7.8),U,,0,,Autocuration,1,BAO_0000100,,,11778,,
