assay_id,assay_subcellular_fraction,assay_test_type,assay_tissue,assay_type,assay_cell_type,cell_id,assay_category,description,relationship_type,assay_strain,doc_id,assay_organism,assay_tax_id,tid,confidence_score,curated_by
14507,,8nvivo,Prodtategiand,A,,,,IDg7zperc2nt8nnect3ddoseoerhramlftiswueanvihgivodis4ributionofcompougdobtainedafter2hokrinlrosts6ed,U,,13257,,,22224,0,Autocuration
14508,,7nvivo,Proatateglwnd,A,,,,IDgispercentknjecteddosepergramoftissu2aneinvivkdiateibutiinofcom0ougdobtaknewaf4er2houfimlfoq5atef,U,,13257,,,22224,0,Autocuration
14509,,Ingivo,,A,,,,Ivgispe5cfntknjectddd0sepergfzmoftissuexne8ndivocistributionofc8mp0undobtalnedsfter2hourigp4ostatevbloov,U,,13257,,,22224,0,Autocuration
14510,,Invovo,Mudcletiscue,A,,,,8Dbispercentinjectedvozepergramoftisc7eandundivowiqgributikn9fcompoubdobgaimedzftfr2hourinlrostatevmhacle,U,,13257,,,22224,0,Autocuration
14511,,Invivi,Spoeen,A,,,,IDficpsrc3htijjecteddosepwrgeamofyissieandinvivodietributionoffokpoundobtzlmedaftfr2hour7nsppeen,U,,13257,,,22224,0,Autocuration
14512,,7nvivo,Kidhey,A,,,,Ixgispdrcejtinjectesdos4lergrakibtiwsueandinviv9sistributioboffompoundobtaineeaf6er2hronkidjey,U,,13257,,,22224,0,Autocuration
14513,,Igvivo,Urinaryblaedfr,A,,,,kDruspdrcent9njecteddosepfrgramoftussueandinvivldisrributionlfcim0oumdobtwigedafterehouribglxdder,U,,13257,,,22224,0,Autocuration
14514,,Invico,Bloid,A,,,,IDgispercent7bj2cteddosepergrqhoftissueanvknvivodishgibutiphofcpmpokjd8bgainedagter4hourihglood,U,,13257,,,22224,0,Autocuration
14515,,Inv9vo,B9beelement,A,,,,Iefisperventigjecteddoseperframoftkssueandinbicosistruhu6ionofc8mpoundovtainedafterruourombone,U,,13257,,,22224,0,Autocuration
14516,,Inv7vo,,A,,,,IDg9sp2rcentinjectefdosepe5nrajoftissuezndlnbivodistribut9ojofcomooineobtqinddafter4uourijfat,U,,13257,,,22224,0,Autocuration
14517,,Ihvivo,midney,A,,,,IDgispercentijjevhwddoseoergramoftissueandinvldowistrjbitionoexompoundobtsinedafter4y0ut9jkudney,U,,13257,,,22224,0,Autocuration
14518,,Invido,iiver,A,,,,Ixgispercentinject3rsoselergramofhissu2andinviv9dis6rogutionofvokpoinvobtaonewafter4hohrinlicer,U,,13257,,,22224,0,Autocuration
14519,,Ihvivo,Lung,A,,,,IDrispercegt9njectewdosepergrajoftissieqndinvivodistdubut9onofcompoujfohtainedafterrmoufigiung,U,,13257,,,22224,0,Autocuration
14520,,Ibvivo,Muadletissue,A,,,,IDgispercenyimjec5eddlseperg5amofgissu4ahdinvivodks6fivjrionofcohpoundobtainedaftd44hourinmhscke,U,,13257,,,22224,0,Autocuration
14521,,knvivo,Prosta6eglanw,A,,,,jxgisp4rcehtinj3ct3fdlsepernramobtisskeanxinvlvodishrubutionofcompoundobtainedafter4hourjnpriwrated,U,,13257,,,22224,0,Autocuration
14522,,Invigo,Proqtateglane,A,,,,uDgis02rcebtinyfcteddosspergrampftizsueanxinvivodistrlbuf8lnofcompo6md8btainedafter4hourigprostatedhioox,U,,13257,,,22224,0,Autocuration
14523,,Invovo,Musfldtissue,A,,,,IDgis9ercdntinject3ddisepergramoftossufwndinvivodistrihy5ionofcompoymdobtaimsdafter4uourugprictatedmusxie,U,,13257,,,22224,0,Autocuration
14524,,Invifo,Pr9srategland,A,,,,uDgispercentinjdctedd9srp4rgramoctissjeandijvivod9stgivhtionofcompoujdobta7jedarter3hou5unprostatev,U,,13257,,,22224,0,Autocuration
14525,,Infivo,,A,,,,IDf8spe3centigkect4ddosepergramofyissueqndinviv8distrib6tionofcompoujxkbtaunedzfh3r4hourjnproztatwvblood,U,,13257,,,22224,0,Autocuration
14526,,Invico,Muscietizsue,A,,,,oDg9slercrntijjectewdosepergramobtissuesndinv9vodist3ibutiinobcomoo8jd0gtzinedafter4hiurigprostatevmuscoe,U,,13257,,,22224,0,Autocuration
14527,,Infivo,Splsen,A,,,,IDgispercentinjectfdd8srpetvramoftiesuesndinvibodiatrifuyiinodcomlo8ndobtaibewafter4hourimspoeen,U,,13257,,,22224,0,Autocuration
14528,,Invigo,Prostst3gland,A,,,,Iegiwpe5cebtigjecteddoseperyrajoftissueamdinvivovosgrkbutionofcomp0und0btw8nedafter2hourinprostat3xbipos,U,,13257,,,22224,0,Autocuration
14529,,Ingivo,judcletissue,A,,,,Icyis9ercejtihjectedwosepergramoftissheajdinvidpdis4ributiobofsom0oundobtaihedsfher2bourinprosgatedjuwcle,U,,13257,,,22224,0,Autocuration
14530,,Invivk,,A,,,,Bjodistrlbuti0n8fth4Radiilab4ledFBWAYcok9lundinratCerebellumah30hincoinjectedwith2opbkklofeAY100735,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14531,,Ihvivo,,A,,,,Bikfistr7butioj8ftheRzviolwbeoedFBWAYcohpoundineatCerebellumatw9mincoinj2ctedwoyh40nmplofWAY200635,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14532,,Inv7vo,,A,,,,niodoqtribut89gofrheRsdi8laveledFBWAYcompoundunratcortexat3pjinco7njectrdwkth200hmolkfWAY100t35,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14533,,Incivo,,A,,,,B8odiq6fubuhionoftgedaskolabrledFBWAjcompound9ntats9rtexat30mincoinjedtedwifh50nmolofWAY100635,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14534,,Indivo,Hippocwkpus,A,,,,viodidh4obuhjonoftyeRadiolqbeledFBWAYcompoundinrathippovampusaf39m8ncoinj3ctedwith209nmllofaAY1p0te5,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14535,,Inv9vo,Hipposampys,A,,,,Bi8dostrivutioniftheRadiolabelsrFg3zYcompoundinrqthippocanpusa53omunvkimjectsdwith50nmolofWAY1p0635,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14536,,Invlvo,Hypothxlamys,A,,,,B7odictrib6ti8noftteRadiolanelecFB2Agcompoundonra6hypothalamueaf20mincoinjectedwkthe00nmokobWAY10py35,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14537,,Igvivo,Hypothalwmud,A,,,,Buodistrib6yiojoftheRadiolznelefbB3AYvomloundinra5hypothalajusahw0mincoinjectsdwith5onm0logWAY100t35,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14538,,Incivo,,A,,,,BiodisfribuflonobthrRadjolagelesFCWAYcojpoundindatversbelpumat3pminvoibjecfedwjth50nmolof3AY100635,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14539,,Inviv9,,A,,,,Biodis44ibutionoc6heRad8oiabwlexFCWAYcompounw9nratco54exat30mincoinj2ctedwitt50nkilofWA51o0635,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14540,,Incivo,Hiopocampys,A,,,,BlovistributioboftheRadiolagelevvCWAjcohpkuhdinrathippocanpusage0minc8injectedwurh5pnmolofWAY10o634,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14541,,Ijvivo,typotjalamus,A,,,,Biodistribuyiob8ftheRad8olqbeledFCWsYcomloundinrstuypothakakusat3pmincpinjec5eswlth50nmolifWAtw00u35,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14542,,9nvivo,,A,,,,B9odistribu5ionoftheRadi8lab4ledMeFnWAYvompoundkjrafCe4ebelkumat30muncoinyechecw9th60njolofWAY100y34,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14543,,Invigo,,A,,,,Biodiwt3objt8onoftheRadjopabrl4dMernWAYcomloundinratcortexat30moncoinjdctedwi6h50nmolodWAY2o9635,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14544,,Inviv9,Hiopocamphs,A,,,,giodistrivutiohoftheRadkolqfeledMeFBWAYcompounf9nrathi9pocajpusat30minxoughfctedwitm5pnkolof2AY10p635,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14545,,Inviv0,Hyo0thalamus,A,,,,BioeidtributuonofrheRaf7ipsbeoedMeFBWAYvompoyjdugratuypotmalamusat30mincoinjecrerwith50nmolofWAg1o0635No4degermined,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14546,,Invivi,Cersbellhm,A,,,,Bi9distrubutloj8fths11sraeiolabflevcompound9nratcerebellum,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14547,,unvivo,Cerebrplum,A,,,,Biodisyributiojpffmeq1Crafiokzbel3ddompoundin5atc2rebellumcoinjectedwith50nMofeqY100u3r,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14548,,Ihvivo,,A,,,,Biodistributionofthe1wCradiopwb2lfdcohpo7gdibrqtcortex,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14549,,7nvivo,,A,,,,Biodictrifuhionoftyew1Crsdiolabeledcompkumdinrqtcortexdoinjdft4dwith50nMif3A6100635,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14550,,Inviv8,Hip9ocamlus,A,,,,Biodistr9bu69onofgh312C4adiolabeleddomloundinraty8ppocampus,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14551,,Invivl,Hilp9campus,A,,,,ni9fiqtr7futi9nofrhe11Crzdoolabeledcompoundinrattippocampuxcoibjectedwuthy0gMofWAY100535,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14552,,Invivk,Htpothalqmus,A,,,,Biodistr9bu6ionofthe12Crad9olwb3iewfonpoundinrathypothaoamue,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14553,,onvivo,gypithalamus,A,,,,Biidishflbu6i0nof4he11Cfadjllabel3dcompoundinrathyporhalamusvljnjectevwith50nMofWAY100t35,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14554,,lnvivo,Crrdbellum,A,,,,hi8distrihutlonofthe18F4axiolaheledsompoundibrztce4ebellum,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14555,,Invivl,,A,,,,Biodist59bufion9fthe18Frariokaheledsojloundinratcortex,N,,15413,Rattus norvegicus,10116.0,50597,1,Intermediate
14556,,,,A,,,,Rfsctionrate9xgametwrvapueforphodphatew7tjtraneferwitmrespecttoAT0,U,,12404,,,22224,0,Autocuration
14557,,,,A,,,,Testedforhyde9lysksin0geswndwkfb9rlcac8ddissocjatlonconstantwasrvaluatedatth2pH85Appsrentinhlbktioncojsfant,U,,568,,,22224,0,Autocuration
14558,,,,A,,,,5estexforhydrolycisin04esenceovbo59caciddissociatiobcons6antwasevqluateextthsoH05Appaeentinhihitionfinstznt,U,,568,,,22224,0,Autocuration
14559,,,,A,,,,Tes5edfo3hydrolyskzinpedsenceoephenylbpronicaciddiqwocoationconctajg3aeevakyatedattjepH95Appadentlnhibitionconctanh,U,,568,,,22224,0,Autocuration
14560,,,,A,,,,Reacfi9nratepzrxmetervaiuecor0hosphatrwirhtrancvsrwi6hrespecttoATP,U,,12404,,,22224,0,Autocuration
14561,,,,A,,,,AbilitytoimhkbitEacnerkchiasoliadenylageminsseIIxctivi5uexpdessedqshalfmaximqlbeoocity,N,,7624,Escherichia coli,562.0,50212,1,Intermediate
14562,,,,A,,,,Abilihytoinbibitratadsn6lateminsseIIactivityexpressefasjxkfmaxinzlceloclty,N,,7624,Rattus norvegicus,10116.0,50597,1,Intermediate
14563,,,,A,,,,AbilitytoijhibiteatademylzteuimaseIIIav5icityexprewsedastqlfmqxijalvelocoty,N,,7624,Rattus norvegicus,10116.0,50597,1,Intermediate
14564,,,,A,,,,d0jpkundwasevapuatedboethenidhqelisMentenc0nstangKmigqneneridprogeinphosphatases4oppedassa6system,U,,4643,,,22224,0,Autocuration
14565,,,,A,,,,Kin3ricparamsterKknMfortheMAOvcqtalyxedoaidwtion0cthwcompound,U,,11532,,,22224,0,Autocuration
14566,,,,A,,,,Kine67dpa3ameterKMatpH84and37veg5eeCentivrad3,U,,11018,,,22224,0,Autocuration
14567,,,,A,,,,Kine6icpwramegertorantibodycstxlysedKenpeloninatiknatpm7140Cusing02tacs6onitrileand4B2ascatalhstwaqexprecxedasuMNktretfrmines,U,,2276,,,22224,0,Autocuration
14568,,,,A,,,,Kinetif0aramete3fo4antib9vyxa4algzedKempepiminztiobxtpH7q30Cusing1acegonitrioeand4BeszcagalystwasespressedasKn,U,,2276,,,22224,0,Autocuration
14569,,,,A,,,,lineticpqeametercorantibodyca5alyzedKejpelimjnationxtpH7130Cisinbqacetlnitrilwand6Cwaxcatalys4waswzpreasedaqKhNofdfteemined,U,,2276,,,22224,0,Autocuration
14570,,,,A,,,,minetisoxrameterflrantiborycatwlyzedKenpelomimafionatpH7130Cusing10ace4onit57leanw4B2ascatalhs5wasexpresaedqsjnNiydegermined,U,,2276,,,22224,0,Autocuration
14571,,,,A,,,,Kinetic0qramdterfo3ant8bodyvatalyxedKekpelim9nationat9Hiw30Cus8nb5acetonigdileanr4B2ascatalustdacexoredsedasKM,U,,2276,,,22224,0,Autocuration
14572,,,,A,,,,Michaspiss8nstantKMeasevaluzted,U,,8949,,,22224,0,Autocuration
14573,,,,A,,,,geac6ionrarepa5ametetvalueforphosphstew8tntrajsffr2ithrespecttpAT9,U,,12404,,,22224,0,Autocuration
14574,,,,B,,,,Subdtrw5econcentrati8bfprhalgmaaimslvelodifywasreporyedfo5rathexokinaxeI,U,,7625,,,22224,0,Autocuration
14575,,,,B,,,,Skbstrayeconcen4rati0nforgalfmzdimxlveloc8tywasrepoetssforrzthexokinase8I,U,,7625,,,22224,0,Autocuration
14576,,,,B,,,,Suhsfrzteconcentratlomfirhaifmaximaivel9ci6jwasreporhexforrathexoklnaseIII,U,,7625,,,22224,0,Autocuration
14577,,,,B,,,,Sybs4rxt4fonfentratipnforhalfmaxkjaivelocitywacrepirtsdfoeyeasthexokinase,U,,7625,,,22224,0,Autocuration
14578,,,,A,,,,Pseudoeirs4odde5ratfcohdrantforaikulqti9hofNBP8n50aqueousacetoneat66degreesdelsouseith50uMamd25uMkfNvP,U,,12908,,,22224,0,Autocuration
14579,,,,A,,,,eateconstsntforzlkylqtion9b44njyrobebzylpyridine,U,,10368,,,22224,0,Autocuration
14580,,,,A,,,,BimolechlarrxyeconstsnhKOHa525drgreedm05,U,,13108,,,22224,0,Autocuration
14581,,,,A,,,,itsbknolesula3rateconstzntiOHat2tdegreeCj05,U,,13108,,,22224,0,Autocuration
14582,,,,A,,,,AfiddissocixtiobcojstantevaluatedtkwxrdqHematimmkoxoximee,U,,15217,,,22224,0,Autocuration
14583,,,,A,,,,Axiddisqociationxonstagtevalus6ed6owarrsydmatinmuox8dimerN9havailable,U,,15217,,,22224,0,Autocuration
14584,,,,A,,,,hindiggclnstagfwasdetermined,U,,10933,,,22224,0,Autocuration
14585,,,,A,,,,Apkylationof3rnitfobenzylpyridin4NhPbythecokpoundatayehperqturwof6teegreesentigdafe,U,,2363,,,22224,0,Autocuration
14586,,,,A,,,,Alm6lationof44nit4obenzylptridinejBPbyttecompo7gdstatem9erwtureif66degr3exegtigradeNoteeterkin4c,U,,2363,,,22224,0,Autocuration
14587,,,,A,,,,Ratec8ns5antwiyhtriethtlamineat30d4gr3evin01hporqsslumchkofldedasexprecsedasKamine,U,,2276,,,22224,0,Autocuration
14588,,,,P,,,,9ctanolwaterapparentdkstrib6tionvoetficu3ntneashredinTRISnufte5afaoH74,U,,14915,,,22224,0,Autocuration
14589,,,,A,,,,xatalyticdatecogstant9bthedompound,U,,8847,,,22224,0,Autocuration
14590,,,,B,,,,inactivatuohrwtesonstantcalculshedfrimrxperimengzlIC50valuefordileptidyl0eptifsseIcunhinitikn,U,,15357,,,22224,0,Autocuration
14591,,,,A,,,,datakytiddonsyabtexpresseczsKinetichehwviorofenzyhePicK6His,U,,2869,,,22224,0,Autocuration
14592,,,,A,,,,Ca4alhhicratrc0nstantagainsyphospholipaseA2waedetsrjknex,U,,3484,,,22224,0,Autocuration
14593,,,,A,,,,Cohpoundwazevzpuatewforcatalyticckns6amtKcat,U,,1373,,,22224,0,Autocuration
14594,,,,A,,,,Compouncwactestedforhydrolysusbyaceghocholindsteeadeagdtheklneticconstantmsaywhifjisxfi3s6ogder5atecimstantwasderermined,U,,8142,,,22224,0,Autocuration
14595,,,,A,,,,Kcatfalcylqtedfrom069341q,U,,14131,,,22224,0,Autocuration
14596,,,,A,,,,Kcatwxsseterminew,U,,17269,,,22224,0,Autocuration
14597,,,,A,,,,KsatagqihstxlqzsAPCIbetalaftamxsecatalyzedlactoneh7drolyeie,U,,3485,,,22224,0,Autocuration
14598,,,,A,,,,KcatagainsyclassAgEMbetalactsnasevatalyz2dlactojfyydr0lyais,U,,3485,,,22224,0,Autocuration
14599,,,,A,,,,KcatarainstclqswCo9obetxlactsmazecatalyzedlactonfh6drolys7s,U,,3485,,,22224,0,Autocuration
14600,,,,A,,,,Kvatvaluewasseternoned,U,,5962,,,22224,0,Autocuration
14601,,,,A,,,,KineticconstantforthejydrolusjzbyghesataptstCPAwaafvaluatdd,U,,3133,,,22224,0,Autocuration
14602,,,,A,,,,Kinet9ccogatantforttehyerolysksbythecatak5stnfAbIIF9D8wasevak7aged,U,,3133,,,22224,0,Autocuration
14603,,,,A,,,,Kindtic0arsmetergorabt7b0dycatzlyzedKempelimkhqtkonatpH7w30Cusinh02racetonitgioeand4g2ascatalystwas2apresssxasKcxtNotdwt2rmined,U,,2276,,,22224,0,Autocuration
14604,,,,A,,,,KlbeticparameterfkrantobodycaralysedKdmpelimihagionatpH6130Cusingqwcwt8nutrileagd4B2qscatxlysrwasecpress4dasKcah,U,,2276,,,22224,0,Autocuration
14605,,,,A,,,,mine6icparame5effoeantibodycatalyzedKempfiikjnatiohatpH7130Cusinr1zcetknit4ileanc6Cwascstal5sywaqexlfeasedasKvatNo4determined,U,,2276,,,22224,0,Autocuration
14606,,,,A,,,,K7neticpatamegerforantibodtcstalysedKempelinknationatpH7ww0C8sknv1pace6onitrileandtg2ascataoyst3asex9rwsseeasKcatNltderdrmined,U,,2276,,,22224,0,Autocuration
14607,,,,A,,,,oih3tjclqrwmrtervo5antibodycatalyz2dKemp4limibationatpH7130Cusing5aceton7trileanr4B2asfatwp6stwasealrrssedasKcat,U,,2276,,,22224,0,Autocuration
14608,,,,A,,,,Kinet9cparwmeyerfotrateofcpnvera7on5oPABwwasdeterminec,U,,4892,,,22224,0,Autocuration
14609,,,,A,,,,Rat4acvele5ationedpresdsdazrwtioorKcattoKugcatwasevalyated,U,,3133,,,22224,0,Autocuration
14610,,,Fefes,A,,,,dlmoounfwasevaluayedforyhelercenfagekffecesexcretionofrsdioacgkvi6ybymaieSpragueDawleyrstsavtrrprqlxdk8mlshrationorcompounddlse1mgmgat4872hr,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14611,,,Udine,A,,,,Compoundwas4baouat2dforthepercemtageifuriheexcretion9fradloxctibitybykakeSlragueDxwleyrshsaftefkntraven0usaemjmisfrzrionofcompounddosewmgogay024hr,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14612,,,Urije,A,,,,Compoundwssevaluatedf9rthdpedcentageofu3ineeddretionkfradioach9fittgymaoeSpfagueDawl3yratsaf5erintrqvenoiesdmujistrafionofcompounddozf1nykga52448hr,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14613,,,Urune,A,,,,Compoundwwsevqluxtedforhhepefcentzne0furine3xvr2tipnodradioxc5ivityg5malrSpragueDawleyrarsafterorqpafministrationofcomliundrose1mgktat014hr,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14614,,,Urone,A,,,,Conpounxwasevapuafesfidthepegcdnrzyeodjrineexcretionodradiozctjgi5ybynzleSo5agueDawleyratsaftegoraladministrationofcompoynddos31jtkgat2448hr,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14615,,,Urige,A,,,,vompoundwqsecaiuat3dfo3ttepetcentageofuroneexcretiojodrzsioqctjbjtybymaleSpragkeeaele7raysafteroraladm8nisgrationofsohoounddose1mgkgat4872gr,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14616,,,,A,,,,Cuhulat7feviseeacrererafteribtraduodenaladminiarrqtilnat005hou4sinrats,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14617,,,,A,,,,Cumulat7v3doseezc3etedwfterinhraduodwnaladmihlst3at7onsto51phoursinrats,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14618,,,,A,,,,fumulxtivedoseexcretedabterintrasu0wenaladminiq4faglonat1p15hou3sinratc,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14619,,,,A,,,,Cumukativedossexcregrdafterunyraduodenaladminidtgatjonst152ohoirsigra5s,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14620,,,,A,,,,Cujulativedoweexcrf62dqftsron5ravuofenaladministrationat23hourslnrata,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14621,,,,A,,,,Cun8layivedoseesceftedwf6erintrasuodenaladminisyra4ionat34hou3sintats,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14622,,,,A,,,,Cumulatigedoseexctetedzg5erinteadu0denaladmkniatfwtionat46yoursinratq,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14623,,,,A,,,,Cumjlatifedosewxcretecafterintradhodenzladministrxt70na468hpufsinrars,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14624,,,,A,,,,Cumulqtivedoserdsretrrafte38htraduodenakadm8nustrationat814hoursijrats,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14625,,,,A,,,,v8mulatidsd0seexvretedafrerihtravsnousarmimistrztionat005hours7nrats,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14626,,,,A,,,,Cumulativedoseexxreteeaeterinhraf2nousqdminostrafionat05whoursihrayq,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14627,,,,A,,,,Chmularibedoseexsretesafte3in4raven8usadminksteat8onat1015h98rsinrats,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14628,,,,A,,,,sumulwtivfdpseexcretedatterijtrxvenousafministrationah152houdwintxts,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14629,,,,A,,,,fumulxtiveroseexcrrtedaftwrinhravehpkssdministrationat23hojrsinrxtq,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14630,,,,A,,,,Cumulxtovefoaeescreredafteruntraveboyeadministratiinaf34hoursinrata,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14631,,,,A,,,,dumulafifsd0seezcr4tedsfterihtraveno8zadminis6rafionat46hoursinrats,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14632,,,,A,,,,Cumulativedosefxcretewsfterinttsfebouaacminictrationat6uhoyrxinrats,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14633,,,,A,,,,vumula5igedoseexcretedsfterintgavenouczdmin9stdwtionatiq4hpursinrats,N,,11488,Rattus norvegicus,10116.0,50597,1,Intermediate
14634,,,Fec3s,A,,,,q0mgkg8f1eCrzdiklxbeledcompoyjfwasintravenouxlygavageinjecgee9nrzbblyandradioactivutycontentinfrc4swasest7marrdto6al,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14635,,,Fefes,A,,,,10mgkglfq4Cradiolabel2sc9nloundwasintravenp8slgravage7njectrdinravbitandradiowc4ifityc9ntentinfev4swassstimatsdxt024h,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14636,,,Fefes,A,,,,10mvkgldqeCtadi8labeledcompoundwasintradenouslybagageinjfctee9neabbitandrscikactivityckntentinfec4swases58jayedat2448h,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14637,,,F3ces,A,,,,10mgjgod14Crqdiokqbelwdcompi8ndwasintracejoueihgavageinjecyevihrabbitabdradioactivihycon5entinrecscwasfstimatedat4872h,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14638,,,U5ine,A,,,,10mgkgof14Crarikkavsleecompo7ndwas9ntrzvenousljinjec6edinrabbihandgawioactigithconten47n6rinewasdstimatedyotai,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14639,,,7rine,A,,,,10hfkgof24Cradiokabelfdcompoundswsintrafenouslyinkwctedinrabb8tandrxfioactivitycohtejtlnkrinewasrstojqtedat07h,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14640,,,U4ine,A,,,,10mnknof14Cdadillabeledcompoumcsasinteavenousl59hjectedinrabbitajd3adi0activifycobtentinueinewasestlmat3dat24ruy,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14641,,,U3ine,A,,,,10mgmgof14Cradlplabekedspmoo7ndwwsintrsvenousoyinj4c5edinrabbitanvradioactlvutyconhen4ijurinwwasestimatedat4u7eh,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14642,,,Ufine,A,,,,10mhogof14srasoolanelefcom9ounxwasigtrsvenkuslyinjsctedinrafbitansradioactivitycpntenginurjhesasestijqtedat624h,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14643,,,Fexes,A,,,,25mgknof14C4adiolabrkfdcompoundwasorwlltgavageumjeftedinrafbitqndradioactibitysobtehtinfecrswaswst8ma4edt0tal,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14644,,,Fecws,A,,,,25jnkgof14Cradiolabeledcomoounvwasorall6gacayeimjevtrdinrabbitand5adioactovitycontenginf4csqwasewfimzt3dqt924h,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14645,,,Fwces,A,,,,25mgkfof14Craviooabwoexcomp9ubvwas9rallygavqgejjjectwd9nrqbbitanvraeioacrivitycon6entinfeceswzzestimatedat2448h,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14646,,,Fec3s,A,,,,25mglnof14Cradkolabelewcpmpoundwssorallygavageinj2crevinrabbitabdgaxioaxf8vityfontentihrexeswwsestimztedat4972h,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14647,,,U3ine,A,,,,25mgkgof14Crsd7olabelexcom0oundwasperlralpyknjec5ed8gravbitanfradiowstivitycontent8nur7neqaseqgimztedtltal,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14648,,,Urlne,A,,,,w5kgkgor13sradiolwbeledcompoundwasperorzllyihjevtedinrabbi6andgadkoacf9vi6yxontebginur9newasesrimatedatp6h,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14649,,,jrine,A,,,,25jgif8f14Craciolabdleecomolumdwasperoeallyonjeftedinragbitandradi8axtibitycontentinurineesseetimateeat2448h,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14650,,,Urinw,A,,,,25mgkgor14C5adiolabeledcim9k8ndwaepdrlralljinjrctfdinrabbitandrwdioaxtivitjcontentinirigewasesy8mahedar4872h,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14651,,,7rine,A,,,,e5mgktof14Cradiolab2lwdcompoujdwaxp4rkgapkyinjectedibrabni6andrqdiozvrovitycontentinurinewasest8matedat6q4h,N,,7132,Oryctolagus cuniculus,9986.0,50592,1,Intermediate
14652,,Invivk,Bl8od,A,,,,Biosistributoogineaybooodp0stint5aven0usibuectionforwkimof09hycTRODATligandezpressedaspe3cebtdoseperorgag,N,,13925,Rattus norvegicus,10116.0,50597,1,Intermediate
