assay_id,assay_test_type,doc_id,curated_by,assay_tax_id,assay_strain,src_id,description,cell_id,src_assay_id,chembl_id,assay_subcellular_fraction,tid,assay_organism,assay_cell_type,variant_id,assay_type,assay_category,assay_tissue
6291,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 2 hours,42.0,,CHEMBL624631,,50594,Mus musculus,CCRF S-180,,A,,Kidney
6292,,6599,Intermediate,10090.0,,1,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 30 minutes,42.0,,CHEMBL624632,,50594,Mus musculus,CCRF S-180,,A,,Kidney
6293,,17130,Intermediate,9606.0,,1,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml) on,646.0,,CHEMBL624633,,80682,Homo sapiens,A549,,F,,
6294,,17130,Intermediate,9606.0,,1,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml)on,646.0,,CHEMBL624634,,80682,Homo sapiens,A549,,F,,
6295,,17130,Intermediate,9606.0,,1,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml),646.0,,CHEMBL624635,,80682,Homo sapiens,A549,,F,,
6296,,17130,Intermediate,9606.0,,1,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml)),646.0,,CHEMBL624636,,80682,Homo sapiens,A549,,F,,
6297,,3263,Expert,9606.0,,1,Antineoplastic activity against A-549 (human lung carcinoma) cell line.,646.0,,CHEMBL857055,,80682,Homo sapiens,A549,,F,,
6298,,6663,Expert,9606.0,,1,In vitro rate of inhibition of A-549 tumor cell growth at 10E-4 mol/L,646.0,,CHEMBL624637,,80682,Homo sapiens,A549,,F,,
6299,,6663,Expert,9606.0,,1,In vitro rate of inhibition of A-549 tumor cell growth at 10E-5 mol/L,646.0,,CHEMBL624638,,80682,Homo sapiens,A549,,F,,
6300,,6663,Expert,9606.0,,1,In vitro rate of inhibition of A-549 tumor cell growth at 10E-6 mol/L,646.0,,CHEMBL874366,,80682,Homo sapiens,A549,,F,,
6301,,6663,Expert,9606.0,,1,In vitro rate of inhibition of A-549 tumor cell growth at 10E-7 mol/L,646.0,,CHEMBL624639,,80682,Homo sapiens,A549,,F,,
6302,,6663,Expert,9606.0,,1,In vitro rate of inhibition of A-549 tumor cell growth at 10E-8 mol/L,646.0,,CHEMBL624640,,80682,Homo sapiens,A549,,F,,
6303,,6663,Intermediate,9606.0,,1,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.0625 uM,646.0,,CHEMBL624641,,80682,Homo sapiens,A549,,F,,
6304,,6663,Intermediate,9606.0,,1,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.125 uM,646.0,,CHEMBL624642,,80682,Homo sapiens,A549,,F,,
6305,,6663,Intermediate,9606.0,,1,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.25 uM,646.0,,CHEMBL624643,,80682,Homo sapiens,A549,,F,,
6306,,6663,Intermediate,9606.0,,1,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.5 uM,646.0,,CHEMBL624644,,80682,Homo sapiens,A549,,F,,
6307,,6663,Intermediate,9606.0,,1,Rate of inhibition of A-549 tumor cell growth at a concentration of 1 uM,646.0,,CHEMBL624645,,80682,Homo sapiens,A549,,F,,
6308,,3983,Intermediate,9606.0,,1,The compound was evaluated for its cytotoxic potency against A-549 cell line,646.0,,CHEMBL619445,,80682,Homo sapiens,A549,,F,,
6309,,11141,Expert,9606.0,,1,Cytotoxic concentration required to inhibit 50% cell growth in A-549 lung carcinoma cell lines,646.0,,CHEMBL839886,,80682,Homo sapiens,A549,,F,,
6310,,5076,Intermediate,9606.0,,1,Cytotoxic activity of compound against A-549 tumor cell line.,646.0,,CHEMBL619446,,80682,Homo sapiens,A549,,F,,
6311,,3311,Intermediate,9606.0,,1,In vitro cytotoxicity against Lung A-549 human tumors following a 6 day exposure.,646.0,,CHEMBL619447,,80682,Homo sapiens,A549,,F,,
6312,,3311,Intermediate,9606.0,,1,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure.,646.0,,CHEMBL619448,,80682,Homo sapiens,A549,,F,,
6313,,3311,Intermediate,9606.0,,1,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure; ND is no data,646.0,,CHEMBL619449,,80682,Homo sapiens,A549,,F,,
6314,,5076,Intermediate,9606.0,,1,Cytotoxic activity of compound against A-549 tumor cell line at conc. of 20 ug/mL,646.0,,CHEMBL619450,,80682,Homo sapiens,A549,,F,,
6315,,4150,Intermediate,9606.0,,1,Compound was tested for cytotoxic activity against A-549 human lung carcinoma (ATCC:CCL-185),646.0,,CHEMBL619451,,80682,Homo sapiens,A549,,F,,
6316,,2150,Expert,9606.0,,1,In vitro inhibitory concentration against cell culture of A-549 human lung carcinoma,646.0,,CHEMBL619452,,80682,Homo sapiens,A549,,F,,
6317,,4644,Intermediate,9606.0,,1,Concentration for in vitro cytotoxicity against A-549 human lung tumor cells,646.0,,CHEMBL619453,,80682,Homo sapiens,A549,,F,,
6318,,263,Intermediate,9606.0,,1,Dose required for in vitro cytotoxic activity against A-549 lung carcinoma cells at concentration of 10 ug/ml; NA is no cytotoxicity,646.0,,CHEMBL874367,,80682,Homo sapiens,A549,,F,,
6319,,11333,Intermediate,9606.0,,1,Cytotoxic concentration against A-549 tumor cells.,646.0,,CHEMBL619454,,80682,Homo sapiens,A549,,F,,
6320,,11333,Intermediate,9606.0,,1,Cytotoxic concentration against A-549 tumor cells; Inactive at 10 ug/mL.,646.0,,CHEMBL619455,,80682,Homo sapiens,A549,,F,,
6321,,15895,Intermediate,9606.0,,1,"Cytotoxicity against NCI tumor panel, A-549/ATCC non small-cell lung cancer cell line",646.0,,CHEMBL619456,,80682,Homo sapiens,A549,,F,,
6322,,16677,Expert,470.0,,1,Minimum inhibitory concentration (lowest peptide concentration) required to prevent visible bacterial growth after 18 hr of incubation at 37 C in Mueller-Hinton broth against Acinetobacter baumannii 118A,,,CHEMBL619457,,50191,Acinetobacter baumannii,,,F,,
6323,,10624,Intermediate,471.0,,1,Activity against Acinetobacter calcoaceticus (AC54),,,CHEMBL619458,,50192,Acinetobacter calcoaceticus,,,F,,
6324,,16717,Expert,5059.0,,1,In vitro antifungal activity against Aspergillus flavus CM74,,,CHEMBL619459,,50274,Aspergillus flavus,,,F,,
6325,,16717,Expert,5059.0,,1,In vitro antifungal activity against Aspergillus flavus CM74,,,CHEMBL619460,,50274,Aspergillus flavus,,,F,,
6326,,5513,Intermediate,746128.0,,1,Inhibitory activity tested against Aspergillus fumigatus at 256 ug/mL concentration,,,CHEMBL619461,,50416,Aspergillus fumigatus,,,F,,
6327,,15962,Intermediate,746128.0,,1,In vitro minimum fungicidal concentration required to inhibit Aspergillus fumigatus(MFC),,,CHEMBL619462,,50416,Aspergillus fumigatus,,,F,,
6328,,15962,Intermediate,746128.0,,1,Antimicrobial activity against Aspergillus fumigatus (MIC),,,CHEMBL620388,,50416,Aspergillus fumigatus,,,F,,
6329,,15962,Intermediate,746128.0,,1,Antimicrobial activity against Aspergillus fumigatus (MIC),,,CHEMBL620389,,50416,Aspergillus fumigatus,,,F,,
6330,,15962,Intermediate,746128.0,,1,In vitro antimicrobial activity against Aspergillus fumigatus (MIC),,,CHEMBL620390,,50416,Aspergillus fumigatus,,,F,,
6331,,16717,Expert,746128.0,,1,In vitro antifungal activity against Aspergillus fumigatus 48238E,,,CHEMBL620391,,50416,Aspergillus fumigatus,,,F,,
6332,,16717,Expert,746128.0,,1,In vitro antifungal activity against Aspergillus fumigatus 48238E,,,CHEMBL621073,,50416,Aspergillus fumigatus,,,F,,
6333,,8117,Intermediate,1655.0,,1,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces naeslundii 631,,,CHEMBL621074,,50296,Actinomyces naeslundii,,,F,,
6334,,8117,Intermediate,1656.0,,1,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces viscosus M-100,,,CHEMBL621075,,50366,Actinomyces viscosus,,,F,,
6335,,15472,Intermediate,6277.0,,1,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),,,CHEMBL619554,,50535,Acanthocheilonema viteae,,,F,,
6336,,15472,Intermediate,6277.0,,1,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),,,CHEMBL619555,,50535,Acanthocheilonema viteae,,,F,,
6337,,16443,Intermediate,714.0,,1,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527,,,CHEMBL619556,,50169,Aggregatibacter actinomycetemcomitans,,,F,,
6338,,16443,Intermediate,714.0,,1,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2,,,CHEMBL619557,,50169,Aggregatibacter actinomycetemcomitans,,,F,,
6339,,16443,Intermediate,714.0,,1,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2; ND is Not Determined,,,CHEMBL619558,,50169,Aggregatibacter actinomycetemcomitans,,,F,,
6340,,17206,Intermediate,9606.0,,1,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,646.0,,CHEMBL619559,,80682,Homo sapiens,A549,,F,,
6341,,17206,Intermediate,9606.0,,1,Percent ADP-ribose polymer formation at 25 uM compound concentration in A549 cells,646.0,,CHEMBL619560,,80682,Homo sapiens,A549,,F,,
6342,,16381,Intermediate,9606.0,,1,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,646.0,,CHEMBL619561,,80682,Homo sapiens,A549,,F,,
6343,,16381,Intermediate,9606.0,,1,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,646.0,,CHEMBL619562,,80682,Homo sapiens,A549,,F,,
6344,,16381,Intermediate,9606.0,,1,% inhibition against A549 cells (lung cancer) at 4 ug/mL,646.0,,CHEMBL619563,,80682,Homo sapiens,A549,,F,,
6345,,16381,Intermediate,9606.0,,1,GI values against A549 cells (lung cancer),646.0,,CHEMBL857457,,80682,Homo sapiens,A549,,F,,
6346,,17206,Intermediate,9606.0,,1,Effect on NAD+ depletion (% remaining versus vehicle control) 25 uM compound concentration in A549 cells,646.0,,CHEMBL619564,,80682,Homo sapiens,A549,,F,,
6347,,16325,Intermediate,9606.0,,1,Inhibitory activity against A549 human adenocarcinoma,646.0,,CHEMBL619565,,80682,Homo sapiens,A549,,F,,
6348,,10708,Intermediate,9606.0,,1,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 200 mg/kg,646.0,,CHEMBL619566,,80682,Homo sapiens,A549,,F,,
6349,,10708,Intermediate,9606.0,,1,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 100 mg/kg,646.0,,CHEMBL619567,,80682,Homo sapiens,A549,,F,,
6350,,17376,Intermediate,9606.0,,1,Inhibitory activity against A549 lung adenocarcinoma cell line,646.0,,CHEMBL619568,,80682,Homo sapiens,A549,,F,,
6351,,17376,Intermediate,9606.0,,1,Inhibitory activity against A549 lung adenocarcinoma cell line; not determined,646.0,,CHEMBL619569,,80682,Homo sapiens,A549,,F,,
6352,,17488,Intermediate,9606.0,,1,Cytotoxicity against human A549 lung cells,646.0,,CHEMBL619570,,80682,Homo sapiens,A549,,F,,
6353,,17404,Intermediate,9606.0,,1,In vivo percent inhibitory activity of intraperitoneally administered compound (50 mg/kg/day) against mice infected with A549 tumor,646.0,,CHEMBL619571,,80682,Homo sapiens,A549,,F,,
6354,,10958,Expert,9606.0,,1,Growth inhibition of A549 (human lung carcinoma) cell line.,646.0,,CHEMBL619572,,80682,Homo sapiens,A549,,F,,
6355,,17099,Expert,9606.0,,1,Effective dose required for inhibitory activity against A549 human tumor cell line.,646.0,,CHEMBL619573,,80682,Homo sapiens,A549,,F,,
6356,,17099,Intermediate,9606.0,,1,Effective dose required for inhibitory activity against A549 human tumor cell line; Not active,646.0,,CHEMBL619574,,80682,Homo sapiens,A549,,F,,
6357,,4096,Intermediate,9606.0,,1,Cytotoxicity was evaluated against A549 tumor cell lines; Inactive,646.0,,CHEMBL619575,,80682,Homo sapiens,A549,,F,,
6358,,4096,Expert,9606.0,,1,Cytotoxicity evaluated against A549 tumor cell lines; significant activity,646.0,,CHEMBL619576,,80682,Homo sapiens,A549,,F,,
6359,,4096,Intermediate,9606.0,,1,Cytotoxicity was evaluated against A549 tumor cell lines; Slightly active,646.0,,CHEMBL619577,,80682,Homo sapiens,A549,,F,,
6360,,2525,Intermediate,9606.0,,1,In vitro inhibitory activity against A549 tumor cell culture,646.0,,CHEMBL619578,,80682,Homo sapiens,A549,,F,,
6361,,2525,Intermediate,9606.0,,1,In vitro inhibitory activity against A549 tumor cell culture; IA= Inactive,646.0,,CHEMBL884009,,80682,Homo sapiens,A549,,F,,
6362,,5302,Intermediate,9606.0,,1,Activity against human lung cancer with mutated beta-tubulin (A549-T2415),646.0,,CHEMBL619579,,80682,Homo sapiens,A549,,F,,
6363,,16325,Intermediate,9606.0,,1,Growth inhibitory activity was determined against A549/ATCC cancer cell line of non-small cell lung cancer,646.0,,CHEMBL619580,,80682,Homo sapiens,A549,,F,,
6364,,16939,Intermediate,9606.0,,1,Inhibition of growth of A549/ATCC nonsmall cell lung cancer cell line,646.0,,CHEMBL619581,,80682,Homo sapiens,A549,,F,,
6365,,17229,Intermediate,9606.0,,1,In vitro antitumor activity against NSCL A549/ATCC tumor cell lines,646.0,,CHEMBL619582,,80682,Homo sapiens,A549,,F,,
6366,,17380,Intermediate,9606.0,,1,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells,646.0,,CHEMBL619583,,80682,Homo sapiens,A549,,F,,
6367,,17380,Intermediate,9606.0,,1,Cytotoxicity evaluation against A549/ATCC non-small-cell lung cancer cells; No data,646.0,,CHEMBL876502,,80682,Homo sapiens,A549,,F,,
6368,,1903,Intermediate,9606.0,,1,In vitro cytotoxicity against human Non-small cell lung cancer A549/ATCC cell line.,646.0,,CHEMBL619584,,80682,Homo sapiens,A549,,F,,
6369,,3838,Intermediate,9606.0,,1,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,646.0,,CHEMBL619585,,80682,Homo sapiens,A549,,F,,
6370,,14696,Intermediate,9606.0,,1,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,646.0,,CHEMBL619586,,80682,Homo sapiens,A549,,F,,
6371,,3838,Intermediate,9606.0,,1,In vitro growth inhibition of compound was determined against A549/ATCC cell lines of non-small cell lung cancer,646.0,,CHEMBL619587,,80682,Homo sapiens,A549,,F,,
6372,,1522,Intermediate,9606.0,,1,Tested for in vitro cytotoxicity against non-small cell lung cancer cell line A549/ATCC,646.0,,CHEMBL619588,,80682,Homo sapiens,A549,,F,,
6373,,12400,Intermediate,9606.0,,1,Tested in vitro for cytotoxicity in A549/ATCC cell lines,646.0,,CHEMBL619589,,80682,Homo sapiens,A549,,F,,
6374,,14696,Intermediate,9606.0,,1,inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line,646.0,,CHEMBL619590,,80682,Homo sapiens,A549,,F,,
6375,,14769,Intermediate,9606.0,,1,Compound was evaluated for in vitro activity against A549/ATCC lung cancer cell lines (Human tumor cells ),646.0,,CHEMBL619591,,80682,Homo sapiens,A549,,F,,
6376,,14696,Intermediate,9606.0,,1,Inhibition of the growth of non-small-cell lung cancer (A549/ATCC) cell line at 0.01 uM,646.0,,CHEMBL619592,,80682,Homo sapiens,A549,,F,,
6377,,1888,Intermediate,9606.0,,1,Compound was evaluated for cytotoxic activity against non-small lung cancer A549/ATCC cell lines.,646.0,,CHEMBL619593,,80682,Homo sapiens,A549,,F,,
6378,,12016,Intermediate,9606.0,,1,Tested for cytotoxic activity against non-small cell lung cancer A549/ATCC cell line,646.0,,CHEMBL620217,,80682,Homo sapiens,A549,,F,,
6379,,6058,Intermediate,9606.0,,1,Compound tested for growth inhibition of non-small cell lung cancer cell line A549/ATCC,646.0,,CHEMBL620218,,80682,Homo sapiens,A549,,F,,
6380,,17708,Intermediate,9606.0,,1,Compound was tested for 50% growth inhibition against human non-small cell lung cancer A549/ATCC cell line,646.0,,CHEMBL620219,,80682,Homo sapiens,A549,,F,,
6381,,12301,Intermediate,9606.0,,1,Antitumor activity against A549/ATCC cell line,646.0,,CHEMBL620220,,80682,Homo sapiens,A549,,F,,
6382,,11970,Intermediate,9606.0,,1,Tested for cytotoxicity against A549/ATCC cell lines in non-small-cell lung cancer,646.0,,CHEMBL625141,,80682,Homo sapiens,A549,,F,,
6383,,11818,Expert,9606.0,,1,In vitro cytotoxicity against A549/ATCC cell line.,646.0,,CHEMBL625142,,80682,Homo sapiens,A549,,F,,
6384,,12400,Intermediate,9606.0,,1,Tested in vitro for cytotoxicity in A549/ATCC cell line of Non-Small Cell Lung Cancer,646.0,,CHEMBL625143,,80682,Homo sapiens,A549,,F,,
6385,,3381,Intermediate,9606.0,,1,In vitro inhibition of Non-Small Cell Lung Cancer A549/ATCC cell lines,646.0,,CHEMBL625144,,80682,Homo sapiens,A549,,F,,
6386,,17376,Intermediate,9606.0,,1,Concentration of compound that cause 50% cytotoxicity of A549/ATCC non small cell lung cancer cell line,646.0,,CHEMBL622474,,80682,Homo sapiens,A549,,F,,
6387,,10708,Intermediate,9606.0,,1,Evaluated for the inhibitory concentration required to cause growth inhibition of A549Rem- cell line of lung using the MTT Cytotoxicity Assay,646.0,,CHEMBL884104,,80682,Homo sapiens,A549,,F,,
6388,,2964,Autocuration,9606.0,,1,Cytotoxicity was evaluated against A649 human mammary carcinoma cells,,,CHEMBL622475,,22226,Homo sapiens,,,F,,
6389,In vivo,5005,Intermediate,9615.0,,1,Compound was tested for oral bioavailability in dogs,,,CHEMBL622476,,22224,Canis lupus familiaris,,,A,,
6390,In vivo,6229,Intermediate,9615.0,,1,Compound was tested for orally bioavailable in dogs with a half life of 0.7 hr,,,CHEMBL875831,,50588,Canis lupus familiaris,,,A,,
6391,In vivo,6229,Intermediate,9615.0,,1,Compound was tested for orally bioavailable in dogs with a half life of 1.2h,,,CHEMBL622477,,50588,Canis lupus familiaris,,,A,,
6392,In vivo,5374,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL622478,,50588,Canis lupus familiaris,,,A,,
6393,In vivo,5374,Intermediate,9615.0,,1,Compound was tested for the oral bioavailability in dog; No availability,,,CHEMBL623172,,50588,Canis lupus familiaris,,,A,,
6394,In vivo,6265,Intermediate,9615.0,,1,Oral bioavailability in dog (dose 5 mg/kg),,,CHEMBL623173,,50588,Canis lupus familiaris,,,A,,
6395,In vivo,5654,Intermediate,9615.0,,1,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,,,CHEMBL623174,,50588,Canis lupus familiaris,,,A,,
6396,In vivo,5654,Intermediate,9615.0,,1,Oral bioavailability (F%) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg; ND=not determined,,,CHEMBL623175,,50588,Canis lupus familiaris,,,A,,
6397,In vivo,16456,Intermediate,9615.0,,1,Oral bioavailability in Beagle dogs after Per oral administration at dose of 50(mg/kg),,,CHEMBL623340,,50588,Canis lupus familiaris,,,A,,
6398,In vivo,5302,Intermediate,9615.0,,1,Oral bioavailability in dog (dose 5 mg/kg),,,CHEMBL623341,,50588,Canis lupus familiaris,,,A,,
6399,In vivo,3624,Intermediate,9615.0,,1,Oral bioavailability in dog (p.o. dosing of 0.05 M citric acid/0.05 M hydrochloric acid solution),,,CHEMBL623342,,50588,Canis lupus familiaris,,,A,,
6400,In vivo,16452,Intermediate,9615.0,,1,Oral bioavailability of active FTIs in dogs,,,CHEMBL623343,,50588,Canis lupus familiaris,,,A,,
6401,In vivo,5802,Intermediate,9615.0,,1,Oral bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),,,CHEMBL623344,,50588,Canis lupus familiaris,,,A,,
6402,In vivo,3598,Expert,9615.0,,1,Oral bioavailability of compound determined in dog after iv administration at a dose of 10 mg/kg,,,CHEMBL623345,,50588,Canis lupus familiaris,,,A,,
6403,In vivo,17839,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL875832,,50588,Canis lupus familiaris,,,A,,
6404,In vivo,6762,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL623346,,50588,Canis lupus familiaris,,,A,,
6405,In vivo,6821,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL623347,,50588,Canis lupus familiaris,,,A,,
6406,In vivo,6821,Intermediate,9615.0,,1,Oral bioavailability of compound was determined in dog; Not tested,,,CHEMBL623348,,50588,Canis lupus familiaris,,,A,,
6407,In vivo,5210,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL623349,,50588,Canis lupus familiaris,,,A,,
6408,In vivo,6227,Intermediate,9615.0,,1,Oral bioavailability (10 mg/kg) was determined in dog,,,CHEMBL623350,,50588,Canis lupus familiaris,,,A,,
6409,In vivo,761,Intermediate,9615.0,,1,Oral bioavailability,,,CHEMBL623351,,50588,Canis lupus familiaris,,,A,,
6410,In vivo,761,Intermediate,9615.0,,1,Oral bioavailability in dog (dosed as neat powder in hard gelatin capsule),,,CHEMBL623352,,50588,Canis lupus familiaris,,,A,,
6411,In vivo,761,Intermediate,9615.0,,1,Oral bioavailability administered in solution in rats,,,CHEMBL623353,,50588,Canis lupus familiaris,,,A,,
6412,In vivo,16907,Intermediate,9615.0,,1,Oral bioavailability after 30 mg/kg po dose in Dogs,,,CHEMBL875833,,50588,Canis lupus familiaris,,,A,,
6413,In vivo,5474,Intermediate,9615.0,,1,Oral bioavailability at a dose of 1 mg/kg in dogs,,,CHEMBL623354,,50588,Canis lupus familiaris,,,A,,
6414,In vivo,6535,Intermediate,9615.0,,1,Oral bioavailability in dog (dose 1 mg/kg p.o.),,,CHEMBL623355,,50588,Canis lupus familiaris,,,A,,
6415,In vivo,6535,Intermediate,9615.0,,1,Oral bioavailability in Dog; ND = not determined,,,CHEMBL623356,,50588,Canis lupus familiaris,,,A,,
6416,In vivo,3352,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL623357,,50588,Canis lupus familiaris,,,A,,
6417,In vivo,6168,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL623358,,50588,Canis lupus familiaris,,,A,,
6418,In vivo,5988,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL623359,,50588,Canis lupus familiaris,,,A,,
6419,In vivo,4942,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL623360,,50588,Canis lupus familiaris,,,A,,
6420,In vivo,4942,Intermediate,9615.0,,1,Oral bioavailability in dogs; No data,,,CHEMBL623361,,50588,Canis lupus familiaris,,,A,,
6421,In vivo,14541,Intermediate,9615.0,,1,Oral bioavailability measured in dogs,,,CHEMBL623362,,50588,Canis lupus familiaris,,,A,,
6422,In vivo,4449,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL623363,,50588,Canis lupus familiaris,,,A,,
6423,In vivo,6057,Intermediate,9615.0,,1,Oral bioavailability was calculated in dog,,,CHEMBL623364,,50588,Canis lupus familiaris,,,A,,
6424,In vivo,5600,Intermediate,9615.0,,1,Oral bioavailability after 0.3 mg/kg po administration in dog,,,CHEMBL875834,,50588,Canis lupus familiaris,,,A,,
6425,In vivo,5542,Intermediate,9615.0,,1,Oral bioavailability in dog (i.v. dosing),,,CHEMBL623365,,50588,Canis lupus familiaris,,,A,,
6426,In vivo,5542,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL623366,,50588,Canis lupus familiaris,,,A,,
6427,In vivo,5546,Intermediate,9615.0,,1,Oral bioavailability in Beagle dog at a dose of 2 mg/kg by po administration,,,CHEMBL623367,,50588,Canis lupus familiaris,,,A,,
6428,In vivo,4514,Intermediate,9615.0,,1,Oral bioavailability in Beagle dogs,,,CHEMBL623368,,50588,Canis lupus familiaris,,,A,,
6429,In vivo,3624,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL623369,,50588,Canis lupus familiaris,,,A,,
6430,In vivo,3854,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL623370,,50588,Canis lupus familiaris,,,A,,
6431,In vivo,5836,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL623371,,50588,Canis lupus familiaris,,,A,,
6432,In vivo,5940,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL623372,,50588,Canis lupus familiaris,,,A,,
6433,In vivo,6168,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL621351,,50588,Canis lupus familiaris,,,A,,
6434,In vivo,6227,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL621352,,50588,Canis lupus familiaris,,,A,,
6435,In vivo,6251,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL621353,,50588,Canis lupus familiaris,,,A,,
6436,In vivo,6448,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL621354,,50588,Canis lupus familiaris,,,A,,
6437,In vivo,6647,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL621355,,50588,Canis lupus familiaris,,,A,,
6438,In vivo,5940,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL621356,,50588,Canis lupus familiaris,,,A,,
6439,In vivo,933,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL621357,,50588,Canis lupus familiaris,,,A,,
6440,In vivo,5210,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL621358,,50588,Canis lupus familiaris,,,A,,
6441,In vivo,6642,Intermediate,9615.0,,1,Oral bioavailability in dog (dosed as a mixture of five compounds at 0.5 mg/kg each via i.v. only),,,CHEMBL621359,,50588,Canis lupus familiaris,,,A,,
6442,In vivo,6641,Intermediate,9615.0,,1,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),,,CHEMBL621360,,50588,Canis lupus familiaris,,,A,,
6443,In vivo,6642,Intermediate,9615.0,,1,Oral bioavailability in dog (dose 0.5 mg/kg i.v. and 2.0 mg/kg p.o.),,,CHEMBL621361,,50588,Canis lupus familiaris,,,A,,
6444,In vivo,5472,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL621362,,50588,Canis lupus familiaris,,,A,,
6445,In vivo,5985,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL621363,,50588,Canis lupus familiaris,,,A,,
6446,In vivo,15660,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL621364,,50588,Canis lupus familiaris,,,A,,
6447,In vivo,5530,Intermediate,9615.0,,1,Oral bioavailability in dog (dose 0.2 mg/kg i.v.),,,CHEMBL621166,,50588,Canis lupus familiaris,,,A,,
6448,In vivo,5530,Intermediate,9615.0,,1,Oral bioavailability in dog (dose 1 mg/kg i.v.),,,CHEMBL621167,,50588,Canis lupus familiaris,,,A,,
6449,In vivo,6305,Intermediate,9615.0,,1,Oral bioavailability (F) in dogs,,,CHEMBL621168,,50588,Canis lupus familiaris,,,A,,
6450,In vivo,5210,Intermediate,9615.0,,1,Oral bioavailability in dog,,,CHEMBL621169,,50588,Canis lupus familiaris,,,A,,
6451,In vivo,5238,Intermediate,9615.0,,1,Bioavailability in dog,,,CHEMBL875950,,50588,Canis lupus familiaris,,,A,,
6452,In vivo,5668,Intermediate,9615.0,,1,Oral bioavailability in dog (dose 10 mg/kg),,,CHEMBL621170,,50588,Canis lupus familiaris,,,A,,
