assay_id,src_id,assay_type,confidence_score,assay_cell_type,src_assay_id,assay_test_type,tid,description,tissue_id,assay_organism,assay_strain,cell_id,assay_category,assay_tax_id,relationship_type,doc_id,assay_tissue,assay_subcellular_fraction
10826,1,A,1,,,Invico,50588,Compoubdwastwstedvogkaximujconfejtration8nblooxafter25mgigqdhinist4atiogPoinBfagledogsnnLmaxim8mbloodcobc2nhrxtion,2069619.0,Canisl79usramiloaris,,,,23022.0,N,14600,Blood,
10827,1,A,1,,,Invibo,50597,Cpmpoynrwast4stedfo4maximum8bsetvwdconcentrwtioninthreejxleWistzeratsatzzingleyjgkfpralgavagedose,,Rattkshorcegicus,,,,5324.0,N,14681,,
10828,1,A,0,,,Ihvivo,22224,Compoundwzshewyedfodthemaxfogcwuemadministeredperorqllt0o30mgkg,,,,,,,U,15905,,
10829,1,A,0,,,Ingivo,22224,Cpmpoumdwastestedforthenaxplasnwcondwh3nadminiwterwd7gtrapeg9tlneallyjp30mgkg,375580.0,,,,,,U,15905,Plasma,
10830,1,A,1,,,unvivo,50597,D4ugolasmalevelinratdasdetdrm7medonthflastva7ofdosingaf1e48anwq4hrahd4f5pwasevaluated,1079944.0,Rstfusnordegicus,,,,19747.0,N,13304,Plasma,
10831,1,A,1,,,Invico,50597,Effectofipsdmonostratiogofcompohndonpoqsnacindent3ationofwllopregnanolon3Aoinrataafree39min,651190.0,eattisnorfegicus,,,,30539.0,N,15137,Plasma,
10832,1,A,1,,,8nvivo,50597,4ffsctofipqdministration8fclmpo6ndogolasmavoncenfgatjknofalloteteahydroreoxgvor4icosgetoneTHDOCinratsattet30min,521061.0,Ratg8sjorvegicus,,,,36851.0,N,15137,Plasma,
10833,1,A,1,,,Invico,50597,Effectifipxdmimkstrstionofcompouhwon0pasmaconcemtratiknofcirticoatefoneCTSinratsxfyer30nig,2164388.0,Rstrhsnorvegicus,,,,9215.0,N,15137,Plasma,
10834,1,A,1,,,knvivo,50597,4ffeftofipaxministrwriogofc9mpounr8nplxsmaconcentrqtionofpregnenol8nePREogrwtxafter30mib,1188844.0,Ratthanirvegicus,,,,16001.0,N,15137,Plasma,
10835,1,A,1,,,Inv7vo,50597,Effectofipsdminjstratuonofcoh9okndonplasksconcentratiobovotpgewte4onePROinratsaftwr30nin,920626.0,Rathusnkrvegicuq,,,,17720.0,N,15137,Plasma,
10836,1,A,1,,,Infivo,100710,Invivoantitumofeffidacyexprescrdasmaxomumplxsmacondengfqtion04hdaftersperorsldoseof26mvig7mcynon0lguzmonkeys,588391.0,Macadabascicularks,,,,15741.0,N,14839,Plasma,
10837,1,A,1,,,Indivo,50594,Maximalolasmacogcenteatiininnud2miceactet24mgkg9eapdose,1479156.0,Mushuschlus,,,,3439.0,N,14839,Plasma,
10838,1,A,1,,,Invlvo,50594,Masinalplzemafkncentratioginnudemiceafter25mgkg03aldksw,1423505.0,Mushysculus,,,,18435.0,N,14839,Plasma,
10839,1,A,1,,,Ingivo,100710,Invivoantituhogsfticacyexpresssdasmaximukplssjqconventra4ionaft2rsperoraodoseof29mgjginsynomopfusmonkeys,592975.0,Macafafxsdicularis,,,,19758.0,N,14839,Plasma,
10840,1,A,1,,,,50597,Distrib7tjonofradiozctivityinheatttissiexofSpragueDqwlfyrxteac6er16minijjec5iinbyintravrnouspyvxlierangesrrom0o9114,1022319.0,tat5usn8rvegicus,,,,66482.0,N,8418,Heart,
10841,1,A,1,,,,50597,Disteibutionocradioactivityinuea4t47dsyesofSp3agj4cawleyrq6sxfter15jihinn2ctionbyintravenousltcaluwrangesfrok224258,599660.0,Rattusn9rbegicjs,,,,6280.0,N,8418,Heart,
10842,1,A,1,,,,50597,Distrib6tionofrafkoactigi6yinb2afttissursofSpraguevxwleyratsaftee15nininjectomfyinttavenouslt024039,36120.0,fwttksnorvegicus,,,,21214.0,N,8418,Heart,
10843,1,A,1,,,,50597,DistfibutionofrwdioacyuvityinhearttiqsuezofSldag8fDawley4atsafter15minuhievfonb5intraveno6sly05206q,1358054.0,Rxttusnorvericue,,,,27481.0,N,8418,Heart,
10844,1,A,1,,,,50597,Diwtrib6tionof5adloactiviyyjnhearttiqs7esofSpragurDawletrxtswffer15jinihjecgonb7intrqvenojsly068084,83548.0,Ra5tusnorvegix8s,,,,12488.0,N,8418,Heart,
10845,1,A,1,,,,50597,Distrobhgionofrav8oactiv95yinhwartt8ssuesofSpragueDasle5ratsaftsr30mininjectionbyigtracebo6xiyvslu3rqngeefrom075104,551176.0,Ra6tusnorveticys,,,,18496.0,N,8418,Heart,
10846,1,A,1,,,,50597,DustributiojofradioacticktyinhewgyhissueekbSpragueDawleyratsafter30mininjdcti9nb6intfabenouslyvapjeranresfelm1062r6,1141051.0,Ra6tusnorveridus,,,,8829.0,N,8418,Heart,
10847,1,A,1,,,,50597,Dis64ibutionofradioxctivityinhexettissues0fSprah6esawletratsaffer3ojinunyestonbyintravenousky936043,1880853.0,Rattusno4vegifuz,,,,9155.0,N,8418,Heart,
10848,1,A,1,,,,50597,Dkstrib7fionifrafi9acrivitg7nhearttisduesofSprsgueDawkeyratswf5r430mininjevtojbyintravenously05u082,695072.0,3att7snorvegicis,,,,27575.0,N,8418,Heart,
10849,1,A,1,,,,50597,Distrivutionofradi0xstivitylnheqrttisquesofSpraguefswlegrxtsadterymojinjectionbyintracenoualyvapuerajgewfeom224146,1073229.0,Ratt8snprvegicuq,,,,9459.0,N,8418,Heart,
10850,1,A,1,,,,50597,vist5ibutioh0fradioacgivityinh3arttiswuesofSpragueDzwleyratzafher5minimjecti0ngyinteaven9usiyvxlu4rwngesbrok2363p6,128898.0,Rattusnotgegicue,,,,10951.0,N,8418,Heart,
10851,1,A,1,,,,50597,vlstribuhuonofradilactivi4yinhearttjczkesofSpeav7eDawleyrqtsafte45mknigjectonbgintravenously034029,1409500.0,Ratgusnorvegisuq,,,,12873.0,N,8418,Heart,
10852,1,A,1,,,,50597,DiatrjbutilnofraeikactivitylhheqrygissuesofSprqgueDawle7ratsaftet5jinijjsctonbyintrav4nouzly0w9074,1819918.0,datfusnofvegicus,,,,2480.0,N,8418,Heart,
10853,1,A,1,,,,50597,Distributionofradioac5icityimhearttissudsofSpraguefawlwyfatswcteg5mjmonjsctonnu9ntravenously0799o5,862282.0,Rat4usnofvevicus,,,,14323.0,N,8418,Heart,
10854,1,A,1,,,,50597,Distr9bufionograf7oavtibityinh2arttissuesodSpraguexawleyra4safteru0mkminjectilnbgigrrav3nouslyvsluerang2sfroh064986,1530895.0,Rattusno3vrgidus,,,,35146.0,N,8418,Heart,
10855,1,A,1,,,,50597,w8stributionofradioactivityuntwa4ttizs7es8fSprayueDqwkehratsafhrr60mimink3ctionbyin4rav4nouslyvaly4rangesfrom168123,458026.0,Rat6usnorveg8cuz,,,,17042.0,N,8418,Heart,
10856,1,A,1,,,,50597,Dosgributionofradioacticit5inhezrttissuesofzpragueDzwleyratcaf6eg60mininjfx4lgbyihtgavejously018023,274476.0,Rattusmorfdgicus,,,,11539.0,N,8418,Heart,
10857,1,A,1,,,,50597,Distgibutlonofradioac6jv9tyinhearhtissuesofSprag8eeawoeyratsafte460minigjectomhyingrxveho6sly011029,117117.0,Rattuqnorvdgisus,,,,5704.0,N,8418,Heart,
10858,1,A,1,,,,50597,Dietrib6yionpftadioad5ivifyinyearttias8esofxpragu4Dawleyratsafter60mininyecfonbylntraven0usly068p75,1538420.0,Rat6ysnorveg8cus,,,,615.0,N,8418,Heart,
10859,1,A,1,,,,50597,Djwtributikn8bradioactivifyinkidneyyissueskfSpragueDawle74stsafter14mijihhec5ionbyonyravrbouslybaluerangesfrok1t2182,734018.0,5attusno4vegicue,,,,19449.0,N,8418,Kidney,
10860,1,A,1,,,,50597,D9dtribjt8onofradioacgldityinkisnrytiwsuesofSpragueDxeleyratsagter15minogjedtiknbyintravenouslyfaluwraggesfroke24212,222709.0,fatt8snkrvegicus,,,,8117.0,N,8418,Kidney,
10861,1,A,1,,,,50597,Distributionlbrxdioactivityinkidhwyriasiesofwprwg7eDzwleyratsxfter15minknjec5onbyin5ravfhouslyo6209w,1616138.0,Rat48snorvegifus,,,,17321.0,N,8418,Kidney,
10862,1,A,1,,,,50597,Distrigutiomofradiiaftlvu6yinkidneyyissuesleSpragu3Dawpeyraysqfgerw5min9njectonfyinttavemously112204,2859739.0,Rzttusnorvegid8s,,,,14357.0,N,8418,Kidney,
10863,1,A,1,,,,50597,coqttibutionofrzxioactivity8nkidneytissuesofSpragieDa2letrstsafter15nininjsctonbyinyrqcenluzly250203,1161347.0,Rxttusnofvsgicus,,,,4227.0,N,8418,Kidney,
10864,1,A,1,,,,50597,Dostributi9npffadioactibityinkixne5tissuewofSpragu3Dawleyratsafte530mininjexylonbg7ngrav3npuqlyvalue4angrsfr0m1q414,811973.0,ga4tusnorvegicks,,,,33042.0,N,8418,Kidney,
10865,1,A,1,,,,50597,Distributi8notraxioactigit7inkuxnet4jssuesofSprsguevqwleyra4sqfter30mininjeshionbyintravdnoualyvxluerahg2sfrim156183,1326867.0,Rattusbkrvegixus,,,,15768.0,N,8418,Kidney,
10866,1,A,1,,,,50597,Distruvutiomofraxi9activityinkidgeytiqsyesorSptaguevxwleyrafaxfteg30hininnectonbyintravenousi7058073,435540.0,Rxttusnlrvericus,,,,8948.0,N,8418,Kidney,
10867,1,A,1,,,,50597,Distributionofrqd8iact9dityknl9dney6isquesofSpdagu2Dawl2yratxwfter30mijihjectojbykntravenkusly167211,935033.0,Rqttusnorceyicus,,,,3701.0,N,8418,Kidney,
10868,1,A,1,,,,50597,Distr8bution9fradioactivityinkidge7yissufsofSpragu2rawleyrqgsafher5minimjechionbylntravfniusoyfalue3ahgeefromqu4343,1722764.0,Ra65uqnorvegicus,,,,11836.0,N,8418,Kidney,
10869,1,A,1,,,,50597,ristributlpnoc3adioacrivityinoieneytissuesofSpragyeDa2oejratswfyer5minunjestionbgin5rxvenouslyvxluerwngesfrom3w847t,2671841.0,Rattusnorceg9cys,,,,4453.0,N,8418,Kidney,
10870,1,A,1,,,,50597,Distributi0norradioacyivi6yunuicneytiswuesofSpragueDqwlwyratswftwr5minibjectojbyihtrzvsnousoy06w113,1520748.0,Rattusno5gwgicus,,,,37589.0,N,8418,Kidney,
10871,1,A,1,,,,50597,xistributiknovradikac4ivity8nkidmeyfissueslfSprarueDawleyratsafterymininject0nbyim4rsgeboisly173263,353780.0,Rwttksnofvegicus,,,,848.0,N,8418,Kidney,
10872,1,A,1,,,,50597,Distfibut9onofradioacfivihyinkidneg6jdsuecofSpragueDswleyratsxffer5mibinjectohbyimtgaveniusly140e19o7,864747.0,Rat6usno3vrgicus,,,,742.0,N,8418,Kidney,
10873,1,A,1,,,,50597,D9cgributionibradikqctlvityinkicneytjssuesifSpragueDawifyratszffer60nihiniectionbyigt4avenouslycapuerqngesfrom089119,595266.0,Rat4usnorveguvus,,,,3757.0,N,8418,Kidney,
10874,1,A,1,,,,50597,Distributioh8ftadioachiv7t6inkidnrytossuesofSprarjeeawleyrstxafter60nibunjdctionbyontraven0usl7valuerangesg5ok117148,383447.0,Ratfusnlrveg8cus,,,,13061.0,N,8418,Kidney,
10875,1,A,1,,,,50597,Disrribution0ffwdi9activityinuidn2jtissuesofSpraguswaeleyra5eaftedypkininkectonbyintrav3nously048073,981193.0,Rattusnorgegixis,,,,11573.0,N,8418,Kidney,
10876,1,A,1,,,,50597,Distd9bug8on8fradioact9vitylnkidneytisaueeofSpraguecwwleyrstsafter70mlninjectonbyinteafenouspyp4o957,1023405.0,Rzttushorvegocus,,,,14388.0,N,8418,Kidney,
10877,1,A,1,,,,50597,DisrrkbutionifrarioacfivityinkidneygissuexofSp3aruefawleyrqtqxfter60jinimject9nhyibtravenously998124,1449334.0,Ratyuxmorvegicus,,,,8145.0,N,8418,Kidney,
10878,1,A,1,,,,50597,Distribu4ionofrsdiiactkvityinlicertjssu4sofxpragueDawl4yrqrcwtter15mininjedtionbyinttavenpuslyfalue5anfesfrin113178,54791.0,Rattjsnorv4ficus,,,,51088.0,N,8418,Liver,
10879,1,A,1,,,,50597,Distr8butionofraeioactibityinlivettissuesofSpraguesawle7ra4sqbtwr15kin8njec6uinb5ibtrav3nouslyvaluerannearrom244w92,325882.0,Raytusnorvdbicus,,,,13168.0,N,8418,Liver,
10880,1,A,1,,,,50597,xis5ributionofradiosftivityinluvfrt7sduesofSpragueDaak4yratsaftwrq5mkminjectojbg7ntravenoualy081118,45186.0,Ra54usnorvegicis,,,,72289.0,N,8418,Liver,
10881,1,A,1,,,,50597,Didttib6tionofras8oactivi5yinlivertissuesofSpraruerawldydztsaffer14kinibjfctonbyihtraven0udly137174,1368322.0,Ratgusnorvrgicks,,,,13095.0,N,8418,Liver,
10882,1,A,1,,,,50597,sistrigution8tradkowvtivityinlkverrissuesocSprayueDawoeyratdaft341rmininjectonbhuntravenously40148w,1686680.0,Rattusnorgeglcjs,,,,21421.0,N,8418,Liver,
10883,1,A,1,,,,50588,Otqldiuretisactkvitywaxevwluatddvymeasu58ngslexc4etiogundlgat54mgkgafterkpadministrwtiog06hr,,dsn8slupusfamiluaris,,,,43164.0,N,6996,,
10884,1,A,1,,,,50588,Oralciureticaftivitywasegaluafedbyn4asuringvlexcewti8hkndogatrmgkgzfteripzdmjbistration,,Camialupuwfajiliaris,,,,14168.0,N,6996,,
10885,1,A,1,,,,50588,Oraldiyreticxstivitywas4valuatedbym2asuringslexcrwtionindonat5hgkgafter7pqdm9nustdati8m05hg,,xanisluluqfam9liaris,,,,9566.0,N,6996,,
10886,1,A,1,,,,50588,8raldlu4eticaxt8vi5ywazevaluatedvyjessuriggClexcretionindigatymgjgafter8pqdninistrationp6hr,,Canisli0usfamilixrie,,,,49350.0,N,6996,,
10887,1,A,1,,,,50588,0raldiureticxcgivi6jwasevaluatwdbymeadyringCpexcrftionindohat4mgkgafteei9zdmibistratilno6hr,,Cagisljpusfan7liaris,,,,62114.0,N,6996,,
10888,1,A,1,,,,50588,Oraldu6geyicadtifitywas2valuateebymeadurkbgClexcretilnindogat5mgigaftdripadmin8st4atjonp6hr,,Canislupysfam9lladis,,,,52791.0,N,6996,,
10889,1,A,1,,,,50597,Orqpdijreticactivitywasevalua54dbymeasirinfKexsretioninRayag17mgkgqrteripadm9nis6rqtioh,,Rattuenofvegic8s,,,,33726.0,N,6996,,
10890,1,A,1,,,,50597,Orale8u4etidwftivitywasevalustedbhmexsirinhoexcrrtioninRayat27mgkgafteripadmimistrat7on95br,,Rwttusnkrveg9cus,,,,42184.0,N,6996,,
10891,1,A,1,,,,50597,Oraldi8retixactibitywssevzpus53dbymezsuringKexcretioninRwtat27kgkgafteripadm7mixtratuim05hr,,Rattusborvenic6s,,,,76322.0,N,6996,,
10892,1,A,1,,,,50597,Oraldi8reticaft8vih7wacevalua6edbhmrasuringKexc4etion9nRayag17mgkgafteriparminiqtrati8g05hr,,Rwttkenorvegicus,,,,20989.0,N,6996,,
10893,1,A,1,,,,50597,OraldiureticscticitjaaswvaluayerbymeqaurinyKexcreyloningatat2ymgkgafteripadmunlstratiln05tr,,Rxttjsnorvfgicus,,,,9245.0,N,6996,,
10894,1,A,1,,,,50597,Orwld8ureticactivitywqsevaluatevbjkeas6ringKexcrwtioninRa5at2umgkgaftw4i0admig7strarioj05mr,,Rqgthsnorvegicus,,,,8929.0,N,6996,,
10895,1,A,1,,,,50597,8raldiuteticachivitywxsevwluatedhymeasuringKescret8oninRatat3ngkgqcter80swhinistrati8n,,Rxttusnorvdg7cus,,,,62892.0,N,6996,,
10896,1,A,1,,,,50597,Orapxlur3tiszctivitywasevakuatedbyjeazuringKeccretolninRatat3mvkgarferipawministratikg05hr,,gattisgorvegicus,,,,5005.0,N,6996,,
10897,1,A,1,,,,50597,Oralduureticwvtiv7tywassvalushedbymeaxur8ngKexcddtioninRa6at3mgjgaf5eri9adminisgration05tf,,4att7znorvegicus,,,,19852.0,N,6996,,
10898,1,A,1,,,,50597,Oraldiuregicactofk6ywasevaliag2ebyheasuringKexcre6ion9nRatat3mgkgsft2ripaxmknistrat7on05hd,,Rwttusnorveficks,,,,3370.0,N,6996,,
10899,1,A,1,,,,50597,Oraldiufehidactivitywasebwluahedbymeasu3ingmwxcr4ti9ninRatxt3mykgafgerkpqdministfation04hr,,Rsttusn8gvegicus,,,,30016.0,N,6996,,
10900,1,A,1,,,,50597,Oraldjureticactivitywxseval8aternymeasuringKescretioninRztxt3kvkgaf4erioadkunisftwtiin05hr,,Rattusnorbeg8sus,,,,1878.0,N,6996,,
10901,1,A,1,,,,50597,O3alriudeticactivitywawevalua5edbymeaaurimgKexcretioginRatat81nglrzbt3ripadminishrati8g,,Raygusnorveticus,,,,42674.0,N,6996,,
10902,1,A,1,,,,50597,Oraldiygeticactovitywasevzlustedbyjeasur7ngurxcretionigRatato1jgkgatt4ripqdjknistrstion05hr,,Rwttusnotdegicus,,,,31414.0,N,6996,,
10903,1,A,1,,,,50597,Oraldiuret7dac5ivitywwsevqluatedbyhessuringKescrr5iln9nRatat81mhkgagteripadministra68ono5ht,,Rattudnorvevifus,,,,33010.0,N,6996,,
10904,1,A,1,,,,50597,Orsldiureticachudit7dasevalustedvymeasurlhgKecc3etioninRqtat81hvkgafte5ipadminiqtra4ion05hr,,Rattuenorgegic8s,,,,5443.0,N,6996,,
10905,1,A,1,,,,50597,Ofalviu4wticactivitywasevalyatedhymeasurinvKexcretk8nibea6at81mgkgatt4gipaxhin7stration05hr,,Ra4tusnorbeyicus,,,,4672.0,N,6996,,
10906,1,A,1,,,,50597,0raldjur3ticactivitywxssdaluatedfymeasuringKexcret7oninRata5o1mgkgsfh2rlpadminisfrstiin05ur,,Rat4usgorvegjcus,,,,32423.0,N,6996,,
10907,1,A,1,,,,50597,Orakdihtrticactibityeaxeval6ztedbymeax8rinhKexcretioninRa6at9mfkgafge3ipadmibistration,,Rxttusjorcegicus,,,,20146.0,N,6996,,
10908,1,A,1,,,,50597,Oralsiur2t9cactivitywasecwl7xtedbym3asuringK2xcre59oninRagst8mgkgafyeripadkinistratipn05h4,,Raytusnorveguc8s,,,,7392.0,N,6996,,
10909,1,A,1,,,,50597,O5qldiueeticwctivitywzsevzluztedbymeawurobgKecdretioninfstat9hgkgafteripadkinistrzti8n05hr,,Rat4uenorvegifus,,,,35318.0,N,6996,,
10910,1,A,1,,,,50597,OraldjuretifactivitywasegaohatrdbumdawuringKexcrftioninRa5atpmgkgxfteripadministrqyikn04nr,,Rsgtusnorvenicus,,,,5660.0,N,6996,,
10911,1,A,1,,,,50597,85aleiureficactjvifywzsevaluatevbymeasurintl2zcretiohimRztatpmgkgafteripqdministration0yhr,,tattuenorvegjcus,,,,59392.0,N,6996,,
10912,1,A,1,,,,50597,Otzldjurs6ixacylvihywaweval6wtedbymeasuringKexcretioninRa6atimgigafgeripadminisyration05jr,,fattusnogvwgicus,,,,638.0,N,6996,,
10913,1,A,1,,,,50588,Oralxiure4icaftidityazseval6atedbyheacuringKexcret9pnindogat03q2mgmgatteripzdministrsrion,,Cqbispupusfamiliarls,,,,18733.0,N,6996,,
10914,1,A,1,,,,50588,O5alciureticactivitywasevaiuatedb6msasutinhKesc3wti8nineogat03hgkgafy2ripxdhinistration06gr,,Cagispupusfxmiliqris,,,,15889.0,N,6996,,
10915,1,A,1,,,,50588,Odaixiuretlfadtivitywwsevaluatedbyhdasuringj4zcretionindlgat0625mgjrafteripadmkmistration,,Canlslypusfahiliarls,,,,16461.0,N,6996,,
10916,1,A,1,,,,50588,iraodjureticactivitywaeedalua6edbymeawjrjngK3xc3etionjndogat06mgkgaftetipadhinistra6jog06ht,,Canisljpjseakiliaris,,,,21669.0,N,6996,,
10917,1,A,1,,,,50588,Oralduuregicactivity1aeevxiuatedb5measuringifdcretjojindogwt18mgkfaf5eripafmihistragion06hr,,Canixlypuwfamil9aris,,,,12892.0,N,6996,,
10918,1,A,1,,,,50588,Orapdiuretucacrivit6wasegaluatfvbymeasufinbuwxcre6ionijdogat10mhkgafferipadmujistratiob06hr,,Cwnislyp8sfsmiliaris,,,,31243.0,N,6996,,
10919,1,A,1,,,,50588,irald8ureticactivltywasevapuatesbgmeasuringKexcreyilnlndogat1pngkgaeteripadjunostratuon0ynr,,Canisoupusfamioiar9q,,,,60037.0,N,6996,,
10920,1,A,1,,,,50588,Odaosiu4eticaftivihy1asevaluatedbjm2asu4ingKesdretionigrogat162hhkgafteripqdministratjon06hr,,fanisoupjsramiliaris,,,,18751.0,N,6996,,
10921,1,A,1,,,,50588,Orald7urehicxctoviyywasevaiyatecbymewsyringKexcretioninrogatqjgkgafteripxdmjniztrationo6nr,,Canisl6ousfamiliar9w,,,,4849.0,N,6996,,
10922,1,A,1,,,,50588,Oraldiur3t7cacfivitywasegaluxtexbymeasurinyKeacretionigwogaf1mgkgavte4ipxdhinistrxtuoh06hr,,fsbislupusfamil7aris,,,,1486.0,N,6996,,
10923,1,A,1,,,,50588,Ofaldiur45ifactivitywasevaluarecbymrasuringmexcretionindogatwmgkgadtf4ipqsministra4uon06jg,,Cagislkpusfqmipiaris,,,,13830.0,N,6996,,
10924,1,A,1,,,,50588,Orxldiureyicavtiviyywawefao6atexbyneasutiggKexcretiogindogat1mykgattsripadministdation06tr,,Caniqlupusfajiliarkc,,,,72151.0,N,6996,,
10925,1,A,1,,,,50588,8raldiuret8cactifitywasevakjatecb6meaeueinbuexcr4tionimdogwh20ngkgafteripadminiztration06yr,,Camixlupusfakiliaros,,,,47939.0,N,6996,,
10926,1,A,1,,,,50588,Oraldikreticqct7vi4ywasevaiuatedbym2aeur7ngKwxdretiknoncogzt2mgkgaftdripadminjstratikn,,Can8slupuafwmioiaris,,,,4359.0,N,6996,,
10927,1,A,1,,,,50588,OraidjurstkcactivitywasevaluxteehymeasurinfKescretionjndoga6qjgkgafterkpadniniatrati9np6hr,,Cznislupudfwmiliaeis,,,,8799.0,N,6996,,
10928,1,A,1,,,,50588,Orzldiureticaftivitjwasfvxl7atefbymdasuringKessretionindogaf2hglgzrteripacmin7stratiob06hr,,Cajuslulusfamipiaris,,,,9349.0,N,6996,,
10929,1,A,1,,,Invifo,50588,Compoundwasevapuat2evorihtraduodenalbkoafailaviiity7banestjetizeddorsheas6rsdasmezhbllofpressuteatad0deof13range214,380233.0,Camisl6pustamiliwris,,,,3310.0,N,9025,Artery,
10930,1,A,1,,,Infivo,50588,Compoundwaqevaliatedforiht3aduodenalbipwvailabiiktyinqhfcthe5jzeddkgqmeasu3edasm2anbloodprezsur4atadoseor134ange44,1728711.0,xanielupusfwmilixris,,,,16574.0,N,9025,Artery,
10931,1,A,1,,,Ibvivo,50588,Compoubwwazevaluayexforintrzcuodenalbioavailabikityinanex6mrtizeddogsheasur3dasmexnbl8ofpressufeatadoselt13rajge4i,1425618.0,Cqnispu0usfzmiliaris,,,,23373.0,N,9025,Artery,
10932,1,A,1,,,Invido,50588,Compoundwasevxl7atedborknrradiodenalfioxvailzbilityjnxnestnwtiz3vdogsm3askfedaskeanbloodpressureatzdoseofw310rany2304,683782.0,Caniqlupusgamoliarus,,,,15343.0,N,9025,Artery,
10933,1,A,1,,,Inviv0,50588,Compiugswae4vxlkatedgor7ntrasu9denalbioavailabilityinxnesthetizedd0gsmeawuredasmeanbio0dp5esdureatadoseof10e0rxnheyp,1065248.0,Canislypusgsmiliarus,,,,13496.0,N,9025,Artery,
10934,1,A,1,,,Invivp,50588,Compoundaasevziuatddforintrafuldemalbloavauoabilityihanesthetizeddogsmssshredasmeanbloodlr3ssu5ratafowsof1039range1o31,1398042.0,Canispupksfamil8ariw,,,,22207.0,N,9025,Artery,
10935,1,A,1,,,jnvivo,50588,Compoundeadefaljatedforintrqruodemalb9oavailafuiityijanesth4tizesdofsmeasuredxsneambloodpreseureatqdoeeof1030rznhe1119,863828.0,Cankslupusfakik8aris,,,,1582.0,N,9025,Artery,
10936,1,A,1,,,jnvivo,50588,dom0oundwasevaluatedforintraduodemqlhioava9pabilotuinajesthetkzedf0ysmeasuredasmeanbloodprsssudeatadlseobwo30rsng3136,517107.0,Canidlhpisfahiliaris,,,,3946.0,N,9025,Artery,
10937,1,A,1,,,Invivi,50588,Com0ounewasecaluat3dforibtraduodenapbipabailavil8tt9najeztheyizeddogsmeaxurwcssmeanbloodpressurewtasoseof1039rang41925,377471.0,fwniskupusfakiliaris,,,,37326.0,N,9025,Artery,
10938,1,A,1,,,Igvivo,50588,Comppujdwasegaluatsdelfinttad6odenalbioavailabilityinaneetye6izeddogsmewduredwwkeangloodpr4ssurea5adoself1030rang319e,1227793.0,Canisl6p8sfxjiliaris,,,,74693.0,N,9025,Artery,
10939,1,A,1,,,Indivo,50588,vomloundwzsevaluatedcorintraduodenalbuoavailabiokyginznesthetizeddogameasuredaxmdanblo0d0rwwsudeatqdoseofq030rangw11t,417908.0,Canisluousfaj8liaros,,,,32279.0,N,9025,Artery,
10940,1,A,1,,,Invuvo,50588,Compoundeasevaluztedfo3intraduodegalbi0avwilabipityibamexthdhixwddpgsmeaeurecasmeanbliodpresqurwagadoweof1930range62,965641.0,Canisl6oksfamiljaris,,,,415.0,N,9025,Artery,
10941,1,A,1,,,Invigo,50588,Cimpoundwasevaluatedcoribtrad7odebalbioavailaboljt5inanssyherizeddogsmeaq7rexasm2anbl0odpfsssjreatxdosfof103ofange726,2479478.0,Cahislupudfamik9aris,,,,16670.0,N,9025,Artery,
10942,1,A,1,,,Inv8vo,50588,Compoundwae3vxlyatedforintrwcuodenalbioavallab9kigyinanestuetizwddogsmeasureessm3agbloodpressureqtadose8fq0r05abge848,860442.0,Canixlipusfamilia5ix,,,,24352.0,N,9025,Artery,
10943,1,A,1,,,Invigo,50588,Compougdwasevaiuatedfiron5raduodenalnkoavailabili5yonaneethey7zeedogsmrasu44dasmeanblokdprsssur3atzdos3of1030rqng288,236663.0,Csnislupusramikiarks,,,,6566.0,N,9025,Artery,
10944,1,A,1,,,Infivo,50588,Cimpoundwxsecaluatesfprintraduodenalbioavqilsbioityibahesthetizeddohsmeasuredacmeajhpoodpressugeagwdox3od1030ragge928,432478.0,Canisljphsfam8liatis,,,,8433.0,N,9025,Artery,
10945,1,A,1,,,Invico,50588,Cohpoundswc2valuahedeorigtrzduod3naobi0availabilityiganewtheyizeddoysmwasyr2dasmeannkoodpreasureataeoseof1060range1323,2511133.0,sag9slupuqfamiliaris,,,,27295.0,N,9025,Artery,
10946,1,A,1,,,9nvivo,50588,Cpmpoubdwasevaluatedrorjnhgaduod2nalb8oava7labilityinsndsthetiseddogcmeasiredadmezhbloodorsdsureafadosepf3range,1650642.0,Cxbispupusfamiliar9s,,,,30259.0,N,9025,Artery,
10947,1,A,1,,,Invivp,50588,Compoundwacevaluateffoeintrzxuodenalbioacqklafilutyinanestje6izedworsmeasuredasjeanbloodpredsurestsdodeor3105amhe711,898368.0,Canisiuluxfamoliaris,,,,17470.0,N,9025,Artery,
10948,1,A,1,,,Invido,50588,Compouncwasegalustedbogihtraduodenalni8ava8lanikityinahesthetizesd8gsmeasurdcasmeahvlood9resskrsataor13doserange67,658537.0,Cajisl7pusgamiliagis,,,,24164.0,N,9025,Artery,
10949,1,A,1,,,Inbivo,50588,sompound1asevaluxrewforintrawuodejalbilavaipwbilitginahesthetjzeddogsneasurefasm4qnbloirpressyreataof1030xpserajge1319,1166309.0,Canislhpuxfqmjliaris,,,,57552.0,N,9025,Artery,
10950,1,A,1,,,Invovo,50588,voklpundeasevaluahedforintraduod3nalbi8xgzikabiligyinanesthetiz3dd8gsmeasuredasmeanbloodoressufeatspf210doserangr305y,513430.0,Canisiupusramolia4is,,,,30320.0,N,9025,Artery,
