fsclr,dsrtfctn(mrkr),prjctnmbr,ntdmnt(prjct-lvlbdgt),ndgnssss(mrkr),sctrd,ctstlfrdvlpmnt(mrkr),fndcntrd,chldrnsss(mrkr),prgrmmngprcss(nw),knwldgfrdvlpmnt(mrkr),dvsnnm,mxmmcdcntrbtn(prjct-lvl),cntrrgnprcnt,stts,brnchd,trddvlpmnt(mrkr),cntnntnm,rgnstnclss,cntrrgnd,pbtp,rgnlprgrm(mrkr),bdvrst(mrkr),cntnntd,cntrrgnnm,prtcptrdvlpmntndgdgvrnnc,rbnsss(mrkr),thsss(mrkr),dsbltsss(mrkr),gndrqlt(mrkr),rgnstnd,rgnstnnm,rgnstntp,rgnstnsb-clss,prjctbrwsrcntrd,sctrnm,sctrprcnt,mntspnt
2009/2010,0,S064728001,2379691.0,0,12240,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.011000000000000001,Closed,B6100,0,Asia,Civil Society,LK,Not PBA,0,0,3,Sri Lanka,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,LK,Basic nutrition,0.08800000000000001,1141.940888
2009/2010,0,S064728001,2379691.0,0,12250,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.011000000000000001,Closed,B6100,0,Asia,Civil Society,LK,Not PBA,0,0,3,Sri Lanka,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,LK,Infectious disease control,0.191,2478.530791
2009/2010,0,S064728001,2379691.0,0,25010,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.011000000000000001,Closed,B6100,0,Asia,Civil Society,LK,Not PBA,0,0,3,Sri Lanka,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,LK,Business support services and institutions,0.059000000000000004,765.619459
2009/2010,0,S064728001,2379691.0,0,31120,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.011000000000000001,Closed,B6100,0,Asia,Civil Society,LK,Not PBA,0,0,3,Sri Lanka,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,LK,Agricultural development,0.485,6293.651485
2009/2010,0,S064728001,2379691.0,0,11130,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.129,Closed,B6100,0,Africa,Civil Society,ML,Not PBA,0,0,2,Mali,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,ML,Teacher training,0.177,26935.8846
2009/2010,0,S064728001,2379691.0,0,12240,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.129,Closed,B6100,0,Africa,Civil Society,ML,Not PBA,0,0,2,Mali,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,ML,Basic nutrition,0.08800000000000001,13391.85223
2009/2010,0,S064728001,2379691.0,0,12250,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.129,Closed,B6100,0,Africa,Civil Society,ML,Not PBA,0,0,2,Mali,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,ML,Infectious disease control,0.191,29066.40655
2009/2010,0,S064728001,2379691.0,0,25010,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.129,Closed,B6100,0,Africa,Civil Society,ML,Not PBA,0,0,2,Mali,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,ML,Business support services and institutions,0.059000000000000004,8978.628201000001
2009/2010,0,S064728001,2379691.0,0,31120,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.129,Closed,B6100,0,Africa,Civil Society,ML,Not PBA,0,0,2,Mali,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,ML,Agricultural development,0.485,73807.36742000001
2009/2010,0,S064728001,2379691.0,0,11130,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.073,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,MW,Teacher training,0.177,15242.787409999999
2009/2010,0,S064728001,2379691.0,0,12240,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.073,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,MW,Basic nutrition,0.08800000000000001,7578.334984
2009/2010,0,S064728001,2379691.0,0,12250,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.073,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,MW,Infectious disease control,0.191,16448.43161
2009/2010,0,S064728001,2379691.0,0,25010,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.073,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,MW,Business support services and institutions,0.059000000000000004,5080.929137
2009/2010,0,S064728001,2379691.0,0,31120,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.073,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,MW,Agricultural development,0.485,41766.95986
2009/2010,0,S064728001,2379691.0,0,11130,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.09,Closed,B6100,0,Africa,Civil Society,NE,Not PBA,0,0,2,Niger,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,NE,Teacher training,0.177,18792.47763
2009/2010,0,S064728001,2379691.0,0,12240,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.09,Closed,B6100,0,Africa,Civil Society,NE,Not PBA,0,0,2,Niger,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,NE,Basic nutrition,0.08800000000000001,9343.15272
2009/2010,0,S064728001,2379691.0,0,12250,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.09,Closed,B6100,0,Africa,Civil Society,NE,Not PBA,0,0,2,Niger,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,NE,Infectious disease control,0.191,20278.88829
2009/2010,0,S064728001,2379691.0,0,25010,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.09,Closed,B6100,0,Africa,Civil Society,NE,Not PBA,0,0,2,Niger,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,NE,Business support services and institutions,0.059000000000000004,6264.15921
2009/2010,0,S064728001,2379691.0,0,31120,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.09,Closed,B6100,0,Africa,Civil Society,NE,Not PBA,0,0,2,Niger,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,NE,Agricultural development,0.485,51493.51215
2009/2010,0,S064728001,2379691.0,0,11130,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.05,Closed,B6100,0,Asia,Civil Society,NP,Not PBA,0,0,3,Nepal,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,NP,Teacher training,0.177,10440.26535
2009/2010,0,S064728001,2379691.0,0,12240,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.05,Closed,B6100,0,Asia,Civil Society,NP,Not PBA,0,0,3,Nepal,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,NP,Basic nutrition,0.08800000000000001,5190.6404
2009/2010,0,S064728001,2379691.0,0,12250,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.05,Closed,B6100,0,Asia,Civil Society,NP,Not PBA,0,0,3,Nepal,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,NP,Infectious disease control,0.191,11266.04905
2009/2010,0,S064728001,2379691.0,0,25010,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.05,Closed,B6100,0,Asia,Civil Society,NP,Not PBA,0,0,3,Nepal,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,NP,Business support services and institutions,0.059000000000000004,3480.08845
2009/2010,0,S064728001,2379691.0,0,31120,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.05,Closed,B6100,0,Asia,Civil Society,NP,Not PBA,0,0,3,Nepal,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,NP,Agricultural development,0.485,28607.50675
2009/2010,0,S064728001,2379691.0,0,11130,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.258,Closed,B6100,0,America,Civil Society,PE,Not PBA,0,0,1,Peru,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,PE,Teacher training,0.177,53871.769210000006
2009/2010,0,S064728001,2379691.0,0,12240,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.258,Closed,B6100,0,America,Civil Society,PE,Not PBA,0,0,1,Peru,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,PE,Basic nutrition,0.08800000000000001,26783.70446
2009/2010,0,S064728001,2379691.0,0,12250,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.258,Closed,B6100,0,America,Civil Society,PE,Not PBA,0,0,1,Peru,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,PE,Infectious disease control,0.191,58132.8131
2009/2010,0,S064728001,2379691.0,0,25010,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.258,Closed,B6100,0,America,Civil Society,PE,Not PBA,0,0,1,Peru,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,PE,Business support services and institutions,0.059000000000000004,17957.2564
2009/2010,0,S064728001,2379691.0,0,31120,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.258,Closed,B6100,0,America,Civil Society,PE,Not PBA,0,0,1,Peru,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,PE,Agricultural development,0.485,147614.7348
2009/2010,0,S064728001,2379691.0,0,11130,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.0169,Closed,B6100,0,Africa,Civil Society,SN,Not PBA,0,0,2,Senegal,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,SN,Teacher training,0.177,3528.8096880000003
2009/2010,0,S064728001,2379691.0,0,12240,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.0169,Closed,B6100,0,Africa,Civil Society,SN,Not PBA,0,0,2,Senegal,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,SN,Basic nutrition,0.08800000000000001,1754.436455
2009/2010,0,S064728001,2379691.0,0,12250,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.0169,Closed,B6100,0,Africa,Civil Society,SN,Not PBA,0,0,2,Senegal,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,SN,Infectious disease control,0.191,3807.924579
2009/2010,0,S064728001,2379691.0,0,25010,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.0169,Closed,B6100,0,Africa,Civil Society,SN,Not PBA,0,0,2,Senegal,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,SN,Business support services and institutions,0.059000000000000004,1176.269896
2009/2010,0,S064728001,2379691.0,0,31120,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.0169,Closed,B6100,0,Africa,Civil Society,SN,Not PBA,0,0,2,Senegal,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,SN,Agricultural development,0.485,9669.337281999999
2009/2010,0,S064728001,2379691.0,0,11130,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.039,Closed,B6100,0,Asia,Civil Society,VN,Not PBA,0,0,3,Viet Nam,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,VN,Teacher training,0.177,8143.406973
2009/2010,0,S064728001,2379691.0,0,12240,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.039,Closed,B6100,0,Asia,Civil Society,VN,Not PBA,0,0,3,Viet Nam,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,VN,Basic nutrition,0.08800000000000001,4048.6995119999997
2009/2010,0,S064728001,2379691.0,0,12250,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.039,Closed,B6100,0,Asia,Civil Society,VN,Not PBA,0,0,3,Viet Nam,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,VN,Infectious disease control,0.191,8787.518259
2009/2010,0,S064728001,2379691.0,0,25010,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.039,Closed,B6100,0,Asia,Civil Society,VN,Not PBA,0,0,3,Viet Nam,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,VN,Business support services and institutions,0.059000000000000004,2714.468991
2009/2010,0,S064728001,2379691.0,0,31120,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,2379691.0,0.039,Closed,B6100,0,Asia,Civil Society,VN,Not PBA,0,0,3,Viet Nam,0,0,0,0,0,1011140,Consortium WUSC-CECI,Canadian Non-Profit Making,NGO,VN,Agricultural development,0.485,22313.85527
2009/2010,0,S064730001,100000.0,0,14010,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2125,Closed,B6100,0,Africa,Civil Society,BF,Not PBA,0,0,2,Burkina-Faso,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,BF,Water sector policy and administrative management,0.15,3187.5
2009/2010,0,S064730001,100000.0,0,14031,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2125,Closed,B6100,0,Africa,Civil Society,BF,Not PBA,0,0,2,Burkina-Faso,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,BF,Basic drinking water supply,0.075,1593.75
2009/2010,0,S064730001,100000.0,0,14032,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2125,Closed,B6100,0,Africa,Civil Society,BF,Not PBA,0,0,2,Burkina-Faso,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,BF,Basic sanitation,0.075,1593.75
2009/2010,0,S064730001,100000.0,0,15110,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2125,Closed,B6100,0,Africa,Civil Society,BF,Not PBA,0,0,2,Burkina-Faso,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,BF,Public sector policy and administrative management,0.1,2125.0
2009/2010,0,S064730001,100000.0,0,31110,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2125,Closed,B6100,0,Africa,Civil Society,BF,Not PBA,0,0,2,Burkina-Faso,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,BF,Agricultural policy and administrative management,0.1,2125.0
2009/2010,0,S064730001,100000.0,0,31161,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2125,Closed,B6100,0,Africa,Civil Society,BF,Not PBA,0,0,2,Burkina-Faso,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,BF,Food crop production,0.1,2125.0
2009/2010,0,S064730001,100000.0,0,31191,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2125,Closed,B6100,0,Africa,Civil Society,BF,Not PBA,0,0,2,Burkina-Faso,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,BF,Agricultural services,0.1,2125.0
2009/2010,0,S064730001,100000.0,0,32130,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2125,Closed,B6100,0,Africa,Civil Society,BF,Not PBA,0,0,2,Burkina-Faso,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,BF,Small and medium-sized enterprises (SME) development,0.15,3187.5
2009/2010,0,S064730001,100000.0,0,99820,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2125,Closed,B6100,0,Africa,Civil Society,BF,Not PBA,0,0,2,Burkina-Faso,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,BF,Promotion of development awareness,0.15,3187.5
2009/2010,0,S064730001,100000.0,0,14010,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.15,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,CA,Water sector policy and administrative management,0.15,2250.0
2009/2010,0,S064730001,100000.0,0,14031,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.15,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,CA,Basic drinking water supply,0.075,1125.0
2009/2010,0,S064730001,100000.0,0,14032,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.15,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,CA,Basic sanitation,0.075,1125.0
2009/2010,0,S064730001,100000.0,0,15110,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.15,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,CA,Public sector policy and administrative management,0.1,1500.0
2009/2010,0,S064730001,100000.0,0,31110,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.15,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,CA,Agricultural policy and administrative management,0.1,1500.0
2009/2010,0,S064730001,100000.0,0,31161,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.15,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,CA,Food crop production,0.1,1500.0
2009/2010,0,S064730001,100000.0,0,31191,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.15,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,CA,Agricultural services,0.1,1500.0
2009/2010,0,S064730001,100000.0,0,32130,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.15,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,CA,Small and medium-sized enterprises (SME) development,0.15,2250.0
2009/2010,0,S064730001,100000.0,0,99820,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.15,Closed,B6100,0,America,Civil Society,CA,Not PBA,0,0,1,Canada,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,CA,Promotion of development awareness,0.15,2250.0
2009/2010,0,S064730001,100000.0,0,14010,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.255,Closed,B6100,0,Africa,Civil Society,GH,Not PBA,0,0,2,Ghana,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,GH,Water sector policy and administrative management,0.15,3825.0
2009/2010,0,S064730001,100000.0,0,14031,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.255,Closed,B6100,0,Africa,Civil Society,GH,Not PBA,0,0,2,Ghana,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,GH,Basic drinking water supply,0.075,1912.5
2009/2010,0,S064730001,100000.0,0,14032,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.255,Closed,B6100,0,Africa,Civil Society,GH,Not PBA,0,0,2,Ghana,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,GH,Basic sanitation,0.075,1912.5
2009/2010,0,S064730001,100000.0,0,15110,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.255,Closed,B6100,0,Africa,Civil Society,GH,Not PBA,0,0,2,Ghana,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,GH,Public sector policy and administrative management,0.1,2550.0
2009/2010,0,S064730001,100000.0,0,31110,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.255,Closed,B6100,0,Africa,Civil Society,GH,Not PBA,0,0,2,Ghana,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,GH,Agricultural policy and administrative management,0.1,2550.0
2009/2010,0,S064730001,100000.0,0,31161,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.255,Closed,B6100,0,Africa,Civil Society,GH,Not PBA,0,0,2,Ghana,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,GH,Food crop production,0.1,2550.0
2009/2010,0,S064730001,100000.0,0,31191,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.255,Closed,B6100,0,Africa,Civil Society,GH,Not PBA,0,0,2,Ghana,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,GH,Agricultural services,0.1,2550.0
2009/2010,0,S064730001,100000.0,0,32130,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.255,Closed,B6100,0,Africa,Civil Society,GH,Not PBA,0,0,2,Ghana,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,GH,Small and medium-sized enterprises (SME) development,0.15,3825.0
2009/2010,0,S064730001,100000.0,0,99820,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.255,Closed,B6100,0,Africa,Civil Society,GH,Not PBA,0,0,2,Ghana,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,GH,Promotion of development awareness,0.15,3825.0
2009/2010,0,S064730001,100000.0,0,14010,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2975,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,MW,Water sector policy and administrative management,0.15,4462.5
2009/2010,0,S064730001,100000.0,0,14031,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2975,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,MW,Basic drinking water supply,0.075,2231.25
2009/2010,0,S064730001,100000.0,0,14032,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2975,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,MW,Basic sanitation,0.075,2231.25
2009/2010,0,S064730001,100000.0,0,15110,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2975,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,MW,Public sector policy and administrative management,0.1,2975.0
2009/2010,0,S064730001,100000.0,0,31110,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2975,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,MW,Agricultural policy and administrative management,0.1,2975.0
2009/2010,0,S064730001,100000.0,0,31161,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2975,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,MW,Food crop production,0.1,2975.0
2009/2010,0,S064730001,100000.0,0,31191,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2975,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,MW,Agricultural services,0.1,2975.0
2009/2010,0,S064730001,100000.0,0,32130,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2975,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,MW,Small and medium-sized enterprises (SME) development,0.15,4462.5
2009/2010,0,S064730001,100000.0,0,99820,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.2975,Closed,B6100,0,Africa,Civil Society,MW,Not PBA,0,0,2,Malawi,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,MW,Promotion of development awareness,0.15,4462.5
2009/2010,0,S064730001,100000.0,0,14010,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.085,Closed,B6100,0,Africa,Civil Society,ZM,Not PBA,0,0,2,Zambia,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,ZM,Water sector policy and administrative management,0.15,1275.0
2009/2010,0,S064730001,100000.0,0,14031,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.085,Closed,B6100,0,Africa,Civil Society,ZM,Not PBA,0,0,2,Zambia,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,ZM,Basic drinking water supply,0.075,637.5
2009/2010,0,S064730001,100000.0,0,14032,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.085,Closed,B6100,0,Africa,Civil Society,ZM,Not PBA,0,0,2,Zambia,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,ZM,Basic sanitation,0.075,637.5
2009/2010,0,S064730001,100000.0,0,15110,0,6162,0,Uncoded: Pre-APP,0,KED Engaging Canadians,100000.0,0.085,Closed,B6100,0,Africa,Civil Society,ZM,Not PBA,0,0,2,Zambia,0,0,0,0,0,1006512,Engineers Without Borders,Canadian Non-Profit Making,NGO,ZM,Public sector policy and administrative management,0.1,850.0
