assay_id,confidence_score,variant_id,tissue_id,relationship_type,curated_by,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
6186,1,,,N,Intermediate,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.03 uM",F,,,Homo sapiens,9606.0,
6187,1,,,N,Intermediate,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.15 uM",F,,,Homo sapiens,9606.0,
6188,1,,,N,Intermediate,17206,"Concentration that gives 50% growth inhibition in A549 cells, activity expressed as PF50 (TP) at 0.4 uM",F,,,Homo sapiens,9606.0,
6189,1,,,N,Intermediate,17206,Concentration that gives 50% growth inhibition (temozolomide alone/ (temozolomide + 0.4 uM of compound)) in A549 cells,F,,,Homo sapiens,9606.0,
6190,1,,,N,Intermediate,17206,Concentration that gives 50% growth inhibition (topotecan alone/ (topotecan + 0.4 uM of compound)) in A549 cells,F,,,Homo sapiens,9606.0,
6191,1,,,N,Intermediate,16726,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,F,,,Homo sapiens,9606.0,
6192,1,,,N,Intermediate,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.006 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,
6193,1,,,N,Intermediate,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.03 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,
6194,1,,,N,Intermediate,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.15 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,
6195,1,,,N,Intermediate,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 0.4 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,
6196,1,,,N,Intermediate,6084,Pharmacokinetic activity (Cmax) (10 mg/kg) was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6197,1,,,N,Intermediate,6084,Pharmacokinetic activity (Cmax) in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6198,1,,,N,Intermediate,4809,Pharmacokinetic parameter Cmax was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6199,1,,,N,Intermediate,5983,Pharmacokinetic property (Cmax) was measured in dog at the dose of 0.032 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6200,1,,,N,Intermediate,6251,Plasma clearance rate by iv administration in dog at a dose of 6 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6201,1,,1969.0,N,Intermediate,5932,Cmax in dog plasma after 30mg/kg oral dose,A,In vivo,,Canis lupus familiaris,9615.0,
6202,1,,178.0,N,Intermediate,4273,Tested for the peak blood level in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6203,1,,,N,Intermediate,5313,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog",A,In vivo,,Canis lupus familiaris,9615.0,
6204,1,,,N,Intermediate,5313,"Tested for the pharmacokinetic data, maximum concentration (Cmax) in dog at dosage of 10 mpk",A,In vivo,,Canis lupus familiaris,9615.0,
6205,1,,178.0,N,Intermediate,6221,The peak blood concentration after 5 hr administration (2.5 mg/kg) in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,
6206,1,,,N,Intermediate,4709,Concentration in the plasma after intravenous administration of 1 mg/kg in dog,A,,,Canis lupus familiaris,9615.0,
6207,1,,,N,Intermediate,167,Compound was evaluated for Plasma levels upon oral administration at 30 mg/kg in Dog at maximum of 0.3 hours,A,,,Canis lupus familiaris,9615.0,
6208,1,,1969.0,N,Intermediate,6241,Final plasma concentration in dogs after oral administration at 1 mg/kg,A,,,Canis lupus familiaris,9615.0,
6209,1,,,N,Intermediate,344,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 300 min,A,,,Canis lupus familiaris,9615.0,
6210,1,,,N,Intermediate,344,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 30 min,A,,,Canis lupus familiaris,9615.0,
6211,1,,,N,Intermediate,344,Plasma concentration in dogs when measured 1 and 5 hours following initiation of reperfusion at 60 min,A,,,Canis lupus familiaris,9615.0,
6212,1,,,N,Intermediate,2189,Percent of radioactive dose in urine and faeces excreted in 0-24 hr by dogs,A,,,Canis lupus familiaris,9615.0,
6213,1,,1088.0,N,Intermediate,2189,Percent of radioactive dose in urine and feces excreted by 0-24 hr in dogs,A,,,Canis lupus familiaris,9615.0,
6214,1,,1088.0,N,Intermediate,2189,Percent of radioactive dose in urine and feces excreted by 0-24 hr in dogs; NA is <10% inhibition at 1 uM for binding data,A,,,Canis lupus familiaris,9615.0,
6215,1,,1088.0,N,Intermediate,2189,Percent of radioactive dose in urine and feces excreted in 0-24 hr by dogs; NA is <10% inhibition at 1 uM for binding data,A,,,Canis lupus familiaris,9615.0,
6216,1,,,N,Intermediate,4257,Absolute bioavailability was evaluated in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6217,1,,,N,Intermediate,6221,Bioavailability after oral administration (2.5 mg/kg) in dog was determined,A,In vivo,,Canis lupus familiaris,9615.0,
6218,1,,,N,Intermediate,6215,Bioavailability after peroral administration (1 mg/kg) was determined in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6219,1,,,N,Intermediate,17267,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6220,1,,,N,Intermediate,6621,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6221,1,,,N,Intermediate,3854,Bioavailability after intravenous administration in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6222,1,,,N,Intermediate,3854,Bioavailability after peroral administration in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6223,1,,,N,Intermediate,5007,Bioavailability in dog (dose 5 mg/kg p.o. and 2 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,
6224,1,,,N,Intermediate,4333,Bioavailability in dog (Beagle) (male) (dose 3 mg/kg i.v. and 10 mg/kg p.o.) measured from 1 to 24 hr,A,In vivo,,Canis lupus familiaris,9615.0,
6225,1,,1969.0,N,Intermediate,4333,Bioavailability in plasma of male Beagle dogs treated with 3 mg/kg (i.v.) and 10 mg/kg (p.o.) measured from 1 to 24 hr; ND indicates not determined,A,In vivo,,Canis lupus familiaris,9615.0,
6226,1,,,N,Intermediate,5006,Bioavailability,A,In vivo,,Canis lupus familiaris,9615.0,
6227,1,,,N,Intermediate,5199,Bioavailability,A,In vivo,,Canis lupus familiaris,9615.0,
6228,1,,,N,Intermediate,4368,Bioavailability by intravenous administration of 1.2 mg/kg in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6229,1,,,N,Intermediate,3771,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6230,1,,,N,Intermediate,4953,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6231,1,,,N,Intermediate,5064,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6232,1,,,N,Intermediate,17657,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6233,1,,,N,Intermediate,17796,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6234,1,,,N,Intermediate,17853,Bioavailability in dog (p.o.) at 2.0 mpk,A,In vivo,,Canis lupus familiaris,9615.0,
6235,1,,,N,Intermediate,4521,Bioavailability in dog (dose 2 mg/kg p.o. and 0.5 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,
6236,1,,,N,Intermediate,4521,Bioavailability in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,A,In vivo,,Canis lupus familiaris,9615.0,
6237,1,,,N,Intermediate,5006,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6238,1,,,N,Intermediate,16365,Bioavailability was evaluated after oral administration in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6239,1,,,N,Intermediate,1916,Bioavailability was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,A,In vivo,,Canis lupus familiaris,9615.0,
6240,1,,,N,Intermediate,1918,Bioavailability was evaluated in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6241,1,,,N,Intermediate,4239,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6242,1,,,N,Intermediate,6505,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6243,1,,,N,Intermediate,5334,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),A,In vivo,,Canis lupus familiaris,9615.0,
6244,1,,,N,Intermediate,5334,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),A,In vivo,,Canis lupus familiaris,9615.0,
6245,1,,,N,Intermediate,4809,Bioavailability was determined in Beagle dogs after (iv) administration of a dose of 28 (uM/kg),A,In vivo,,Canis lupus familiaris,9615.0,
6246,1,,,N,Intermediate,6348,Bioavailability was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,A,In vivo,,Canis lupus familiaris,9615.0,
6247,1,,,N,Intermediate,6005,Bioavailability was evaluated in dog after peroral administration at a dose of 1 mg/kg,A,In vivo,,Canis lupus familiaris,9615.0,
6248,1,,,N,Intermediate,17804,Bioavailability of compound in dog was determined after peroral administration,A,In vivo,,Canis lupus familiaris,9615.0,
6249,1,,,N,Intermediate,3184,Oral bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6250,1,,,N,Intermediate,1806,Compound was evaluated for oral bioavailability at different dose 27.5 mg/kg DMP323 equiv in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6251,1,,,N,Intermediate,1806,Compound was evaluated for oral bioavailability at different dose 7.7 mg/kg DMP323 equiv in dogs,A,In vivo,,Canis lupus familiaris,9615.0,
6252,1,,,N,Intermediate,1806,Compound was evaluated for oral bioavailability in dogs; 37-38 %,A,In vivo,,Canis lupus familiaris,9615.0,
6253,1,,,N,Intermediate,4839,Bioavailability in dog,A,In vivo,,Canis lupus familiaris,9615.0,
6254,1,,,N,Intermediate,5017,Oral bioavailability in dog (1 mg/kg p.o. and 0.2 mg/kg i.v.),A,In vivo,,Canis lupus familiaris,9615.0,
6255,1,,948.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice heart was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6256,1,,948.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice heart was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6257,1,,2113.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6258,1,,2113.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6259,1,,2113.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6260,1,,2113.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6261,1,,2113.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6262,1,,2113.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice kidneys was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6263,1,,2107.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6264,1,,2107.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6265,1,,2107.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6266,1,,2107.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6267,1,,2107.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6268,1,,2107.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice liver was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6269,1,,2048.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6270,1,,2048.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 10 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6271,1,,2048.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 15 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6272,1,,2048.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 2 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6273,1,,2048.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 30 sec of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6274,1,,2048.0,N,Intermediate,846,Biodistribution of [123I]- labeled compound in mice lungs was determined after 5 min of administration; expressed in percent of injected dose per gram of organ,A,In vivo,,Mus musculus,10090.0,
6275,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,
6276,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,
6277,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,
6278,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,
6279,1,,,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice blood bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,
6280,1,,955.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice brain bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,
6281,1,,955.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,
6282,1,,955.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,
6283,1,,955.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,
6284,1,,955.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice brain bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,
6285,1,,948.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice heart bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,
6286,1,,948.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,
6287,1,,948.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice heart bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,
6288,1,,948.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 4 hours,A,,,Mus musculus,10090.0,
6289,1,,948.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice heart bearing S180 tumor cell line for 8 hours,A,,,Mus musculus,10090.0,
6290,1,,2113.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 1 hour,A,,,Mus musculus,10090.0,
6291,1,,2113.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]N4IPA in mice kidney bearing S180 tumor cell line for 2 hours,A,,,Mus musculus,10090.0,
6292,1,,2113.0,N,Intermediate,6599,In vivo biodistribution of radiolabeled [99mTc]-N4IPA in mice kidney bearing S180 tumor cell line for 30 minutes,A,,,Mus musculus,10090.0,
6293,1,,,N,Intermediate,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml) on,F,,,Homo sapiens,9606.0,
6294,1,,,N,Intermediate,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 10(ug/ml)on,F,,,Homo sapiens,9606.0,
6295,1,,,N,Intermediate,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml),F,,,Homo sapiens,9606.0,
6296,1,,,N,Intermediate,17130,Cytotoxic activity of compound against A-549 cell lines at concentration of 3.3 (ug/ml)),F,,,Homo sapiens,9606.0,
6297,1,,,N,Expert,3263,Antineoplastic activity against A-549 (human lung carcinoma) cell line.,F,,,Homo sapiens,9606.0,
6298,1,,,N,Expert,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-4 mol/L,F,,,Homo sapiens,9606.0,
6299,1,,,N,Expert,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-5 mol/L,F,,,Homo sapiens,9606.0,
6300,1,,,N,Expert,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-6 mol/L,F,,,Homo sapiens,9606.0,
6301,1,,,N,Expert,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-7 mol/L,F,,,Homo sapiens,9606.0,
6302,1,,,N,Expert,6663,In vitro rate of inhibition of A-549 tumor cell growth at 10E-8 mol/L,F,,,Homo sapiens,9606.0,
6303,1,,,N,Intermediate,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.0625 uM,F,,,Homo sapiens,9606.0,
6304,1,,,N,Intermediate,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.125 uM,F,,,Homo sapiens,9606.0,
6305,1,,,N,Intermediate,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.25 uM,F,,,Homo sapiens,9606.0,
6306,1,,,N,Intermediate,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 0.5 uM,F,,,Homo sapiens,9606.0,
6307,1,,,N,Intermediate,6663,Rate of inhibition of A-549 tumor cell growth at a concentration of 1 uM,F,,,Homo sapiens,9606.0,
6308,1,,,N,Intermediate,3983,The compound was evaluated for its cytotoxic potency against A-549 cell line,F,,,Homo sapiens,9606.0,
6309,1,,,N,Expert,11141,Cytotoxic concentration required to inhibit 50% cell growth in A-549 lung carcinoma cell lines,F,,,Homo sapiens,9606.0,
6310,1,,,N,Intermediate,5076,Cytotoxic activity of compound against A-549 tumor cell line.,F,,,Homo sapiens,9606.0,
6311,1,,,N,Intermediate,3311,In vitro cytotoxicity against Lung A-549 human tumors following a 6 day exposure.,F,,,Homo sapiens,9606.0,
6312,1,,,N,Intermediate,3311,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure.,F,,,Homo sapiens,9606.0,
6313,1,,,N,Intermediate,3311,In vitro cytotoxicity against Lung A-549 human tumors following a 2 day exposure; ND is no data,F,,,Homo sapiens,9606.0,
6314,1,,,N,Intermediate,5076,Cytotoxic activity of compound against A-549 tumor cell line at conc. of 20 ug/mL,F,,,Homo sapiens,9606.0,
6315,1,,,N,Intermediate,4150,Compound was tested for cytotoxic activity against A-549 human lung carcinoma (ATCC:CCL-185),F,,,Homo sapiens,9606.0,
6316,1,,,N,Expert,2150,In vitro inhibitory concentration against cell culture of A-549 human lung carcinoma,F,,,Homo sapiens,9606.0,
6317,1,,,N,Intermediate,4644,Concentration for in vitro cytotoxicity against A-549 human lung tumor cells,F,,,Homo sapiens,9606.0,
6318,1,,,N,Intermediate,263,Dose required for in vitro cytotoxic activity against A-549 lung carcinoma cells at concentration of 10 ug/ml; NA is no cytotoxicity,F,,,Homo sapiens,9606.0,
6319,1,,,N,Intermediate,11333,Cytotoxic concentration against A-549 tumor cells.,F,,,Homo sapiens,9606.0,
6320,1,,,N,Intermediate,11333,Cytotoxic concentration against A-549 tumor cells; Inactive at 10 ug/mL.,F,,,Homo sapiens,9606.0,
6321,1,,,N,Intermediate,15895,"Cytotoxicity against NCI tumor panel, A-549/ATCC non small-cell lung cancer cell line",F,,,Homo sapiens,9606.0,
6322,1,,,N,Expert,16677,Minimum inhibitory concentration (lowest peptide concentration) required to prevent visible bacterial growth after 18 hr of incubation at 37 C in Mueller-Hinton broth against Acinetobacter baumannii 118A,F,,,Acinetobacter baumannii,470.0,
6323,1,,,N,Intermediate,10624,Activity against Acinetobacter calcoaceticus (AC54),F,,,Acinetobacter calcoaceticus,471.0,
6324,1,,,N,Expert,16717,In vitro antifungal activity against Aspergillus flavus CM74,F,,,Aspergillus flavus,5059.0,
6325,1,,,N,Expert,16717,In vitro antifungal activity against Aspergillus flavus CM74,F,,,Aspergillus flavus,5059.0,
6326,1,,,N,Intermediate,5513,Inhibitory activity tested against Aspergillus fumigatus at 256 ug/mL concentration,F,,,Aspergillus fumigatus,746128.0,
6327,1,,,N,Intermediate,15962,In vitro minimum fungicidal concentration required to inhibit Aspergillus fumigatus(MFC),F,,,Aspergillus fumigatus,746128.0,
6328,1,,,N,Intermediate,15962,Antimicrobial activity against Aspergillus fumigatus (MIC),F,,,Aspergillus fumigatus,746128.0,
6329,1,,,N,Intermediate,15962,Antimicrobial activity against Aspergillus fumigatus (MIC),F,,,Aspergillus fumigatus,746128.0,
6330,1,,,N,Intermediate,15962,In vitro antimicrobial activity against Aspergillus fumigatus (MIC),F,,,Aspergillus fumigatus,746128.0,
6331,1,,,N,Expert,16717,In vitro antifungal activity against Aspergillus fumigatus 48238E,F,,,Aspergillus fumigatus,746128.0,
6332,1,,,N,Expert,16717,In vitro antifungal activity against Aspergillus fumigatus 48238E,F,,,Aspergillus fumigatus,746128.0,
6333,1,,,N,Intermediate,8117,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces naeslundii 631,F,,,Actinomyces naeslundii,1655.0,
6334,1,,,N,Intermediate,8117,Compound is evaluated for plaque-bactericidal index (PBI) against Actinomyces viscosus M-100,F,,,Actinomyces viscosus,1656.0,
6335,1,,,N,Intermediate,15472,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),F,,,Acanthocheilonema viteae,6277.0,
6336,1,,,N,Intermediate,15472,Tested in vivo for Acanthocheilonema viteae at 200 mg/kg X 5 days(perorally),F,,,Acanthocheilonema viteae,6277.0,
6337,1,,,N,Intermediate,16443,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527,F,,,Aggregatibacter actinomycetemcomitans,714.0,
6338,1,,,N,Intermediate,16443,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2,F,,,Aggregatibacter actinomycetemcomitans,714.0,
6339,1,,,N,Intermediate,16443,Antibacterial activity determined as minimal inhibitory concentration (MIC) against Actinobacillus actinomycetecommitans ATCC 29527; value ranges from 1-2; ND is Not Determined,F,,,Aggregatibacter actinomycetemcomitans,714.0,
6340,1,,,N,Intermediate,17206,Effect on NAD+ depletion (% remaining versus vehicle control) in presence of MNNG (25 uM) at 11 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,
6341,1,,,N,Intermediate,17206,Percent ADP-ribose polymer formation at 25 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,
6342,1,,,N,Intermediate,16381,% inhibition against A549 cells (lung cancer) at 0.04 ug/mL,F,,,Homo sapiens,9606.0,
6343,1,,,N,Intermediate,16381,% inhibition against A549 cells (lung cancer) at 0.4 ug/mL,F,,,Homo sapiens,9606.0,
6344,1,,,N,Intermediate,16381,% inhibition against A549 cells (lung cancer) at 4 ug/mL,F,,,Homo sapiens,9606.0,
6345,1,,,N,Intermediate,16381,GI values against A549 cells (lung cancer),F,,,Homo sapiens,9606.0,
6346,1,,,N,Intermediate,17206,Effect on NAD+ depletion (% remaining versus vehicle control) 25 uM compound concentration in A549 cells,F,,,Homo sapiens,9606.0,
6347,1,,,N,Intermediate,16325,Inhibitory activity against A549 human adenocarcinoma,F,,,Homo sapiens,9606.0,
6348,1,,,N,Intermediate,10708,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 200 mg/kg,F,,,Homo sapiens,9606.0,
6349,1,,,N,Intermediate,10708,Evaluated for the antineoplastic activity against A549 lung (nonsmall cell) tumor xenograft in nude mice after administering 3 injections (intra peritoneally) at a dose of 100 mg/kg,F,,,Homo sapiens,9606.0,
6350,1,,,N,Intermediate,17376,Inhibitory activity against A549 lung adenocarcinoma cell line,F,,,Homo sapiens,9606.0,
6351,1,,,N,Intermediate,17376,Inhibitory activity against A549 lung adenocarcinoma cell line; not determined,F,,,Homo sapiens,9606.0,
6352,1,,,N,Intermediate,17488,Cytotoxicity against human A549 lung cells,F,,,Homo sapiens,9606.0,
6353,1,,,N,Intermediate,17404,In vivo percent inhibitory activity of intraperitoneally administered compound (50 mg/kg/day) against mice infected with A549 tumor,F,,,Homo sapiens,9606.0,
6354,1,,,N,Expert,10958,Growth inhibition of A549 (human lung carcinoma) cell line.,F,,,Homo sapiens,9606.0,
6355,1,,,N,Expert,17099,Effective dose required for inhibitory activity against A549 human tumor cell line.,F,,,Homo sapiens,9606.0,
6356,1,,,N,Intermediate,17099,Effective dose required for inhibitory activity against A549 human tumor cell line; Not active,F,,,Homo sapiens,9606.0,
6357,1,,,N,Intermediate,4096,Cytotoxicity was evaluated against A549 tumor cell lines; Inactive,F,,,Homo sapiens,9606.0,
6358,1,,,N,Expert,4096,Cytotoxicity evaluated against A549 tumor cell lines; significant activity,F,,,Homo sapiens,9606.0,
6359,1,,,N,Intermediate,4096,Cytotoxicity was evaluated against A549 tumor cell lines; Slightly active,F,,,Homo sapiens,9606.0,
6360,1,,,N,Intermediate,2525,In vitro inhibitory activity against A549 tumor cell culture,F,,,Homo sapiens,9606.0,
6361,1,,,N,Intermediate,2525,In vitro inhibitory activity against A549 tumor cell culture; IA= Inactive,F,,,Homo sapiens,9606.0,
6362,1,,,N,Intermediate,5302,Activity against human lung cancer with mutated beta-tubulin (A549-T2415),F,,,Homo sapiens,9606.0,
6363,1,,,N,Intermediate,16325,Growth inhibitory activity was determined against A549/ATCC cancer cell line of non-small cell lung cancer,F,,,Homo sapiens,9606.0,
6364,1,,,N,Intermediate,16939,Inhibition of growth of A549/ATCC nonsmall cell lung cancer cell line,F,,,Homo sapiens,9606.0,
6365,1,,,N,Intermediate,17229,In vitro antitumor activity against NSCL A549/ATCC tumor cell lines,F,,,Homo sapiens,9606.0,
