ASSI,ASTETY,CHEI,ASSTR,ASCETY,DOI,RELATT,CONFSCO,CUB,SI,SRASI,CI,BFO,TII,VARII
14181,,CHEMBL625232,,,10014,U,0,Autocuration,1,,,BAO_0000019,,
14182,,CHEMBL625233,,,10014,U,0,Autocuration,1,,,BAO_0000019,,
14183,,CHEMBL625979,,,568,U,0,Autocuration,1,,,BAO_0000019,,
14184,,CHEMBL625980,,,10026,U,0,Autocuration,1,,,BAO_0000019,,
14185,,CHEMBL625981,,,10281,U,0,Autocuration,1,,,BAO_0000019,,
14186,,CHEMBL625982,,,10281,U,0,Autocuration,1,,,BAO_0000019,,
14187,,CHEMBL625983,,,9680,U,0,Autocuration,1,,,BAO_0000019,,
14188,,CHEMBL625984,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14189,,CHEMBL625985,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14190,,CHEMBL625986,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14191,,CHEMBL625987,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14192,,CHEMBL625988,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14193,,CHEMBL625989,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14194,,CHEMBL625990,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14195,,CHEMBL625991,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14196,,CHEMBL625992,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14197,,CHEMBL625993,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14198,,CHEMBL631973,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14199,,CHEMBL632143,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14200,,CHEMBL632144,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14201,,CHEMBL632145,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14202,,CHEMBL632146,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14203,,CHEMBL632147,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14204,,CHEMBL632148,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14205,,CHEMBL632149,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14206,,CHEMBL632150,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14207,,CHEMBL632151,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14208,,CHEMBL632152,,,3008,N,1,Intermediate,1,,,BAO_0000218,,
14209,,CHEMBL632153,,,4509,N,1,Intermediate,1,,,BAO_0000218,,
14210,,CHEMBL632154,,,4509,N,1,Intermediate,1,,,BAO_0000218,,
14211,,CHEMBL632155,,,8613,N,1,Intermediate,1,,,BAO_0000218,,
14212,,CHEMBL632156,,,8613,N,1,Intermediate,1,,,BAO_0000218,,
14213,,CHEMBL632157,,,8613,N,1,Intermediate,1,,,BAO_0000218,,
14214,,CHEMBL632158,,,8613,N,1,Intermediate,1,,,BAO_0000218,,
14215,,CHEMBL632159,,,8613,N,1,Intermediate,1,,,BAO_0000218,,
14216,,CHEMBL626305,,,8613,N,1,Intermediate,1,,,BAO_0000218,,
14217,,CHEMBL626306,,,8613,N,1,Intermediate,1,,,BAO_0000218,,
14218,,CHEMBL626307,,,8613,N,1,Intermediate,1,,,BAO_0000218,,
14219,,CHEMBL626308,,,8613,N,1,Intermediate,1,,,BAO_0000218,,
14220,,CHEMBL626479,,,8613,N,1,Intermediate,1,,,BAO_0000218,,
14221,,CHEMBL626480,,,8613,N,1,Intermediate,1,,,BAO_0000218,,
14222,,CHEMBL626481,,,6021,U,0,Autocuration,1,,,BAO_0000100,,
14223,,CHEMBL626482,,,9348,U,0,Autocuration,1,,,BAO_0000019,,
14224,,CHEMBL626483,,,15592,N,1,Intermediate,1,,,BAO_0000218,,
14225,,CHEMBL626484,,,15592,N,1,Intermediate,1,,,BAO_0000218,,
14226,,CHEMBL626485,,,15592,U,0,Autocuration,1,,,BAO_0000100,,
14227,,CHEMBL626486,,,15592,U,0,Autocuration,1,,,BAO_0000100,,
14228,,CHEMBL626487,,,15592,U,0,Autocuration,1,,,BAO_0000100,,
14229,In vivo,CHEMBL626488,,,15592,N,1,Intermediate,1,,,BAO_0000218,1969.0,
14230,,CHEMBL626489,,,7095,N,1,Intermediate,1,,,BAO_0000218,1977.0,
14231,,CHEMBL626490,,,16618,U,0,Autocuration,1,,,BAO_0000019,,
14232,,CHEMBL626491,,,16835,U,0,Autocuration,1,,,BAO_0000100,,
14233,,CHEMBL626492,,,15284,U,0,Autocuration,1,,,BAO_0000100,,
14234,,CHEMBL626493,,,15750,U,0,Autocuration,1,,,BAO_0000019,,
14235,In vivo,CHEMBL626494,,,16618,N,1,Intermediate,1,,,BAO_0000218,,
14236,In vivo,CHEMBL626495,,,16618,U,0,Autocuration,1,,,BAO_0000218,,
14237,,CHEMBL626496,,,15812,N,1,Intermediate,1,,,BAO_0000218,1969.0,
14238,In vivo,CHEMBL626497,,,16618,N,1,Intermediate,1,,,BAO_0000218,,
14239,In vivo,CHEMBL626498,,,16618,U,0,Autocuration,1,,,BAO_0000218,,
14240,,CHEMBL626499,,,13098,N,1,Intermediate,1,,,BAO_0000218,,
14241,,CHEMBL626500,,,13098,N,1,Intermediate,1,,,BAO_0000218,,
14242,,CHEMBL626501,,,15812,N,1,Intermediate,1,,,BAO_0000218,1969.0,
14243,,CHEMBL626502,,,15812,N,1,Intermediate,1,,,BAO_0000218,1969.0,
14244,,CHEMBL626503,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14245,,CHEMBL626504,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14246,,CHEMBL626505,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14247,,CHEMBL626506,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14248,,CHEMBL626507,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14249,,CHEMBL626508,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14250,,CHEMBL626509,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14251,,CHEMBL875480,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14252,,CHEMBL626510,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14253,,CHEMBL626511,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14254,,CHEMBL626512,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14255,,CHEMBL628208,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14256,,CHEMBL628209,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14257,,CHEMBL628210,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14258,,CHEMBL628211,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14259,,CHEMBL628212,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14260,,CHEMBL628213,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14261,,CHEMBL628214,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14262,,CHEMBL628215,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14263,,CHEMBL628216,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14264,,CHEMBL626595,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14265,,CHEMBL626596,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14266,,CHEMBL626597,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14267,,CHEMBL626598,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14268,,CHEMBL622242,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14269,,CHEMBL622243,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14270,,CHEMBL622244,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14271,,CHEMBL622245,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14272,,CHEMBL622246,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14273,,CHEMBL622247,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14274,,CHEMBL622248,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14275,,CHEMBL877483,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14276,,CHEMBL622249,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14277,,CHEMBL622250,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14278,,CHEMBL622251,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14279,,CHEMBL622252,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14280,,CHEMBL622253,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14281,,CHEMBL622254,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14282,,CHEMBL622255,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14283,,CHEMBL622256,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14284,,CHEMBL622257,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14285,,CHEMBL622258,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14286,,CHEMBL622259,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14287,,CHEMBL622927,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14288,,CHEMBL622928,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14289,,CHEMBL622929,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14290,,CHEMBL623182,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14291,,CHEMBL623183,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14292,,CHEMBL623184,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14293,,CHEMBL623185,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14294,,CHEMBL877484,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14295,,CHEMBL627274,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14296,,CHEMBL623186,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14297,,CHEMBL623187,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14298,,CHEMBL623188,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14299,,CHEMBL628055,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14300,,CHEMBL628056,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14301,,CHEMBL628200,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14302,,CHEMBL628201,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14303,,CHEMBL628202,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14304,,CHEMBL628203,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14305,,CHEMBL628204,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14306,,CHEMBL628205,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14307,,CHEMBL628206,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14308,In vivo,CHEMBL628207,,,13257,U,0,Autocuration,1,,,BAO_0000218,2367.0,
14309,In vivo,CHEMBL627220,,,13257,U,0,Autocuration,1,,,BAO_0000218,2367.0,
14310,In vivo,CHEMBL627221,,,13257,U,0,Autocuration,1,,,BAO_0000218,2385.0,
14311,In vivo,CHEMBL627222,,,13257,U,0,Autocuration,1,,,BAO_0000218,2367.0,
14312,In vivo,CHEMBL627223,,,13257,U,0,Autocuration,1,,,BAO_0000218,,
14313,In vivo,CHEMBL632062,,,13257,U,0,Autocuration,1,,,BAO_0000218,2385.0,
14314,In vivo,CHEMBL632063,,,13257,U,0,Autocuration,1,,,BAO_0000218,2106.0,
14315,In vivo,CHEMBL632064,,,13257,U,0,Autocuration,1,,,BAO_0000218,1255.0,
14316,In vivo,CHEMBL632065,,,13257,U,0,Autocuration,1,,,BAO_0000218,178.0,
14317,In vivo,CHEMBL632066,,,13257,U,0,Autocuration,1,,,BAO_0000218,1474.0,
14318,In vivo,CHEMBL632067,,,13257,U,0,Autocuration,1,,,BAO_0000218,,
14319,In vivo,CHEMBL629188,,,13257,U,0,Autocuration,1,,,BAO_0000218,2113.0,
14320,In vivo,CHEMBL629189,,,13257,U,0,Autocuration,1,,,BAO_0000218,2107.0,
14321,In vivo,CHEMBL629190,,,13257,U,0,Autocuration,1,,,BAO_0000218,2048.0,
14322,In vivo,CHEMBL629191,,,13257,U,0,Autocuration,1,,,BAO_0000218,2385.0,
14323,In vivo,CHEMBL629192,,,13257,U,0,Autocuration,1,,,BAO_0000218,2367.0,
14324,In vivo,CHEMBL629193,,,13257,U,0,Autocuration,1,,,BAO_0000218,2385.0,
14325,In vivo,CHEMBL629194,,,13257,U,0,Autocuration,1,,,BAO_0000218,2367.0,
14326,In vivo,CHEMBL629195,,,13257,U,0,Autocuration,1,,,BAO_0000218,,
14327,In vivo,CHEMBL629373,,,13257,U,0,Autocuration,1,,,BAO_0000218,2385.0,
14328,In vivo,CHEMBL629374,,,13257,U,0,Autocuration,1,,,BAO_0000218,2106.0,
14329,In vivo,CHEMBL629375,,,13257,U,0,Autocuration,1,,,BAO_0000218,2367.0,
14330,In vivo,CHEMBL629376,,,13257,U,0,Autocuration,1,,,BAO_0000218,1255.0,
14331,In vivo,CHEMBL629377,,,13257,U,0,Autocuration,1,,,BAO_0000218,178.0,
14332,In vivo,CHEMBL629378,,,13257,U,0,Autocuration,1,,,BAO_0000218,1474.0,
14333,In vivo,CHEMBL629379,,,13257,U,0,Autocuration,1,,,BAO_0000218,,
14334,In vivo,CHEMBL629151,,,13257,U,0,Autocuration,1,,,BAO_0000218,2113.0,
14335,In vivo,CHEMBL629152,,,13257,U,0,Autocuration,1,,,BAO_0000218,2107.0,
14336,In vivo,CHEMBL629153,,,13257,U,0,Autocuration,1,,,BAO_0000218,2048.0,
14337,In vivo,CHEMBL629154,,,13257,U,0,Autocuration,1,,,BAO_0000218,2385.0,
14338,In vivo,CHEMBL629155,,,13257,U,0,Autocuration,1,,,BAO_0000218,2367.0,
14339,In vivo,CHEMBL629156,,,13257,U,0,Autocuration,1,,,BAO_0000218,2367.0,
14340,In vivo,CHEMBL629157,,,13257,U,0,Autocuration,1,,,BAO_0000218,2385.0,
14341,In vivo,CHEMBL629158,,,13257,U,0,Autocuration,1,,,BAO_0000218,2367.0,
14342,In vivo,CHEMBL629159,,,13257,U,0,Autocuration,1,,,BAO_0000218,,
14343,In vivo,CHEMBL629160,,,13257,U,0,Autocuration,1,,,BAO_0000218,2385.0,
14344,In vivo,CHEMBL629161,,,13257,U,0,Autocuration,1,,,BAO_0000218,2106.0,
14345,In vivo,CHEMBL629162,,,13257,U,0,Autocuration,1,,,BAO_0000218,1255.0,
14346,In vivo,CHEMBL629163,,,13257,U,0,Autocuration,1,,,BAO_0000218,178.0,
14347,In vivo,CHEMBL629164,,,13257,U,0,Autocuration,1,,,BAO_0000218,1474.0,
14348,In vivo,CHEMBL629165,,,13257,U,0,Autocuration,1,,,BAO_0000218,,
14349,In vivo,CHEMBL629166,,,13257,U,0,Autocuration,1,,,BAO_0000218,2107.0,
14350,In vivo,CHEMBL629167,,,13257,U,0,Autocuration,1,,,BAO_0000218,2048.0,
14351,In vivo,CHEMBL629168,,,13257,U,0,Autocuration,1,,,BAO_0000218,2385.0,
14352,,CHEMBL629169,,,2193,U,0,Autocuration,1,,,BAO_0000019,,
14353,,CHEMBL629170,,,2193,U,0,Autocuration,1,,,BAO_0000019,,
14354,,CHEMBL631153,,,2193,U,0,Autocuration,1,,,BAO_0000019,,
14355,,CHEMBL875121,,,2193,U,0,Autocuration,1,,,BAO_0000019,,
14356,,CHEMBL631154,,,2193,U,0,Autocuration,1,,,BAO_0000019,,
14357,,CHEMBL631155,,,2193,U,0,Autocuration,1,,,BAO_0000019,,
14358,,CHEMBL631156,,,568,U,0,Autocuration,1,,,BAO_0000019,,
14359,,CHEMBL631157,,,9680,U,0,Autocuration,1,,,BAO_0000019,,
14360,,CHEMBL631158,,,9680,U,0,Autocuration,1,,,BAO_0000019,,
14361,,CHEMBL631159,,,9680,U,0,Autocuration,1,,,BAO_0000019,,
14362,,CHEMBL631160,,,10026,U,0,Autocuration,1,,,BAO_0000019,,
14363,,CHEMBL631161,,,10281,U,0,Autocuration,1,,,BAO_0000019,,
14364,,CHEMBL631162,,,10014,U,0,Autocuration,1,,,BAO_0000019,,
14365,,CHEMBL630313,,,10014,U,0,Autocuration,1,,,BAO_0000019,,
14366,,CHEMBL630314,,,9680,U,0,Autocuration,1,,,BAO_0000019,,
14367,,CHEMBL630315,,,9680,U,0,Autocuration,1,,,BAO_0000019,,
14368,,CHEMBL630316,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14369,,CHEMBL630986,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14370,,CHEMBL630987,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14371,,CHEMBL630988,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14372,,CHEMBL630989,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14373,,CHEMBL630990,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14374,,CHEMBL630991,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14375,,CHEMBL630992,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14376,,CHEMBL630993,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14377,,CHEMBL630994,,,13028,U,0,Autocuration,1,,,BAO_0000019,,
14378,,CHEMBL630995,,,10014,N,1,Intermediate,1,,,BAO_0000218,,
14379,,CHEMBL629252,,,9962,U,0,Autocuration,1,,,BAO_0000019,,
14380,,CHEMBL629253,,,12029,U,0,Autocuration,1,,,BAO_0000019,,
14381,,CHEMBL629944,,,12029,U,0,Autocuration,1,,,BAO_0000019,,
14382,,CHEMBL629945,,,10583,N,1,Intermediate,1,,,BAO_0000218,3126.0,
14383,,CHEMBL629946,,,568,U,0,Autocuration,1,,,BAO_0000019,,
14384,,CHEMBL629947,,,568,U,0,Autocuration,1,,,BAO_0000019,,
14385,,CHEMBL629948,,,568,U,0,Autocuration,1,,,BAO_0000019,,
14386,,CHEMBL856024,,,568,U,0,Autocuration,1,,,BAO_0000019,,
14387,,CHEMBL629949,,,7493,U,0,Autocuration,1,,,BAO_0000019,,
14388,,CHEMBL629950,,,8371,U,0,Autocuration,1,,,BAO_0000019,,
14389,,CHEMBL630127,,,13114,U,0,Autocuration,1,,,BAO_0000100,,
14390,,CHEMBL630128,,,15515,U,0,Autocuration,1,,,BAO_0000100,,
14391,,CHEMBL630129,,,522,U,0,Autocuration,1,,,BAO_0000100,,
14392,,CHEMBL630130,,,13888,U,0,Autocuration,1,,,BAO_0000019,,
14393,,CHEMBL875234,,,2616,U,0,Autocuration,1,,,BAO_0000100,,
14394,,CHEMBL630131,,,3798,U,0,Autocuration,1,,,BAO_0000100,,
14395,,CHEMBL630132,,,8731,N,1,Intermediate,1,,,BAO_0000218,,
14396,,CHEMBL630133,,,11892,U,0,Autocuration,1,,,BAO_0000019,,
14397,,CHEMBL630134,,,11892,U,0,Autocuration,1,,,BAO_0000019,,
14398,,CHEMBL630135,,,2582,U,0,Autocuration,1,,,BAO_0000019,,
14399,,CHEMBL630136,,,11892,U,0,Autocuration,1,,,BAO_0000019,,
14400,,CHEMBL630137,,,13396,U,0,Autocuration,1,,,BAO_0000019,,
14401,,CHEMBL630138,,,603,U,0,Autocuration,1,,,BAO_0000019,,
14402,,CHEMBL630139,,,15673,U,0,Autocuration,1,,,BAO_0000019,,
14403,,CHEMBL630140,,,10368,U,0,Autocuration,1,,,BAO_0000019,,
14404,,CHEMBL875235,,,14228,U,0,Autocuration,1,,,BAO_0000019,,
14405,,CHEMBL876439,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14406,,CHEMBL630605,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14407,,CHEMBL630606,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14408,,CHEMBL630607,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14409,,CHEMBL630608,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14410,,CHEMBL630609,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14411,,CHEMBL630610,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14412,,CHEMBL630611,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14413,,CHEMBL629552,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14414,,CHEMBL629733,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14415,,CHEMBL629734,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14416,,CHEMBL629735,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14417,,CHEMBL629736,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14418,,CHEMBL629737,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14419,,CHEMBL629738,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14420,,CHEMBL629739,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14421,,CHEMBL629740,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14422,,CHEMBL629741,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14423,,CHEMBL629742,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14424,,CHEMBL629743,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14425,,CHEMBL629744,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14426,,CHEMBL629745,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14427,,CHEMBL629746,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14428,,CHEMBL629747,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14429,,CHEMBL629748,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14430,,CHEMBL629749,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14431,,CHEMBL629750,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14432,,CHEMBL629751,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14433,,CHEMBL629752,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14434,,CHEMBL629753,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14435,,CHEMBL629754,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14436,,CHEMBL629755,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14437,,CHEMBL629756,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14438,,CHEMBL629757,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14439,,CHEMBL629758,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14440,,CHEMBL629759,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14441,,CHEMBL629760,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14442,,CHEMBL876443,,,11510,N,1,Intermediate,1,,,BAO_0000218,,
14443,,CHEMBL629761,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14444,,CHEMBL629762,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14445,,CHEMBL629763,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14446,,CHEMBL629764,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14447,,CHEMBL629765,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14448,,CHEMBL629766,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14449,,CHEMBL629767,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14450,,CHEMBL629768,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14451,,CHEMBL629769,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14452,,CHEMBL629770,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14453,,CHEMBL629771,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14454,,CHEMBL629772,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14455,,CHEMBL629773,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14456,,CHEMBL625455,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14457,,CHEMBL625456,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14458,,CHEMBL625457,,,8310,N,1,Intermediate,1,,,BAO_0000218,,
14459,,CHEMBL625458,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14460,,CHEMBL625459,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14461,,CHEMBL875483,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14462,,CHEMBL634779,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14463,,CHEMBL625460,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14464,,CHEMBL626117,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14465,,CHEMBL626118,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14466,,CHEMBL628342,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14467,,CHEMBL628343,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14468,,CHEMBL628344,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14469,,CHEMBL628345,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14470,,CHEMBL628346,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14471,,CHEMBL628347,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14472,,CHEMBL628348,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14473,,CHEMBL628349,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14474,,CHEMBL875611,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14475,,CHEMBL628350,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14476,,CHEMBL628351,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14477,,CHEMBL628352,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14478,,CHEMBL628353,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14479,,CHEMBL628354,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14480,,CHEMBL626667,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14481,,CHEMBL626668,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14482,,CHEMBL626669,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14483,,CHEMBL626670,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14484,,CHEMBL626671,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14485,,CHEMBL626672,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14486,,CHEMBL626673,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14487,,CHEMBL626674,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14488,,CHEMBL626675,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14489,,CHEMBL626676,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14490,,CHEMBL626677,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14491,,CHEMBL626678,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14492,,CHEMBL626679,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14493,,CHEMBL875612,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14494,,CHEMBL626680,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
14495,,CHEMBL626681,,,12582,N,1,Intermediate,1,,,BAO_0000218,1088.0,
