assay_id,relationship_type,description,variant_id,assay_organism,assay_type,src_assay_id,bao_format,doc_id,assay_test_type,assay_tax_id,confidence_score,curated_by,src_id,chembl_id,cell_id,tissue_id
85,H,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in Saccharomyces cerevisiae microsomes",,Saccharomyces cerevisiae,B,,BAO_0000251,11375,,4932.0,8,Autocuration,1,CHEMBL615206,,
86,H,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in pig liver microsomes",,Sus scrofa,B,,BAO_0000251,11375,,9823.0,8,Autocuration,1,CHEMBL615207,,2107.0
87,H,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase",,Rattus norvegicus,B,,BAO_0000019,791,,10116.0,8,Autocuration,1,CHEMBL827084,,
88,H,"Concentration required to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase (OSC)",,Rattus norvegicus,B,,BAO_0000019,791,,10116.0,8,Autocuration,1,CHEMBL615208,,
89,H,"Evaluated for its activity to inhibit rat liver 2,3-oxidosqualene-lanosterol cyclase, activity expressed as Ki",,Rattus norvegicus,B,,BAO_0000019,791,,10116.0,8,Autocuration,1,CHEMBL615209,,
90,D,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene cyclase in rat liver microsomes",,Rattus norvegicus,B,,BAO_0000251,11375,,10116.0,9,Autocuration,1,CHEMBL615210,,2107.0
91,D,"Compound was evaluated for the inhibition of microsomal 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,Rattus norvegicus,B,,BAO_0000251,11375,,10116.0,9,Autocuration,1,CHEMBL615211,,2107.0
92,D,"Compound was evaluated for inhibitory activity against 2,3-oxidosqualene-lanosterol cyclase in rat liver microsomes",,Rattus norvegicus,B,,BAO_0000251,153,,10116.0,9,Autocuration,1,CHEMBL615212,,2107.0
93,H,Molar concentration needed to give 50% prevention of 2-5A (Adenosine dependent endoribonuclease),,,B,,BAO_0000357,8269,,,8,Expert,1,CHEMBL615213,,
94,H,Molar concentration required to displace 50% of the radiolabeled probe from 2-5A (Adenosine dependent endoribonuclease) in endonuclease-nitrocellulose complex,,,B,,BAO_0000357,8269,,,8,Expert,1,CHEMBL615273,,
95,N,In vitro cytotoxic concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,Homo sapiens,F,,BAO_0000219,17653,,9606.0,1,Expert,1,CHEMBL615274,726.0,
96,N,50% Effective concentration of compound required for inhibiting intracellular viral replicative intermediate DNA in HBV-transfected 2.2.15 cell line.,,Homo sapiens,F,,BAO_0000219,14277,,9606.0,1,Intermediate,1,CHEMBL615275,726.0,
97,N,Antiviral activity against Hepatitis B virus in 2.2.15 cell line,,Homo sapiens,F,,BAO_0000219,1717,,9606.0,1,Intermediate,1,CHEMBL615276,726.0,
98,N,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells,,Homo sapiens,F,,BAO_0000219,14091,,9606.0,1,Intermediate,1,CHEMBL615277,726.0,
99,N,In vitro effective concentration against hepatitis B virus was determined in 2.2.15 cells; Not determined,,Homo sapiens,F,,BAO_0000219,14091,,9606.0,1,Intermediate,1,CHEMBL615326,726.0,
100,N,In vitro effective concentration required to inhibit hepatitisB virus (HBV) replication in 2.2.15 cell line,,Hepatitis B virus,F,,BAO_0000218,17653,,10407.0,1,Expert,1,CHEMBL883130,,
101,N,Ability to inhibit the episomal HBV-DNA in 2.2.15 cells.,,Homo sapiens,F,,BAO_0000219,13105,,9606.0,1,Intermediate,1,CHEMBL884519,726.0,
102,N,Concentration required to inhibit 50% of 2.2.15 cell line,,Homo sapiens,F,,BAO_0000219,1717,,9606.0,1,Intermediate,1,CHEMBL615327,726.0,
103,N,Anti viral activity against 2.2.15 cells (concentration required to reduce the log phase cell growth by 50%).,,Homo sapiens,A,,BAO_0000219,13105,,9606.0,1,Intermediate,1,CHEMBL615328,726.0,
104,N,Cytotoxic activity of compound against uninfected 2.2.15 cells.,,Homo sapiens,F,,BAO_0000218,13600,,9606.0,1,Intermediate,1,CHEMBL615329,,
105,N,Anti hepatitis-B virus activity was evaluated in 2.2.15 cells.,,Homo sapiens,F,,BAO_0000218,13467,,9606.0,1,Intermediate,1,CHEMBL615330,,
106,N,"Inhibition of the replication of HBV in 2.2.15 cells, by DNA hybridization assay",,Hepatitis B virus,F,,BAO_0000218,17477,,10407.0,1,Expert,1,CHEMBL615331,,
107,N,In vitro anti-HBV activity in 2.2.15 cells,,Homo sapiens,F,,BAO_0000218,1593,,9606.0,1,Intermediate,1,CHEMBL615332,,
108,N,In vitro anti-HBV activity in 2.2.15 cells; Not determined,,Homo sapiens,F,,BAO_0000218,1593,,9606.0,1,Intermediate,1,CHEMBL615333,,
109,N,The compound was tested in vitro for the anti-HBV activity against 2.2.15 cells,,Homo sapiens,F,,BAO_0000218,15089,,9606.0,1,Intermediate,1,CHEMBL615334,,
110,N,The compound was tested in vitro for the anti-HBV activity in 2.2.15 cells,,Homo sapiens,F,,BAO_0000218,15089,,9606.0,1,Intermediate,1,CHEMBL615335,,
111,N,Cytotoxicity in 2.2.15 cells,,Homo sapiens,F,,BAO_0000218,1593,,9606.0,1,Intermediate,1,CHEMBL615336,,
112,N,Cytotoxicity in 2.2.15 cells; Not determined,,Homo sapiens,F,,BAO_0000218,1593,,9606.0,1,Intermediate,1,CHEMBL615337,,
113,N,Inhibitory activity of compound against hepatitis B virus (HBV) in growing cultures of 2.2.15 cells,,Homo sapiens,F,,BAO_0000218,13600,,9606.0,1,Intermediate,1,CHEMBL615338,,
114,N,The growth inhibition activity for the compound was evaluated in 2.2.15 cells.,,Homo sapiens,F,,BAO_0000218,13467,,9606.0,1,Intermediate,1,CHEMBL615339,,
115,N,Selectivity index was determined from the ratio of IC50 to the EC50 values evaluated in 2.2.15 cells.,,Homo sapiens,F,,BAO_0000218,13467,,9606.0,1,Intermediate,1,CHEMBL615340,,
116,N,Antiviral activity against HBV was determined in 2.215 cell line,,Homo sapiens,F,,BAO_0000219,14764,,9606.0,1,Intermediate,1,CHEMBL615341,726.0,
117,U,Inhibition of 20-HETE synthesis in human renal microsomes,,Homo sapiens,B,,BAO_0000251,6531,,9606.0,0,Autocuration,1,CHEMBL615342,,
118,U,Inhibitory activity against 20-HETE production from arachidonic acid using human renal microsome 20-HETE synthase.,,,B,,BAO_0000019,17322,,,0,Autocuration,1,CHEMBL615343,,
119,N,Inhibitory concentration against 2008 (ovarian) cells,,Homo sapiens,F,,BAO_0000219,17072,,9606.0,1,Intermediate,1,CHEMBL615344,388.0,
120,N,50% Growth inhibitory concentration( GI 50 ) by using 2008 human ovarian carcinoma cell lines.,,Homo sapiens,F,,BAO_0000219,16936,,9606.0,1,Intermediate,1,CHEMBL615345,388.0,
121,N,Compound was tested for 50% growth inhibitory concentration by using human ovarian carcinoma cell lines (2008),,Homo sapiens,F,,BAO_0000219,16936,,9606.0,1,Intermediate,1,CHEMBL615346,388.0,
122,N,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells,,Homo sapiens,F,,BAO_0000219,17146,,9606.0,1,Intermediate,1,CHEMBL615347,388.0,
123,N,Direct cytotoxicity against the selected tumor cell line 2008 was determined especially on ovarian adenocarcinoma derived cells; not detected,,Homo sapiens,F,,BAO_0000219,17146,,9606.0,1,Intermediate,1,CHEMBL615348,388.0,
124,N,In vitro inhibition of 2008/R ovarian cancer cell line,,Homo sapiens,F,,BAO_0000219,10797,,9606.0,1,Intermediate,1,CHEMBL827085,561.0,
125,N,In vitro inhibition of 2008/R ovarian cancer cell line; NA= Not achievable,,Homo sapiens,F,,BAO_0000219,10797,,9606.0,1,Intermediate,1,CHEMBL615349,561.0,
126,N,In vitro inhibition of 2008/S ovarian cancer cell line,,Homo sapiens,F,,BAO_0000219,10797,,9606.0,1,Intermediate,1,CHEMBL615350,389.0,
127,N,In vitro inhibition of 2008/S ovarian cancer cell line; NA= Not achievable,,Homo sapiens,F,,BAO_0000219,10797,,9606.0,1,Intermediate,1,CHEMBL615351,389.0,
128,S,Tested in vitro for inhibition of chymotrypsin like activity of purified human 20S proteasome,,Homo sapiens,B,,BAO_0000220,4823,,9606.0,2,Expert,1,CHEMBL615352,,
129,S,Compound was evaluated for inhibitory activity against 20S proteasome from human liver and brain,,Homo sapiens,B,,BAO_0000220,12912,,9606.0,2,Intermediate,1,CHEMBL615353,,
130,S,Inhibition of chymotrypsin-like activity of 20S proteasome,,,B,,BAO_0000220,2957,,,2,Expert,1,CHEMBL615354,,
131,S,Inhibition of chymotrypsin-like activity of 20S proteasome; value ranges from 10-20 uM,,,B,,BAO_0000220,2957,,,2,Expert,1,CHEMBL615355,,
132,S,Inhibitory activity against 20S proteosome,,,B,,BAO_0000220,3260,,,2,Intermediate,1,CHEMBL615356,,
133,U,Compound was tested for inhibitory activity against tryptase,,Homo sapiens,B,,BAO_0000019,3451,,9606.0,0,Autocuration,1,CHEMBL615357,,
134,N,Concentration required to inhibit 50% of extracellular circular replication of HBV DNA using 2215 cell line,,Homo sapiens,F,,BAO_0000219,13885,,9606.0,1,Intermediate,1,CHEMBL615358,726.0,
135,N,Concentration required to inhibit 50% of intracellular circular replication of HBV DNA using 2215 cell line,,Homo sapiens,F,,BAO_0000219,13885,,9606.0,1,Intermediate,1,CHEMBL827086,726.0,
136,U,Compound was tested for the inhibition of Alpha-glucosidase,,,B,,BAO_0000019,3676,,,0,Autocuration,1,CHEMBL615359,,
137,H,Inhibitory concentration against human neutrophil elastase (HNE),,,B,,BAO_0000357,6043,,,8,Autocuration,1,CHEMBL615360,,
138,U,Change in heart rate was expressed in percent at at a dose 0.002 mg/kg iv in anesthetized rat,,Rattus norvegicus,F,,BAO_0000218,11140,,10116.0,0,Autocuration,1,CHEMBL615361,,948.0
139,H,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,,F,,BAO_0000019,10543,,,8,Autocuration,1,CHEMBL615362,,
140,H,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,,F,,BAO_0000019,10543,,,8,Expert,1,CHEMBL615363,,
141,H,Minimum inhibitory concentration of compound against 20 Mycobacterium avium complex (MAC) clinical isolates,,,B,,BAO_0000357,10543,,,8,Autocuration,1,CHEMBL615364,,
142,H,90% inhibition of the 20 Mycobacterium avium complex (MAC) clinical isolates,,,F,,BAO_0000019,10543,,,8,Expert,1,CHEMBL615365,,
143,N,In Vitro evaluation for the growth inhibition of Subline (P388/AMSA) Leukemia cell lines,,Mus musculus,F,,BAO_0000219,11365,,10090.0,1,Intermediate,1,CHEMBL615366,524.0,
144,N,In Vitro evaluation for the growth inhibition of Subline (P388/CP) Leukemia cell lines,,Mus musculus,F,,BAO_0000219,11365,,10090.0,1,Intermediate,1,CHEMBL615367,524.0,
145,N,Compound was evaluated for the inhibition of cell replication human peripheral blood lymphocytes (PBL's).,,Homo sapiens,F,,BAO_0000219,11803,,9606.0,1,Intermediate,1,CHEMBL615368,554.0,
146,U,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells,,Ovis aries,F,,BAO_0000019,11803,,9940.0,0,Autocuration,1,CHEMBL615369,,
147,U,Compound was evaluated for the inhibition of cell replication sheep choroid plexus (SCP) cells.,,Ovis aries,F,,BAO_0000019,11803,,9940.0,0,Autocuration,1,CHEMBL615370,,
148,H,Compound is evaluated in vitro for the inhibition single mutant of HIV-1 RT (Y181C),,,B,,BAO_0000357,12278,,,8,Autocuration,1,CHEMBL615673,,
149,U,Compound was evaluated for its inhibitory effect on thymidine [3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-5,,Homo sapiens,F,,BAO_0000019,8249,,9606.0,0,Autocuration,1,CHEMBL615674,,
150,U,Compound was evaluated for its inhibitory effect on thymidine [3H]-dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-6,,Homo sapiens,F,,BAO_0000019,8249,,9606.0,0,Autocuration,1,CHEMBL615675,,
151,U,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in at conc. 10e-7,,Homo sapiens,F,,BAO_0000219,8249,,9606.0,0,Autocuration,1,CHEMBL615676,635.0,
152,U,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM cells in culture at conc. 10e-4,,Homo sapiens,F,,BAO_0000219,8249,,9606.0,0,Autocuration,1,CHEMBL615677,635.0,
153,U,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-5,,Homo sapiens,F,,BAO_0000219,8249,,9606.0,0,Autocuration,1,CHEMBL615678,635.0,
154,U,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM cells in culture at conc. 10e-6,,Homo sapiens,F,,BAO_0000219,8249,,9606.0,0,Autocuration,1,CHEMBL615679,635.0,
155,U,Compound was evaluated for its inhibitory effect on thymidine ([3H]-dThd) incorporation into DNA of CEM/MTX cells in at conc. 10e-7.,,Homo sapiens,F,,BAO_0000019,8249,,9606.0,0,Autocuration,1,CHEMBL615680,,
156,U,Compound was evaluated for its inhibitory effect on thymidine ([3H]dThd) incorporation into DNA of CEM/MTX cells in culture at conc. 10e-4,,Homo sapiens,F,,BAO_0000019,8249,,9606.0,0,Autocuration,1,CHEMBL615681,,
157,H,In vitro binding affinity towards (alpha-4)2(beta-2)3 neuronal nicotinic acetylcholine receptor in P2 membrane fractions of rat forebrain,,,B,,BAO_0000249,16992,,,6,Autocuration,1,CHEMBL857972,,
158,N,Minimum inhibitory concentration of compound against Streptococcus pyogenus septicemia in the mouse,,Streptococcus pyogenes,F,,BAO_0000218,10543,,1314.0,1,Intermediate,1,CHEMBL857899,,
159,N,Antiviral activity against 07/1 strain of thymidine kinase negative (TK-) Varicella-Zoster Virus (VZV),,Human herpesvirus 3,F,,BAO_0000218,17833,,10335.0,1,Intermediate,1,CHEMBL615371,,
160,N,Antiviral activity against 07/1 strain of VZV in HEL (human erythroleukemia) cells.,,vericilla zoster virus,F,,BAO_0000218,17290,,10335.0,1,Expert,1,CHEMBL615372,468.0,
161,N,Antiviral activity against 07/1 strain of VZV; ND: No data,,vericilla zoster virus,F,,BAO_0000218,17290,,10335.0,1,Intermediate,1,CHEMBL615373,,
162,N,Antiviral activity against 07/1 strain of VZV; ND=No data,,vericilla zoster virus,F,,BAO_0000218,17290,,10335.0,1,Intermediate,1,CHEMBL615374,,
163,N,"Antibacterial activity was determined against gram negative organism, Enterobacter cloacae (MA2646)",,escherichia cloac,F,,BAO_0000218,10932,,561.0,1,Intermediate,1,CHEMBL615375,,
164,U,Ratio of Ki at A2 to Ki at A1 receptors,,,B,,BAO_0000019,9707,,,0,Autocuration,1,CHEMBL615376,,
165,H,"In vitro inhibition of 1,3-beta-glucan synthase in Candida albicans membrane assay.",,Candida albicans,B,,BAO_0000249,2346,,5476.0,8,Expert,1,CHEMBL615377,,
166,H,"Inhibition of 1,3-beta-glucan synthase",,Candida glabrata CBS 138,B,,BAO_0000357,2205,,284593.0,8,Expert,1,CHEMBL615378,,
167,N,Inhibition of growth of 1-87 human tumor cell line,,Homo sapiens,F,,BAO_0000219,11900,,9606.0,1,Intermediate,1,CHEMBL615379,832.0,
168,D,Inhibition of 1-lipoxygenase (LOX)in RBL cells,,Rattus norvegicus,B,,BAO_0000219,14864,,10116.0,9,Expert,1,CHEMBL615380,,
169,D,Inhibitory activity against soybean 1-lipoxygenase (SLO),,Glycine max,B,,BAO_0000357,16474,,3847.0,9,Autocuration,1,CHEMBL615381,,
170,D,Inhibitory activity against soybean 1-lipoxygenase (SLO); no effect,,Glycine max,B,,BAO_0000357,16474,,3847.0,9,Autocuration,1,CHEMBL615382,,
171,D,% inhibition against soybean 1-lipoxygenase (SLO),,Glycine max,B,,BAO_0000357,16474,,3847.0,9,Autocuration,1,CHEMBL615383,,
172,D,percent inhibition against soybean 1-lipoxygenase (SLO);NI is no inhibition,,Glycine max,B,,BAO_0000357,16474,,3847.0,9,Autocuration,1,CHEMBL615384,,
173,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 10:90,,Glycine max,B,,BAO_0000357,3094,,3847.0,9,Autocuration,1,CHEMBL615385,,
174,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 1:99,,Glycine max,B,,BAO_0000357,3094,,3847.0,9,Autocuration,1,CHEMBL615386,,
175,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 25:75,,Glycine max,B,,BAO_0000357,3094,,3847.0,9,Autocuration,1,CHEMBL615387,,
176,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 35:65,,Glycine max,B,,BAO_0000357,3094,,3847.0,9,Autocuration,1,CHEMBL615388,,
177,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 50:50,,Glycine max,B,,BAO_0000357,3094,,3847.0,9,Autocuration,1,CHEMBL615214,,
178,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 76:24,,Glycine max,B,,BAO_0000357,3094,,3847.0,9,Autocuration,1,CHEMBL827087,,
179,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 87:13,,Glycine max,B,,BAO_0000357,3094,,3847.0,9,Autocuration,1,CHEMBL615215,,
180,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 89:11,,Glycine max,B,,BAO_0000357,3094,,3847.0,9,Autocuration,1,CHEMBL615216,,
181,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 95:5,,Glycine max,B,,BAO_0000357,3094,,3847.0,9,Autocuration,1,CHEMBL615217,,
182,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 97:3,,Glycine max,B,,BAO_0000357,3094,,3847.0,9,Autocuration,1,CHEMBL615218,,
183,D,Ratio of proximal to distal region oxidation by 1-lipoxygenase isolated from soybean; Ratio of proximal and distal was 99:1,,Glycine max,B,,BAO_0000357,3094,,3847.0,9,Autocuration,1,CHEMBL615219,,
184,U,Evaluated for inhibitory activity on 10-formyltetrahydrofolate synthetase(L cell) at folate substrate concentration of 100 uM,,Mus musculus,B,,BAO_0000019,10413,,10090.0,0,Autocuration,1,CHEMBL615220,,
185,N,Cells were harvested and were assayed for luciferase and -galactosidase activities (Transcriptional activity),,Mus musculus,F,,BAO_0000219,16929,,10090.0,1,Intermediate,1,CHEMBL615221,294.0,
186,U,In vitro anticancer activity against 11 NCI NSCLC cell lines; inactive,,,F,,BAO_0000019,1229,,,0,Intermediate,1,CHEMBL615222,,
187,H,In vitro inhibitory activity against human 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,B,,BAO_0000357,16587,,,8,Autocuration,1,CHEMBL615223,,
188,H,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA),,,B,,BAO_0000357,16587,,,8,Autocuration,1,CHEMBL615224,,
189,H,In vitro inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 1 using scintillation proximity assay (SPA).,,,B,,BAO_0000357,16587,,,8,Autocuration,1,CHEMBL615225,,
190,H,Ability to convert [3H]cortisol to the tritium labeled cortisone in the presence of human 11 beta hydroxysteroid dehydrogenase type 2,,,B,,BAO_0000357,16587,,,8,Autocuration,1,CHEMBL615226,,
191,H,Inhibitory activity against mouse 11 beta hydroxysteroid dehydrogenase type 2 at a concentration of 0.2 mM; NI means no inhibition,,,B,,BAO_0000357,16587,,,8,Autocuration,1,CHEMBL615227,,
192,D,Evaluated for inhibition of bovine adrenal cortical mitochondrial 11 beta-hydroxylase,,Bos taurus,F,,BAO_0000019,8058,,9913.0,9,Expert,1,CHEMBL615228,,
193,D,Effect on adrenal 11-beta-hydroxylase activity at 10e-4 M; No significant effect,,Rattus norvegicus,B,,BAO_0000357,9065,,10116.0,9,Expert,1,CHEMBL615229,,
194,D,Inhibition of 11 beta-hydroxylase from rat adrenal gland,,Rattus norvegicus,B,,BAO_0000357,8865,,10116.0,9,Expert,1,CHEMBL615230,,2369.0
195,D,Inhibition of rat adrenal 11-beta-hydroxylase,,Rattus norvegicus,B,,BAO_0000357,9066,,10116.0,9,Expert,1,CHEMBL615231,,
196,D,Inhibition of rat adrenal 11-beta-hydroxylase,,Rattus norvegicus,B,,BAO_0000357,8394,,10116.0,9,Expert,1,CHEMBL884520,,
197,D,Inhibition of rat adrenal 11-beta-hydroxylase at 10e-5 M,,Rattus norvegicus,B,,BAO_0000357,8394,,10116.0,9,Expert,1,CHEMBL615232,,
198,H,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 1 of wistar rat liver cytosol at 10 uM was determined using [3H]cortisone,,,B,,BAO_0000019,6431,,,8,Autocuration,1,CHEMBL615233,,
199,H,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,B,,BAO_0000357,6431,,,8,Autocuration,1,CHEMBL827088,,
200,H,Percent inhibition against 11-beta-hydroxysteroid dehydrogenase 2 of wistar rat kidney at 10 uM was determined using [3H]cortisol,,,B,,BAO_0000357,6431,,,8,Autocuration,1,CHEMBL615234,,
201,H,Compound was tested for the percent of inhibition against 12-LO at 10 uM,,,F,,BAO_0000019,9295,,,8,Autocuration,1,CHEMBL615235,,
202,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,B,,BAO_0000019,10193,,,8,Autocuration,1,CHEMBL615236,,
203,H,Compound was tested in vitro for inhibition of 12-LO human platelet,,,B,,BAO_0000019,13622,,,8,Autocuration,1,CHEMBL615237,,
204,H,Inhibitory concentration against human platelet 12-lipoxygenase,,,F,,BAO_0000019,12079,,,8,Autocuration,1,CHEMBL615238,,
205,H,Compound at 100 uM was tested in vitro for inhibition of 12-LO human platelet,,,B,,BAO_0000019,13622,,,8,Autocuration,1,CHEMBL615239,,
206,D,Inhibitory concentration against human platelet 12-lipoxygenase,,Homo sapiens,F,,BAO_0000019,12079,,9606.0,9,Autocuration,1,CHEMBL615240,,
207,H,Tested for inhibition of 12-LO (12-lipoxygenase) as an inhibitor of 12(S)-HETE biosynthesis in mouse epidermal homogenates,,,B,,BAO_0000019,13500,,,8,Expert,1,CHEMBL615241,,
208,H,Inhibitory activity against conversion of [1-14C]arachidonic acid to 12-HPETE and its reduction product 12-HETE by porcine leukocyte type 12-lipoxygenase,,,B,,BAO_0000357,13723,,,8,Expert,1,CHEMBL615242,,
209,H,Inhibitory activity against human platelet 12-lipoxygenase (12-HLO),,,B,,BAO_0000019,16474,,,8,Autocuration,1,CHEMBL615243,,
210,H,Inhibitory activity against human platelet 12-lipoxygenase,,,B,,BAO_0000019,1630,,,8,Autocuration,1,CHEMBL615244,,
211,H,Inhibitory activity against human platelet 12-lipoxygenase was evaluated,,,B,,BAO_0000019,167,,,8,Autocuration,1,CHEMBL615245,,
212,H,% inhibition against human platelet 12-lipoxygenase (12-HLO),,,B,,BAO_0000019,16474,,,8,Autocuration,1,CHEMBL615246,,
213,H,Inhibitory activity against human platelet 12-lipoxygenase was evaluated at 100 uM,,,B,,BAO_0000019,167,,,8,Autocuration,1,CHEMBL615247,,
214,H,percent inhibition against human platelet 12-lipoxygenase (12-HLO); NI is no inhibition,,,B,,BAO_0000019,16474,,,8,Autocuration,1,CHEMBL615248,,
215,H,Inhibitory activity towards porcine 12-lipoxygenase,,,B,,BAO_0000357,10091,,,8,Autocuration,1,CHEMBL615249,,
216,H,Tested for inhibition against porcine 12-LO,,,B,,BAO_0000357,11966,,,8,Autocuration,1,CHEMBL615250,,
217,H,Inhibition of 12-lipoxygenase was evaluated in rat platelets stimulated by thrombin up to a concentration of 10 uM; NE means No effect,,,B,,BAO_0000019,951,,,8,Autocuration,1,CHEMBL615251,,
218,H,Inhibitory activity against 12-lipoxygenase in rat platelet rich plasma,,,B,,BAO_0000019,10997,,,8,Autocuration,1,CHEMBL615252,,
219,H,In vitro inhibition of rat platelet 12-lipoxygenase,,,B,,BAO_0000019,10193,,,8,Expert,1,CHEMBL828340,,
220,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,B,,BAO_0000019,10193,,,8,Autocuration,1,CHEMBL615253,,
221,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 100 uM,,,B,,BAO_0000019,10193,,,8,Autocuration,1,CHEMBL615254,,
222,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 30 uM,,,B,,BAO_0000019,10193,,,8,Autocuration,1,CHEMBL615255,,
223,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase at 10 uM,,,B,,BAO_0000019,10193,,,8,Autocuration,1,CHEMBL615256,,
224,H,In vitro inhibitory activity against rat platelet 12-lipoxygenase,,,B,,BAO_0000019,10193,,,8,Autocuration,1,CHEMBL615257,,
225,H,The compound was tested for the in vitro inhibition of platelet 12-lipoxygenase at a concentration of 100 uM,,,B,,BAO_0000019,11087,,,8,Autocuration,1,CHEMBL615258,,
226,N,Cytotoxic activity in a panel of Human ovarian tumor 41M cell line after 96h of drug exposure,,Homo sapiens,F,,BAO_0000219,15569,,9606.0,1,Intermediate,1,CHEMBL615259,621.0,
227,N,In vitro antitumor activity against 41M cell line.,,Homo sapiens,F,,BAO_0000219,12989,,9606.0,1,Expert,1,CHEMBL615260,621.0,
228,N,cytotoxicity against 41M cells incubated for 24 hr in MTT assay.,,Homo sapiens,F,,BAO_0000219,16745,,9606.0,1,Intermediate,1,CHEMBL615261,621.0,
229,N,Cytotoxic activity in a panel of Human ovarian tumor 41M/CDDP cell line after 96h of drug exposure,,Homo sapiens,F,,BAO_0000219,15569,,9606.0,1,Intermediate,1,CHEMBL615262,621.0,
230,N,In vitro antitumor activity against 41McisR cell line.,,Homo sapiens,F,,BAO_0000219,12989,,9606.0,1,Expert,1,CHEMBL615263,621.0,
231,N,Resistant factor was determined between IC50 of cisplatin-resistant human tumor cell lines to that of 41McisR cell line,,Homo sapiens,F,,BAO_0000219,12989,,9606.0,1,Expert,1,CHEMBL838393,621.0,
232,N,cytotoxicity against 41McisR cells incubated for 24 hr in MTT assay,,Homo sapiens,F,,BAO_0000219,16745,,9606.0,1,Intermediate,1,CHEMBL615264,621.0,
233,D,Inhibition of 5'-inosine monophosphate dehydrogenase type I (IMPDH I),,Homo sapiens,B,,BAO_0000357,6210,,9606.0,9,Expert,1,CHEMBL615265,,
234,D,Inhibition of 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,Homo sapiens,B,,BAO_0000357,6210,,9606.0,9,Expert,1,CHEMBL615266,,
235,H,Inhibitory activity against inosine 5'-inosine monophosphate dehydrogenase type II (IMPDH II),,,B,,BAO_0000357,6226,,,8,Expert,1,CHEMBL615267,,
236,H,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,B,,BAO_0000357,17855,,,8,Expert,1,CHEMBL615268,,
237,H,Equilibrium dissociation constant towards human 5'-methylthioadenosine phosphorylase; nd = Not determined,,,B,,BAO_0000357,17855,,,8,Expert,1,CHEMBL615269,,
238,H,Initial dissociation constant towards human 5'-methylthioadenosine phosphorylase,,,B,,BAO_0000357,17855,,,8,Expert,1,CHEMBL615270,,
239,H,"Evaluated for inhibitory activity on 5,10-Methenyl Tetrahydrofolate Cyclohydrolase(L cell) at folate substrate concentration of 100 uM",,,B,,BAO_0000357,10413,,,8,Autocuration,1,CHEMBL615271,,
