ASSI,ASSSUBCEFRA,ASCT,ASST,CONFSC,CURAB,ASSTTY,DI,ASSOR,BAFO,CEI,ASSTIS,ASSCA,VARII,Ti,SRI,RELATIT,SRASI,CHI,TISI
1108,,,B,8,Autocuration,,10062,,BAO_0000357,,,,,10576,1,H,,CHEMBL616053,
1109,,,B,8,Autocuration,,6238,,BAO_0000249,,,,,10576,1,H,,CHEMBL616054,
1110,,,B,8,Autocuration,,16273,,BAO_0000357,,,,,10576,1,H,,CHEMBL616055,
1111,,,B,8,Autocuration,,11139,,BAO_0000357,,,,,10576,1,H,,CHEMBL616056,
1112,,,B,8,Expert,,16796,,BAO_0000019,,,,,10576,1,H,,CHEMBL616057,
1113,,,B,9,Expert,,9548,Rattus norvegicus,BAO_0000221,,Brain,,,10576,1,D,,CHEMBL616058,955.0
1114,,,B,8,Autocuration,,10381,,BAO_0000221,,Brain,,,10576,1,H,,CHEMBL616059,955.0
1115,,,B,8,Autocuration,,13408,,BAO_0000249,,,,,10576,1,H,,CHEMBL616060,
1116,,,B,9,Expert,,13825,Rattus norvegicus,BAO_0000221,,Hippocampus,,,10576,1,D,,CHEMBL616061,10000000.0
1117,,,B,8,Expert,,11147,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616062,10000000.0
1118,,,B,8,Autocuration,,10552,,BAO_0000249,,,,,10576,1,H,,CHEMBL616063,
1119,,,B,8,Autocuration,,10552,,BAO_0000249,,Striatum,,,10576,1,H,,CHEMBL616064,2435.0
1120,Membranes,,B,9,Expert,,17136,Rattus norvegicus,BAO_0000249,,,,,10576,1,D,,CHEMBL616065,
1121,Membranes,,B,9,Expert,,5778,Rattus norvegicus,BAO_0000249,,,,,10576,1,D,,CHEMBL616066,
1122,,,B,8,Autocuration,,13481,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616067,10000000.0
1123,,,B,8,Autocuration,,13481,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616068,10000000.0
1124,,,B,8,Intermediate,,13630,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616069,10000000.0
1125,,,B,8,Expert,,16245,,BAO_0000249,,,,,10576,1,H,,CHEMBL616070,
1126,,,B,8,Autocuration,,14509,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616071,10000000.0
1127,,,B,8,Expert,,14509,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616072,10000000.0
1128,,,B,8,Autocuration,,14509,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616073,10000000.0
1129,,,B,8,Autocuration,,14509,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616074,10000000.0
1130,,,B,8,Expert,,14256,,BAO_0000019,,,,,10576,1,H,,CHEMBL616075,
1131,,,B,8,Autocuration,,11139,,BAO_0000357,,,,,10576,1,H,,CHEMBL616076,
1132,,,B,9,Expert,,11047,Rattus norvegicus,BAO_0000019,,,,,10576,1,D,,CHEMBL616077,
1133,,,B,9,Expert,,11047,Rattus norvegicus,BAO_0000019,,,,,10576,1,D,,CHEMBL616078,
1134,,,B,9,Expert,,11047,Rattus norvegicus,BAO_0000019,,,,,10576,1,D,,CHEMBL616079,
1135,,CHO-K1,B,9,Expert,,2395,Rattus norvegicus,BAO_0000219,485.0,,,,10576,1,D,,CHEMBL616080,
1136,,,B,8,Autocuration,,9699,,BAO_0000357,,,,,10576,1,H,,CHEMBL616081,
1137,,,B,9,Expert,,12028,Rattus norvegicus,BAO_0000221,,Hippocampus,,,10576,1,D,,CHEMBL616082,10000000.0
1138,,,B,8,Autocuration,,12028,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616083,10000000.0
1139,,,B,8,Autocuration,,5815,,BAO_0000019,,,,,10576,1,H,,CHEMBL616084,
1140,,,B,8,Expert,,16616,,BAO_0000019,,,,,10576,1,H,,CHEMBL616085,
1141,,,B,8,Autocuration,,5815,,BAO_0000019,,,,,10576,1,H,,CHEMBL616086,
1142,,,B,8,Autocuration,,2761,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616087,10000000.0
1143,,,B,8,Expert,,13133,,BAO_0000357,,,,,10576,1,H,,CHEMBL616088,
1144,,,B,8,Autocuration,,10444,,BAO_0000019,,,,,10576,1,H,,CHEMBL616089,
1145,,,B,9,Expert,,13278,Rattus norvegicus,BAO_0000357,,,,,10576,1,D,,CHEMBL616090,
1146,,,B,8,Autocuration,,15874,,BAO_0000357,,,,,10576,1,H,,CHEMBL616091,
1147,Membranes,,B,8,Autocuration,,10552,,BAO_0000249,,Striatum,,,10576,1,H,,CHEMBL616092,2435.0
1148,,,B,8,Autocuration,,11130,,BAO_0000357,,,,,10576,1,H,,CHEMBL616093,
1149,,,B,8,Autocuration,In vivo,11130,,BAO_0000218,,,,,10576,1,H,,CHEMBL616094,
1150,,,B,8,Autocuration,,14542,,BAO_0000221,,Brain,,,10576,1,H,,CHEMBL616095,955.0
1151,,,B,9,Expert,,13670,Rattus norvegicus,BAO_0000357,,,,,10576,1,D,,CHEMBL616096,
1152,,,B,8,Expert,,9888,,BAO_0000249,,,,,10576,1,H,,CHEMBL616097,
1153,Membranes,,B,9,Expert,,3678,Rattus norvegicus,BAO_0000249,,,,,10576,1,D,,CHEMBL616098,
1154,,,B,8,Autocuration,,11332,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616099,10000000.0
1155,,,B,8,Autocuration,,11332,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616100,10000000.0
1156,,,B,8,Expert,,1185,,BAO_0000357,,,,,10576,1,H,,CHEMBL616101,
1157,,,B,8,Expert,,2014,,BAO_0000249,,,,,10576,1,H,,CHEMBL616102,
1158,,,B,8,Autocuration,,1185,,BAO_0000357,,,,,10576,1,H,,CHEMBL616103,
1159,,,B,8,Expert,,14429,,BAO_0000019,,,,,10576,1,H,,CHEMBL616104,
1160,,,B,8,Expert,,16288,,BAO_0000019,,,,,10576,1,H,,CHEMBL616105,
1161,,,B,9,Expert,,5432,Rattus norvegicus,BAO_0000019,,,,,10576,1,D,,CHEMBL616106,
1162,,,B,8,Autocuration,,14429,,BAO_0000019,,,,,10576,1,H,,CHEMBL616107,
1163,,,B,8,Expert,,13672,,BAO_0000357,,,,,10576,1,H,,CHEMBL616108,
1164,,,B,8,Expert,,11296,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616109,10000000.0
1165,,,B,8,Autocuration,,11296,,BAO_0000357,,,,,10576,1,H,,CHEMBL616110,
1166,,CHO,B,8,Expert,,14749,,BAO_0000219,449.0,,,,10576,1,H,,CHEMBL616111,
1167,,,B,8,Expert,,15086,,BAO_0000019,,,,,10576,1,H,,CHEMBL616112,
1168,,,B,8,Autocuration,,13462,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616113,10000000.0
1169,,,B,8,Autocuration,,15363,,BAO_0000019,,,,,10576,1,H,,CHEMBL616114,
1170,,,B,8,Autocuration,,15363,,BAO_0000019,,,,,10576,1,H,,CHEMBL616115,
1171,,,B,8,Autocuration,,10796,,BAO_0000357,,,,,10576,1,H,,CHEMBL616116,
1172,,,B,8,Expert,,12816,,BAO_0000221,,Brain,,,10576,1,H,,CHEMBL615844,955.0
1173,,,B,8,Expert,,13542,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615939,10000000.0
1174,,,B,8,Expert,,13308,,BAO_0000019,,,,,10576,1,H,,CHEMBL615940,
1175,,,B,8,Expert,,13541,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615941,10000000.0
1176,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615942,10000000.0
1177,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615943,10000000.0
1178,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615944,10000000.0
1179,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615945,10000000.0
1180,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615946,10000000.0
1181,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615947,10000000.0
1182,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615948,10000000.0
1183,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615949,10000000.0
1184,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615950,10000000.0
1185,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615951,10000000.0
1186,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615952,10000000.0
1187,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615953,10000000.0
1188,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615954,10000000.0
1189,,,B,9,Expert,,10058,Rattus norvegicus,BAO_0000221,,Hippocampus,,,10576,1,D,,CHEMBL615955,10000000.0
1190,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615956,10000000.0
1191,,,B,8,Autocuration,,10058,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL615957,10000000.0
1192,,,B,8,Expert,,12879,,BAO_0000019,,,,,10576,1,H,,CHEMBL615958,
1193,,,B,8,Expert,,11964,,BAO_0000019,,,,,10576,1,H,,CHEMBL615959,
1194,,,B,8,Autocuration,,11964,,BAO_0000019,,,,,10576,1,H,,CHEMBL615960,
1195,,,B,8,Autocuration,,11964,,BAO_0000019,,,,,10576,1,H,,CHEMBL615961,
1196,,,B,8,Expert,,9548,,BAO_0000221,,Brain,,,10576,1,H,,CHEMBL615962,955.0
1197,,,B,8,Expert,,9098,,BAO_0000019,,,,,10576,1,H,,CHEMBL615963,
1198,,,B,8,Autocuration,,9098,,BAO_0000019,,,,,10576,1,H,,CHEMBL615964,
1199,,,B,8,Autocuration,,9098,,BAO_0000019,,,,,10576,1,H,,CHEMBL615965,
1200,,CHO,B,8,Expert,,13248,,BAO_0000219,449.0,,,,10576,1,H,,CHEMBL615966,
1201,,,B,8,Expert,,3147,,BAO_0000249,,,,,10576,1,H,,CHEMBL615967,
1202,,,B,8,Expert,,13949,,BAO_0000019,,,,,10576,1,H,,CHEMBL615968,
1203,,CHO,B,8,Autocuration,,11883,,BAO_0000218,449.0,,,,10576,1,H,,CHEMBL615969,
1204,,,B,8,Autocuration,,11883,,BAO_0000218,,,,,10576,1,H,,CHEMBL615970,
1205,,,B,9,Expert,,11883,Rattus norvegicus,BAO_0000357,,,,,10576,1,D,,CHEMBL615971,
1206,Membranes,,B,8,Expert,,15535,,BAO_0000249,,,,,10576,1,H,,CHEMBL615972,
1207,,,B,8,Autocuration,,15535,,BAO_0000249,,,,,10576,1,H,,CHEMBL615973,
1208,,,B,8,Autocuration,,15535,,BAO_0000249,,,,,10576,1,H,,CHEMBL615974,
1209,,CHO,B,9,Expert,,16372,Homo sapiens,BAO_0000219,449.0,,,,51,1,D,,CHEMBL615975,
1210,,,B,8,Expert,,14608,,BAO_0000249,,,,,10576,1,H,,CHEMBL615976,
1211,,,B,9,Expert,,4795,Rattus norvegicus,BAO_0000221,,Hippocampus,,,10576,1,D,,CHEMBL872106,10000000.0
1212,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL615977,
1213,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL615978,
1214,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL616166,
1215,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL616167,
1216,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL616168,
1217,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL616169,
1218,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL616170,
1219,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL616171,
1220,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL616172,
1221,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL616173,
1222,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL616174,
1223,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL616175,
1224,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL616176,
1225,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL616177,
1226,,,B,8,Autocuration,,13863,,BAO_0000357,,,,,10576,1,H,,CHEMBL616178,
1227,,,B,8,Autocuration,,9742,,BAO_0000019,,,,,10576,1,H,,CHEMBL616179,
1228,,,B,8,Autocuration,,12073,,BAO_0000357,,,,,10576,1,H,,CHEMBL616180,
1229,,,B,8,Autocuration,,4101,,BAO_0000357,,,,,10576,1,H,,CHEMBL616181,
1230,,,B,8,Autocuration,,15360,,BAO_0000019,,,,,10576,1,H,,CHEMBL616182,
1231,,,B,8,Autocuration,,11576,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616183,10000000.0
1232,,,B,8,Expert,,5834,,BAO_0000019,,,,,10576,1,H,,CHEMBL615874,
1233,,CHO-K1,B,9,Expert,,2395,Rattus norvegicus,BAO_0000219,485.0,,,,10576,1,D,,CHEMBL615875,
1234,,,B,8,Autocuration,,1375,,BAO_0000019,,,,,10576,1,H,,CHEMBL615876,
1235,,,B,8,Autocuration,,1375,,BAO_0000019,,,,,10576,1,H,,CHEMBL615877,
1236,,,B,8,Autocuration,,3967,,BAO_0000357,,,,,10576,1,H,,CHEMBL615878,
1237,,,B,8,Expert,,12884,,BAO_0000357,,,,,10576,1,H,,CHEMBL615879,
1238,,,B,8,Expert,,2343,,BAO_0000357,,,,,10576,1,H,,CHEMBL615880,
1239,,,B,8,Autocuration,,11511,,BAO_0000019,,,,,10576,1,H,,CHEMBL615881,
1240,,,B,9,Expert,,11511,Rattus norvegicus,BAO_0000019,,,,,10576,1,D,,CHEMBL615882,
1241,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615883,
1242,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615884,
1243,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615885,
1244,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615886,
1245,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615887,
1246,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615888,
1247,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615889,
1248,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615890,
1249,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615891,
1250,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615892,
1251,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615893,
1252,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615894,
1253,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615895,
1254,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615896,
1255,,,F,8,Autocuration,In vivo,16394,,BAO_0000218,,,,,10576,1,H,,CHEMBL615897,
1256,Membranes,,F,9,Expert,,16616,Rattus norvegicus,BAO_0000249,,,,,10576,1,D,,CHEMBL615898,
1257,,,B,8,Autocuration,,16796,,BAO_0000019,,,,,10576,1,H,,CHEMBL615899,
1258,,,B,8,Autocuration,,16796,,BAO_0000019,,,,,10576,1,H,,CHEMBL616291,
1259,,,B,8,Autocuration,,15629,,BAO_0000357,,,,,10576,1,H,,CHEMBL616292,
1260,,,F,8,Autocuration,,13241,,BAO_0000249,,,,,10576,1,H,,CHEMBL616293,
1261,,,B,8,Expert,,12073,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616294,10000000.0
1262,,,B,8,Autocuration,,14286,,BAO_0000249,,Hippocampus,,,10576,1,H,,CHEMBL616295,10000000.0
1263,,,B,8,Autocuration,,14542,,BAO_0000221,,Brain,,,10576,1,H,,CHEMBL616296,955.0
1264,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616297,
1265,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616605,
1266,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616606,
1267,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616607,
1268,,,F,8,Expert,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616608,
1269,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616609,
1270,,,F,9,Expert,,13630,Rattus norvegicus,BAO_0000019,,,,,10576,1,D,,CHEMBL616610,
1271,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616611,
1272,,,F,8,Expert,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616612,
1273,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616613,
1274,,,F,8,Expert,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616614,
1275,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616615,
1276,,,F,8,Expert,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616616,
1277,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616617,
1278,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616618,
1279,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616619,
1280,,,F,8,Expert,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616620,
1281,,,F,8,Expert,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616621,
1282,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616622,
1283,,,F,8,Expert,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616146,
1284,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL832873,
1285,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616147,
1286,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL872872,
1287,,,F,8,Autocuration,,13630,,BAO_0000019,,,,,10576,1,H,,CHEMBL616148,
1288,,,B,8,Autocuration,,9783,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616149,10000000.0
1289,,,B,8,Expert,,9783,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616150,10000000.0
1290,Membranes,,B,9,Expert,,14331,Rattus norvegicus,BAO_0000249,,,,,10576,1,D,,CHEMBL616151,
1291,,,B,8,Expert,,15260,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL872873,10000000.0
1292,,,B,8,Autocuration,,15260,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616670,10000000.0
1293,,,B,8,Autocuration,,15260,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616671,10000000.0
1294,,,F,9,Expert,,16616,Rattus norvegicus,BAO_0000249,,,,,10576,1,D,,CHEMBL884861,
1295,,,B,8,Autocuration,,15629,,BAO_0000357,,,,,10576,1,H,,CHEMBL616672,
1296,,,B,8,Autocuration,,15086,,BAO_0000019,,,,,10576,1,H,,CHEMBL616673,
1297,,,F,8,Expert,,5717,,BAO_0000019,,,,,10576,1,H,,CHEMBL616674,
1298,,,B,8,Autocuration,,12652,,BAO_0000357,,,,,10576,1,H,,CHEMBL616675,
1299,,,B,8,Autocuration,,14608,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616676,10000000.0
1300,,,B,8,Autocuration,,12306,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616677,10000000.0
1301,,,B,8,Autocuration,,12306,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616678,10000000.0
1302,,,B,9,Expert,,15247,Rattus norvegicus,BAO_0000357,,,,,10576,1,D,,CHEMBL616679,
1303,,,B,8,Expert,,17529,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616680,10000000.0
1304,,,B,8,Autocuration,,14826,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616681,10000000.0
1305,,,B,8,Autocuration,,14826,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616682,10000000.0
1306,,,B,8,Autocuration,,13241,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616683,10000000.0
1307,,,B,8,Autocuration,,14093,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616684,10000000.0
1308,,,B,8,Autocuration,,14093,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616685,10000000.0
1309,,,B,8,Autocuration,,14442,,BAO_0000221,,Brain,,,10576,1,H,,CHEMBL616686,955.0
1310,,,B,8,Autocuration,,9919,,BAO_0000357,,,,,10576,1,H,,CHEMBL616687,
1311,,,B,8,Autocuration,,9919,,BAO_0000357,,,,,10576,1,H,,CHEMBL616688,
1312,,,B,8,Autocuration,,11440,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616689,10000000.0
1313,,,B,8,Autocuration,,11257,,BAO_0000357,,,,,10576,1,H,,CHEMBL616690,
1314,,,B,8,Expert,,10330,,BAO_0000357,,,,,10576,1,H,,CHEMBL616691,
1315,,,B,9,Expert,,17331,Rattus norvegicus,BAO_0000221,,Hippocampus,,,10576,1,D,,CHEMBL616692,10000000.0
1316,,,B,8,Expert,,16567,,BAO_0000249,,,,,10576,1,H,,CHEMBL616693,
1317,,,B,9,Expert,,12058,Rattus norvegicus,BAO_0000019,,,,,10576,1,D,,CHEMBL616694,
1318,,,B,8,Autocuration,,9699,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616695,10000000.0
1319,,,B,8,Autocuration,,9547,,BAO_0000357,,,,,10576,1,H,,CHEMBL616696,
1320,,,B,8,Autocuration,,10330,,BAO_0000357,,,,,10576,1,H,,CHEMBL616697,
1321,,,B,8,Autocuration,,14331,,BAO_0000357,,,,,10576,1,H,,CHEMBL616698,
1322,,,B,9,Expert,,14060,Rattus norvegicus,BAO_0000019,,,,,10576,1,D,,CHEMBL616949,
1323,,,B,8,Autocuration,,14744,,BAO_0000221,,Hippocampus,,,10576,1,H,,CHEMBL616950,10000000.0
1324,,,B,8,Autocuration,,13506,,BAO_0000357,,,,,10576,1,H,,CHEMBL832875,
1325,,,B,8,Expert,,10862,,BAO_0000221,,Brain,,,10576,1,H,,CHEMBL616951,955.0
1326,,,B,8,Expert,,10862,,BAO_0000221,,Brain,,,10576,1,H,,CHEMBL616952,955.0
1327,,,B,8,Expert,,10062,,BAO_0000357,,,,,10576,1,H,,CHEMBL616953,
1328,,,B,8,Autocuration,,12073,,BAO_0000357,,,,,10576,1,H,,CHEMBL616954,
1329,,,B,8,Autocuration,,14875,,BAO_0000357,,,,,106,1,H,,CHEMBL616955,
1330,,,B,8,Autocuration,,2391,,BAO_0000357,,,,,106,1,H,,CHEMBL616956,
1331,,,F,8,Autocuration,,2391,,BAO_0000019,,,,,106,1,H,,CHEMBL616957,
1332,,,F,8,Autocuration,,2391,,BAO_0000019,,,,,106,1,H,,CHEMBL616958,
1333,,,B,8,Autocuration,,2391,,BAO_0000357,,,,,106,1,H,,CHEMBL616959,
1334,,,B,8,Autocuration,,2391,,BAO_0000357,,,,,106,1,H,,CHEMBL616960,
1335,,,F,8,Autocuration,,2391,,BAO_0000019,,,,,106,1,H,,CHEMBL616961,
1336,,HeLa,B,8,Expert,,17211,,BAO_0000219,308.0,,,,106,1,H,,CHEMBL616962,
1337,,HeLa,B,8,Autocuration,,17211,,BAO_0000219,308.0,,,,106,1,H,,CHEMBL616963,
1338,,,B,9,Expert,,6491,Homo sapiens,BAO_0000357,,,,,106,1,D,,CHEMBL616524,
1339,,CHO,B,8,Autocuration,,16190,,BAO_0000219,449.0,,,,106,1,H,,CHEMBL616525,
1340,,,B,8,Autocuration,,14165,,BAO_0000019,,,,,106,1,H,,CHEMBL872908,
1341,,,B,8,Autocuration,,14165,,BAO_0000019,,,,,106,1,H,,CHEMBL616526,
1342,,,B,9,Expert,,4234,Homo sapiens,BAO_0000357,,,,,106,1,D,,CHEMBL616527,
1343,,,B,8,Expert,,6328,,BAO_0000219,,,,,106,1,H,,CHEMBL616528,
1344,,,B,8,Autocuration,,14770,,BAO_0000357,,,,,106,1,H,,CHEMBL616529,
1345,,,B,8,Autocuration,,2598,,BAO_0000357,,,,,106,1,H,,CHEMBL616530,
1346,,,B,8,Expert,,6897,,BAO_0000357,,,,,106,1,H,,CHEMBL616531,
1347,,,B,8,Autocuration,,6897,,BAO_0000357,,,,,106,1,H,,CHEMBL616532,
1348,,,B,8,Autocuration,,6013,,BAO_0000357,,,,,106,1,H,,CHEMBL616533,
1349,,,B,8,Expert,,5843,,BAO_0000357,,,,,106,1,H,,CHEMBL616534,
1350,,,B,8,Expert,,14454,,BAO_0000357,,,,,106,1,H,,CHEMBL616535,
1351,,,B,8,Autocuration,,16209,,BAO_0000357,,,,,106,1,H,,CHEMBL616536,
1352,,,B,8,Autocuration,,3935,,BAO_0000357,,,,,106,1,H,,CHEMBL616537,
1353,,CHO-K1,F,8,Expert,,13729,,BAO_0000219,485.0,,,,106,1,H,,CHEMBL616538,
1354,,,F,8,Expert,,14251,,BAO_0000019,,,,,106,1,H,,CHEMBL616539,
1355,,,B,8,Expert,,17085,,BAO_0000019,,,,,106,1,H,,CHEMBL616540,
1356,,,B,8,Autocuration,,3025,,BAO_0000357,,,,,106,1,H,,CHEMBL616429,
1357,,,B,8,Expert,,15315,,BAO_0000357,,,,,106,1,H,,CHEMBL616430,
1358,,,B,9,Expert,,14214,Homo sapiens,BAO_0000219,,,,,106,1,D,,CHEMBL616431,
1359,,,B,9,Expert,,3804,Homo sapiens,BAO_0000357,,,,,106,1,D,,CHEMBL616432,
1360,,,B,9,Expert,,2391,Homo sapiens,BAO_0000357,,,,,106,1,D,,CHEMBL616433,
1361,,,B,9,Expert,,4175,Homo sapiens,BAO_0000357,,,,,106,1,D,,CHEMBL616434,
1362,,CHO,B,8,Autocuration,,17296,,BAO_0000219,449.0,,,,106,1,H,,CHEMBL616435,
1363,,,B,8,Expert,,17085,,BAO_0000019,,,,,106,1,H,,CHEMBL616436,
1364,,HeLa,B,8,Autocuration,,17211,,BAO_0000219,308.0,,,,106,1,H,,CHEMBL616437,
1365,,HeLa,B,8,Autocuration,,17211,,BAO_0000219,308.0,,,,106,1,H,,CHEMBL616438,
1366,,HeLa,B,8,Autocuration,,17211,,BAO_0000219,308.0,,,,106,1,H,,CHEMBL616439,
