Fiscal year,Enviromental sustainability (marker),Organisation sub-class,Sector ID,CIDA business delivery model (old),Untied amount(Project-level budget),Programming process (new),Organisation class,FSTC percent,Division ID,Fund centre name,ICT as a tool for development (marker),Project number,Continent name,Climate change mitigation (marker),Section ID,Bilateral aid (international marker),Gender equality (marker),Organisation ID,Branch ID,Climate change adaptation (marker),Desertification (marker),Division name,CountryRegion ID,Urban issues (marker),Status,Maximum CIDA contribution (project-level),Branch name,Section name,Regional program (marker),Fund centre ID,IRTC percent,CFLI (marker),PBA type,Participatory development and good governance,Trade development (marker),Biodiversity (marker),Children issues (marker)
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Asia,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,3,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,1,UNITED NATIONS,14010,Core Funding,2154496.0,Uncoded: Pre-APP,Multilateral,1.0,D5280,Environment - INIT,0,M012294004,Europe,0,S1078,0,1,1007310,B5100,1,1,MSD Food Security and Environment,5,0,Closed,2154496.0,MFM Global Issues and Development,MSS Environment,0,5281,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12220,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,ET,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12250,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,ET,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12262,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,ET,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12281,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,ET,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12220,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,GH,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12250,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,GH,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12262,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,GH,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12281,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,GH,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12220,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,ML,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12250,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,ML,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12262,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,ML,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12281,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,ML,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12220,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,MW,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12250,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,MW,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12262,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,MW,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12281,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,MW,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12220,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,MZ,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12250,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,MZ,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12262,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,MZ,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12281,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,MZ,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12220,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,NE,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12250,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,NE,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12262,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,NE,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,UNITED NATIONS,12281,Responsive,105000000.0,Uncoded: Pre-APP,Multilateral,0.35,D5240,MNCHN - INIT,0,M012328001,Africa,0,S5250,1,2,1001302,B5100,0,0,MND Health&Nutrition,NE,0,Terminating,105000000.0,MFM Global Issues and Development,MNC MNCH & Nutrition,0,5252,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,11110,Directive,542098.82,Uncoded: Pre-APP,Governmental,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,10050,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,11110,Directive,542098.82,Uncoded: Pre-APP,Governmental,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,10560,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,COOPERANT,11110,Directive,542098.82,Uncoded: Pre-APP,Individual,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,Information not available,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,Unknown,11110,Directive,542098.82,Uncoded: Pre-APP,Unknown,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,Information not available,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,12110,Directive,542098.82,Uncoded: Pre-APP,Governmental,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,10050,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,12110,Directive,542098.82,Uncoded: Pre-APP,Governmental,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,10560,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
2009/2010,0,COOPERANT,12110,Directive,542098.82,Uncoded: Pre-APP,Individual,1.0,D5430,Natural Resources & Governance - INIT,0,M012360001,Africa,0,S1079,1,2,Information not available,B5100,0,0,MED Economic Development,X1,0,Closed,542098.82,MFM Global Issues and Development,MES NATURAL RESOURCES & GOVERNANCE,0,5282,0.0,0,Not PBA,0,0,0,0
