assay_strain,assay_subcellular_fraction,relationship_type,cell_id,assay_category,tid,assay_tax_id,assay_organism,description,src_id,assay_tissue,assay_cell_type,src_assay_id,assay_test_type,confidence_score,variant_id,doc_id,assay_type,tissue_id,curated_by,chembl_id,bao_format,assay_id
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve in male SD rats was observed after oral administration in rat,1,,,,,1,,15662,A,,Intermediate,CHEMBL627832,BAO_0000218,9271
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve of compound after iv administration of 20 mg/kg dose in rat,1,,,,,1,,4413,A,,Intermediate,CHEMBL627833,BAO_0000218,9272
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve of compound determined in rat after iv administration at a dose of 10 mg/kg,1,,,,,1,,3598,A,,Expert,CHEMBL627834,BAO_0000218,9273
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve of compound from zero time to infinity determined in rat after iv administration at a dose of 10 mg/kg,1,,,,,1,,3598,A,,Expert,CHEMBL628004,BAO_0000218,9274
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve at 5 mg/kg po was determined in rat,1,,,,,1,,5964,A,,Intermediate,CHEMBL628005,BAO_0000218,9275
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve in Rat at a oral dose of 5 mg/kg,1,,,,,1,,4689,A,,Intermediate,CHEMBL628006,BAO_0000218,9276
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,1,,,,,1,,4186,A,,Intermediate,CHEMBL628007,BAO_0000218,9277
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was determined,1,,,,,1,,5510,A,,Intermediate,CHEMBL625676,BAO_0000218,9278
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve after 10 mg/kg oral administration in rat at 0-24 hr,1,,,,,1,,17858,A,,Intermediate,CHEMBL631309,BAO_0000218,9279
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve after intravenous administration at 3 mg/kg,1,,,,,1,,17804,A,,Intermediate,CHEMBL631310,BAO_0000218,9280
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve after peroral administration at 10 mg/kg in rat for 0-6 h,1,,,,,1,,6106,A,,Intermediate,CHEMBL631311,BAO_0000218,9281
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve at 4 hr in rat,1,,,,,1,,5964,A,,Intermediate,CHEMBL631312,BAO_0000218,9282
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve at a dose of 30 mg/kg,1,,,,,1,,4026,A,,Intermediate,CHEMBL631313,BAO_0000218,9283
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve at the dose of 2 mg/Kg administered perorally in rats,1,,,,,1,,4756,A,,Intermediate,CHEMBL631314,BAO_0000218,9284
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve at the dose of 5 mg/Kg administered perorally in rats,1,,,,,1,,4756,A,,Intermediate,CHEMBL631315,BAO_0000218,9285
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve for a 2-mpk po dose in SD rats,1,,,,,1,,5862,A,,Intermediate,CHEMBL631316,BAO_0000218,9286
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve in SD rats,1,,,,,1,,5862,A,,Intermediate,CHEMBL631317,BAO_0000218,9287
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve in rat after oral administration at 13 mg/kg dose,1,,,,,1,,6644,A,,Intermediate,CHEMBL874471,BAO_0000218,9288
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve in rat by po administration at 0-24 hr,1,,,,,1,,5871,A,,Intermediate,CHEMBL631318,BAO_0000218,9289
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve in rat plasma,1,Plasma,,,,1,,5919,A,1969.0,Intermediate,CHEMBL631319,BAO_0000218,9290
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve in rat plasma for 0-4 hr after peroral administration at 10 mg/kg,1,,,,,1,,5939,A,,Intermediate,CHEMBL631320,BAO_0000218,9291
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve in rat plasma for 0-4 hr after peroral administration at 5 mg/kg,1,,,,,1,,5939,A,,Intermediate,CHEMBL631321,BAO_0000218,9292
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was evaluated in rat at 3 mg/kg dose administered intravenously,1,,,,,1,,10,A,,Intermediate,CHEMBL631322,BAO_0000218,9293
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was measured from the graph obtained from concentration Vs time after oral administration to male F344 rats,1,,,,,1,,11149,A,,Intermediate,CHEMBL631323,BAO_0000218,9294
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve value in rat at a dose of 5 mg/kg,1,,,,,1,,5302,A,,Intermediate,CHEMBL631324,BAO_0000218,9295
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was determined after oral administration in rats,1,,,,,1,,17796,A,,Intermediate,CHEMBL631325,BAO_0000218,9296
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was determined after oral administration at a dose 10 mg/kg to male Sprague-Dawley rats,1,,,,,1,,4890,A,,Intermediate,CHEMBL631326,BAO_0000218,9297
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was determined after peroral administration in rat,1,,,,,1,,6011,A,,Intermediate,CHEMBL631327,BAO_0000218,9298
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was determined at a dose 30 mpk administered orally.,1,,,,,1,,5375,A,,Intermediate,CHEMBL631328,BAO_0000218,9299
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was determined for compound after intravenous administration in rats at 24 uM/kg,1,,,,,1,,17764,A,,Intermediate,CHEMBL631329,BAO_0000218,9300
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was determined for the compound by intravenous administration of 3.4 mg/kg in rat,1,,,,,1,,4368,A,,Intermediate,CHEMBL627217,BAO_0000218,9301
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was determined in male rat,1,,,,,1,,5610,A,,Intermediate,CHEMBL626352,BAO_0000218,9302
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was determined in rat after PO administration,1,,,,,1,,5833,A,,Intermediate,CHEMBL626353,BAO_0000218,9303
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was determined in rat after a 3 mg/kg of oral dose,1,,,,,1,,4257,A,,Intermediate,CHEMBL626354,BAO_0000218,9304
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was determined in rat after oral administration at a concentration 1 mg/kg,1,,,,,1,,5937,A,,Intermediate,CHEMBL626355,BAO_0000218,9305
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was determined in rat after oral administration at a concentration 30 mg/kg,1,,,,,1,,5932,A,,Intermediate,CHEMBL626356,BAO_0000218,9306
,,N,,,50597,10116.0,Rattus norvegicus,Area under curve was determined in rat after oral administration at a concentration 30 mg/kg; NA= Not active,1,,,,,1,,5932,A,,Intermediate,CHEMBL626357,BAO_0000218,9307
,,N,,,50597,10116.0,Rattus norvegicus,Liver concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,1,,,,,1,,17411,A,,Intermediate,CHEMBL626358,BAO_0000218,9308
,,N,,,50597,10116.0,Rattus norvegicus,Lung concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,1,,,,,1,,17411,A,,Intermediate,CHEMBL626359,BAO_0000218,9309
,,N,,,50597,10116.0,Rattus norvegicus,Peak plasma concentration in rat at a dose of 3 mg/kg,1,Plasma,,,,1,,17771,A,1969.0,Intermediate,CHEMBL626360,BAO_0000218,9310
,,N,,,50597,10116.0,Rattus norvegicus,Plasma concentration at 2 hr in rats was evaluated.,1,,,,,1,,1628,A,,Intermediate,CHEMBL626361,BAO_0000218,9311
,,N,,,50597,10116.0,Rattus norvegicus,Plasma concentration at 2 hr in rats was evaluated; Not available,1,,,,,1,,1628,A,,Intermediate,CHEMBL626362,BAO_0000218,9312
,,N,,,50597,10116.0,Rattus norvegicus,Serum concentration was determined after 5 min. of intravenous administration to rats (n=4) at dose of 20 mg/kg,1,,,,,1,,17411,A,,Intermediate,CHEMBL626363,BAO_0000218,9313
,,N,,,50597,10116.0,Rattus norvegicus,Tested for concentration in brain after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,1,,,,,1,,4910,A,,Intermediate,CHEMBL626970,BAO_0000218,9314
,,N,,,50597,10116.0,Rattus norvegicus,Tested for concentration in brain after 2 hrs of intravenous administration (5 mg/kg) to male rats,1,,,,,1,,4910,A,,Intermediate,CHEMBL626971,BAO_0000218,9315
,,N,,,50597,10116.0,Rattus norvegicus,Tested for plasma concentration after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,1,Plasma,,,,1,,4910,A,1969.0,Intermediate,CHEMBL626972,BAO_0000218,9316
,,N,,,50597,10116.0,Rattus norvegicus,Tested for plasma concentration after 2 hrs of intravenous administration (5 mg/kg) to male rats,1,Plasma,,,,1,,4910,A,1969.0,Intermediate,CHEMBL626973,BAO_0000218,9317
,,N,,,50597,10116.0,Rattus norvegicus,Tested for plasma concentration in the after 0.25 hrs of intravenous administration (5 mg/kg) to male rats,1,Plasma,,,,1,,4910,A,1969.0,Intermediate,CHEMBL626974,BAO_0000218,9318
,,N,,,50597,10116.0,Rattus norvegicus,Tested for plasma concentration in the after 2 hrs of intravenous administration (5 mg/kg) to male rats,1,Plasma,,,,1,,4910,A,1969.0,Intermediate,CHEMBL874592,BAO_0000218,9319
,,N,,,50597,10116.0,Rattus norvegicus,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C,1,,,,,1,,5510,A,,Intermediate,CHEMBL626975,BAO_0000218,9320
,,N,,,50597,10116.0,Rattus norvegicus,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C; Converted to an unknown compound,1,,,,,1,,5510,A,,Intermediate,CHEMBL626976,BAO_0000218,9321
,,N,,,50597,10116.0,Rattus norvegicus,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C; Not determined,1,,,,,1,,5510,A,,Intermediate,CHEMBL626977,BAO_0000218,9322
,,N,,,50597,10116.0,Rattus norvegicus,Percentage converted to BMS-191011 after 30 min incubation in rat plasma at 37 degree C; Not tested,1,,,,,1,,5510,A,,Intermediate,CHEMBL626978,BAO_0000218,9323
,,N,,,50597,10116.0,Rattus norvegicus,PK study was carried to determine the relative absorption ranking in rat.,1,,,,,1,,16427,A,,Intermediate,CHEMBL626979,BAO_0000218,9324
,,N,,,50597,10116.0,Rattus norvegicus,Maximum plasma concentration in Rat at a oral dose of 5 mg/kg,1,Plasma,,,In vivo,1,,4689,A,1969.0,Intermediate,CHEMBL626980,BAO_0000218,9325
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.57-0.75 % dose/g",1,Blood,,,,1,,11450,A,178.0,Intermediate,CHEMBL626981,BAO_0000218,9326
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.06-0.63 % dose/g",1,Blood,,,,1,,11450,A,178.0,Intermediate,CHEMBL626982,BAO_0000218,9327
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.40-0.55 % dose/g",1,Blood,,,,1,,11450,A,178.0,Intermediate,CHEMBL626983,BAO_0000218,9328
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.28-0.37% dose/g",1,Blood,,,,1,,11450,A,178.0,Intermediate,CHEMBL622522,BAO_0000218,9329
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.56-0.74 % dose/g",1,Blood,,,,1,,11450,A,178.0,Intermediate,CHEMBL622523,BAO_0000218,9330
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in blood of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from % dose/g",1,Blood,,,,1,,11450,A,178.0,Intermediate,CHEMBL622524,BAO_0000218,9331
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 2.20-2.85 % dose/g",1,Brain,,,,1,,11450,A,955.0,Intermediate,CHEMBL622525,BAO_0000218,9332
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.16-1.76 % dose/g",1,Brain,,,,1,,11450,A,955.0,Intermediate,CHEMBL622526,BAO_0000218,9333
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.96-3.72 % dose/g",1,Brain,,,,1,,11450,A,955.0,Intermediate,CHEMBL619849,BAO_0000218,9334
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 2.57-3.59 % dose/g",1,Brain,,,,1,,11450,A,955.0,Intermediate,CHEMBL619850,BAO_0000218,9335
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.36-1.53 % dose/g",1,Brain,,,,1,,11450,A,955.0,Intermediate,CHEMBL623864,BAO_0000218,9336
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in brain of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.81-1.08 % dose/g",1,Brain,,,,1,,11450,A,955.0,Intermediate,CHEMBL623865,BAO_0000218,9337
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 30 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.84-0.98 % dose/g",1,Heart,,,,1,,11450,A,948.0,Intermediate,CHEMBL623866,BAO_0000218,9338
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 30 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.06-0.53 % dose/g",1,Heart,,,,1,,11450,A,948.0,Intermediate,CHEMBL623867,BAO_0000218,9339
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 5 mins of intravenous administration (10.7 uCi/animal); value ranges from 1.22-1.48 % dose/g",1,Heart,,,,1,,11450,A,948.0,Intermediate,CHEMBL877615,BAO_0000218,9340
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 5 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.85-1.13 % dose/g",1,Heart,,,,1,,11450,A,948.0,Intermediate,CHEMBL623868,BAO_0000218,9341
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 0.55-0.63 % dose/g",1,Heart,,,,1,,11450,A,948.0,Intermediate,CHEMBL623869,BAO_0000218,9342
,,N,,,50597,10116.0,Rattus norvegicus,"Distribution of the radioiodinated compound expressed as percent dose per gram, in heart of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.33-0.42 % dose/g",1,Heart,,,,1,,11450,A,948.0,Intermediate,CHEMBL623870,BAO_0000218,9343
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,1,Lung,,,,1,,16434,A,2048.0,Intermediate,CHEMBL623871,BAO_0000218,9344
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,1,Lung,,,,1,,16434,A,2048.0,Intermediate,CHEMBL623872,BAO_0000218,9345
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,1,Lung,,,,1,,16435,A,2048.0,Intermediate,CHEMBL622129,BAO_0000218,9346
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,1,Lung,,,,1,,16435,A,2048.0,Intermediate,CHEMBL622130,BAO_0000218,9347
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,1,Lung,,,,1,,16435,A,2048.0,Intermediate,CHEMBL622131,BAO_0000218,9348
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,1,Lung,,,,1,,16435,A,2048.0,Intermediate,CHEMBL622132,BAO_0000218,9349
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,1,Lung,,,,1,,16435,A,2048.0,Intermediate,CHEMBL622133,BAO_0000218,9350
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,1,Lung,,,,1,,16435,A,2048.0,Intermediate,CHEMBL622134,BAO_0000218,9351
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in lungs of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,1,Lung,,,,1,,16435,A,2048.0,Intermediate,CHEMBL622135,BAO_0000218,9352
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in lungs of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,1,Lung,,,,1,,16435,A,2048.0,Intermediate,CHEMBL622136,BAO_0000218,9353
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,1,Muscle tissue,,,,1,,16434,A,2385.0,Intermediate,CHEMBL622137,BAO_0000218,9354
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,1,Muscle tissue,,,,1,,16434,A,2385.0,Intermediate,CHEMBL622138,BAO_0000218,9355
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,1,Muscle tissue,,,,1,,16434,A,2385.0,Intermediate,CHEMBL623017,BAO_0000218,9356
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,1,Muscle tissue,,,,1,,16434,A,2385.0,Intermediate,CHEMBL623018,BAO_0000218,9357
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,1,Muscle tissue,,,,1,,16434,A,2385.0,Intermediate,CHEMBL623019,BAO_0000218,9358
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,1,Muscle tissue,,,,1,,16434,A,2385.0,Intermediate,CHEMBL623020,BAO_0000218,9359
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min.,1,Muscle tissue,,,,1,,16434,A,2385.0,Intermediate,CHEMBL623021,BAO_0000218,9360
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,1,Muscle tissue,,,,1,,16434,A,2385.0,Intermediate,CHEMBL623022,BAO_0000218,9361
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,1,Muscle tissue,,,,1,,16435,A,2385.0,Intermediate,CHEMBL623023,BAO_0000218,9362
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,1,Muscle tissue,,,,1,,16435,A,2385.0,Intermediate,CHEMBL623024,BAO_0000218,9363
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,1,Muscle tissue,,,,1,,16435,A,2385.0,Intermediate,CHEMBL623025,BAO_0000218,9364
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,1,Muscle tissue,,,,1,,16435,A,2385.0,Intermediate,CHEMBL620545,BAO_0000218,9365
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,1,Muscle tissue,,,,1,,16435,A,2385.0,Intermediate,CHEMBL620546,BAO_0000218,9366
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,1,Muscle tissue,,,,1,,16435,A,2385.0,Intermediate,CHEMBL620547,BAO_0000218,9367
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,1,Muscle tissue,,,,1,,16435,A,2385.0,Intermediate,CHEMBL620548,BAO_0000218,9368
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,1,Muscle tissue,,,,1,,16435,A,2385.0,Intermediate,CHEMBL620549,BAO_0000218,9369
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,1,Muscle tissue,,,,1,,16434,A,2385.0,Intermediate,CHEMBL620550,BAO_0000218,9370
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 5 min,1,Muscle tissue,,,,1,,16434,A,2385.0,Intermediate,CHEMBL620551,BAO_0000218,9371
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,1,Muscle tissue,,,,1,,16434,A,2385.0,Intermediate,CHEMBL620552,BAO_0000218,9372
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,1,Muscle tissue,,,,1,,16435,A,2385.0,Intermediate,CHEMBL620553,BAO_0000218,9373
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,1,Muscle tissue,,,,1,,16435,A,2385.0,Intermediate,CHEMBL620554,BAO_0000218,9374
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,1,Muscle tissue,,,,1,,16435,A,2385.0,Intermediate,CHEMBL875845,BAO_0000218,9375
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,1,Muscle tissue,,,,1,,16435,A,2385.0,Intermediate,CHEMBL620555,BAO_0000218,9376
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,1,Muscle tissue,,,,1,,16435,A,2385.0,Intermediate,CHEMBL620556,BAO_0000218,9377
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in muscle of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,1,Muscle tissue,,,,1,,16435,A,2385.0,Intermediate,CHEMBL620557,BAO_0000218,9378
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,1,,,,,1,,16434,A,,Intermediate,CHEMBL620558,BAO_0000218,9379
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,1,,,,,1,,16434,A,,Intermediate,CHEMBL620559,BAO_0000218,9380
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,1,,,,,1,,16434,A,,Intermediate,CHEMBL622939,BAO_0000218,9381
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,1,,,,,1,,16434,A,,Intermediate,CHEMBL622940,BAO_0000218,9382
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,1,,,,,1,,16434,A,,Intermediate,CHEMBL622941,BAO_0000218,9383
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,1,,,,,1,,16434,A,,Intermediate,CHEMBL622942,BAO_0000218,9384
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,1,,,,,1,,16434,A,,Intermediate,CHEMBL622943,BAO_0000218,9385
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in pancreas of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,1,,,,,1,,16434,A,,Intermediate,CHEMBL622944,BAO_0000218,9386
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,1,,,,,1,,16435,A,,Intermediate,CHEMBL622945,BAO_0000218,9387
,,N,,,50597,10116.0,Rattus norvegicus,Radioactivity distribution in pancreas of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,1,,,,,1,,16435,A,,Intermediate,CHEMBL622946,BAO_0000218,9388
,,N,,,50597,10116.0,Rattus norvegicus,Compound was evaluated for terminal half life in rat,1,,,,,1,,3341,A,,Intermediate,CHEMBL622947,BAO_0000218,9389
,,N,,,50597,10116.0,Rattus norvegicus,Compound was evaluated in vivo in rat for the plasma half-life at a iv dose of 3 mg/kg and oral dose of 10 mg/kg and experiment by using concentration vs time curve,1,Plasma,,,In vivo,1,,3634,A,1969.0,Intermediate,CHEMBL622948,BAO_0000218,9390
