Fiscal year,Programming process (new),Climate change adaptation (marker),Regional program (marker),Urban issues (marker),Sector percent,Project number,Untied amount(Project-level budget),Gender equality (marker),Sector name,Biodiversity (marker),CountryRegion name,CFLI (marker),Organisation class,Maximum CIDA contribution (project-level),Status,Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CIDA business delivery model (old),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Asia,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Asia,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Asia,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Asia,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Asia,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Asia,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,M012500001,1150000.0,0,Anti-corruption organisations and institutions,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,M012500001,1150000.0,0,Mineral/mining policy and administrative management,0,Europe,0,Multilateral,1150000.0,Terminating,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,MEF ECONOMIC GROWTH AND IFIs,5280,ECONOMIC GROWTH - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012526001,669600.0,0,"Civilian peace-building, conflict prevention and resolution",0,Africa MC,0,Civil Society,669600.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,*Peace Building Fund Section,5302,*Peace Building Fund,1.0,0.0,Responsive,1,Not PBA,0,0,0,1
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012530001,0.0,1,"Civilian peace-building, conflict prevention and resolution",0,Africa MC,0,Civil Society,6000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Core Funding,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012530001,0.0,1,"Civilian peace-building, conflict prevention and resolution",0,Americas MC,0,Civil Society,6000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Core Funding,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012530001,0.0,1,"Civilian peace-building, conflict prevention and resolution",0,Asia MC,0,Civil Society,6000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Core Funding,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012530001,0.0,1,"Civilian peace-building, conflict prevention and resolution",0,Europe MC,0,Civil Society,6000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Core Funding,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012562001,1286668.71,0,Material relief assistance and services,0,Africa MC,0,Civil Society,1286668.71,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012562001,1286668.71,0,Material relief assistance and services,0,Americas MC,0,Civil Society,1286668.71,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012562001,1286668.71,0,Material relief assistance and services,0,Asia MC,0,Civil Society,1286668.71,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012562001,1286668.71,0,Material relief assistance and services,0,Europe MC,0,Civil Society,1286668.71,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,1,0,0,0.15,M012567002,100000000.0,0,Basic nutrition,0,Africa MC,0,Civil Society,100000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Core Funding,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,1,0,0,0.85,M012567002,100000000.0,0,Emergency food aid,0,Africa MC,0,Civil Society,100000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Core Funding,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,1,0,0,0.15,M012567002,100000000.0,0,Basic nutrition,0,Americas MC,0,Civil Society,100000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Core Funding,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,1,0,0,0.85,M012567002,100000000.0,0,Emergency food aid,0,Americas MC,0,Civil Society,100000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Core Funding,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,1,0,0,0.15,M012567002,100000000.0,0,Basic nutrition,0,Asia MC,0,Civil Society,100000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Core Funding,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,1,0,0,0.85,M012567002,100000000.0,0,Emergency food aid,0,Asia MC,0,Civil Society,100000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Core Funding,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,1,0,0,0.15,M012567002,100000000.0,0,Basic nutrition,0,Europe MC,0,Civil Society,100000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Core Funding,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,1,0,0,0.85,M012567002,100000000.0,0,Emergency food aid,0,Europe MC,0,Civil Society,100000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Core Funding,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012570001,4000000.0,0,Infectious disease control,0,Africa MC,0,Para-Governmental,4000000.0,Terminating,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012570001,4000000.0,0,Infectious disease control,0,Americas MC,0,Para-Governmental,4000000.0,Terminating,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012570001,4000000.0,0,Infectious disease control,0,Asia MC,0,Para-Governmental,4000000.0,Terminating,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012570001,4000000.0,0,Infectious disease control,0,Europe MC,0,Para-Governmental,4000000.0,Terminating,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,MNC MNCH & Nutrition,5252,MNCHN - INIT,1.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012576001,105000.0,0,Material relief assistance and services,0,Africa MC,0,Civil Society,105000.0,Terminating,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012576001,105000.0,0,Material relief assistance and services,0,Americas MC,0,Civil Society,105000.0,Terminating,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012576001,105000.0,0,Material relief assistance and services,0,Asia MC,0,Civil Society,105000.0,Terminating,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012576001,105000.0,0,Material relief assistance and services,0,Europe MC,0,Civil Society,105000.0,Terminating,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,MHO Huma Organization & Food Assistance,5311,MHO Non Food - CORE,0.0,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012583001,192000000.0,1,Material relief assistance and services,0,Africa MC,0,Multilateral,192000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,Core Funding,0,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012583001,192000000.0,1,Material relief assistance and services,0,Americas MC,0,Multilateral,192000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,Core Funding,0,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012583001,192000000.0,1,Material relief assistance and services,0,Asia MC,0,Multilateral,192000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,Core Funding,0,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,1.0,M012583001,192000000.0,1,Material relief assistance and services,0,Europe MC,0,Multilateral,192000000.0,Closed,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,MHI International Humanitarian Assis ops,5303,MHI Non-Food INIT,0.0,0.0,Core Funding,0,Not PBA,0,0,0,0
