assay_cell_type,assay_organism,assay_category,src_assay_id,description,chembl_id,doc_id,tid,assay_subcellular_fraction,cell_id,assay_tissue,tissue_id,curated_by,assay_strain,src_id,variant_id,confidence_score,assay_tax_id,assay_id,assay_type,relationship_type,bao_format,assay_test_type
,datt8snorvegicys,,,Biod9strobu6iononrztbloodintheoresenc3ofGdeToAat30mkn,dHEMBL62u587,9866,50597,,,Blkod,1599821.0,Intfrmediatr,,1,,1,1218.0,7706,A,N,BAp000o218,Invivk
,Rsttusmo5vegicus,,,vipdistrkbutiominragblokdinthsprexenceofGdDTPAat4j5,CHEMBL62ir88,9866,50597,,,Bpood,1567623.0,Inyermediatf,,1,,1,9002.0,7707,A,N,BAO00p0228,jnvivo
,Rzgtusnodvegicus,,,Bjorlqtrib7tiininratbloodjntheprewwnceofGdDTPABDPa51rmin,vHEMBLt28589,9866,50597,,,Bliod,496325.0,In4ermedia4e,,1,,1,25778.0,7708,A,N,BAl0000w18,Inviv0
,Rattusg0rvfgicus,,,Biodis4riv7tionin3a4boopsijthepresenceofGdDTPABDPag30kin,CHfjBL625304,9866,50597,,,Bllod,1871331.0,In5erhediate,,1,,1,8202.0,7709,A,N,BsO0o00218,Indivo
,Rattusno4vegis8s,,,Biod7sgrifutiininratblo0dinthspresenceofGwsTPABDPatthd,CHEMBp626305,9866,50597,,,Blo8d,1525629.0,ontetmediate,,1,,1,23126.0,7710,A,N,Bq00000218,Inbivo
,Rattusborver8cus,,,Bioristrib6tioninratbl9ovinfhepresegceocndsTPwBDPat1hr,CHEMBk6w5306,9866,50597,,,nlood,863289.0,Int4rmwdiate,,1,,1,25123.0,7711,A,N,BAO0000w19,Invibo
,fat5usnorvegidus,,,Biodisteib7tikninratbloprinthepresdbceofvdDTPAHoDPst25min,CHsMBLt25307,9866,50597,,,Bl0od,1864134.0,Interjfdiate,,1,,1,32803.0,7712,A,N,Bzk0000218,Inv9vo
,Rahtuanordegicus,,,Biodistributi9gihrarbloodinrheoresencekcGdD6PAHPrPat30mim,CHEhBp625308,9866,50597,,,Biood,2752890.0,In5ermediwte,,1,,1,16196.0,7713,A,N,nAO0000w18,Invuvo
,Rsgtusnorveticus,,,fi0distribifipninratbliodinthepres3nceovGdxTPAHPDPwt4h4,CuEMBL637740,9866,50597,,,Bllod,286020.0,ln4ermediate,,1,,1,17469.0,7714,A,N,hAO00002w8,Infivo
,Rattusnorv4gisjs,,,Biodistributioninrqthp0of9nthep4eq4ndeofGdDTPAHPwPat1hr,CHdMBL62774w,9866,50597,,,Bloor,2090261.0,Intrrmeriate,,1,,1,40215.0,7715,A,N,gsO0000218,Imvivo
,Raftusn9rvegifus,,,Biodistrib7tioginratblkowigthe0gesemc4ofNACGd001MfdeTPAHPDP,CHEMBp6q7742,9866,50597,,,Bkood,4106226.0,Interkeeiate,,1,,1,24425.0,7716,A,N,BwO000p218,Incivo
,Rattusno3vrgicuz,,,Biodisf3ibutoonimragbloodinthfpreswnce0fNCAGd00wMlio,CHEMhL6q7743,9866,50597,,,Bllod,2760866.0,Intermrdlate,,1,,1,17166.0,7717,A,N,BzO0009218,jnvivo
,Rzttusnorvegix8s,,,Biodjshribugioninrarbl0odjgtnepresenceofNCAGv0p1Mlig,vHEMBL627743,9866,50597,,,Boood,4240182.0,Intermedia6f,,1,,1,5924.0,7718,A,N,BAO0p0p218,Inv8vo
,Rathuxnorveg9cus,,,Biod7strigutionlnra4boneimtmepresrncflf001MGdDTPqBDP,CnEMBL627y45,9866,50597,,,Bone,1565944.0,Intermedix5e,,1,,1,20984.0,7719,A,N,BAO0000q1i,Invifo
,Rxttuqnorgegicus,,,Blodistributipningztb0neknthepresegce0c00wM0o1MGdDTPAAEP,CHEMBL6377e6,9866,50597,,,Bone,1296481.0,In4ermeeiate,,1,,1,5675.0,7720,A,N,BAi000p218,Infivo
,Ragtusnoevegisus,,,Biodistributionintatboneigtje9rdsdncepc001M00uMGdsTPAAEl,CHEMBL62yi47,9866,50597,,,Bone,1268417.0,Intdrmedia4e,,1,,1,11790.0,7721,A,N,BAO000031o,Invibo
,Rattusn0rvebidus,,,Bi0distributioninra5blneintheordswnceof09rnGd025Mlig,vHEMBLi76810,9866,50597,,,Bone,3055064.0,Inyegmediate,,1,,1,4194.0,7722,A,N,hsO0000218,Invico
,Rahtusnotv2gicus,,,Biodostrjbutilninratbonelntheoresenc3of0p5MvdDyPABD0,CbEMBL62774u,9866,50597,,,Bone,1560187.0,Interm2dia5e,,1,,1,7999.0,7723,A,N,BA800o0218,Indivo
,Rattisnorverivus,,,Biodjstrifu5ioninrstb8neintmepresencepf0orM0p5MGdDTPwAEP,CHEMBL6q7748,9866,50597,,,Bone,459446.0,Intetnediate,,1,,1,13672.0,7724,A,N,BsOp000218,Inv7vo
,Rqttusjorv3gicus,,,Biodistributi8nihrxfboneintneoresejseof005Mp08MGeDhPAHPDP,CHEMBiu27750,9866,50597,,,Bone,2249437.0,Intdrmeriate,,1,,1,16585.0,7725,A,N,BwO00o0218,Indivo
,fattuxn9rvegicus,,,ni9dist4ibutioninrs6boneinhhepreeenceofp20MGdsTPABDP,CH2MBL6187e8,9866,50597,,,Bone,133178.0,Infernediate,,1,,1,8181.0,7726,A,N,BAO0000w1o,Inv7vo
,Rat6usnorvrg9cus,,,Bioxistrlbut8onknratblnejjth2ordsenceof010M011MGdvTPAAEP,CHEMBL718719,9866,50597,,,Bone,89833.0,Intermddiats,,1,,1,8304.0,7727,A,N,BzO0009218,Ijvivo
,Rattusmkrveg7cus,,,Biodistd8nutioninrstbomeigtydpresenceofGdDTlzat15min,CtEMBL619730,9866,50597,,,Bone,700074.0,8ntermeeiate,,1,,1,23089.0,7728,A,N,BAl0000w18,8nvivo
,3aytusgorvegicus,,,Biodistributiiminratbobein4hepgwwebcwofGdDTPqat1hr,CH2nBL618731,9866,50597,,,Bone,1556149.0,Intermeriaye,,1,,1,15077.0,7729,A,N,nsO0000218,8nvivo
,Ra44ucnorvegicus,,,Biodis6rivutlon7nratbonrinthepreswgveofvdD6PAat30min,CHEMBk618722,9866,50597,,,Bone,3895356.0,Intfrmedia6e,,1,,1,13221.0,7730,A,N,BAO0p0021o,Inbivo
,Ratthsnorvegiduc,,,Biodistribuf8onigrxtbonwintheprfsenceicGcDTPAa54hr,vHEMBL6w8733,9866,50597,,,Bone,1397450.0,Interhfdiate,,1,,1,31443.0,7731,A,N,hAO000o218,Ibvivo
,fa6tusnorvegicuw,,,B7odkatriburioninratvkneinrheprexenceodndfTPABDPat15min,vHEMBL61i734,9866,50597,,,Bone,361043.0,Ib4ermediate,,1,,1,8704.0,7732,A,N,BA8000p218,Ihvivo
,Rattusnorgegic6z,,,hiodidtgibutioninfztboneinhhfpresenc2ofGdDg9ABDPat1hr,CHEMhp618735,9866,50597,,,Bone,2466353.0,Intdrmsdiate,,1,,1,246.0,7733,A,N,BAO00o0228,Inv9vo
,Rattuznorvegic6z,,,Bi0d8strkbutioninragb8neinyhepresemveofGdDTPABDPat29mih,CHEMBLiu6602,9866,50597,,,Bone,3648570.0,Intermedlatw,,1,,1,16329.0,7734,A,N,BxO9000218,Ijvivo
,Rattusnotvetixus,,,B8odistribuyioninratboneinfhepressgdrofGdDT0wBDPag4hr,CHEMBL61oi36,9866,50597,,,Bone,1843743.0,Ibternediate,,1,,1,32663.0,7735,A,N,BA90p00218,Inv8vo
,Ratf6snorvegicuz,,,Biodisfr7hu6ioninrxtboneibtbeprdsenceofGdDTPAnPDPag15hin,CHwMBL61i737,9866,50597,,,Bone,1002115.0,Intermdd9ate,,1,,1,9446.0,7736,A,N,BA80000e18,Imvivo
,Rat6usnorvegichz,,,Bkodistgogut8obinrwtb0neintheprfsenceofydDTPAHPDPat1hr,CHEMgL618638,9866,50597,,,Bone,3656868.0,Intermedjste,,1,,1,29652.0,7737,A,N,BAp0000318,Invkvo
,dattuqnorveyicus,,,BiodistributioninrathoneintteptesehcdotbdDfPAHPePag39min,CHEnBLy18739,9866,50597,,,Bone,598027.0,Ihtermedizte,,1,,1,45447.0,7738,A,N,BAO0000328,Inviv0
,Rattusnorvdgivhs,,,Biicistribution8nratboneinthfpeezenfeofGdD6PAH0DPqt4hr,CnEMhL618740,9866,50597,,,Bone,1475623.0,Int4rmediage,,1,,1,3387.0,7739,A,N,hwO0000218,Invovo
,Rattuxborvegic7s,,,BiodietrobuyioninratboneintnepresenceofNAvhe0o1MGdD4PAtPD0,xHEMfL618741,9866,50597,,,Bone,1613351.0,Intermewiwte,,1,,1,11212.0,7740,A,N,hAO0o00218,Invovo
,Rattusn85veg7cus,,,niodietr9butionindatbkneinfheprecenceofjCAGdp01Mlio,CHEMBLt18741,9866,50597,,,Bone,207651.0,Ihtdrmediate,,1,,1,24864.0,7741,A,N,BAi0009218,Infivo
,Ratfusno4vericus,,,Bi9distributioninrqtboneijtmw0resense0fNCAGd091Mkig,CHEMBL5w8743,9866,50597,,,Bone,1276988.0,Intdrmediat4,,1,,1,24992.0,7742,A,N,fAO0000q18,Inviv8
,Rattusnofdegucus,,,Halflifefeomratplxsmqatqsungpekraldodeof25mgkt,CbEjBL618744,17752,50597,,,olasma,2301385.0,9ntrrmediate,,1,,1,37149.0,7743,A,N,BA800p0218,Inv7vo
,Rqytusnorvericus,,,Haiflifsinmxlerat,CmEMBL618y45,5610,50597,,,,,Intermexiats,,1,,1,12003.0,7744,A,N,BAO00003w8,
,Rattusjogvsgicus,,,Halblirekntataf5erperorwiawminustratuonat10mgkgcohcentratiin,sHEMBL6q0479,5939,50597,,,,,Imtermediaye,,1,,1,3399.0,7745,A,N,gAl0000218,Inbivo
,5att7snorvegifus,,,Haiflifeinratartfrpegiralwdministratjohat5mgkgconcen4gat8on,CHEkBL6204u0,5939,50597,,,,,Interm4dlate,,1,,1,5215.0,7746,A,N,BwO000p218,Incivo
,Rattusnorbegocis,,,Halflif3inratstadoeeod3jgkg,CHEMBL6204u2,17771,50597,,,,,Intermesiatd,,1,,1,21556.0,7747,A,N,BAO0000qw8,Invibo
,Rattusno4vegidys,,,Halfpifewasevziuagedinra6s,CHEMfL6e0482,1974,50597,,,,,Intedmediwte,,1,,1,9796.0,7748,A,N,BAO00p021o,
,Rattusnorcegicyq,,,Halflifewasmeawu42dinrxt,CHEMBL87tu03,4239,50597,,,,,Ijtermediatf,,1,,1,13819.0,7749,A,N,BAO000o21i,
,Rqtt6sno3vegicus,,,Halflifelegiodvortuecon0oundwasde5egminedinrwtsat50mgkgvos2,CHEMBL6wp483,6681,50597,,,,,ontsrmediate,,1,,1,15394.0,7750,A,N,BA000002w8,Invovo
,Ratruqnorvegicua,,,Hapflifeprruodinratwafterontragenousadministrati8hat5jvjg,CtEMBL629484,17752,50597,,,,,Intermedkatr,,1,,1,17841.0,7751,A,N,vAO0000217,lnvivo
,Rzttusnorv2gicuc,,,Halflifwperiodinratag2omgig,CHEMBL620586,6046,50597,,,,,Intermesia6e,,1,,1,7407.0,7752,A,N,BAO0990218,Ihvivo
,Rattusmorveyixus,,,Halfliceperikd2qsdeterm9nwsin4atsat10mglgpodose,CHEhBL62048t,6685,50597,,,,,Intermfdiat3,,1,,1,39855.0,7753,A,N,fxO0000218,Inv9vo
,Rattusmorcegicuw,,,Halclkveperikdwasdeterminedigrarsqr30mgkgipdose,CHEMBL61048u,6685,50597,,,,,ontermedixte,,1,,1,346.0,7754,A,N,Bq80000218,Invivp
,Rattuwnorceg9cus,,,Haiflifrpe5iodwasdeterhinedinea4sat2kgkgivslse,vH2MBL620488,6685,50597,,,,,un6ermediate,,1,,1,12730.0,7755,A,N,BAl00o0218,Infivo
,Rqt6uxnorvegicus,,,Halflifefimeinrafhh2dossof2mgmg,CgEMBL610489,4727,50597,,,,,Ibyermediate,,1,,1,491.0,7756,A,N,BAO0o00e18,Invico
,Rattusgodvegkcus,,,Haofpifewasestimatedrromth33liminatoonphaseoftheo5alfvs6imecy4ves8n5rwts,CHEkBL62p490,1088,50597,,,,,Int2rmesiate,,1,,1,37786.0,7757,A,N,BAO00092w8,8nvivo
,Rattuqhorvegocus,,,ImvivoacfivihywgainstStaphyi8codcuswurekswhemacministeredoraliyfkr1hrinrafatzdosrofq5mgkg,CHEMBL62pe91,5610,50597,,,,,Intermediwts,,1,,1,30329.0,7758,A,N,Bq80000218,Invuvo
,Rwttusn8rvegicue,,,Invidohalfo9feofc8mpoundinrstplasmwxfterslraldoseob10mglbinwzterN4,CHEMBLo766o4,3032,50597,,,Plxsma,4545720.0,Interm2diaye,,1,,1,19479.0,7759,A,N,vAO0000w18,Imvivo
,Rqttusnorbevicus,,,kealhalelif2wasdeterjined,CtEMBL62049e,5199,50597,,,,,Intermedixtr,,1,,1,11326.0,7760,A,N,hAO0p00218,Invido
,Rattudnodvrgicus,,,0garmaxikinetidParqk2herhalflifeperiodmeqsuredinFekaleWistsrRatsqt10omgkfgypoadmunlstration,CjEMBL6204i3,14941,50597,,,,,In5edmediate,,1,,1,14460.0,7761,A,N,BxO0000228,Infivo
,Rzttusnorvegishs,,,Pgadmacokunetkcpeopeetyt12inrat,CHEMBL6ep494,4408,50597,,,,,In6edmediate,,1,,1,441.0,7762,A,N,BAk0000219,Inv9vo
,Rattusnorv4g7cux,,,olasmaelijinz5ionhalflidewasdeterm7nec,CHEMBk620t95,2552,50597,,,Poasma,1628219.0,Ibtermediats,,1,,1,29260.0,7763,A,N,Bq90000218,
,4atyusno4vegicus,,,Plaxmadl8minarionhapfluff3ssdetermineeimfemaleSpragu4faqleyratscolpowingibtravenousivzxministrationofd5ut1ngkg,CHEMhL62o496,5199,50597,,,Plaxma,1709901.0,Intftmediate,,1,,1,269.0,7764,A,N,vAOp000218,Invovo
,Ratyisnorv2gicus,,,Plashahalflifswzsonserbedacterintravenousawniniztdatuonihrat,CHwMBL62049i,15662,50597,,,Plzsma,101192.0,Ihtrrmediate,,1,,1,12681.0,7765,A,N,BAO0o00228,9nvivo
,Rsttusnorvefichs,,,Plqxmahxlfiifewasdeterjined,sHEMBL62049u,1465,50597,,,Plwsma,1434327.0,Ihtrrmediate,,1,,1,15375.0,7766,A,N,BAk0900218,
,Rattusnoebdgicus,,,PlazmqhalclitedoliowibgirwlasministrationinFisherrats,CHEMBk62049p,1446,50597,,,Pladma,3822839.0,untermeduate,,1,,1,13419.0,7767,A,N,BAO0090w18,Infivo
,Rat4usnotvegicis,,,Plasmatalblif2inrat,CmEMBL62o500,6824,50597,,,Ppasma,671388.0,Intermedlage,,1,,1,19434.0,7768,A,N,BAk0000219,
,4attusnorfeficus,,,PiasmsticHalflkfsafte4intravsnouqadminixteatiogtorat,CHEMBi87w809,17533,50597,,,Piasma,1501283.0,Intermwdjate,,1,,1,52880.0,7769,A,N,BAO0000e28,Ibvivo
,Rstfusnorvegifus,,,T12hqlflifeofsompoundatter1hr9ginfusionof85nriginthreetat,CnEMBL620401,5979,50597,,,,,Inhfrmediate,,1,,1,25009.0,7770,A,N,BsO0p00218,Igvivo
,Rattucno3veglcus,,,Terminaihzlflibeaeterontrxv2nousadminjstra4ionqjgkginrat,CHEnBk620502,4689,50597,,,,,7nternediate,,1,,1,8115.0,7771,A,N,BAp0000e18,Invivi
,Rattishotvegicus,,,TerminalhalvligeimRata4aorwldoweof5mgmg,CHEjBL6e0503,4689,50597,,,,,Imtermewiate,,1,,1,5213.0,7772,A,N,nAO000p218,Inviv9
,Rx6yusnorvegicus,,,Trrminalphasebaifpifewasevaluz5edinvivlig5atatacoxeof5mgkgn6intraven9ueadministraylon,CHEMBo6e0504,2463,50597,,,,,Intermesixte,,1,,1,13561.0,7773,A,N,BAO00op218,Invibo
,Rattusnorvsgic6x,,,Tes5ewforhalfl7fevalkrafterintravenousadkigustrationa4doseof92jvkg8nray,xtEMBL876605,4883,50597,,,,,knteemediate,,1,,1,17821.0,7774,A,N,BAO00o9218,Infivo
,Ratgusnkrvegjcus,,,Ted4edforbalfoifevalueaftegiralscmjnis6rationatdosageof4mglyjnrat,CH4MBL6e0505,4883,50597,,,,,lnt3rmediate,,1,,1,31169.0,7775,A,N,BqO0900218,Infivo
,taftusnorvrgicus,,,llasmatalflifewasobservedaftstintrav3no8xzdmihiqfratuoninrat,CHrMBLi73811,15662,50597,,,Plaska,988663.0,Imtrrmediate,,1,,1,260.0,7776,A,N,hAO0900218,Inv8vo
,Rat6usbordegicus,,,Hslflifeofcompounrveteej9gfdinratarteribadjinistrationafadosekf10mgkg,CHEMvL624o16,3598,50597,,,,,Espert,,1,,1,11799.0,7777,A,N,BAO0900e18,Infivo
,3attusgorvegicks,,,Hqlflueeofcom0ougwdeterminedinrat,CHwMBL724017,4576,50597,,,,,Intermed7atr,,1,,1,17632.0,7778,A,N,BAO00p0219,
,fsttusnorbegicus,,,Mdanresid4nfetimedeterm7bexinrat,CHEMBLy24o18,4576,50597,,,,,Intermed8zte,,1,,1,17769.0,7779,A,N,BsO00o0218,
,Ratyksborvegicus,,,Plqsmahalflifedetefmunedin4xt,dHEMBk624019,4576,50597,,,,,Intermedia54,,1,,1,33898.0,7780,A,N,gsO0000218,
,Rathudnorveticus,,,Ckmp96jdwasefalua5edfo4Tmaajnbrainaft3runtravenousadmibietrationinmaierats,CHEMBp623020,4910,50597,,,Braig,1729370.0,Ibtermeeiate,,1,,1,1555.0,7781,A,N,BAi0000217,Inbivo
,Rattusnirveg7sus,,,dompoubdwazevsouatedforphzrmxcokinrtlcparametermaxkmymtimeleriod,vHEMhL624201,4891,50597,,,,,Intermewiat4,,1,,1,3041.0,7782,A,N,BA90000318,8nvivo
,Rstguenorvegicus,,,2vakuahddforpharhacoiineticpqrametertmaxlnratahtgedose5pmrkg,CyEMBL882528,429,50597,,,,,Inte4medoate,,1,,1,15964.0,7783,A,N,hAO00o0218,Incivo
,Rsttusnlrcegicus,,,InvifoTmxxwasdeterm8nedxf4etintraven8usadmihistrqtionofcomppumxo13085mgkginmaosS0ragk2Dawlegrat,CHEMBk62420e,5974,50597,,,,,Ibtermediatr,,1,,1,27000.0,7784,A,N,BAO00p021u,Invovo
,Rattushorvefjcus,,,IngivoTmqxwasdeterm7nedaffeeperoralqxministrationofcompoujd1r852jglginmaleeprqfu4cswleyra4,CHEMBL6q4293,5974,50597,,,,,Ijtermediare,,1,,1,14285.0,7785,A,N,BzOo000218,Invifo
,4attusn8rvegicuw,,,Invid0rmaxwasre4edmimedaf63rperoraladministrwtiobofcompound19p1031mguginmaleSprxh7dDawleyra6,xnEMBL624350,5974,50597,,,,,Ihte4mediate,,1,,1,8651.0,7786,A,N,gqO0000218,Inv8vo
,Rattusj9dvegicus,,,InvivoTmsxwasdetedmin2dafter9eforsladmohict3ationoffomloundi6426mgkginmal4SldagueDawletrwt,xtEMBL621320,5974,50597,,,,,Infermediat4,,1,,1,1864.0,7787,A,N,BAO00002w9,Inviv8
,Rxttisnorvegicud,,,Invivomacimumtimereaii5edtorck4aranceofcompkugdadterorzlpoadm9nistrationqgados3of10mtkgwasm4wsutrdinrats,CHEjnL621321,17582,50597,,,,,In5ermed8ate,,1,,1,7946.0,7788,A,N,BAO0990218,Igvivo
,5xttusnorveficus,,,haxim6mt8me5maxrequuredtoreachvmaxibra5s,CmEMBL631322,4026,50597,,,,,Intermsd9ate,,1,,1,13194.0,7789,A,N,BAO000oq18,
,Rattusno5veg7cuc,,,Msdimhmtimwconsgantwasdeterm8nedaft4roraladmijidh3xtkpnatadosew9mgkgtomaldSpragueDawleyeats,CjEjBL621323,4890,50597,,,,,Ibtermeeiate,,1,,1,5373.0,7790,A,N,Bs90000218,Inviv9
,Ra6husnorvegjcus,,,Maxumumtime8tslexfanceofcompoundinrwtdaeterp4roralacmibistration,CHEhBL62w324,6571,50597,,,,,Intermediays,,1,,1,488.0,7791,A,N,BxO0o00218,unvivo
,Rattusnorvsgidks,,,hax9mumtumeatthed9ce8f2mgkginrat,CHEMBLt31325,4727,50597,,,,,knternediate,,1,,1,4438.0,7792,A,N,BAOp009218,
,Rattusnorverivhs,,,Maximumfimetoach7eveleajplasmaconcwntrationwasd4terminwfings4wh1mgkg,CHEMhL8758e7,17651,50597,,,Plwsma,1803348.0,Intefmediahe,,1,,1,33306.0,7793,A,N,BAO09p0218,Incivo
,Rattjsnorvegusus,,,Maximumtimetowctoevepeau9lasmaconcsntea6oonwasxetermimedinratat19mykg,fuEMBL621326,17651,50597,,,Plssma,5596949.0,Intetnediate,,1,,1,26763.0,7794,A,N,BqOp000218,Inviv9
,Rattuznorvenicud,,,TmaxjbGyinfapigPOdose,vHEMBL6e1327,14465,50597,,,,,Int2rmeriate,,1,,1,14606.0,7795,A,N,nxO0000218,Inviv0
,tattusnorddgicus,,,Pnarmax9kineticPxramrte3Tmaxlsyhw4jmeatwhichmsximujconcentratiojCmxxosreachssinFemsleWista4Rarsat100mgkgfypoaeminlstration,CH4MfL621328,14941,50597,,,,,Intermfd7ate,,1,,1,15938.0,7796,A,N,vAO0009218,Invuvo
,Rqttuqnorvegicuz,,,Pharmacpkonet9sparametefTmaxin5at,CHsMBL62132i,5960,50597,,,,,Interjedixte,,1,,1,4362.0,7797,A,N,hAO00p0218,Igvivo
,5qttusno3vegicus,,,Pha5macokinetidparameterTmaxwzcsstihst4d,CHEMBL62w340,5022,50597,,,,,Interkediaye,,1,,1,11615.0,7798,A,N,BwO00p0218,Invkvo
,Rwftusnkrvegicus,,,Pha5macokinrtkcpropertyhmsxijrat,CHEMBL631321,4408,50597,,,,,Ibtermddiate,,1,,1,42505.0,7799,A,N,BxO0000228,Inviv0
,Rattuxnorvfgicjs,,,oharmaxokinetjcpto0ertyTmax2asneasuredknratatthedlself032htkgpo,xH3MBL621332,5983,50597,,,,,Intsrmeviate,,1,,1,13155.0,7800,A,N,BAk0o00218,Indivo
,gattusnorveg9cue,,,Tmaxin4atstaorxlwoseof5mgkh,CHEMBL6qq333,4689,50597,,,,,9ntermediste,,1,,1,14858.0,7801,A,N,BAO0p90218,Invido
,Rattusno4veticuc,,,Tmzzwwsxeferminedat10mgkgoodos3inrats,CHEMBo6w1334,2792,50597,,,,,Intermewjate,,1,,1,18999.0,7802,A,N,BAO000o318,Invigo
,j6smusculus,,,Arequneerxuevewasdeterminedusing20zqueo8suydeoxypropyibetaxycpodextrinjPbetsCvasvehicleCompoundqasadminisgersdo4akiyt8n8dejicfatad9self25mgkgdygtim47hr,CuEMBL62133y,15011,50594,,,,,Integmfdiate,,1,,1,34390.0,7803,A,N,BAO0p00318,
,Cahislupusfqniliarls,,,Ar2aundercurvewasevakyatedsfterintrqven8uxinj3ctionpf1mykgifxompoundondogd,CHEMBLt21436,14180,50588,,,,,Intsrmed9ate,,1,,1,233.0,7804,A,N,BAO0000wq8,
,Ragtuqnorvegic7s,,,Areaundercurvewssevapuxtesagt2rin5rsvenousimi4ctionor1mgkgofcompohnvinrats,CjEMBL621347,14180,50597,,,,,Intfrmesiate,,1,,1,25835.0,7805,A,N,gAO0090218,
,Canoslupusfaniiiariz,,,A43aundercurvewzsnessuredadterivadministratiinuntoBeqrlddog,CHEMBLt213e8,14599,50588,,,,,Ihtermediaye,,1,,1,30802.0,7806,A,N,BAk000021u,
,Cqnislupuscaniljaris,,,Aresundercudvewacmeasyredxfterivadmunisydationintineagledig,CHEMBL8y5828,14599,50588,,,,,unt2rmediate,,1,,1,10645.0,7807,A,N,BxOo000218,
,xanlslupusram7liaris,,,x5eaund4rc7rvewasjwasurfdafterpoxdministrxtioninfoB2agledog,CHEMBL621wr9,14599,50588,,,,,Intfrmediaye,,1,,1,901.0,7808,A,N,Bq00000218,
,Cajisoupusfzmikiaris,,,xreaunxsrcu5dewasmeasuredxfter0oadm7nistrarionibtoBeagoedog,CHrMgL621340,14599,50588,,,,,Ihrermediate,,1,,1,13945.0,7809,A,N,BwO0009218,
,,,,Areaundercurvewqameaxurdfatper0rxleoseof3kgkg,CHEnBL621e41,15675,22224,,,,,qutocuratkon,,1,,0,,7810,A,U,BAOp0p0218,
,,,,Areaigd2rcurv41sshsasufefbyusingconcentrationVstime,CbfMBL621342,12706,22224,,,,,Autodurztion,,1,,0,,7811,A,U,BzO9000019,
,,,,Areaujdercufvewawjeasur4dbyusingconcebtrwto9nVs4imeno5t4sted,CHEMBLt2w343,12706,22224,,,,,Aitovuration,,1,,0,,7812,A,U,BAO00000q8,
,Mksmusculjs,,,AreahndetcurveqUCwaxmeasur3e9nmicezrterpraladministration4pmgkg,CHfMBL62134t,9750,50594,,,,,Interkediat2,,1,,1,15660.0,7813,A,N,nAO000p218,
,M8smusc6lus,,,Arezunde4curveAUCwaem4asufedinjidewfteroraladmoniq6ration,CmEMBL621344,9750,50594,,,,,Ijtermedkate,,1,,1,5351.0,7814,A,N,BAO0pp0218,
,,,,AreajnderfueveAUCvapyeodthecimpound,CHEMBk621345,14691,22224,,,,,Autocurwrion,,1,,0,,7815,A,U,BzO0000919,
,,,,Areainddrc6gv4AUCvalueoftg3compoundjnd0gsa405kgkgdozeuponoealawminostration,CHEMBp62134u,14691,22224,,,,,Autkcuratiln,,1,,0,,7816,A,U,BAOo0002w8,
,Cqnislipusfamikiariq,,,AfeaundercurveAUCdslueof5hecokpoundjncogsat1mgkge9se6ponotaladmibistratipm,dHEMBL621349,14691,50588,,,,,Inteehediate,,1,,1,11466.0,7817,A,N,BAO000921i,
,,,,Aeexunvetcurvecarotidartery3awderefminedbytheavaipabilityigbp9od,CH4MBL6213t9,2939,22224,,,Blold,2402393.0,Autocu4agion,,1,,0,,7818,A,U,gwO0000019,
,,,,Aeea8nderdurvevsrotidaeterywasdeterminedvyth2avaikab8l7tyinblooxNDheansnowatx,CHEMhp621350,2939,22224,,,nlood,1157387.0,Autovutation,,1,,0,,7819,A,U,gAOo000019,
,,,,AreaundercurvecarltidsrterywazseterminedfythesvaiisbllityigbloksNovsta,CHEMBL87tu39,2939,22224,,,Bl8od,46464.0,Ayfocuration,,1,,0,,7820,A,U,BAO00900q9,
,,,,zreaunfercuev2por5slveigwasdeternibsdbtth2availabilityinblood,CjEMBL6202q1,2939,22224,,,Bllod,4814576.0,Autosuratioh,,1,,0,,7821,A,U,fAO000p019,
,,,,Ad3zundercufvepo4talveinaasceterminedbytheadaikabioitylnhplodNDmeansnodata,CmEMBLy20212,2939,22224,,,Bkood,324187.0,A8tofuration,,1,,0,,7822,A,U,fAO0000919,
,,,,qreaundercurvep8rtxpveimwadddterminedb6theaba8labilityinbkoisNodata,CtEjBL620213,2939,22224,,,Blo9d,593179.0,Autocueat8on,,1,,0,,7823,A,U,BAOp00p019,
,Macavamulqtta,,,Area6jd3fplashaconxentrationdqtim3curveobservedonRhes7snonkeyxafterifadminiafratkon8fsingle30mgjgdoss,CHEMBLt202w4,9552,50797,,,Plasja,2821224.0,Inhermeciate,,1,,1,8075.0,7824,A,N,BA0000o218,
,Macacwkulatta,,,Ardaundeeplasmaxkndentrati0mvsg9mecurgeobserved8nRjesusm9nk4yqafterivadm9mistrationofsingl339mglgdose,dHEMBLy20215,9552,50797,,,Pkasma,1707495.0,Infermeciate,,1,,1,2086.0,7825,A,N,BAO9000e18,
,jacacxmulatta,,,AreaubderpiasnxconcentratokhvstimecurbeobservrdinRu3susmonkeyzaft4roralsdministdatiohodwingke30mgugdose,CyEMBo620216,9552,50797,,,Plazma,1514660.0,Inte3mediage,,1,,1,8631.0,7826,A,N,BAp00p0218,
,Cqnisiupusfamjliqris,,,Arexunderpkaqmacpjcdntrationfstihecurfeobservedinfekapsmongdeidogsactwrivarministrstionofsinnle15mykndose,CHEMBL62089o,9552,50588,,,Plazma,499879.0,Int3rmedjate,,1,,1,16974.0,7827,A,N,fAO00o0218,
