ss_d,ss_tx_d,src_ss_d,crtd_b,ss_sbclllr_frctn,td,ss_tst_tp,chmbl_d,tss_d,ss_ctgr,src_d,ss_cll_tp,rltnshp_tp,cnfdnc_scr,cll_d,b_frmt,vrnt_d
3059,,,Autocuration,,108,,CHEMBL621382,,,1,,H,8,,BAO_0000357,
3060,9606.0,,Expert,,108,,CHEMBL621383,,,1,,D,9,,BAO_0000357,
3061,,,Autocuration,,108,,CHEMBL621384,,,1,,H,8,,BAO_0000357,
3062,9913.0,,Autocuration,,144,,CHEMBL621385,,,1,,H,8,,BAO_0000357,
3063,9913.0,,Autocuration,,144,,CHEMBL617989,,,1,,H,8,,BAO_0000357,
3064,10141.0,,Expert,,104714,,CHEMBL617990,,,1,,H,4,,BAO_0000019,
3065,10141.0,,Autocuration,,104714,,CHEMBL875085,2116.0,,1,,H,4,,BAO_0000221,
3066,10141.0,,Autocuration,,104714,,CHEMBL617991,,,1,,H,4,,BAO_0000019,
3067,10141.0,,Autocuration,,104714,,CHEMBL617992,,,1,,H,4,,BAO_0000019,
3068,10141.0,,Autocuration,,104714,,CHEMBL617993,2116.0,,1,,H,4,,BAO_0000221,
3069,10141.0,,Autocuration,,104714,,CHEMBL617994,2116.0,,1,,H,4,,BAO_0000221,
3070,10141.0,,Autocuration,,104714,,CHEMBL617995,,,1,,H,4,,BAO_0000019,
3071,10141.0,,Autocuration,,104714,,CHEMBL617996,,,1,,H,4,,BAO_0000019,
3072,10141.0,,Autocuration,,104714,,CHEMBL617997,,,1,,H,4,,BAO_0000019,
3073,10141.0,,Autocuration,,104714,,CHEMBL617998,,,1,,H,4,,BAO_0000019,
3074,10141.0,,Autocuration,,104714,,CHEMBL617999,,,1,,H,4,,BAO_0000019,
3075,10141.0,,Autocuration,,104714,,CHEMBL618000,,,1,,H,4,,BAO_0000019,
3076,10141.0,,Autocuration,,104714,,CHEMBL617815,2116.0,,1,,H,4,,BAO_0000221,
3077,10141.0,,Autocuration,,104714,,CHEMBL617816,2116.0,,1,,H,4,,BAO_0000221,
3078,10141.0,,Autocuration,,104714,,CHEMBL617817,2116.0,,1,,H,4,,BAO_0000221,
3079,10141.0,,Autocuration,,104714,,CHEMBL617818,2116.0,,1,,H,4,,BAO_0000221,
3080,10141.0,,Autocuration,,104714,,CHEMBL617819,2116.0,,1,,H,4,,BAO_0000221,
3081,10141.0,,Autocuration,,104714,,CHEMBL617820,,,1,,H,4,,BAO_0000223,
3082,10141.0,,Autocuration,,104714,,CHEMBL617821,2116.0,,1,,H,4,,BAO_0000221,
3083,10141.0,,Autocuration,,104714,,CHEMBL617822,2116.0,,1,,H,4,,BAO_0000221,
3084,10141.0,,Autocuration,,104714,,CHEMBL617823,2116.0,,1,,H,4,,BAO_0000221,
3085,10141.0,,Autocuration,,104714,,CHEMBL617824,2116.0,,1,,H,4,,BAO_0000221,
3086,10141.0,,Autocuration,,104714,,CHEMBL617825,2116.0,,1,,H,4,,BAO_0000221,
3087,10141.0,,Autocuration,,104714,,CHEMBL617826,2116.0,,1,,H,4,,BAO_0000221,
3088,10141.0,,Autocuration,,104714,,CHEMBL617827,2116.0,,1,,H,4,,BAO_0000221,
3089,10141.0,,Autocuration,,104714,,CHEMBL617828,2116.0,,1,,H,4,,BAO_0000221,
3090,10141.0,,Autocuration,,104714,,CHEMBL617829,2116.0,,1,,H,4,,BAO_0000221,
3091,10141.0,,Autocuration,,104714,,CHEMBL617830,2116.0,,1,,H,4,,BAO_0000221,
3092,10141.0,,Autocuration,,104714,,CHEMBL617831,2116.0,,1,,H,4,,BAO_0000221,
3093,10141.0,,Autocuration,,104714,,CHEMBL617832,2116.0,,1,,H,4,,BAO_0000221,
3094,10141.0,,Autocuration,,22226,,CHEMBL617833,,,1,,U,0,,BAO_0000019,
3095,,,Autocuration,,51,,CHEMBL617834,,,1,,H,8,,BAO_0000357,
3096,9606.0,,Expert,,104714,,CHEMBL617835,,,1,,D,5,,BAO_0000223,
3097,,,Autocuration,,104714,,CHEMBL617836,,,1,,H,4,,BAO_0000223,
3098,,,Autocuration,,104714,,CHEMBL617837,,,1,,H,4,,BAO_0000223,
3099,,,Autocuration,,104714,,CHEMBL620392,,,1,,H,4,,BAO_0000019,
3100,,,Autocuration,,104714,,CHEMBL620393,,,1,,H,4,,BAO_0000223,
3101,,,Autocuration,,104714,,CHEMBL620394,,,1,,H,4,,BAO_0000223,
3102,,,Autocuration,,104714,,CHEMBL620395,,,1,,H,4,,BAO_0000223,
3103,,,Autocuration,,22226,,CHEMBL620396,,,1,,U,0,,BAO_0000019,
3104,,,Expert,,105030,,CHEMBL620582,,,1,NG108-15,H,4,433.0,BAO_0000219,
3105,,,Autocuration,,105030,In vivo,CHEMBL620583,,,1,,H,4,,BAO_0000218,
3106,,,Autocuration,,105030,,CHEMBL620584,,,1,,H,4,,BAO_0000019,
3107,,,Autocuration,,105030,,CHEMBL620585,,,1,,H,4,,BAO_0000224,
3108,,,Autocuration,,105030,,CHEMBL620586,,,1,,H,4,,BAO_0000224,
3109,,,Autocuration,,105030,,CHEMBL620587,,,1,,H,4,,BAO_0000019,
3110,,,Autocuration,,105030,,CHEMBL620588,,,1,,H,4,,BAO_0000019,
3111,,,Autocuration,,105030,,CHEMBL620589,,,1,,H,4,,BAO_0000218,
3112,,,Autocuration,,105030,,CHEMBL620590,,,1,,H,4,,BAO_0000219,
3113,,,Autocuration,,105030,,CHEMBL617956,,,1,,H,4,,BAO_0000019,
3114,,,Autocuration,,105030,,CHEMBL617957,,,1,,H,4,,BAO_0000019,
3115,,,Autocuration,,105030,,CHEMBL617958,,,1,,H,4,,BAO_0000224,
3116,,,Autocuration,,105030,,CHEMBL617959,,,1,,H,4,,BAO_0000219,
3117,,,Autocuration,,105030,,CHEMBL617960,,,1,,H,4,,BAO_0000219,
3118,,,Autocuration,,105030,,CHEMBL617961,,,1,,H,4,,BAO_0000224,
3119,,,Autocuration,,105030,In vitro,CHEMBL617962,,,1,,H,4,,BAO_0000219,
3120,,,Autocuration,,105030,,CHEMBL617963,,,1,N1E-115,H,4,339.0,BAO_0000219,
3121,,,Autocuration,,11765,,CHEMBL617964,,,1,,H,8,,BAO_0000019,
3122,,,Autocuration,,11765,,CHEMBL617965,,,1,,H,8,,BAO_0000219,
3123,10090.0,,Autocuration,,10630,,CHEMBL617966,,,1,,D,9,,BAO_0000357,
3124,,,Autocuration,,17106,,CHEMBL857074,,,1,,H,8,,BAO_0000019,
3125,9823.0,,Autocuration,,144,,CHEMBL617967,,,1,,H,8,,BAO_0000357,
3126,9823.0,,Autocuration,,144,,CHEMBL617968,,,1,,H,8,,BAO_0000357,
3127,9986.0,,Autocuration,,104714,,CHEMBL617969,,,1,,H,4,,BAO_0000223,
3128,9986.0,,Autocuration,,104714,,CHEMBL617970,,,1,,H,4,,BAO_0000223,
3129,9986.0,,Autocuration,,104714,,CHEMBL617971,,,1,,H,4,,BAO_0000223,
3130,9986.0,,Autocuration,,104714,,CHEMBL617972,,,1,,H,4,,BAO_0000019,
3131,9986.0,,Autocuration,,104714,,CHEMBL617973,,,1,,H,4,,BAO_0000019,
3132,9986.0,,Autocuration,,104714,,CHEMBL617974,,,1,,H,4,,BAO_0000019,
3133,9986.0,,Autocuration,,104714,,CHEMBL617975,2116.0,,1,,H,4,,BAO_0000221,
3134,9986.0,,Autocuration,,104714,,CHEMBL617976,,,1,,H,4,,BAO_0000019,
3135,9986.0,,Autocuration,,104714,,CHEMBL617977,,,1,,H,4,,BAO_0000019,
3136,9986.0,,Autocuration,,104714,,CHEMBL617978,,,1,,H,4,,BAO_0000019,
3137,9986.0,,Autocuration,,104714,,CHEMBL617979,,,1,,H,4,,BAO_0000019,
3138,9986.0,,Autocuration,,104714,,CHEMBL617980,,,1,CHO,H,4,449.0,BAO_0000219,
3139,10116.0,,Autocuration,,104698,,CHEMBL617981,,,1,,D,7,,BAO_0000019,
3140,,,Autocuration,,12020,,CHEMBL617982,,,1,,H,8,,BAO_0000019,
3141,,,Autocuration,,12020,,CHEMBL617983,,,1,,H,8,,BAO_0000357,
3142,10116.0,,Autocuration,,104698,,CHEMBL617984,,,1,,D,7,,BAO_0000019,
3143,,,Autocuration,,104698,,CHEMBL617985,,,1,,H,6,,BAO_0000019,
3144,,,Autocuration,,104698,In vivo,CHEMBL617986,948.0,,1,,H,6,,BAO_0000218,
3145,,,Autocuration,,104698,,CHEMBL617987,948.0,,1,,H,6,,BAO_0000019,
3146,,,Autocuration,,104698,,CHEMBL617988,948.0,,1,,H,6,,BAO_0000019,
3147,,,Autocuration,,104698,,CHEMBL617792,948.0,,1,,H,6,,BAO_0000019,
3148,,,Autocuration,,104698,,CHEMBL617793,948.0,,1,,H,6,,BAO_0000019,
3149,,,Autocuration,,104698,,CHEMBL617794,,,1,,H,6,,BAO_0000019,
3150,,,Autocuration,,104698,,CHEMBL617795,,,1,,H,6,,BAO_0000019,
3151,,,Autocuration,,104698,,CHEMBL617796,,,1,,H,6,,BAO_0000019,
3152,,,Autocuration,,104698,,CHEMBL617797,,,1,,H,6,,BAO_0000019,
3153,10116.0,,Autocuration,,104698,In vivo,CHEMBL617798,,,1,,D,7,,BAO_0000218,
3154,,,Autocuration,,104698,In vivo,CHEMBL617799,,,1,,H,6,,BAO_0000218,
3155,10116.0,,Autocuration,,104698,In vivo,CHEMBL617800,,,1,,D,7,,BAO_0000218,
3156,10116.0,,Autocuration,,104698,,CHEMBL617801,,,1,,D,7,,BAO_0000019,
3157,10116.0,,Autocuration,,104698,In vivo,CHEMBL617802,,,1,,D,7,,BAO_0000218,
3158,10116.0,,Autocuration,,104698,,CHEMBL617803,,,1,,D,7,,BAO_0000019,
3159,,,Autocuration,,104698,,CHEMBL617804,,,1,,H,6,,BAO_0000019,
3160,10116.0,,Autocuration,,104698,,CHEMBL617805,,,1,,D,7,,BAO_0000019,
3161,,,Autocuration,,104698,,CHEMBL617806,,,1,,H,6,,BAO_0000223,
3162,,,Autocuration,,104698,,CHEMBL617807,,,1,,H,6,,BAO_0000019,
3163,,,Autocuration,,104698,,CHEMBL617808,,,1,,H,6,,BAO_0000019,
3164,,,Autocuration,,104698,,CHEMBL617809,,,1,,H,6,,BAO_0000249,
3165,,,Autocuration,,104698,,CHEMBL617810,,,1,,H,6,,BAO_0000019,
3166,,,Autocuration,,104698,,CHEMBL617811,955.0,,1,,H,6,,BAO_0000249,
3167,,,Autocuration,,104698,,CHEMBL617812,955.0,,1,,H,6,,BAO_0000221,
3168,,,Autocuration,,104698,,CHEMBL617813,,,1,,H,6,,BAO_0000249,
3169,,,Autocuration,,104698,,CHEMBL617814,,,1,,H,6,,BAO_0000249,
3170,,,Autocuration,,104698,,CHEMBL617698,,,1,,H,6,,BAO_0000019,
3171,10116.0,,Autocuration,,104698,,CHEMBL617699,,,1,,D,7,,BAO_0000019,
3172,10116.0,,Autocuration,,104698,,CHEMBL617700,,,1,,D,7,,BAO_0000019,
3173,10116.0,,Autocuration,,104698,,CHEMBL617701,,,1,,D,7,,BAO_0000223,
3174,,,Autocuration,,104698,,CHEMBL617702,,,1,,H,6,,BAO_0000019,
3175,,,Autocuration,Membranes,104698,,CHEMBL617703,,,1,,H,6,,BAO_0000249,
3176,10116.0,,Autocuration,,104698,,CHEMBL617704,,,1,,D,7,,BAO_0000019,
3177,,,Autocuration,,104698,,CHEMBL617705,,,1,,H,6,,BAO_0000223,
3178,10116.0,,Autocuration,,104698,,CHEMBL617706,,,1,,D,7,,BAO_0000223,
3179,,,Autocuration,,104698,,CHEMBL617707,,,1,NG108-15,H,6,433.0,BAO_0000219,
3180,,,Autocuration,,104698,,CHEMBL617708,,,1,NG108-15,H,6,433.0,BAO_0000219,
3181,,,Autocuration,,104698,,CHEMBL617709,,,1,,H,6,,BAO_0000019,
3182,,,Autocuration,,104698,,CHEMBL617710,,,1,,H,6,,BAO_0000019,
3183,,,Autocuration,,104698,,CHEMBL882925,,,1,,H,6,,BAO_0000019,
3184,,,Autocuration,,104698,,CHEMBL617711,,,1,,H,6,,BAO_0000019,
3185,,,Autocuration,,104698,,CHEMBL617712,,,1,,H,6,,BAO_0000019,
3186,10116.0,,Autocuration,,104698,,CHEMBL617713,,,1,,D,7,,BAO_0000019,
3187,,,Autocuration,,104698,,CHEMBL617714,,,1,,H,6,,BAO_0000019,
3188,,,Autocuration,,104698,,CHEMBL617715,,,1,,H,6,,BAO_0000218,
3189,,,Autocuration,,104698,In vivo,CHEMBL617716,,,1,,H,6,,BAO_0000218,
3190,,,Autocuration,,104698,,CHEMBL617717,,,1,,H,6,,BAO_0000218,
3191,,,Autocuration,,104698,In vivo,CHEMBL617718,,,1,,H,6,,BAO_0000218,
3192,,,Autocuration,,104698,In vivo,CHEMBL617719,,,1,,H,6,,BAO_0000218,
3193,,,Autocuration,,104698,In vivo,CHEMBL617720,,,1,,H,6,,BAO_0000218,
3194,10116.0,,Autocuration,,104698,In vivo,CHEMBL617721,,,1,,D,7,,BAO_0000218,
3195,,,Autocuration,,104698,In vivo,CHEMBL617722,,,1,,H,6,,BAO_0000218,
3196,,,Autocuration,,104698,In vivo,CHEMBL617723,,,1,,H,6,,BAO_0000218,
3197,,,Autocuration,,104698,In vivo,CHEMBL617724,,,1,,H,6,,BAO_0000218,
3198,,,Autocuration,,104698,In vivo,CHEMBL617725,,,1,,H,6,,BAO_0000218,
3199,,,Autocuration,,104698,In vivo,CHEMBL617726,,,1,,H,6,,BAO_0000218,
3200,,,Autocuration,,104698,In vivo,CHEMBL617727,,,1,,H,6,,BAO_0000218,
3201,,,Autocuration,,104698,In vivo,CHEMBL617728,,,1,,H,6,,BAO_0000218,
3202,,,Autocuration,,104698,In vivo,CHEMBL617729,,,1,,H,6,,BAO_0000218,
3203,,,Autocuration,,104698,In vivo,CHEMBL617730,,,1,,H,6,,BAO_0000218,
3204,,,Autocuration,,104698,In vivo,CHEMBL617731,,,1,,H,6,,BAO_0000218,
3205,,,Autocuration,,104698,In vivo,CHEMBL617732,,,1,,H,6,,BAO_0000218,
3206,,,Autocuration,,104698,In vivo,CHEMBL617733,,,1,,H,6,,BAO_0000218,
3207,,,Autocuration,,104698,In vivo,CHEMBL617734,,,1,,H,6,,BAO_0000218,
3208,,,Autocuration,,104698,In vivo,CHEMBL872874,,,1,,H,6,,BAO_0000218,
3209,,,Autocuration,,104698,In vivo,CHEMBL617735,,,1,,H,6,,BAO_0000218,
3210,,,Autocuration,,104698,In vivo,CHEMBL617736,,,1,,H,6,,BAO_0000218,
3211,,,Autocuration,,104698,In vivo,CHEMBL617737,,,1,,H,6,,BAO_0000218,
3212,,,Autocuration,,104698,In vivo,CHEMBL617738,,,1,,H,6,,BAO_0000218,
3213,,,Autocuration,,104698,In vivo,CHEMBL617739,,,1,,H,6,,BAO_0000218,
3214,,,Autocuration,,104698,In vivo,CHEMBL617740,,,1,,H,6,,BAO_0000218,
3215,,,Autocuration,,104698,In vivo,CHEMBL617741,,,1,,H,6,,BAO_0000218,
3216,,,Autocuration,,104698,In vivo,CHEMBL617742,,,1,,H,6,,BAO_0000218,
3217,,,Autocuration,,104698,In vivo,CHEMBL617743,,,1,,H,6,,BAO_0000218,
3218,,,Autocuration,,104698,In vivo,CHEMBL617744,,,1,,H,6,,BAO_0000218,
3219,,,Autocuration,,104698,In vivo,CHEMBL617745,,,1,,H,6,,BAO_0000218,
3220,,,Autocuration,,104698,,CHEMBL617746,,,1,,H,6,,BAO_0000218,
3221,,,Autocuration,,104698,,CHEMBL617747,,,1,,H,6,,BAO_0000218,
3222,,,Autocuration,,104698,In vivo,CHEMBL617748,,,1,,H,6,,BAO_0000218,
3223,,,Autocuration,,104698,In vivo,CHEMBL618909,,,1,,H,6,,BAO_0000218,
3224,,,Autocuration,,104698,In vivo,CHEMBL618910,,,1,,H,6,,BAO_0000218,
3225,,,Autocuration,,104698,In vivo,CHEMBL618911,,,1,,H,6,,BAO_0000218,
3226,,,Autocuration,,104698,In vivo,CHEMBL618912,,,1,,H,6,,BAO_0000218,
3227,,,Autocuration,,104698,In vivo,CHEMBL618913,,,1,,H,6,,BAO_0000218,
3228,,,Autocuration,,104698,,CHEMBL618914,,,1,,H,6,,BAO_0000019,
3229,,,Autocuration,,104698,,CHEMBL618915,,,1,,H,6,,BAO_0000019,
3230,10116.0,,Autocuration,,104698,,CHEMBL618916,,,1,,D,7,,BAO_0000223,
3231,,,Autocuration,,104698,,CHEMBL618917,,,1,,H,6,,BAO_0000019,
3232,,,Intermediate,,104698,,CHEMBL618918,10000000.0,,1,,D,7,,BAO_0000221,
3233,10116.0,,Autocuration,,104698,,CHEMBL618919,,,1,,D,7,,BAO_0000019,
3234,10116.0,,Autocuration,,104698,,CHEMBL618920,,,1,,D,7,,BAO_0000019,
3235,,,Autocuration,,104698,,CHEMBL618921,,,1,,H,6,,BAO_0000223,
3236,,,Autocuration,,104698,,CHEMBL618922,,,1,,H,6,,BAO_0000019,
3237,,,Autocuration,,104698,,CHEMBL618923,,,1,,H,6,,BAO_0000019,
3238,,,Autocuration,,104698,,CHEMBL618924,,,1,,H,6,,BAO_0000019,
3239,,,Autocuration,,104698,,CHEMBL618925,,,1,,H,6,,BAO_0000019,
3240,,,Autocuration,,104698,,CHEMBL618926,,,1,,H,6,,BAO_0000019,
3241,10141.0,,Intermediate,,20033,,CHEMBL618927,2116.0,,1,,D,9,,BAO_0000221,
3242,10141.0,,Intermediate,,20033,,CHEMBL618928,2116.0,,1,,D,9,,BAO_0000221,
3243,10141.0,,Intermediate,,20033,,CHEMBL618929,2116.0,,1,,D,9,,BAO_0000221,
3244,10141.0,,Intermediate,,20033,,CHEMBL618930,2116.0,,1,,D,9,,BAO_0000221,
3245,10141.0,,Intermediate,,20033,,CHEMBL618931,2116.0,,1,,D,9,,BAO_0000221,
3246,10141.0,,Intermediate,,20033,,CHEMBL619594,2116.0,,1,,D,9,,BAO_0000221,
3247,10141.0,,Intermediate,,20033,,CHEMBL619595,2116.0,,1,,D,9,,BAO_0000221,
3248,10141.0,,Intermediate,,20033,,CHEMBL619596,2116.0,,1,,D,9,,BAO_0000221,
3249,10141.0,,Intermediate,,20033,,CHEMBL619755,2116.0,,1,,D,9,,BAO_0000221,
3250,10141.0,,Intermediate,,20033,,CHEMBL619756,2116.0,,1,,D,9,,BAO_0000221,
3251,10141.0,,Intermediate,,20033,,CHEMBL619757,2116.0,,1,,D,9,,BAO_0000221,
3252,10141.0,,Intermediate,,20033,,CHEMBL619758,2116.0,,1,,D,9,,BAO_0000221,
3253,10141.0,,Intermediate,,20033,,CHEMBL619759,2116.0,,1,,D,9,,BAO_0000221,
3254,10141.0,,Intermediate,,20033,,CHEMBL619760,2116.0,,1,,D,9,,BAO_0000221,
3255,10141.0,,Intermediate,,20033,,CHEMBL619761,2116.0,,1,,D,9,,BAO_0000221,
3256,10141.0,,Intermediate,,20033,,CHEMBL619762,2116.0,,1,,D,9,,BAO_0000221,
3257,10141.0,,Intermediate,,20033,,CHEMBL619763,2116.0,,1,,D,9,,BAO_0000221,
3258,10141.0,,Intermediate,,20033,,CHEMBL617868,2116.0,,1,,D,9,,BAO_0000221,
3259,10141.0,,Intermediate,,20033,,CHEMBL617869,,,1,,D,9,,BAO_0000357,
3260,10141.0,,Intermediate,,20033,,CHEMBL882926,2435.0,,1,,D,9,,BAO_0000249,
3261,10141.0,,Intermediate,,20033,,CHEMBL617870,2435.0,,1,,D,9,,BAO_0000249,
3262,10141.0,,Intermediate,,20033,,CHEMBL617871,2435.0,,1,,D,9,,BAO_0000357,
3263,10141.0,,Intermediate,,20033,,CHEMBL617872,2435.0,,1,,D,9,,BAO_0000357,
3264,10141.0,,Intermediate,,20033,,CHEMBL617873,2435.0,,1,,D,9,,BAO_0000357,
3265,10141.0,,Intermediate,,20033,,CHEMBL617874,2435.0,,1,,D,9,,BAO_0000357,
3266,10141.0,,Intermediate,,20033,,CHEMBL619067,2116.0,,1,,D,9,,BAO_0000221,
3267,10141.0,,Intermediate,,20033,,CHEMBL619068,2116.0,,1,,D,9,,BAO_0000221,
3268,10141.0,,Intermediate,,20033,,CHEMBL619069,2116.0,,1,,D,9,,BAO_0000221,
3269,10141.0,,Intermediate,,20033,,CHEMBL619070,,,1,,D,9,,BAO_0000357,
3270,10141.0,,Intermediate,,20033,,CHEMBL619071,,,1,,D,9,,BAO_0000357,
3271,10141.0,,Intermediate,,20033,,CHEMBL619072,,,1,,D,9,,BAO_0000019,
3272,10141.0,,Intermediate,,20033,,CHEMBL619073,,,1,,D,9,,BAO_0000019,
3273,10141.0,,Intermediate,,20033,,CHEMBL619074,,,1,,D,9,,BAO_0000019,
3274,10141.0,,Intermediate,,20033,,CHEMBL619075,,,1,,D,9,,BAO_0000357,
3275,10141.0,,Intermediate,,20033,,CHEMBL619076,2435.0,,1,,D,9,,BAO_0000357,
3276,10141.0,,Intermediate,,20033,,CHEMBL619077,2435.0,,1,,D,9,,BAO_0000357,
3277,10141.0,,Intermediate,,20033,,CHEMBL619078,2435.0,,1,,D,9,,BAO_0000249,
3278,10141.0,,Intermediate,,20033,,CHEMBL619079,2435.0,,1,,D,9,,BAO_0000249,
3279,10141.0,,Intermediate,,20033,,CHEMBL619080,2116.0,,1,,D,9,,BAO_0000221,
3280,10141.0,,Expert,,20033,,CHEMBL619081,,,1,,D,9,,BAO_0000357,
3281,10141.0,,Intermediate,,20033,,CHEMBL619082,,,1,,D,9,,BAO_0000357,
3282,10141.0,,Intermediate,,20033,,CHEMBL619083,,,1,,D,9,,BAO_0000357,
3283,10141.0,,Intermediate,,20033,,CHEMBL619084,,,1,,D,9,,BAO_0000357,
3284,10141.0,,Intermediate,,20033,,CHEMBL859397,2116.0,,1,,D,9,,BAO_0000221,
3285,10141.0,,Intermediate,,20033,,CHEMBL619085,2116.0,,1,,D,9,,BAO_0000221,
3286,10141.0,,Intermediate,,20033,,CHEMBL619086,2116.0,,1,,D,9,,BAO_0000221,
3287,10141.0,,Intermediate,,20033,,CHEMBL619087,2116.0,,1,,D,9,,BAO_0000221,
3288,10141.0,,Intermediate,,20033,,CHEMBL619088,2116.0,,1,,D,9,,BAO_0000221,
3289,10141.0,,Intermediate,,20033,,CHEMBL619089,,,1,,D,9,,BAO_0000357,
3290,10141.0,,Autocuration,,168,,CHEMBL619090,,,1,,H,8,,BAO_0000357,
3291,10141.0,,Intermediate,,20033,,CHEMBL619091,,,1,,D,9,,BAO_0000019,
3292,10141.0,,Intermediate,,20033,,CHEMBL619092,,,1,,D,9,,BAO_0000357,
3293,10141.0,,Intermediate,,20033,,CHEMBL619093,,,1,,D,9,,BAO_0000019,
3294,10141.0,,Autocuration,,168,,CHEMBL619094,,,1,HEK293,H,8,722.0,BAO_0000219,
3295,10141.0,,Intermediate,,20033,,CHEMBL619095,,,1,,D,9,,BAO_0000019,
3296,10141.0,,Intermediate,,20033,,CHEMBL857988,,,1,,D,9,,BAO_0000357,
3297,10141.0,,Intermediate,,20033,,CHEMBL619096,,,1,,D,9,,BAO_0000357,
3298,10141.0,,Intermediate,,20033,,CHEMBL619097,2435.0,,1,,D,9,,BAO_0000357,
3299,10141.0,,Intermediate,,20033,,CHEMBL619098,10000000.0,,1,,D,9,,BAO_0000221,
3300,10141.0,,Intermediate,,20033,,CHEMBL619751,,,1,,D,9,,BAO_0000357,
3301,10141.0,,Intermediate,,20033,,CHEMBL619752,,,1,,D,9,,BAO_0000357,
3302,10141.0,,Intermediate,,20033,,CHEMBL875096,2116.0,,1,,D,9,,BAO_0000221,
3303,,,Autocuration,,108,,CHEMBL619004,,,1,,H,8,,BAO_0000357,
3304,,,Autocuration,,168,,CHEMBL619005,,,1,,H,8,,BAO_0000357,
3305,,,Autocuration,,168,,CHEMBL619006,,,1,,H,8,,BAO_0000019,
3306,,,Autocuration,,168,,CHEMBL619007,,,1,HeLa,H,8,308.0,BAO_0000219,
3307,,,Autocuration,,168,,CHEMBL619008,,,1,,H,8,,BAO_0000357,
3308,,,Autocuration,,168,,CHEMBL619009,,,1,,H,8,,BAO_0000357,
3309,,,Autocuration,,168,,CHEMBL619010,,,1,HeLa,H,8,308.0,BAO_0000219,
3310,,,Autocuration,,10622,,CHEMBL619011,,,1,,H,8,,BAO_0000357,
3311,,,Autocuration,,10622,,CHEMBL619012,,,1,,H,8,,BAO_0000357,
3312,,,Autocuration,,10622,,CHEMBL619013,,,1,,H,8,,BAO_0000219,
3313,,,Autocuration,,10622,,CHEMBL619014,,,1,,H,8,,BAO_0000357,
3314,,,Autocuration,,11249,,CHEMBL857503,2081.0,,1,,H,8,,BAO_0000019,
3315,,,Autocuration,,11249,,CHEMBL619015,2081.0,,1,,H,8,,BAO_0000019,
3316,,,Autocuration,,11249,,CHEMBL619016,,,1,,H,8,,BAO_0000357,
3317,,,Autocuration,,11249,,CHEMBL619017,10000000.0,,1,,H,8,,BAO_0000221,
3318,9823.0,,Autocuration,,168,,CHEMBL619018,10000000.0,,1,,H,8,,BAO_0000221,
3319,9986.0,,Autocuration,,168,,CHEMBL619019,,,1,,H,8,,BAO_0000019,
3320,10116.0,,Expert,,10623,,CHEMBL619020,,,1,,D,9,,BAO_0000357,
3321,,,Autocuration,,10623,,CHEMBL619021,,,1,,H,8,,BAO_0000019,
3322,,,Autocuration,,10623,,CHEMBL619022,,,1,,H,8,,BAO_0000357,
3323,,,Autocuration,,10623,,CHEMBL619023,,,1,,H,8,,BAO_0000357,
3324,,,Autocuration,,10623,,CHEMBL619024,,,1,,H,8,,BAO_0000019,
3325,,,Autocuration,,10623,,CHEMBL619025,,,1,,H,8,,BAO_0000019,
3326,,,Expert,,10623,,CHEMBL619026,,,1,,H,8,,BAO_0000019,
3327,,,Autocuration,,10623,,CHEMBL619027,,,1,,H,8,,BAO_0000019,
3328,,,Autocuration,,10623,,CHEMBL619028,,,1,,H,8,,BAO_0000019,
3329,,,Autocuration,,10623,,CHEMBL619029,,,1,,H,8,,BAO_0000019,
3330,,,Autocuration,,10623,,CHEMBL619030,,,1,,H,8,,BAO_0000019,
3331,,,Expert,,10623,,CHEMBL619031,,,1,,H,8,,BAO_0000357,
3332,,,Autocuration,,10623,,CHEMBL619032,,,1,,H,8,,BAO_0000019,
3333,10116.0,,Expert,,10623,,CHEMBL619033,,,1,,D,9,,BAO_0000357,
3334,,,Autocuration,,10623,,CHEMBL619034,,,1,,H,8,,BAO_0000357,
3335,,,Autocuration,,10623,,CHEMBL619035,,,1,,H,8,,BAO_0000357,
3336,,,Autocuration,,10623,,CHEMBL619036,,,1,,H,8,,BAO_0000357,
3337,10116.0,,Expert,,10623,,CHEMBL619037,,,1,,D,9,,BAO_0000019,
3338,,,Autocuration,,10623,,CHEMBL619038,2435.0,,1,,H,8,,BAO_0000249,
3339,,,Autocuration,,10623,,CHEMBL619039,,,1,,H,8,,BAO_0000249,
3340,,,Expert,,10623,,CHEMBL619040,,,1,,H,8,,BAO_0000249,
3341,10116.0,,Expert,,10623,,CHEMBL619041,2435.0,,1,,D,9,,BAO_0000019,
3342,,,Autocuration,,10623,,CHEMBL619042,2435.0,,1,,H,8,,BAO_0000019,
3343,,,Expert,,10623,,CHEMBL619043,2435.0,,1,,H,8,,BAO_0000249,
3344,,,Expert,,10623,,CHEMBL619044,2435.0,,1,,H,8,,BAO_0000019,
3345,,,Expert,,10623,,CHEMBL619045,2435.0,,1,,H,8,,BAO_0000249,
3346,,,Expert,,10623,,CHEMBL619046,2435.0,,1,,H,8,,BAO_0000249,
3347,,,Expert,,10623,,CHEMBL619047,,,1,,H,8,,BAO_0000249,
3348,,,Autocuration,,10623,,CHEMBL619048,955.0,,1,,H,8,,BAO_0000221,
3349,,,Autocuration,,10623,,CHEMBL859398,,,1,,H,8,,BAO_0000019,
