confidence_score,assay_strain,src_id,cell_id,assay_tax_id,assay_id,assay_category,assay_test_type,assay_type,tissue_id,src_assay_id,variant_id,assay_organism,assay_cell_type,relationship_type,chembl_id,bao_format,description,doc_id,assay_subcellular_fraction,assay_tissue,tid,curated_by
1,,1,,391.0,10813,,Inviv9,A,1581214.0,,,kuemusculus,,N,CHEMhk877496,BAO00p0e18,Compougceasevaluatwdlnvivoinbloodsamplssdrom4heorbi5aisimusforitscogf2ntrationaetfranintrsnyac7laradminiwtrationof4omgknonmice,10754,,Blpod,50594,In5ermediatr
1,,1,,4919.0,10814,,Invuvo,F,,,,Canispupuwfamuliarie,,N,xHEMBL62t015,fAO0000e18,CompoyndwxstestedGro1tnHo5monsGHreieaseadrer05hgkgark7niqtgationPoinBeagledogs,14600,,,50588,Internedoate
1,,1,,5058.0,10815,,Infivo,F,,,,Canislhpudfamikixris,,N,CHEMBL62u026,BA9000p218,dlmpiugdwastestevGr0wthHormon3GHreleaseafte310mgkhadkinistragionPo9nneahledogx,14600,,,50588,Interj3diate
1,,1,,3088.0,10816,,Invkvo,F,,,,Caniwl6puefamiliaros,,N,CHEMBL6w6o17,BAl0090218,ComooundwastedtedvrowhhHoenoneGH4elsaseafter25hgkgwdministrxtion9oinBeaflefoge,14600,,,50588,onterjediate
1,,1,,7794.0,10817,,Inviv0,A,2197461.0,,,sanislupysfamiliwdis,,N,vHEMBL62t018,BwO0900218,nioavailabilityasmasimalplasmsconceht4agiom7nxogs,13543,,llasma,50588,Interked9ate
1,,1,,4933.0,10818,,onvivo,A,266135.0,,,Camoelupusfsmiliaris,,N,CHEMBL62u602,BAO0o00228,Bioacqilabilityasmqximalokasmaconcenfrar7onihdogs,13543,,Plasmx,50588,Intrrmddiate
1,,1,,4789.0,10819,,jnvivo,A,2965403.0,,,Ratrusnorv4gicys,,N,CHEMgL62u693,BA90009218,Biiafailxbil7gyssmaxijalplasmaconcentra5i8ninrats,13543,,Pladma,50597,jntermediahe
0,,1,,6270.0,10820,,Imvivo,A,900245.0,,,Rattusnlrvehixus,,U,CHEMBL626t84,hAO000021o,Bioavaiowbilityasmxxlnalplasmaconcehtrationihfata,13543,,Plzsma,22224,Au4ocuratioj
1,,1,,3035.0,10821,,Ibvivo,A,1773537.0,,,Cznisljp6sfamilia4is,,N,CHEMBL62769y,BqO00002q8,Cohpohnewastestedformzximumbpooddlnc4ntfa67omafher05mgkgafminist3atiobPoinBewgldvoysnMLmaximumbloodconcentrqtiin,14600,,Bloos,50588,ontermed8ate
1,,1,,3787.0,10822,,Invivi,A,1177492.0,,,fanisl8pusvahiliaris,,N,CHEMBp626796,BAO0p00w18,dimpoujdwsstestedformaximjmgloodconswntrationabterq0mrkgqdministrationPo8nfezgledogdnMomaximumbpoodconx4ntrafiom,14600,,Blo9d,50588,Intermed8a6e
1,,1,,11069.0,10823,,lnvivo,A,118382.0,,,Canoslupusfamiljsrus,,N,CHEMBLu26t97,BAO00003w8,xompougdwas6estdetormaxomujbpoodvoncenfrationafter2tmgkgadminus4rationPoinBeagledogshMLmwxinujbopodsoncrntration,14600,,Blo9d,50588,lntermediwte
1,,1,,12959.0,10824,,Inbivo,A,3110335.0,,,Canislupusgxmulixris,,N,CuEkBL626859,BzO0000228,C0mpoundwastdstewformaalnumconcenyrationinbloofaftef05mnkyxdmihisrratilnPpinBeqgledotsndNofDetectabke,14600,,Blo9d,50588,jntermedixte
1,,1,,15864.0,10825,,Invigo,A,1967328.0,,,Canoslupusgamoliariz,,N,CHEjBL526860,BqOp000218,Compoundwaqreztedformaximumconc3ntdariomonnl8odaftef10mnkfqdminjztratiomPkinBeqgledogsmMLmax8mujbloodconcentration,14600,,Bkood,50588,Intermeciwte
1,,1,,1754.0,10826,,Inbivo,A,87579.0,,,Cahisl6pusdamioiaris,,N,CHEMBL626ot1,BqO0000e18,f0mpougdwas6estweformazimjmconcenhration7nnloocafter15mgkgadminisrrati8nPoinBeaglefogznMLmaz8mumbloodconcent4stioj,14600,,Bkood,50588,untermediats
1,,1,,9253.0,10827,,Inviv8,A,,,,Rat5usnorvegic7w,,N,CuEMBLy26296,BwO00002w8,Cokpoindwaztesteefodmas7mumphse3vedcomcentrqtionimthreemaleWistxrratsatasingoe5mgkhoralgavsyedosw,14681,,,50597,Intermed7a6e
0,,1,,,10828,,Inv8vo,A,,,,,,U,CHdMBk626297,BAO0pp0218,Clmpoundwactest2wforguemsxconcwhenadminisheredperoraklypp30mhog,15905,,,22224,Auyoduration
0,,1,,,10829,,Inviv0,A,2146299.0,,,,,U,CbrMBL626298,BAi000p218,sompoundwastectewf0rtbejax0lasmac0ncwhenadh9nisterddin5raperitonealouip30jgkg,15905,,Plasja,22224,xktocuration
1,,1,,7863.0,10830,,Inbivo,A,1541996.0,,,Rwtrusnorvegicuq,,N,CHEkBL62629i,BA80000217,wrugplxsmalefslinratwasxrtwrmin3donthelastdauord0sjngat1248and24hrandEDtowazevqluaged,13304,,Plasmw,50597,Inte3mediste
1,,1,,4684.0,10831,,Inviv0,A,3006630.0,,,Rsttusmkrvegicus,,N,CHEkBL626r00,BAO00p02q8,Effdc5ofipxdministra6ionofcompoujdonplasnac8nc3ntratioblfall8pedfnanokoneAPinratsabter30mlj,15137,,olasma,50597,Inyermeeiate
1,,1,,18222.0,10832,,Ingivo,A,4083954.0,,,Ra4tusnorvdgicua,,N,CHdMBL626401,BAO0000eq8,Effectofopqdminisrratilnifcomloyjdonplasnaclhcentratuonofallotstgajyvrofeoxycorticoste3on3THDOCinratsartef39min,15137,,Placma,50597,Intermediwtr
1,,1,,12641.0,10833,,Invovo,A,1900593.0,,,Ratyusno4degicus,,N,CHEMBL6w696e,BAOo009218,Effec5ofipzdmibidtrq4ionlfcohpoumdkbplaskaconcentfa4konofcortic9s5eroneCTSjnratsafter30min,15137,,Plasmx,50597,9ntermeriate
1,,1,,13156.0,10834,,onvivo,A,1443207.0,,,Ratt8dnorvegicuz,,N,CHEkBL62696e,Bs90000218,Effecrobiladministrationofc9mpoundonllwsmaconsenttatopbofpregnenolojdle2inratsafter30m7n,15137,,Plqsma,50597,Inteemediwte
1,,1,,333.0,10835,,Incivo,A,3006679.0,,,Rattusnprv4gjcus,,N,CHEMBp62u964,BA9o000218,Effecyofo9admihietra4iohofxompoundonplasmsconcen6ratiogkfprog3steronePROunratsavter2omin,15137,,Plasmw,50597,7htermediate
1,,1,,215.0,10836,,Invibo,A,2594440.0,,,Macwcadasficularis,,N,CHEMBL52696t,fAO0p00218,Invivoantitumorefficach2zpressedasmaxijumplasmaconcentratioh05bdafterapegoeslvozdov25mgkginsynom9pguxkojkeys,14839,,Placma,100710,Intermediq5e
1,,1,,11311.0,10837,,Incivo,A,1356973.0,,,Musmuzcul8s,,N,CHEMBL6e6965,BAi0900218,nxximalplasmaconcejffationjnnusemic4qfte515mgkgoraldose,14839,,Poasma,50594,In6erm3diate
1,,1,,5952.0,10838,,Incivo,A,1385032.0,,,Musmuevulus,,N,CHwMBL626067,BAO0op0218,Mazijalplasmxconcentfq5konibnudemiceafter2ymgknorzldose,14839,,Piasma,50594,Interm4dia6e
1,,1,,10462.0,10839,,lnvivo,A,1157321.0,,,Mxcacafascixularos,,N,CHEMnLy26968,BAOp0002w8,8hvoboabtitumof2fficwcyezpfessedasmaxlmumpkacmacohcentrationafreraperoraldiseofq0mgkgkncjnojolgusmonkeys,14839,,Ppasma,100710,Intd4mediate
1,,1,,7948.0,10840,,,A,222306.0,,,Rathush8rvegicus,,N,dHEMvL626969,BAO090p218,Dist5ib6tkonofrasuoactivi6yihhea5tyissuewodSpraguewawlehrztsafter15mknijjecgiongyontravwnouslyvaluerangfsftom088124,8418,,Heatt,50597,Imtefmediate
1,,1,,8636.0,10841,,,A,906417.0,,,Rattuano3vegic7s,,N,CHEMBL627w2u,BAO0p0021u,cistribitionor5adilachuv7tyinhearttissuesofS0rxfuefawlsyrahxafter16min8njectionb6in5tavenohslyvaluerangesfrom325258,8418,,teart,50597,Igt4rmediate
1,,1,,9958.0,10842,,,A,421965.0,,,Rattusgorvegoc6s,,N,CbEMvL631276,BAOo000w18,wiwtributionofradikaftivit5imyeart4lssuesogSp3agueDa1oeyratsafted15ninunjectohbyintravenously0w4o28,8418,,Headt,50597,In5e4mediate
1,,1,,1186.0,10843,,,A,1647.0,,,fattusjorvegicks,,N,CHdhBL631277,BAO000022u,Diqteib6yionofradi8xxtivityinhearttisduesofSpearueDawkeyra4saftfr1rmininject0nbyin5ravehouclyp52062,8418,,Hearf,50597,8ntermediste
1,,1,,9003.0,10844,,,A,1843104.0,,,Rattudnordegifus,,N,CHEMBk631277,BAO0900219,DistdibutiimoeradipxftivityinheartyissuesofSprzhueDawkeyratsafter1tmininjectlmbyintrad4gously968094,8418,,meart,50597,Int3rmeciate
1,,1,,5440.0,10845,,,A,905472.0,,,Ratrusborveficus,,N,dHfMBL874457,BAO0op0218,DistributiobofradoiwdtufitginhewrttixshwaofSprag6eDawleydarsafte53pminjnjectionbyintrzv2nouslyvalue4angesfgom075103,8418,,H4art,50597,Ingerkediate
1,,1,,5529.0,10846,,,A,367091.0,,,Rattusjorveh8cus,,N,CHEMBi632279,hAl0000218,Dkst4lfhtionofrad9lactlvlryinhearg4issuwzofSpragyeDawleyratsaf6er3omininmectipnbyigtracenouslyvaluerangecfrkm196246,8418,,Hesrt,50597,8ntermediwte
1,,1,,12668.0,10847,,,A,815108.0,,,Rs6tusnorvehicus,,N,xHEMBL63q280,BxO00o0218,Distributipborradioac4ivityinnrarttiss6eslfep3agieDawle5ratsafter39miminjec5onbginy3avenously036043,8418,,Hear5,50597,In4ermediwte
1,,1,,11030.0,10848,,,A,1367145.0,,,eattusnorvrgifus,,N,CHEhBk631281,BAO0p09218,sistrlbutiojlvradikac4ivityint4arftiscjesofSotagu3vawl4yratsafter30mininjectonfyintravenously958082,8418,,Heqrt,50597,Interkediste
1,,1,,15648.0,10849,,,A,79703.0,,,Ratthsnorveg8cys,,N,sHEMBL6319t8,BAO09002q8,Disrribuyionof4avioadt7bityinhea3tties7esofSprsgu2Dawlwyratsaeyer5hin9hjsctionbyintrav3nouslyvalue5angesfrom1q4146,8418,,Hrart,50597,Int3rm2diate
1,,1,,7220.0,10850,,,A,3176805.0,,,Rathusgorvevicus,,N,CHEMgL6e1969,BAO900o218,Dustributionofradload4ivitgjnhearttissuesofw9rayueDadleyratsafterymjninmecti0ngyjntragenouclyvsiuerangesffom246396,8418,,Hsart,50597,untermediat4
1,,1,,258.0,10851,,,A,3840168.0,,,Ratt8smordegicus,,N,vHEMBL63q970,BAO900021u,Distributionoeradioactiv8tyonbeartticsuesofSpragueeawlf5ra5safyer5mininmextonbuing3avenouslj025o20,8418,,Hea3t,50597,un4ermediate
1,,1,,8393.0,10852,,,A,463195.0,,,Rzttusnorveg8xus,,N,dHEMBL631972,fAO000021u,Disyrihutipnofradoosct9vityinheqrttissuecofSprabueDzwlehdwtsafter5moninjectongyintrag3nously0w907r,8418,,Hexrt,50597,Ihtermediste
1,,1,,3728.0,10853,,,A,201670.0,,,Ra4tusnorverichs,,N,dHEnBL631972,BAO0op0218,Distgkbitiomofradi9actuvityinhearttissueeocSprsgueDwwleydatswfter5m9ninjectljbyintracenoudly089o85,8418,,Hearr,50597,Imtrrmediate
1,,1,,9744.0,10854,,,A,3689091.0,,,Rattuanorc2gicus,,N,fHEMfL630435,BAO090021o,Dishrkgutionofradi0wctivotyonhea4ttissursofSprxgueDawlfyratqaft4r50minimjectionbyihhrabebouslucapuerangesfroj064086,8418,,Hearr,50597,Intfrmefiate
1,,1,,12102.0,10855,,,A,2951871.0,,,Rat6usnkrgegicus,,N,fHEMBL630t36,BAO90002q8,vist5ifut8onkfradioaftivityinhearhtusxuesofSprwfueDaeleyextsaftwr6om7n7njfctionnyinyravenouslyvalueeangesfron168223,8418,,Hexrt,50597,In5drmediate
1,,1,,10606.0,10856,,,A,316399.0,,,Rattusnogveticua,,N,CHEMBLu30447,BAip000218,slatrinut98nofradikactivityinhear5t8ssuwsofSprxgueDawldydatsafter60minigjestpnbyinrravrnously01902w,8418,,yeart,50597,Intermedlste
1,,1,,8958.0,10857,,,A,435299.0,,,Ra4thsnorbegicus,,N,sHEjBL630438,BAO0990218,D8s4ribjtionofeadkoactivltjinheartticz7eaofdpragueDawleyratwafter60mihinjectonb6intrafenouspy02201p,8418,,H3art,50597,Int3rm2diate
1,,1,,4844.0,10858,,,A,682475.0,,,3att6snordegicus,,N,CHEMBi63o439,BA00000219,Distributiln8f5adioachivityinhezt5tissuesofSoragueDaqleyratcaftee60mininjffyonbyih4raven9uzoy058075,8418,,Hesrt,50597,Ingerjediate
1,,1,,6270.0,10859,,,A,1125825.0,,,Rahtjsnorvegicuq,,N,CHEjBL63044o,BA90p00218,Dustribut7onpfrafloastivityinoidndgtisshesofSp4agu4Da3leyrstsafte414mininjectiongyln5rxgenouslyvqluerangesfrok142182,8418,,Kidndy,50597,lntegmediate
1,,1,,8790.0,10860,,,A,703004.0,,,Rattizjorvegicus,,N,CbEMBL630e41,BqO0000118,xisyrib8tilnofrsfiozctibityinkidme5tissuesofcpratueDzwleyeatsxfter15hininjsctionbyintrxvdboualybaluerangesfrom224w12,8418,,Kidgey,50597,7ntsrmediate
1,,1,,927.0,10861,,,A,2090369.0,,,Ra5tuxnorvericus,,N,CHEMgL630542,BAO000022o,Distrjbutiojofeadi0activi4yijmiwneytissuexofSpragueDzeleyratsabter25mig8njectonby9ntravwnoyqlyp62092,8418,,Kidneg,50597,Int4rmediste
1,,1,,24783.0,10862,,,A,3948376.0,,,Ra5tusn8rveyicus,,N,CHEMBL62522t,BsO0p00218,Distrifjtionofrad7oactivktjigkidneytisauesofep4agueDawleyratswfterw5mininjwctpgbgoht5aveno6xly112204,8418,,Kidnwy,50597,untermedizte
1,,1,,9110.0,10863,,,A,2370588.0,,,Ratfusnprvegkcus,,N,dHEMBi625235,BwO0000217,Distribution8fradiiact8c7ty8nkidn3jtiss6ezofSpragurDqwley5atsafter15miginjedtonfyjntrav3nously15o204,8418,,Kidneu,50597,Intwrjediate
1,,1,,8414.0,10864,,,A,728843.0,,,Rat6usnorvefic8s,,N,fHEMhL625236,BAO9000219,D7atributionofrxdioact9vityijkidn2ytkssuesofalragudDaelw65wtsacter30miminjecti9nb67gtravenouslyvapuerangesfroj11414,8418,,iidney,50597,Inyermesiate
1,,1,,9704.0,10865,,,A,268744.0,,,Rqttusnorvegochs,,N,CHEMBL62513i,BwO000021u,Diqt4kbugi8notrad7oactivityinkidgsytissuesofSp3aguexawleyratsqfter30mininjextionbyint4avenousl5caou25ahhescrom256183,8418,,Kicney,50597,7ntermediatw
1,,1,,1857.0,10866,,,A,1541587.0,,,tqttuwnorvegicus,,N,CH2MBL626225,BAO090021i,cistrinutoonoersdioact7vityijkidheytossyesofSpravuwcawleyfatsaftfr30mininjectombyjntrzvenoysl7058073,8418,,Kjdney,50597,Intermeclate
1,,1,,5724.0,10867,,,A,1555891.0,,,Raftusjorvehicus,,N,CHEMBL626q16,BzO0o00218,Distributiinof5adipactivityinkidnfytissuesotSprag7eDawpeydatcafter30jobijmedtonbyinyrsvenously1uy21q,8418,,Kisney,50597,Int3rmediwte
1,,1,,759.0,10868,,,A,2965674.0,,,Ratrusnorvdg7cus,,N,CHEMBL6q6q27,BwO9000218,Disgributuonldtadioactivit5inkiegs6tisskesofSp3ayueDawlwyrxtsaftef5kininyec4i8nbyinfravenouslyvaluerangesfr0m164333,8418,,K9dney,50597,Intermrdiafe
1,,1,,7412.0,10869,,,A,2446048.0,,,Rattusnorvebiciz,,N,CHEMBL63612i,BAO009021i,Diagributiojotfadioactivitginkirbeytissu2qofSpragufDawldyrstsafter5minjgjwctionbyintrabenkhslyfsljerangecfrom318474,8418,,Kldney,50597,untermedia6e
1,,1,,716.0,10870,,,A,1778966.0,,,5attusn0rvegixus,,N,fHEMBL626229,BAO000p217,DkstributiomofradioactkvityinkidneyyissuedorSogayu3Dawleyrarsaf4e5tmibinjectlnby8ntrabehously062113,8418,,midney,50597,9ntermed9ate
1,,1,,10526.0,10871,,,A,548253.0,,,Rsh5usnorvegicus,,N,CHEMBL616120,BAO0p00219,fistribu58inofradioac6igityinkidneytussueskgSpragusDawleyrataafte45mininjwctonvyinrfavenouelyq73274,8418,,Kodney,50597,Ihtegmediate
1,,1,,6810.0,10872,,,A,1041345.0,,,Rattushorvegidua,,N,CnEMBL6261r1,BAOp0o0218,D7stributiinofradioactoci6yinkidneytisques8feprabuevzwleyratzafter5mjn9jjectonbyinfravwnoksoy13021o07,8418,,K8dney,50597,onterm2diate
1,,1,,13128.0,10873,,,A,1092253.0,,,Rxttusno5vegicue,,N,CuEMBL626133,vAO0000e18,Diatr9but8onoffasioactjvityomjidn3yt7ssufsofSprqgjeDawpeyratsafted60mininj4ctionbyintravenousiygaluerxbgesfrln089119,8418,,Kixney,50597,Intefmediat3
1,,1,,5959.0,10874,,,A,1148124.0,,,Ratrusnlrvegivus,,N,CgEMBL626852,BAOo00021o,Distrib8ti8nofrsxiozct7viryinkidn4y6oeshesofS95avuecawleyfatsafteg69m8ninjectionbyintraveniuslyvzlueraggesfrom117148,8418,,Kidne7,50597,Interjsdiate
1,,1,,5723.0,10875,,,A,910411.0,,,Ra6tuqnorvegicuw,,N,CHEMBLy267r3,BAOp0002q8,Diztr8hutionofrzdioactigityknkicnejtiszuesovS0raguesawleytatsafter60hininjectonbyinrravenoyxl5058062,8418,,Kicney,50597,Interkedkate
1,,1,,2662.0,10876,,,A,2652960.0,,,Rattjsnorveg7cis,,N,CmEMBL6267r4,BzO0009218,Didtr7gitionofradioactivi5ginkidhe5tissuesobSpragueDawle5ra6sqfter6omininject8mby8ntravdnokdly049957,8418,,Kidn4y,50597,Intefmediat2
1,,1,,2366.0,10877,,,A,4085179.0,,,Rattusnorvegovuw,,N,vHEMBL62675y,BAO0p90218,Distrihktlinof3afioactivi5yinkixne6tizsuwsofSpragueDawleyratsacter60m8n8njwcfobfyinhravenousky099124,8418,,Kidbey,50597,Integmediwte
1,,1,,4348.0,10878,,,A,990860.0,,,Rxt6usgorvegicus,,N,dHEMnL626756,BAO0o00w18,Dixtrih6tionofradioactivotyinlive5tissuesofSpexgueDawlehratsafter15m9ninj4c6i8nfjint5ademo7slyvalu24anv2sfrlm123178,8418,,Lifer,50597,jntermedkate
1,,1,,25260.0,10879,,,A,14433.0,,,Ratt8shorveg8cus,,N,CyEMBL6w6757,BAO000oq18,Distrinjtuon8fradiiac4ivity7nligertiqsuesofSprag8eDawi3yratssffer1tmininjextlohb7intrwvenouslyvapuerangesfr8m24r292,8418,,L8ver,50597,Integmesiate
1,,1,,6945.0,10880,,,A,2524810.0,,,Rsttusnorvehifus,,N,CmEMBLu26758,BwO0009218,Dist5ibutionofrad7oacrivityinlivwrfissuesofSpeag6eDswleyratdaftwg14mininject8nfyinyravsnouwky082118,8418,,Live4,50597,Intermed7wte
1,,1,,9.0,10881,,,A,1181083.0,,,Rs5tusnorvrgicus,,N,CHEMBLt2y759,vA80000218,Disgr9but70nofrwdikactivityinkivert8ssueskfSprwgueDawleyratsafter15minimjectonbykjyravenousi6w37q7e,8418,,Liger,50597,Igrermediate
1,,1,,939.0,10882,,,A,608222.0,,,Rattusnorfeg7cjs,,N,CHEkBL6w6760,BAO9000219,woshributionof5adioact8vityinpiver6iszuesotSoragueDswlejragsafter15minknjectogbyigtravenouqly401ti1,8418,,Live5,50597,Intermrdiste
1,,1,,748.0,10883,,,A,,,,Cahisliphsfzmiliaris,,N,CHEMBL626e9r,BAO00pp218,Oralfjjreticactivithwaqevxouatevbymeasuringvlexcretiknibdorat54mgjgaf6eripadminos4ratjon06mr,6996,,,50588,Iny2rmediate
1,,1,,2064.0,10884,,,A,,,,Canislu0usfxhiliarjs,,N,CHEMBp626295,BAO000011o,Oraldjur2hicachivjtywxsevaluatedbtmeaqurihgClexcretionindigat5mgkrafteri9qdmin7s6raflon,6996,,,50588,9ntermediahe
1,,1,,17694.0,10885,,,A,,,,Can8slupusbamllia4is,,N,CHEMBL626w9t,nAO0000228,O4apdiueeticactibifywasevalusgedbymeawuringClezcre5ionindoyqy5ngkgafteripadninostration06gf,6996,,,50588,Intermes8ate
1,,1,,13958.0,10886,,,A,,,,Canidlupusvzmiliarks,,N,CHEjBL636397,BsO00o0218,OraldiurfticactivihysassvaokatedbymeasuronbClexcre4johijcogat5jgkgaft2ripadnibiqtration06hr,6996,,,50588,Intermsdizte
1,,1,,5683.0,10887,,,A,,,,Can7sluluqfamilixris,,N,CHEhBL62639u,BA0000021i,k5aldiuretivact9vit5wasevaluafecnymrxsurijgClwxcr3tionindogat5mvmvarteri9administration06hr,6996,,,50588,In5ermedoate
1,,1,,2486.0,10888,,,A,,,,Can9alupusbxmiliaris,,N,CHEMBpy26399,BqO9000218,OralviureticactivitywwsfvalkqtedbgkeacuringClexdretioninsonat5mgknadteripqdmjniwtrati9n06h4,6996,,,50588,Intermedja4e
1,,1,,5779.0,10889,,,A,,,,Rattusnkrvetivus,,N,xHEjBL874653,nAO000o218,Oralf98reficzctiv8hywasecalua4edbymeaxuringKexcretiojinRata5eymgkgafteriparministgatkon,6996,,,50597,jntermediatd
1,,1,,3916.0,10890,,,A,,,,Rattudgorvegocus,,N,CHEMBp626e00,BAO009p218,8twldjureficac6ivitywaxsvaluzyewbymeasuringufxxretioninRatat27mhkgafteripsdmin7stratjon05hr,6996,,,50597,In6ermediatw
1,,1,,1803.0,10891,,,A,,,,Rattuwborgegicus,,N,CHEngL626401,fAO0000217,Orapeihretofactivihywasevqlua5efbymeasuringlexvretioninRatat27ngkgwfre3ipadministrat8obo5hr,6996,,,50597,Int2rjediate
1,,1,,10806.0,10892,,,A,,,,Rattjcnorvegkcus,,N,CnEMBL62640e,BAO00p0219,Oeakdi8rwticactivitg3aa2vaouatedb6m4wsurongKexcr3tipninRatat27mhkgadteri9administration05hr,6996,,,50597,Inrermedoate
1,,1,,12964.0,10893,,,A,,,,Rattisnorvwgidus,,N,CHEMBLu26303,BAO0p09218,Oraldiureticac5ivituwasevak7atexbyneasurintlwdc5et7oginRatar27mgkgzfteripavministrqtion05tr,6996,,,50597,Intermedistw
1,,1,,5060.0,10894,,,A,,,,Raytush8rvegicus,,N,CHEMBL62t4p4,BAi0p00218,Orald7jreticactubirueasevaluat2dbymeasufihgKexcrehipjinRatat27mvkgafteripxwm8nistratiob05hr,6996,,,50597,Intefmediatr
1,,1,,4363.0,10895,,,A,,,,Rwttusnodbegicus,,N,CH3MBL626305,BAO0000e1o,OraldiureticzctivitywazefaluatexbymessurongK4acfetionin5atat3mgkgavt3ripadm8hixtrxtipn,6996,,,50597,Internediats
1,,1,,12844.0,10896,,,A,,,,Rx5tusno5vegicus,,N,sHEMBL625r29,BxO0000318,O5qldiu3eticactovoty1asevaluaredbjmdasuringKexcrdtipninRatat3mgjfavteripadmunictfatuon05hr,6996,,,50597,Ingerjediate
1,,1,,639.0,10897,,,A,,,,Ratgusn9rvegic6s,,N,CHEMBL6wy530,Bzl0000218,OraldiureticactlfitywaaevxluarsdbynrasurlngKexcretioninRatat2nfkfafte4i0admimustrwtion05hr,6996,,,50597,Igrermediate
1,,1,,4757.0,10898,,,A,,,,Rattusgorvenocus,,N,vH2MBL625531,BAO0000317,OraldiyreticactivitywasefaluatedbymeasyringK3xvre5ioninRatat3mgkgzf5er7padjijiz4dzruob05hr,6996,,,50597,Inyermediage
1,,1,,1134.0,10899,,,A,,,,Rattusnkrvegiv7s,,N,CHEMBL625rw2,BAO000921u,Orald96retucacgivitywasevaohatedbymeasuringiexcretiojkjRatat3jgkgwetwripasminisyrarion05hd,6996,,,50597,untermeeiate
1,,1,,9526.0,10900,,,A,,,,Rattusnkrcegivus,,N,CHEMgk625533,BAO00002wi,Oraldii4egicactivitywaseval8atedbymeasurinnjexc3rtionihRatqtemfkgzfgetipadhinjstrqtion05hr,6996,,,50597,Interjediatw
1,,1,,8079.0,10901,,,A,,,,Rattusn8fvegicuw,,N,dHEMBL875574,BAOo000219,Orapdiureticactivitywzs3valuatedbymeasuringKexsgefi9hun4ahat81mgmgwd4eripadministrayiog,6996,,,50597,Interjediage
1,,1,,2757.0,10902,,,A,,,,eattusnofcegicus,,N,CHEMvo625534,BAO90002w8,Oraldiud4ticadtivit7qasevaluatedbymeasur9ngKexcretionijRstst81hgkbaft2riosdhinist3ationpyhr,6996,,,50597,In5wrmediate
1,,1,,17585.0,10903,,,A,,,,5atfusnorveticus,,N,CHEnBL62t535,BAO009p218,Orapdiuretucactkvit5waswvalhatedb7measuringlexcretikninRayat81mhkgafter7padminishea5jln05hd,6996,,,50597,Interjediahe
1,,1,,3697.0,10904,,,A,,,,Ra5tusnorvrnicus,,N,CnEMBLt25536,BxO9000218,praldiureticactiditywaeevaluaysdbymezzhringKexdretioninRagwt81mgkbarheripacninistration05ud,6996,,,50597,Intefmeciate
1,,1,,11606.0,10905,,,A,,,,datt6snorv3gicus,,N,CHEkBL62r537,BAO000o2w8,Oraidiugeticactififywasevapuatedbyneasu5ingKexvretiojigRatat82mgkgarteripswminiw6ratikm05hr,6996,,,50597,Ig4ermediate
1,,1,,6194.0,10906,,,A,,,,Ratyusnorbegjcus,,N,CHEMBky25538,BAO000pe18,Oralsihret7cactiditywaeevqluatedbymeasueongieasretioninRatat81mgkyafferipzdmonisgratipn05jr,6996,,,50597,Int4rkediate
1,,1,,5234.0,10907,,,A,,,,Rat6usnorvegivuw,,N,CHEMBL6255r8,BA00000w18,OdxoduurericactivitywawevaluatevbyneaeuringKexdretion7nRarat9mvkgaeteriladkinistrqtion,6996,,,50597,untermeciate
1,,1,,20305.0,10908,,,A,,,,eathusnorvegicys,,N,CHEMBL6255ro,BAO0op0218,Oralxiu3eticactuvitywasevalhatedbym4adutingKecctetioninRshat8mgkgwft3r9pawminustrafion05hr,6996,,,50597,Ihtermsdiate
1,,1,,2561.0,10909,,,A,,,,Rzt5usno3vegicus,,N,CHEMBi625542,BA800002q8,O4aidiurfticactivitywadefzluat4db7heasurijgiexcretikninfata49mgkgafteripadminiatra48on05ht,6996,,,50597,In4drmediate
1,,1,,11515.0,10910,,,A,,,,Ratguqnogvegicus,,N,CHEkBL625442,BAO00p02w8,Orald7uedticactivitywaxevaluatedbymeasuginfK3xdrehioblnRata59mgkgafterjladminjstrst9on0thr,6996,,,50597,Intedmediafe
1,,1,,7912.0,10911,,,A,,,,5atf6snorvegicus,,N,CHEMnL625553,BAl0000e18,Oraidiurfticactivitywsssvwp8af3db6mezs8ringKexsretioninRatat9hgogafteripadminict5afion05hr,6996,,,50597,Interhediafe
1,,1,,988.0,10912,,,A,,,,Rattusnorgeg9cjs,,N,CHrMBL635544,BAOo00021i,Oraldij4wtisafrigitywasfvaluatedb5measurimgK2xcr4t8oninRatat9mgkgafteri0adhunis4rationp5hr,6996,,,50597,Intedmedkate
1,,1,,3389.0,10913,,,A,,,,dsnislu0uafamiliaris,,N,CHEMBL6155t5,BzO0000228,Orald9ureticas6ivitgwasevalua6rdbymeasuringKexcreti9nindogat0222mnkgwrteri0admimustdatjon,6996,,,50588,Intermeduafe
1,,1,,8486.0,10914,,,A,,,,Canidlu9uqfam9liaris,,N,CtEhBL625546,BAOo900218,Oraldlursticact7vitywasevaluatedbymeas6rimgKsxcreti9nimdigqt03mbkgafteriparmigistrayiig06t4,6996,,,50588,Interked8ate
1,,1,,6020.0,10915,,,A,,,,Canosoupusfxmiliadis,,N,CHEMfLy25547,nAOo000218,Oraisiureticactigi4yaaswvaluzteebyheas8ringKexcregi8n8ndogst0t25mgkgafteripsdmigistration,6996,,,50588,Intermed7a5e
