SRASSI,Descri,ASI,RELTY,ASSORG,ASSSTR,VAI,DOI,Ti,CONFISC,ASST,BAFO,CI,ASTET,SRI,CHI,TISI,ASCAT,ASSTI,CURB,ASTIS,ASSSUBCELFRA,ASSCTY
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 27.9 uM/Kg of drug,14464,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626117,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 270 uM/Kg of drug,14465,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626118,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 279 uM/Kg of drug,14466,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL628342,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.2 uM/Kg of drug,14467,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL628343,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.22 uM/Kg of drug,14468,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL628344,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.9 uM/Kg of drug,14469,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL628345,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 282 uM/Kg of drug,14470,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL628346,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 289 uM/Kg of drug,14471,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL628347,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 3.40 uM/Kg of drug,14472,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL628348,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 3.76 uM/Kg of drug,14473,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL628349,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 30.2 uM/Kg of drug,14474,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL875611,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 302 uM/Kg of drug,14475,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL628350,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 31.6 uM/Kg of drug,14476,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL628351,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 316 uM/Kg of drug,14477,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL628352,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 32.4 uM/Kg of drug,14478,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL628353,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 324 uM/Kg of drug,14479,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL628354,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 34.0 uM/Kg of drug,14480,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626667,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 34.1 uM/Kg of drug,14481,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626668,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 34.8 uM/Kg of drug,14482,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626669,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 341 uM/Kg of drug,14483,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626670,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 348 uM/Kg of drug,14484,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626671,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 37.6 uM/Kg of drug,14485,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626672,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 50.8 uM/Kg of drug,14486,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626673,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 58.4 uM/Kg of drug,14487,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626674,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 65.2 uM/Kg of drug,14488,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626675,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 68.1 uM/Kg of drug,14489,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626676,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 7.94 uM/Kg of drug,14490,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626677,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 71.6 uM/Kg of drug,14491,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626678,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 71.8 uM/Kg of drug,14492,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626679,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 74.8 uM/Kg of drug,14493,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL875612,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 77.5 uM/Kg of drug,14494,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626680,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 79.4 uM/Kg of drug,14495,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626681,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 80.9 uM/Kg of drug,14496,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626682,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 83.8 uM/Kg of drug,14497,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626683,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 84.5 uM/Kg of drug,14498,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626684,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 84.7 uM/Kg of drug,14499,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626685,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 86.7 uM/Kg of drug,14500,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626686,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 86.9 uM/Kg of drug,14501,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL626687,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 9.06 uM/Kg of drug,14502,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL624978,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 90.6 uM/Kg of drug,14503,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL624979,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 94.9 uM/Kg of drug,14504,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL624980,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of potassium in urine of rats after peroral administration of 97.1 uM/Kg of drug,14505,N,Rattus norvegicus,,,12582,50597,1,A,BAO_0000218,,,1,CHEMBL624981,1088.0,,10116.0,Intermediate,Urine,,
,Total electrolytic excretion of sodium in urine of dogs after intravenous administration of 52.4 uM/Kg of drug,14506,N,Canis lupus familiaris,,,12582,50588,1,A,BAO_0000218,,,1,CHEMBL624982,1088.0,,9615.0,Intermediate,Urine,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (d),14507,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627564,2367.0,,,Autocuration,Prostate gland,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (v),14508,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627565,2367.0,,,Autocuration,Prostate gland,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (v)/blood,14509,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627566,,,,Autocuration,,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (v)/muscle,14510,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627567,2385.0,,,Autocuration,Muscle tissue,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in spleen,14511,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627568,2106.0,,,Autocuration,Spleen,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hr in kidney,14512,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627569,2113.0,,,Autocuration,Kidney,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in bladder,14513,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627570,1255.0,,,Autocuration,Urinary bladder,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in blood,14514,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627571,178.0,,,Autocuration,Blood,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in bone,14515,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627572,1474.0,,,Autocuration,Bone element,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in fat,14516,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627573,,,,Autocuration,,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in kidney,14517,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627574,2113.0,,,Autocuration,Kidney,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in liver,14518,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627575,2107.0,,,Autocuration,Liver,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in lung,14519,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627576,2048.0,,,Autocuration,Lung,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in muscle,14520,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627577,2385.0,,,Autocuration,Muscle tissue,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (d),14521,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627578,2367.0,,,Autocuration,Prostate gland,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (d)/biood,14522,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627579,2367.0,,,Autocuration,Prostate gland,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (d)/muscle,14523,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627580,2385.0,,,Autocuration,Muscle tissue,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (v),14524,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627581,2367.0,,,Autocuration,Prostate gland,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (v)/blood,14525,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627582,,,,Autocuration,,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in prostate (v)/muscle,14526,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627583,2385.0,,,Autocuration,Muscle tissue,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 4 hour in spleen,14527,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627584,2106.0,,,Autocuration,Spleen,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (d)/biood,14528,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627585,2367.0,,,Autocuration,Prostate gland,,
,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in prostate (d)/muscle,14529,U,,,,13257,22224,0,A,BAO_0000218,,In vivo,1,CHEMBL627586,2385.0,,,Autocuration,Muscle tissue,,
,Biodistribution of the Radiolabeled FBWAY compound in rat Cerebellum at 30 min co-injected with 200 nmol of WAY 100635,14530,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627587,,,10116.0,Intermediate,,,
,Biodistribution of the Radiolabeled FBWAY compound in rat Cerebellum at 30 min co-injected with 50 nmol of WAY 100635,14531,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL627588,,,10116.0,Intermediate,,,
,Biodistribution of the Radiolabeled FBWAY compound in rat cortex at 30 min co-injected with 200 nmol of WAY 100635,14532,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628250,,,10116.0,Intermediate,,,
,Biodistribution of the Radiolabeled FBWAY compound in rat cortex at 30 min co-injected with 50 nmol of WAY 100635,14533,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628251,,,10116.0,Intermediate,,,
,Biodistribution of the Radiolabeled FBWAY compound in rat hippocampus at 30 min co-injected with 200 nmol of WAY 100635,14534,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628252,10000000.0,,10116.0,Intermediate,Hippocampus,,
,Biodistribution of the Radiolabeled FBWAY compound in rat hippocampus at 30 min co-injected with 50 nmol of WAY 100635,14535,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628253,10000000.0,,10116.0,Intermediate,Hippocampus,,
,Biodistribution of the Radiolabeled FBWAY compound in rat hypothalamus at 30 min co-injected with 200 nmol of WAY 100635,14536,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628254,1898.0,,10116.0,Intermediate,Hypothalamus,,
,Biodistribution of the Radiolabeled FBWAY compound in rat hypothalamus at 30 min co-injected with 50 nmol of WAY 100635,14537,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL877493,1898.0,,10116.0,Intermediate,Hypothalamus,,
,Biodistribution of the Radiolabeled FCWAY compound in rat Cerebellum at 30 min co-injected with 50 nmol of WAY 100635,14538,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628255,,,10116.0,Intermediate,,,
,Biodistribution of the Radiolabeled FCWAY compound in rat cortex at 30 min co-injected with 50 nmol of WAY 100635,14539,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628256,,,10116.0,Intermediate,,,
,Biodistribution of the Radiolabeled FCWAY compound in rat hippocampus at 30 min co-injected with 50 nmol of WAY 100635,14540,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628257,10000000.0,,10116.0,Intermediate,Hippocampus,,
,Biodistribution of the Radiolabeled FCWAY compound in rat hypothalamus at 30 min co-injected with 50 nmol of WAY 100635,14541,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628258,1898.0,,10116.0,Intermediate,Hypothalamus,,
,Biodistribution of the Radiolabeled MeFBWAY compound in rat Cerebellum at 30 min co-injected with 50 nmol of WAY 100635,14542,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628259,,,10116.0,Intermediate,,,
,Biodistribution of the Radiolabeled MeFBWAY compound in rat cortex at 30 min co-injected with 50 nmol of WAY 100635,14543,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL628429,,,10116.0,Intermediate,,,
,Biodistribution of the Radiolabeled MeFBWAY compound in rat hippocampus at 30 min co-injected with 50 nmol of WAY 100635,14544,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626862,10000000.0,,10116.0,Intermediate,Hippocampus,,
,Biodistribution of the Radiolabeled MeFBWAY compound in rat hypothalamus at 30 min co-injected with 50 nmol of WAY 100635; Not determined,14545,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626863,1898.0,,10116.0,Intermediate,Hypothalamus,,
,Biodistribution of the [11C]-radiolabeled compound in rat cerebellum,14546,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625886,2037.0,,10116.0,Intermediate,Cerebellum,,
,Biodistribution of the [11C]-radiolabeled compound in rat cerebellum co-injected with 50 nM of WAY 100635.,14547,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625887,2037.0,,10116.0,Intermediate,Cerebellum,,
,Biodistribution of the [11C]-radiolabeled compound in rat cortex,14548,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625888,,,10116.0,Intermediate,,,
,Biodistribution of the [11C]-radiolabeled compound in rat cortex co-injected with 50 nM of WAY 100635.,14549,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625889,,,10116.0,Intermediate,,,
,Biodistribution of the [11C]-radiolabeled compound in rat hippocampus,14550,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625890,10000000.0,,10116.0,Intermediate,Hippocampus,,
,Biodistribution of the [11C]-radiolabeled compound in rat hippocampus co-injected with 50 nM of WAY 100635.,14551,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625891,10000000.0,,10116.0,Intermediate,Hippocampus,,
,Biodistribution of the [11C]-radiolabeled compound in rat hypothalamus,14552,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625892,1898.0,,10116.0,Intermediate,Hypothalamus,,
,Biodistribution of the [11C]-radiolabeled compound in rat hypothalamus co-injected with 50 nM of WAY 100635.,14553,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625893,1898.0,,10116.0,Intermediate,Hypothalamus,,
,Biodistribution of the [18F]-radiolabeled compound in rat cerebellum,14554,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625894,2037.0,,10116.0,Intermediate,Cerebellum,,
,Biodistribution of the [18F]-radiolabeled compound in rat cortex,14555,N,Rattus norvegicus,,,15413,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL625895,,,10116.0,Intermediate,,,
,Reaction rate parameter value for phosphate with transfer with respect to ATP,14556,U,,,,12404,22224,0,A,BAO_0000019,,,1,CHEMBL625896,,,,Autocuration,,,
,"Tested for hydrolysis in presence of boric acid, dissociation constant was evaluated at the pH 8.5(Apparent inhibition constant)",14557,U,,,,568,22224,0,A,BAO_0000019,,,1,CHEMBL625897,,,,Autocuration,,,
,"Tested for hydrolysis in presence of boric acid, dissociation constant was evaluated at the pH 9.5(Apparent inhibition constant)",14558,U,,,,568,22224,0,A,BAO_0000019,,,1,CHEMBL625898,,,,Autocuration,,,
,"Tested for hydrolysis in presence of phenylboronic acid, dissociation constant was evaluated at the pH 9.5(Apparent inhibition constant)",14559,U,,,,568,22224,0,A,BAO_0000019,,,1,CHEMBL625899,,,,Autocuration,,,
,Reaction rate parameter value for phosphate with transfer with respect to ATP,14560,U,,,,12404,22224,0,A,BAO_0000019,,,1,CHEMBL626124,,,,Autocuration,,,
,Ability to inhibit Escherichia coli adenylate kinase II activity expressed as half maximal velocity,14561,N,Escherichia coli,,,7624,50212,1,A,BAO_0000218,,,1,CHEMBL628500,,,562.0,Intermediate,,,
,"Ability to inhibit rat adenylate kinase II, activity expressed as half-maximal velocity",14562,N,Rattus norvegicus,,,7624,50597,1,A,BAO_0000218,,,1,CHEMBL857856,,,10116.0,Intermediate,,,
,"Ability to inhibit rat adenylate kinase III, activity expressed as half-maximal velocity",14563,N,Rattus norvegicus,,,7624,50597,1,A,BAO_0000218,,,1,CHEMBL628501,,,10116.0,Intermediate,,,
,"Compound was evaluated for the Michaelis-Menten constant, Km in a generic protein phosphatase stopped assay system",14564,U,,,,4643,22224,0,A,BAO_0000019,,,1,CHEMBL628502,,,,Autocuration,,,
,Kinetic parameter KM (nM) for the MAO-B catalyzed oxidation of the compound.,14565,U,,,,11532,22224,0,A,BAO_0000019,,,1,CHEMBL628503,,,,Autocuration,,,
,Kinetic parameter KM at pH 7.4 and 37 degree Centigrade,14566,U,,,,11018,22224,0,A,BAO_0000019,,,1,CHEMBL628504,,,,Autocuration,,,
,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 0.25% acetonitrile and 4B2 as catalyst was expressed as KM; Not determined",14567,U,,,,2276,22224,0,A,BAO_0000019,,,1,CHEMBL628505,,,,Autocuration,,,
,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 4B2 as catalyst was expressed as KM",14568,U,,,,2276,22224,0,A,BAO_0000019,,,1,CHEMBL874452,,,,Autocuration,,,
,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 1% acetonitrile and 6C2 as catalyst was expressed as KM; Not determined",14569,U,,,,2276,22224,0,A,BAO_0000019,,,1,CHEMBL628506,,,,Autocuration,,,
,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 10% acetonitrile and 4B2 as catalyst was expressed as KM; Not determined",14570,U,,,,2276,22224,0,A,BAO_0000019,,,1,CHEMBL628507,,,,Autocuration,,,
,"Kinetic parameter for antibody-catalyzed Kemp elimination, at pH 7.1, 30C, using 5% acetonitrile and 4B2 as catalyst was expressed as KM",14571,U,,,,2276,22224,0,A,BAO_0000019,,,1,CHEMBL628508,,,,Autocuration,,,
,Michaelis constant (KM) was evaluated,14572,U,,,,8949,22224,0,A,BAO_0000019,,,1,CHEMBL628509,,,,Autocuration,,,
,Reaction rate parameter value for phosphate with transfer with respect to ATP,14573,U,,,,12404,22224,0,A,BAO_0000019,,,1,CHEMBL628510,,,,Autocuration,,,
,Substrate concentration for half maximal velocity was reported for rat hexokinase I,14574,U,,,,7625,22224,0,B,BAO_0000019,,,1,CHEMBL628511,,,,Autocuration,,,
,Substrate concentration for half maximal velocity was reported for rat hexokinase II,14575,U,,,,7625,22224,0,B,BAO_0000019,,,1,CHEMBL628512,,,,Autocuration,,,
,Substrate concentration for half maximal velocity was reported for rat hexokinase III,14576,U,,,,7625,22224,0,B,BAO_0000019,,,1,CHEMBL628513,,,,Autocuration,,,
,Substrate concentration for half maximal velocity was reported for yeast hexokinase,14577,U,,,,7625,22224,0,B,BAO_0000019,,,1,CHEMBL628514,,,,Autocuration,,,
,Pseudo-first-order rate constant for alkylation of NBP in 50% aqueous acetone at 66 degrees celsius with 50 uM and 25 uM of NBP.,14578,U,,,,12908,22224,0,A,BAO_0000019,,,1,CHEMBL628515,,,,Autocuration,,,
,Rate constant for alkylation of 4-(4-nitrobenzyl)pyridine,14579,U,,,,10368,22224,0,A,BAO_0000019,,,1,CHEMBL628516,,,,Autocuration,,,
,Bimolecular rate constant (KOH) at 25 degree C (m = 0.5),14580,U,,,,13108,22224,0,A,BAO_0000019,,,1,CHEMBL628517,,,,Autocuration,,,
,its bimolecular rate constant (KOH) at 25 degree C (m = 0.5),14581,U,,,,13108,22224,0,A,BAO_0000019,,,1,CHEMBL628518,,,,Autocuration,,,
,Acid dissociation constant evaluated towards Hematin mu-oxo dimer,14582,U,,,,15217,22224,0,A,BAO_0000019,,,1,CHEMBL628519,,,,Autocuration,,,
,Acid dissociation constant evaluated towards Hematin mu-oxo dimer; Not available,14583,U,,,,15217,22224,0,A,BAO_0000019,,,1,CHEMBL628520,,,,Autocuration,,,
,Binding constant was determined,14584,U,,,,10933,22224,0,A,BAO_0000019,,,1,CHEMBL628521,,,,Autocuration,,,
,Alkylation of 4-(4-nitrobenzyl)pyridine (NBP) by the compound at a temperature of 66 degree Centigrade,14585,U,,,,2363,22224,0,A,BAO_0000019,,,1,CHEMBL630443,,,,Autocuration,,,
,Alkylation of 4-(4-nitrobenzyl)pyridine (NBP) by the compound at a temperature of 66 degree centigrade; Not determined,14586,U,,,,2363,22224,0,A,BAO_0000019,,,1,CHEMBL630444,,,,Autocuration,,,
,Rate constant with triethylamine at 30 degree C in 0.1 M potassium chloride was expressed as Kamine,14587,U,,,,2276,22224,0,A,BAO_0000019,,,1,CHEMBL857732,,,,Autocuration,,,
,Octanol-water apparent distribution coefficient measured in TRIS buffer at a pH 7.4.,14588,U,,,,14915,22224,0,P,BAO_0000100,,,1,CHEMBL630445,,,,Autocuration,,,
,Catalytic rate constant of the compound,14589,U,,,,8847,22224,0,A,BAO_0000019,,,1,CHEMBL630446,,,,Autocuration,,,
