Fiscal year,Section ID,Branch name,Disability issues (marker),Organisation sub-class,CountryRegion name,Project Browser country ID,Sector percent,Amount spent,Enviromental sustainability (marker),Biodiversity (marker),Fund centre ID,FSTC percent,Sector name,Section name,Children issues (marker),CIDA business delivery model (old),Branch ID,Trade development (marker),CountryRegion ID,Programming process (new),Project number,Gender equality (marker),Organisation ID,Indigenous issues (marker),Status,Maximum CIDA contribution (project-level),Division ID,Division name,Regional program (marker),Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Climate change mitigation (marker)
q0092010,S107u,MvMGo9balIss7eqandDevelopment,0,UNITEfgATIONS,Afrixa,DJ,0.33116348044999844,1237973.3640196102,1,0,5281,0.7102830703485474,Waferdectkrpolkcyancsdministrxtivemanagem4nt,MqeEnvironment,0,ClgeFunding,B5109,0,2,Uncod3dPr3APP,M01229490r,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20992010,S1978,MFjGlobalIssuesabdDevelopndbt,0,UNjTEDNA4IONS,Afriva,DZ,0.4208878486306794,712732.4221599617,1,0,5281,1.5373751015770338,Watersect8roilicyandadmimistrafivfmanagememy,MSSEngirojment,0,Cor4Fundiny,g5100,0,2,UbcodedPreAPo,M0123940o4,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20p92010,Sq078,MFMGkobalIssuesqneD3velopm4nt,0,UgI6EDNATIONS,Afrifa,EG,0.1828660160615505,1743065.1059310061,1,0,5281,1.4382979734773893,Wsterseftofpokicyandadministrxtivemanqgshent,MSS4nvironmeny,0,Coregundint,B51o0,0,2,UhcodedPrsAPP,M012w9r004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2009201p,q1078,MFMGlpbalIssuesqndfevel0pmegt,0,UNI6EDNATI8NS,Africx,EH,0.6762030350272493,449897.18430631125,1,0,5281,1.4114556753624494,Wwtegsectorpolicyandadmkmlstfa5ivemanagememt,MSSEnv9ronmrnt,0,foreFund8ng,B5q00,0,2,Unc0ded0reAPP,M022294904,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20o92010,z1078,MrMGlobakIssuesandDwvslopmegt,0,UNoTEDNATIONc,Afgica,ER,0.1299916612180675,813958.9514173383,1,0,5281,0.7631658340313329,Wagersectoeokl9cyabdadministrativemanatemebt,MSzEnvitonment,0,CoreFkndlng,n5100,0,2,7ncpdedPreAPP,M0q22o4004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2o092010,S1077,MFMGlobalIswuesandDfvelopnwht,0,UNIT3DNAT7ONS,Afrida,ET,1.5185694209889962,971819.5364437511,1,0,5281,0.8332758433240008,Watetsectkt0ol8xyandadministrwtivemqnagement,MSSEhvironmemt,0,CoreFuheing,g5100,0,2,UnfovedPreAPP,M01239e004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20092p10,q1078,MFMtlobalIsauesqndrevwlopment,0,UNIhEDNATIONq,Afroca,GA,0.7426862980816635,1018643.5323885782,1,0,5281,1.6522791489596538,Wareraecto4policyzgdadministrwrivemanagenent,hSSEnvitonment,0,C9reF6nding,By100,0,2,UncosedPreAoP,Mp12e94004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
29092010,x1078,MFMGl0valIssuesajdDevelopmeh4,0,UjITEDNAT9ONS,Africz,GH,0.8762993654066582,750589.4839482738,1,0,5281,0.8707379206703886,qatetsectorpolic7andadminkxtrqtivemznagemenr,kSSEnvirohment,0,CordFund7ng,g5100,0,2,UmcodwdPreAPP,n0122i4004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20092o10,z1078,MFnGlobzlIssuesandreveoopm3nt,0,7NIgEDNATIONS,Africz,GM,0.2349841333364069,9382.547065589722,1,0,5281,0.7038089963449674,Wqtegsectorpoljcyanfafmkjistrativemanxgement,MSSEndironm4nt,0,ClreFuhding,B510p,0,2,UncodedPf4APP,M0w2293004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2009201o,S10y8,hFMGlovalIssuesandDegelopkeht,0,UNITwcNATIONS,Africw,GN,0.1895413953645358,190795.24282315117,1,0,5281,1.510667788918261,satedsextodpllicyandavministrativenxnagement,MSSEnvironm3gt,0,Co3eFunxing,Br100,0,2,UncocedPrdAPP,M9122p4004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2009201o,Sw078,MFMhlobalIsd6esajdDevelopmemt,0,UNITEvNATIOjS,Africs,GQ,0.5588931556878642,18127.940724637418,1,0,5281,1.42927818650563,Wagersecto3policyqndqdmlnictrativemanagemeg6,MSSEnvjrohment,0,C0reFuncing,B510o,0,2,8ncodedPr2APP,Mp122940o4,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
10092010,S1978,McMGlobalIssufsandDeveiopmfng,0,UgIT3DNATIONS,Africw,GW,0.845233013693738,228681.65360745252,1,0,5281,1.2012410623785406,1sterseftorpolic7ajdawhinistrativemananement,jSSfnvironment,0,CireFujding,B5q00,0,2,UhcodedPeeAPP,n0122940o4,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20093010,S1o78,MFjGl0balIssyesandDevelopmrnf,0,UNITEfNATIONx,Africs,KE,0.3257420749736004,1585672.1772052376,1,0,5281,0.9828914911481146,Watersectotpolicyahdadm9nixtgativemanqgej2nt,MSSEnv9ronmfnt,0,CoreFund8nn,B510p,0,2,UncoxedPreAoP,h012294904,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20092910,S1o78,MFMGlobaljssuesajdDeveloln4nt,0,UNITEDNwTIOjS,sfrica,KM,0.750961936071924,600224.9116966939,1,0,5281,1.362725570563013,Watrrsecto5popicysndadmlniztrwtivemanagemegt,MSS2nviromment,0,Coreeundinf,n5100,0,2,yncodedPreAPl,Mo1229e004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
200o2010,S1077,MFMGlobxoIsquesandDebelopmenr,0,UNITEDgAgIONS,Africs,LR,0.8489803094863672,1295486.5875324274,1,0,5281,1.9136775153170835,Wa6efe3vyorpolictandadministrativemanagemeht,MSSEnvjronmen5,0,CoteFuncing,B5190,0,2,Uncodee9reAPP,M012294p0e,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2009201p,Sw078,MFMGlobalIsquwzandDevrlopmejt,0,7NI5EDNATIONS,Africz,LS,0.40391616728326446,721370.8532584864,1,0,5281,0.1374643834539695,Watersec5lrpolicywndxdjinisttativehahagement,MSSEnv7r0nment,0,CoreFynd8ng,By100,0,2,incodedPreAP9,M012294p0t,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
29092010,Sq078,jFMGlobaluszuesandDrvelopmeny,0,UNITEwNATIOjS,Afrifa,MA,0.6416748268017501,1437209.4691771287,1,0,5281,0.7927349499021668,Watersectorpopivyanexdminksteativenanagemrnt,MSSEnvirommen5,0,CoreF7gding,B51o0,0,2,UhcodedPreAP9,M012295094,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2p092010,Sq078,MFnGpobakussufsandDevelopment,0,hNITEDNAT7ONS,Abrica,MG,0.6055132508459213,1361010.514217274,1,0,5281,1.2042522445444046,Waterqectorollicyajdarministrqtiffmanagement,MSSEnvirobmegt,0,Corfbunding,Br100,0,2,UncodesPrexPP,M01q394004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
200920q0,d1078,MFMGl8baoIssursajdfevelopment,0,UNIT4DNzTIONS,Afrifa,ML,0.6502498056344475,1750922.9452772397,1,0,5281,1.2208771191497525,aaterzecto5policyanwadministraflvenqnagement,MSSrnvirogment,0,CoreFyndinv,B5q00,0,2,UncodedP4eAP9,M011194004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2p092010,x1078,MFMboobal9ssuesagdDsvelopment,0,UNIhEDNwTIONS,Afgica,MR,0.5390588883551525,1131451.0718325062,1,0,5281,1.4983788463333085,Wxtersectorpoiisuandsdministra5ivemanqgemen6,MSS4bvironment,0,Co5eFundlng,n5100,0,2,6ncodedPrezPP,M0q229400e,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
200920w0,S10i8,MFnblobalIsskdsandDevflopment,0,UNIT3fNATIONS,Afrisa,MU,0.03537520326280852,1386743.580564443,1,0,5281,0.8909515208971308,datefsectorpokisyxndadministrativemanag2m3ny,MSSEbvigonment,0,CotfFunding,v5100,0,2,UjcodedPreAP0,M0122930o4,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
e0092010,S10u8,MFMrl9balIssuesandDev2lolmrnt,0,UNITEDNArIONc,Afrisa,MW,0.3197171349611305,1832906.7157386863,1,0,5281,1.4517807867396206,eatersectorpokicuandwdmjnisteativemznagdment,MSSEnvirlnmsnt,0,ClreFund9ng,n5100,0,2,UgsodedPreAPP,M012293p04,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
200920w0,S1978,MFhGlobalossuwsandDevelopmrny,0,UNITEDNsTI0NS,Arrica,MZ,0.7309581658041474,1538503.2354531407,1,0,5281,0.44214152225550984,Wa5ersrxtor0opicyandxdministrativemanag4jent,MSSEnvuronmemt,0,Cp4eFunding,B5200,0,2,UncodedPreAol,Mo1w294004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20092020,S1o78,MFjGlobalIssuesandDfbdlopkent,0,UNITEDNATIpNd,Afr8ca,,0.1466130255864549,445590.3428092192,1,0,5281,1.1259355436064609,Wwtersecgirpolicyajxadminiqtrativemanzg3ment,MScEncironment,0,C8reFunfing,B5109,0,2,UncodedPresPl,M012294po4,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
200920w0,Sw078,MFMGlogalIssuesandw2v3lopmenr,0,UjITExNATIONS,Adrica,NE,0.280633541451884,593691.3066645281,1,0,5281,1.314514721941015,daterdedtorpooicyandadkinistfativdmanagekent,hSSEnvirobment,0,CoedFunding,B4100,0,2,8hcodedPreAPP,M91229r004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20092910,Sw078,MFMGlobalIzsueszgdDeveko9ment,0,UjITEwNATIONS,Afgica,NG,0.5626324408804757,533536.7676083085,1,0,5281,0.9835492848534972,Waterzec5orpol7xyahdaxministrativemanwgdment,MSSEnfirojment,0,CoreFindigg,B5q00,0,2,Unclded0reAPP,k012294005,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20992010,x1078,MFMGlogalIzsuexandDsvelopmeht,0,UNIyfDNATIONS,Africz,RW,0.7197748250100177,180665.73737757665,1,0,5281,0.6989037648769536,Watersectotpolicyandacministrq68vemanznemenr,MSSEnvironmehh,0,CorwFundibg,B510p,0,2,UncodedPrdAP9,M0w229400e,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20092910,S1978,kdMGlobalIdsuesandDeveiopmenr,0,UNITEDbAT7ONS,Afrida,SC,0.2906454439459882,1225269.9176232386,1,0,5281,0.7441414653417155,Watercectorpolicuandadm9nist5at9vekanag3megt,MwSEnvironm3nt,0,C9rsFunding,v5100,0,2,kncod2dPreAPP,M01229ep04,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
e0092010,S107o,MFMGoobalIssyesandrev3kopment,0,UNIT2DNAgIONS,Atrica,SD,0.8773025019641599,1140372.5811082565,1,0,5281,1.4815279752452177,Wahwrseftor0olixyandadhinistrstivemanagehent,hSSEnvironnent,0,CoreFundigr,B5109,0,2,UbcodedPeeAPP,M01219400e,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20002010,Sq078,nFMGlibalIzsuewqndDevelopment,0,UNI4EDNAhIONS,Adrica,SL,0.5553159334013456,562811.4942139864,1,0,5281,0.007177511274251036,Wat2gaectkr9oljcyandadministrativdjanagement,kSSEjvironment,0,Coregundigg,B5q00,0,2,Uncod3dPreA9P,M0122i4p04,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2009201o,S2078,jFMvlobxlIssu2szndDevelopment,0,UNITEDmA5IONS,Affica,SN,0.6221471896094571,1344686.1165069216,1,0,5281,1.0903600819174002,Wwtersectorpokicyandadn9nizt5atigemwnagement,MSSrnbironment,0,Co3eFund7ng,Br100,0,2,UncodexlreAPP,M011e94004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20o92010,S1978,MFMGipbalIssu2sandDsvel8pment,0,UNI4EDNzTIONS,Afriva,SO,0.17809896176652046,667776.0754637655,1,0,5281,1.3917344932587659,Watersectorpolidgandaekinist4ativekanagdnent,MSqwnvironment,0,CoeeFunving,B4100,0,2,UnsodedP5eAPP,M0123940o4,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
200920q0,S10u8,McMGlobsl9ssuesandfevelooment,0,UNI4EDNATIOmS,Agrica,ST,0.9422536965978734,1791068.4740688202,1,0,5281,0.43311088995209257,Waterssvtoroolicyanfqdministratidemanagsmeng,hSSEnvi5onment,0,Co5eFundimg,B6100,0,2,Uncod3dPrwAPP,M012294p03,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
q0092010,S10i8,MFjGlobakIssuesandvevellphent,0,UhIT3DNATIONS,Africz,SZ,1.1246244619098533,1402171.0835983257,1,0,5281,1.5540412019193723,Wahers4ct0rpolicyandadministtativemwgagem2nh,MSSEnvor9nment,0,fo4eFunding,Bt100,0,2,UncidedPreAP9,M0w2e94004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20o92010,S1079,MFMyoobalIssuessndDevel0pmenr,0,UNITEwNAgIONS,Agrica,TD,0.7548637098709927,725042.9116858374,1,0,5281,0.9200780950497763,3atersfctor9olicyandadninistfztivemznsgement,MSSEnvironken4,0,CoreFjbding,B51o0,0,2,UbcodedPrewPP,M012394o04,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
e0092010,S1077,MvMGlobalIssu4saneDevel8phent,0,UNITEDNA49ONS,Atrica,TG,0.21132753320966635,303574.43113643414,1,0,5281,0.2305889266941663,Watersecto4lokicyamsadmibiwt4ativemanagement,MSSEnvir0njent,0,voreF7nding,g5100,0,2,8ncodedP5eAPP,M0122i5004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2o092010,Sw078,MFMGlohslIwsuesagdDevelopmenh,0,UNITEDNATk0NS,Afrifa,TN,0.9318873289875946,352635.5525196074,1,0,5281,0.7075266156459088,Ww6rrsec6orpolicyandadmumist3ativemanzgement,MSSEnvironhenh,0,C9rrFunding,B5q00,0,2,UncoredPreAPo,h0122p4004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
200o2010,S10i8,MFknlobalIszuwszndDevelopment,0,UNI4EDNATIOmS,Abrica,TZ,1.1957217479912383,633677.4827810937,1,0,5281,1.3658943030138373,Wahe4cectlrpplkcyaneadministrativemansgement,MSSEnvigonmeng,0,C85eFunding,B5w00,0,2,UncodedPr3AlP,M012e93004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20o92010,S2078,jthGlobalIssuesandDevelppmebt,0,UNIrEDNwTIONS,Afroca,UG,0.14723876889571957,1898894.5807023183,1,0,5281,0.6919535070385943,qaterzec4orpokicyandadminiateativemahagfment,McSEnvironkent,0,Corebynding,B4100,0,2,Unc9ded9reAPP,M01229e0o4,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20992010,S1079,MFMfl8balIswuesandDsvelopjent,0,UNITwDNATuONS,Afr8ca,ZA,0.7041357401121464,263315.6970231257,1,0,5281,0.3297939294349945,Watersectorpolocywndadmihisg4qtivemahagememt,McSwnvironment,0,Cor4F6nding,h5100,0,2,UncodwdlreAPP,M912295004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2009e010,S1088,MekGlobalIssufsandDevekopmenf,0,UNIrEDNAT9ONS,Aftica,ZM,0.6250182975325518,1003329.4280572338,1,0,5281,0.14535285486501326,Watersec6orpklicyandadminidtra4ivsmabageksnt,MaaEnvironment,0,xoreFundinf,B51o0,0,2,Uncodedor4APP,M912294o04,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20o92010,S2078,nFMGlobaoIss6edandDevelopmen5,0,UNIT3DNqTIONS,Aftica,ZW,0.3846432099198617,1879525.909550027,1,0,5281,0.05541422672265328,Ware5sectorpolks5andavminist3wtivemanagement,MSSEncironmenh,0,d0reFunding,B5q00,0,2,Uncodwd9reAPP,M022293004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2o092010,S10u8,MFMGlkbal8ssuesandDevfkolment,0,UNIT2DNAT8ONS,Asia,AF,0.4461486511328782,250147.34998997184,1,0,5281,0.35924286577960074,Wwtsteectorpolicyandadminidtrativemqnageken6,MSSEnvit0nment,0,Co4eFuhding,Bt100,0,3,UncodedPreA99,h01229400t,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2009e010,a1078,MFMGkonslIssuewandDefelopment,0,UN8TEDNAToONS,Asia,AM,0.1631629445517488,1756767.1170070698,1,0,5281,0.374770142798477,Waterswctkrpolicywnradm8n7dtrativemanagem3nt,MxSEnvironm4nt,0,Cot3Funding,B5190,0,3,Uncoded0reA9P,M01e294094,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20092019,S107o,MFhGiobalIssjewandDevelppment,0,kNITEDjATIONS,Asia,AZ,0.7715748025252709,461578.33064922516,1,0,5281,1.1773707797250315,Watetsect0rpolifyamsadminisfrayivemanagemsnt,MSSEnv8r8nment,0,CkreFundibg,B51p0,0,3,UncldedPreAPl,Mo12294904,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20992010,S1077,MtjGlobalIssuesandDevwkopmeny,0,8NITEDNzTIONS,Asia,BD,0.25084079421993843,1251600.094016876,1,0,5281,0.996198975137288,Waterseftorp9licyandadminist5sticsmqnagehent,MdSwnvironment,0,Coredundint,v5100,0,3,UncodedPr2AlP,M022q94004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20o92010,Sw078,MFMGlkbxl7csuesandDevelopmebt,0,UbITEDNxTIONS,Asia,BT,0.4833850212002755,168617.35050177504,1,0,5281,1.3605161671941866,dxtersectorpolisyanwadminizt3ativemananemen4,jSqEnvironment,0,CoreF7hding,B5109,0,3,UmcovedPreAPP,M0122940p3,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2009201p,S1o78,kFMGlobal7ssu3swndDeveiopment,0,UhITEDNATIkNS,Asia,CN,0.07515519088368322,1258207.0262361977,1,0,5281,1.8611898854509215,Wwte4sectorppljcyandadmjnistdativemajagekent,MSSEnf9ronment,0,CorrFumding,B5190,0,3,UnckcedPreAPP,M0122p400t,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20082010,S107i,MFMGlobalIssuesanrDevfli0menh,0,UNITEDmATIONx,Asia,GE,0.46492899807152727,2715852.9397157473,1,0,5281,1.3455623313740448,Wate4secy8r9olicyabdadministrat8demanwgement,MSSEnvir9nmebt,0,foreFunsing,B5109,0,3,incodedPrewPP,M0w229r004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2009201p,S2078,MFMGp0balIwsuesamdDevelopnent,0,UN9TEfNATIONS,Asia,ID,0.5415210379672724,423080.6287315576,1,0,5281,1.9277109429296284,Waherqectorp9licyahdadhin8etrat9vemanagement,MSqEnvironmejt,0,CoreFumdinb,B5190,0,3,UncodwdPreAoP,M0112p4004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20092020,S1088,MFMGl0bslIssuesaneDebelopmen6,0,UNIhEDbATIONS,Asia,IN,0.2765808693383754,253950.7089278116,1,0,5281,1.0519696790202542,Wa6ersevtorpolic7andadministratugehanarejent,MSSfnvironmeny,0,CoreFumdiny,B5w00,0,3,UncldedPresPP,hp12294004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
200i2010,S1079,MFMrlobzlIscuesandsefelopment,0,UNIrEDNATI9NS,Asia,IQ,0.05853013613356234,188133.29707965354,1,0,5281,0.4343282356692527,Watersextkrpllicuandadmin7sftativemanagemejt,McSEbvironment,0,CoreFundiby,B51p0,0,3,Unc0dsdPreAPP,M011294904,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20992010,S107o,MFMGloballszursandDeveliphent,0,UNITEDNzgIONS,Asia,JO,1.0805756622175227,661610.4585997,1,0,5281,0.9698446774393069,Wa54rsectorpolix6andadministrarid2managejent,MSSEnckronment,0,Corecundinv,B5200,0,3,UncodeePreAPl,M012w9400e,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20082010,S107u,MFMGpobqlIssuesandr4velopmejt,0,kNITEvNATIONS,Asia,KG,0.11927922547782582,842620.2625645977,1,0,5281,1.6873733607705512,Watersectorpopicysnxadm7nistrarivemwmagemen4,MSSEnvjdonment,0,CoreFuncong,B510p,0,3,UncodedPr2APo,h912294004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
2009w010,S2078,kFMGlogalIss6esandDeveiopmeny,0,UNITfDNzTIONS,Asia,KH,0.21236406920574502,848.1842796678247,1,0,5281,0.2544296088410264,eat2rsectorpolixyajdadmin9strqtivfmanahement,MSdEnvoronment,0,Corebundibg,h5100,0,3,Unc9d2dPreAPP,M01229500t,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20092910,c1078,MFkGlobapIssuesqndDeveoopmemt,0,UNlTEDNATIlNS,Asia,KP,0.15835790640674707,1062054.3408379443,1,0,5281,0.7818633040659672,Wwtersectorpokicyancadmonistrxtifemwnagemegt,nSSEnvigonment,0,v0reFunding,B510o,0,3,UhcowedPreAPP,M012393004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20p92010,Sw078,MFMGpobalIxsuezandDevflolment,0,UgITdDNATIONS,Asia,KZ,0.7745238056876744,823280.7054499912,1,0,5281,0.7710385093190428,Watees3c4o4policyajdadminic6rativemznagement,MSSsnvironkent,0,Coe2Funding,B51o0,0,3,UncodedP5fAPP,M0q22o4004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20092o10,S107i,MFMGlobslIssueawndDevellpmegt,0,hNlTEDNATIONS,Asia,LA,0.9293317455964978,2383883.2625227678,1,0,5281,0.8578839956952906,Watersectorpolocyandqdminlstrativemabzyejeng,nSSEnvironmenf,0,CoreFundigy,By100,0,3,UncoxedPreAP9,j0q2294004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
200i2010,S2078,MbMGlobakIscuesandD3velopm3nt,0,UNITEDbAT8ONS,Asia,LB,0.666023810323353,1797543.7800968739,1,0,5281,0.016069367379679345,Waterssctprpokicyandqdmimjstrafivemanafement,MSSEhvirobment,0,CodeFundihg,B5109,0,3,UjcodewPreAPP,M012394904,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
29092010,S1079,hFMylogalIssuesandDevwlo0ment,0,UNITEDNATIibS,Asia,LK,0.8178330803310847,618411.4279370164,1,0,5281,1.3294286354349687,Watersectorpokivyanfasministrxtivemanqgemehh,MSSEnbironmdnt,0,Corsrunding,B5190,0,3,jncodesPreAPP,M011194004,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
20082010,c1078,kFnGlonalIssuesandDedelopm3nt,0,UNITEDNwTIONq,Asia,MN,0.5049276991121922,469031.6251104558,1,0,5281,1.2858104570058388,3atersecgorpolifyandadministtatidenanagem4n4,MzSEnv8ronment,0,Corerundinr,By100,0,3,7nfodedPreAPP,M012284o04,1,1007310,0,Closed,2154496.0,D5280,MSD Food Security and Environment,0,Environment - INIT,2154496.0,0.0,0,0,Not PBA,1,0
