src_assay_id,confidence_score,cell_id,description,assay_strain,assay_id,doc_id,assay_subcellular_fraction,src_id,assay_organism,curated_by,tid,assay_category,assay_tax_id,assay_tissue,relationship_type,tissue_id,assay_test_type,assay_cell_type,bao_format,assay_type,variant_id,chembl_id
,1,,Plasma half life in mouse,,8864,993,,1,Mus musculus,Intermediate,50594,,10090.0,Plasma,N,1969.0,,,BAO_0000218,A,,CHEMBL627101
,1,,Stability of the peptide in the presence of mouse serum,,8865,6652,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,,,BAO_0000218,A,,CHEMBL627102
,1,,Terminal half life of compound was determined in mouse,,8866,17852,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,,,BAO_0000218,A,,CHEMBL627103
,1,,Terminal half life was evaluated in mice after intravenous administration,,8867,2675,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL627104
,1,,Terminal half life was evaluated in mice after oral administration,,8868,2675,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL627105
,1,,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 5.,,8869,499,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,,,BAO_0000218,A,,CHEMBL876786
,1,,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 7.,,8870,499,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,,,BAO_0000218,A,,CHEMBL873825
,1,,The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 7; ND means no data,,8871,499,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,,,BAO_0000218,A,,CHEMBL627106
,1,,half life period is evaluated by administering intravenously at 25 mg/kg in mice,,8872,14239,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL626336
,1,,"Half life beta(2,4,6,8h) value was determined at a dose of 200 mg/kg (i.p.) in Mice",,8873,5506,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL877462
,1,,"Half life beta(2,4,6,8h) value was determined at a dose of 200 mg/kg (i.p.) in Mice; NC: not calculable",,8874,5506,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL626337
,1,,Half life after intraperitoneal administration of 100 mg/kg in mice,,8875,17734,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,,,BAO_0000218,A,,CHEMBL626338
,1,,Half life in BALB/C mice at the dose of 20 mg/kg by i.p. administration,,8876,17728,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL626339
,1,,Half life in BALB/C mice at the dose of 20 mg/kg by i.v. administration,,8877,17728,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL626340
,1,,Half life in BALB/C mice at the dose of 20 mg/kg by p.o. administration,,8878,17728,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL625377
,1,,Half life in BALB/C mice at the dose of 50 mg/kg by i.p. administration,,8879,17728,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL625378
,1,,Half life in BALB/C mice at the dose of 50 mg/kg by p.o. administration,,8880,17728,,1,Mus musculus,Intermediate,50594,,10090.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL625379
,0,,Metabolism of compound in mini pig S9 microsomes ('+''indicates <20% largest observed peak),,8881,14294,Microsomes,1,Sus scrofa,Autocuration,22224,,9823.0,,U,,,,BAO_0000251,A,,CHEMBL625380
,0,,Metabolism of compound in mini pig S9 microsomes ('++++' indicates largest observed peak),,8882,14294,Microsomes,1,Sus scrofa,Autocuration,22224,,9823.0,,U,,,,BAO_0000251,A,,CHEMBL625381
,0,,Stability to porcine renal DHP-I,,8883,6056,,1,Sus scrofa,Autocuration,22224,,9823.0,,U,,,,BAO_0000019,A,,CHEMBL625382
,0,,Compound was tested for its half-life period at an intravenous dose of 30 ug/kg,,8884,1317,,1,Sus scrofa,Autocuration,22224,,9823.0,,U,,In vivo,,BAO_0000218,A,,CHEMBL873828
,0,,Compound was tested for its half-life period at an intravenous dose of 3 ug/kg,,8885,1317,,1,Sus scrofa,Autocuration,22224,,9823.0,,U,,In vivo,,BAO_0000218,A,,CHEMBL625383
,0,,Half-life of the parent prodrug in porcine esterase solution,,8886,5229,,1,Sus scrofa,Autocuration,22224,,9823.0,,U,,,,BAO_0000019,A,,CHEMBL625384
,0,,"First order rate constant, k was determined in in pig liver Esterase",,8887,4231,,1,Sus scrofa,Autocuration,22224,,9823.0,,U,,,,BAO_0000019,A,,CHEMBL625385
,0,,Half life of the in pig liver Esterase,,8888,4231,,1,Sus scrofa,Autocuration,22224,,9823.0,Liver,U,2107.0,,,BAO_0000221,A,,CHEMBL625386
,0,,Tested for half life period at 37 degree Celsius in PBS buffer at 11.8 pH containing porcine liver esterase,,8889,5318,,1,Sus scrofa,Autocuration,22224,,9823.0,Liver,U,2107.0,,,BAO_0000221,A,,CHEMBL623571
,0,,Tested for half life period at 37 degree Celsius in PBS buffer at 7.3 pH containing porcine liver esterase,,8890,5318,,1,Sus scrofa,Autocuration,22224,,9823.0,Liver,U,2107.0,,,BAO_0000221,A,,CHEMBL623572
,0,,Tested for half life period at 37 degree Celsius in PBS buffer at 7.3 pH in containing porcine liver esterase,,8891,5318,,1,Sus scrofa,Autocuration,22224,,9823.0,Liver,U,2107.0,,,BAO_0000221,A,,CHEMBL623573
,0,,Compound was evaluated for esterase half-life (t 1/2) period using Pig Liver Esterase (PLE) assay,,8892,3305,,1,Sus scrofa,Autocuration,22224,,9823.0,Liver,U,2107.0,,,BAO_0000221,A,,CHEMBL623574
,0,,Compound was evaluated for esterase half-life (t 1/2) period using Pig Liver Esterase (PLE) assay; ND is not determined,,8893,3305,,1,Sus scrofa,Autocuration,22224,,9823.0,Liver,U,2107.0,,,BAO_0000221,A,,CHEMBL623575
,0,,Half-life in the presence of pig liver esterase(PLE) was evaluated.,,8894,2842,,1,Sus scrofa,Autocuration,22224,,9823.0,Liver,U,2107.0,,,BAO_0000221,A,,CHEMBL623749
,0,,Half-life in the presence of pig liver esterase(PLE) was evaluated; Stable,,8895,2842,,1,Sus scrofa,Autocuration,22224,,9823.0,Liver,U,2107.0,,,BAO_0000221,A,,CHEMBL623750
,0,,Half-life in vitro in pig liver,,8896,889,,1,Sus scrofa,Autocuration,22224,,9823.0,Liver,U,2107.0,In vitro,,BAO_0000221,A,,CHEMBL623751
,0,,Half-life time was determined for esterase-catalyzed hydrolysis of the phenol ester bond in porcine liver esterase,,8897,1904,,1,Sus scrofa,Autocuration,22224,,9823.0,Liver,U,2107.0,,,BAO_0000221,A,,CHEMBL623752
,1,,Maximum concentration in rat plasma after administration of 50 mg/kg dose through subcutaneous route,,8898,4186,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623753
,1,,Maximum concentration in rat plasma at 30 mg/Kg upon oral administration.,,8899,2774,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623754
,1,,Maximum concentration in rat plasma was determined,,8900,1742,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623755
,1,,Maximum concentration in rats,,8901,3169,,1,Rattus norvegicus,Intermediate,50597,,10116.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL623756
,1,,Maximum concentration in rats at 1-2 hours,,8902,3169,,1,Rattus norvegicus,Intermediate,50597,,10116.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL623757
,1,,Maximum concentration in rats at 1 hr was determined when dosed at 20 mg/Kg perorally,,8903,2081,,1,Rattus norvegicus,Intermediate,50597,,10116.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL623758
,1,,Maximum concentration in whole brain at 30 min following 24 mg/kg subcutaneous dose in rats,,8904,3307,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Brain,N,955.0,In vivo,,BAO_0000218,A,,CHEMBL623759
,1,,Maximum concentration at the dose of 2 mg/kg in rat,,8905,4727,,1,Rattus norvegicus,Intermediate,50597,,10116.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL623760
,1,,Maximum concentration was evaluated in rats,,8906,6597,,1,Rattus norvegicus,Intermediate,50597,,10116.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL623761
,1,,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 10 mg/kg to a fasting rat,,8907,16365,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623762
,1,,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 1 mg/kg to a fasting rat,,8908,16365,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL877594
,1,,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 30 mg/kg,,8909,16365,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623763
,1,,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 3 mg/kg,,8910,16365,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623764
,1,,Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 3 mg/kg to a fasting rat,,8911,16365,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623765
,1,,Maximum concentration value was evaluated for high sustained blood levels in rat after 1 hr of administration,,8912,2591,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Blood,N,178.0,In vivo,,BAO_0000218,A,,CHEMBL623766
,1,,Maximum concentration value was evaluated for high sustained blood levels in rat after 2 hr of administration,,8913,2591,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Blood,N,178.0,In vivo,,BAO_0000218,A,,CHEMBL623767
,1,,Maximum concentration value was evaluated for high sustained blood levels in rat after 30 min of administration,,8914,2591,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Blood,N,178.0,In vivo,,BAO_0000218,A,,CHEMBL623768
,1,,Maximum plasma concentration (Cmax) of compound (19.2 mg/kg) after po administration was determined Sprague-Dawley rat,,8915,5978,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623769
,1,,Maximum plasma concentration (Cmax) of compound (19.76 mg/kg) after po administration was determined Sprague-Dawley rat,,8916,5978,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623770
,1,,Maximum plasma concentration (Cmax) of compound (20.73 mg/kg) after po administration was determined Sprague-Dawley rat,,8917,5978,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623771
,1,,Maximum plasma concentration (Cmax) of compound (25 mg/kg) after po administration was determined Sprague-Dawley rat,,8918,5978,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623772
,1,,Maximum plasma concentration (Cmax) of compound (9.83 mg/kg) after iv administration was determined Sprague-Dawley rat,,8919,5978,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623773
,1,,Maximum plasma concentration (Cmax) of compound (9.84 mg/kg) after iv administration was determined Sprague-Dawley rat,,8920,5978,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623774
,1,,Maximum plasma concentration (Cmax) of compound (9.92 mg/kg) after iv administration was determined Sprague-Dawley rat,,8921,5978,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623775
,1,,Cmax in rat (PO dose),,8922,14465,,1,Rattus norvegicus,Intermediate,50597,,10116.0,,N,,In vivo,,BAO_0000218,A,,CHEMBL623776
,1,,Maximum plasma concentration determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,,8923,4723,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL622191
,1,,Maximum plasma concentration determined after 3 mg/kg oral administration in potassium oxonate treated rats,,8924,4723,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL622192
,1,,Maximum plasma concentration determined in rat,,8925,4576,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL622193
,1,,Maximum plasma concentration for the compound in solution form (formulation) was determined in rats at peroral dose of 5 mg/kg,,8926,12873,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL622194
,1,,Maximum plasma concentration for the compound in suspension form (formulation) was determined in rats at peroral dose of 5 mg/kg,,8927,12873,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL622195
,1,,Maximum plasma concentration in rat,,8928,6824,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL622196
,1,,Maximum plasma concentration measured after intravenous bolus administration of 50 mg/kg of compound to rats,,8929,17065,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL622197
,1,,Maximum plasma concentration of compound present in rats at the dose of 37 mg/kg in 15 min,,8930,2932,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL622198
,1,,Maximum plasma concentration of compound present in rats at the dose of 38 mg/kg in 15 min,,8931,2932,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL622199
,1,,Maximum plasma concentration of compound was measured in rat,,8932,2879,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL622200
,1,,Maximum plasma concentration after 20 mg/kg oral administration in rat,,8933,2864,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL622201
,1,,Maximum plasma concentration after oral administration to rats,,8934,16367,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623990
,1,,Maximum plasma concentration at a concentration of 15 mg/kg perorally in rats along with 100 mg/kg of compound 11,,8935,17717,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623991
,1,,"Maximum plasma concentration at a concentration of 3 mg/kg in rats, intravenously",,8936,17717,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623992
,1,,Maximum plasma concentration at a concentration of 60 mg/kg perorally in rats along with 100 mg/kg of compound 11,,8937,17717,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623993
,1,,Maximum plasma concentration at a concentration of 60 mg/kg perorally in rats along with control,,8938,17717,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623994
,1,,Maximum plasma concentration at a dose of 100 mg/kg in Rat Plasma after iv administration,,8939,17720,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,F,,CHEMBL623995
,1,,Maximum plasma concentration at a dose of 4 mg/kg in Rat Plasma after iv administration,,8940,17720,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,F,,CHEMBL623996
,1,,Maximum plasma concentration at a dose of 50 mg/kg in Rat Plasma after iv administration,,8941,17720,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,F,,CHEMBL623997
,1,,Maximum plasma concentration dosed orally in rats,,8942,4516,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623998
,1,,Maximum plasma concentration dosed orally in rats after 6 hours,,8943,4516,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL623999
,1,,Maximum plasma concentration dosed orally in rats after 6 hours; ND is not detected,,8944,4516,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL624000
,1,,Maximum plasma concentration at a 1 mg/kg oral dose in female Sprague-Dawley rats,,8945,5199,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL624001
,1,,Maximum plasma concentration in rat after po administration,,8946,17538,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL624002
,1,,"Maximum plasma concentration in rats at 10 mg/kg, p.o. dose",,8947,6685,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL624003
,1,,"Maximum plasma concentration in rats at 20mg/kg, i.p. dose",,8948,6685,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Plasma,N,1969.0,In vivo,,BAO_0000218,A,,CHEMBL624004
,1,,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,8949,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624005
,1,,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,8950,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624006
,1,,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,8951,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624007
,1,,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,8952,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624008
,1,,Radioactivity distribution in heart of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,8953,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624009
,1,,Radioactivity distribution in heart of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,8954,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL874387
,1,,Radioactivity distribution in heart of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,8955,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624010
,1,,Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,,8956,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624011
,1,,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,8957,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624012
,1,,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,8958,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624013
,1,,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,8959,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624736
,1,,Radioactivity distribution in heart of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,8960,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624737
,1,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,8961,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624738
,1,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,,8962,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624739
,1,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,8963,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624740
,1,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,8964,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624896
,1,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,8965,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624897
,1,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,8966,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624108
,1,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,8967,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624109
,1,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,8968,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624110
,1,,Radioactivity distribution in heart of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,8969,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624111
,1,,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,8970,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624112
,1,,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,8971,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL624113
,1,,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,,8972,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL619709
,1,,Radioactivity distribution in heart of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,8973,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Heart,N,948.0,,,BAO_0000218,A,,CHEMBL619710
,1,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,8974,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Kidney,N,2113.0,,,BAO_0000218,A,,CHEMBL619711
,1,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,8975,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Kidney,N,2113.0,,,BAO_0000218,A,,CHEMBL619712
,1,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,8976,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Kidney,N,2113.0,,,BAO_0000218,A,,CHEMBL619713
,1,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,8977,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Kidney,N,2113.0,,,BAO_0000218,A,,CHEMBL619714
,1,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,8978,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Kidney,N,2113.0,,,BAO_0000218,A,,CHEMBL619715
,1,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,,8979,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Kidney,N,2113.0,,,BAO_0000218,A,,CHEMBL619716
,1,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,,8980,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Kidney,N,2113.0,,,BAO_0000218,A,,CHEMBL619717
,1,,Radioactivity distribution in kidney of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min.,,8981,16434,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Kidney,N,2113.0,,,BAO_0000218,A,,CHEMBL619718
,1,,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,,8982,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Kidney,N,2113.0,,,BAO_0000218,A,,CHEMBL619719
,1,,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,,8983,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Kidney,N,2113.0,,,BAO_0000218,A,,CHEMBL875329
,1,,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,,8984,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Kidney,N,2113.0,,,BAO_0000218,A,,CHEMBL619720
,1,,Radioactivity distribution in kidney of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,,8985,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Kidney,N,2113.0,,,BAO_0000218,A,,CHEMBL619721
,1,,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,,8986,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Kidney,N,2113.0,,,BAO_0000218,A,,CHEMBL619722
,1,,Radioactivity distribution in kidney of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,,8987,16435,,1,Rattus norvegicus,Intermediate,50597,,10116.0,Kidney,N,2113.0,,,BAO_0000218,A,,CHEMBL619723
