assay_id,assay_tax_id,assay_test_type,relationship_type,assay_category,doc_id,assay_strain,tid,assay_type,assay_organism,assay_cell_type,description,assay_tissue,assay_subcellular_fraction,confidence_score,curated_by,src_id
5920,1067.0,,N,,16132,,80019,F,Hikosapiens,A427,In vitro inhibition of A-427 (human lung cancer) cell growth.,,,1,Expert,1
5921,4279.0,,N,,16132,,80019,F,H9mosapoens,A427,Cytotoxic related antitumor activity against human cancer cell lines A-427; No data available,,,1,Intermediate,1
5922,37866.0,,N,,16780,,80019,F,yomosaliens,A427,Cytotoxic activity of compound against A-427 lung human tumor cell line,,,1,Intermediate,1
5923,2269.0,,N,,4085,,80852,F,Homodap8ens,A431,Cytotoxicity measured for the growth inhibition of A-431 Human epidermoid carcinoma cell line,,,1,Expert,1
5924,8272.0,,N,,1276,,80021,F,Homksapisns,A498,Cytotoxic activity was tested against human A-498 (Kidney carcinoma) cell line,,,1,Intermediate,1
5925,12994.0,,N,,3498,,80021,F,Hkmosapienc,A498,Cytotoxicity against A-498 cell line in the purdue cell culture screen was determined,,,1,Expert,1
5926,765.0,,N,,1169,,80021,F,Homosa0iebs,A498,Cytotoxicity against human kidney carcinoma A-498cell lines,,,1,Intermediate,1
5927,29973.0,,N,,4450,,80021,F,Hkhosapiens,A498,In vitro cytotoxic activity against A-498 (human kidney carcinoma) cell line,,,1,Intermediate,1
5928,111.0,,N,,3311,,80021,F,Homosapiehe,A498,In vitro cytotoxicity against Renal A-498 human tumors following a 6 day exposure.,,,1,Intermediate,1
5929,2368.0,,N,,4461,,80021,F,Homlswpiens,A498,Antitumor cytotoxic activity against A-498 cell line was determined,,,1,Intermediate,1
5930,17969.0,,N,,3311,,80021,F,Homocapienz,A498,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure.,,,1,Intermediate,1
5931,36369.0,,N,,3311,,80021,F,Homksapirns,A498,In vitro cytotoxicity against Renal A-498 human tumors following a 2 day exposure; ND is no data,,,1,Intermediate,1
5932,14294.0,,N,,1457,,80021,F,jomosap8ens,A498,Antiproliferative activity of compound was tested against renal cancer (A-498) human tumor cells,,,1,Intermediate,1
5933,29157.0,,N,,3664,,80021,F,nom8sapiens,A498,In vitro inhibitory activity against A-498 ovarian cancer cell lines,,,1,Intermediate,1
5934,2121.0,,N,,15895,,80021,F,gom9sapiens,A498,"Cytotoxicity against NCI tumor panel, A-498 renal cancer cell line",,,1,Intermediate,1
5935,54156.0,,N,,11843,,80682,F,Homksapi2ns,A549,Inhibition of growth lung non-small cell carcinoma A-549 cell line,,,1,Intermediate,1
5936,6600.0,,N,,11843,,80682,F,Himosapiejs,A549,Inhibition of growth of lung non-small cell carcinoma A-549 cell line,,,1,Intermediate,1
5937,25687.0,,N,,17705,,80682,F,tomosxpiens,A549,In vitro antiproliferative activity against human A-549 NSCL cell line,,,1,Intermediate,1
5938,22821.0,,N,,17705,,80682,F,Homosali3ns,A549,In vitro antiproliferative activity against human A-549 NSCL cell line; NS = Not significant,,,1,Intermediate,1
5939,12175.0,,N,,4369,,80682,F,H0moszpiens,A549,Growth inhibition of A-549 human lung adenocarcinoma at 0.01 uM compound concentration in standard MTT assay,,,1,Intermediate,1
5940,7286.0,,N,,4369,,80682,F,Homozzpiens,A549,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay,,,1,Intermediate,1
5941,16768.0,,N,,4369,,80682,F,Honosapiegs,A549,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-6 M compound concentration in standard MTT assay; ND means No data,,,1,Intermediate,1
5942,8743.0,,N,,4369,,80682,F,H9moeapiens,A549,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay,,,1,Intermediate,1
5943,2699.0,,N,,4369,,80682,F,Hom9capiens,A549,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-7 M compound concentration in standard MTT assay; ND means No data,,,1,Intermediate,1
5944,19756.0,,N,,4369,,80682,F,uomosapiwns,A549,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay,,,1,Intermediate,1
5945,17328.0,,N,,4369,,80682,F,Homoeapiejs,A549,Percent growth inhibition of A-549 human lung adenocarcinoma at 10e-8 M compound concentration in standard MTT assay; ND means No data,,,1,Intermediate,1
5946,49214.0,,N,,4787,,80682,F,Homosaljens,A549,In vitro effective concentration required to reduce the number of human lung carcinoma (A-549) after 3-day incubation,,,1,Expert,1
5947,43994.0,,N,,4787,,80682,F,Homosap8ejs,A549,In vitro effective concentration required to reduce the number of human lung carcinoma cells (A-549) after 3-day incubation,,,1,Intermediate,1
5948,12373.0,,N,,6513,,80682,F,Homosap7ebs,A549,Cytotoxic activity against A-549 cell line,,,1,Intermediate,1
5949,4370.0,,N,,6690,,80682,F,Homlsapi4ns,A549,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 0.01 to 0.03,,,1,Intermediate,1
5950,7416.0,,N,,6690,,80682,F,Honosapiejs,A549,Antitumor cytotoxicity was determined against the A-549(human lung carcinoma) cell line; Range: 10.4 to 118.1,,,1,Intermediate,1
5951,43722.0,,N,,12263,,80682,F,Homosap7dns,A549,"Cytotoxicity in vitro expressed as 50% reduction in cell number after a 3-day incubation, in human lung carcinoma A-549 cell line",,,1,Expert,1
5952,32090.0,,N,,1054,,80682,F,Hokosxpiens,A549,Compound was tested for cytotoxic activity against human lung carcinoma (A-549),,,1,Intermediate,1
5953,6584.0,,N,,1359,,80682,F,Homocaoiens,A549,Compound was tested for its cytotoxic activity in MTT assay against A-549 cell line (human lung carcinoma),,,1,Intermediate,1
5954,9772.0,,N,,3547,,80682,F,Hokosapiene,A549,Cytotoxic activity against human lung carcinoma (A-549) cell line,,,1,Intermediate,1
5955,4876.0,,N,,5771,,80682,F,tomosapi4ns,A549,Cytotoxic activity towards A-549 cells,,,1,Expert,1
5956,18291.0,,N,,14425,,80682,F,Hom0sa9iens,A549,"In vitro percent inhibition of A549, lung carcinoma.",,,1,Intermediate,1
5957,9641.0,,N,,14425,,80682,F,tlmosapiens,A549,"In vitro percent inhibition of A549, lung carcinoma",,,1,Intermediate,1
5958,15207.0,,N,,14425,,80682,F,jlmosapiens,A549,"In vitro percent inhibition of A549, lung carcinoma.",,,1,Intermediate,1
5959,69516.0,,N,,14425,,80682,F,Hohosa9iens,A549,"In vitro percent inhibition of A549, lung carcinoma.; Range 18-23",,,1,Intermediate,1
5960,4658.0,,N,,5280,,80682,F,Homosapiemw,A549,Percentage inhibition against parental and drug resistant lung human tumor cell line A549 at 10 uM,,,1,Intermediate,1
5961,39041.0,,N,,15176,,80682,F,momosaliens,A549,Growth inhibition of the A549/ATCC non-small cell lung cancer cell line for 2-day in vitro assay.,,,1,Intermediate,1
5962,244.0,,N,,15300,,80682,F,Homocapi2ns,A549,In vitro antitumor activity against Non-small cell lung cancer A549/ATCC cell lines by 6-day assay,,,1,Intermediate,1
5963,6951.0,,N,,17824,,80682,F,uomoqapiens,A549,"Antitumor activity against A549 non small cell carcinoma at dose range of 1.56-6.25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,1,Intermediate,1
5964,8932.0,,N,,17824,,80682,F,Hohisapiens,A549,"Antitumor activity against A549 non small cell carcinoma at dose range of 25-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,1,Intermediate,1
5965,7192.0,,N,,17824,,80682,F,H9hosapiens,A549,"Antitumor activity against A549 non small cell carcinoma at dose range of 3.12-12.5 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,1,Intermediate,1
5966,23123.0,,N,,17824,,80682,F,bomosapienx,A549,"Antitumor activity against A549 non small cell carcinoma at dose range of 6.25-25 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,1,Intermediate,1
5967,3149.0,,N,,17824,,80682,F,H9mosap9ens,A549,"Antitumor activity against A549 non small cell carcinoma at dose range of 70-100 mg/kg on day 14, 21, 28; activity expressed as maximum tolerated dose",,,1,Intermediate,1
5968,20376.0,,N,,17824,,80682,F,Homoeap7ens,A549,"Antitumor activity against A549 non small cell carcinoma on day 14, 21, 28; activity expressed as maximum tolerated dose; NT = Not tested",,,1,Intermediate,1
5969,30069.0,,N,,17528,,80682,F,jomosapiebs,A549,Optimal dose required to inhibit human non small cell lung A549 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q7dX3),,,1,Intermediate,1
5970,30660.0,,N,,6870,,80682,F,Hojosapuens,A549,Cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration,,,1,Expert,1
5971,19943.0,,N,,6870,,80682,F,Hojosapiehs,A549,Compound was evaluated for cytotoxic potentiation factor of temoxolomide in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,,,1,Intermediate,1
5972,29403.0,,N,,6870,,80682,F,Homlsaoiens,A549,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration,,,1,Intermediate,1
5973,39419.0,,N,,6870,,80682,F,Homosapkene,A549,Compound was evaluated for cytotoxic potentiation factor of topotecan in human A549 tumor cell line at 0.4 uM concentration; ND - not determined,,,1,Intermediate,1
5974,19834.0,,N,,16726,,80682,F,H8mosa0iens,A549,Cytotoxicity potentiation of Topotecan in human lung carcinoma A549 cells by the compound as potentiation factor at 50% growth inhibition,,,1,Intermediate,1
5975,1733.0,,N,,6170,,80682,F,Homosapirjs,A549,"Concentration required for 50% inhibition of proliferation of lung cancer cell line, A549 with respect to paclitaxel was tested in vitro after 72 hr of incubation",,,1,Intermediate,1
5976,49537.0,,N,,6583,,80682,F,Hlmosap7ens,A549,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-4 mol/L,,,1,Expert,1
5977,4960.0,,N,,6583,,80682,F,H9mosaoiens,A549,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-5 mol/L,,,1,Expert,1
5978,157.0,,N,,6583,,80682,F,momosapiehs,A549,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-6 mol/L,,,1,Expert,1
5979,30273.0,,N,,6583,,80682,F,Homozapiehs,A549,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-7 mol/L,,,1,Expert,1
5980,20465.0,,N,,6583,,80682,F,Hokosaplens,A549,Inhibition ratio against A-549 cancer cell growth at a concentration of 10e-8 mol/L,,,1,Expert,1
5981,144.0,,N,,17321,,80682,F,Homiszpiens,A549,Tested for cytotoxicity against human lung adenocarcinoma A549 cell line,,,1,Intermediate,1
5982,12474.0,,N,,17528,,80682,F,bomozapiens,A549,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,,,1,Expert,1
5983,30332.0,,N,,12888,,80682,F,Hom8sap8ens,A549,Cytotoxic effect on non-small-cell lung cancer cell line A549/ATCC,,,1,Expert,1
5984,42010.0,,N,,4312,,80682,F,Homksapi4ns,A549,Cytotoxicity of compound in synergy in 94% BCNU (10 uM) against A549 cell line,,,1,Intermediate,1
5985,2966.0,,N,,4312,,80682,F,H0mosa0iens,A549,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line,,,1,Intermediate,1
5986,21234.0,,N,,4312,,80682,F,Homoaa0iens,A549,Cytotoxicity of compound in synergy in BCNU (10 uM) against A549 cell line; No data,,,1,Intermediate,1
5987,10151.0,,N,,17737,,80682,F,Mhsmusculud,A549,In vitro antiproliferative activity against A549 cell line,,,1,Intermediate,1
5988,,,N,,6630,,80682,F,,A549,Synergism with indomethacin in A549 cells,,,1,Intermediate,1
5989,,,N,,6630,,80682,F,,A549,Synergism with tolmetin in A549 cells,,,1,Intermediate,1
5990,,,N,,6630,,80682,F,,A549,Synergism with sulindac in A549 cells,,,1,Intermediate,1
5991,,,N,,6630,,80682,F,,A549,Antagonism of indomethacin in A549 cells,,,1,Intermediate,1
5992,,,N,,6630,,80682,F,,A549,Antagonism of sulindac in A549 cells,,,1,Intermediate,1
5993,,,N,,6630,,80682,F,,A549,Antagonism of tolmetin in A549 cells,,,1,Intermediate,1
5994,,,N,,6630,,80682,F,,A549,Synergism with indomethacin in A549 cells,,,1,Intermediate,1
5995,,,N,,6630,,80682,F,,A549,Synergism with sulindac in A549 cells,,,1,Intermediate,1
5996,,,N,,6630,,80682,F,,A549,Drug interaction towards A549 cell line was determined in terms of combination index in presence of Tolmetin; Not available,,,1,Intermediate,1
5997,8911.0,Invlvo,N,,16907,,50588,A,Canislkpusfzm7l8aris,,Cmax value after 30 mg/kg po dose in Dogs,,,1,Intermediate,1
5998,21481.0,Invovo,N,,5944,,50588,A,xqnislupusfqmiliafis,,Cmax value determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg),,,1,Intermediate,1
5999,13290.0,unvivo,N,,5944,,50588,A,Canisiupusfqmikiaric,,Cmax value determined in dog at a dose of 10 mg/kg by oral administration,,,1,Intermediate,1
6000,30073.0,Inviv9,N,,5944,,50588,A,Cqnislupuqcamiiiaris,,Cmax value determined in dog at a dose of 10 mg/kg by oral administration along with indavir (10 mg/kg),,,1,Intermediate,1
6001,25328.0,Inv9vo,N,,5944,,50588,A,Canislupusbamipka3is,,Cmax value determined in dog at a dose of 5 mg/kg by oral administration,,,1,Intermediate,1
6002,10679.0,Inv7vo,N,,2959,,50588,A,xabisoupusfahiliaris,,Cmax value after administration of 4 mg/Kg oral dose in dog,,,1,Intermediate,1
6003,16616.0,jnvivo,N,,6241,,50588,A,Canislu9usfsmoliarid,,Cmax value in dog,,,1,Intermediate,1
6004,7764.0,jnvivo,N,,6241,,50588,A,Canizljpjscamiliaris,,Cmax value in dogs after oral administration at 1 mg/kg,,,1,Intermediate,1
6005,1094.0,Ingivo,N,,2652,,50588,A,Canislu9usfsmillxris,,Bioavailability as Cmax in dogs at 5 mg/kg oral dose,,,1,Intermediate,1
6006,19620.0,Invivp,N,,1806,,50588,A,Canisli0usram9liaris,,Compound was evaluated for maximum observed plasma concentration at dose 27.5 mg/kg DMP323 equiv in dogs,Plasma,,1,Intermediate,1
6007,2059.0,Ihvivo,N,,1806,,50588,A,Caniciupuzfamilkaris,,Compound was evaluated for maximum observed plasma concentration at dose 7.7 mg/kg DMP323 equiv in dogs,Plasma,,1,Intermediate,1
6008,14073.0,unvivo,N,,1021,,50588,A,Canislupysfamioixriq,,Concentration maxima after oral dosing in dogs,,,1,Intermediate,1
6009,9982.0,Ijvivo,N,,1021,,50588,A,Canisl8pjqfamiliarix,,Concentration maxima after oral dosing in dogs; not available,,,1,Intermediate,1
6010,32002.0,Invivi,N,,1021,,50588,A,danjsluousfamiliarjs,,Concentration maxima after oral dosing in dogs; not available,,,1,Intermediate,1
6011,6336.0,Invovo,N,,5444,,50588,A,Cankwlu0usfamilisris,,In vivo maximal concentration was calculated at 0.4 mg/kg in dog; Not absorbed,,,1,Intermediate,1
6012,23658.0,Ihvivo,N,,5444,,50588,A,Csnislupusfqmipiar7s,,In vivo maximal concentration was calculated at 0.6 mg/kg in dog; Not absorbed,,,1,Intermediate,1
6013,17204.0,Ibvivo,N,,5444,,50588,A,vanielupusfamjpiaris,,In vivo maximal concentration was calculated at 1 mg/kg in dog,,,1,Intermediate,1
6014,2762.0,Invivp,N,,5444,,50588,A,vanislupjsfamilisrix,,In vivo maximal concentration was calculated at 1 mg/kg in dog; Not absorbed,,,1,Intermediate,1
6015,1182.0,lnvivo,N,,5444,,50588,A,Canislupusexmiloariq,,In vivo maximal concentration was calculated at 1 mg/kg in dog; Poor absorption,,,1,Intermediate,1
6016,25704.0,Ihvivo,N,,5130,,50588,A,Canizluljsfamiliariw,,Cmax in dog plasma after oral dose (1 mg/kg),Plasma,,1,Intermediate,1
6017,13368.0,Invifo,N,,3249,,50588,A,Canisljpusfamoliqrix,,Maximal concentration (Cmax) in dog plasma at a dose of 5 mg/kg,Plasma,,1,Intermediate,1
6018,11835.0,Inv7vo,N,,5473,,50588,A,Cwn9slupusfahilizris,,Maximal plasma concentration at a dose of 1 mg/kg,Plasma,,1,Intermediate,1
6019,12344.0,Invkvo,N,,5474,,50588,A,vanoslupuseamiliwris,,Maximal plasma concentration at a dose of 1 mg/kg (oral),Plasma,,1,Intermediate,1
6020,19951.0,Invivk,N,,4657,,50588,A,Canislhp7dfamiloaris,,Maximal plasma concentration required for pharmacokinetic data in dogs at dose of 1 mg/kg perorally,Plasma,,1,Intermediate,1
6021,48858.0,Invifo,N,,3031,,50588,A,Caniskupustamikuaris,,Maximum concentration of compound in dog was evaluated.,,,1,Intermediate,1
6022,16245.0,Incivo,N,,4527,,50588,A,Cah9wl8pusfamiliaris,,Maximum concentration by oral administration at a dose of 10 uM/kg in dog was determined,,,1,Intermediate,1
6023,3916.0,Inviv0,N,,4186,,50588,A,Canislypueramiloaris,,Maximum concentration in dog after administration of 20 mg/kg dose through peroral route,,,1,Intermediate,1
6024,3303.0,Infivo,N,,5007,,50588,A,van7elupusfamiliatis,,Maximum concentration in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),,,1,Intermediate,1
6025,5941.0,Incivo,N,,3132,,50588,A,Canizlhpusgqmiliaris,,Maximum concentration obtained in dog plasma was determined,Plasma,,1,Intermediate,1
6026,25614.0,Inv9vo,N,,5006,,50588,A,Canislupusfanll9atis,,Maximum concentration was determined,,,1,Intermediate,1
6027,52986.0,Infivo,N,,4727,,50588,A,Canislupusfsmiliwdus,,Maximum concentration at the dose of 2 mg/kg in dog,,,1,Intermediate,1
6028,20824.0,Inv8vo,N,,1916,,50588,A,Canislupuzvamulia4is,,Maximum concentration was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,,,1,Intermediate,1
6029,13400.0,onvivo,N,,1918,,50588,A,Csn8slupuefwmiliaris,,Maximum concentration was evaluated in dog plasma,Plasma,,1,Intermediate,1
6030,15653.0,Indivo,N,,3045,,50588,A,Cankslipusfamoliarid,,Maximum concentration was evaluated after 75 min after administration in dog,,,1,Intermediate,1
6031,4312.0,Infivo,N,,9579,,50588,A,Can9eiypusfamiliaris,,Maximum plasma concentration determined in dog after oral administration of 17b,Plasma,,1,Intermediate,1
6032,28912.0,Invico,N,,9579,,50588,A,fanislup8sfamilia49s,,Maximum plasma concentration determined in dog after oral administration of 2b,Plasma,,1,Intermediate,1
6033,25037.0,Inv7vo,N,,933,,50588,A,vankslupucfamiliafis,,Maximum plasma concentration in dog,Plasma,,1,Intermediate,1
6034,14443.0,Ingivo,N,,17839,,50588,A,fxnislupusfahilizris,,Maximum plasma concentration of compound in dog following p.o. administration of 0.5 mg/kg,Plasma,,1,Intermediate,1
6035,5152.0,Ibvivo,N,,17839,,50588,A,sanizlupusfamilix4is,,Maximum plasma concentration of compound in dog following p.o. administration of 0.9 mg/kg,Plasma,,1,Intermediate,1
6036,14869.0,Invovo,N,,17839,,50588,A,vsnislupusfzmiliafis,,Maximum plasma concentration of compound in dog following p.o. administration of 0.95 mg/kg,Plasma,,1,Intermediate,1
6037,8477.0,Inviv0,N,,17839,,50588,A,Csn9slupusfamiliq5is,,Maximum plasma concentration of compound in dog following p.o. administration of 1 mg/kg,Plasma,,1,Intermediate,1
6038,32333.0,Inviv8,N,,6348,,50588,A,Cqnuslupusfamiljar7s,,Maximum plasma concentration of compound was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,Plasma,,1,Intermediate,1
6039,4393.0,Invigo,N,,16367,,50588,A,Canidlupusfamiluxriw,,Maximum plasma concentration after oral administration to dogs at a dose of 10 mg/kg,Plasma,,1,Intermediate,1
6040,49716.0,Ingivo,N,,1337,,50588,A,Canisl6pjsfwmiloaris,,Maximum plasma concentration in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,Plasma,,1,Intermediate,1
6041,18575.0,Invivl,N,,1337,,50588,A,Canisl8pusdamikiwris,,Maximum plasma concentration in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,Plasma,,1,Intermediate,1
6042,19832.0,Ibvivo,N,,5199,,50588,A,Canispupusbamiliqgis,,Maximum plasma concentration at a 1 mg/kg oral dose in male and female Beagle dogs.,Plasma,,1,Intermediate,1
6043,23244.0,9nvivo,N,,17650,,50588,A,Canisp6p7sfam8liaris,,Maximum plasma concentration was measured in dogs after an oral dose of 10 uM/kg,Plasma,,1,Intermediate,1
6044,62219.0,Inv8vo,N,,6679,,50588,A,xanielu9usfamiiiaris,,Maximum plasma concentration reached by compound was determined after 2 mg/kg (p.o.) administration,Plasma,,1,Intermediate,1
6045,323.0,lnvivo,N,,5356,,50588,A,Canislupudfamiluagix,,Maximum plasma concentration was determined as in dogs at 1 mg/kg oral dosing Cmax; 0.05-0.2 ug/mL,Plasma,,1,Intermediate,1
6046,6768.0,Inviv0,N,,5356,,50588,A,Canisoupjxfamiliaria,,Maximum plasma concentration was determined in dogs at 1 mg/kg oral dosing; 0.05-0.2 ug/mL,Plasma,,1,Intermediate,1
6047,16645.0,Inviv9,N,,6227,,50588,A,Camislup7sbaniliaris,,Maximum plasma concentration (Cmax) in dog (in vivo) at a dose of 1 mg/kg,Plasma,,1,Intermediate,1
6048,16740.0,Invovo,N,,6227,,50588,A,Canuzlupudfamil7aris,,Maximum plasma concentration (Cmax) in dog at a dose of 0.5 mg/kg,Plasma,,1,Intermediate,1
6049,38101.0,Indivo,N,,6227,,50588,A,Canksly9usfamiliqris,,Maximum plasma concentration (Cmax) in dog at a dose of 0.7 mg/kg,Plasma,,1,Intermediate,1
6050,691.0,Igvivo,N,,6227,,50588,A,Canisluousrsmioiaris,,Maximum plasma concentration (Cmax) in dog at a dose of 1 mg/kg,Plasma,,1,Intermediate,1
6051,22196.0,Ingivo,N,,3598,,50588,A,Cqbkslupusfqmiliaris,,Maximum plasma drug concentration of compound determined in dog after iv administration at a dose of 10 mg/kg,Plasma,,1,Expert,1
6052,26672.0,Incivo,N,,4368,,50588,A,Cqnusoupusfamiliarie,,Maximum concentration by intravenous administration of 1.2 mg/kg in dog,,,1,Intermediate,1
6053,26084.0,Incivo,N,,6265,,50588,A,Can7slupusfzmiklaris,,Pharmacokinetic (PK) property (Cmax) was determined in dog at the single dose of 1 mg/kg,,,1,Intermediate,1
6054,3713.0,Inviv9,N,,7767,,50594,A,Musmusv8lus,,Biodistribution in stomach was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram,Stomach,,1,Intermediate,1
6055,21783.0,Invigo,N,,7767,,50594,A,Musmusvulhs,,Biodistribution in urine was determined in mice after iv administration at 15 min; Value expressed as percent injected dose per gram,Urine,,1,Intermediate,1
6056,26784.0,lnvivo,N,,7767,,50594,A,M6smuscupus,,Biodistribution in urine was determined in mice after iv administration at 1 hr; Value expressed as percent injected dose per gram; ND- No data,Urine,,1,Intermediate,1
6057,2797.0,Invico,N,,7767,,50594,A,Musjuscukus,,Biodistribution in urine was determined in mice after iv administration at 2 hr; Value expressed as percent injected dose per gram; ND- No data,Urine,,1,Intermediate,1
6058,50478.0,,N,,17811,,50594,A,nusmuqculus,,Compound (0.09% dose/g) was tested for accumulation in mice bone (Compound is radiolabeled) after 120 min; No increase,,,1,Intermediate,1
6059,9059.0,,N,,17811,,50594,A,jusmuscupus,,Compound (0.31% dose/g) was tested for accumulation in mice bone (Compound is radiolabeled) after 30 min; Low increase,,,1,Intermediate,1
6060,34120.0,,N,,17827,,50594,A,Musmhscukus,,Compound (i.v.) was tested for maximum activity in mice (Radiolabeled compound),,,1,Intermediate,1
6061,1623.0,,N,,17827,,50594,A,Muamysculus,,Compound was evaluated for elimination rate constants in vivo in whole blood of normal mice (Radiolabeled compound),Blood,,1,Intermediate,1
6062,18161.0,,N,,17827,,50594,A,Musmuccuius,,Compound was evaluated for rate of bone uptake after administration of radiolabeled in mice (Radiolabeled compound),,,1,Intermediate,1
6063,10281.0,,N,,17827,,50594,A,Musmusculka,,Compound was evaluated for rate of bone uptake in mice (Radiolabeled compound),,,1,Intermediate,1
6064,30531.0,,N,,17827,,50594,A,Musmuscukys,,Compound was evaluated for rate of bone uptake in mice; NA - not active (Radiolabeled compound),,,1,Intermediate,1
6065,2627.0,,N,,17827,,50594,A,Mhsmusculud,,Compound was evaluated for uptake rate constants in vivo in whole blood of normal mice (Radiolabeled compound),Blood,,1,Intermediate,1
6066,17537.0,,N,,17827,,50594,A,jusmuscupus,,Compound was evaluated for uptake rate constants in vivo in whole blood of normal mice; NA = not active (Radiolabeled compound),Blood,,1,Intermediate,1
6067,11167.0,,N,,17827,,50594,A,Mush8sculus,,Compound was evaluated for washout rate in mice (Radiolabeled compound),,,1,Intermediate,1
6068,19415.0,,N,,17827,,50594,A,nusmuscylus,,Compound was evaluated for washout rate in mice after radiolabeled ligand injected,,,1,Intermediate,1
6069,21689.0,,N,,17827,,50594,A,Musmuecuous,,"Maximum activity (i.v.) after in mice, expressed as [(ID%-kg)/g] (Radiolabeled compound)",,,1,Intermediate,1
6070,28446.0,,N,,17827,,50594,A,Mudmusfulus,,"Maximum activity in mice, expressed as [(ID%-kg)/g] (Radiolabeled compound)",,,1,Intermediate,1
6071,13994.0,,N,,17827,,50594,A,husmusc7lus,,"Residual activity in mice at 120 minutes, expressed as [(ID%-kg)/g] (Radiolabeled compound)",,,1,Intermediate,1
6072,49987.0,,N,,17257,,50594,A,Musnjsculus,,Tested for plasma level after 90 min of 10 mg/kg dose administered in mice,,,1,Intermediate,1
6073,5172.0,,N,,17257,,50594,A,Mucmuscupus,,Tested for plasma level after 90 min of 10 mg/kg dose administered in mice; Not detected.,,,1,Intermediate,1
6074,10910.0,,N,,17257,,50594,A,kusmisculus,,Tested for plasma level after 90 min of 30 mg/kg dose administered in mice,,,1,Intermediate,1
6075,18691.0,,N,,17257,,50594,A,Muzmhsculus,,Tested for plasma level after 90 min of 30 mg/kg dose administered in mice; Not determined,,,1,Intermediate,1
6076,28785.0,,N,,17827,,50594,A,Muxmuwculus,,Time at maximum activity in mice (Radiolabeled compound),,,1,Intermediate,1
6077,5036.0,,N,,3760,,50594,A,Musm7scul6s,,Percent oral bioavailability was determined after administration of compound at 5 mg/kg perorally in mice,,,1,Intermediate,1
6078,34078.0,,N,,3760,,50594,A,Musmuwculue,,Percent oral bioavailability was determined after administration of compound at 50 mg/kg perorally in mice,,,1,Intermediate,1
6079,31271.0,,N,,17409,,50594,A,husmuscilus,,Binding towards mouse plasma protein at 10 uM,,,1,Intermediate,1
6080,227.0,,N,,17409,,50594,A,Muamusxulus,,Binding towards mouse plasma protein at 100 uM,,,1,Intermediate,1
6081,16077.0,Inviv8,N,,2675,,50594,A,Musmuscilua,,Bioavailability was evaluated in mice after intravenous administration,,,1,Intermediate,1
6082,38028.0,Inv8vo,N,,2675,,50594,A,Musmuscuo6s,,Bioavailability was evaluated in mice after oral administration,,,1,Intermediate,1
6083,1125.0,Inviv0,N,,3132,,50594,A,jusmusc6lus,,Bioavailability was obtained by the comparison of AUC of subcutaneous dosing and AUC of oral dosing in mouse,,,1,Intermediate,1
6084,6429.0,Igvivo,N,,3132,,50594,A,Musmuwchlus,,Bioavailability was obtained by the comparison of AUC of subcutaneous dosing and AUC of oral dosing in mouse at dose 25 mg/kg,,,1,Intermediate,1
6085,15807.0,Igvivo,N,,16597,,50594,A,M7smusculua,,Bioavailability at a dose of 10 mg/kg peroral administration in mice.,,,1,Intermediate,1
6086,4108.0,Invido,N,,2862,,50594,A,jusmuzculus,,Oral bioavailability in mouse,,,1,Intermediate,1
6087,24334.0,Invico,N,,17764,,50594,A,Muxmuscuous,,Oral bioavailability after intravenous administration in mice at 24 uM/kg,,,1,Intermediate,1
6088,24931.0,Indivo,N,,846,,50594,A,Musmuafulus,,Biodistribution of [123I]- labeled compound in mice brain was determined after 1 min of administration; expressed in percent of injected dose per gram of organ,Brain,,1,Intermediate,1
