Fiscal year,IRTC percent,Untied amount(Project-level budget),Disability issues (marker),Gender equality (marker),Fund centre name,Organisation type,Project Browser country ID,CountryRegion name,Urban issues (marker),Fund centre ID,FSTC percent,Enviromental sustainability (marker),Section ID,Division name,Amount spent,Sector ID,Climate change mitigation (marker),Organisation class,Bilateral aid (international marker),Continent ID,Organisation ID,CountryRegion percent,Youth issues (marker),Sector name,Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section name,Regional program (marker),CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Climate change adaptation (marker)
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,ZM,Africa,0,5280,1.0,0,S5434,MED Economic Development,282.0,32210,0,Multilateral,1,2,1001306,0.0094,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,ZW,Africa,0,5280,1.0,0,S5434,MED Economic Development,784.0,15113,0,Multilateral,1,2,1001306,0.0112,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,ZW,Africa,0,5280,1.0,0,S5434,MED Economic Development,336.0,32210,0,Multilateral,1,2,1001306,0.0112,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,YE,Asia,0,5280,1.0,0,S5434,MED Economic Development,406.0,15113,0,Multilateral,1,3,1001306,0.0058,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,YE,Asia,0,5280,1.0,0,S5434,MED Economic Development,174.0,32210,0,Multilateral,1,3,1001306,0.0058,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,AF,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,AF,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,AM,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,AM,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,AZ,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,AZ,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,BD,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,BD,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,BT,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,BT,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,CN,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,CN,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,GE,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,GE,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,ID,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,ID,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,IN,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,IN,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,IQ,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,IQ,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,JO,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,JO,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,KG,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,KG,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,KH,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,KH,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,KP,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,KP,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,KZ,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,KZ,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,LA,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,LA,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,LB,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,LB,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,LK,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,LK,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,MN,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,MN,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,MV,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,MV,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,MY,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,MY,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,NP,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,NP,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,PH,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,PH,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,PK,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,PK,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,PS,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,PS,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,SY,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,SY,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,TH,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,TH,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,TJ,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,TJ,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,TL,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,TL,Asia,0,5280,1.0,0,S5434,MED Economic Development,222.0,32210,0,Multilateral,1,3,1001306,0.0074,0,Mineral/mining policy and administrative management,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,1150000.0,0,0,ECONOMIC GROWTH - INIT,Foreign Non-Profit Making,TM,Asia,0,5280,1.0,0,S5434,MED Economic Development,518.0,15113,0,Multilateral,1,3,1001306,0.0074,0,Anti-corruption organisations and institutions,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MEF ECONOMIC GROWTH AND IFIs,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
