Fiscal year,Continent ID,Division ID,Disability issues (marker),Youth issues (marker),Branch ID,Gender equality (marker),Project Browser country ID,Organisation class,Continent name,CountryRegion percent,Division name,Status,Participatory development and good governance,CFLI (marker),Organisation type,CountryRegion name,Amount spent,Bilateral aid (international marker),Project number,ICT as a tool for development (marker),Biodiversity (marker),Indigenous issues (marker),Section ID,Regional program (marker),Maximum CIDA contribution (project-level),Branch name,Section name,Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker)
2009/2010,1,D6220,0,0,B6100,0,AI,Civil Society,America,0.1667,KED Engaging Canadians,Closed,1,0,Canadian Non-Profit Making,Anguilla,192.8167223,1,A034748001,0,0,0,S6222,0,11566.69,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,11566.69,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D6220,0,0,B6100,0,AI,Civil Society,America,0.1667,KED Engaging Canadians,Closed,1,0,Canadian Non-Profit Making,Anguilla,385.6334446,1,A034748001,0,0,0,S6222,0,11566.69,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,11566.69,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D6220,0,0,B6100,0,AI,Civil Society,America,0.1667,KED Engaging Canadians,Closed,1,0,Canadian Non-Profit Making,Anguilla,578.4501669,1,A034748001,0,0,0,S6222,0,11566.69,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,11566.69,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D6220,0,0,B6100,0,AI,Civil Society,America,0.1667,KED Engaging Canadians,Closed,1,0,Canadian Non-Profit Making,Anguilla,192.8167223,1,A034748001,0,0,0,S6222,0,11566.69,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,11566.69,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D6220,0,0,B6100,0,AI,Civil Society,America,0.1667,KED Engaging Canadians,Closed,1,0,Canadian Non-Profit Making,Anguilla,385.6334446,1,A034748001,0,0,0,S6222,0,11566.69,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,11566.69,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,2,D6220,0,0,B6100,0,AO,Civil Society,Africa,0.3333,KED Engaging Canadians,Closed,1,0,Canadian Non-Profit Making,Angola,385.51777769999995,1,A034748001,0,0,0,S6222,0,11566.69,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,11566.69,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,2,D6220,0,0,B6100,0,AO,Civil Society,Africa,0.3333,KED Engaging Canadians,Closed,1,0,Canadian Non-Profit Making,Angola,385.51777769999995,1,A034748001,0,0,0,S6222,0,11566.69,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,11566.69,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,2,D6220,0,0,B6100,0,AO,Civil Society,Africa,0.3333,KED Engaging Canadians,Closed,1,0,Canadian Non-Profit Making,Angola,771.0355553999999,1,A034748001,0,0,0,S6222,0,11566.69,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,11566.69,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,2,D6220,0,0,B6100,0,AO,Civil Society,Africa,0.3333,KED Engaging Canadians,Closed,1,0,Canadian Non-Profit Making,Angola,1156.553333,1,A034748001,0,0,0,S6222,0,11566.69,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,11566.69,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,2,D6220,0,0,B6100,0,AO,Civil Society,Africa,0.3333,KED Engaging Canadians,Closed,1,0,Canadian Non-Profit Making,Angola,385.51777769999995,1,A034748001,0,0,0,S6222,0,11566.69,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,11566.69,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,2,D6220,0,0,B6100,0,AO,Civil Society,Africa,0.3333,KED Engaging Canadians,Closed,1,0,Canadian Non-Profit Making,Angola,771.0355553999999,1,A034748001,0,0,0,S6222,0,11566.69,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,11566.69,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,2,D6220,0,0,B6100,1,BI,Civil Society,Africa,0.2,KED Engaging Canadians,Closed,2,0,Foreign Non-Profit Making,Burundi,10000.0,1,A034749001,0,0,0,S6222,0,50000.0,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,50000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D6220,0,0,B6100,1,KE,Civil Society,Africa,0.2,KED Engaging Canadians,Closed,2,0,Foreign Non-Profit Making,Kenya,10000.0,1,A034749001,0,0,0,S6222,0,50000.0,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,50000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D6220,0,0,B6100,1,RW,Civil Society,Africa,0.2,KED Engaging Canadians,Closed,2,0,Foreign Non-Profit Making,Rwanda,10000.0,1,A034749001,0,0,0,S6222,0,50000.0,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,50000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D6220,0,0,B6100,1,TZ,Civil Society,Africa,0.2,KED Engaging Canadians,Closed,2,0,Foreign Non-Profit Making,"Tanzania,Un Rep",10000.0,1,A034749001,0,0,0,S6222,0,50000.0,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,50000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D6220,0,0,B6100,1,UG,Civil Society,Africa,0.2,KED Engaging Canadians,Closed,2,0,Foreign Non-Profit Making,Uganda,10000.0,1,A034749001,0,0,0,S6222,0,50000.0,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,50000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,0,VN,Civil Society,Asia,1.0,OAD Asia Programming,Operational,1,0,Canadian Profit Making,Viet Nam,4390.74,1,A034757PRE,0,0,0,S4107,0,500000.0,OGM Asia Pacific,OAV Vietnam,4112,Vietnam,500000.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,0,VN,Individual,Asia,1.0,OAD Asia Programming,Operational,1,0,Canadian Profit Making,Viet Nam,8478.55,1,A034757PRE,0,0,0,S4107,0,500000.0,OGM Asia Pacific,OAV Vietnam,4112,Vietnam,500000.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,2,BZ,Multilateral,America,0.0588,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Central America,5880.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,BZ,Multilateral,America,0.0588,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Central America,23520.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,BZ,Multilateral,America,0.0588,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Central America,29400.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,LC,Multilateral,America,0.0588,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,5880.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,LC,Multilateral,America,0.0588,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,23520.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,LC,Multilateral,America,0.0588,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,29400.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,MS,Multilateral,America,0.0655,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,6550.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,MS,Multilateral,America,0.0655,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,26200.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,MS,Multilateral,America,0.0655,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,32750.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,VC,Multilateral,America,0.068,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,6800.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,VC,Multilateral,America,0.068,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,27200.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,VC,Multilateral,America,0.068,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,34000.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,HT,Multilateral,America,0.0688,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,6880.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,HT,Multilateral,America,0.0688,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,27520.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,HT,Multilateral,America,0.0688,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,34400.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,JM,Multilateral,America,0.0688,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,6880.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,JM,Multilateral,America,0.0688,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,27520.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,JM,Multilateral,America,0.0688,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,34400.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,KN,Multilateral,America,0.0688,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,6880.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,KN,Multilateral,America,0.0688,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,27520.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,KN,Multilateral,America,0.0688,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,34400.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,AG,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,7880.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,AG,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,31520.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,AG,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,39400.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,CU,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,7880.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,CU,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,31520.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,CU,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,39400.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,DM,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,7880.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,DM,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,31520.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,DM,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,39400.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,GD,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,7880.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,GD,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,31520.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,GD,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,39400.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,AI,Multilateral,America,0.0797,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,7970.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,AI,Multilateral,America,0.0797,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,31880.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,AI,Multilateral,America,0.0797,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,Caribbean,39850.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,SR,Multilateral,America,0.0688,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,South America,6880.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,SR,Multilateral,America,0.0688,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,South America,27520.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,SR,Multilateral,America,0.0688,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,South America,34400.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,GY,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,South America,7880.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,GY,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,South America,31520.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,GY,Multilateral,America,0.0788,NDD Americas Programming,Operational,0,0,Foreign Non-Profit Making,South America,39400.0,1,A034766001,1,0,0,S4429,1,20000000.0,NGM Americas,Caricom - Adm,4434,Caribbean Region,20000000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,2,D4270,0,0,B4200,1,ET,Multilateral,Africa,1.0,WED Southern & Eastern Africa,Terminating,2,0,Foreign Non-Profit Making,Ethiopia,120000.0,1,A034773001,0,0,0,S4227,0,1068877.26,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1068877.26,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,2,D4270,0,0,B4200,1,ET,Multilateral,Africa,1.0,WED Southern & Eastern Africa,Terminating,2,0,Foreign Non-Profit Making,Ethiopia,120000.0,1,A034773001,0,0,0,S4227,0,1068877.26,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1068877.26,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,2,D4270,0,0,B4200,1,ET,Multilateral,Africa,1.0,WED Southern & Eastern Africa,Terminating,2,0,Foreign Non-Profit Making,Ethiopia,80000.0,1,A034773001,0,0,0,S4227,0,1068877.26,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1068877.26,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,2,D4270,0,0,B4200,1,ET,Multilateral,Africa,1.0,WED Southern & Eastern Africa,Terminating,2,0,Foreign Non-Profit Making,Ethiopia,80000.0,1,A034773001,0,0,0,S4227,0,1068877.26,WGM Sub-Saharan Africa,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,1068877.26,0.0,0.0,Core Funding,Uncoded: Pre-APP,Pooled funding,0,0
2009/2010,2,D4270,0,0,B4200,0,MW,Multilateral,Africa,1.0,WED Southern & Eastern Africa,Closed,0,0,Foreign Non-Profit Making,Malawi,600000.0,1,A034776001,0,0,0,S4271,0,6900000.0,WGM Sub-Saharan Africa,Mozambique Program,4280,Malawi,6900000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4270,0,0,B4200,0,MW,Multilateral,Africa,1.0,WED Southern & Eastern Africa,Closed,0,0,Foreign Non-Profit Making,Malawi,1500000.0,1,A034776001,0,0,0,S4271,0,6900000.0,WGM Sub-Saharan Africa,Mozambique Program,4280,Malawi,6900000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D4270,0,0,B4200,0,MW,Multilateral,Africa,1.0,WED Southern & Eastern Africa,Closed,0,0,Foreign Non-Profit Making,Malawi,900000.0,1,A034776001,0,0,0,S4271,0,6900000.0,WGM Sub-Saharan Africa,Mozambique Program,4280,Malawi,6900000.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,1,B4100,0,AF,Civil Society,Asia,1.0,OAD Asia Programming,Closed,0,0,Canadian Non-Profit Making,Afghanistan,185811.0,1,A034783001,0,0,0,S4141,0,503005.0,OGM Asia Pacific,"OAA Afghanistan, Pakistan and Sri Lanka",4125,Afghanistan,503005.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,2,D6220,2,2,B6100,1,X1,Civil Society,Africa,0.25,KED Engaging Canadians,Closed,2,0,Canadian Non-Profit Making,Africa MC,4848.515625,1,A034784001,0,0,0,S6222,0,77576.25,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,77576.25,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2,D6220,2,2,B6100,1,X1,Civil Society,Africa,0.25,KED Engaging Canadians,Closed,2,0,Canadian Non-Profit Making,Africa MC,14545.546880000002,1,A034784001,0,0,0,S6222,0,77576.25,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,77576.25,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D6220,2,2,B6100,1,X2,Civil Society,America,0.25,KED Engaging Canadians,Closed,2,0,Canadian Non-Profit Making,Americas MC,4848.515625,1,A034784001,0,0,0,S6222,0,77576.25,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,77576.25,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D6220,2,2,B6100,1,X2,Civil Society,America,0.25,KED Engaging Canadians,Closed,2,0,Canadian Non-Profit Making,Americas MC,14545.546880000002,1,A034784001,0,0,0,S6222,0,77576.25,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,77576.25,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D6220,2,2,B6100,1,X3,Civil Society,Asia,0.25,KED Engaging Canadians,Closed,2,0,Canadian Non-Profit Making,Asia MC,4848.515625,1,A034784001,0,0,0,S6222,0,77576.25,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,77576.25,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D6220,2,2,B6100,1,X3,Civil Society,Asia,0.25,KED Engaging Canadians,Closed,2,0,Canadian Non-Profit Making,Asia MC,14545.546880000002,1,A034784001,0,0,0,S6222,0,77576.25,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,77576.25,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,5,D6220,2,2,B6100,1,X4,Civil Society,Europe,0.25,KED Engaging Canadians,Closed,2,0,Canadian Non-Profit Making,Europe MC,4848.515625,1,A034784001,0,0,0,S6222,0,77576.25,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,77576.25,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,5,D6220,2,2,B6100,1,X4,Civil Society,Europe,0.25,KED Engaging Canadians,Closed,2,0,Canadian Non-Profit Making,Europe MC,14545.546880000002,1,A034784001,0,0,0,S6222,0,77576.25,KFM Partnership for Develop. Innovation,Education and Knowledge,6118,Thematic Conferences,77576.25,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
