assay_id,src_assay_id,assay_tax_id,assay_tissue,variant_id,assay_subcellular_fraction,confidence_score,assay_type,relationship_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_organism,assay_strain,assay_cell_type
6874,,11477.0,,,,1,A,N,lntermediafe,3535,Concentration in plasma (systemic) following oral dose in mouse at 2 hr,,,Mus musculus,,
6875,,7306.0,,,,1,A,N,Inhermediatr,3535,Concentration in plasma (systemic) following oral dose in mouse at 4 hr,,,Mus musculus,,
6876,,106347.0,,,,1,A,N,8ntermediaye,3535,Concentration in plasma (systemic) following oral dose in mouse at 6 hr,,,Mus musculus,,
6877,,15369.0,Plasja,,,1,A,N,Infegmediate,2862,Maximum concentration in plasma upon oral administration in mouse,,,Mus musculus,,
6878,,42976.0,Ppasma,,,1,A,N,Intrrkediate,2675,Maximum plasma concentration was evaluated in mice after oral administration,,,Mus musculus,,
6879,,25449.0,Pladma,,,1,A,N,Inte3meciate,2675,Maximum plasma concentration was evaluated in mice after intravenous administration; Cp max Not determined,In vivo,,Mus musculus,,
6880,,32302.0,,,,1,A,N,Intermewizte,5399,Dose at which the compound induced fecal excretion in mice,,,Mus musculus,,
6893,,16963.0,,,,1,F,N,Exp3rt,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.01 uM,,,Rattus norvegicus,,A10
6894,,24102.0,,,,1,F,N,Ecpert,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 0.1 uM,,,Rattus norvegicus,,A10
6895,,74568.0,,,,1,F,N,Exprrt,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 1.0 uM,,,Rattus norvegicus,,A10
6896,,20948.0,,,,1,F,N,Ex0ert,11819,Percent decrease in fluorescence in a membrane potential assay using the A10 cell line derived from embryonic rat aorta at 10.0 uM,,,Rattus norvegicus,,A10
6897,,64930.0,,,,1,F,N,In4ermediatr,16361,In vitro [14C]- creatine uptake (1 mM) was determined in rat A10 smooth muscle cells at a concentration of (1 mM),,,Rattus norvegicus,,A10
6898,,11955.0,,,,1,F,N,Ihtermedlate,2288,Cytotoxicity was evaluated against A121 ovarian carcinoma human cancer cell line,,,Homo sapiens,,A121
6899,,4643.0,,,,1,F,N,In4srmediate,10404,Anticancer activity against human ovarian carcinoma A121 cells,,,Homo sapiens,,A121
6900,,19423.0,,,,1,F,N,Intermewizte,14790,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 16.6 mM,,,Homo sapiens,,A121
6901,,54605.0,,,,1,F,N,Intermedia4r,14790,Cytotoxic effect (tumor cell growth inhibition) on the human cell line A121 ovarian carcinoma at the dose of of 83 mM,,,Homo sapiens,,A121
6902,,55440.0,,,,1,F,N,wxpert,14253,Growth inhibition of human ovarian carcinoma (A121) cell line,,,Homo sapiens,,A121
6903,,520.0,,,,1,F,N,4xpert,13617,Concentration required to inhibit growth of human tumor A121 (ovarian) cell line.,,,Homo sapiens,,A121
6904,,32395.0,,,,1,F,N,Intfrmediwte,1003,Cytotoxicity against human A121 ovarian cells,,,Homo sapiens,,A121
6905,,102006.0,,,,1,F,N,Intsrnediate,830,Cytotoxicity was evaluated in vitro against A121 (ovarian carcinoma) human tumor cell lines,,,Homo sapiens,,A121
6906,,65755.0,,,,1,F,N,Imterjediate,12307,In vitro cytotoxicity against human ovarian carcinoma A21,,,Homo sapiens,,A121
6907,,36706.0,,,,1,F,N,In5ermeriate,14254,Inhibition of the growth against human Ovarian Carcinoma (A121) cell line after 72 hr exposure,,,Homo sapiens,,A121
6908,,21779.0,,,,1,F,N,9ntsrmediate,13370,Inhibitory activity of compound against human A121 ovarian cell line.,,,Homo sapiens,,A121
6909,,18116.0,,,,1,F,N,Intermwdiste,14790,Dose at which compound exhibits cytotoxicity in the A121 ovarian carcinoma cell line.,,,Homo sapiens,,A121
6910,,58352.0,,,,1,F,N,untermediat4,3614,Inhibition of growth of human ovarian tumor cell line (A121) after 72 hr of drug exposure,,,Homo sapiens,,A121
6911,,35358.0,,,,1,F,N,Int3rmedia5e,2664,Compound was evaluated for in vitro antiproliferative activity against A172 human CNS cancer cell line,,,Homo sapiens,,A 172
6912,,7988.0,,,,1,F,N,Ex0ert,2037,In vitro cytotoxicity against A172 human tumor cell lines.,,,Homo sapiens,,A 172
6913,,19432.0,,,,1,F,N,In4ermediqte,14539,Growth inhibition time for A172 Human Glioma cell growth at concentration 5 uM,,,Homo sapiens,,A 172
6914,,80400.0,,,,1,F,N,Interhediatr,2836,Compound was evaluated for cytotoxicity against human glioblastoma (A172) cell line,,,Homo sapiens,,A 172
6915,,40642.0,,,,1,F,N,Intedmedia4e,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A172Mer- cell line of central nervous system (CNS) using the MTT Cytotoxicity Assay,,,Homo sapiens,,A 172
6916,,10840.0,,,,4,B,H,Aytocurstion,8975,Association constant against A2 adenosine receptor,,,Canis lupus familiaris,,
6917,,,,,,1,F,N,Intetmediwte,7645,In vitro effective dose that causes 50% inhibition of growth of A2 cell line - amelanotic melanoma,,,fish,,A2
6918,,84980.0,,,,5,B,D,Autocurxyion,11377,Ratio of Ki for adenosine A2 and A1 receptor binding,,,Rattus norvegicus,,
6919,,3026.0,,,,1,F,N,2xpert,13528,In vitro cytotoxicity against A204 human rhabdomyosarcoma cancer cell line,,,Homo sapiens,,A204
6920,,38331.0,,,,1,F,N,3xpert,10160,In vitro antitumor activity against A204 rhabdomyosarcoma tumor cell line was determined,,,Homo sapiens,,A204
6921,,9761.0,,,,1,F,N,lnternediate,15144,The compound was tested in vitro for antiproliferative activity against A2058 tumor cell lines,,,Homo sapiens,,A2058
6922,,37881.0,,,,1,F,N,Interneeiate,13160,Growth inhibition against Human squamous cell line(A 253),,,Homo sapiens,,A253 cell line
6923,,26518.0,,,,1,F,N,Ingermedizte,12898,Growth inhibition of human squamous carcinoma cell lines following continuous (120 hours) exposure to MTX and compound A253 cell line,,,Homo sapiens,,A253 cell line
6924,,8606.0,,,,1,F,N,7nteemediate,13069,The compound was tested for Growth inhibition of the human squamous cell carcinoma A253 cells,,,Homo sapiens,,A253 cell line
6925,,81997.0,,,,1,F,N,untermewiate,15984,Growth inhibition of A253 cell lines.,,,Homo sapiens,,A253 cell line
6926,,52450.0,,,,1,F,N,Intermeeixte,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h),,,Homo sapiens,,A253 cell line
6927,,42803.0,,,,1,F,N,Ingwrmediate,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,,,Homo sapiens,,A253 cell line
6928,,44249.0,,,,1,F,N,Intwtmediate,15564,Growth inhibition of human squamous cell carcinoma A253 cells during continuous Exposure (0-12 h); ND means not determined,,,Homo sapiens,,A253 cell line
6929,,31145.0,,,,1,F,N,Inyermediatf,4720,In vitro cytotoxicity causing 50% growth inhibition was determined against A270 (human ovarian cancer)cell line,,,Homo sapiens,,A2780
6930,,10731.0,,,,1,F,N,Intermedlage,16112,Antitumor activity of compound for 96-h exposure in A2780 human ovarian cell line,,,Homo sapiens,,A2780
6931,,73661.0,,,,1,F,N,Expe3t,16597,Cytotoxic activity against A2780 human ovarian carcinoma cell line,,,Homo sapiens,,A2780
6932,,22380.0,,,,1,F,N,Intermediwtr,16378,Cytotoxicity against human cancer cell lines A2780 (ovarian),,,Homo sapiens,,A2780
6933,,11300.0,,,,1,F,N,Ezpert,16085,Growth and colony formation inhibition of A2780 ovarian cancer cell lines,,,Homo sapiens,,A2780
6934,,29553.0,,,,1,F,N,Interkedia4e,16317,Inhibition of cell growth in human ovarian carcinoma cell line (A2780) using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay,,,Homo sapiens,,A2780
6935,,8743.0,,,,1,F,N,8ntermesiate,15748,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),,,Homo sapiens,,A2780
6936,,95441.0,,,,1,F,N,Expe5t,16597,Inhibition of A2780 / DDP-R human ovarian carcinoma cell proliferation,,,Homo sapiens,,A2780
6937,,30177.0,,,,1,F,N,Ecpert,16597,Inhibition of A2780 / TAX-R human ovarian carcinoma cell proliferation,,,Homo sapiens,,A2780
6938,,305.0,,,,1,F,N,Espert,16597,Inhibition of A2780 / TAX-S human ovarian carcinoma cell proliferation,,,Homo sapiens,,A2780
6939,,50420.0,,,,1,F,N,Inte5medizte,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 2,,,Homo sapiens,,A2780
6940,,4195.0,,,,1,F,N,8ntermedizte,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 3,,,Homo sapiens,,A2780
6941,,9060.0,,,,1,F,N,Intermedia4r,15608,cytotoxic activity toward A2780 ovarian human cell line resistant (R) to cisplatin in experiment 5,,,Homo sapiens,,A2780
6942,,1985.0,,,,0,F,U,Autociratiln,15296,Cytotoxicity on AA8 cell growth (reduce cell number by 50%).,,,Cricetulus griseus,,
6943,,36563.0,,,,0,A,U,Autockrqtion,10251,Evaluated for cytotoxicity under aerobic conditions against AA8 cells using microassay,,,Cricetulus griseus,,CHO-AA8
6944,,22147.0,,,,0,F,U,Autocura47on,10251,Evaluated for growth inhibition of AA8 cells under aerobic conditions,,,Cricetulus griseus,,CHO-AA8
6945,,40482.0,,,,0,F,U,Autocjragion,10251,Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions,,,Cricetulus griseus,,CHO-AA8
6946,,42740.0,,,,0,F,U,Autocura4ioj,10251,Evaluated for growth inhibition of AA8 cells under aerobic or hypoxic conditions (air/N2),,,Cricetulus griseus,,CHO-AA8
6947,,5878.0,,,,0,F,U,A6tocudation,11858,Growth inhibition against CHO-derived cell line AA8,,,Cricetulus griseus,,
6948,,41620.0,,,,0,F,U,Autocurxt8on,11858,Growth inhibition against CHO-derived cell line AA8 (Non toxic at solubility limit) [RB6145 used as positive control],,,Cricetulus griseus,,CHO-AA8
6949,,55909.0,,,,1,F,N,Expedt,11616,Growth inhibition in CHO subline AA8 cells exposed for 18 hr under aerobic(air) conditions,,,hampster,,CHO-AA8
6950,,10486.0,,,,1,F,N,Experg,11616,Growth inhibitory activity against CHO subline AA8 cells exposed for 18 hr under aerobic conditions,,,Cricetulus griseus,,CHO-AA8
6951,,47159.0,,,,0,F,U,Autkcuratiin,10518,Tested for the concentration of the drug to reduce cell numbers to 50 percent of controls against AA8 cells in the microassay,,,Cricetulus griseus,,CHO-AA8
6952,,109733.0,,,,0,F,U,Autocyratioj,11396,Growth inhibition of aerobic chinese hamster ovary fibroblast AA8 cell line using an exposure time of 18 hours,,,Cricetulus griseus,,CHO-AA8
6953,,35379.0,,,,0,F,U,Akgocuration,10518,IC50 (air/N2) ratio of the drug to reduce cell numbers to 50 percent of controls using AA8 cells in the microassay,,,Cricetulus griseus,,CHO-AA8
6954,,5471.0,,,,1,F,N,Expfrt,11616,In vitro therapeutic index as ratio of CT10 and C1.3 calculated for AA8 cells.,,,Cricetulus griseus,,CHO-AA8
6955,,,,,,8,F,H,Autofura4ion,14837,compound was evaluated for association constant (Ka) of isolated serum protein AAG,,,,,
6956,,,,,,8,F,H,Autoxurarion,14837,Number of binding sites (n) of isolated serum protein AAG,,,,,
6957,,,,,,3,B,M,Intermeviatw,16037,Association constant for binding to AATT duplex,,,,,
6958,,24459.0,,,,1,F,N,Exper4,16597,Inhibition of ABAE human fibroblast cell proliferation,,,Homo sapiens,,ABAE
6959,,24135.0,,,,1,F,N,ontermedixte,8831,"Compound was evaluated for the antitumor activity against AC755 breast carcinoma for ip administration and daily x 10 schedule; Number of toxic deaths over total number of mice per group (T/C), 1/7 at dose of 25 mg/kg",,,Mus musculus,,AC755
6960,,20339.0,,,,9,F,D,Expegt,13419,Percent change in total cholesterol(TC) versus (T0)- at which drug intervention begins at a dose of 25 mg/kg in the chronic cholesterol-fed rabbit model,,,Oryctolagus cuniculus,,
6961,,1775.0,,,,9,F,D,sxpert,13419,Oral bioactivity expressed as %inhibition after 4 hours of drug administration (dose 25 mg/kg) in rabbit bioassay,In vivo,,Oryctolagus cuniculus,,
6962,,,,,,8,B,H,Autox8ration,15778,Inhibitory activity against angiotensin-converting enzyme (ACE).,,,,,
6963,,,,,,8,B,H,Autoc6ratipn,15778,oral activity against angiotensin -converting enzyme ( ACE) and neutral endopeptidase in mouse.,,,,,
6964,,63437.0,,,,1,F,N,Ihhermediate,12988,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells,,,Homo sapiens,,ACH-2 cell line
6965,,40954.0,,,,1,F,N,Intermsdiatw,12988,Effect against HIV-1 chronically infected promonocytic cell line ACH-2 cells in the presence of PMA(phorbol 12-myristate 13-acetate),,,Homo sapiens,,ACH-2 cell line
6966,,284.0,,,,0,F,U,Autosu3ation,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2,,,Human immunodeficiency virus 1,,T cell line
6967,,7920.0,,,,0,F,U,A6tocuratiob,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2 in the presence of PMA(phorbol 12-myristate 13-acetate),,,Human immunodeficiency virus 1,,T cell line
6968,,18007.0,,,,0,F,U,Autocurxtiob,12988,Effect against HIV-1 expression in a chronically infected human T cell line ACH-2i n the presence of PMA(phorbol 12-myristate 13-acetate),,,Human immunodeficiency virus 1,,T cell line
6969,,3665.0,,,,1,F,N,Int4rkediate,11843,Inhibition of growth of renal cancer ACHN cell line,,,Homo sapiens,,ACHN
6970,,16421.0,,,,1,F,N,Int2rmewiate,16939,Inhibition of growth of ACHN renal cancer cell line,,,Homo sapiens,,ACHN
6971,,8938.0,,,,1,F,N,Intermed7a4e,4782,Inhibitory concentration required against ACHN renal cancer cell line,,,Homo sapiens,,ACHN
6972,,14997.0,,,,1,F,N,Expdrt,6310,Concentration required to inhibit growth of human renal (ACHN) cell line,,,Homo sapiens,,ACHN
6973,,109939.0,,,,1,F,N,Interj4diate,6310,Concentration required to inhibit growth of human renal (ACHN) cell line; nt = not tested,,,Homo sapiens,,ACHN
6974,,490.0,,,,1,F,N,Intrrmediage,12858,Cytotoxic activity against ACHN Renal cancer cell line,,,Homo sapiens,,ACHN
6975,,35495.0,,,,1,F,N,on4ermediate,17380,Cytotoxicity evaluation against ACHN renal cancer cells,,,Homo sapiens,,ACHN
6976,,18446.0,,,,1,F,N,Intdrm4diate,5858,In vitro antitumor activity against human renal ACHN cell line,,,Homo sapiens,,ACHN
6977,,12004.0,,,,1,F,N,Inte5media4e,3838,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,,,Homo sapiens,,ACHN
6978,,27738.0,,,,1,F,N,Intetmediatr,3838,In vitro growth inhibition of compound was determined against ACHN cell lines of Renal cancer,,,Homo sapiens,,ACHN
6979,,3815.0,,,,1,F,N,Ihteemediate,5406,"Tested for the cytotoxicity against the Renal cancer cell line ACHN, growth inhibition by 50% is reported",,,Homo sapiens,,ACHN
6980,,26926.0,,,,1,F,N,Interkfdiate,4071,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,,,Homo sapiens,,ACHN
6981,,41913.0,,,,1,F,N,Exlert,4071,Tested in vitro for cytotoxicity against human tumor cell line ACHN (renal).,,,Homo sapiens,,ACHN
6982,,18775.0,,,,1,F,N,Imt3rmediate,4071,The compound was tested in vitro for cytotoxicity against human tumor cell line ACHN (renal); Not determined,,,Homo sapiens,,ACHN
6983,,4345.0,,,,1,F,N,Intermdriate,15002,Antitumor activity was evaluated against human renal adenocarcinoma cell line ACHN.,,,Homo sapiens,,ACHN
6984,,47554.0,,,,1,F,N,Inte5meciate,14769,Compound was evaluated for in vitro activity against ACHN kidney cell lines (Human tumor cells ),,,Homo sapiens,,ACHN
6985,,47988.0,,,,1,F,N,Igtermedlate,13958,"Compound was tested for antiproliferative activity against ACHN, human renal adenocarcinoma",,,Homo sapiens,,ACHN
6986,,28519.0,,,,1,F,N,ubtermediate,1665,Compound was tested for its effect on the proliferation of ACHN human kidney adenocarcinoma,,,Homo sapiens,,ACHN
6987,,22588.0,,,,1,F,N,Interked8ate,15354,Compound was tested for the growth inhibition of ACHN renal tumor cell line,,,Homo sapiens,,ACHN
6988,,57993.0,,,,1,F,N,Inferkediate,15354,Compound was tested for the growth inhibition of ACHN renal tumor cell line; ND=Not determined,,,Homo sapiens,,ACHN
6989,,30805.0,,,,1,F,N,obtermediate,13978,In vitro Growth Inhibitory activity against ACHN Human kidney cancer cell line,,,Homo sapiens,,ACHN
6990,,11909.0,,,,1,F,N,Inredmediate,6798,In vitro cytotoxicity against human renal adenocarcinoma (ACHN) tumor cell line,,,Homo sapiens,,ACHN
6991,,31271.0,,,,1,A,N,Interkedoate,2959,Tmax value after administration of 4 mg/Kg oral dose in dog,In vivo,,Canis lupus familiaris,,
6992,,45742.0,,,,1,A,N,Imtermed9ate,9932,"Time to peak response on lowering of vascular resistance, in dogs when administered intravenously",,,Canis lupus familiaris,,
6993,,61704.0,,,,1,A,N,Intsrmediage,5546,Unbound plasma was determined in Beagle dog at a dose of 1 mg/kg by iv administration,,,Canis lupus familiaris,,
6994,,76755.0,,,,1,A,N,Interkedia5e,16907,Volume distribution after 15 mg/kg iv dose in Dogs,In vivo,,Canis lupus familiaris,,
6995,,24316.0,,,,1,A,N,Interjediahe,16907,Volume distribution after 30 mg/kg po dose in Dogs,In vivo,,Canis lupus familiaris,,
6996,,9832.0,,,,1,A,N,kgtermediate,4257,Volume of distribution was determined in dog after a 3 mg/kg of iv dose,In vivo,,Canis lupus familiaris,,
6997,,89924.0,,,,1,A,N,9nyermediate,4305,Volume of distribution was determined by iv administration in dogs at a dose of 1 mg/kg,In vivo,,Canis lupus familiaris,,
6998,,11514.0,,,,1,A,N,Inte3mesiate,5472,Volume of distribution was evaluated in dog,In vivo,,Canis lupus familiaris,,
6999,,36664.0,,,,1,A,N,9ntermediatf,6062,Terminal phase volume of distribution was measured in dog after an iv dose of 1 mg/kg,In vivo,,Canis lupus familiaris,,
7000,,78660.0,,,,1,A,N,Exp4rt,3598,Apparent volume of the central plasma compartment (Vc) of compound determined in dog after iv administration at a dose of 10 mg/kg,,,Canis lupus familiaris,,
7001,,18817.0,,,,1,A,N,Intermediwge,12500,The compound was tested for volume of distribution in dog,In vivo,,Canis lupus familiaris,,
7002,,13427.0,,,,1,A,N,Intednediate,12500,The compound was tested for volume of distribution in dog at dose of 3-10 mgkg,In vivo,,Canis lupus familiaris,,
7003,,91150.0,,,,1,A,N,Interjedkate,6227,Vd (1 mg/kg) was determined in dog (in vivo),In vivo,,Canis lupus familiaris,,
7004,,8082.0,,,,1,A,N,Igyermediate,6227,Vd in dog,In vivo,,Canis lupus familiaris,,
7005,,41787.0,,,,1,A,N,Interkedkate,4219,Volume distribution was determined,In vivo,,Canis lupus familiaris,,
7006,,70221.0,,,,1,A,N,Inteemediats,1696,Volume of distribution in dog,In vivo,,Canis lupus familiaris,,
7007,,5715.0,,,,1,A,N,Imterm2diate,5542,Volume of distribution by as 4 fold increase by iv administration in dogs,In vivo,,Canis lupus familiaris,,
7008,,5305.0,,,,1,A,N,Intwrmedoate,5199,Volume of distribution was determined in canine following intravenous (iv) administration of drug (1 mg/kg).,In vivo,,Canis lupus familiaris,,
7009,,60937.0,,,,1,A,N,Intedmedia4e,6348,Volume of distribution was determined in dog after 1 mg/kg (i.v.) and 5 mg/kg (p.o.) administration,In vivo,,Canis lupus familiaris,,
7010,,36889.0,,,,1,A,N,7ntermeciate,4727,Volume distribution at the dose of 2 mg/kg in dog,In vivo,,Canis lupus familiaris,,
7011,,44014.0,,,,1,A,N,Inhermedizte,16367,Steady state volume of distribution was determined,In vivo,,Canis lupus familiaris,,
7012,,101916.0,,,,1,A,N,kn6ermediate,2652,Bioavailability as Vdss in dogs at 1 mg/kg intravenous dose,In vivo,,Canis lupus familiaris,,
7013,,41197.0,,,,1,A,N,kntermeeiate,16452,Pharmacokinetic data at 0.5 mg/kg dose given to dogs intravenously.,In vivo,,Canis lupus familiaris,,
7014,,91642.0,,,,1,A,N,Interhediwte,16452,Pharmacokinetic data at 1 mg/kg dose given to dogs intravenously,In vivo,,Canis lupus familiaris,,
7015,,18386.0,,,,1,A,N,Intermddjate,16452,Bioavailability in dog (dose 1 mg/kg i.v.),In vivo,,Canis lupus familiaris,,
7016,,20729.0,,,,1,A,N,Int2rmedia5e,5334,Pharmacokinetic parameter volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Beagle dog (male),In vivo,,Canis lupus familiaris,,
7017,,51018.0,,,,1,A,N,Inte5mediafe,4239,Pharmacokinetic property (vdss) was measured in dog,In vivo,,Canis lupus familiaris,,
7018,,47801.0,,,,1,A,N,Igtermedkate,4709,Steady state volume of distribution for the compound after intravenous administration of 1 mg/kg in dog,In vivo,,Canis lupus familiaris,,
7019,,14156.0,,,,1,A,N,Intermfdiafe,5600,Vdss was determined after iv 0.1 mg/kg administration in dog,In vivo,,Canis lupus familiaris,,
7020,,57103.0,,,,1,A,N,Internediaye,6057,Volume displacement was calculated in dog,In vivo,,Canis lupus familiaris,,
7021,,2082.0,,,,1,A,N,Intrrmedoate,5654,Volume distribution (Vdss) of compound was determined after intravenous administration in average of two dogs at a dose of 1 mg/kg,In vivo,,Canis lupus familiaris,,
7022,,68688.0,,,,1,A,N,Interjewiate,5505,Volume distribution constant was determined,In vivo,,Canis lupus familiaris,,
7023,,6996.0,,,,1,A,N,Int3rmed7ate,4527,Volume distribution at a dose of 1 uM/kg in dog was determined,In vivo,,Canis lupus familiaris,,
7024,,17616.0,,,,1,A,N,Intsrmediahe,4521,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration,In vivo,,Canis lupus familiaris,,
7025,,1087.0,,,,1,A,N,Ibtfrmediate,4521,Volume distribution in dog after 2 mg/kg by oral and 0.5 mg/kg by intravenous administration; ND is not determined,In vivo,,Canis lupus familiaris,,
7026,,32634.0,,,,1,A,N,Igtermediare,15660,Volume distribution (Vdss) was measured in dog,In vivo,,Canis lupus familiaris,,
7027,,81214.0,,,,1,A,N,Inferm3diate,15660,Volume distribution (Vdss) was measured in dog,In vivo,,Canis lupus familiaris,,
7028,,64322.0,,,,1,A,N,In6ernediate,6679,Volume of distribution at steady state was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,In vivo,,Canis lupus familiaris,,
7029,,25248.0,,,,1,A,N,jmtermediate,5145,Volume of distribution in steady state was determined in dog,In vivo,,Canis lupus familiaris,,
7030,,67511.0,,,,1,A,N,Imtermedia6e,6821,Volume of distribution of compound was determined in dog,In vivo,,Canis lupus familiaris,,
7031,,92535.0,,,,1,A,N,Inte3media4e,4137,Volume of distribution after intravenous administration of 1 mg/kg/h in dog,In vivo,,Canis lupus familiaris,,
7032,,6893.0,,,,1,A,N,Imterhediate,5334,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Beagle dog (male),In vivo,,Canis lupus familiaris,,
7033,,65871.0,,,,1,A,N,Intermed9atr,15660,Volume of distribution (Vdss) was measured in dog,In vivo,,Canis lupus familiaris,,
7034,,29044.0,,,,1,A,N,Internediat4,6642,Volumes of distribution in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),In vivo,,Canis lupus familiaris,,
7035,,50985.0,,,,1,A,N,onterkediate,6641,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo,,Canis lupus familiaris,,
7036,,9388.0,,,,1,A,N,Intermes8ate,6642,Volumes of distribution in dog (dosed at 0.5 mpk iv and 2.0 mpk orally),In vivo,,Canis lupus familiaris,,
7037,,9399.0,,,,1,A,N,jntermewiate,11659,Maximum rate of depolarization of the upstroke of the action potential,,,Canis lupus familiaris,,
7038,,23041.0,,,,1,A,N,Interkrdiate,6448,Steady state volume distribution in dog,In vivo,,Canis lupus familiaris,,
7039,,14025.0,,,,1,A,N,Intdrmediage,5474,Steady state volume of distribution at a dose of 0.2 mg/kg i.v.,In vivo,,Canis lupus familiaris,,
7040,,4909.0,,,,1,A,N,Intdrmesiate,1466,Tested for volume of distribution at steady state upon intravenous administration of 5.0 mg/Kg dose in dog,In vivo,,Canis lupus familiaris,,
7041,,58358.0,,,,1,A,N,Inhermedoate,6535,Volume distribution in dog after administration of 0.25 mg/kg iv; ND = not determined,In vivo,,Canis lupus familiaris,,
7042,,59790.0,,,,1,A,N,Intermedoa6e,6535,Volume distribution in dog after administration of 1 mg/kg iv,In vivo,,Canis lupus familiaris,,
7043,,14353.0,,,,1,A,N,Intefmwdiate,17764,Volume of solubility in solution after intravenous administration in dogs at 1.2 uM/kg,In vivo,,Canis lupus familiaris,,
7044,,29020.0,,,,1,A,N,Imtermed8ate,6215,Vss after intravenous administration (0.5 mg/kg) was determined in dog,In vivo,,Canis lupus familiaris,,
7045,,17320.0,,,,1,A,N,Intermefkate,6505,Vss on i.v. administration of 2 mg/kg was measured in dog,In vivo,,Canis lupus familiaris,,
7046,,53792.0,,,,1,A,N,Intermedia52,3639,Vss was determined,,,Canis lupus familiaris,,
7047,,27149.0,,,,1,A,N,Interked8ate,3639,Vss in dog,,,Canis lupus familiaris,,
7048,,69216.0,,,,1,A,N,Intermedist3,6062,Volume of distribution was measured in dog after an iv dose of 1 mg/kg,In vivo,,Canis lupus familiaris,,
7049,,59597.0,,,,1,A,N,Inte3mewiate,4942,Volume distribution in dogs,In vivo,,Canis lupus familiaris,,
7050,,61843.0,,,,1,A,N,Imte4mediate,17796,Volume of distribution in dog,In vivo,,Canis lupus familiaris,,
7051,,20063.0,,,,1,A,N,untermediaye,4883,Tested for the oral bioavailability in dog,In vivo,,Canis lupus familiaris,,
7060,,55364.0,,,,1,A,N,In63rmediate,17837,Bioavailability of compound in mouse blood following p.o. administration of 30 mg/kg,In vivo,,Mus musculus,,
7061,,17661.0,,,,1,A,N,Inyeemediate,17729,Bioavailability after i.p. administration of 50 mg/kg of dose in mice,In vivo,,Mus musculus,,
7062,,15013.0,,,,1,A,N,Igterkediate,17729,Bioavailability after peroral administration of 50 mg/kg of dose in mice,In vivo,,Mus musculus,,
7063,,23193.0,,,,1,A,N,Ihtermedia4e,4239,Bioavailability was measured in mouse,In vivo,,Mus musculus,,
7064,,28041.0,,,,1,A,N,ojtermediate,17592,Bioavailability in mouse,In vivo,,Mus musculus,,
7065,,11066.0,,,,1,A,N,onrermediate,6348,Bioavailability was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,In vivo,,Mus musculus,,
7066,,39974.0,,,,1,A,N,Ibtermediste,2801,Bioavailability in mouse,In vivo,,Mus musculus,,
7067,,3179.0,,,,1,A,N,ontermediwte,2801,Compound was evaluated for its bioavailability in mice at a dose of 1 mg/kg,In vivo,,Mus musculus,,
7068,,9303.0,,,,1,A,N,In6ermediqte,17718,Oral bioavailability in mouse,In vivo,,Mus musculus,,
7069,,64117.0,,,,1,A,N,Interm3dizte,5727,Oral availability at 50 mg/kg po in male mice,In vivo,,Mus musculus,,
7070,,18690.0,,,,1,A,N,Inte3med9ate,5302,Oral bioavailability in mouse (dose 10 mg/kg),In vivo,,Mus musculus,,
7071,,44158.0,,,,1,A,N,Ex0ert,3598,Oral bioavailability of compound determined in mouse after iv administration at a dose of 10 mg/kg,In vivo,,Mus musculus,,
7072,,58698.0,,,,1,A,N,Ig4ermediate,5961,"Bioavailability in male mice, 2mg/kg oral and 1 mg/kg intravenous dose",In vivo,,Mus musculus,,
7074,,21226.0,,,,1,A,N,Intermsdiqte,6091,Oral bioavailability in mouse,In vivo,,Mus musculus,,
7075,,14192.0,,,,1,A,N,Inrerhediate,6091,Oral bioavailability in vivo in mice;ND=Not determined,In vivo,,Mus musculus,,
