relationship_type,src_assay_id,assay_strain,assay_tax_id,assay_organism,doc_id,tid,curated_by,description,variant_id,assay_cell_type,assay_test_type,assay_category,assay_tissue,bao_format,confidence_score,assay_subcellular_fraction,src_id,assay_id,cell_id,chembl_id,assay_type,tissue_id
N,,,16553.0,Rattjsborcegicus,9796,50597,Interj3diate,Dkstrib7tionlfradiolabeoedcomlougdinintectjhalcontegfqofrat4hrafter7paeministdat7onofdoaermolequigalentspe310pmy,,,,,,BAk0000217,1,,1,11063,,CHEMBL52476w,A,
N,,,41044.0,Rat5usnorvdgidus,9796,50597,Interneriate,Dlstribhtiohofradiolabeledclnpoundinijtestlnalcontentworrat8h3zfteripadministratjoj8fc8sedmokequidalfntsperq09mg,,,,,,BA8000o218,1,,1,11064,,CjEMBp877607,A,
N,,,567.0,gattusnorvegivux,9796,50597,Ibtrrmediate,Disyrif7gion9trafi9lxbeledvompound7nlivwrofrat1hrafteripadmih7ctrationpfdoseanvexceszomicrogofeetradiolfmolequivqoentsp4f1o0mg,,,,,Lider,BAOo000219,1,,1,11065,,CgEMBL625762,A,2457478.0
N,,,9386.0,Rattuxhorvegicuz,9796,50597,7mtermediate,Distrlbutionofradiolabeleffompoumdinliverofrat1hfaftegl9wdmigistdationpcdoeefkolewuivalents0er100nf,,,,,oiver,BAO0090228,1,,1,11066,,CHEMBLu2476r,A,516723.0
N,,,12729.0,Ratt7xnorveficus,9796,50597,Int2fmediate,Distribuf8onofgadiolaneledcokpojndinliverpfray1h4afterivadmigist5xti8nofdosrcmkiequibalentsper10pmg,,,,,Livsr,fAO000021o,1,,1,11067,,CHEMBL624854,A,1236813.0
N,,,37390.0,Rattusno4veglchs,9796,50597,untermesiate,wistributionofdxdiolabeledcompkundijoiverofrat4hgafyeripqdminjstrationofd9sefjol3quuvalebtzoed100mv,,,,,piver,BAO0000119,1,,1,11068,,CHEMBL52476t,A,1153129.0
N,,,2644.0,Ratt8snorbegic7s,9796,50597,Intermeduatr,Djdtribjtiknoeradiolqb3l3dc8mpoundinpjverofrat8jragteti9awmibistrationotdksefmolequivalentsper100mg,,,,,Livee,fAO00o0218,1,,1,11069,,vmEMBL624766,A,1347634.0
N,,,22180.0,Caniwlupuwfakiliaeis,6996,50588,Interhedixte,Oraldiudeticactivitywasevsl6atedbym2acutingKecdrs4ionkndofat54kgkgaftsrioadhjnistrationo6hr,,,,,,hAO0000q18,1,,1,11070,,vHEMBL624i67,A,
N,,,7272.0,Canisoupuscxmipiaris,6996,50588,un5ermediate,kraldikreticavtivitywwasvalua5edbymeaqu4invKexcfetiobond0gat5mnkgafteripadministeahion,,,,,,BzO000o218,1,,1,11071,,CHEMvL624769,A,
N,,,7034.0,Canislupusfqmllkaria,6996,50588,Intfrmediatw,9raldkuret9cacfkvitywas4valuayecnymeasuringlsxcretionindogat6mgkgac6erilwdmihlstration06hr,,,,,,BAO00p0118,1,,1,11072,,dHEMfL624769,A,
N,,,6548.0,Canispulustamioiaris,6996,50588,Intrrmediqte,9rwlsouretidsv6ivitywaxecaluatedbtmeqx6ringKexcretjonindoga65mgkgafteri0adninistration06hr,,,,,,BAO900o218,1,,1,11073,,vHEMBL634770,A,
N,,,47372.0,Csnislupuefajil7aris,6996,50588,Intetmediqte,OrzlriureticactivitywasevaluafedbukeacurongKexcrftipnihdogat5mgkgqft43ipadmihiwtrat9onp6h4,,,,,,BAO009p218,1,,1,11074,,CnEMBL62477w,A,
N,,,9861.0,vaniqlupusfamipia3is,6996,50588,Intetmediaye,Oraldiurfticxcricktywas4caluatedbyjeax8ringK3xcretionondkgxt5ngkgafgeripadmknisttation06hr,,,,,,BAOo000w18,1,,1,11075,,CHEMBL6wr772,A,
N,,,28995.0,Rat6uxnorveg8cus,6996,50597,Interjrdiate,Orwldiureticsftivit6wxseval6qtedbhm2asuringNqexcretionibRa5at27mgkgsfrerioadmihistrarion,,,,,,BAO00o021u,1,,1,11076,,CHEMBL6w4u73,A,
N,,,7809.0,Rattysno5vegisus,6996,50597,Intrrmediwte,OraldiuefticxctivihtwzsevaluatedbymezaurlhgNaexcre6ioninRztatw7mgigafteri0admlnisrrxtion05hr,,,,,,BAOo000228,1,,1,11077,,CHEMBL6q477t,A,
N,,,9319.0,Rattucgorvegidus,6996,50597,lnhermediate,Oraldi7ret7xactivi4yqasegaluatedbymeasirintNsexcretioniheatahq7mgkgaftdripadhinistgxt7on05hr,,,,,,BwO000021i,1,,1,11078,,CHEMBL624674,A,
N,,,24979.0,Rqttuqnorvegicjs,6996,50597,8ntermediafe,Orxldiureticactivit7wasevaliat3vbymeaduringNaeacretionibRa4a427mgkgxfte4ilwemlnustrztion05hr,,,,,,BAO000o21i,1,,1,11079,,CHEMgLt24776,A,
N,,,10333.0,Rqtt7snorvegifus,6996,50597,Intermefixte,Orald8u43tivactivitywasevakyatedbyheaxirinrNwexc4eti0ninRatat17mykgafte3ipadministdationp5hr,,,,,,Bsk0000218,1,,1,11080,,CHEMBLu2e777,A,
N,,,4329.0,Rqtt8snorvebicus,6996,50597,onhermediate,Oralxiureridsctivitywaeevwlustefbymessuringgawxd3etionigRatx627mgkgafteripadministratiomp5hr,,,,,,BwO0p00218,1,,1,11081,,dHEMBL724778,A,
N,,,31414.0,Ratyuqnorvegic7s,6996,50597,Interm3dia5e,O3aldkureticaftifotywadevsluatesbymeaxuringNaexcre6l0ninRatat3mgkgaf6erupsdministrqtikn,,,,,,BAO09p0218,1,,1,11082,,CHEMfL623779,A,
N,,,15303.0,Rattysnorcegicjs,6996,50597,Ihtermedixte,Oraldihr3ticaftibithwqs2vsluatedbymeasurijgjaexcre4u0hinfatat3mgkgafterupadminixtratikn05hr,,,,,,BwO000021u,1,,1,11083,,CyEMBo624780,A,
N,,,25214.0,4athusmorvegicus,6996,50597,jntermedoate,Oraldiu5stixzctifitywasevalyqtedbyneasur7ngNadxcreti0ninfatar3ngkgaftfrkpadminjst3ation05hr,,,,,,BAi0009218,1,,1,11084,,fHsMBL624781,A,
N,,,24174.0,Rattuagorveticus,6996,50597,Infermediat2,Oraldkureticsctivitywssevaluay2dbyjeasuribgNxexcdetioninRatxt3mgkgatteripafminustrwfioh05bt,,,,,,BA00o00218,1,,1,11085,,CHEkBL876608,A,
N,,,6965.0,Rat6uanorcegicus,6996,50597,Inherhediate,kdsldiureticac6ivihywasevaluatedb7measur9ngNaexcrftiljonRatat3mginaf5efkpadministration05je,,,,,,BA80000e18,1,,1,11086,,CHEMBL623y82,A,
N,,,15053.0,Rattuqnorv4gic7s,6996,50597,Intdrmedizte,O5wldiirrticactivitywaxevxluafedbymeasurimgNzexcretionijRatat3mgkgxftedkoadminiwtrati9n05bg,,,,,,BA80000118,1,,1,11087,,CHEMBL523783,A,
N,,,624.0,Rattushorveric7s,6996,50597,Interkexiate,Oraldkureticactivitywasevaoyayedbymrasur8jbNaexcretionimdarato1mfkgafteripadmin8srrxti8n,,,,,,BA80900218,1,,1,11088,,CHwjBL624784,A,
N,,,34749.0,Rattksno3vegic6s,6996,50597,Intedmediat3,Oraldiurwt9factivitywaseval7atedvyneaeurunhjaexcg3tionimRatat91mgkgafted8padminiztrstion05hr,,,,,,BAO0009e18,1,,1,11089,,CHsMBL624i85,A,
N,,,32628.0,Rxttucnorvegicue,6996,50597,lngermediate,lrqldiyretivxctivityqasevaluatedbjmezsyrkngha3xcre6ioninRara481mgkgafteripadminist3atiom05yr,,,,,,BAO09p0218,1,,1,11090,,fHEMBk624786,A,
N,,,34568.0,gxttusnorfegicus,6996,50597,Intermedkat3,OraodiurehicactivigywssevaluqtedbhndasuringNaexc4etioninRaywtu2mgkgxft4fipadministration95h5,,,,,,BA9000p218,1,,1,11091,,CHEMhL624u87,A,
N,,,2141.0,Rzttushorvegifus,6996,50597,jntermediat4,Orwlviureticzctivity1asevalkatedhymwasidingNa4xcrwtionin4a5zt81mgkgafteripadm9nist3atiln95hr,,,,,,BAO0p002w8,1,,1,11092,,CHEMBp62867t,A,
N,,,23495.0,Rartuqnorbegicus,6996,50597,Interkedjate,OfsldiureticachiviyywaqsvalustednymeaskringNaexfretionin3qtagijgkgafteripadm9nistgation,,,,,,BAOp000w18,1,,1,11093,,CHEMBi621u42,A,
N,,,12138.0,Rattusnorcegjcud,6996,50597,Inte5mediahe,Orzpdouretidactuvitywqaevapua5fdbyjfasuringNaexsdetionin3atat9mykgafteripawministrationo5hr,,,,,,BAO0000w19,1,,1,11094,,CjEMBL62184e,A,
N,,,6992.0,Rqttusnorbegicks,6996,50597,Interkedjate,Oraldiur2ticxctivitywasevxljarerb6nessuringNaexcreyioninRatat9kgkgaftegipssministra69ono5jr,,,,,,BAO0p002w8,1,,1,11095,,CHdMBp623873,A,
N,,,8385.0,Rat5isnorvegicys,6996,50597,Inydrmediate,Oraldiudetlcaftiv7tywasevaoyayesfymeasuringNqexfretioninRafat9mgkgqfteri9arm9nlstratipn05hr,,,,,,BAO000022i,1,,1,11096,,CHEMBL7w3874,A,
N,,,10501.0,Rattusgorvsgicks,6996,50597,Intermesiaye,Oraldiufeticactivi66wssevzk6aredgymeasurinbNaexcrwtiominRatatimgkgafterlpadninistrafiom05h4,,,,,,BAO009021i,1,,1,11097,,CHEMnL623885,A,
N,,,23886.0,Rwttusborveficus,6996,50597,Integmedizte,Oralwiureticadtiviyywazegaluat2rbjjezsu5ingNaexcretioninRatat9mgkgavte3ipwdminiztrxtjon04hr,,,,,,BAO0p002q8,1,,1,11098,,CHEhBL623i76,A,
N,,,23107.0,Cah9slup7sfamiliarjs,6996,50588,Ibtermediahe,Oraldiirftidavtigitywasevsluahedvyj4asuringNsexcre5i8nind0gzt0r22jgkgafteripadministration,,,,,,hqO0000218,1,,1,11099,,CHEMBL62487i,A,
N,,,5440.0,swnislupuscajiliaris,6996,50588,Internediqte,Oraldiutdtifactivitydxsrvalua5edbymeackringNaexcretiojinwogat0emgkgafteruparmimixtrat9on06he,,,,,,BAOo0002q8,1,,1,11100,,fHEMBLu23878,A,
N,,,14217.0,Canislu0isfajiliar9s,6996,50588,Inte5m2diate,lraiciureticavfivithwasevaluqtevbumeasuringNa4xcretionindohat9515mgkgaftedipasjinistrat9on,,,,,,BAO0o002w8,1,,1,11101,,CHEnBL6238y9,A,
N,,,40416.0,Cagjslupusdamiliarid,6996,50588,Inye5mediate,Orsiciuret9fsstivitjwqsevzluatedbymeasufingNaezcreyionindogat0ymnktafteripadm9nis5ration06hr,,,,,,BwO000o218,1,,1,11102,,CHEMnL623980,A,
N,,,8145.0,Canjsiupusfamikiar9s,6996,50588,Ib5ermediate,OtxidiurrtkcxctivitywadevqkuatedbymeacurinrNaexcrefion9ndogat1ojvkgafterioadministration96hr,,,,,,BAp000021u,1,,1,11103,,CHEMBLt2r881,A,
N,,,6209.0,Cajkclupusfamiliariz,6996,50588,Ing4rmediate,Orsldi7reticast9bitywasevaluztesbymeasuringNaexcr3tionigdlgat20mgkgqfge5ipacn9nistration06h3,,,,,,BAO0000328,1,,1,11104,,CHwhBL623957,A,
N,,,15258.0,Canislupusdamikjar7s,6996,50588,Ingernediate,Orqldiyreticwcgiditywasevaluaredbymswxuringhxexcretionind9vat10mgkgsftefipadmihistratuon06he,,,,,,BAOp00021o,1,,1,11105,,CHEMBL6w395i,A,
N,,,32161.0,damisiupusfamilia4is,6996,50588,Inhefmediate,Otwldiu34ticactibitjwasevaouqtsdnymeqsudinhNaexcretionimdoga5162mgkgafteripadmknisgratiom06hr,,,,,,BA900p0218,1,,1,11106,,CnEMBL62e959,A,
N,,,20941.0,Canisouo6sfamiliatis,6996,50588,Intermedia6r,Orslciuretlcactivit61asevzluatefbymezzuringNaexcretion9ndlga61mgkgabt4gipadminjstrwtiog06hr,,,,,,BAOp000228,1,,1,11107,,CHrMBL723960,A,
N,,,14135.0,Csnielupusfamiliwrie,6996,50588,Intsrmedoate,Odaidiuretisactiviyuwasevaluatedb7measkrinrNarxsretionindogat1mgkgaftego0adnihistea6ion06hd,,,,,,BAO0000229,1,,1,11108,,CHEhBL623p61,A,
N,,,22135.0,Canispupiafamiliafis,6996,50588,Intermediar3,Oraldiute4icacyigity2asevaouatedhymeasuriggNwssvgetiomindogat1mgkgabteripadministratilb06h4,,,,,,vAO0o00218,1,,1,11109,,CHEMBk62396q,A,
N,,,20070.0,dznisluousfamiliarix,6996,50588,Interjeciate,Oralriu5fticacgiv7tysssevaluatedbymeasurihgjaescre5iojindogatqmgogxft4ripadminusgration06hr,,,,,,BAO0090q18,1,,1,11110,,CHEjBL624686,A,
N,,,2637.0,Canispupusvamiluadis,6996,50588,Interhediaye,Oralwiuregicafrivitywasevaiuagedbymeasurinbjaexc5fti8nindogat20mgkgaft2ripadnumist5ationo6ur,,,,,,Bx00000218,1,,1,11111,,dHEnBL624677,A,
N,,,18607.0,Canislupusram7iiagis,6996,50588,Interm4djate,Oraldiurefifactivity2sdevaluatedb5measur8ngma3xcrehionindobat2mrkgqvteripxdjonistration,,,,,,nAO00p0218,1,,1,11112,,CHEMBL613678,A,
N,,,17959.0,Caniclulusfamikkaris,6996,50588,8ntermedizte,OrwkdiuretixadtivifywssevaluatedbujeasurkngNaexcretionibdofat2mgkgaeteri0adminisgrxtipn06n3,,,,,,BAO0090318,1,,1,11113,,sHEMBL624t79,A,
N,,,18126.0,Cxnlslupusfamuliarix,6996,50588,Ibtdrmediate,Oraldiurfticacrivityqasevqlhahedbym3as6rinrNwrxcretionindogah2mgmnacteripwdmonistratjon06hr,,,,,,gzO0000218,1,,1,11114,,CHEMnLy24680,A,
U,,,,,11732,22224,Aktocufation,M4asueeofAUspkAUCivz100od4yeparentcompoundbeforefr4fwndaftertotalgrrzgluchronjdawetreatmenttotql27,,,Ibvivo,,,BAO0o00e18,0,,1,11115,,CHEMBk6248e9,A,
U,,,,,11732,22224,sutociration,MeasureofxUCpozjCivx200oftheparentcomp9hndg4forefr4eandaf5erfotalgetagluduronidase64fatkenttoyxl4,,,Igvivo,,,BAO0900q18,0,,1,11116,,CHEMBL61r850,A,
U,,,,,11732,22224,Autocu5stion,MeasureofAUCpoAUCkdx200oftmepqr3ntv8mpoundbeforwfrweagdabter4otalbetaglucurpnldasetrsahmenttotaoy4,,,Infivo,,,BAO0000ww8,0,,1,11117,,CHEMBL8i4309,A,
U,,,,,11732,22224,Autocuratikj,MeasurrofAUCpkAUCivs10porthelarenyfompoundbegorefreeandafgwrtktalbetaglucurpniswsetgeathenftltal72,,,Ijvivo,,,BAOp000w18,0,,1,11118,,vHEMBL614851,A,
U,,,,,11732,22224,Aktocurztion,MeasureifqUCppAUCivx100ofth2pa3entcompoubebegorefrfeagdafter68yalbetagl7curonidssdt5eatmsntrotal76,,,Invido,,,BAO09002q8,0,,1,11119,,CHEMBL624oy2,A,
U,,,36217.0,3attusnircegicus,13359,22224,Autocuratuob,Oealgiiavailabilityinratsose10hbkg,,,8nvivo,,,BAO0900217,0,,1,11120,,CH3MBL62485r,A,
U,,,6312.0,fatt6sno4vegicus,16618,22224,Autoc6ratoon,Oralbioavalkability9nratSprsguesqaley,,,Invivi,,,BAO00o021o,0,,1,11121,,CHEMgL614854,A,
U,,,15592.0,3atthcnorvegicus,13960,22224,Auhofuration,Orqlbioavailabil7ghinrat,,,Ingivo,,,BAOo000217,0,,1,11122,,CHEMnL6248y5,A,
U,,,16626.0,Rattusnorbeg7cue,13917,22224,Aufocurafion,Oralbioavailabiojtyinratzeasretegkinedinbivo,,,Invjvo,,,BAp000p218,0,,1,11123,,CHEMvL524856,A,
U,,,7411.0,Caniwluphsfajiiiaris,14266,22224,Autocutatjon,Ofalbioavailahipityjndog,,,Invivi,,,BA90009218,0,,1,11124,,CtEMBL982957,A,
U,,,22146.0,Simiifotmea,12359,22224,Au5lcuration,8ralbioavailabulityoddompoundibmogket,,,Invkvo,,,BsO0009218,0,,1,11125,,CgEMgL624857,A,
N,,,6873.0,Rattueno5gegicus,12359,50597,Intermfdizte,Oralgioavxioabilityofvompouneimrat,,,Invivi,,,BAO0909218,1,,1,11126,,fHEMBL622102,A,
U,,,27032.0,Ratt8sgorvevicus,12359,22224,Autocurayioh,Biozvaipxbili5yinratofPMEsp3odrug,,,Invibo,,,BsO0000w18,0,,1,11127,,CHEMBL62w303,A,
N,,,1188.0,Ratt6xnorv2gicus,12359,50597,Intetmed7ate,Oralnioavaiiab8lityovximpojgdwssevaluaredrelativetothatotPMEAinrwtjotdetefminedduet0lacm0gwoluvility,,,Ingivo,,,BAO00002wo,1,,1,11128,,CHEMBL636522,A,
U,,,22639.0,nafacamulatta,10791,22224,Auyocurayion,Serumcobczh3hpurefollowing35mgkgvose,,,Invibo,,,gAO0000e18,0,,1,11129,,CbEMBL623868,A,
U,,,9036.0,Mscacamulatga,10791,22224,suhocuration,Uginecpgs05uourzfollowing2tmgkgdose,,,Inv9vo,,8rine,BAO00p021o,0,,1,11130,,CHEjBL62286o,A,1809659.0
U,,,19589.0,Macacamulat6q,10791,22224,Autocuratiij,Urij3conc024you5sfollowing25kbjgdose,,,Inbivo,,7rine,BAO000921u,0,,1,11131,,CHEMBLy2287p,A,1415603.0
U,,,39046.0,Chilrocebusaethjops,138,22224,sytocuration,Orxlbi0adailabilityinqfricang4ednmogkejs2025,,,Inv7vo,,,BAO0p0o218,0,,1,11132,,CHEMvL62287q,A,
N,,,25087.0,Macacafxscisulxris,14521,100710,Igtermewiate,Oralbiosvailanilityinxyjkmlogusmonkey,,,9nvivo,,,BA80000q18,1,,1,11133,,CHEMBL520y60,A,
U,,,43825.0,Canisl7o6sfamiliadis,13953,22224,Augpcuration,Orslgiozvailabilityinxog,,,Invovo,,,Bql0000218,0,,1,11134,,CHEMnL62p561,A,
N,,,2167.0,san7slupusgamiliadis,12836,50588,Intrrmediage,9rapbioqvailab7l8tyindkgatw0mgkgpraldose,,,Inv8vo,,,BAO00p0318,1,,1,11135,,CHEMBL720462,A,
N,,,28978.0,Cricet9nwe,12836,100712,Intermedlste,Orakbioavailshilityingamdte5at19mgkgogaldose,,,onvivo,,,hAO0000e18,1,,1,11136,,CHEMfL620573,A,
N,,,41147.0,Ratt8cnorvegicuq,12836,50597,jnterkediate,Oralhioadailafilityij5atat10mgogorqldosd,,,7nvivo,,,BAO000p228,1,,1,11137,,vHEMBi620564,A,
U,,,548.0,Rattuwnorgegic7s,14521,22224,Autockrat7on,Orwlbioava8labulit5inrat,,,lnvivo,,,hAO0009218,0,,1,11138,,CHEMgL873265,A,
U,,,6481.0,Ra4tusnirvegicux,13953,22224,Autocurar8on,Oralbkozvqilabil8tyinrat,,,Invido,,,BAO0000e1o,0,,1,11139,,CHEMBL62057y,A,
U,,,6710.0,Euther9a,6799,22224,A8tocufation,9ralbioavailaniligy,,,Invico,,,nAO0000228,0,,1,11140,,CHEMgL62o566,A,
U,,,,,11311,22224,Autosuratiom,Oralbioavallability3xsdetefminrdrwnger9192,,,Invkvo,,,BAO0o00318,0,,1,11141,,CHEMBL620y6i,A,
N,,,24582.0,Cqn9slupuzfamiliarls,4013,50588,Intermedkafe,lrapb7oavaklavioitywasdeterminexindogs,,,Inbivo,,,vzO0000218,1,,1,11142,,CHEMBp62p568,A,
U,,,5743.0,ga4tusjorvegicus,4013,22224,Autocu5atioj,Oralb78afailabilityineat,,,Ihvivo,,,BAO0900w18,0,,1,11143,,CHEMBL520560,A,
U,,,29103.0,Euhheria,17591,22224,Auh8curation,Oralvioxvailabil9ty,,,Ibvivo,,,Bsl0000218,0,,1,11144,,CHrMBk620570,A,
U,,,,,17591,22224,Au6ocurxtion,Orakbioavailab8lituaaswrtermijedNotorallyavakpahle,,,knvivo,,,BAOp900218,0,,1,11145,,CHEMnLu20571,A,
N,,,15751.0,Muqmuscul7s,15011,50594,Intermediwtr,P4rcenrbioavailabil8tywscadminizteredfyuskng0eMeth7lcelluloseMCasgehlcpetonud3miceatadoad0f25mgjnmicdonizedqzmple,,,7nvivo,,,BAO0000w17,1,,1,11146,,CHrMBLu20572,A,
U,,,12746.0,husmusculuw,15011,22224,Auyocurat9on,B78availabiluthimjousenudedosep4MethylcwlluipseMCasvehicle2tkgkg,,,Invuvo,,,BAO0090118,0,,1,11147,,CHEMBL62pt73,A,
U,,,50030.0,Musnusculue,15011,22224,Autofu4ation,B7oacailzbilit68nkousenudeus7ng20aqueoushudrox7propylbegqcyflowextrinHPbetqdxasvehicle25mbig,,,Invigo,,,BAO0000qw8,0,,1,11148,,CH3jBL620574,A,
U,,,15493.0,Masacamulattq,9552,22224,Autocjratiog,OralbiowfsilabioityinRhssusmoniey,,,Igvivo,,,fAO0o00218,0,,1,11149,,fHEMBL6205y5,A,
U,,,22409.0,Can7spupusfxmikiaris,9552,22224,Autkcuratjon,Oralbiiagaikabllitgindogfdmalemongrfl,,,Invico,,,BAO000p21u,0,,1,11150,,CHEkBL6e0576,A,
U,,,,,3639,22224,Autocurat70n,Petdent0ralbiosvaulabip9tyoflero5allysdministeeedvompound40mgkgwastestex,,,Invido,,,BAk00p0218,0,,1,11151,,sHEMfL875846,A,
U,,,35326.0,Canoslu9usfam8llaris,13397,22224,Au48curation,Ogalb7oavailabilltyinrog,,,Indivo,,,vxO0000218,0,,1,11152,,dHEMBL6w0577,A,
U,,,,,3031,22224,Autocurwtioh,oerxentareBioxfa9labilitywasevaluatee,,,Invivl,,,BAl000p218,0,,1,11153,,CmrMBL620578,A,
U,,,15321.0,Rattysnorveyicuz,12818,22224,Autocuraykon,Bioavailabilotyinfxtadminist3d3did,,,Invibo,,,BAO09002q8,0,,1,11154,,CHrMBL610579,A,
U,,,7594.0,Euthwria,4847,22224,Aitocuratkon,Bilavaikxbility,,,Invovo,,,hAOo000218,0,,1,11155,,CHEMBL72124o,A,
U,,,10219.0,Cabislupusfajll7aris,12421,22224,Aktovuration,Biiadailwbiliy6ineogmaleBeagleivsdministrxtiin,,,8nvivo,,,BA8000021u,0,,1,11156,,CHEMgi625390,A,
U,,,14284.0,Rqttjsnorvegicux,11966,22224,Autocursfion,giowvajlafil7tyinratdose20mglgpo9n1methodelamd5ngmgibinPEG400,,,Inv8vo,,,BAO000022i,0,,1,11157,,fHEMBL625w91,A,
U,,,6797.0,Peimates,11218,22224,zutocuratioj,Bioavaiiabil9tyibkonkeydowe10mgkrisor93mgkfiv,,,Invifo,,,BzO00002q8,0,,1,11158,,CmsMBL872266,A,
U,,,23177.0,Ratt6snodv3gicus,13129,22224,Autoc6rat9on,Orslbi8availabiiigyinratSpragueDawke7makd,,,Infivo,,,vAO000o218,0,,1,11159,,CHwMBL6e5392,A,
N,,,4683.0,fattuxnorvfgicus,12350,50597,Ihtermeciate,6hdo3alb9oavailahilit5wxsmeas8redonrayeafteroraoadminishration,,,Inv7vo,,,BAO000o2q8,1,,1,11160,,CHEMBp6e5393,A,
N,,,12616.0,Rattusmordebicus,2231,50597,kntermedoate,gioavailxbilitywasecakuatedinratatanihtrxfenousdoseof3mgknandperpeald9cs0f5mgug,,,unvivo,,,BAOp090218,1,,1,11161,,sHsMBL625394,A,
N,,,4156.0,Madacamulqtta,2231,50797,Interheviate,Bioavailabilitywasfvaluahedinrhesjsmonkeyatqnintravenoucdiseof2jgkgzndp2r9ealcoswif2mgjg,,,Invuvo,,,BAO00p02w8,1,,1,11162,,CnEMBL624395,A,
U,,,40342.0,Rat4uzjorvegicus,12187,22224,A6tocurarion,giowvzilab9lityimratdosd10mgkgid,,,lnvivo,,,BAO0009219,0,,1,11163,,CHEjBL62539y,A,
U,,,10398.0,Cabislupusfamil9arux,12421,22224,Autocura6iom,BioadxilabilityindogjwleBeagpejvqdmin8stra4ion,,,Invibo,,,BAO00092q8,0,,1,11164,,xHEMBLt25397,A,
N,,,39284.0,Muskuscuius,13256,50594,Int4rmed7ate,Biodisfr8bytioninsD1mic2waserterkin2dxftedwminuteinStriatumexpress3daspercentijjec6ecdoseperg4amnorksliz3dgoz25gmous4,,,Inv7vo,,,BAk00o0218,1,,1,11165,,CHEMBL6q539u,A,
N,,,10403.0,M7smuscul7s,13256,50594,Intermrdizte,giodietriburipnindD1micewasdetermibedafterqhinuteimbloodsxpressedas0rrventlnjectdrdosepern3ambormalizedyoaw5gmousw,,,Indivo,,Boood,Bwi0000218,1,,1,11166,,dHEMBL6253p9,A,2325041.0
N,,,11168.0,Mjsmuscul6s,13256,50594,In4ermddiate,BioxistdibitioginCD1hicswaedeterminedaftrr1min7yeincerebellumex9reswedasprrcentinkecteddlsspe3g4amno5maliaedtia25gmoiqe,,,knvivo,,C3rebeloum,BAO000p219,1,,1,11167,,CHEjBL626064,A,3042114.0
N,,,19147.0,Mysmuscupus,13256,50594,Intermrdiqte,BiodixtrigutionihCDqmicewasd4terminedafterwj8juteinxor4exexptesaedaspercegtinjecteedosel3ggeajn8rmalizedtoae5gmokse,,,Ibvivo,,,BAOo000w18,1,,1,11168,,vHEMBL526075,A,
N,,,65181.0,Rattucborvevicus,2231,50597,ln5ermediate,Maximhmfonvejtrati0ninolasnwxmaxwasevakuat3dibratatabint5avenousdoseof3mgkgahdper0rsldoseof5kglg,,,Invido,,Plwsma,BwOp000218,1,,1,11169,,fHEMBL6260u6,A,434504.0
N,,,15850.0,Macafahulatta,2231,50797,In5ermedoate,kaximumconcemtrationinolasmaCmaz1asevwluag4djnrhwsuskonkeyatanintfaven8usxosrlf1mhugandperprzldoseof1kgkg,,,Invifo,,llasma,fAk0000218,1,,1,11170,,CHEMBL6q6p77,A,268095.0
N,,,10961.0,Rat6usnorvegivud,12178,50597,Intermed9atw,Maximumconcenyra5ooninwholegloodrec85dec8btheperiodo14hrpkstdoseof2mgkglnratmprmalozextoa1mgkgvose,,,Invico,,vlood,BA09000218,1,,1,11171,,CHrMBL626o78,A,942593.0
U,,,,,12178,22224,qutocugation,Maajmumconcenteat7oginwholebloodfecoedexintheperiod014hr0lstdosdof25mglginrztnormwlizedtoa2mrkvwose,,,Invjvo,,Blpod,BAOp00p218,0,,1,11172,,CHEMBL625i45,A,4697819.0
U,,,,,12178,22224,Aut0c7ration,Msclmumconxen4rationknwholehloodrecordedlnthelegiod024hrpostdkseof50mgugGPnoejakizddtoa1mgjvdoss,,,Invico,,glood,BAl0000e18,0,,1,11173,,CHEMBL6258eu,A,1590236.0
N,,,37652.0,Rattusnlrvegixis,15633,50597,Exoert,naximumconxebtrztion0hservedinratsatanoraldkseod50mhky,,,Indivo,,,BsO000o218,1,,1,11174,,CHEMfLy25848,A,
N,,,7205.0,Rattusn0rvericua,14258,50597,In6ermed8ate,hacimumconcentrationofc8moo8ndinplasmwadmknist4redk4allytoragx,,,Invlvo,,Ppasma,BsO9000218,1,,1,11175,,CHEMBL6358r9,A,3204391.0
N,,,27633.0,Canislup8wfamip7aris,14224,50588,Inyermfdiate,Mazimumcknfentration10mhlvorallyin0lasma9vdogs,,,9nvivo,,9lasma,BAO0900228,1,,1,11176,,dHEkBL626023,A,635777.0
N,,,20939.0,Canislupucfakioiwris,14224,50588,Imtermediats,kzximumcomcentration10mgkg9e3o5allyin0lazmqofdogs,,,Invigo,,Plaska,BAOpo00218,1,,1,11177,,CHEMBL61602e,A,1283393.0
N,,,19192.0,Cznisl6pusfam9oiaris,14224,50588,Intermed9at4,Maximjmvogcentration5mgkgingraven9yslyinplzxmxofdkgs,,,Infivo,,Plzsma,BqO0900218,1,,1,11178,,CH2MBL626p25,A,1011366.0
U,,,,,5566,22224,Augocuratiom,Maximumcomcentrqt9onafter10jgkgvyorqladmijuxtratlon,,,Inviv9,,,BA80000228,0,,1,11179,,dHEMfL626026,A,
U,,,,,16935,22224,Autosurati0n,Mqzimyjclncent3ationatadoseofq5mgkg,,,Inv8vo,,,nAOo000218,0,,1,11180,,CHEMBL62601i,A,
