miller2_fsclr,miller2_mxmmcdcntrbtn(prjct-lvl),miller2_dsbltsss(mrkr),miller2_cntrrgnd,miller2_thsss(mrkr),miller2_gndrqlt(mrkr),miller2_trddvlpmnt(mrkr),miller2_bltrld(ntrntnlmrkr),miller2_fstcprcnt,miller2_stts,miller2_nvrmntlsstnblt(mrkr),miller2_rgnstntp,miller2_sctrd,miller2_knwldgfrdvlpmnt(mrkr),miller2_bdvrst(mrkr),miller2_dsrtfctn(mrkr),miller2_prtcptrdvlpmntndgdgvrnnc,miller2_rbnsss(mrkr),miller2_chldrnsss(mrkr),miller2_ndgnssss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_rgnstnd,miller2_rgnstnnm,miller2_rgnstnclss,miller2_rgnstnsb-clss,miller2_cntnntd,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrnm,miller2_sctrprcnt,miller2_mntspnt
2009/2010,67149125.0,0,ZM,0,2,0,1,0.79,Operational,0,Canadian Non-Profit Making,15160,0,0,0,0,0,0,0,0,1014866,Cuso International,Civil Society,NGO,2,Africa,ZM,Zambia,0.0038,Human rights,0.095,4304.608886999999
2009/2010,67149125.0,0,ZM,0,2,0,1,0.79,Operational,0,Canadian Non-Profit Making,16020,0,0,0,0,0,0,0,0,1014866,Cuso International,Civil Society,NGO,2,Africa,ZM,Zambia,0.0038,Employment policy and administrative management,0.149,6751.439201
2009/2010,67149125.0,0,ZM,0,2,0,1,0.79,Operational,0,Canadian Non-Profit Making,41010,0,0,0,0,0,0,0,0,1014866,Cuso International,Civil Society,NGO,2,Africa,ZM,Zambia,0.0038,Environmental policy and administrative management,0.198,8971.711153
2009/2010,67149125.0,0,ZM,0,2,0,1,0.79,Operational,0,Canadian Non-Profit Making,99820,0,0,0,0,0,0,0,0,1014866,Cuso International,Civil Society,NGO,2,Africa,ZM,Zambia,0.0038,Promotion of development awareness,0.1,4531.167249
2009/2010,67149125.0,0,ZW,0,2,0,1,0.79,Operational,0,Canadian Non-Profit Making,11120,0,0,0,0,0,0,0,0,1014866,Cuso International,Civil Society,NGO,2,Africa,ZW,Zimbabwe,0.0003,Education facilities and training,0.212,758.374308
2009/2010,67149125.0,0,ZW,0,2,0,1,0.79,Operational,0,Canadian Non-Profit Making,13040,0,0,0,0,0,0,0,0,1014866,Cuso International,Civil Society,NGO,2,Africa,ZW,Zimbabwe,0.0003,STD control including HIV/AIDS,0.044000000000000004,157.39844130000003
2009/2010,67149125.0,0,ZW,0,2,0,1,0.79,Operational,0,Canadian Non-Profit Making,15130,0,0,0,0,0,0,0,0,1014866,Cuso International,Civil Society,NGO,2,Africa,ZW,Zimbabwe,0.0003,Legal and judicial development,0.11,393.4961032
2009/2010,67149125.0,0,ZW,0,2,0,1,0.79,Operational,0,Canadian Non-Profit Making,15150,0,0,0,0,0,0,0,0,1014866,Cuso International,Civil Society,NGO,2,Africa,ZW,Zimbabwe,0.0003,Democratic participation and civil society,0.092,329.1058318
2009/2010,67149125.0,0,ZW,0,2,0,1,0.79,Operational,0,Canadian Non-Profit Making,15160,0,0,0,0,0,0,0,0,1014866,Cuso International,Civil Society,NGO,2,Africa,ZW,Zimbabwe,0.0003,Human rights,0.095,339.83754369999997
2009/2010,67149125.0,0,ZW,0,2,0,1,0.79,Operational,0,Canadian Non-Profit Making,16020,0,0,0,0,0,0,0,0,1014866,Cuso International,Civil Society,NGO,2,Africa,ZW,Zimbabwe,0.0003,Employment policy and administrative management,0.149,533.008358
2009/2010,67149125.0,0,ZW,0,2,0,1,0.79,Operational,0,Canadian Non-Profit Making,41010,0,0,0,0,0,0,0,0,1014866,Cuso International,Civil Society,NGO,2,Africa,ZW,Zimbabwe,0.0003,Environmental policy and administrative management,0.198,708.2929857999999
2009/2010,67149125.0,0,ZW,0,2,0,1,0.79,Operational,0,Canadian Non-Profit Making,99820,0,0,0,0,0,0,0,0,1014866,Cuso International,Civil Society,NGO,2,Africa,ZW,Zimbabwe,0.0003,Promotion of development awareness,0.1,357.7237302
2009/2010,357127.73,0,SS,0,2,0,1,1.0,Closed,0,Canadian Non-Profit Making,11330,0,0,0,0,0,0,0,0,1014871,Chakam School of the Bible Inc.,Civil Society,NGO,2,Africa,SS,South Sudan,1.0,Vocational training,1.0,145859.08
2009/2010,408146.0,0,CA,1,1,0,1,0.6,Closed,0,Canadian Non-Profit Making,11330,1,0,0,0,0,0,0,0,1012701,CAPAIDS Network Inc.,Civil Society,NGO,1,America,CA,Canada,0.1,Vocational training,0.6,5821.2
2009/2010,408146.0,0,CA,1,1,0,1,0.6,Closed,0,Canadian Non-Profit Making,16064,1,0,0,0,0,0,0,0,1012701,CAPAIDS Network Inc.,Civil Society,NGO,1,America,CA,Canada,0.1,Social mitigation of HIV/AIDS,0.2,1940.4
2009/2010,408146.0,0,CA,1,1,0,1,0.6,Closed,0,Canadian Non-Profit Making,32130,1,0,0,0,0,0,0,0,1012701,CAPAIDS Network Inc.,Civil Society,NGO,1,America,CA,Canada,0.1,Small and medium-sized enterprises (SME) development,0.1,970.2
2009/2010,408146.0,0,CA,1,1,0,1,0.6,Closed,0,Canadian Non-Profit Making,99820,1,0,0,0,0,0,0,0,1012701,CAPAIDS Network Inc.,Civil Society,NGO,1,America,CA,Canada,0.1,Promotion of development awareness,0.1,970.2
2009/2010,408146.0,0,ET,1,1,0,1,0.6,Closed,0,Canadian Non-Profit Making,11330,1,0,0,0,0,0,0,0,1012701,CAPAIDS Network Inc.,Civil Society,NGO,2,Africa,ET,Ethiopia,0.3,Vocational training,0.6,17463.6
2009/2010,408146.0,0,ET,1,1,0,1,0.6,Closed,0,Canadian Non-Profit Making,16064,1,0,0,0,0,0,0,0,1012701,CAPAIDS Network Inc.,Civil Society,NGO,2,Africa,ET,Ethiopia,0.3,Social mitigation of HIV/AIDS,0.2,5821.2
2009/2010,408146.0,0,ET,1,1,0,1,0.6,Closed,0,Canadian Non-Profit Making,32130,1,0,0,0,0,0,0,0,1012701,CAPAIDS Network Inc.,Civil Society,NGO,2,Africa,ET,Ethiopia,0.3,Small and medium-sized enterprises (SME) development,0.1,2910.6
2009/2010,408146.0,0,ET,1,1,0,1,0.6,Closed,0,Canadian Non-Profit Making,99820,1,0,0,0,0,0,0,0,1012701,CAPAIDS Network Inc.,Civil Society,NGO,2,Africa,ET,Ethiopia,0.3,Promotion of development awareness,0.1,2910.6
2009/2010,408146.0,0,UG,1,1,0,1,0.6,Closed,0,Canadian Non-Profit Making,11330,1,0,0,0,0,0,0,0,1012701,CAPAIDS Network Inc.,Civil Society,NGO,2,Africa,UG,Uganda,0.6,Vocational training,0.6,34927.2
2009/2010,408146.0,0,UG,1,1,0,1,0.6,Closed,0,Canadian Non-Profit Making,16064,1,0,0,0,0,0,0,0,1012701,CAPAIDS Network Inc.,Civil Society,NGO,2,Africa,UG,Uganda,0.6,Social mitigation of HIV/AIDS,0.2,11642.4
2009/2010,408146.0,0,UG,1,1,0,1,0.6,Closed,0,Canadian Non-Profit Making,32130,1,0,0,0,0,0,0,0,1012701,CAPAIDS Network Inc.,Civil Society,NGO,2,Africa,UG,Uganda,0.6,Small and medium-sized enterprises (SME) development,0.1,5821.2
2009/2010,408146.0,0,UG,1,1,0,1,0.6,Closed,0,Canadian Non-Profit Making,99820,1,0,0,0,0,0,0,0,1012701,CAPAIDS Network Inc.,Civil Society,NGO,2,Africa,UG,Uganda,0.6,Promotion of development awareness,0.1,5821.2
2009/2010,92600.0,0,GY,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,11130,0,0,0,0,0,0,0,0,1014866,Cuso International,Civil Society,NGO,1,America,GY,Guyana,1.0,Teacher training,0.5,1520.0
2009/2010,92600.0,0,GY,0,0,0,1,1.0,Closed,0,Canadian Non-Profit Making,11220,0,0,0,0,0,0,0,0,1014866,Cuso International,Civil Society,NGO,1,America,GY,Guyana,1.0,Primary education,0.5,1520.0
2009/2010,13509370.0,0,CA,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,12240,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,CA,Canada,0.13,Basic nutrition,0.1,26356.147999999997
2009/2010,13509370.0,0,CA,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,CA,Canada,0.13,Democratic participation and civil society,0.6,158136.888
2009/2010,13509370.0,0,CA,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,31194,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,CA,Canada,0.13,Agricultural co-operatives,0.12,31627.3776
2009/2010,13509370.0,0,CA,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,CA,Canada,0.13,Promotion of development awareness,0.18,47441.0664
2009/2010,13509370.0,0,CU,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,12240,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,CU,Cuba,0.07,Basic nutrition,0.1,14191.771999999999
2009/2010,13509370.0,0,CU,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,CU,Cuba,0.07,Democratic participation and civil society,0.6,85150.632
2009/2010,13509370.0,0,CU,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,31194,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,CU,Cuba,0.07,Agricultural co-operatives,0.12,17030.1264
2009/2010,13509370.0,0,CU,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,CU,Cuba,0.07,Promotion of development awareness,0.18,25545.1896
2009/2010,13509370.0,0,ET,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,12240,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,ET,Ethiopia,0.19,Basic nutrition,0.1,38520.524
2009/2010,13509370.0,0,ET,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,ET,Ethiopia,0.19,Democratic participation and civil society,0.6,231123.14399999997
2009/2010,13509370.0,0,ET,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,31194,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,ET,Ethiopia,0.19,Agricultural co-operatives,0.12,46224.6288
2009/2010,13509370.0,0,ET,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,ET,Ethiopia,0.19,Promotion of development awareness,0.18,69336.9432
2009/2010,13509370.0,0,GT,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,12240,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,GT,Guatemala,0.06,Basic nutrition,0.1,12164.376
2009/2010,13509370.0,0,GT,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,GT,Guatemala,0.06,Democratic participation and civil society,0.6,72986.256
2009/2010,13509370.0,0,GT,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,31194,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,GT,Guatemala,0.06,Agricultural co-operatives,0.12,14597.2512
2009/2010,13509370.0,0,GT,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,GT,Guatemala,0.06,Promotion of development awareness,0.18,21895.8768
2009/2010,13509370.0,0,MZ,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,12240,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,MZ,Mozambique,0.08,Basic nutrition,0.1,16219.168
2009/2010,13509370.0,0,MZ,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,MZ,Mozambique,0.08,Democratic participation and civil society,0.6,97315.008
2009/2010,13509370.0,0,MZ,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,31194,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,MZ,Mozambique,0.08,Agricultural co-operatives,0.12,19463.0016
2009/2010,13509370.0,0,MZ,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,MZ,Mozambique,0.08,Promotion of development awareness,0.18,29194.5024
2009/2010,13509370.0,0,,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,12240,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,,Namibia,0.01,Basic nutrition,0.1,2027.396
2009/2010,13509370.0,0,,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,,Namibia,0.01,Democratic participation and civil society,0.6,12164.376
2009/2010,13509370.0,0,,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,31194,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,,Namibia,0.01,Agricultural co-operatives,0.12,2432.8752
2009/2010,13509370.0,0,,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,,Namibia,0.01,Promotion of development awareness,0.18,3649.3128
2009/2010,13509370.0,0,NI,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,12240,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,NI,Nicaragua,0.11,Basic nutrition,0.1,22301.356
2009/2010,13509370.0,0,NI,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,NI,Nicaragua,0.11,Democratic participation and civil society,0.6,133808.136
2009/2010,13509370.0,0,NI,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,31194,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,NI,Nicaragua,0.11,Agricultural co-operatives,0.12,26761.6272
2009/2010,13509370.0,0,NI,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,NI,Nicaragua,0.11,Promotion of development awareness,0.18,40142.4408
2009/2010,13509370.0,0,PK,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,12240,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,3,Asia,PK,Pakistan,0.02,Basic nutrition,0.1,4054.792
2009/2010,13509370.0,0,PK,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,3,Asia,PK,Pakistan,0.02,Democratic participation and civil society,0.6,24328.752
2009/2010,13509370.0,0,PK,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,31194,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,3,Asia,PK,Pakistan,0.02,Agricultural co-operatives,0.12,4865.7504
2009/2010,13509370.0,0,PK,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,3,Asia,PK,Pakistan,0.02,Promotion of development awareness,0.18,7298.6256
2009/2010,13509370.0,0,SV,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,12240,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,SV,El Salvador,0.01,Basic nutrition,0.1,2027.396
2009/2010,13509370.0,0,SV,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,SV,El Salvador,0.01,Democratic participation and civil society,0.6,12164.376
2009/2010,13509370.0,0,SV,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,31194,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,SV,El Salvador,0.01,Agricultural co-operatives,0.12,2432.8752
2009/2010,13509370.0,0,SV,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,1,America,SV,El Salvador,0.01,Promotion of development awareness,0.18,3649.3128
2009/2010,13509370.0,0,TZ,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,12240,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,TZ,"Tanzania,Un Rep",0.08,Basic nutrition,0.1,16219.168
2009/2010,13509370.0,0,TZ,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,TZ,"Tanzania,Un Rep",0.08,Democratic participation and civil society,0.6,97315.008
2009/2010,13509370.0,0,TZ,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,31194,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,TZ,"Tanzania,Un Rep",0.08,Agricultural co-operatives,0.12,19463.0016
2009/2010,13509370.0,0,TZ,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,TZ,"Tanzania,Un Rep",0.08,Promotion of development awareness,0.18,29194.5024
2009/2010,13509370.0,0,ZA,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,12240,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,ZA,South Africa,0.13,Basic nutrition,0.1,26356.147999999997
2009/2010,13509370.0,0,ZA,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,ZA,South Africa,0.13,Democratic participation and civil society,0.6,158136.888
2009/2010,13509370.0,0,ZA,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,31194,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,ZA,South Africa,0.13,Agricultural co-operatives,0.12,31627.3776
2009/2010,13509370.0,0,ZA,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,ZA,South Africa,0.13,Promotion of development awareness,0.18,47441.0664
2009/2010,13509370.0,0,ZW,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,12240,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,ZW,Zimbabwe,0.11,Basic nutrition,0.1,22301.356
2009/2010,13509370.0,0,ZW,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,15150,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,ZW,Zimbabwe,0.11,Democratic participation and civil society,0.6,133808.136
2009/2010,13509370.0,0,ZW,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,31194,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,ZW,Zimbabwe,0.11,Agricultural co-operatives,0.12,26761.6272
2009/2010,13509370.0,0,ZW,0,3,0,1,0.8,Closed,0,Canadian Non-Profit Making,99820,0,0,0,1,0,0,0,0,1000499,Oxfam Canada,Civil Society,NGO,2,Africa,ZW,Zimbabwe,0.11,Promotion of development awareness,0.18,40142.4408
2009/2010,2999687.0,0,BZ,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,11220,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,BZ,Belize,0.0965,Primary education,0.2,10615.0
2009/2010,2999687.0,0,BZ,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,11230,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,BZ,Belize,0.0965,Basic life skills for youth and adults,0.17,9022.75
2009/2010,2999687.0,0,BZ,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12220,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,BZ,Belize,0.0965,Basic health care,0.25,13268.75
2009/2010,2999687.0,0,BZ,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12250,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,BZ,Belize,0.0965,Infectious disease control,0.22,11676.5
2009/2010,2999687.0,0,BZ,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,14031,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,BZ,Belize,0.0965,Basic drinking water supply,0.08,4246.0
2009/2010,2999687.0,0,BZ,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,14032,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,BZ,Belize,0.0965,Basic sanitation,0.08,4246.0
2009/2010,2999687.0,0,CM,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,11220,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,2,Africa,CM,Cameroon,0.0798,Primary education,0.2,8778.0
2009/2010,2999687.0,0,CM,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,11230,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,2,Africa,CM,Cameroon,0.0798,Basic life skills for youth and adults,0.17,7461.3
2009/2010,2999687.0,0,CM,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12220,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,2,Africa,CM,Cameroon,0.0798,Basic health care,0.25,10972.5
2009/2010,2999687.0,0,CM,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12250,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,2,Africa,CM,Cameroon,0.0798,Infectious disease control,0.22,9655.8
2009/2010,2999687.0,0,CM,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,14031,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,2,Africa,CM,Cameroon,0.0798,Basic drinking water supply,0.08,3511.2
2009/2010,2999687.0,0,CM,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,14032,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,2,Africa,CM,Cameroon,0.0798,Basic sanitation,0.08,3511.2
2009/2010,2999687.0,0,GT,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,11220,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,GT,Guatemala,0.1909,Primary education,0.2,20999.0
2009/2010,2999687.0,0,GT,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,11230,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,GT,Guatemala,0.1909,Basic life skills for youth and adults,0.17,17849.15
2009/2010,2999687.0,0,GT,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12220,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,GT,Guatemala,0.1909,Basic health care,0.25,26248.75
2009/2010,2999687.0,0,GT,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12250,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,GT,Guatemala,0.1909,Infectious disease control,0.22,23098.9
2009/2010,2999687.0,0,GT,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,14031,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,GT,Guatemala,0.1909,Basic drinking water supply,0.08,8399.6
2009/2010,2999687.0,0,GT,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,14032,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,GT,Guatemala,0.1909,Basic sanitation,0.08,8399.6
2009/2010,2999687.0,0,HN,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,11220,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,HN,Honduras,0.1631,Primary education,0.2,17941.0
2009/2010,2999687.0,0,HN,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,11230,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,HN,Honduras,0.1631,Basic life skills for youth and adults,0.17,15249.85
2009/2010,2999687.0,0,HN,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12220,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,HN,Honduras,0.1631,Basic health care,0.25,22426.25
2009/2010,2999687.0,0,HN,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12250,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,HN,Honduras,0.1631,Infectious disease control,0.22,19735.1
2009/2010,2999687.0,0,HN,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,14031,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,HN,Honduras,0.1631,Basic drinking water supply,0.08,7176.4
2009/2010,2999687.0,0,HN,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,14032,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,1,America,HN,Honduras,0.1631,Basic sanitation,0.08,7176.4
2009/2010,2999687.0,0,KE,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,11220,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,2,Africa,KE,Kenya,0.1844,Primary education,0.2,20284.0
2009/2010,2999687.0,0,KE,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,11230,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,2,Africa,KE,Kenya,0.1844,Basic life skills for youth and adults,0.17,17241.4
2009/2010,2999687.0,0,KE,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12220,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,2,Africa,KE,Kenya,0.1844,Basic health care,0.25,25355.0
2009/2010,2999687.0,0,KE,0,1,0,1,1.0,Closed,0,Canadian Non-Profit Making,12250,0,0,0,0,0,0,0,0,1001352,Canadian Rotary Collaboration for International Development,Civil Society,NGO,2,Africa,KE,Kenya,0.1844,Infectious disease control,0.22,22312.4
