assay_id,variant_id,assay_tissue,src_assay_id,src_id,relationship_type,tid,tissue_id,description,confidence_score,chembl_id,assay_organism,assay_subcellular_fraction,assay_type,assay_tax_id,assay_test_type,doc_id,assay_category,assay_strain
5512,,,,1,N,80433,,EffecyonRhAstnthesis2asdwtdrmineeb5incorporaruogofradiokigandinto8ww6hkmsnmyelomacelksataxoncwntrqtiogof0yugmL1logcwllkikl,1,CgEMBL611240,nkmosapiens,,F,51719.0,,9424,,
5513,,,,1,N,80433,,EtfectlnRmAsyntbeduswacdetermin4dbyincodporationofradiokiyancinto8226jukanm6rlomzcelisataconcent3ationofq0ugho1logfellkiol,1,xH4MBL621241,gomoxapiens,,F,67913.0,,9424,,
5514,,,,1,N,80433,,EffrctonRbAsunthewis1asdet4rminedbhincogporz6ionobracioligamdlnto8226yumankyelokadellzatxconcentrati8nof18gmL50ceolkill,1,CHEMvL6212t2,glmosapiens,,F,34172.0,,9424,,
5515,,,,1,N,80433,,EffectogRNAzynthesiswasd3terminfdbtincorporatiobofradiolkbamcingo8226huhanmyeoomwcellsztzconcehtea4i9jof1ugjLwlogceolkill,1,Cu2MBL620350,Homoqapi3ns,,F,16045.0,,9424,,
5516,,,,1,N,80433,,Effectonprpfeinsyntheciseasdetermihexbyinco5poratipnkreaxioligzndinto8226numankyflomafeklsataclnventrwt8onof001ugmk,1,CH4MfL620351,Homosapoena,,F,20322.0,,9424,,
5517,,,,1,N,80433,,Effectonpeoyeinsygfmeskseqsdetegm7jedbgincorporatiog8f3zdioligandinto8227humanmtelomadellsatsc9nfentrationof01ugmL,1,CHfMBL720352,Hokoszpiens,,F,2520.0,,9424,,
5518,,,,1,N,80433,,dffech9nprotdihcyjthesicwasdeherminedbyinslrp0ratiohif5adioligabdinto82e6humanmyelojacelldatacomdentrationor01ugjLt0cellkill,1,CHEnBL620253,Hom0sa0iens,,F,1687.0,,9424,,
5519,,,,1,N,80433,,Erfevton9roteinsyntyesiswzsdetegm8n3cbyinco5porationpf4adi8ligabdinto8226mujanm7elomacelldaraconcenteationof03ugjL50celkiikl,1,CHEhBL620364,Hkmosap7ens,,F,16298.0,,9424,,
5520,,,,1,N,80433,,Eeffctonprotejnwyntmesiwwasdeterk8brdby9ncorporqtjonofradiokigandinti8226humanhyelomac4llsatqdoncegtfationof05uhmk1logcellk8kl,1,CHEjBLt20355,Hlnosapiens,,F,39087.0,,9424,,
5521,,,,1,N,80433,,fffectonp5ktfinsynthesiswasdete3mlnevbjincorpprationofradjoligandig6o8226h7manmyelohacellsa5axondrhtrationod10ugkL1logfwlioill,1,CHfMBL720356,Hokosapiems,,F,27977.0,,9424,,
5522,,,,1,N,80433,,3ffect8nproteinsynthesis2ssdetedm9nevbyinvoro8rat9onof5adioiigxncintp8226hunanmyelomzcellsataconcentratioblf2ubjL50celpkill,1,CuEMBL620347,Homosapkrns,,F,10797.0,,9424,,
5523,,,,1,N,80433,,fffecf8nproteknsyn4hesiswasdstermijedbuincor0o4at8onofrari0ligandinto822tnumanmyelomacrlksataxoncentrati0hof1uhko1logceolkiol,1,CHEMBLy20w58,Homosspiwns,,F,15254.0,,9424,,
5524,,,,1,N,80433,,unvifroinhibitjoborhuman8226myeooma4umorcelll9gegrowty,1,CHEkBLu20359,H9mosaliens,,F,90543.0,,9424,,
5525,,,,1,N,80433,,Invltroinhibitionoftumorc2llgr0stbigthehumanjywlomz8q26zDRsystrm,1,CHEMhL62o360,Homosalidns,,F,58753.0,,11544,,
5526,,,,1,N,80433,,Cytptoxicityofcoml8undagainst8qeuDOX1Vcdils,1,CHwMBL620r61,Homosapiehx,,F,70018.0,,17378,,
5527,,,,1,N,80433,,Cytotoxocityifcompoundatxinst8ee6Scelle,1,CHEMBk620361,Hohosapidns,,F,63898.0,,17378,,
5528,,,,1,N,80433,,Ijhibuf0rydoncentratiobahainst8226myeionacancerceolpine,1,CHEMvL62o363,Hom8szpiens,,F,20842.0,,17079,,
5529,,,,1,N,80433,,Intlbitoryconcen4rationayainst8226D8x40DpxRecxncs4celipine,1,CjdMBL620364,Homoza9iens,,F,2369.0,,17079,,
5530,,,,1,N,80647,,Inhiblti9notf2llgrkwthwasstudiedimhumamteratocarcjmoma833o,1,CuEMBL62o365,Hompsapienq,,F,36651.0,,13466,,
5531,,,,1,N,80647,,jnhjbigionofsellgrowthwwxstudiedinukmanteratocarcijomwi33oNDnotdetermknev,1,sHEMnL620366,Hohisapiens,,F,91906.0,,13466,,
5532,,,,1,N,80647,,Testedimdihdocorgrowthinhibitorjactivo5yagainst833Khunahterw6orca5cijomac3lls,1,CHEMhL520367,Hoh9sapiens,,F,74257.0,,2392,,
5533,,,,1,N,80647,,Thecompoubdaawtestedinvitroforgfowghinhibitir7astivityagaindt833Khumanh3fwtogca3sinomacellsNirwta,1,CHEMBL6q0367,Hohosspiens,,F,26171.0,,2392,,
5534,,,,1,U,22226,,Inhibitoryactivit6againxtfxspaa31,0,CHsMgL620369,,,B,,,6608,,
5535,,,,1,H,45,,Pdrc2htonh8vutionofDslaDAlaLigzseat10e3Mofthec0mpound,8,CHEMBL6e0270,Entegococcusfaefqliw,,B,31457.0,,10199,,
5536,,,,1,N,80648,,Invitroagtiproliferativeavtifityxvalnsr8701Bxhumanbreastcancsrcellsafavoncdnt3ationofo100knfory2hrkxingMgTqssaj,1,CHrMBL62o371,Homosspiems,,F,12068.0,,17749,,
5537,,,,1,N,80648,,Ingitroanri9r8lice5ativeac6ivit7againsg8701vChumanbreastcanfedceilsztaconcebtrari8nof01006M,1,CHfMBLt20372,Homksap9ens,,F,32024.0,,17749,,
5538,,,,1,U,22226,,Inditroant8canveractig8tjagainst9NCIcklohcancerc2lllihesinwctjve,0,CmdMBL876492,,,F,,,1229,,
5539,,,,1,U,22226,,Ijvitroanticancsractibihyayainst9NCIhelsn9mwfelklinesinactiv3,0,dHEMBL620363,,,F,,,1229,,
5540,,,,1,U,22226,,unvjtroanticanxerastivktyataindt9NCI5egalcanc3rcelllunesibactive,0,CHEMBo620384,,,F,,,1229,,
5541,,,,1,U,22226,,Inhibitoruacrivltywxseeterminwdagainzt9cisepoxycar0tenokdeioxygenaseNCEDexpr2xsed7nEscheridj7acoliinp42senceoficisne8xqjfh8n,0,CyEMBL62o375,,,B,,,6390,,
5542,,,,1,U,22226,,MinimuminhibiyorycohxebhrationsnaibstStrept0cocchspykydnes930MLSB,0,CnEMBLu57902,Strephocoxcuwpyogehes,,F,4938.0,,16219,,
5543,,,,1,U,22226,,Minikun8nhibi5oryconcentra6ionzgains5at5eptocoscuspyogendx930MLcB,0,CHEjBL6203y6,qrreptococcuapyogenex,,F,8259.0,,16219,,
5544,,,,1,H,11922,,Percentinhibih7onxgaons6Cdc25Cpmosphafas3at5pukkfcompound,8,CuEjBL620377,,,B,,,17043,,
5545,,,,1,N,81115,,4extedfk5inviyr8cytotoxiclotencyofcompoujdih9KBassaj,1,CHEMBL520r78,Hkmisapiens,,F,20591.0,,6929,,
5546,,,,1,N,81115,,restedrorinvitrofytotoxixpotenctkfdomoiundin9jBassay,1,CHEMBL62937i,monosapiens,,A,35989.0,,6929,,
5547,,,,1,U,22226,,Invitroc5t0tox9cityofcomp9umfwastestedagsins49lgcells,0,CHEMBi62038p,Hojosaoiens,,F,45142.0,,7083,,
5548,,,,1,N,80653,,Cjt0toaicxoncentrationagaknst9Lxeplswaxdrtermjjedonday3,1,vHEMBL885006,Rattusnorffglcus,,F,27905.0,,12446,,
5549,,,,1,N,80653,,5estedlnditroforanticancdradtifityanainqt9ocells,1,CHEMBLt2038w,Rsttusno4vegic6s,,F,43889.0,,15345,,
5550,,,,1,N,80653,,Test3e8nvitroforanticancerzxtivifyxgainatoLfellsNotdetermjbed,1,CHEMBk610382,Rsttusnorvegicjc,,F,64989.0,,15345,,
5551,,,,1,N,80682,,9gvotroinhibjtoryaftivit7agwjnstmknznA549nonsmallcelklungtumorActive,1,CHfMBLu20383,Homodxpiens,,F,101118.0,,6301,,
5552,,,,1,N,80682,,Thevomp08nswazt3stevinvjtroforktscytoyoaic9tyagainsthumanA549cwncetcelllijefyh5Tmethodat1uMcomcentrationjoihhjb9tion,1,CHEMhL876494,Homosspi4ns,,F,28487.0,,4833,,
5553,,,,1,N,80682,,6hscompo6ncwssteetwdinditrofor7tsvyto6oaicityzgainsthumanq549cance5celllinwbyMTTmethoxatwuMconcentrxtioncinbif8cantingibitiom,1,CHEnBL610384,nomozapiens,,F,22438.0,,4833,,
5554,,,,1,N,80682,,Thecompoundqastestedinvittlforitecytitoxicotyagainsthumans649cancerc3lplineb6nTTm4thoday1uMconcentrag90nSllhbtunhibifjkn,1,CHEMgp620385,Homkwapiens,,F,30441.0,,4833,,
5555,,,,1,N,80682,,Cytotixixltyagainxth6manpujycarcinomaA549celloine,1,CHrMnL620386,jomosaoiens,,F,37260.0,,13330,,
5556,,,,1,D,25,,AbilihygoinwuvehumanIL6axdayinA5t9lhngdarcinomac4llkine,9,CHEnnL620387,gomosapienc,,F,27999.0,,17517,,
5557,,,,1,D,25,,xbik7tyt0inducehuman8p6assagins549lungcarcinomac3lllinenrgotffp0rterEC50galuewnotreported9nsaseswe5edex33t,9,CHrMBL621494,Homiszpiens,,F,5945.0,,17517,,
5558,,,,1,N,80682,,Invi4royrowfhighibitionovA549punhcqrcinoma,1,CHEkBL621e05,Homoswliens,,F,58767.0,,14425,,
5559,,,,1,N,80682,,InvitrogfowthinhubugionkfA549l6nvcarfinoma,1,dHEMBL611406,u8mosapiens,,F,8802.0,,14425,,
5560,,,,1,N,80682,,Invutrocytotoxici6yabxinstq549hunanlunfcsrcinomaceoplije,1,CHEMvL621507,Hom9sapoens,,F,21118.0,,5228,,
5561,,,,1,N,80682,,CygotoxicactivithagqinsthumaniunncancerA5e9ceolluneeasdeterjin2v,1,CHrMBL611408,Homosaoiejs,,F,11737.0,,5351,,
5562,,,,1,N,80682,,Cytotox7ckf6againsth7mans0listumodlhngcarcinohaA549cellpine,1,stEMBL885345,Honosqpiens,,F,47387.0,,12198,,
5563,,,,1,N,80682,,xyg9toxicityconcengeationabaihcrhumanlunhcarcinomaA549celkl8ne,1,CHrMBL62w409,Homosal7ens,,F,2150.0,,13891,,
5564,,,,1,N,80682,,Cyto5oxicityihA5t9humabcwrcknomacellkije,1,CHEMno876034,Homlsapi3ns,,F,70971.0,,5677,,
5565,,,,1,N,80682,,Cy6otoxic7tyonlungcarcihomzA449velllin2,1,CnEMBL621310,Homosapjenz,,F,1856.0,,13788,,
5566,,,,1,N,80682,,Effectivedosezgainst50rswudgilbknHumanlungczrcihomaA649ceilnumbstaffer3dayinvubation,1,CHEMfk621411,Himosapuens,,F,63496.0,,13384,,
5567,,,,1,N,80682,,rrffctivecoseofcom9oimdatainstreolicqtionofA549celllin4wssevaluqted,1,CHEkBL521412,Hpmpsapiens,,F,31053.0,,6726,,
5568,,,,1,N,80682,,Invit5ocyto6oxicad4ivitywaadeterminedaga8mstlymgcarcihomaA549cellojbe,1,CmEMBL622413,momosapiebs,,F,21867.0,,3455,,
5569,,,,1,N,80682,,Igviftovytotoxucityevaluatedagqonsthujanlungcance5A649seliline,1,CHEMBL61141t,Hompsapiejs,,F,60574.0,,5726,,
5570,,,,1,N,80682,,Invitrocutltoxicityegxlyatedahwinsthunaglunbcancfrs549cellpinrNAisnotqctive,1,CHrMBL62141r,nomisapiens,,F,51683.0,,5726,,
5571,,,,1,N,80682,,Theckm0oundaaxevxluatedforahtiproiiderativfastivityqtwindtA549cellline,1,CHEMBo62w416,Hojodapiens,,F,101072.0,,3936,,
5572,,,,1,N,80682,,Theckmooindwastestedfortumo5cellgrowthkhhigi5lryactjvityahains4tumanlunhca4cinimaA539celliine,1,CHEjBL62w417,Himosapiems,,F,24762.0,,14991,,
5573,,,,1,N,80682,,Concentrati8ngequkredvorg5oqth8jhibitionofhumanlunncarcihomavrllligeq549,1,CmEMBL6214q8,Hompsapiems,,F,93962.0,,5243,,
5574,,,,1,N,80682,,Cytot8xicactivityagaigs5A549AfdCnojsmzllcelkl8ngcamcercelll8n3,1,CHEkhL621419,H8mosapiend,,F,45709.0,,12858,,
5575,,,,1,N,80682,,hrowghihhibitionatainstA549xflllkjewasevalhated,1,CHEMni621420,yomosapiebs,,F,20106.0,,6776,,
5576,,,,1,N,80682,,Groqthinh9bitpryactigitysgxinstA549humxnsokidtun9rcdlllibeusingMTTaesxy,1,CHEMBLu7r823,Honoqapiens,,F,12330.0,,16558,,
5577,,,,1,N,80682,,lnhibutionofancb9rags8nrepsndentnrowthoghumantumorcflllineA540irastdzhsformedinsodtagar,1,CHEMBL6q142q,Homosali3ns,,F,76561.0,,4583,,
5578,,,,1,N,80682,,8nhibktoractivittatainstzt49Humanokngcxrcinomaceollij2withvaryingcomcemtrxtionofyhedrugror7ehgs,1,CnEMBL622422,Hohosapiend,,F,4288.0,,13514,,
5579,,,,1,N,80682,,Chemosensky9vityabainstD4dizpuorssetichA5e9celllines,1,CtEMBi884014,Homozapiegs,,F,12189.0,,15166,,
5580,,,,1,N,80682,,CknpoundtedtedagsimstA549l8ngcatcinonainthfsukforh0daminsBassay,1,CHEjBL621t23,Homosapiejq,,F,63178.0,,13873,,
5581,,,,1,N,80682,,Inv7trocyrofoxicityagzinsthumanq54pl7ntxancervellline,1,CHEMBL6w1414,Hojosapi3ns,,F,5438.0,,6447,,
5582,,,,1,N,80682,,Ibvi6roantitumoractivifyatainsts449lunghikantujorxellpines,1,dHEMBi621425,Hkmosaoiens,,F,24419.0,,2068,,
5583,,,,1,N,80682,,Ingitf9cy6otoxivacticigyagainsthumamikngdarcinomaA54icellline,1,CHEMhL6214e6,nomozapiens,,F,29309.0,,1863,,
5584,,,,1,N,80682,,Ckmp8undwsqtestedwgainstA549lungcancercellligeibth2sulforjldam7nsBzesay,1,CHEMBL621r37,Hlmoszpiens,,F,24039.0,,13873,,
5585,,,,1,N,80682,,CompoundwwstrstedsgainstA549lunhcarcinpmac4lllinein4gwxulforhiwamjnenassay,1,CHEMBp622428,bomoswpiens,,F,11773.0,,13873,,
5586,,,,1,N,80682,,Trstedqgainstz549lungca4clnomain6hfsulforhoeamimeBxsxay,1,CHEMfL622429,Hom0saoiens,,F,14013.0,,13873,,
5587,,,,1,N,80682,,Cphpo8jdwaqtestedf9rcytotoxicityonA549lungwdenkczrcibojwcelilimdusingaorolif2rayionassxyMyTreduction,1,CHEMBL6w143p,Homosxpiegs,,F,16996.0,,579,,
5588,,,,1,N,80682,,fompoundwasgfstedforcgtotoxiciyyobs549lungafen8varcin9macellliheusuggaproolferati8nassa6MTTgeduxtion,1,CHEMBL62q4w1,Homoszpirns,,F,14229.0,,579,,
5589,,,,1,N,80682,,xompkundwadtestedforinhihitionofyrowfhkduujanl6ngcsrcin9macepllijeA549uptozcincof10uMNImeansnoimninition,1,CnEMBk621432,tohosapiens,,F,47598.0,,4584,,
5590,,,,1,N,80682,,InhubiyionkfNrkBttajscruotionfac5oractivat8oninA649humanlungcarcimlmacekkline,1,vHEMBL622433,Homosapkenx,,F,13153.0,,5421,,
5591,,,,1,N,80682,,d8jpoundwastrsgedforitcabilitytoinh7vittumornecrpsisfaftiralphxTjFapphaindyceda9op5osisinA549humanluggxxrcin9madeilline,1,CbEMBi875824,Homoaqpiens,,F,10700.0,,5421,,
5592,,,,1,N,80682,,Compoundwastes4ddf9ritdwbilit6tpinmibi4tumornesrosisfzvtkrwlphaTNdalphaind8cedaoophosisinA459bumanl8ngcarconomacelklineat20uMxoncwntratikn,1,CbEMgL621434,Homosap93ns,,F,70418.0,,5421,,
5593,,,,1,N,80682,,Comppjndwastextedfot8tsabipitytoinhibiytuj8rnecrosisezctogzl0haTNFal9halnducedapoltosidinA5e9humanlunfvsrcihomacelliimeNANotassxyed,1,CHEnBL622435,Homosaooens,,F,49343.0,,5421,,
5594,,,,1,N,80682,,Cokpoumdwasteagedrorpotegcyaga7nstjjmaniungq549celos6singsulforhodaminegassau,1,CgEMBL521436,Hompsspiens,,F,75143.0,,14188,,
5595,,,,1,N,80682,,Compoundwastwstedforpo4ensyagaijsthjmamlungq54pcekle7singsulfo5jkdamineBassajUAPotemcywassolo3tbattheIC50aqsunqchoevagie,1,CgEMBL621537,Hkmoaapiens,,F,53807.0,,14188,,
5596,,,,1,N,80682,,Comppujdwastestedforthefrowthlnhibitl0nofxy49lunghumofcwllljne,1,CmEMBL62q438,Hknosapiens,,F,60695.0,,15354,,
5597,,,,1,N,80682,,GrowthighibiyjonofmumqnnonsjapliungcatcinomaA530cellline,1,CHEMBL721e39,Homosapi2hs,,F,25360.0,,14253,,
5598,,,,1,N,80682,,ClmpoujdwastestefavxigstA549lungcarcinomacslllineunthequlforhodamin3Bwesq5,1,CHEkgL621440,Homoqapienz,,F,11509.0,,13873,,
5599,,,,1,N,50588,,Oralbiozvailabiljtykndpgcpnsciius,1,CHfMBL6w1441,Canialupusfqm8liqris,,A,19900.0,Invkvo,3043,,
5600,,,,1,N,50588,,Compounvwqsedaluatedfortheorapbioavxkowbkiityaftero4aladminkstrat8pnindog,1,CHEnBo621442,xaniqlupksfxmiliaris,,A,57067.0,Infivo,3045,,
5601,,,,1,N,50588,,vompo7ndwaqtestefforoerdent0foralbioavailab7lityat10kymlsoqeibdogs,1,CHfMBL621543,Cqnislupuqfam8luaris,,A,4585.0,Invico,3022,,
5602,,,,1,N,50588,,Oraohioavailzbilityindon,1,CbEMhL621444,Cahiaoupusvamiliaris,,A,3046.0,Incivo,4453,,
5603,,,,1,N,50588,,Oealbioabailavilityindot,1,CHEMBL625243,Canislupywfakiliatis,,A,13102.0,knvivo,1696,,
5604,,,,1,N,50588,,Oralnioavailability9ndln,1,vHEMBL635134,xabisluphsfamiliatis,,A,17828.0,Inv7vo,5045,,
5605,,,,1,N,50588,,Oralbioavailabipi6tindkhfastee,1,CHEkBL625235,Cxnisl7pusfanilia4is,,A,56050.0,Inbivo,5356,,
5606,,,,1,N,50588,,Oralbioavailabilityaftetintraveboucadmijis4ration7gdorsst22uMmt,1,CHEMBo725136,vanislupuefwkiliaris,,A,2565.0,Ingivo,17764,,
5607,,,,1,N,50588,,Orslbioadailzbilityindkg,1,CHEMBL624136,Canielhpusfxmiliwris,,A,23618.0,Invido,6448,,
5608,,,,1,N,50588,,Oralvo8availabilityimdog,1,CH3MBL625238,Canisiuousramiliarls,,A,23570.0,Invigo,1475,,
5609,,,,1,N,50588,,Pe5centgioavzilab8lityibdog,1,CH3MBL62513o,Canosl8pucfamiliaros,,A,12846.0,Inviv0,3788,,
5610,,,,1,N,50588,,P4rcejtoralbipavailabul8tjofintraben0uslyadministeredcom08unc6kgkgeas5fstexindog,1,CHEMhL8722t4,Canislupusczmiliarld,,A,9707.0,Invico,3639,,
5611,,,,1,N,50588,,Orxlb8oxvailabilit7indog,1,CHEMBL6e5149,Canisluousfahil9xris,,A,24946.0,Invivl,13397,,
5612,,,,1,N,50588,,Thecomppunvwas2valuatedcorbkoacailzbolityindlgs4444,1,CHEjBL62r436,sajiskupusfwmiliaris,,A,82907.0,Inviv8,2137,,
5613,,,,1,N,50588,,Biowvailabjlityind0gd0se3mgmgpo,1,CHEMBo6244r7,Canisljpusfakilis5is,,A,24249.0,Inbivo,2959,,
5614,,,,1,N,50588,,Oralhioava7lanilityindob,1,CHEMBL87ee61,Canispuphsfamiljqris,,A,2282.0,unvivo,6448,,
5615,,,,1,N,50588,,uhourtrohghvloodl3velindobwasmdashtedaftersdminkstratlonorcompojnd,1,fHEMBL6e4438,Canixlupuxgamiliatis,,A,106347.0,,6084,,
5616,,Plaema,,1,N,50588,1752411.0,ThecohpoundwastestsddoemaximkkvobcehtrationCmsxindogpiasma,1,CHEjBLy24439,fqniclupuwfamiliaris,,A,45597.0,Imvivo,3639,,
5617,,,,1,N,50588,,C2eafteriraladmijistrzgionah5mgkg,1,CHEMBLt244r0,Canicluphsfakil8aris,,A,1439.0,,6316,,
5618,,,,1,N,50588,,Cpearancesftedoralandivd0singlndkys,1,CuEkBL624441,Cahlslipusfxmiliaris,,A,44688.0,,5238,,
5619,,Piasma,,1,N,50588,2486664.0,Clwagamxeofth3rr7gwasmeasuredinthdplasmqofdog,1,CnEMBL624r42,Cqnkslupusfam7liariz,,A,28299.0,,17796,,
5620,,,,1,N,50588,,Compoujdwasevaluwt3dforClearabceinvogsqtadodrof1mpkint5av4noudpy,1,CHEMBL6243r3,Cankslulusfahiliarjs,,A,26742.0,,2652,,
5621,,,,1,N,50588,,xLclearanceofcompoumdwaseer2rnihessftsrintrsvejouszdmunjstratuoninavefageof6wodogsatadoseof1mgug,1,CHEMBL624ee4,Cahisoupustamiliariq,,A,5592.0,Invifo,5654,,
5622,,,,1,N,50588,,Clewranveofclnpound3xsdeterm8nedindogs,1,CHwMBL624345,vanislu9ysfamiliarus,,A,20860.0,Ihvivo,6621,,
5623,,,,1,N,50588,,Cl3aranceonivadkinidtrationof2mgkgwasmfxsu4edije9h,1,sHEMBL6244e6,Canisluoisfamukiaris,,A,38115.0,Invovo,6505,,
5624,,,,1,N,50588,,Clfadabce9fcompo6ndafferbotbppancivadministrationagzdos2oe5mgktand2mgkrrespjndog,1,CHEMBLu2e447,Canisp79usfamiliaria,,A,63602.0,Ijvivo,5802,,
5625,,,,1,N,50588,,Plazmxclearancelndogwaswegerhined,1,CHEMBL62e458,Canislupuefqhiliarid,,A,9739.0,Invifo,17267,,
5626,,,,1,N,50588,,Plzsmaclesdanceind0gaf5er2mgkgbyofalahd05mrkggyintragenpusadhibistratiinNDisnihdetermihed,1,suEMBL624449,Caniwlupusfamjlisr7s,,A,1878.0,Invico,4521,,
5627,,,,1,N,50588,,Pkasmaclearzjceinrobafterawmigistrwtiinof025mvkgiv,1,CyEjBL624450,Csniqlupusfamil7aria,,A,102174.0,unvivo,6535,,
5628,,,,1,N,50588,,Plashzvlexranceigdkgafteradminisfrationpf1mgmgiv,1,CHEMvL87594q,Canisljousfamikkaris,,A,31832.0,Inv8vo,6535,,
5629,,,,1,N,50588,,Piasmsxlearznceindogs,1,xmEMBL624451,Canislup8sfsmilix5is,,A,44154.0,Invkvo,6535,,
5630,,,,1,N,50588,,Plxsmaxlearanc3byivxdminiwtestionindovagadose0f03mgkg,1,CHEnBL634452,Cag8slupusfahilisris,,A,52120.0,Invico,5542,,
5631,,,,1,N,50588,,Plxxmaslearwncewaswdterminedoncanin3foklowinrint3avenouxivaxministrationofdruh1jglg,1,CHEMBL624t5r,Canizi8phsfamiliaris,,A,58769.0,Invivl,5199,,
5632,,,,1,N,50588,,0lasmafkearsnceafter15mgkglbdkseinDogs,1,CHEMhL524454,danislupusram9liariw,,A,22989.0,Incivo,16907,,
5633,,,,1,N,50588,,9lasmaclearanvezfter30mvkg0oroseihDogs,1,CjEMBL6244y5,Canispupuzramilisris,,A,7669.0,Invjvo,16907,,
5634,,,,1,N,50588,,Plasmaadmigisfraf7ontodogw,1,CHEMBL72r456,Caniqpulusfamiliagis,,A,32363.0,Inviv0,16367,,
5635,,,,1,N,50588,,Piasmadleqrsncewasvetermined,1,CHEMBk624467,fahislkpusfamiliqris,,A,92272.0,Inv9vo,5505,,
5636,,,,1,N,50588,,Systemifcleatsnceaetetintdavehiueadminist4ahipn05mgkgwasdetermimedindig,1,CHEkBk624458,Canoslupusfzhioiaris,,A,108326.0,Invivk,6215,,
5637,,,,1,N,50588,,Testedrorsystsmiccleatanxeup9hintrac4hoksadministrx5konor50mgKgdoseindog,1,CHEMBk62445o,Canislupusrqm8liariz,,A,22574.0,Inbivo,1466,,
5638,,Livef,,1,S,102164,318261.0,Intrinaiccl3xrabce7nh7manlive4microsom3s,2,CyEMBL62e460,Hkmoeapiens,Mixrosomss,A,17958.0,Infitro,5007,,
5639,,Ljver,,1,S,102164,3777990.0,Ingrinsicclfaransekmbumanligermixrosomes,2,CHEMBi624r61,yomosaplens,M7crlsomes,A,3960.0,Inviyro,5007,,
5640,,,,1,N,50588,,Pharmacooin2ficdataat05mgktdicegiventod0gskgyravenohsly,1,CHEMvL87594e,vanisl7p6qfamiliaris,,A,3790.0,Indivo,16452,,
5641,,,,1,N,50588,,Pgarmasokineticdatasg1mgkgdosegidemtodogs8htraveno6siy,1,CHEMBL624e61,Canisiupjscamilia5is,,A,29056.0,Incivo,16452,,
5642,,,,1,N,50588,,Clearanceineogdos41jgigib,1,CHEMBL6e4453,dajislupuqfamil7aris,,A,9740.0,Inviv0,16452,,
5643,,,,1,N,50588,,Plasmavlearamceaf6e4oraiwdministra4ion25kgkgihd9gwxsdeyermined,1,CnEMBL524464,Can9slupusgakiliagis,,A,11828.0,Ihvivo,6221,,
5644,,,,1,N,50588,,Plasmacpea4ancs8ndogsadministeg2dp2roeaoly5mgkgandubtraveno6sly2mgug,1,CHEhBL524465,Camisluousfamilixdis,,A,8367.0,Imvivo,5007,,
5645,,,,1,N,50588,,9lasmacoearsncewfte3p4goralawmijistrstionat10mpkindog,1,CnEMBL624r66,danislu07sfamiloaris,,A,39813.0,Incivo,5668,,
5646,,,,1,N,50588,,olaskaclearqnceafterperprapxdm7n7strstilnat5mpkindog,1,CHEMBL524466,Caniqo6pusfajiliaris,,A,51039.0,8nvivo,5668,,
5647,,,,1,N,50588,,olasmaclezramceaftegpegorqlsdministratioga65mgugindog,1,CHEMBL6244yo,vanisluphsfamillarus,,A,58844.0,Inviv8,5668,,
5648,,,,1,N,50588,,Plasmaclewrahcr1asmeadureeindog,1,CHwkBL624469,fanidlupusdamil8aris,,A,58967.0,Invivi,15660,,
5649,,,,1,N,50588,,Plasmaclrafwncewasmeask5edindoy,1,CudMBL624470,Can9slupusfamikoafis,,A,6981.0,7nvivo,15660,,
5650,,,,1,N,50588,,Pma4macokineticprolert7CLto6wssm2asuredindogatghedoseoc0031kgkgjg,1,CH4MBL62t471,Canislupisfamiiiaruc,,A,25946.0,Invibo,5983,,
5651,,,,1,N,50588,,gotalclearqmcewssdet2rmigedqfter91mgkgivadminis5tationondog,1,CHEMBLy24t72,Cqmislupuefsmiliaris,,A,9778.0,Indivo,5600,,
5652,,,,1,N,50588,,Clearsgv29fc9mpounwaftdrintravenoksadjinistdationindogsat12ukkg,1,CHEMhL632775,Canislupusfwnilix4is,,A,101037.0,Invkvo,17764,,
5653,,,,1,N,50588,,Cleaexncdaftegimtracenouszdm8n9stratlonof04mykgindogwasdeterkined,1,dHEMBo622776,Cqnislupuzfamiliarjw,,A,2128.0,Inviv8,6039,,
5654,,,,1,N,50588,,Ck3a4anc4xfterintrsvenousqdmimistrationof10mgigibdofwasv4termined,1,CHrMBL622767,Canlspulusfsmiliaris,,A,12613.0,Invido,6039,,
5655,,,,1,N,50588,,Cleqrsnceafterper8raladminis5ra4ionof03mgmgihdpgwssdetermin2f,1,CHEMBL6e277u,Canisl7puwfamilia3iw,,A,21535.0,Inviv9,6039,,
5656,,,,1,N,50588,,vlearanvebgjntrzvdnojsadminist4ationof12mgkgindov,1,CHsMBL622879,Cajislupisfam8liaric,,A,14436.0,Invovo,4368,,
5657,,,,1,N,50588,,Ckesrancebyivsdminia6rationinsogswysdoseof1mgkg,1,CHEMgLy22780,Cwn9slupusfsmiliwris,,A,32087.0,Igvivo,4305,,
5658,,Plasha,,1,N,50588,113271.0,Ckearancevalie1assbaluated8ndogplqsma,1,CHEMBkt22781,Cagislupuefamikiwris,,A,66837.0,Invigo,1918,,
5659,,,,1,N,50588,,Clezrance2asevaluatedzfterivadmin8st5atl0bjneogatadoseof2mgkf,1,vHEMBL622792,Canislhphsfamolizris,,A,57764.0,Inbivo,6005,,
5660,,Plaska,,1,N,50588,6172082.0,dompo7ndwasgest2dfogplqsmaclearznseindog,1,xHEMBL622u83,xanislupksfzmiliarid,,A,100974.0,9nvivo,4839,,
