assay_id,assay_subcellular_fraction,assay_test_type,assay_type,tissue_id,assay_tax_id,doc_id,description,assay_category,assay_organism,assay_strain,assay_tissue,assay_cell_type,tid
5378,,,F,,9606.0,17376,Concentration of compound that cause 50% cytotoxicity of A498 renal cancer cell line,,Homo sapiens,,,A498,80021
5379,,,F,,9606.0,16558,Growth inhibitory activity against A498-2LM human solid tumor cell line using MTT assay,,Homo sapiens,,,A498,80021
5380,,,F,,9606.0,5194,Cytotoxicity against human kidney carcinoma cell lines A4982LM,,Homo sapiens,,,A498,80021
5381,,,F,,9606.0,10708,Evaluated for the inhibitory concentration required to cause growth inhibition of A498Rem- renal cell line using the MTT Cytotoxicity Assay,,Homo sapiens,,,A498,80021
5382,,,F,,9606.0,16880,Antiproliferative activity in vitro against A549 (human non-small lung carcinoma) cell line.,,Homo sapiens,,,A549,80682
5383,,,F,,9606.0,10196,Antitumor activity against A549 human lung carcinoma cell line,,Homo sapiens,,,A549,80682
5384,,,F,,9606.0,10196,Antitumor activity against A549 human lung carcinoma cell line in experiment 1,,Homo sapiens,,,A549,80682
5385,,,F,,9606.0,10196,Antitumor activity against A549 human lung carcinoma cell line in experiment 2,,Homo sapiens,,,A549,80682
5386,,,F,,9606.0,12083,"Concentration required to inhibit tumor growth in A549, human lung carcinoma (NSCLC) cell line",,Homo sapiens,,,A549,80682
5387,,,F,,9606.0,16464,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay,,Homo sapiens,,,A549,80682
5388,,,F,,9606.0,16464,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,Homo sapiens,,,A549,80682
5389,,,F,,9606.0,16470,In vitro cytotoxic activity against human lung A549 cell line,,Homo sapiens,,,A549,80682
5390,,,F,,9606.0,16470,In vitro cytotoxic activity against human lung A549 cell line ( standard deviation in parenthesis),,Homo sapiens,,,A549,80682
5391,,,F,,9606.0,16470,In vitro cytotoxic activity against human lung A549 cell line),,Homo sapiens,,,A549,80682
5392,,,F,,9606.0,16470,In vitro cytotoxic activity against human lung A549 cell line;NT is not tested,,Homo sapiens,,,A549,80682
5393,,,F,,9606.0,16582,In vitro cytotoxicity against human non small-cell-lung cell line A549.,,Homo sapiens,,,A549,80682
5394,,,F,,9606.0,15935,"In vitro growth inhibition of human lung carcinoma cell line, A549 with low levels of folate receptors",,Homo sapiens,,,A549,80682
5395,,,F,,9606.0,15935,"In vitro growth inhibition of human lung carcinoma cell line, A549 with low levels of folate receptors in folate deficient medium",,Homo sapiens,,,A549,80682
5396,,,F,,9606.0,16597,Inhibition of A549 human lung carcinoma cell proliferation,,Homo sapiens,,,A549,80682
5397,,,F,,9606.0,17376,Inhibitory activity against A549 lung adenocarcinoma cell line,,Homo sapiens,,,A549,80682
5398,,,F,,9606.0,16496,Inhibitory concentration required to reduce A549 tumor cell growth by 50% in MTT assay,,Homo sapiens,,,A549,80682
5399,,,F,,9606.0,16152,in vitro anticancer activity against cultured A549 human tumor(lung) cell line,,Homo sapiens,,,A549,80682
5400,,,F,,9606.0,16152,in vitro inhibition of tumor cell growth in cultured A549 human tumor cell line,,Homo sapiens,,,A549,80682
5401,,,F,,9606.0,16464,Cytotoxicity against A549 nonsmall lung cell line using MTT colorimetric assay; NE is no effect at 1x 10 E-5,,Homo sapiens,,,A549,80682
5402,,,F,,9606.0,2288,Cytotoxicity was evaluated against A549 non-small cell lung carcinoma human cancer cell line,,Homo sapiens,,,A549,80682
5403,,,F,,9606.0,17350,Compound was tested for antiproliferative activity against human A549 cancer cell lines using MTT assay,,Homo sapiens,,,A549,80682
5404,,,F,,9606.0,4090,Inhibition of A549 cancer cell proliferation,,Homo sapiens,,,A549,80682
5405,,,F,,9606.0,4090,Inhibition of A549 cancer cell proliferation (Not tested),,Homo sapiens,,,A549,80682
5406,,,F,,9606.0,17350,Compound was tested for antiproliferative activity against human A549 cancer cell lines using MTT assay,,Homo sapiens,,,A549,80682
5407,,,F,,9606.0,4197,In vitro inhibitory concentration required against human lung A549 carcinoma cells proliferation,,Homo sapiens,,,A549,80682
5408,,,F,,9606.0,17072,Antiproliferative potency determined as inhibitory concentration against A549 cells,,Homo sapiens,,,A549,80682
5409,,,F,,9606.0,17072,Percent assembly of bovine brain tubulin induced by compound at 10 uM versus that caused by 10 uM paclitaxel,,Homo sapiens,,,A549,80682
5410,,,F,,9606.0,5194,Cytotoxicity against Renal cell lines A549 was determined,,Homo sapiens,,,A549,80682
5411,,,A,,9615.0,4257,Area under curve was determined in dog after a 3 mg/kg of oral dose,,Canis lupus familiaris,,,,50588
5412,,,A,,9615.0,6123,Area under curve was determined in dog after oral administration at 1 mg/kg,,Canis lupus familiaris,,,,50588
5413,,,A,,9615.0,1337,Area under curve was determined in dogs after oral administration (10 mg/kg) as a 0.05 M citric acid solution.,,Canis lupus familiaris,,,,50588
5414,,,A,,9615.0,1337,Area under curve was determined in dogs after oral administration (8 mg/kg) as a 0.05 M citric acid solution.,,Canis lupus familiaris,,,,50588
5415,,,A,,9615.0,8833,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of ( 0-2 mins),,Canis lupus familiaris,,,,50588
5416,,,A,,9615.0,8833,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of ( 0-5 mins),,Canis lupus familiaris,,,,50588
5417,,,A,,9615.0,8833,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of (0-15 mins),,Canis lupus familiaris,,,,50588
5418,,,A,,9615.0,8833,Area under increased blood flow curve (AUC) at 1 microg ia at a duration of( 0-120 mins),,Canis lupus familiaris,,,,50588
5419,,,A,1969.0,9615.0,17657,Area under plasma concentration time curve in dog upon oral administration,,Canis lupus familiaris,,Plasma,,50588
5420,,,A,1969.0,9615.0,17650,Area under plasma concentration time curve was measured in dogs after an oral dose of 10 uM/kg,,Canis lupus familiaris,,Plasma,,50588
5421,,,A,,9615.0,1977,Area under the curve for compound was evaluated in dog at a dose of 10 mg/kg.,,Canis lupus familiaris,,,,50588
5422,,,A,,9615.0,1977,Area under the curve for compound was evaluated in dog at a dose of 20 mg/kg.,,Canis lupus familiaris,,,,50588
5423,,,A,,9615.0,3132,Area under the curve for the compound was obtained when tested in dog,,Canis lupus familiaris,,,,50588
5424,,,A,,9615.0,5473,Area under the curve at a dose of 1 mg/kg,,Canis lupus familiaris,,,,50588
5425,,,A,,9615.0,5474,Area under the curve at a dose of 1 mg/kg (oral),,Canis lupus familiaris,,,,50588
5426,,,A,,9615.0,5474,Area under the curve at i.v. dose of 0.2 mg/kg,,Canis lupus familiaris,,,,50588
5427,,,A,,9615.0,6062,Area under the curve was measured in dog after an iv dose of 1 mg/kg,,Canis lupus familiaris,,,,50588
5428,,,A,,9615.0,4709,Bioavailability from area under the curve at time 0 to infinity after intravenous administration of 1 mg/kg in dog,,Canis lupus familiaris,,,,50588
5429,,,A,,9615.0,2652,Compound was evaluated for area under curve (total concentration) in dogs at a dose of 1 mpk perorally,,Canis lupus familiaris,,,,50588
5430,,,A,,9615.0,2652,Compound was evaluated for area under curve (total concentration) in dogs at a dose of 5 mpk perorally,,Canis lupus familiaris,,,,50588
5431,,,A,,9615.0,2877,Compound was evaluated for area under the curve in dog blood.,,Canis lupus familiaris,,,,50588
5432,,,A,,9615.0,5444,In vivo area under curve was calculated by peroral administration at 1 mg/kg in fasted dog,,Canis lupus familiaris,,,,50588
5433,,,A,1969.0,9615.0,5130,AUC in dog after oral dose (1 mg/kg),,Canis lupus familiaris,,Plasma,,50588
5434,,,A,,9615.0,6265,Pharmacokinetic (PK) property (AUC) was determined in dog at the single oral dose of 1 mg/kg,,Canis lupus familiaris,,,,50588
5435,,,A,,9615.0,4657,"Pharmacokinetic data in dogs at dose of 1 mg/kg perorally, and the area under curve (AUC) was reported.",,Canis lupus familiaris,,,,50588
5436,,,A,,9615.0,16367,Pharmacokinetic parameter AUC after intravenous administration to dogs,,Canis lupus familiaris,,,,50588
5437,,,A,,9615.0,16367,Pharmacokinetic parameter AUC after oral administration to dogs,,Canis lupus familiaris,,,,50588
5438,,,A,,9615.0,9579,Pharmacokinetic parameter AUC was determined in dog after oral administration of 17b,,Canis lupus familiaris,,,,50588
5439,,,A,,9615.0,9579,Pharmacokinetic parameter AUC was determined in dog after oral administration of 2b,,Canis lupus familiaris,,,,50588
5440,,,A,,9615.0,5983,Pharmacokinetic property (AUC) was measured in dog at the dose of 0.032 mg/kg p.o.,,Canis lupus familiaris,,,,50588
5441,,,A,,9615.0,6241,Pharmacokinetic property in dogs after oral administration at 1 mg/kg,,Canis lupus familiaris,,,,50588
5442,,,A,,9615.0,5313,"Tested for the pharmacokinetic data, area under the curve of concentration versus time in dog",,Canis lupus familiaris,,,,50588
5443,,,A,,9615.0,5313,"Tested for the pharmacokinetic data, area under the curve of concentration versus time in dog at dosage of 10 mpk",,Canis lupus familiaris,,,,50588
5444,,,A,,9615.0,6642,Oral AUCN in dog ( (dosed as a mixture of five compounds at 0.5 mpk each via iv only),,Canis lupus familiaris,,,,50588
5445,,,A,,9615.0,6642,Oral AUCN in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),,Canis lupus familiaris,,,,50588
5446,,,A,,9615.0,6641,Oral AUCN in dog (dosed at 0.5 mpk iv ),,Canis lupus familiaris,,,,50588
5447,,,A,,9615.0,6642,Oral AUCN in dog (dosed at 0.5 mpk iv ),,Canis lupus familiaris,,,,50588
5448,,,A,,9615.0,17791,Compound was evaluated for oral bioavailability in dog; 90-100,,Canis lupus familiaris,,,,50588
5449,,,A,,9615.0,17655,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay,,Canis lupus familiaris,,,,50588
5450,,,A,,9615.0,17655,Compound was tested for its cell permeability in the Madin-Darby canine kidney cell monolayer transport assay; Not determined,,Canis lupus familiaris,,,,50588
5451,,,A,,9615.0,6596,PAPP (membrane permeability) in dog kidney cell monolayer assay,,Canis lupus familiaris,,,,50588
5452,,,A,,9615.0,3880,Oral bioavailability in dog,,Canis lupus familiaris,,,,50588
5453,,,A,,9615.0,16367,Bioavailability administered orally at a dose of 10 mg/kg to dogs,,Canis lupus familiaris,,,,50588
5454,,,A,1969.0,9615.0,17409,Plasma protein binding towards dog plasma at 10 uM,,Canis lupus familiaris,,Plasma,,50588
5455,,,A,1969.0,9615.0,17409,Plasma protein binding towards dog plasma at 100 uM,,Canis lupus familiaris,,Plasma,,50588
5456,,In vivo,A,,9615.0,2959,Bioavailability in dog (dose 4 mg/kg p.o.),,Canis lupus familiaris,,,,50588
5457,,In vivo,A,,9615.0,13501,Bioavailability was determined after oral administration of compound 18 at a dose of 2 mg/kg to dog,,Canis lupus familiaris,,,,50588
5458,,In vivo,A,,9615.0,4527,Bioavailability by oral administration at a dose of 10 uM/kg in dog was determined,,Canis lupus familiaris,,,,50588
5459,,In vivo,A,,9615.0,15145,Bioavailability in dogs,,Canis lupus familiaris,,,,50588
5460,,In vivo,A,,9615.0,4219,Bioavailability,,Canis lupus familiaris,,,,50588
5461,,In vivo,A,,9615.0,17538,Oral bioavailability in dog (dose 10 mg/kg),,Canis lupus familiaris,,,,50588
5462,,In vivo,A,,9615.0,17538,Bioavailability in dog after po administration at a dose of 10 mg/kg; nd is not determined,,Canis lupus familiaris,,,,50588
5463,,In vivo,A,,9615.0,1466,Bioavailability in dog (dose 10.0 mg/kg p.o.),,Canis lupus familiaris,,,,50588
5464,,In vivo,A,,9615.0,17650,Bioavailability was measured in dogs after an oral dose of 10 uM/kg,,Canis lupus familiaris,,,,50588
5465,,In vivo,A,,9615.0,3132,Bioavailability was obtained by the comparison of AUC of intravenous dosing and AUC of oral dosing in dog,,Canis lupus familiaris,,,,50588
5466,,,A,,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice kidney upon intraveneous administration at 2.6 gmol/mice after 3 hour,,Mus sp.,,,,22224
5467,,,A,2107.0,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 1 hour,,Mus sp.,,Liver,,22224
5468,,,A,2107.0,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 24 hour,,Mus sp.,,Liver,,22224
5469,,,A,2107.0,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice liver upon intraveneous administration at 2.6 gmol/mice after 3 hour,,Mus sp.,,Liver,,22224
5470,,,A,,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 1 hour,,Mus sp.,,,,22224
5471,,,A,,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice lungs upon intraveneous administration at 2.6 gmol/mice after 3 hour,,Mus sp.,,,,22224
5472,,,A,2385.0,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 1 hour,,Mus sp.,,Muscle tissue,,22224
5473,,,A,2385.0,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 24 hour,,Mus sp.,,Muscle tissue,,22224
5474,,,A,2385.0,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice muscle upon intraveneous administration at 2.6 gmol/mice after 3 hour,,Mus sp.,,Muscle tissue,,22224
5475,,,A,2106.0,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 1 hour,,Mus sp.,,Spleen,,22224
5476,,,A,2106.0,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice spleen upon intraveneous administration at 2.6 gmol/mice after 3 hour,,Mus sp.,,Spleen,,22224
5477,,,A,,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 1 hour,,Mus sp.,,,,22224
5478,,,A,,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 24 hour,,Mus sp.,,,,22224
5479,,,A,,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice upon intraveneous administration at 2.6 gmol/mice after 3 hour,,Mus sp.,,,,22224
5480,,,A,,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 24 hour,,Mus sp.,,,,22224
5481,,,A,,10095.0,2413,Compound was evaluated for the biodistribution of tumor-imaging agent in B16 melanoma bearing mice uvea upon intraveneous administration at 2.6 gmol/mice after 3 hour,,Mus sp.,,,,22224
5482,,,A,,9527.0,17827,Compound (i.v.) was evaluated for elimination rate constants in brainstem of rhesus monkeys (Radiolabeled compound),,Cercopithecidae,,,,22224
5483,,,A,2037.0,9527.0,17827,Compound (i.v.) was evaluated for elimination rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),,Cercopithecidae,,Cerebellum,,22224
5484,,,A,1870.0,9527.0,17827,Compound (i.v.) was evaluated for elimination rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),,Cercopithecidae,,Frontal cortex,,22224
5485,,,A,,9527.0,17827,Compound (i.v.) was evaluated for elimination rate constants in jaw bone of rhesus monkeys; NA = not active (Radiolabeled compound),,Cercopithecidae,,,,22224
5486,,,A,2435.0,9527.0,17827,Compound (i.v.) was evaluated for elimination rate constants in striatum of rhesus monkey (Radiolabeled compound),,Cercopithecidae,,Striatum,,22224
5487,,,A,,9527.0,17827,Compound (i.v.) was evaluated for uptake rate constants in brainstem of rhesus monkeys (Radiolabeled compound),,Cercopithecidae,,,,22224
5488,,,A,2037.0,9527.0,17827,Compound (i.v.) was evaluated for uptake rate constants in cerebellum of rhesus monkeys (Radiolabeled compound),,Cercopithecidae,,Cerebellum,,22224
5489,,,A,1870.0,9527.0,17827,Compound (i.v.) was evaluated for uptake rate constants in frontal cortex of rhesus monkey (Radiolabeled compound),,Cercopithecidae,,Frontal cortex,,22224
5490,,,A,,9527.0,17827,Compound (i.v.) was evaluated for uptake rate constants in jaw bone of rhesus monkey (Radiolabeled compound),,Cercopithecidae,,,,22224
5491,,,A,2435.0,9527.0,17827,Compound (i.v.) was evaluated for uptake rate constants in striatum of rhesus monkeys (Radiolabeled compound),,Cercopithecidae,,Striatum,,22224
5492,,,A,,9527.0,17791,Compound was evaluated for oral bioavailability in rats,,Cercopithecidae,,,,22224
5493,,In vivo,A,1969.0,9527.0,17667,Maximum concentration of compound found in plasma at 5 mg/kg after oral administration,,Cercopithecidae,,Plasma,,22224
5494,,,A,,9527.0,17791,Half life period was evaluated in monkey,,Cercopithecidae,,,,22224
5495,,In vivo,A,,9527.0,110,Half-life in rhesus monkeys by intravenous administration of dose,,Cercopithecidae,,,,22224
5496,,,A,1969.0,10090.0,5781,AUC (0-6 hr) after oral administration at 30 mg/kg in ICR mouse,,Mus musculus,,Plasma,,50594
5497,,,A,1969.0,10090.0,17734,AUC after intraperitoneal administration of 100 mg/kg in mice,,Mus musculus,,Plasma,,50594
5498,,,A,1969.0,10090.0,17718,AUC value was determined after oral administration,,Mus musculus,,Plasma,,50594
5499,,,A,,10090.0,4573,Area under curve (AUC) determined at a dose 10 mg/kg administered intraperitoneally to mice,,Mus musculus,,,,50594
5500,,,A,,10090.0,3277,Area under curve (AUC) was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),,Mus musculus,,,,50594
5501,,,A,,10090.0,2862,Area under curve by ioral administration in mouse,,Mus musculus,,,,50594
5502,,,A,,10090.0,2862,Area under curve by iv administration in mouse,,Mus musculus,,,,50594
5503,,,A,,10090.0,5951,Area under curve at 0-8 hr in IRC mice after peroral administration,,Mus musculus,,,,50594
5504,,,A,,10090.0,17729,Area under curve when injected i.p. in mice at a dose of 50 mg/kg,,Mus musculus,,,,50594
5505,,,A,,10090.0,17728,Area under curve when injected intraperitoneally in BALB/C mice at a dose of 20 mg/kg,,Mus musculus,,,,50594
5506,,,A,,10090.0,17728,Area under curve when injected intravenously in BALB/C mice at a dose of 20 mg/kg,,Mus musculus,,,,50594
5507,,,A,,10090.0,17729,Area under curve when injected intravenously in mice at a dose of 20 mg/kg,,Mus musculus,,,,50594
5508,,,F,,9606.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,,Homo sapiens,,,RPMI-8226,80433
5509,,,F,,9606.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,,Homo sapiens,,,RPMI-8226,80433
5510,,,F,,9606.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),,Homo sapiens,,,RPMI-8226,80433
5511,,,F,,9606.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),,Homo sapiens,,,RPMI-8226,80433
5512,,,F,,9606.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),,Homo sapiens,,,RPMI-8226,80433
5513,,,F,,9606.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),,Homo sapiens,,,RPMI-8226,80433
5514,,,F,,9606.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),,Homo sapiens,,,RPMI-8226,80433
5515,,,F,,9606.0,9424,Effect on RNA synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),,Homo sapiens,,,RPMI-8226,80433
5516,,,F,,9606.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.01 ug/mL,,Homo sapiens,,,RPMI-8226,80433
5517,,,F,,9606.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL,,Homo sapiens,,,RPMI-8226,80433
5518,,,F,,9606.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.1 ug/mL (*: >50% cell kill),,Homo sapiens,,,RPMI-8226,80433
5519,,,F,,9606.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.3 ug/mL (*: >50% cell kill),,Homo sapiens,,,RPMI-8226,80433
5520,,,F,,9606.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 0.5 ug/mL. (*: >1 log cell kill),,Homo sapiens,,,RPMI-8226,80433
5521,,,F,,9606.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 10 ug/mL (*: >1 log cell kill),,Homo sapiens,,,RPMI-8226,80433
5522,,,F,,9606.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >50% cell kill),,Homo sapiens,,,RPMI-8226,80433
5523,,,F,,9606.0,9424,Effect on protein synthesis was determined by incorporation of radioligand into 8226 human myeloma cells at a concentration of 1 ug/mL. (*: >1 log cell kill),,Homo sapiens,,,RPMI-8226,80433
5524,,,F,,9606.0,9424,In vitro inhibition of human 8226 myeloma tumor cell line growth.,,Homo sapiens,,,RPMI-8226,80433
5525,,,F,,9606.0,11544,In vitro inhibition of tumor cell growth in the human myeloma 8226/ADR system.,,Homo sapiens,,,RPMI-8226,80433
5526,,,F,,9606.0,17378,Cytotoxicity of compound against 8226/DOX1V cells,,Homo sapiens,,,RPMI-8226,80433
5527,,,F,,9606.0,17378,Cytotoxicity of compound against 8226/S cells,,Homo sapiens,,,RPMI-8226,80433
5528,,,F,,9606.0,17079,Inhibitory concentration against 8226 myeloma cancer cell line,,Homo sapiens,,,RPMI-8226,80433
5529,,,F,,9606.0,17079,Inhibitory concentration against 8226/Dox40 (Dox-Re) cancer cell line,,Homo sapiens,,,RPMI-8226,80433
5530,,,F,,9606.0,13466,Inhibition of cell growth was studied in human teratocarcinoma (833K).,,Homo sapiens,,,833K,80647
5531,,,F,,9606.0,13466,Inhibition of cell growth was studied in human teratocarcinoma (833K); ND ='not determined',,Homo sapiens,,,833K,80647
5532,,,F,,9606.0,2392,Tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells,,Homo sapiens,,,833K,80647
5533,,,F,,9606.0,2392,The compound was tested in vitro for growth inhibitory activity against 833K (human teratorcarcinoma) cells; No data,,Homo sapiens,,,833K,80647
5534,,,B,,,6608,Inhibitory activity against caspase-1,,,,,,22226
5535,,,B,,1351.0,10199,Percent inhibition of DAla-DAla Ligase at 10e -3 M of the compound,,Enterococcus faecalis,,,,45
5536,,,F,,9606.0,17749,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM) for 72 hr using MTT assay,,Homo sapiens,,,8701-BC,80648
5537,,,F,,9606.0,17749,In vitro antiproliferative activity against 8701-BC human breast cancer cells at a concentration of (0-100 uM,,Homo sapiens,,,8701-BC,80648
5538,,,F,,,1229,In vitro anticancer activity against 9 NCI colon cancer cell lines; inactive,,,,,,22226
5539,,,F,,,1229,In vitro anticancer activity against 9 NCI melanoma cell lines; inactive,,,,,,22226
5540,,,F,,,1229,In vitro anticancer activity against 9 NCI renal cancer cell lines; inactive,,,,,,22226
5541,,,B,,,6390,Inhibitory activity was determined against 9-cis-epoxycarotenoid dioxygenase (NCED) expressed in Escherichia coli in presence of 9''-cis-neo-xanthin,,,,,,22226
5542,,,F,,1314.0,16219,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,,Streptococcus pyogenes,,,,22226
5543,,,F,,1314.0,16219,Minimum inhibitory concentration against Streptococcus pyogenes 930MLSB,,Streptococcus pyogenes,,,,22226
5544,,,B,,,17043,Percent inhibition against Cdc25C phosphatase at 50 uM of compound,,,,,,11922
5545,,,F,,9606.0,6929,Tested for in vitro cytotoxic potency of compound in 9KB assay,,Homo sapiens,,,KB ,81115
5546,,,A,,9606.0,6929,Tested for in vitro cytotoxic potency of compound in 9KB assay,,Homo sapiens,,,KB ,81115
5547,,,F,,9606.0,7083,In vitro cytotoxicity of compound was tested against 9KB cells.,,Homo sapiens,,,,22226
5548,,,F,,10116.0,12446,Cytotoxic concentration against 9L cells was determined on day 3,,Rattus norvegicus,,,9L,80653
5549,,,F,,10116.0,15345,Tested in vitro for anticancer activity against 9L cells,,Rattus norvegicus,,,9L,80653
5550,,,F,,10116.0,15345,Tested in vitro for anticancer activity against 9L cells; Not determined,,Rattus norvegicus,,,9L,80653
5551,,,F,,9606.0,6301,In vitro inhibitory activity against human A549 non-small cell lung tumor; Active,,Homo sapiens,,,A549,80682
5552,,,F,,9606.0,4833,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; No inhibition,,Homo sapiens,,,A549,80682
5553,,,F,,9606.0,4833,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Significant inhibition,,Homo sapiens,,,A549,80682
5554,,,F,,9606.0,4833,The compound was tested in vitro for its cytotoxicity against human A-549 cancer cell line by MTT method at 1 uM concentration; Slight inhibition,,Homo sapiens,,,A549,80682
5555,,,F,,9606.0,13330,Cytotoxicity against human lung carcinoma A549 cell line,,Homo sapiens,,,A549,80682
5556,,,F,,9606.0,17517,Ability to induce human IL-6 assay in A549 lung carcinoma cell line.,,Homo sapiens,,,A549,25
5557,,,F,,9606.0,17517,"Ability to induce human IL-6 assay in A549 lung carcinoma cell line; n.r.: not reported, EC50 values not reported in cases were %dex e 35%.",,Homo sapiens,,,A549,25
5558,,,F,,9606.0,14425,"In vitro growth inhibition of A549, lung carcinoma",,Homo sapiens,,,A549,80682
5559,,,F,,9606.0,14425,"In vitro growth inhibition of A549, lung carcinoma.",,Homo sapiens,,,A549,80682
5560,,,F,,9606.0,5228,In vitro cytotoxicity against A549 (human lung carcinoma) cell line.,,Homo sapiens,,,A549,80682
5561,,,F,,9606.0,5351,Cytotoxic activity against human lung cancer A549 cell line was determined,,Homo sapiens,,,A549,80682
5562,,,F,,9606.0,12198,Cytotoxicity against human solid tumor lung carcinoma A549 cell line,,Homo sapiens,,,A549,80682
5563,,,F,,9606.0,13891,Cytotoxicity concentration against human lung carcinoma A-549 cell line,,Homo sapiens,,,A549,80682
5564,,,F,,9606.0,5677,Cytotoxicity in A549 (human carcinoma) cell line.,,Homo sapiens,,,A549,80682
5565,,,F,,9606.0,13788,Cytotoxicity on lung carcinoma (A-549) cell line,,Homo sapiens,,,A549,80682
5566,,,F,,9606.0,13384,Effective dose against 50% reduction in Human lung carcinoma (A-549) cell number after 3-day incubation.,,Homo sapiens,,,A549,80682
5567,,,F,,9606.0,6726,Effective dose of compound against replication of A549 cell line was evaluated,,Homo sapiens,,,A549,80682
5568,,,F,,9606.0,3455,In vitro cytotoxic activity was determined against lung carcinoma (A549) cell line,,Homo sapiens,,,A549,80682
5569,,,F,,9606.0,5726,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line),,Homo sapiens,,,A549,80682
5570,,,F,,9606.0,5726,In vitro cytotoxicity evaluated against human lung cancer (A549 cell line); NA is not active,,Homo sapiens,,,A549,80682
