assays_ss_d,assays_ss_sbclllr_frctn,assays_ss_strn,assays_ss_tst_tp,assays_ss_tx_d,assays_tss_d,assays_src_ss_d,assays_vrnt_d,assays_td,assays_ss_ctgr,assays_src_d,assays_rltnshp_tp,assays_cnfdnc_scr,assays_crtd_b,assays_chmbl_d,assays_cll_d,assays_b_frmt
10995,,,In vivo,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL627055,,BAO_0000218
10996,,,In vivo,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL627056,,BAO_0000218
10997,,,In vivo,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL627057,,BAO_0000218
10998,,,In vivo,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL627058,,BAO_0000218
10999,,,In vivo,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL626211,,BAO_0000218
11000,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL626212,,BAO_0000218
11001,,,In vivo,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL626213,,BAO_0000218
11002,,,In vivo,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL626214,,BAO_0000218
11003,,,In vivo,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL626215,,BAO_0000218
11004,,,In vivo,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL626216,,BAO_0000218
11005,,,In vivo,,178.0,,,22224,,1,U,0,Autocuration,CHEMBL626217,,BAO_0000218
11006,,,In vivo,,178.0,,,22224,,1,U,0,Autocuration,CHEMBL626218,,BAO_0000218
11007,,,In vivo,,178.0,,,22224,,1,U,0,Autocuration,CHEMBL626219,,BAO_0000218
11008,,,In vivo,,178.0,,,22224,,1,U,0,Autocuration,CHEMBL626220,,BAO_0000218
11009,,,In vivo,,178.0,,,22224,,1,U,0,Autocuration,CHEMBL626221,,BAO_0000218
11010,,,In vivo,,178.0,,,22224,,1,U,0,Autocuration,CHEMBL626222,,BAO_0000218
11011,,,In vivo,10141.0,,,,50512,,1,N,1,Intermediate,CHEMBL626223,,BAO_0000218
11012,,,In vivo,10141.0,,,,50512,,1,N,1,Intermediate,CHEMBL626224,,BAO_0000218
11013,,,In vivo,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL626225,,BAO_0000218
11014,,,In vivo,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL626226,,BAO_0000218
11015,,,In vivo,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL626227,,BAO_0000218
11016,,,In vivo,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL626228,,BAO_0000218
11017,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626229,,BAO_0000218
11018,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626921,,BAO_0000218
11019,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL876793,,BAO_0000218
11020,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL625309,,BAO_0000218
11021,,,In vivo,1423.0,,,,50278,,1,N,1,Intermediate,CHEMBL625310,,BAO_0000218
11022,,,In vivo,314293.0,,,,22224,,1,U,0,Autocuration,CHEMBL625311,,BAO_0000218
11023,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL625312,,BAO_0000218
11024,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL625313,,BAO_0000218
11025,,,In vivo,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL625314,,BAO_0000218
11026,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL625315,,BAO_0000218
11027,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL625316,,BAO_0000218
11028,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL625317,,BAO_0000218
11029,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL625318,,BAO_0000218
11030,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL625319,,BAO_0000218
11031,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL625320,,BAO_0000218
11032,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL625321,,BAO_0000218
11033,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL625322,,BAO_0000218
11034,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL876801,,BAO_0000218
11035,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL625323,,BAO_0000218
11036,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL625324,,BAO_0000218
11037,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL625325,,BAO_0000218
11038,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL625326,,BAO_0000218
11039,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL625327,,BAO_0000218
11040,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL625328,,BAO_0000218
11041,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL625329,,BAO_0000218
11042,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL625330,,BAO_0000218
11043,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627774,,BAO_0000218
11044,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627775,,BAO_0000218
11045,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627949,,BAO_0000218
11046,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627950,,BAO_0000218
11047,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627951,,BAO_0000218
11048,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627952,,BAO_0000218
11049,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627953,,BAO_0000218
11050,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627954,,BAO_0000218
11051,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627955,,BAO_0000218
11052,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627956,,BAO_0000218
11053,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL876802,,BAO_0000218
11054,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627957,,BAO_0000218
11055,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627958,,BAO_0000218
11056,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627959,,BAO_0000218
11057,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627960,,BAO_0000218
11058,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627961,,BAO_0000218
11059,,,,10116.0,2048.0,,,50597,,1,N,1,Intermediate,CHEMBL627962,,BAO_0000218
11060,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL627963,,BAO_0000218
11061,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624759,,BAO_0000218
11062,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624760,,BAO_0000218
11063,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624761,,BAO_0000218
11064,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL877607,,BAO_0000218
11065,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL624762,,BAO_0000218
11066,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL624763,,BAO_0000218
11067,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL624764,,BAO_0000218
11068,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL624765,,BAO_0000218
11069,,,,10116.0,2107.0,,,50597,,1,N,1,Intermediate,CHEMBL624766,,BAO_0000218
11070,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL624767,,BAO_0000218
11071,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL624768,,BAO_0000218
11072,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL624769,,BAO_0000218
11073,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL624770,,BAO_0000218
11074,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL624771,,BAO_0000218
11075,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL624772,,BAO_0000218
11076,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624773,,BAO_0000218
11077,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624774,,BAO_0000218
11078,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624775,,BAO_0000218
11079,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624776,,BAO_0000218
11080,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624777,,BAO_0000218
11081,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624778,,BAO_0000218
11082,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624779,,BAO_0000218
11083,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624780,,BAO_0000218
11084,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624781,,BAO_0000218
11085,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL877608,,BAO_0000218
11086,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624782,,BAO_0000218
11087,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624783,,BAO_0000218
11088,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624784,,BAO_0000218
11089,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624785,,BAO_0000218
11090,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624786,,BAO_0000218
11091,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624787,,BAO_0000218
11092,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL628676,,BAO_0000218
11093,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621842,,BAO_0000218
11094,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL621843,,BAO_0000218
11095,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623873,,BAO_0000218
11096,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623874,,BAO_0000218
11097,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623875,,BAO_0000218
11098,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL623876,,BAO_0000218
11099,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL623877,,BAO_0000218
11100,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL623878,,BAO_0000218
11101,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL623879,,BAO_0000218
11102,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL623880,,BAO_0000218
11103,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL623881,,BAO_0000218
11104,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL623957,,BAO_0000218
11105,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL623958,,BAO_0000218
11106,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL623959,,BAO_0000218
11107,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL623960,,BAO_0000218
11108,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL623961,,BAO_0000218
11109,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL623962,,BAO_0000218
11110,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL624676,,BAO_0000218
11111,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL624677,,BAO_0000218
11112,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL624678,,BAO_0000218
11113,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL624679,,BAO_0000218
11114,,,,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL624680,,BAO_0000218
11115,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL624849,,BAO_0000218
11116,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL624850,,BAO_0000218
11117,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL874399,,BAO_0000218
11118,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL624851,,BAO_0000218
11119,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL624852,,BAO_0000218
11120,,,In vivo,10116.0,,,,22224,,1,U,0,Autocuration,CHEMBL624853,,BAO_0000218
11121,,,In vivo,10116.0,,,,22224,,1,U,0,Autocuration,CHEMBL624854,,BAO_0000218
11122,,,In vivo,10116.0,,,,22224,,1,U,0,Autocuration,CHEMBL624855,,BAO_0000218
11123,,,In vivo,10116.0,,,,22224,,1,U,0,Autocuration,CHEMBL624856,,BAO_0000218
11124,,,In vivo,9615.0,,,,22224,,1,U,0,Autocuration,CHEMBL882957,,BAO_0000218
11125,,,In vivo,314293.0,,,,22224,,1,U,0,Autocuration,CHEMBL624857,,BAO_0000218
11126,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622202,,BAO_0000218
11127,,,In vivo,10116.0,,,,22224,,1,U,0,Autocuration,CHEMBL622203,,BAO_0000218
11128,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL625522,,BAO_0000218
11129,,,In vivo,9544.0,,,,22224,,1,U,0,Autocuration,CHEMBL622868,,BAO_0000218
11130,,,In vivo,9544.0,1088.0,,,22224,,1,U,0,Autocuration,CHEMBL622869,,BAO_0000218
11131,,,In vivo,9544.0,1088.0,,,22224,,1,U,0,Autocuration,CHEMBL622870,,BAO_0000218
11132,,,In vivo,9534.0,,,,22224,,1,U,0,Autocuration,CHEMBL622871,,BAO_0000218
11133,,,In vivo,9541.0,,,,100710,,1,N,1,Intermediate,CHEMBL620560,,BAO_0000218
11134,,,In vivo,9615.0,,,,22224,,1,U,0,Autocuration,CHEMBL620561,,BAO_0000218
11135,,,In vivo,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL620562,,BAO_0000218
11136,,,In vivo,10026.0,,,,100712,,1,N,1,Intermediate,CHEMBL620563,,BAO_0000218
11137,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL620564,,BAO_0000218
11138,,,In vivo,10116.0,,,,22224,,1,U,0,Autocuration,CHEMBL872265,,BAO_0000218
11139,,,In vivo,10116.0,,,,22224,,1,U,0,Autocuration,CHEMBL620565,,BAO_0000218
11140,,,In vivo,9347.0,,,,22224,,1,U,0,Autocuration,CHEMBL620566,,BAO_0000218
11141,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL620567,,BAO_0000218
11142,,,In vivo,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL620568,,BAO_0000218
11143,,,In vivo,10116.0,,,,22224,,1,U,0,Autocuration,CHEMBL620569,,BAO_0000218
11144,,,In vivo,9347.0,,,,22224,,1,U,0,Autocuration,CHEMBL620570,,BAO_0000218
11145,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL620571,,BAO_0000218
11146,,,In vivo,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL620572,,BAO_0000218
11147,,,In vivo,10090.0,,,,22224,,1,U,0,Autocuration,CHEMBL620573,,BAO_0000218
11148,,,In vivo,10090.0,,,,22224,,1,U,0,Autocuration,CHEMBL620574,,BAO_0000218
11149,,,In vivo,9544.0,,,,22224,,1,U,0,Autocuration,CHEMBL620575,,BAO_0000218
11150,,,In vivo,9615.0,,,,22224,,1,U,0,Autocuration,CHEMBL620576,,BAO_0000218
11151,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL875846,,BAO_0000218
11152,,,In vivo,9615.0,,,,22224,,1,U,0,Autocuration,CHEMBL620577,,BAO_0000218
11153,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL620578,,BAO_0000218
11154,,,In vivo,10116.0,,,,22224,,1,U,0,Autocuration,CHEMBL620579,,BAO_0000218
11155,,,In vivo,9347.0,,,,22224,,1,U,0,Autocuration,CHEMBL621248,,BAO_0000218
11156,,,In vivo,9615.0,,,,22224,,1,U,0,Autocuration,CHEMBL625390,,BAO_0000218
11157,,,In vivo,10116.0,,,,22224,,1,U,0,Autocuration,CHEMBL625391,,BAO_0000218
11158,,,In vivo,9443.0,,,,22224,,1,U,0,Autocuration,CHEMBL872266,,BAO_0000218
11159,,,In vivo,10116.0,,,,22224,,1,U,0,Autocuration,CHEMBL625392,,BAO_0000218
11160,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL625393,,BAO_0000218
11161,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL625394,,BAO_0000218
11162,,,In vivo,9544.0,,,,50797,,1,N,1,Intermediate,CHEMBL625395,,BAO_0000218
11163,,,In vivo,10116.0,,,,22224,,1,U,0,Autocuration,CHEMBL625396,,BAO_0000218
11164,,,In vivo,9615.0,,,,22224,,1,U,0,Autocuration,CHEMBL625397,,BAO_0000218
11165,,,In vivo,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL625398,,BAO_0000218
11166,,,In vivo,10090.0,178.0,,,50594,,1,N,1,Intermediate,CHEMBL625399,,BAO_0000218
11167,,,In vivo,10090.0,2037.0,,,50594,,1,N,1,Intermediate,CHEMBL626074,,BAO_0000218
11168,,,In vivo,10090.0,,,,50594,,1,N,1,Intermediate,CHEMBL626075,,BAO_0000218
11169,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL626076,,BAO_0000218
11170,,,In vivo,9544.0,1969.0,,,50797,,1,N,1,Intermediate,CHEMBL626077,,BAO_0000218
11171,,,In vivo,10116.0,178.0,,,50597,,1,N,1,Intermediate,CHEMBL626078,,BAO_0000218
11172,,,In vivo,,178.0,,,22224,,1,U,0,Autocuration,CHEMBL625846,,BAO_0000218
11173,,,In vivo,,178.0,,,22224,,1,U,0,Autocuration,CHEMBL625847,,BAO_0000218
11174,,,In vivo,10116.0,,,,50597,,1,N,1,Expert,CHEMBL625848,,BAO_0000218
11175,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL625849,,BAO_0000218
11176,,,In vivo,9615.0,1969.0,,,50588,,1,N,1,Intermediate,CHEMBL626023,,BAO_0000218
11177,,,In vivo,9615.0,1969.0,,,50588,,1,N,1,Intermediate,CHEMBL626024,,BAO_0000218
11178,,,In vivo,9615.0,1969.0,,,50588,,1,N,1,Intermediate,CHEMBL626025,,BAO_0000218
11179,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL626026,,BAO_0000218
11180,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL626027,,BAO_0000218
11181,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL626028,,BAO_0000218
11182,,,In vivo,9615.0,1969.0,,,50588,,1,N,1,Intermediate,CHEMBL626029,,BAO_0000218
11183,,,In vivo,,1969.0,,,22224,,1,U,0,Autocuration,CHEMBL626030,,BAO_0000218
11184,,,In vivo,,1969.0,,,22224,,1,U,0,Autocuration,CHEMBL626031,,BAO_0000218
11185,,,In vivo,,1969.0,,,22224,,1,U,0,Autocuration,CHEMBL626032,,BAO_0000218
11186,,,In vivo,,1969.0,,,22224,,1,U,0,Autocuration,CHEMBL626033,,BAO_0000218
11187,,,In vivo,,1969.0,,,22224,,1,U,0,Autocuration,CHEMBL626034,,BAO_0000218
11188,,,In vivo,9615.0,1969.0,,,50588,,1,N,1,Intermediate,CHEMBL626035,,BAO_0000218
11189,,,In vivo,,1969.0,,,22224,,1,U,0,Autocuration,CHEMBL626036,,BAO_0000218
11190,,,In vivo,9615.0,1969.0,,,50588,,1,N,1,Expert,CHEMBL626037,,BAO_0000218
11191,,,In vivo,10026.0,1969.0,,,100712,,1,N,1,Intermediate,CHEMBL626038,,BAO_0000218
11192,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL626039,,BAO_0000218
11193,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL626040,,BAO_0000218
11194,,,In vivo,9986.0,1969.0,,,50592,,1,N,1,Intermediate,CHEMBL626041,,BAO_0000218
11195,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL626042,,BAO_0000218
11196,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL626043,,BAO_0000218
11197,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL626044,,BAO_0000218
11198,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL626045,,BAO_0000218
11199,,,In vivo,,,,,22224,,1,U,0,Autocuration,CHEMBL626046,,BAO_0000218
11200,,,In vivo,9615.0,1969.0,,,50588,,1,N,1,Intermediate,CHEMBL626047,,BAO_0000218
11201,,,In vivo,10026.0,1969.0,,,100712,,1,N,1,Intermediate,CHEMBL626048,,BAO_0000218
11202,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL626049,,BAO_0000218
11203,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL626050,,BAO_0000218
11204,,,In vivo,9615.0,1969.0,,,50588,,1,N,1,Intermediate,CHEMBL874541,,BAO_0000218
11205,,,In vivo,10026.0,1969.0,,,100712,,1,N,1,Intermediate,CHEMBL622826,,BAO_0000218
11206,,,In vivo,10026.0,1969.0,,,100712,,1,N,1,Intermediate,CHEMBL622827,,BAO_0000218
11207,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL622828,,BAO_0000218
11208,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL622829,,BAO_0000218
11209,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL876806,,BAO_0000218
11210,,,In vivo,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL622830,,BAO_0000218
11211,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL622831,,BAO_0000218
11212,,,In vivo,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL626794,,BAO_0000218
11213,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626795,,BAO_0000218
11214,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626796,,BAO_0000218
11215,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626797,,BAO_0000218
11216,,,In vivo,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626798,,BAO_0000218
11217,,,In vivo,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL626799,,BAO_0000218
11218,,,In vivo,9615.0,,,,50588,,1,N,1,Intermediate,CHEMBL626800,,BAO_0000218
11219,,,In vivo,,1969.0,,,22224,,1,U,0,Autocuration,CHEMBL626801,,BAO_0000218
11220,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL876816,,BAO_0000218
11221,,,In vivo,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL626802,,BAO_0000218
11222,,,In vivo,9615.0,1969.0,,,50588,,1,N,1,Intermediate,CHEMBL626803,,BAO_0000218
11223,,,In vivo,,1969.0,,,22224,,1,U,0,Autocuration,CHEMBL626804,,BAO_0000218
11224,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL626805,,BAO_0000218
11225,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL626309,,BAO_0000218
11226,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL626310,,BAO_0000218
11227,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL626311,,BAO_0000218
11228,,,,10116.0,1969.0,,,50597,,1,N,1,Intermediate,CHEMBL626312,,BAO_0000218
11229,,,,10116.0,995.0,,,50597,,1,N,1,Intermediate,CHEMBL626313,,BAO_0000218
11230,,,,10116.0,995.0,,,50597,,1,N,1,Intermediate,CHEMBL626314,,BAO_0000218
11231,,,,10116.0,995.0,,,50597,,1,N,1,Intermediate,CHEMBL626315,,BAO_0000218
11232,,,,10116.0,995.0,,,50597,,1,N,1,Intermediate,CHEMBL626316,,BAO_0000218
11233,,,,10116.0,995.0,,,50597,,1,N,1,Intermediate,CHEMBL626317,,BAO_0000218
11234,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626318,,BAO_0000218
11235,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626319,,BAO_0000218
11236,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626320,,BAO_0000218
11237,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL875053,,BAO_0000218
11238,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626321,,BAO_0000218
11239,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626322,,BAO_0000218
11240,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626323,,BAO_0000218
11241,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626324,,BAO_0000218
11242,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626325,,BAO_0000218
11243,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626326,,BAO_0000218
11244,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626327,,BAO_0000218
11245,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL626328,,BAO_0000218
11246,,,,10116.0,178.0,,,50597,,1,N,1,Intermediate,CHEMBL626329,,BAO_0000218
11247,,,,10116.0,178.0,,,50597,,1,N,1,Intermediate,CHEMBL626330,,BAO_0000218
11248,,,,10116.0,178.0,,,50597,,1,N,1,Intermediate,CHEMBL626331,,BAO_0000218
11249,,,,10116.0,178.0,,,50597,,1,N,1,Intermediate,CHEMBL626332,,BAO_0000218
11250,,,,10116.0,178.0,,,50597,,1,N,1,Intermediate,CHEMBL626333,,BAO_0000218
11251,,,,10116.0,178.0,,,50597,,1,N,1,Intermediate,CHEMBL626334,,BAO_0000218
11252,,,,10116.0,178.0,,,50597,,1,N,1,Intermediate,CHEMBL626335,,BAO_0000218
11253,,,,10116.0,178.0,,,50597,,1,N,1,Intermediate,CHEMBL624798,,BAO_0000218
11254,,,,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL624799,,BAO_0000218
11255,,,,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL624800,,BAO_0000218
11256,,,,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL624801,,BAO_0000218
11257,,,,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL624802,,BAO_0000218
11258,,,,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL624803,,BAO_0000218
11259,,,,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL624804,,BAO_0000218
11260,,,,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL624805,,BAO_0000218
11261,,,,10116.0,955.0,,,50597,,1,N,1,Intermediate,CHEMBL624806,,BAO_0000218
11262,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624807,,BAO_0000218
11263,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624808,,BAO_0000218
11264,,,,10116.0,,,,50597,,1,N,1,Intermediate,CHEMBL624809,,BAO_0000218
