miller2_fsclr,miller2_ctstlfrdvlpmnt(mrkr),miller2_cntnntd,miller2_brnchd,miller2_rgnstnsb-clss,miller2_rtcprcnt,miller2_brnchnm,miller2_rgnlprgrm(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_cfl(mrkr),miller2_rgnstntp,miller2_dsrtfctn(mrkr),miller2_prgrmmngprcss(nw),miller2_fstcprcnt,miller2_sctnnm,miller2_mntspnt,miller2_rgnstnd,miller2_knwldgfrdvlpmnt(mrkr),miller2_sctrnm,miller2_stts,miller2_dvsnnm,miller2_rgnstnnm,miller2_prtcptrdvlpmntndgdgvrnnc,miller2_clmtchngdpttn(mrkr),miller2_bdvrst(mrkr),miller2_rbnsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_gndrqlt(mrkr),miller2_rgnstnclss,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_sctrprcnt
2009/2010,0,2,B6100,CROWN CORPORATIONS,0.0,KFM Partnership for Develop. Innovation,0,0,1,0,Canadian Non-Profit Making,1,Uncoded: Pre-APP,0.75,Environment Sustainability,1372.09875,1001363,2,Basic nutrition,Terminating,KPD Food Security Partnerships,International Development Research Centre,0,0,1,0,0,0,2,Para-Governmental,Africa,ZA,ZA,South Africa,0.031,12240,0.25
2009/2010,0,2,B6100,CROWN CORPORATIONS,0.0,KFM Partnership for Develop. Innovation,0,0,1,0,Canadian Non-Profit Making,1,Uncoded: Pre-APP,0.75,Environment Sustainability,4116.29625,1001363,2,Agricultural research,Terminating,KPD Food Security Partnerships,International Development Research Centre,0,0,1,0,0,0,2,Para-Governmental,Africa,ZA,ZA,South Africa,0.031,31182,0.75
2009/2010,0,2,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education and Knowledge,9280.395,1000539,1,Legal and judicial development,Closed,KED Engaging Canadians,University of British Columbia Office of Financial Services,2,0,1,1,0,0,1,Civil Society,Africa,X1,X1,Africa MC,0.25,15130,1.0
2009/2010,0,1,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education and Knowledge,9280.395,1000539,1,Legal and judicial development,Closed,KED Engaging Canadians,University of British Columbia Office of Financial Services,2,0,1,1,0,0,1,Civil Society,America,X2,X2,Americas MC,0.25,15130,1.0
2009/2010,0,3,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education and Knowledge,9280.395,1000539,1,Legal and judicial development,Closed,KED Engaging Canadians,University of British Columbia Office of Financial Services,2,0,1,1,0,0,1,Civil Society,Asia,X3,X3,Asia MC,0.25,15130,1.0
2009/2010,0,5,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education and Knowledge,9280.395,1000539,1,Legal and judicial development,Closed,KED Engaging Canadians,University of British Columbia Office of Financial Services,2,0,1,1,0,0,1,Civil Society,Europe,X4,X4,Europe MC,0.25,15130,1.0
2009/2010,0,3,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education,37125.0,1002798,0,Higher education,Closed,KSD Social Development Partnerships,Memorial University of Newfoundland,1,0,0,0,0,0,0,Civil Society,Asia,VN,VN,Viet Nam,1.0,11420,0.5
2009/2010,0,3,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education,37125.0,1002798,0,Health personnel development,Closed,KSD Social Development Partnerships,Memorial University of Newfoundland,1,0,0,0,0,0,0,Civil Society,Asia,VN,VN,Viet Nam,1.0,12281,0.5
2009/2010,0,3,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education,8000.0,1000861,0,Agricultural services,Closed,KSD Social Development Partnerships,University of Guelph Revenue Control,0,0,0,0,0,0,0,Civil Society,Asia,IN,IN,India,1.0,31191,0.4
2009/2010,0,3,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education,6000.0,1000861,0,Plant and post-harvest protection and pest control,Closed,KSD Social Development Partnerships,University of Guelph Revenue Control,0,0,0,0,0,0,0,Civil Society,Asia,IN,IN,India,1.0,31192,0.3
2009/2010,0,3,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education,6000.0,1000861,0,Agro-industries,Closed,KSD Social Development Partnerships,University of Guelph Revenue Control,0,0,0,0,0,0,0,Civil Society,Asia,IN,IN,India,1.0,32161,0.3
2009/2010,0,1,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education,22722.12,1000781,2,Higher education,Closed,KSD Social Development Partnerships,University of Calgary Financial Services,1,0,0,0,0,0,1,Civil Society,America,NI,NI,Nicaragua,0.9,11420,0.6
2009/2010,0,1,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education,7574.04,1000781,2,Basic drinking water supply,Closed,KSD Social Development Partnerships,University of Calgary Financial Services,1,0,0,0,0,0,1,Civil Society,America,NI,NI,Nicaragua,0.9,14031,0.2
2009/2010,0,1,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education,7574.04,1000781,2,Basic sanitation,Closed,KSD Social Development Partnerships,University of Calgary Financial Services,1,0,0,0,0,0,1,Civil Society,America,NI,NI,Nicaragua,0.9,14032,0.2
2009/2010,0,1,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education,2524.68,1000781,2,Higher education,Closed,KSD Social Development Partnerships,University of Calgary Financial Services,1,0,0,0,0,0,1,Civil Society,America,X2,X2,Americas MC,0.1,11420,0.6
2009/2010,0,1,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education,841.56,1000781,2,Basic drinking water supply,Closed,KSD Social Development Partnerships,University of Calgary Financial Services,1,0,0,0,0,0,1,Civil Society,America,X2,X2,Americas MC,0.1,14031,0.2
2009/2010,0,1,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Education,841.56,1000781,2,Basic sanitation,Closed,KSD Social Development Partnerships,University of Calgary Financial Services,1,0,0,0,0,0,1,Civil Society,America,X2,X2,Americas MC,0.1,14032,0.2
2009/2010,0,1,B6100,UNIVERSITY,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,Education and Knowledge,6000.0,1001927,0,Promotion of development awareness,Closed,KED Engaging Canadians,Concordia University Financial Services,0,0,0,0,0,0,0,Civil Society,America,CA,CA,Canada,1.0,99820,1.0
2009/2010,0,1,B6100,CONSULTANT,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,0.0,Education and Knowledge,1492.0,Information not available,0,Promotion of development awareness,Closed,KED Engaging Canadians,Information not available,0,0,0,0,0,0,0,Individual,America,CA,CA,Canada,1.0,99820,1.0
2009/2010,0,1,B6100,CONSULTANT,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,0.0,Education and Knowledge,1920.0,Information not available,0,Promotion of development awareness,Closed,KED Engaging Canadians,Information not available,0,0,0,0,0,0,0,Individual,America,CA,CA,Canada,1.0,99820,1.0
2009/2010,0,1,B6100,CONSULTANT,0.0,KFM Partnership for Develop. Innovation,0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,0.0,Education and Knowledge,5200.0,Information not available,0,Promotion of development awareness,Closed,KED Engaging Canadians,Information not available,0,0,0,0,0,0,0,Individual,America,CA,CA,Canada,1.0,99820,1.0
2009/2010,0,1,B6100,UMBRELLA ORGANIZATION,0.0,KFM Partnership for Develop. Innovation,0,0,1,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,Education and Knowledge,19048.0,1003461,0,Promotion of development awareness,Closed,KED Engaging Canadians,Saskatchewan Council for International Cooperation,0,0,0,0,0,0,0,Civil Society,America,CA,CA,Canada,1.0,99820,1.0
2009/2010,0,1,B6100,UMBRELLA ORGANIZATION,0.0,KFM Partnership for Develop. Innovation,0,0,1,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,Education and Knowledge,19048.0,1004588,0,Promotion of development awareness,Closed,KED Engaging Canadians,Ontario Council for International Cooperation,0,0,0,0,0,0,0,Civil Society,America,CA,CA,Canada,1.0,99820,1.0
2009/2010,0,1,B6100,UMBRELLA ORGANIZATION,0.0,KFM Partnership for Develop. Innovation,0,0,1,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,Education and Knowledge,19048.0,1004597,0,Promotion of development awareness,Closed,KED Engaging Canadians,Manitoba Council for International Cooperation,0,0,0,0,0,0,0,Civil Society,America,CA,CA,Canada,1.0,99820,1.0
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,1,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,Education and Knowledge,17700.0,1006047,0,Promotion of development awareness,Closed,KED Engaging Canadians,Atlantic Council for International Cooperation,0,0,0,0,0,0,0,Civil Society,America,CA,CA,Canada,1.0,99820,1.0
2009/2010,0,1,B6100,NGO,0.0,KFM Partnership for Develop. Innovation,0,0,1,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,Education and Knowledge,19048.0,1006189,0,Promotion of development awareness,Closed,KED Engaging Canadians,British Columbia Council for International Cooperation,0,0,0,0,0,0,0,Civil Society,America,CA,CA,Canada,1.0,99820,1.0
2009/2010,0,1,B6100,UMBRELLA ORGANIZATION,0.0,KFM Partnership for Develop. Innovation,0,0,1,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,Education and Knowledge,19048.0,1006301,0,Promotion of development awareness,Closed,KED Engaging Canadians,Alberta Council for Global Cooperation,0,0,0,0,0,0,0,Civil Society,America,CA,CA,Canada,1.0,99820,1.0
2009/2010,0,5,B3100,COOPERATIVE,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,253301.5,1000705,0,Informal/semi-formal financial intermediaries,Closed,EDD Europe-Middle East Programming,Canadian Co-operative Association,1,0,0,0,0,0,1,Civil Society,Europe,UA,UA,Ukraine,1.0,24040,0.5
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,15120.56,1000932,0,Informal/semi-formal financial intermediaries,Closed,EDD Europe-Middle East Programming,Project Services International Inc.,1,0,0,0,0,0,1,Civil Society,Europe,UA,UA,Ukraine,1.0,24040,0.5
2009/2010,0,5,B3100,COOPERATIVE,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,126650.75,1000705,0,Education/training in banking and financial services,Closed,EDD Europe-Middle East Programming,Canadian Co-operative Association,1,0,0,0,0,0,1,Civil Society,Europe,UA,UA,Ukraine,1.0,24081,0.25
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,7560.28,1000932,0,Education/training in banking and financial services,Closed,EDD Europe-Middle East Programming,Project Services International Inc.,1,0,0,0,0,0,1,Civil Society,Europe,UA,UA,Ukraine,1.0,24081,0.25
2009/2010,0,5,B3100,COOPERATIVE,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,126650.75,1000705,0,Agricultural financial services,Closed,EDD Europe-Middle East Programming,Canadian Co-operative Association,1,0,0,0,0,0,1,Civil Society,Europe,UA,UA,Ukraine,1.0,31193,0.25
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,7560.28,1000932,0,Agricultural financial services,Closed,EDD Europe-Middle East Programming,Project Services International Inc.,1,0,0,0,0,0,1,Civil Society,Europe,UA,UA,Ukraine,1.0,31193,0.25
2009/2010,0,5,B3100,ASSOCIATIONS,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,27744.7,1001503,0,Agricultural policy and administrative management,Closed,EDD Europe-Middle East Programming,Saskatchewan Trade & Export Partnership,1,0,0,0,0,0,1,Civil Society,Europe,UA,UA,Ukraine,1.0,31110,0.1
2009/2010,0,5,B3100,ASSOCIATIONS,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,110978.8,1001503,0,Agrarian reform,Closed,EDD Europe-Middle East Programming,Saskatchewan Trade & Export Partnership,1,0,0,0,0,0,1,Civil Society,Europe,UA,UA,Ukraine,1.0,31164,0.4
2009/2010,0,5,B3100,ASSOCIATIONS,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,138723.5,1001503,0,Agricultural extension,Closed,EDD Europe-Middle East Programming,Saskatchewan Trade & Export Partnership,1,0,0,0,0,0,1,Civil Society,Europe,UA,UA,Ukraine,1.0,31166,0.5
2009/2010,0,5,B3100,FEDERAL,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,1496726.2,10520,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Canada School of Public Service Ecole de la Fonction Publique,1,0,0,0,0,0,0,Governmental,Europe,RU,RU,Russian Fed.,1.0,15110,1.0
2009/2010,0,5,B3100,UNIVERSITY,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,170166.05,1000170,0,Business support services and institutions,Closed,EDD Europe-Middle East Programming,McGill University The Royal Institution for,1,0,0,0,0,0,0,Civil Society,Europe,UA,UA,Ukraine,1.0,25010,1.0
2009/2010,0,5,B3100,UNIVERSITY,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,66293.915,1001249,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Queen's University,1,0,0,0,0,0,0,Civil Society,Europe,UA,UA,Ukraine,1.0,15110,0.25
2009/2010,0,5,B3100,UNIVERSITY,0.0,"EGM Europe, Middle East and Maghreb",0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,198881.745,1001249,0,Human rights,Closed,EDD Europe-Middle East Programming,Queen's University,1,0,0,0,0,0,0,Civil Society,Europe,UA,UA,Ukraine,1.0,15160,0.75
2009/2010,0,5,B3100,ASSOCIATIONS,0.0,"EGM Europe, Middle East and Maghreb",0,1,1,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,22501.09,1001244,0,Legal and judicial development,Closed,EDD Europe-Middle East Programming,Universities Canada,0,0,0,0,0,0,2,Civil Society,Europe,RU,RU,Russian Fed.,1.0,15130,0.2
2009/2010,0,5,B3100,ASSOCIATIONS,0.0,"EGM Europe, Middle East and Maghreb",0,1,1,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,45002.18,1001244,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Universities Canada,0,0,0,0,0,0,2,Civil Society,Europe,RU,RU,Russian Fed.,1.0,15150,0.4
2009/2010,0,5,B3100,ASSOCIATIONS,0.0,"EGM Europe, Middle East and Maghreb",0,1,1,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,45002.18,1001244,0,Human rights,Closed,EDD Europe-Middle East Programming,Universities Canada,0,0,0,0,0,0,2,Civil Society,Europe,RU,RU,Russian Fed.,1.0,15160,0.4
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,166.023,1000970,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,UZ,150,South-Central Asia,0.06,15110,0.33
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,171.054,1000970,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,UZ,150,South-Central Asia,0.06,15150,0.34
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,166.023,1000970,0,Human rights,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,UZ,150,South-Central Asia,0.06,15160,0.33
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,249.0345,1000970,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,KG,150,South-Central Asia,0.09,15110,0.33
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,256.58099999999996,1000970,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,KG,150,South-Central Asia,0.09,15150,0.34
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,249.0345,1000970,0,Human rights,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,KG,150,South-Central Asia,0.09,15160,0.33
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,359.7165,1000970,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,TJ,150,South-Central Asia,0.13,15110,0.33
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,370.61699999999996,1000970,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,TJ,150,South-Central Asia,0.13,15150,0.34
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,359.7165,1000970,0,Human rights,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,TJ,150,South-Central Asia,0.13,15160,0.33
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,83.0115,1000970,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Europe,ME,210,Southern Europe,0.03,15110,0.33
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,85.527,1000970,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Europe,ME,210,Southern Europe,0.03,15150,0.34
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,83.0115,1000970,0,Human rights,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Europe,ME,210,Southern Europe,0.03,15160,0.33
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,138.3525,1000970,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Europe,RS,210,Southern Europe,0.05,15110,0.33
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,142.545,1000970,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Europe,RS,210,Southern Europe,0.05,15150,0.34
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,138.3525,1000970,0,Human rights,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Europe,RS,210,Southern Europe,0.05,15160,0.33
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,166.023,1000970,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Europe,BA,210,Southern Europe,0.06,15110,0.33
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,171.054,1000970,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Europe,BA,210,Southern Europe,0.06,15150,0.34
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,166.023,1000970,0,Human rights,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Europe,BA,210,Southern Europe,0.06,15160,0.33
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,304.3755,1000970,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Europe,UA,240,Eastern Europe,0.11,15110,0.33
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,313.599,1000970,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Europe,UA,240,Eastern Europe,0.11,15150,0.34
2009/2010,0,5,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,304.3755,1000970,0,Human rights,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Europe,UA,240,Eastern Europe,0.11,15160,0.33
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,332.046,1000970,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,AM,930,Caucasus Region,0.12,15110,0.33
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,342.108,1000970,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,AM,930,Caucasus Region,0.12,15150,0.34
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,332.046,1000970,0,Human rights,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,AM,930,Caucasus Region,0.12,15160,0.33
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,332.046,1000970,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,AZ,930,Caucasus Region,0.12,15110,0.33
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,342.108,1000970,0,Democratic participation and civil society,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,AZ,930,Caucasus Region,0.12,15150,0.34
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,332.046,1000970,0,Human rights,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,AZ,930,Caucasus Region,0.12,15160,0.33
2009/2010,0,3,B3100,CONSULTING SERVICES,0.0,"EGM Europe, Middle East and Maghreb",1,1,0,0,Canadian Profit Making,0,Uncoded: Pre-APP,1.0,Ukraine,636.4215,1000970,0,Public sector policy and administrative management,Closed,EDD Europe-Middle East Programming,Goss Gilroy Inc.,1,0,0,0,0,0,2,Civil Society,Asia,GE,930,Caucasus Region,0.23,15110,0.33
