assays_assay_id,assays_tid,assays_assay_test_type,assays_bao_format,assays_cell_id,assays_assay_cell_type,assays_description,assays_assay_category,assays_src_assay_id,assays_relationship_type,assays_curated_by,assays_assay_type,assays_assay_tax_id,assays_chembl_id,assays_variant_id,assays_tissue_id,assays_assay_tissue,assays_assay_subcellular_fraction,assays_confidence_score,assays_src_id
13118,50588,,BAO_0000218,,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-299,,,N,Intermediate,A,9615.0,CHEMBL877505,,,,,1,1
13119,50588,,BAO_0000218,,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 250-399,,,N,Intermediate,A,9615.0,CHEMBL628458,,,,,1,1
13120,50588,,BAO_0000218,,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 400-599,,,N,Intermediate,A,9615.0,CHEMBL628459,,,,,1,1
13121,50588,,BAO_0000218,,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600-799,,,N,Intermediate,A,9615.0,CHEMBL628460,,,,,1,1
13122,50588,,BAO_0000218,,,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 800-899,,,N,Intermediate,A,9615.0,CHEMBL628461,,,,,1,1
13123,22224,,BAO_0000218,,,"Evaluated for salidiuretic activity measured as sodium ion excretion in Rat, administered orally at a dose of 16.5 mg/kg",,,U,Autocuration,B,,CHEMBL628462,,,,,0,1
13124,50588,,BAO_0000218,,,Compound administered orally at a dose of 1 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,,,N,Intermediate,A,9615.0,CHEMBL628463,,,,,1,1
13125,50597,,BAO_0000218,,,"Evaluated for salidiuretic activity measured as sodium ion excretion in Rat, administered orally at a dose of 50 mg/kg",,,N,Expert,F,10116.0,CHEMBL625666,,,,,1,1
13126,22224,,BAO_0000218,,,Compound administered orally at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,,,U,Autocuration,B,,CHEMBL625667,,,,,0,1
13127,50597,,BAO_0000218,,,Compound administered orally at a dose of 81 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,,,N,Expert,A,10116.0,CHEMBL625668,,,,,1,1
13128,50597,,BAO_0000218,,,Compound administered orally was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,,,N,Intermediate,A,10116.0,CHEMBL625669,,,,,1,1
13129,22224,,BAO_0000019,,,Compound was tested for diuretic activity in potassium content of the 3-h sample was measured by flame photometry,,,U,Autocuration,A,,CHEMBL625670,,,,,0,1
13130,50597,,BAO_0000218,,,Compound was tested for diuretic activity in potassium content of the 3-h sample was measured by flame photometry in rat,,,N,Intermediate,A,10116.0,CHEMBL625671,,,,,1,1
13131,50602,,BAO_0000218,,,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 1 mg/kg per day.,,,N,Intermediate,A,10298.0,CHEMBL625672,,,,,1,1
13132,50602,,BAO_0000218,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 0.8 mg/kg administered subcutaneously,,,N,Intermediate,A,10298.0,CHEMBL625673,,,,,1,1
13133,50602,,BAO_0000218,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 0.8 mg/kg administered subcutaneously.,,,N,Intermediate,A,10298.0,CHEMBL625674,,,,,1,1
13134,50602,,BAO_0000218,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously,,,N,Intermediate,A,10298.0,CHEMBL625675,,,,,1,1
13135,50602,,BAO_0000218,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously.,,,N,Intermediate,A,10298.0,CHEMBL627637,,,,,1,1
13136,50602,,BAO_0000218,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered orally.,,,N,Intermediate,A,10298.0,CHEMBL627638,,,,,1,1
13137,50602,,BAO_0000218,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered subcutaneously,,,N,Intermediate,A,10298.0,CHEMBL627639,,,,,1,1
13138,50602,,BAO_0000218,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered subcutaneously.,,,N,Intermediate,A,10298.0,CHEMBL627640,,,,,1,1
13139,50602,,BAO_0000218,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered orally.,,,N,Intermediate,A,10298.0,CHEMBL627641,,,,,1,1
13140,50602,,BAO_0000218,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 50 mg/kg administered orally.,,,N,Intermediate,A,10298.0,CHEMBL627642,,,,,1,1
13141,50602,,BAO_0000218,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 50 mg/kg administered orally.,,,N,Intermediate,A,10298.0,CHEMBL877506,,,,,1,1
13142,50594,,BAO_0000218,,,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously.,,,N,Intermediate,A,10090.0,CHEMBL627275,,,,,1,1
13143,50506,,BAO_0000218,,,"Average area under curve value dosed at 0.3 mg/kg, iv in ferrets.",,,N,Intermediate,A,9669.0,CHEMBL627643,,,,,1,1
13144,50506,,BAO_0000218,,,"Average area under curve value dosed at 10 mg/kg, id in ferrets.",,,N,Intermediate,A,9669.0,CHEMBL631246,,,,,1,1
13145,50506,,BAO_0000218,,,"Average area under curve value dosed at 10 mg/kg, id in ferrets.",,,N,Intermediate,A,9669.0,CHEMBL631247,,,,,1,1
13146,50506,,BAO_0000218,,,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from portal blood).,,,N,Intermediate,A,9669.0,CHEMBL629532,,,,,1,1
13147,50506,,BAO_0000218,,,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from arterial blood).,,,N,Intermediate,A,9669.0,CHEMBL629533,,,,,1,1
13148,50506,,BAO_0000218,,,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from portal blood).,,,N,Intermediate,A,9669.0,CHEMBL629534,,,,,1,1
13149,50506,,BAO_0000218,,,Average peak plasma drug concentration after iv dose of 0.3 mg/kg in ferrets.,,,N,Intermediate,A,9669.0,CHEMBL629535,,,,,1,1
13150,22224,,BAO_0000019,,,Pharmacokinetic parameter :drug bound to plasma was reported,,,U,Autocuration,A,,CHEMBL625932,,,,,0,1
13151,22224,,BAO_0000019,,,compound was evaluated for drug bound in plasma,,,U,Autocuration,A,,CHEMBL625933,,,,,0,1
13152,50597,,BAO_0000218,,,The Brain concentration compared to plasma concentration in rats after oral administration of 1 mg/kg dose,,,N,Intermediate,A,10116.0,CHEMBL625934,,,,,1,1
13153,22224,,BAO_0000218,,,Bioavailability,,,U,Autocuration,A,9347.0,CHEMBL625935,,,,,0,1
13154,50597,,BAO_0000218,,,Compound at a dose of 10 mg/kg was orally administered to rats and Bioavailability was reported,,,N,Intermediate,A,10116.0,CHEMBL625936,,,,,1,1
13155,50597,,BAO_0000218,,,Compound at a dose of 10 mg/kg was orally administered to rats and Bioavailability was reported; Not tested,,,N,Intermediate,A,10116.0,CHEMBL625937,,,,,1,1
13156,50588,,BAO_0000218,,,Oral bioavailability in Beagle dogs at oral dose of 20 mg/kg and an intravenous dose of 5 mg/kg was administered,,,N,Intermediate,A,9615.0,CHEMBL625938,,,,,1,1
13157,50597,,BAO_0000218,,,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-1 hr after the treatment.,,,N,Intermediate,A,10116.0,CHEMBL625939,,1970.0,Bile,,1,1
13158,50597,,BAO_0000218,,,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-2 hr after the treatment.,,,N,Intermediate,A,10116.0,CHEMBL625940,,1970.0,Bile,,1,1
13159,50597,,BAO_0000218,,,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-3 hr after the treatment.,,,N,Intermediate,A,10116.0,CHEMBL874464,,1970.0,Bile,,1,1
13160,50597,,BAO_0000218,,,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-4 hr after the treatment.,,,N,Intermediate,A,10116.0,CHEMBL625941,,1970.0,Bile,,1,1
13161,50597,,BAO_0000218,,,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-5 hr after the treatment.,,,N,Intermediate,A,10116.0,CHEMBL625942,,1970.0,Bile,,1,1
13162,50597,,BAO_0000218,,,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-6 hr after the treatment.,,,N,Intermediate,A,10116.0,CHEMBL625943,,1970.0,Bile,,1,1
13163,50587,,BAO_0000218,,,In vitro protein binding in human serum at 5 ug/ml,,,N,Intermediate,A,9606.0,CHEMBL625944,,1977.0,Serum,,1,1
13164,22224,,BAO_0000019,,,Serum protein binding ability was measured,,,U,Autocuration,A,,CHEMBL625945,,,,,0,1
13165,22224,,BAO_0000019,,,The ability binding to plasma (Binding classified based on injection of compound at 80 concentration.),,,U,Autocuration,A,,CHEMBL625946,,,,,0,1
13166,22224,In vivo,BAO_0000218,,,Oral bioavailability in dog,,,U,Autocuration,A,9615.0,CHEMBL625947,,,,,0,1
13167,50597,In vivo,BAO_0000218,,,% bioavailability in rat after oral dose (10 mg/kg) 0 - 6 h.,,,N,Intermediate,A,10116.0,CHEMBL625948,,,,,1,1
13168,22224,In vivo,BAO_0000218,,,Absolute oral bioavailability at an iv dose of 14 mg/kg,,,U,Autocuration,A,,CHEMBL625949,,,,,0,1
13169,22224,In vivo,BAO_0000218,,,Absolute oral bioavailability at an iv dose of 15.2 mg/kg,,,U,Autocuration,A,,CHEMBL625950,,,,,0,1
13170,22224,In vivo,BAO_0000218,,,Oral bioavailability (dose 15 mg/kg i.v.),,,U,Autocuration,A,9347.0,CHEMBL625951,,,,,0,1
13171,22224,In vivo,BAO_0000218,,,Absolute oral bioavailability at an peroral dose of 15 mg/kg orally.,,,U,Autocuration,A,,CHEMBL625952,,,,,0,1
13172,22224,In vivo,BAO_0000218,,,Absolute oral bioavailability at an peroral dose of 30 mg/kg orally,,,U,Autocuration,A,,CHEMBL625953,,,,,0,1
13173,22224,In vivo,BAO_0000218,,,Absolute oral bioavailability at an peroral dose of 30.2 mg/kg orally.,,,U,Autocuration,A,,CHEMBL625954,,,,,0,1
13174,22224,In vivo,BAO_0000218,,,Absolute oral bioavailability at an peroral dose of 30.3 mg/kg orally.,,,U,Autocuration,A,,CHEMBL882959,,,,,0,1
13175,50588,In vivo,BAO_0000218,,,Apparent bioavailability in dogs at 15 mg/kg in an iv vs po dosing regimen,,,N,Intermediate,A,9615.0,CHEMBL625955,,,,,1,1
13176,22224,In vivo,BAO_0000218,,,Bioavailability in ferret,,,U,Autocuration,A,9669.0,CHEMBL625956,,,,,0,1
13177,100710,In vivo,BAO_0000218,,,Bioavailability after intraduodenal administration at a dose 10 mg/kg in cynomolgus monkeys using renin inhibition assay,,,N,Intermediate,A,9541.0,CHEMBL625957,,,,,1,1
13178,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL625958,,,,,1,1
13179,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL625959,,,,,1,1
13180,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL626642,,,,,1,1
13181,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL631330,,,,,1,1
13182,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL631331,,,,,1,1
13183,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,,,N,Intermediate,A,10116.0,CHEMBL631332,,,,,1,1
13184,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL631333,,,,,1,1
13185,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 7.56 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL632018,,,,,1,1
13186,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 8.4 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL632019,,,,,1,1
13187,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL632020,,,,,1,1
13188,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.87 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL632021,,,,,1,1
13189,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 60.46 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL632022,,,,,1,1
13190,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 67.18 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL632023,,,,,1,1
13191,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 74.26 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL632024,,,,,1,1
13192,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 78.97 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL874472,,,,,1,1
13193,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 120.93 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL632025,,,,,1,1
13194,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 134.35 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL632026,,,,,1,1
13195,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 148.52 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL632027,,,,,1,1
13196,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 157.94 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL632028,,,,,1,1
13197,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 15.12 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL626430,,,,,1,1
13198,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 16.79 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL626431,,,,,1,1
13199,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 18.56 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL626432,,,,,1,1
13200,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 19.74 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL626433,,,,,1,1
13201,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 241.86 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL626434,,,,,1,1
13202,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 268.71 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL627280,,,,,1,1
13203,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 297.03 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL627281,,,,,1,1
13204,50597,,BAO_0000218,,,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 315.88 umol/kg,,,N,Intermediate,A,10116.0,CHEMBL627282,,,,,1,1
13205,22224,,BAO_0000019,,,Total body clearance was measured at given dose,,,U,Autocuration,A,,CHEMBL627283,,,,,0,1
13206,22224,,BAO_0000218,,,Total body clearance was measured at given dose.,,,U,Autocuration,A,,CHEMBL627284,,,,,0,1
13207,50597,,BAO_0000218,,,Metabolic clearance from the body in rat,,,N,Intermediate,A,10116.0,CHEMBL627285,,,,,1,1
13208,22224,In vivo,BAO_0000218,,,Renal clearance from the body,,,U,Autocuration,A,,CHEMBL627286,,,,,0,1
13209,50597,In vivo,BAO_0000218,,,Renal clearance from the body in rat,,,N,Intermediate,A,10116.0,CHEMBL875477,,,,,1,1
13210,50597,In vivo,BAO_0000218,,,Tested for pharmacokinetic parameter to calculate the total body clearance at a dosage of 12 mg/kg in rat,,,N,Intermediate,A,10116.0,CHEMBL627287,,,,,1,1
13211,50588,In vivo,BAO_0000218,,,Tested for pharmacokinetic parameter to calculate the total body clearance at a dosage of 2.5 mg/kg in dog,,,N,Intermediate,A,9615.0,CHEMBL627288,,,,,1,1
13212,50597,,BAO_0000218,,,Total clearance from the body in rat,,,N,Intermediate,A,10116.0,CHEMBL627289,,,,,1,1
13213,50597,In vivo,BAO_0000218,,,Clearance into cortex from rat plasma or PBS,,,N,Intermediate,A,10116.0,CHEMBL627290,,1969.0,Plasma,,1,1
13214,22224,In vivo,BAO_0000218,,,Clearance at an iv dose of 15 mg/Kg and po dose of 120 mg/Kg,,,U,Autocuration,A,,CHEMBL627291,,,,,0,1
13215,22224,In vivo,BAO_0000218,,,Clearance at an iv dose of 15 mg/Kg and po dose of 240 mg/Kg,,,U,Autocuration,A,,CHEMBL627292,,,,,0,1
13216,22224,In vivo,BAO_0000218,,,Clearance at an iv dose of 15 mg/Kg and po dose of 29.1 mg/Kg,,,U,Autocuration,A,,CHEMBL627293,,,,,0,1
13217,22224,In vivo,BAO_0000218,,,Clearance at an iv dose of 15 mg/Kg and po dose of 30 mg/Kg,,,U,Autocuration,A,,CHEMBL627294,,,,,0,1
13218,22224,In vivo,BAO_0000218,,,Clearance at an iv dose of 15 mg/Kg and po dose of 60 mg/Kg,,,U,Autocuration,A,,CHEMBL875478,,,,,0,1
13219,22224,In vivo,BAO_0000218,,,Clearance was determined,,,U,Autocuration,A,,CHEMBL627295,,,,,0,1
13220,50594,In vivo,BAO_0000218,,,Clearance was measured in mouse after administration of compound 20 mg/kg intravenously,,,N,Intermediate,A,10090.0,CHEMBL627296,,,,,1,1
13221,50592,In vivo,BAO_0000218,,,Clearance was measured in rabbit after administration of compound 20 mg/kg intravenously,,,N,Intermediate,A,9986.0,CHEMBL626119,,,,,1,1
13222,50597,In vivo,BAO_0000218,,,Clearance was measured in rat after administration of compound 20 mg/kg intravenously,,,N,Intermediate,A,10116.0,CHEMBL626120,,,,,1,1
13223,50597,In vivo,BAO_0000218,,,Clearance in rat after iv dose (100 ug/kg),,,N,Intermediate,A,10116.0,CHEMBL626121,,,,,1,1
13224,22224,In vivo,BAO_0000218,,,Clearance in guinea pig,,,U,Autocuration,A,10141.0,CHEMBL626122,,,,,0,1
13225,50597,In vivo,BAO_0000218,,,Compound was evaluated for clearance in rat,,,N,Intermediate,A,10116.0,CHEMBL626123,,,,,1,1
13226,50588,In vivo,BAO_0000218,,,Compound was evaluated for the clearance in dog,,,N,Intermediate,A,9615.0,CHEMBL623456,,,,,1,1
13227,50597,In vivo,BAO_0000218,,,Compound was evaluated for the clearance in rat,,,N,Intermediate,A,10116.0,CHEMBL623457,,,,,1,1
13228,50597,In vivo,BAO_0000218,,,Compound was tested in vivo for clearance after iv administration in the rat,,,N,Intermediate,A,10116.0,CHEMBL623458,,,,,1,1
13229,22224,In vivo,BAO_0000218,,,IV clearance determined at an iv dose of 14 mg/kg,,,U,Autocuration,A,,CHEMBL623459,,,,,0,1
13230,22224,In vivo,BAO_0000218,,,IV clearance determined at an iv dose of 15.2 mg/kg,,,U,Autocuration,A,,CHEMBL875484,,,,,0,1
13231,22224,In vivo,BAO_0000218,,,IV clearance determined at an iv dose of 15 mg/kg,,,U,Autocuration,A,,CHEMBL623460,,,,,0,1
13232,22224,In vivo,BAO_0000218,,,IV clearance determined at an peroral dose of 30 mg/kg.,,,U,Autocuration,A,,CHEMBL623461,,,,,0,1
13233,22224,In vivo,BAO_0000218,,,IV clearance determined at an peroral dose of 30.2 mg/kg.,,,U,Autocuration,A,,CHEMBL623462,,,,,0,1
13234,22224,In vivo,BAO_0000218,,,IV clearance determined at an peroral dose of 30.3 mg/kg.,,,U,Autocuration,A,,CHEMBL627386,,,,,0,1
13235,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in kidney of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627387,,2113.0,Kidney,,1,1
13236,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in liver of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627388,,2107.0,Liver,,1,1
13237,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in lung of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627389,,2048.0,Lung,,1,1
13238,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in muscle of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627390,,2385.0,Muscle tissue,,1,1
13239,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in plasma of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627391,,1969.0,Plasma,,1,1
13240,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in red blood cells of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627392,,,,,1,1
13241,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in spleen of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627393,,2106.0,Spleen,,1,1
13242,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in trachea of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627394,,3126.0,Trachea,,1,1
13243,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in bone of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627395,,10000001.0,Bone,,1,1
13244,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in cerebellum of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL875485,,2037.0,Cerebellum,,1,1
13245,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in cortex of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627396,,,,,1,1
13246,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in fat of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627397,,,,,1,1
13247,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in heart of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627398,,948.0,Heart,,1,1
13248,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in intestine bone of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627399,,10000001.0,Bone,,1,1
13249,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in kidney of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627400,,2113.0,Kidney,,1,1
13250,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in liver of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627401,,2107.0,Liver,,1,1
13251,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in lung of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627402,,2048.0,Lung,,1,1
13252,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in muscle of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627403,,2385.0,Muscle tissue,,1,1
13253,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in plasma of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL627404,,1969.0,Plasma,,1,1
13254,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in red blood cells of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL623101,,,,,1,1
13255,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in spleen of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL877480,,2106.0,Spleen,,1,1
13256,50597,In vivo,BAO_0000218,,,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in trachea of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL623102,,3126.0,Trachea,,1,1
13257,50597,In vivo,BAO_0000218,,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in bone of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL623103,,10000001.0,Bone,,1,1
13258,50597,In vivo,BAO_0000218,,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in cerebellum of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL623104,,2037.0,Cerebellum,,1,1
13259,50597,In vivo,BAO_0000218,,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in cortex of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL623105,,,,,1,1
13260,50597,In vivo,BAO_0000218,,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in fat of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL623106,,,,,1,1
13261,50597,In vivo,BAO_0000218,,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in heart of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL623107,,948.0,Heart,,1,1
13262,50597,In vivo,BAO_0000218,,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in intestine of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL623108,,160.0,Intestine,,1,1
13263,50597,In vivo,BAO_0000218,,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in kidney of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL623109,,2113.0,Kidney,,1,1
13264,50597,In vivo,BAO_0000218,,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in liver of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL623110,,2107.0,Liver,,1,1
13265,50597,In vivo,BAO_0000218,,,Biodistribution of [18]Fluoro-CGP 12388 (10 minutes post injection) in lung of male wistar rats,,,N,Intermediate,A,10116.0,CHEMBL623111,,2048.0,Lung,,1,1
