assay_id,assay_subcellular_fraction,assay_strain,assay_test_type,assay_tax_id,tissue_id,src_assay_id,variant_id,tid,assay_category,src_id,doc_id,description,assay_type,assay_organism,assay_tissue,assay_cell_type
14298,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 11.3 uM/Kg of drug,A,Rattus norvegicus,Urine,
14299,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 113 uM/Kg of drug,A,Rattus norvegicus,Urine,
14300,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 19.5 uM/Kg of drug,A,Rattus norvegicus,Urine,
14301,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 195 uM/Kg of drug,A,Rattus norvegicus,Urine,
14302,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 21.7 uM/Kg of drug,A,Rattus norvegicus,Urine,
14303,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 217 uM/Kg of drug,A,Rattus norvegicus,Urine,
14304,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 23.9 uM/Kg of drug,A,Rattus norvegicus,Urine,
14305,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 239 uM/Kg of drug,A,Rattus norvegicus,Urine,
14306,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 24.9 uM/Kg of drug,A,Rattus norvegicus,Urine,
14307,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 249 uM/Kg of drug,A,Rattus norvegicus,Urine,
14308,,,In vivo,,2367.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in prostate (d),A,,Prostate gland,
14309,,,In vivo,,2367.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in prostate (d)/biood,A,,Prostate gland,
14310,,,In vivo,,2385.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in prostate (d)/muscle,A,,Muscle tissue,
14311,,,In vivo,,2367.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in prostate (v),A,,Prostate gland,
14312,,,In vivo,,,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in prostate (v)/blood,A,,,
14313,,,In vivo,,2385.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in prostate (v)/muscle,A,,Muscle tissue,
14314,,,In vivo,,2106.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 1 hour in spleen,A,,Spleen,
14315,,,In vivo,,1255.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in bladder,A,,Urinary bladder,
14316,,,In vivo,,178.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in blood,A,,Blood,
14317,,,In vivo,,1474.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in bone,A,,Bone element,
14318,,,In vivo,,,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in fat,A,,,
14319,,,In vivo,,2113.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in kidney,A,,Kidney,
14320,,,In vivo,,2107.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in liver,A,,Liver,
14321,,,In vivo,,2048.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in lung,A,,Lung,
14322,,,In vivo,,2385.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in muscle,A,,Muscle tissue,
14323,,,In vivo,,2367.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (d),A,,Prostate gland,
14324,,,In vivo,,2385.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (d)/muscle,A,,Muscle tissue,
14325,,,In vivo,,2367.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (v),A,,Prostate gland,
14326,,,In vivo,,,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (v)/blood,A,,,
14327,,,In vivo,,2385.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in prostate (v)/muscle,A,,Muscle tissue,
14328,,,In vivo,,2106.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked) in spleen,A,,Spleen,
14329,,,In vivo,,2367.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (blocked)i n prostate (d)/biood,A,,Prostate gland,
14330,,,In vivo,,1255.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in bladder,A,,Urinary bladder,
14331,,,In vivo,,178.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in blood,A,,Blood,
14332,,,In vivo,,1474.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in bone,A,,Bone element,
14333,,,In vivo,,,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in fat,A,,,
14334,,,In vivo,,2113.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in kidney,A,,Kidney,
14335,,,In vivo,,2107.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in liver,A,,Liver,
14336,,,In vivo,,2048.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in lung,A,,Lung,
14337,,,In vivo,,2385.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in muscle,A,,Muscle tissue,
14338,,,In vivo,,2367.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d),A,,Prostate gland,
14339,,,In vivo,,2367.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d)/biood,A,,Prostate gland,
14340,,,In vivo,,2385.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (d)/muscle,A,,Muscle tissue,
14341,,,In vivo,,2367.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v),A,,Prostate gland,
14342,,,In vivo,,,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v)/blood,A,,,
14343,,,In vivo,,2385.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in prostate (v)/muscle,A,,Muscle tissue,
14344,,,In vivo,,2106.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour (low) in spleen,A,,Spleen,
14345,,,In vivo,,1255.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in bladder,A,,Urinary bladder,
14346,,,In vivo,,178.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in blood,A,,Blood,
14347,,,In vivo,,1474.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in bone,A,,Bone element,
14348,,,In vivo,,,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in fat,A,,,
14349,,,In vivo,,2107.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in liver,A,,Liver,
14350,,,In vivo,,2048.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in lung,A,,Lung,
14351,,,In vivo,,2385.0,,,22224,,1,13257,%ID/g is percent injected dose per gram of tissue and in vivo distribution of compound obtained after 2 hour in muscle,A,,Muscle tissue,
14352,,,,,,,,22224,,1,2193,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 100 uM,A,,,
14353,,,,,,,,22224,,1,2193,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 100 uM; no inhibition is observed at this concentration,A,,,
14354,,,,,,,,22224,,1,2193,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 10 uM,A,,,
14355,,,,,,,,22224,,1,2193,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 10 uM; too active and complete inhibition is observed,A,,,
14356,,,,,,,,22224,,1,2193,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 1 uM,A,,,
14357,,,,,,,,22224,,1,2193,Compound was tested for the pseudo first-order rate constants for the inhibition of the cleavage step (k2) of the hammerhead ribozyme at a concentration of 1 uM; too active and complete inhibition is observed,A,,,
14358,,,,,,,,22224,,1,568,Hydrolysis rate constant was determined,A,,,
14359,,,,,,,,22224,,1,9680,"K2, The intrinsic biomolecular reactivation rate constant on VX at 25 degree Centigrade",A,,,
14360,,,,,,,,22224,,1,9680,"K2, The intrinsic biomolecular reactivation rate constant on paraxon at 25 degree Centigrade",A,,,
14361,,,,,,,,22224,,1,9680,"K2, The intrinsic biomolecular reactivation rate constant on sarin at 25 degree Centigrade",A,,,
14362,,,,,,,,22224,,1,10026,Observed second order rate constant,A,,,
14363,,,,,,,,22224,,1,10281,Rate constant (cyclization rate) in CD3CN-deuterated phosphate buffer at pH 7.4,A,,,
14364,,,,,,,,22224,,1,10014,Rate constant for decay of compound was determined in 50 mM phosphate buffer (pH 7.4) at 24 degree celsius,A,,,
14365,,,,,,,,22224,,1,10014,Rate constant for decay of compound was determined in 50 mM phosphate buffer (pH 7.4) at 37 degree celsius,A,,,
14366,,,,,,,,22224,,1,9680,"k2, The intrinsic biomolecular reactivation rate constant on paraxon at 25 degree Centigrade",A,,,
14367,,,,,,,,22224,,1,9680,"k2, The intrinsic biomolecular reactivation rate constant on sarin at 25 degree Centigrade",A,,,
14368,,,,,,,,22224,,1,13028,Kinetic parameter of epimerization at a salt concentration (0.01 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,A,,,
14369,,,,,,,,22224,,1,13028,Kinetic parameter of epimerization at a salt concentration (0.1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,A,,,
14370,,,,,,,,22224,,1,13028,Kinetic parameter of epimerization at a salt concentration (1 M) of in Tris.HCl buffer(pH 9.0) and 37 degree C (or )in RMPI 1640 cell culture medium containing 10%FCS,A,,,
14371,,,,,,,,22224,,1,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.0(or )in RMPI 1640 cell culture medium containing 10%FCS,A,,,
14372,,,,,,,,22224,,1,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 10.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,A,,,
14373,,,,,,,,22224,,1,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 11.3 (or )in RMPI 1640 cell culture medium containing 10%FCS,A,,,
14374,,,,,,,,22224,,1,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 7.5 (or )in RMPI 1640 cell culture medium containing 10%FCS,A,,,
14375,,,,,,,,22224,,1,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 8.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,A,,,
14376,,,,,,,,22224,,1,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.0 (or )in RMPI 1640 cell culture medium containing 10%FCS,A,,,
14377,,,,,,,,22224,,1,13028,Kinetic parameter of epimerization in Tris.HCl buffer at a pH 9.6 (or )in RMPI 1640 cell culture medium containing 10%FCS,A,,,
14378,,,,10116.0,,,,50597,,1,10014,Rate constants of compound was determined at muscarinic receptor in the rat cerebral cortex,A,Rattus norvegicus,,
14379,,,,,,,,22224,,1,9962,Association constant for compound at 31 degree C was determined,A,,,
14380,,,,,,,,22224,,1,12029,Calculated antagonist equilibrium dissociation constant of the compound,A,,,
14381,,,,,,,,22224,,1,12029,Calculated antagonist equilibrium dissociation constant of the compound; No statistically significant antagonism observed,A,,,
14382,,,,10141.0,3126.0,,,50512,,1,10583,Dissociation constants vs LTE4 on guinea pig trachea,A,Cavia porcellus,Trachea,
14383,,,,,,,,22224,,1,568,"Tested for hydrolysis in presence of boric acid by UV spectrophotometry, dissociation constant was evaluated at the pH < 8",A,,,
14384,,,,,,,,22224,,1,568,"Tested for hydrolysis in presence of boric acid, rate constant was evaluated at the pH 8.5",A,,,
14385,,,,,,,,22224,,1,568,"Tested for hydrolysis in presence of boric acid, rate constant was evaluated at the pH 9.5",A,,,
14386,,,,,,,,22224,,1,568,"Tested for hydrolysis in presence of phenylboronic acid, rate constant was evaluated at the pH 9.5",A,,,
14387,,,,,,,,22224,,1,7493,Affinity constant KD value was derived from TMP,A,,,
14388,,,,,,,,22224,,1,8371,Apparent dissociation (binding) rate constant was evaluated,A,,,
14389,,,,,,,,22224,,1,13114,Dissociation constant (KD) of the compound,P,,,
14390,,,,,,,,22224,,1,15515,Dissociation constant determined by heteronuclear 1H/15N correlation NMR spectroscopy,P,,,
14391,,,,,,,,22224,,1,522,Dissociation constant from ESR titration experiments,P,,,
14392,,,,,,,,22224,,1,13888,Dissociation constant was evaluated which is similar to Ki (inhibitory constant),,,,
14393,,,,,,,,22224,,1,2616,Dissociation constant was evaluated.,P,,,
14394,,,,,,,,22224,,1,3798,Dissociation constant was reported,P,,,
14395,,,,10116.0,,,,50597,,1,8731,Dissociation constant was determined in rat pituitary cells.,A,Rattus norvegicus,,
14396,,,,,,,,22224,,1,11892,Equilibrium dissociation constant of CA complex for enantiomer 1 of compound,A,,,
14397,,,,,,,,22224,,1,11892,Equilibrium dissociation constant of CA complex for enantiomer 2 of compound,A,,,
14398,,,,,,,,22224,,1,2582,Equilibrium dissociation constant of the compound,A,,,
14399,,,,,,,,22224,,1,11892,Equilibrium dissociation constant was determined,A,,,
14400,,,,,,,,22224,,1,13396,Kinetic constant KD was evaluated,A,,,
14401,,,,,,,,22224,,1,603,Tested for dissociation constant of the compound; Value ranges from 0.1-0.3,A,,,
14402,,,,,,,,22224,,1,15673,Equilibrium association constant interacting with unilamellar vesicles of electroneutral in PBS buffer at pH 7.4,A,,,
14403,,,,,,,,22224,,1,10368,Rate constant for hydrolysis in aqueous acetone.,A,,,
14404,,,,,,,,22224,,1,14228,Disassociation constant (KI) was obtained from Cheng and Prusoff equation for quercetin trypsin complex,A,,,
14405,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats (Control/Drug treatment value); value 0.43/2.86,A,Rattus norvegicus,,
14406,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats (Control/Drug treatment value); value 0.44/2.68,A,Rattus norvegicus,,
14407,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats (Control/Drug treatment value); value 0.45/1.55,A,Rattus norvegicus,,
14408,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats (Control/Drug treatment value); value 0.48/0.95,A,Rattus norvegicus,,
14409,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats (Control/Drug treatment value); value 0.5/1.79,A,Rattus norvegicus,,
14410,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats (Control/Drug treatment value); value 0.51/0.66,A,Rattus norvegicus,,
14411,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats (Control/Drug treatment value); value 0.52/2.02,A,Rattus norvegicus,,
14412,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats (Control/Drug treatment value); value 0.61//0.37,A,Rattus norvegicus,,
14413,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats (Control/Drug treatment value); value 0.71/0.36,A,Rattus norvegicus,,
14414,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 0 mg/kg po and vehicle dosed at 0 umol/kg,A,Rattus norvegicus,,
14415,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 30.23 umol/kg,A,Rattus norvegicus,,
14416,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,A,Rattus norvegicus,,
14417,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,A,Rattus norvegicus,,
14418,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,A,Rattus norvegicus,,
14419,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,A,Rattus norvegicus,,
14420,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,A,Rattus norvegicus,,
14421,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,A,Rattus norvegicus,,
14422,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,A,Rattus norvegicus,,
14423,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 7.56 umol/kg,A,Rattus norvegicus,,
14424,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 8.4 umol/kg,A,Rattus norvegicus,,
14425,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,A,Rattus norvegicus,,
14426,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.87 umol/kg,A,Rattus norvegicus,,
14427,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 60.46 umol/kg,A,Rattus norvegicus,,
14428,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 67.18 umol/kg,A,Rattus norvegicus,,
14429,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 74.26 umol/kg,A,Rattus norvegicus,,
14430,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 78.97 umol/kg,A,Rattus norvegicus,,
14431,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 120.93 umol/kg,A,Rattus norvegicus,,
14432,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 134.35 umol/kg,A,Rattus norvegicus,,
14433,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 148.52 umol/kg,A,Rattus norvegicus,,
14434,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 157.94 umol/kg,A,Rattus norvegicus,,
14435,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 15.12 umol/kg,A,Rattus norvegicus,,
14436,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 16.79 umol/kg,A,Rattus norvegicus,,
14437,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 18.56 umol/kg,A,Rattus norvegicus,,
14438,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 19.74 umol/kg,A,Rattus norvegicus,,
14439,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 241.86 umol/kg,A,Rattus norvegicus,,
14440,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 268.71 umol/kg,A,Rattus norvegicus,,
14441,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 297.03 umol/kg,A,Rattus norvegicus,,
14442,,,,10116.0,,,,50597,,1,11510,Mean sodium excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 315.88 umol/kg,A,Rattus norvegicus,,
14443,,,,9615.0,,,,50588,,1,8310,Na+ excretion mequiv /kg in 6 conscious female dogs administered perorally during 0-6 hr,A,Canis lupus familiaris,,
14444,,,,9615.0,,,,50588,,1,8310,Na+ excretion mequiv /kg in conscious female dogs administered perorally during 0-6 hr,A,Canis lupus familiaris,,
14445,,,,10090.0,,,,50594,,1,8310,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 10 ml/kg perorally,A,Mus musculus,,
14446,,,,10090.0,,,,50594,,1,8310,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 2 ml/kg perorally,A,Mus musculus,,
14447,,,,10090.0,,,,50594,,1,8310,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 2 ml/kg perorally,A,Mus musculus,,
14448,,,,10090.0,,,,50594,,1,8310,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 50 ml/kg perorally,A,Mus musculus,,
14449,,,,10090.0,,,,50594,,1,8310,Na+ excretion mequiv /kg in saline-loaded mice administered at a dose 10 ml/kg perorally,A,Mus musculus,,
14450,,,,9615.0,,,,50588,,1,8310,Na+ excretion mequiv/kg in 4 conscious female dogs administered perorally during 0-6 hr,A,Canis lupus familiaris,,
14451,,,,10090.0,,,,50594,,1,8310,Na+ excretion mequiv/kg in 4 saline-loaded mice administered at a dose 50 ml/kg perorally,A,Mus musculus,,
14452,,,,9615.0,,,,50588,,1,8310,Na+ excretion mequiv/kg in 6 conscious female dogs administered perorally during 0-6 hr,A,Canis lupus familiaris,,
14453,,,,9615.0,,,,50588,,1,8310,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 0.3 ml/kg perorally,A,Canis lupus familiaris,,
14454,,,,10090.0,,,,50594,,1,8310,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 10 ml/kg perorally,A,Mus musculus,,
14455,,,,10090.0,,,,50594,,1,8310,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 10 ml/kg perorally,A,Mus musculus,,
14456,,,,10090.0,,,,50594,,1,8310,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 2 ml/kg perorally,A,Mus musculus,,
14457,,,,10090.0,,,,50594,,1,8310,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 250 ml/kg perorally,A,Mus musculus,,
14458,,,,10090.0,,,,50594,,1,8310,Na+ excretion mequiv/kg in saline-loaded mice administered at a dose 3 ml/kg perorally,A,Mus musculus,,
14459,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 25.9 uM/Kg of drug,A,Rattus norvegicus,Urine,
14460,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 259 uM/Kg of drug,A,Rattus norvegicus,Urine,
14461,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 26.5 uM/Kg of drug,A,Rattus norvegicus,Urine,
14462,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 265 uM/Kg of drug,A,Rattus norvegicus,Urine,
14463,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 27 uM/Kg of drug,A,Rattus norvegicus,Urine,
14464,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 27.9 uM/Kg of drug,A,Rattus norvegicus,Urine,
14465,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 270 uM/Kg of drug,A,Rattus norvegicus,Urine,
14466,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 279 uM/Kg of drug,A,Rattus norvegicus,Urine,
14467,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.2 uM/Kg of drug,A,Rattus norvegicus,Urine,
14468,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.22 uM/Kg of drug,A,Rattus norvegicus,Urine,
14469,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 28.9 uM/Kg of drug,A,Rattus norvegicus,Urine,
14470,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 282 uM/Kg of drug,A,Rattus norvegicus,Urine,
14471,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 289 uM/Kg of drug,A,Rattus norvegicus,Urine,
14472,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 3.40 uM/Kg of drug,A,Rattus norvegicus,Urine,
14473,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 3.76 uM/Kg of drug,A,Rattus norvegicus,Urine,
14474,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 30.2 uM/Kg of drug,A,Rattus norvegicus,Urine,
14475,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 302 uM/Kg of drug,A,Rattus norvegicus,Urine,
14476,,,,10116.0,1088.0,,,50597,,1,12582,Total electrolytic excretion of potassium in urine of rats after peroral administration of 31.6 uM/Kg of drug,A,Rattus norvegicus,Urine,
