miller2_fsclr,miller2_chldrnsss(mrkr),miller2_rgnstnd,miller2_rtcprcnt,miller2_sctrprcnt,miller2_rgnstnnm,miller2_nvrmntlsstnblt(mrkr),miller2_cntnntd,miller2_fstcprcnt,miller2_prjctnmbr,miller2_rbnsss(mrkr),miller2_pbtp,miller2_cntrrgnd,miller2_cntnntnm,miller2_brnchd,miller2_mxmmcdcntrbtn(prjct-lvl),miller2_clmtchngdpttn(mrkr),miller2_prjctbrwsrcntrd,miller2_sctrnm,miller2_trddvlpmnt(mrkr),miller2_fndcntrd,miller2_prgrmmngprcss(nw),miller2_dsbltsss(mrkr),miller2_gndrqlt(mrkr),miller2_clmtchngmtgtn(mrkr),miller2_prtcptrdvlpmntndgdgvrnnc,miller2_bdvrst(mrkr),miller2_thsss(mrkr),miller2_ndgnssss(mrkr),miller2_ctstlfrdvlpmnt(mrkr),miller2_knwldgfrdvlpmnt(mrkr),miller2_rgnstntp,miller2_rgnstnclss,miller2_rgnstnsb-clss,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_mntspnt
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,EG,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Northern Africa,0.08,15150,163.98456000000002
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,EG,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Northern Africa,0.08,15150,623.53752
2009/2010,0,Information not available,0.0,0.4,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,EG,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Northern Africa,0.08,15160,141.33504
2009/2010,0,Information not available,0.0,0.4,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,EG,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Northern Africa,0.08,15160,18139.66688
2009/2010,0,Information not available,0.0,0.4,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,EG,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Northern Africa,0.08,15160,39.168
2009/2010,0,Information not available,0.0,0.4,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,EG,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Northern Africa,0.08,15160,218.64607999999998
2009/2010,0,Information not available,0.0,0.4,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,EG,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Northern Africa,0.08,15160,831.3833599999999
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,EG,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Northern Africa,0.08,15220,106.00128000000001
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,EG,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Northern Africa,0.08,15220,13604.75016
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,EG,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Northern Africa,0.08,15220,29.375999999999998
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,EG,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Northern Africa,0.08,15220,163.98456000000002
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,EG,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Northern Africa,0.08,15220,623.53752
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Northern Africa,0.1,15150,132.5016
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Northern Africa,0.1,15150,17005.9377
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Northern Africa,0.1,15150,36.72
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Northern Africa,0.1,15150,204.9807
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Northern Africa,0.1,15150,779.4219
2009/2010,0,Information not available,0.0,0.4,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Northern Africa,0.1,15160,176.6688
2009/2010,0,Information not available,0.0,0.4,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Northern Africa,0.1,15160,22674.5836
2009/2010,0,Information not available,0.0,0.4,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Northern Africa,0.1,15160,48.96
2009/2010,0,Information not available,0.0,0.4,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Northern Africa,0.1,15160,273.3076
2009/2010,0,Information not available,0.0,0.4,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Northern Africa,0.1,15160,1039.2292
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Northern Africa,0.1,15220,132.5016
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Northern Africa,0.1,15220,17005.9377
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Northern Africa,0.1,15220,36.72
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Northern Africa,0.1,15220,204.9807
2009/2010,0,Information not available,0.0,0.3,Information not available,0,2,1.0,Z020865001,0,Not PBA,70,Africa,B3100,4949239.9,0,MA,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Northern Africa,0.1,15220,779.4219
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.02,15150,26.500320000000002
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.02,15150,3401.18754
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Western Asia,0.02,15150,7.343999999999999
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Western Asia,0.02,15150,40.996140000000004
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Western Asia,0.02,15150,155.88438
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.02,15160,35.33376
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.02,15160,4534.91672
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Western Asia,0.02,15160,9.792
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Western Asia,0.02,15160,54.661519999999996
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Western Asia,0.02,15160,207.84583999999998
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.02,15220,26.500320000000002
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.02,15220,3401.18754
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Western Asia,0.02,15220,7.343999999999999
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Western Asia,0.02,15220,40.996140000000004
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,PS,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Western Asia,0.02,15220,155.88438
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.02,15150,26.500320000000002
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.02,15150,3401.18754
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Western Asia,0.02,15150,7.343999999999999
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Western Asia,0.02,15150,40.996140000000004
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Western Asia,0.02,15150,155.88438
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.02,15160,35.33376
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.02,15160,4534.91672
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Western Asia,0.02,15160,9.792
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Western Asia,0.02,15160,54.661519999999996
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Western Asia,0.02,15160,207.84583999999998
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.02,15220,26.500320000000002
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.02,15220,3401.18754
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Western Asia,0.02,15220,7.343999999999999
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Western Asia,0.02,15220,40.996140000000004
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,YE,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Western Asia,0.02,15220,155.88438
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.04,15150,53.000640000000004
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.04,15150,6802.37508
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Western Asia,0.04,15150,14.687999999999999
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Western Asia,0.04,15150,81.99228000000001
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Western Asia,0.04,15150,311.76876
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.04,15160,70.66752
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.04,15160,9069.83344
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Western Asia,0.04,15160,19.584
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Western Asia,0.04,15160,109.32303999999999
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Western Asia,0.04,15160,415.69167999999996
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.04,15220,53.000640000000004
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.04,15220,6802.37508
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Western Asia,0.04,15220,14.687999999999999
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Western Asia,0.04,15220,81.99228000000001
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,JO,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Western Asia,0.04,15220,311.76876
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,IQ,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.23,15150,304.75368
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,IQ,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.23,15150,39113.65671
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,IQ,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Western Asia,0.23,15150,84.456
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,IQ,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Western Asia,0.23,15150,471.45561
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,IQ,Democratic participation and civil society,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Western Asia,0.23,15150,1792.6703699999998
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,IQ,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.23,15160,406.33824
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,IQ,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.23,15160,52151.54228
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,IQ,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Civil Society,SUPPLIER OF GOODS/SERVICES,Western Asia,0.23,15160,112.60799999999999
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,IQ,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Profit Making,Individual,COOPERANT,Western Asia,0.23,15160,628.60748
2009/2010,0,Information not available,0.0,0.4,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,IQ,Human rights,0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Uncoded,Unknown,Unknown,Western Asia,0.23,15160,2390.2271600000004
2009/2010,0,Information not available,0.0,0.3,Information not available,0,3,1.0,Z020865001,0,Not PBA,130,Asia,B3100,4949239.9,0,IQ,"Civilian peace-building, conflict prevention and resolution",0,4258,Uncoded: Pre-APP,0,2,0,1,0,0,0,0,0,Canadian Non-Profit Making,Governmental,FEDERAL,Western Asia,0.23,15220,304.75368
