Fiscal year,Division name,CFLI (marker),Maximum CIDA contribution (project-level),Youth issues (marker),Section name,Fund centre ID,ICT as a tool for development (marker),Bilateral aid (international marker),Urban issues (marker),Status,Amount spent,Knowledge for development (marker),Disability issues (marker),FSTC percent,Section ID,Branch name,Sector ID,Branch ID,Programming process (new),Biodiversity (marker),Desertification (marker),Continent name,Continent ID,CountryRegion percent,Sector percent,Organisation sub-class,Regional program (marker),Untied amount(Project-level budget),Enviromental sustainability (marker),Project number,Project Browser country ID,Fund centre name,Organisation type,Organisation ID,Division ID,IRTC percent,CIDA business delivery model (old),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance,Trade development (marker)
2009/2010,MED Economic Development,0,11855045.39,2,MES NATURAL RESOURCES & GOVERNANCE,5282,0,1,0,Closed,48000.0,2,0,1.0,S1079,MFM Global Issues and Development,25010,B5100,Uncoded: Pre-APP,0,0,America,1,0.04,1.0,CROWN CORPORATIONS,0,11855045.39,0,M013119001,GY,Natural Resources & Governance - INIT,Canadian Non-Profit Making,1000382,D5430,0.0,Responsive,Not PBA,0,0,0,2
2009/2010,MED Economic Development,0,11855045.39,2,MES NATURAL RESOURCES & GOVERNANCE,5282,0,1,0,Closed,48000.0,2,0,1.0,S1079,MFM Global Issues and Development,25010,B5100,Uncoded: Pre-APP,0,0,America,1,0.04,1.0,CROWN CORPORATIONS,0,11855045.39,0,M013119001,HN,Natural Resources & Governance - INIT,Canadian Non-Profit Making,1000382,D5430,0.0,Responsive,Not PBA,0,0,0,2
2009/2010,MED Economic Development,0,11855045.39,2,MES NATURAL RESOURCES & GOVERNANCE,5282,0,1,0,Closed,48000.0,2,0,1.0,S1079,MFM Global Issues and Development,25010,B5100,Uncoded: Pre-APP,0,0,America,1,0.04,1.0,CROWN CORPORATIONS,0,11855045.39,0,M013119001,HT,Natural Resources & Governance - INIT,Canadian Non-Profit Making,1000382,D5430,0.0,Responsive,Not PBA,0,0,0,2
2009/2010,MED Economic Development,0,11855045.39,2,MES NATURAL RESOURCES & GOVERNANCE,5282,0,1,0,Closed,48000.0,2,0,1.0,S1079,MFM Global Issues and Development,25010,B5100,Uncoded: Pre-APP,0,0,America,1,0.04,1.0,CROWN CORPORATIONS,0,11855045.39,0,M013119001,JM,Natural Resources & Governance - INIT,Canadian Non-Profit Making,1000382,D5430,0.0,Responsive,Not PBA,0,0,0,2
2009/2010,MED Economic Development,0,11855045.39,2,MES NATURAL RESOURCES & GOVERNANCE,5282,0,1,0,Closed,48000.0,2,0,1.0,S1079,MFM Global Issues and Development,25010,B5100,Uncoded: Pre-APP,0,0,America,1,0.04,1.0,CROWN CORPORATIONS,0,11855045.39,0,M013119001,MX,Natural Resources & Governance - INIT,Canadian Non-Profit Making,1000382,D5430,0.0,Responsive,Not PBA,0,0,0,2
2009/2010,MED Economic Development,0,11855045.39,2,MES NATURAL RESOURCES & GOVERNANCE,5282,0,1,0,Closed,48000.0,2,0,1.0,S1079,MFM Global Issues and Development,25010,B5100,Uncoded: Pre-APP,0,0,America,1,0.04,1.0,CROWN CORPORATIONS,0,11855045.39,0,M013119001,NI,Natural Resources & Governance - INIT,Canadian Non-Profit Making,1000382,D5430,0.0,Responsive,Not PBA,0,0,0,2
2009/2010,MED Economic Development,0,11855045.39,2,MES NATURAL RESOURCES & GOVERNANCE,5282,0,1,0,Closed,48000.0,2,0,1.0,S1079,MFM Global Issues and Development,25010,B5100,Uncoded: Pre-APP,0,0,America,1,0.04,1.0,CROWN CORPORATIONS,0,11855045.39,0,M013119001,PA,Natural Resources & Governance - INIT,Canadian Non-Profit Making,1000382,D5430,0.0,Responsive,Not PBA,0,0,0,2
2009/2010,MED Economic Development,0,11855045.39,2,MES NATURAL RESOURCES & GOVERNANCE,5282,0,1,0,Closed,48000.0,2,0,1.0,S1079,MFM Global Issues and Development,25010,B5100,Uncoded: Pre-APP,0,0,America,1,0.04,1.0,CROWN CORPORATIONS,0,11855045.39,0,M013119001,PE,Natural Resources & Governance - INIT,Canadian Non-Profit Making,1000382,D5430,0.0,Responsive,Not PBA,0,0,0,2
2009/2010,MED Economic Development,0,11855045.39,2,MES NATURAL RESOURCES & GOVERNANCE,5282,0,1,0,Closed,48000.0,2,0,1.0,S1079,MFM Global Issues and Development,25010,B5100,Uncoded: Pre-APP,0,0,America,1,0.04,1.0,CROWN CORPORATIONS,0,11855045.39,0,M013119001,PY,Natural Resources & Governance - INIT,Canadian Non-Profit Making,1000382,D5430,0.0,Responsive,Not PBA,0,0,0,2
2009/2010,MED Economic Development,0,11855045.39,2,MES NATURAL RESOURCES & GOVERNANCE,5282,0,1,0,Closed,48000.0,2,0,1.0,S1079,MFM Global Issues and Development,25010,B5100,Uncoded: Pre-APP,0,0,America,1,0.04,1.0,CROWN CORPORATIONS,0,11855045.39,0,M013119001,SR,Natural Resources & Governance - INIT,Canadian Non-Profit Making,1000382,D5430,0.0,Responsive,Not PBA,0,0,0,2
2009/2010,MED Economic Development,0,11855045.39,2,MES NATURAL RESOURCES & GOVERNANCE,5282,0,1,0,Closed,48000.0,2,0,1.0,S1079,MFM Global Issues and Development,25010,B5100,Uncoded: Pre-APP,0,0,America,1,0.04,1.0,CROWN CORPORATIONS,0,11855045.39,0,M013119001,SV,Natural Resources & Governance - INIT,Canadian Non-Profit Making,1000382,D5430,0.0,Responsive,Not PBA,0,0,0,2
2009/2010,MED Economic Development,0,11855045.39,2,MES NATURAL RESOURCES & GOVERNANCE,5282,0,1,0,Closed,48000.0,2,0,1.0,S1079,MFM Global Issues and Development,25010,B5100,Uncoded: Pre-APP,0,0,America,1,0.04,1.0,CROWN CORPORATIONS,0,11855045.39,0,M013119001,TT,Natural Resources & Governance - INIT,Canadian Non-Profit Making,1000382,D5430,0.0,Responsive,Not PBA,0,0,0,2
2009/2010,MED Economic Development,0,11855045.39,2,MES NATURAL RESOURCES & GOVERNANCE,5282,0,1,0,Closed,48000.0,2,0,1.0,S1079,MFM Global Issues and Development,25010,B5100,Uncoded: Pre-APP,0,0,America,1,0.04,1.0,CROWN CORPORATIONS,0,11855045.39,0,M013119001,UY,Natural Resources & Governance - INIT,Canadian Non-Profit Making,1000382,D5430,0.0,Responsive,Not PBA,0,0,0,2
2009/2010,MED Economic Development,0,11855045.39,2,MES NATURAL RESOURCES & GOVERNANCE,5282,0,1,0,Closed,48000.0,2,0,1.0,S1079,MFM Global Issues and Development,25010,B5100,Uncoded: Pre-APP,0,0,America,1,0.04,1.0,CROWN CORPORATIONS,0,11855045.39,0,M013119001,VE,Natural Resources & Governance - INIT,Canadian Non-Profit Making,1000382,D5430,0.0,Responsive,Not PBA,0,0,0,2
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,7560.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0014,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,VE,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,AG,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,AI,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,AR,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,BB,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,BO,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,BR,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,BZ,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,CL,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,CO,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,CR,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,CU,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,DM,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,DO,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,EC,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,GD,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,GT,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,GY,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,HN,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,HT,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,JM,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,KN,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,LC,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,MS,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,MX,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,NI,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,PA,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,PE,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,PY,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,SR,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,SV,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,TC,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,TT,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,UY,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,15660.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,America,1,0.0029,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,VC,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,AO,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,BF,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,BI,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,BJ,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,BW,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,CD,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,CF,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,CG,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,CI,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,CM,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,CV,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,DJ,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,DZ,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,EG,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,EH,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,ER,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,ET,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,GA,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
2009/2010,MND Health&Nutrition,0,5400000.0,0,MNG Global Health,5246,0,0,0,Closed,50760.0,0,0,0.0,S5245,MFM Global Issues and Development,13040,B5100,Uncoded: Pre-APP,0,0,Africa,2,0.0094,1.0,UNITED NATIONS,0,5400000.0,0,M013120001,GH,Global Health - CORE,Foreign Non-Profit Making,1005158,D5240,0.0,Core Funding,Not PBA,0,0,0,0
