assays_ss_d,assays_vrnt_d,assays_src_d,assays_ss_sbclllr_frctn,assays_ss_rgnsm,assays_cll_d,assays_ss_cll_tp,assays_td,assays_rltnshp_tp,assays_cnfdnc_scr,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_b_frmt,assays_tss_d
10484,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622047,BAO_0000218,10000001.0
10485,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL877610,BAO_0000218,10000001.0
10486,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622048,BAO_0000218,955.0
10487,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622049,BAO_0000218,955.0
10488,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622050,BAO_0000218,955.0
10489,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622051,BAO_0000218,955.0
10490,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622052,BAO_0000218,
10491,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622053,BAO_0000218,
10492,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622054,BAO_0000218,
10493,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622055,BAO_0000218,
10494,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622056,BAO_0000218,
10495,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622057,BAO_0000218,
10496,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL628008,BAO_0000218,
10497,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622058,BAO_0000218,
10498,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622059,BAO_0000218,
10499,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622060,BAO_0000218,
10500,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622061,BAO_0000218,
10501,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622062,BAO_0000218,
10502,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622063,BAO_0000218,
10503,,1,,Rattus norvegicus,,,50597,N,1,Expert,,CHEMBL877611,BAO_0000218,
10504,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622064,BAO_0000218,
10505,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622065,BAO_0000218,
10506,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622066,BAO_0000218,
10507,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622067,BAO_0000218,
10508,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622068,BAO_0000218,
10509,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622069,BAO_0000218,
10510,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624796,BAO_0000218,
10511,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624797,BAO_0000218,
10512,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623053,BAO_0000218,
10513,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623054,BAO_0000218,
10514,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623055,BAO_0000218,
10515,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623056,BAO_0000218,
10516,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623057,BAO_0000218,
10517,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623058,BAO_0000218,
10518,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623059,BAO_0000218,
10519,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623060,BAO_0000218,
10520,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623061,BAO_0000218,
10521,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623062,BAO_0000218,
10522,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623063,BAO_0000218,
10523,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623064,BAO_0000218,
10524,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623065,BAO_0000218,
10525,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623066,BAO_0000218,
10526,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623067,BAO_0000218,
10527,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623068,BAO_0000218,
10528,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623069,BAO_0000218,
10529,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623070,BAO_0000218,
10530,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623071,BAO_0000218,
10531,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623072,BAO_0000218,
10532,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623073,BAO_0000218,
10533,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623074,BAO_0000218,
10534,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623075,BAO_0000218,
10535,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623076,BAO_0000218,
10536,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623077,BAO_0000218,
10537,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623078,BAO_0000218,
10538,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623079,BAO_0000218,
10539,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623080,BAO_0000218,
10540,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623081,BAO_0000218,
10541,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623082,BAO_0000218,
10542,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL874400,BAO_0000218,
10543,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623083,BAO_0000218,
10544,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623084,BAO_0000218,
10545,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623085,BAO_0000218,
10546,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623086,BAO_0000218,
10547,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623087,BAO_0000218,
10548,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623088,BAO_0000218,
10549,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623089,BAO_0000218,
10550,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623090,BAO_0000218,
10551,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623091,BAO_0000218,
10552,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623092,BAO_0000218,
10553,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623093,BAO_0000218,
10554,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL874401,BAO_0000218,
10555,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623094,BAO_0000218,
10556,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623095,BAO_0000218,
10557,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL623096,BAO_0000218,
10558,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624913,BAO_0000218,
10559,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624914,BAO_0000218,
10560,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624915,BAO_0000218,
10561,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624916,BAO_0000218,
10562,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624917,BAO_0000218,
10563,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625157,BAO_0000218,
10564,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625158,BAO_0000218,2107.0
10565,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625159,BAO_0000218,
10566,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625160,BAO_0000218,
10567,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625161,BAO_0000218,
10568,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625162,BAO_0000218,
10569,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625163,BAO_0000218,
10570,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625164,BAO_0000218,
10571,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625165,BAO_0000218,
10572,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625166,BAO_0000218,
10573,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625167,BAO_0000218,
10574,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625168,BAO_0000218,
10575,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625169,BAO_0000218,
10576,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626264,BAO_0000218,
10577,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626265,BAO_0000218,
10578,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626266,BAO_0000218,1969.0
10579,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626267,BAO_0000218,1969.0
10580,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626268,BAO_0000218,
10581,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626269,BAO_0000218,
10582,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626270,BAO_0000218,
10583,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626271,BAO_0000218,
10584,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626272,BAO_0000218,
10585,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626273,BAO_0000218,
10586,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL875346,BAO_0000218,
10587,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626274,BAO_0000218,
10588,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626275,BAO_0000218,
10589,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624646,BAO_0000218,
10590,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624647,BAO_0000218,
10591,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624648,BAO_0000218,2107.0
10592,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624649,BAO_0000218,
10593,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624650,BAO_0000218,
10594,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624651,BAO_0000218,
10595,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624652,BAO_0000218,
10596,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624653,BAO_0000218,
10597,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624654,BAO_0000218,
10598,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624655,BAO_0000218,
10599,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624656,BAO_0000218,
10600,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624657,BAO_0000218,
10601,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624658,BAO_0000218,
10602,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624659,BAO_0000218,
10603,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624660,BAO_0000218,
10604,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624661,BAO_0000218,
10605,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624662,BAO_0000218,
10606,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625199,BAO_0000218,
10607,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625200,BAO_0000218,
10608,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625201,BAO_0000218,
10609,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625202,BAO_0000218,
10610,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625203,BAO_0000218,
10611,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625204,BAO_0000218,
10612,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625205,BAO_0000218,
10613,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625206,BAO_0000218,
10614,,1,,,,,22224,U,0,Autocuration,,CHEMBL625207,BAO_0000019,
10615,,1,,,,,22224,U,0,Autocuration,,CHEMBL625208,BAO_0000019,
10616,,1,,Homo sapiens,495.0,Caco-2,50587,N,1,Intermediate,,CHEMBL625209,BAO_0000218,
10617,,1,,,,,22229,U,0,Autocuration,,CHEMBL625210,BAO_0000100,
10618,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625211,BAO_0000218,
10619,,1,,Macaca mulatta,,,50797,N,1,Intermediate,,CHEMBL625212,BAO_0000218,
10620,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625213,BAO_0000218,
10621,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL625214,BAO_0000218,
10622,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL874542,BAO_0000218,
10623,,1,,,,,22229,U,0,Autocuration,,CHEMBL625215,BAO_0000100,
10624,,1,,,,,22224,U,0,Autocuration,,CHEMBL625216,BAO_0000019,
10625,,1,,,,,22224,U,0,Autocuration,,CHEMBL625217,BAO_0000100,
10626,,1,,,,,22224,U,0,Autocuration,,CHEMBL625218,BAO_0000100,
10627,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622864,BAO_0000218,1969.0
10628,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622865,BAO_0000218,1969.0
10629,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622866,BAO_0000218,1969.0
10630,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622867,BAO_0000218,1969.0
10631,,1,,Cavia porcellus,,,50512,N,1,Intermediate,,CHEMBL876808,BAO_0000218,1969.0
10632,,1,,,,,22224,U,0,Autocuration,,CHEMBL627725,BAO_0000019,955.0
10633,,1,,,,,22224,U,0,Autocuration,,CHEMBL627726,BAO_0000019,1977.0
10634,,1,,,,,22224,U,0,Autocuration,,CHEMBL627727,BAO_0000019,1969.0
10635,,1,,,,,22224,U,0,Autocuration,,CHEMBL627728,BAO_0000019,1969.0
10636,,1,,,,,22224,U,0,Autocuration,,CHEMBL627729,BAO_0000019,1969.0
10637,,1,,,,,22224,U,0,Autocuration,,CHEMBL627730,BAO_0000019,1969.0
10638,,1,,,,,22224,U,0,Autocuration,,CHEMBL627731,BAO_0000019,1969.0
10639,,1,,,,,22224,U,0,Autocuration,,CHEMBL627732,BAO_0000019,1969.0
10640,,1,,,,,22224,U,0,Autocuration,,CHEMBL627733,BAO_0000019,1969.0
10641,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL627734,BAO_0000218,1969.0
10642,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL627735,BAO_0000218,1969.0
10643,,1,,Cavia porcellus,,,50512,N,1,Intermediate,,CHEMBL627736,BAO_0000218,1969.0
10644,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL876809,BAO_0000218,1969.0
10645,,1,,,,,22224,U,0,Autocuration,,CHEMBL627737,BAO_0000019,
10646,,1,,,,,22224,U,0,Autocuration,,CHEMBL627738,BAO_0000019,
10647,,1,,,,,22224,U,0,Autocuration,,CHEMBL627739,BAO_0000019,
10648,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL626143,BAO_0000218,
10649,,1,,Simiiformes,,,22224,U,0,Autocuration,,CHEMBL626144,BAO_0000218,
10650,,1,,Oryctolagus cuniculus,,,50592,N,1,Intermediate,,CHEMBL626145,BAO_0000218,
10651,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626146,BAO_0000218,
10652,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626147,BAO_0000218,178.0
10653,,1,,,,,22224,U,0,Autocuration,,CHEMBL626148,BAO_0000019,
10654,,1,,,,,22224,U,0,Autocuration,,CHEMBL626149,BAO_0000218,
10655,,1,,,,,22224,U,0,Autocuration,,CHEMBL626150,BAO_0000019,
10656,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL626151,BAO_0000218,
10657,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL626152,BAO_0000218,
10658,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL626153,BAO_0000218,
10659,,1,,,,,22224,U,0,Autocuration,,CHEMBL626154,BAO_0000019,
10660,,1,,,,,22224,U,0,Autocuration,,CHEMBL626155,BAO_0000019,
10661,,1,,,,,22224,U,0,Autocuration,,CHEMBL626156,BAO_0000019,
10662,,1,,,,,22224,U,0,Autocuration,,CHEMBL626157,BAO_0000019,
10663,,1,,,,,22224,U,0,Autocuration,,CHEMBL626158,BAO_0000019,
10664,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL626159,BAO_0000218,
10665,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626160,BAO_0000218,
10666,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL626161,BAO_0000218,
10667,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626162,BAO_0000218,
10668,,1,,,,,22224,U,0,Autocuration,,CHEMBL626163,BAO_0000019,
10669,,1,,,,,22224,U,0,Autocuration,,CHEMBL626164,BAO_0000019,
10670,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL626165,BAO_0000218,
10671,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL626166,BAO_0000218,
10672,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL626167,BAO_0000218,
10673,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL626168,BAO_0000218,
10674,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL877463,BAO_0000218,
10675,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL626169,BAO_0000218,
10676,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626170,BAO_0000218,948.0
10677,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626171,BAO_0000218,948.0
10678,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626172,BAO_0000218,948.0
10679,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626173,BAO_0000218,948.0
10680,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626174,BAO_0000218,2113.0
10681,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626175,BAO_0000218,2113.0
10682,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626176,BAO_0000218,2113.0
10683,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL626177,BAO_0000218,2113.0
10684,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622499,BAO_0000218,2113.0
10685,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622500,BAO_0000218,2107.0
10686,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622501,BAO_0000218,2107.0
10687,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622502,BAO_0000218,2107.0
10688,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622503,BAO_0000218,2107.0
10689,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL877614,BAO_0000218,2107.0
10690,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624839,BAO_0000218,2048.0
10691,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624840,BAO_0000218,2048.0
10692,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624841,BAO_0000218,2048.0
10693,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624842,BAO_0000218,2048.0
10694,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624843,BAO_0000218,2385.0
10695,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624844,BAO_0000218,2385.0
10696,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL624845,BAO_0000218,2385.0
10697,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL621904,BAO_0000218,2385.0
10698,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL621905,BAO_0000218,178.0
10699,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL874382,BAO_0000218,178.0
10700,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL621906,BAO_0000218,178.0
10701,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL621907,BAO_0000218,955.0
10702,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622096,BAO_0000218,955.0
10703,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622097,BAO_0000218,955.0
10704,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622098,BAO_0000218,948.0
10705,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622099,BAO_0000218,948.0
10706,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622100,BAO_0000218,948.0
10707,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622101,BAO_0000218,2113.0
10708,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622102,BAO_0000218,2113.0
10709,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622103,BAO_0000218,2113.0
10710,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622104,BAO_0000218,2107.0
10711,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622105,BAO_0000218,2107.0
10712,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622106,BAO_0000218,2107.0
10713,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622107,BAO_0000218,2048.0
10714,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622108,BAO_0000218,2048.0
10715,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622109,BAO_0000218,2048.0
10716,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622110,BAO_0000218,2385.0
10717,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622111,BAO_0000218,2385.0
10718,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL874383,BAO_0000218,2385.0
10719,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622112,BAO_0000218,14.0
10720,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622113,BAO_0000218,14.0
10721,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622114,BAO_0000218,14.0
10722,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622115,BAO_0000218,2106.0
10723,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622116,BAO_0000218,2106.0
10724,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622117,BAO_0000218,
10725,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622118,BAO_0000218,
10726,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622119,BAO_0000218,
10727,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622120,BAO_0000218,
10728,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622121,BAO_0000218,
10729,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622122,BAO_0000218,
10730,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622123,BAO_0000218,
10731,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622124,BAO_0000218,
10732,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622125,BAO_0000218,
10733,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL622126,BAO_0000218,
10734,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620455,BAO_0000218,
10735,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620456,BAO_0000218,
10736,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620457,BAO_0000218,
10737,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620458,BAO_0000218,
10738,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620459,BAO_0000218,
10739,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620460,BAO_0000218,
10740,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620461,BAO_0000218,
10741,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620462,BAO_0000218,
10742,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620463,BAO_0000218,
10743,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620464,BAO_0000218,
10744,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620465,BAO_0000218,
10745,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620466,BAO_0000218,
10746,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620467,BAO_0000218,
10747,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620468,BAO_0000218,
10748,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620469,BAO_0000218,
10749,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620470,BAO_0000218,
10750,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620471,BAO_0000218,
10751,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620472,BAO_0000218,
10752,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620473,BAO_0000218,
10753,,1,,Rattus norvegicus,,,50597,N,1,Intermediate,,CHEMBL620474,BAO_0000218,
