assays_assay_id,assays_assay_tissue,assays_curated_by,assays_description,assays_src_id,assays_variant_id,assays_assay_subcellular_fraction,assays_tid,assays_relationship_type,assays_confidence_score,assays_src_assay_id,assays_chembl_id,assays_cell_id,assays_bao_format,assays_tissue_id
13090,,Intermediate,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in cortex of male wistar rats,1,,,50597,N,1,,CHEMBL623009,,BAO_0000218,
13091,,Intermediate,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in fat of male wistar rats,1,,,50597,N,1,,CHEMBL623010,,BAO_0000218,
13092,Heart,Intermediate,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in heart of male wistar rats,1,,,50597,N,1,,CHEMBL623011,,BAO_0000218,948.0
13093,Intestine,Intermediate,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in intestine of male wistar rats,1,,,50597,N,1,,CHEMBL623012,,BAO_0000218,160.0
13094,,Autocuration,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg,1,,,22224,U,0,,CHEMBL623013,,BAO_0000019,
13095,,Autocuration,Antidiuretic activity was determined expressed as Na+(sodium) excreted in milli euivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,1,,,22224,U,0,,CHEMBL623014,,BAO_0000019,
13096,Urine,Autocuration,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 10 mg/Kg,1,,,22224,U,0,,CHEMBL623015,,BAO_0000019,1088.0
13097,Urine,Autocuration,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 100 mg/Kg,1,,,22224,U,0,,CHEMBL623016,,BAO_0000019,1088.0
13098,Urine,Autocuration,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 25 mg/Kg,1,,,22224,U,0,,CHEMBL624858,,BAO_0000019,1088.0
13099,,Intermediate,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 10 mg/Kg.,1,,,50597,N,1,,CHEMBL624859,,BAO_0000218,
13100,,Intermediate,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,1,,,50597,N,1,,CHEMBL624860,,BAO_0000218,
13101,,Intermediate,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,1,,,50597,N,1,,CHEMBL624861,,BAO_0000218,
13102,,Intermediate,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg,1,,,50597,N,1,,CHEMBL624862,,BAO_0000218,
13103,,Intermediate,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 25 mg/Kg.,1,,,50597,N,1,,CHEMBL624863,,BAO_0000218,
13104,,Intermediate,Antidiuretic activity was determined in SH rats expressed as K(+) (potassium) excreted in milli euivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,1,,,50597,N,1,,CHEMBL876655,,BAO_0000218,
13105,,Intermediate,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog,1,,,50588,N,1,,CHEMBL624864,,BAO_0000218,
13106,,Intermediate,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 0-99,1,,,50588,N,1,,CHEMBL624865,,BAO_0000218,
13107,,Intermediate,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,1,,,50588,N,1,,CHEMBL624866,,BAO_0000218,
13108,,Expert,Salidiuretic activity in dog following i.v. dosing at 5 mg/kg,1,,,50588,N,1,,CHEMBL624867,,BAO_0000218,
13109,,Intermediate,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 400-599,1,,,50588,N,1,,CHEMBL624868,,BAO_0000218,
13110,,Intermediate,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600- 799,1,,,50588,N,1,,CHEMBL628450,,BAO_0000218,
13111,,Intermediate,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600-799,1,,,50588,N,1,,CHEMBL628451,,BAO_0000218,
13112,,Intermediate,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 800-899,1,,,50588,N,1,,CHEMBL628452,,BAO_0000218,
13113,,Intermediate,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,1,,,50588,N,1,,CHEMBL628453,,BAO_0000218,
13114,,Intermediate,Compound administered intravenously at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; act above 5 mg/kg,1,,,50588,N,1,,CHEMBL628454,,BAO_0000218,
13115,,Intermediate,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog,1,,,50588,N,1,,CHEMBL628455,,BAO_0000218,
13116,,Intermediate,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 0-99,1,,,50588,N,1,,CHEMBL628456,,BAO_0000218,
13117,,Intermediate,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-249,1,,,50588,N,1,,CHEMBL628457,,BAO_0000218,
13118,,Intermediate,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 100-299,1,,,50588,N,1,,CHEMBL877505,,BAO_0000218,
13119,,Intermediate,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 250-399,1,,,50588,N,1,,CHEMBL628458,,BAO_0000218,
13120,,Intermediate,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 400-599,1,,,50588,N,1,,CHEMBL628459,,BAO_0000218,
13121,,Intermediate,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 600-799,1,,,50588,N,1,,CHEMBL628460,,BAO_0000218,
13122,,Intermediate,Compound administered intravenously was evaluated for salidiuretic activity measured as sodium ion excretion in Dog; Value ranges from 800-899,1,,,50588,N,1,,CHEMBL628461,,BAO_0000218,
13123,,Autocuration,"Evaluated for salidiuretic activity measured as sodium ion excretion in Rat, administered orally at a dose of 16.5 mg/kg",1,,,22224,U,0,,CHEMBL628462,,BAO_0000218,
13124,,Intermediate,Compound administered orally at a dose of 1 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,1,,,50588,N,1,,CHEMBL628463,,BAO_0000218,
13125,,Expert,"Evaluated for salidiuretic activity measured as sodium ion excretion in Rat, administered orally at a dose of 50 mg/kg",1,,,50597,N,1,,CHEMBL625666,,BAO_0000218,
13126,,Autocuration,Compound administered orally at a dose of 5 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,1,,,22224,U,0,,CHEMBL625667,,BAO_0000218,
13127,,Expert,Compound administered orally at a dose of 81 mg/kg was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,1,,,50597,N,1,,CHEMBL625668,,BAO_0000218,
13128,,Intermediate,Compound administered orally was evaluated for salidiuretic activity measured as sodium ion excretion in Rat,1,,,50597,N,1,,CHEMBL625669,,BAO_0000218,
13129,,Autocuration,Compound was tested for diuretic activity in potassium content of the 3-h sample was measured by flame photometry,1,,,22224,U,0,,CHEMBL625670,,BAO_0000019,
13130,,Intermediate,Compound was tested for diuretic activity in potassium content of the 3-h sample was measured by flame photometry in rat,1,,,50597,N,1,,CHEMBL625671,,BAO_0000218,
13131,,Intermediate,Efficacy was evaluated against Oraficial HSV-1 infection in mice with lesions administered topically at a dose 1 mg/kg per day.,1,,,50602,N,1,,CHEMBL625672,,BAO_0000218,
13132,,Intermediate,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 0.8 mg/kg administered subcutaneously,1,,,50602,N,1,,CHEMBL625673,,BAO_0000218,
13133,,Intermediate,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 0.8 mg/kg administered subcutaneously.,1,,,50602,N,1,,CHEMBL625674,,BAO_0000218,
13134,,Intermediate,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously,1,,,50602,N,1,,CHEMBL625675,,BAO_0000218,
13135,,Intermediate,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously.,1,,,50602,N,1,,CHEMBL627637,,BAO_0000218,
13136,,Intermediate,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered orally.,1,,,50602,N,1,,CHEMBL627638,,BAO_0000218,
13137,,Intermediate,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered subcutaneously,1,,,50602,N,1,,CHEMBL627639,,BAO_0000218,
13138,,Intermediate,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered subcutaneously.,1,,,50602,N,1,,CHEMBL627640,,BAO_0000218,
13139,,Intermediate,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 3.1 mg/kg administered orally.,1,,,50602,N,1,,CHEMBL627641,,BAO_0000218,
13140,,Intermediate,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 50 mg/kg administered orally.,1,,,50602,N,1,,CHEMBL627642,,BAO_0000218,
13141,,Intermediate,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 50 mg/kg administered orally.,1,,,50602,N,1,,CHEMBL877506,,BAO_0000218,
13142,,Intermediate,Efficacy was evaluated against Systemic HSV-1 infection in mice at a daily dose of 12.5 mg/kg administered subcutaneously.,1,,,50594,N,1,,CHEMBL627275,,BAO_0000218,
13143,,Intermediate,"Average area under curve value dosed at 0.3 mg/kg, iv in ferrets.",1,,,50506,N,1,,CHEMBL627643,,BAO_0000218,
13144,,Intermediate,"Average area under curve value dosed at 10 mg/kg, id in ferrets.",1,,,50506,N,1,,CHEMBL631246,,BAO_0000218,
13145,,Intermediate,"Average area under curve value dosed at 10 mg/kg, id in ferrets.",1,,,50506,N,1,,CHEMBL631247,,BAO_0000218,
13146,,Intermediate,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from portal blood).,1,,,50506,N,1,,CHEMBL629532,,BAO_0000218,
13147,,Intermediate,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from arterial blood).,1,,,50506,N,1,,CHEMBL629533,,BAO_0000218,
13148,,Intermediate,Average peak plasma drug concentration after id dose of 10 mg/kg in ferrets(Plasma samples collected from portal blood).,1,,,50506,N,1,,CHEMBL629534,,BAO_0000218,
13149,,Intermediate,Average peak plasma drug concentration after iv dose of 0.3 mg/kg in ferrets.,1,,,50506,N,1,,CHEMBL629535,,BAO_0000218,
13150,,Autocuration,Pharmacokinetic parameter :drug bound to plasma was reported,1,,,22224,U,0,,CHEMBL625932,,BAO_0000019,
13151,,Autocuration,compound was evaluated for drug bound in plasma,1,,,22224,U,0,,CHEMBL625933,,BAO_0000019,
13152,,Intermediate,The Brain concentration compared to plasma concentration in rats after oral administration of 1 mg/kg dose,1,,,50597,N,1,,CHEMBL625934,,BAO_0000218,
13153,,Autocuration,Bioavailability,1,,,22224,U,0,,CHEMBL625935,,BAO_0000218,
13154,,Intermediate,Compound at a dose of 10 mg/kg was orally administered to rats and Bioavailability was reported,1,,,50597,N,1,,CHEMBL625936,,BAO_0000218,
13155,,Intermediate,Compound at a dose of 10 mg/kg was orally administered to rats and Bioavailability was reported; Not tested,1,,,50597,N,1,,CHEMBL625937,,BAO_0000218,
13156,,Intermediate,Oral bioavailability in Beagle dogs at oral dose of 20 mg/kg and an intravenous dose of 5 mg/kg was administered,1,,,50588,N,1,,CHEMBL625938,,BAO_0000218,
13157,Bile,Intermediate,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-1 hr after the treatment.,1,,,50597,N,1,,CHEMBL625939,,BAO_0000218,1970.0
13158,Bile,Intermediate,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-2 hr after the treatment.,1,,,50597,N,1,,CHEMBL625940,,BAO_0000218,1970.0
13159,Bile,Intermediate,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-3 hr after the treatment.,1,,,50597,N,1,,CHEMBL874464,,BAO_0000218,1970.0
13160,Bile,Intermediate,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-4 hr after the treatment.,1,,,50597,N,1,,CHEMBL625941,,BAO_0000218,1970.0
13161,Bile,Intermediate,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-5 hr after the treatment.,1,,,50597,N,1,,CHEMBL625942,,BAO_0000218,1970.0
13162,Bile,Intermediate,Percent biliary excretion property by administering intravenously to rats was reported as amount of unchanged form of compound detected in bile samples collected at 0-6 hr after the treatment.,1,,,50597,N,1,,CHEMBL625943,,BAO_0000218,1970.0
13163,Serum,Intermediate,In vitro protein binding in human serum at 5 ug/ml,1,,,50587,N,1,,CHEMBL625944,,BAO_0000218,1977.0
13164,,Autocuration,Serum protein binding ability was measured,1,,,22224,U,0,,CHEMBL625945,,BAO_0000019,
13165,,Autocuration,The ability binding to plasma (Binding classified based on injection of compound at 80 concentration.),1,,,22224,U,0,,CHEMBL625946,,BAO_0000019,
13166,,Autocuration,Oral bioavailability in dog,1,,,22224,U,0,,CHEMBL625947,,BAO_0000218,
13167,,Intermediate,% bioavailability in rat after oral dose (10 mg/kg) 0 - 6 h.,1,,,50597,N,1,,CHEMBL625948,,BAO_0000218,
13168,,Autocuration,Absolute oral bioavailability at an iv dose of 14 mg/kg,1,,,22224,U,0,,CHEMBL625949,,BAO_0000218,
13169,,Autocuration,Absolute oral bioavailability at an iv dose of 15.2 mg/kg,1,,,22224,U,0,,CHEMBL625950,,BAO_0000218,
13170,,Autocuration,Oral bioavailability (dose 15 mg/kg i.v.),1,,,22224,U,0,,CHEMBL625951,,BAO_0000218,
13171,,Autocuration,Absolute oral bioavailability at an peroral dose of 15 mg/kg orally.,1,,,22224,U,0,,CHEMBL625952,,BAO_0000218,
13172,,Autocuration,Absolute oral bioavailability at an peroral dose of 30 mg/kg orally,1,,,22224,U,0,,CHEMBL625953,,BAO_0000218,
13173,,Autocuration,Absolute oral bioavailability at an peroral dose of 30.2 mg/kg orally.,1,,,22224,U,0,,CHEMBL625954,,BAO_0000218,
13174,,Autocuration,Absolute oral bioavailability at an peroral dose of 30.3 mg/kg orally.,1,,,22224,U,0,,CHEMBL882959,,BAO_0000218,
13175,,Intermediate,Apparent bioavailability in dogs at 15 mg/kg in an iv vs po dosing regimen,1,,,50588,N,1,,CHEMBL625955,,BAO_0000218,
13176,,Autocuration,Bioavailability in ferret,1,,,22224,U,0,,CHEMBL625956,,BAO_0000218,
13177,,Intermediate,Bioavailability after intraduodenal administration at a dose 10 mg/kg in cynomolgus monkeys using renin inhibition assay,1,,,100710,N,1,,CHEMBL625957,,BAO_0000218,
13178,,Intermediate,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 33.59 umol/kg,1,,,50597,N,1,,CHEMBL625958,,BAO_0000218,
13179,,Intermediate,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 37.13 umol/kg,1,,,50597,N,1,,CHEMBL625959,,BAO_0000218,
13180,,Intermediate,Mean Chlorine excretion in rats when compound administered at 10 mg/kg po and vehicle dosed at 39.48 umol/kg,1,,,50597,N,1,,CHEMBL626642,,BAO_0000218,
13181,,Intermediate,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 483.72 umol/kg,1,,,50597,N,1,,CHEMBL631330,,BAO_0000218,
13182,,Intermediate,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg,1,,,50597,N,1,,CHEMBL631331,,BAO_0000218,
13183,,Intermediate,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 594.07 umol/kg; Not determined,1,,,50597,N,1,,CHEMBL631332,,BAO_0000218,
13184,,Intermediate,Mean Chlorine excretion in rats when compound administered at 160 mg/kg po and vehicle dosed at 631.76 umol/kg,1,,,50597,N,1,,CHEMBL631333,,BAO_0000218,
13185,,Intermediate,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 7.56 umol/kg,1,,,50597,N,1,,CHEMBL632018,,BAO_0000218,
13186,,Intermediate,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 8.4 umol/kg,1,,,50597,N,1,,CHEMBL632019,,BAO_0000218,
13187,,Intermediate,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.28 umol/kg,1,,,50597,N,1,,CHEMBL632020,,BAO_0000218,
13188,,Intermediate,Mean Chlorine excretion in rats when compound administered at 2.5 mg/kg po and vehicle dosed at 9.87 umol/kg,1,,,50597,N,1,,CHEMBL632021,,BAO_0000218,
13189,,Intermediate,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 60.46 umol/kg,1,,,50597,N,1,,CHEMBL632022,,BAO_0000218,
13190,,Intermediate,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 67.18 umol/kg,1,,,50597,N,1,,CHEMBL632023,,BAO_0000218,
13191,,Intermediate,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 74.26 umol/kg,1,,,50597,N,1,,CHEMBL632024,,BAO_0000218,
13192,,Intermediate,Mean Chlorine excretion in rats when compound administered at 20 mg/kg po and vehicle dosed at 78.97 umol/kg,1,,,50597,N,1,,CHEMBL874472,,BAO_0000218,
13193,,Intermediate,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 120.93 umol/kg,1,,,50597,N,1,,CHEMBL632025,,BAO_0000218,
13194,,Intermediate,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 134.35 umol/kg,1,,,50597,N,1,,CHEMBL632026,,BAO_0000218,
13195,,Intermediate,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 148.52 umol/kg,1,,,50597,N,1,,CHEMBL632027,,BAO_0000218,
13196,,Intermediate,Mean Chlorine excretion in rats when compound administered at 40 mg/kg po and vehicle dosed at 157.94 umol/kg,1,,,50597,N,1,,CHEMBL632028,,BAO_0000218,
13197,,Intermediate,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 15.12 umol/kg,1,,,50597,N,1,,CHEMBL626430,,BAO_0000218,
13198,,Intermediate,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 16.79 umol/kg,1,,,50597,N,1,,CHEMBL626431,,BAO_0000218,
13199,,Intermediate,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 18.56 umol/kg,1,,,50597,N,1,,CHEMBL626432,,BAO_0000218,
13200,,Intermediate,Mean Chlorine excretion in rats when compound administered at 5 mg/kg po and vehicle dosed at 19.74 umol/kg,1,,,50597,N,1,,CHEMBL626433,,BAO_0000218,
13201,,Intermediate,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 241.86 umol/kg,1,,,50597,N,1,,CHEMBL626434,,BAO_0000218,
13202,,Intermediate,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 268.71 umol/kg,1,,,50597,N,1,,CHEMBL627280,,BAO_0000218,
13203,,Intermediate,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 297.03 umol/kg,1,,,50597,N,1,,CHEMBL627281,,BAO_0000218,
13204,,Intermediate,Mean Chlorine excretion in rats when compound administered at 80 mg/kg po and vehicle dosed at 315.88 umol/kg,1,,,50597,N,1,,CHEMBL627282,,BAO_0000218,
13205,,Autocuration,Total body clearance was measured at given dose,1,,,22224,U,0,,CHEMBL627283,,BAO_0000019,
13206,,Autocuration,Total body clearance was measured at given dose.,1,,,22224,U,0,,CHEMBL627284,,BAO_0000218,
13207,,Intermediate,Metabolic clearance from the body in rat,1,,,50597,N,1,,CHEMBL627285,,BAO_0000218,
13208,,Autocuration,Renal clearance from the body,1,,,22224,U,0,,CHEMBL627286,,BAO_0000218,
13209,,Intermediate,Renal clearance from the body in rat,1,,,50597,N,1,,CHEMBL875477,,BAO_0000218,
13210,,Intermediate,Tested for pharmacokinetic parameter to calculate the total body clearance at a dosage of 12 mg/kg in rat,1,,,50597,N,1,,CHEMBL627287,,BAO_0000218,
13211,,Intermediate,Tested for pharmacokinetic parameter to calculate the total body clearance at a dosage of 2.5 mg/kg in dog,1,,,50588,N,1,,CHEMBL627288,,BAO_0000218,
13212,,Intermediate,Total clearance from the body in rat,1,,,50597,N,1,,CHEMBL627289,,BAO_0000218,
13213,Plasma,Intermediate,Clearance into cortex from rat plasma or PBS,1,,,50597,N,1,,CHEMBL627290,,BAO_0000218,1969.0
13214,,Autocuration,Clearance at an iv dose of 15 mg/Kg and po dose of 120 mg/Kg,1,,,22224,U,0,,CHEMBL627291,,BAO_0000218,
13215,,Autocuration,Clearance at an iv dose of 15 mg/Kg and po dose of 240 mg/Kg,1,,,22224,U,0,,CHEMBL627292,,BAO_0000218,
13216,,Autocuration,Clearance at an iv dose of 15 mg/Kg and po dose of 29.1 mg/Kg,1,,,22224,U,0,,CHEMBL627293,,BAO_0000218,
13217,,Autocuration,Clearance at an iv dose of 15 mg/Kg and po dose of 30 mg/Kg,1,,,22224,U,0,,CHEMBL627294,,BAO_0000218,
13218,,Autocuration,Clearance at an iv dose of 15 mg/Kg and po dose of 60 mg/Kg,1,,,22224,U,0,,CHEMBL875478,,BAO_0000218,
13219,,Autocuration,Clearance was determined,1,,,22224,U,0,,CHEMBL627295,,BAO_0000218,
13220,,Intermediate,Clearance was measured in mouse after administration of compound 20 mg/kg intravenously,1,,,50594,N,1,,CHEMBL627296,,BAO_0000218,
13221,,Intermediate,Clearance was measured in rabbit after administration of compound 20 mg/kg intravenously,1,,,50592,N,1,,CHEMBL626119,,BAO_0000218,
13222,,Intermediate,Clearance was measured in rat after administration of compound 20 mg/kg intravenously,1,,,50597,N,1,,CHEMBL626120,,BAO_0000218,
13223,,Intermediate,Clearance in rat after iv dose (100 ug/kg),1,,,50597,N,1,,CHEMBL626121,,BAO_0000218,
13224,,Autocuration,Clearance in guinea pig,1,,,22224,U,0,,CHEMBL626122,,BAO_0000218,
13225,,Intermediate,Compound was evaluated for clearance in rat,1,,,50597,N,1,,CHEMBL626123,,BAO_0000218,
13226,,Intermediate,Compound was evaluated for the clearance in dog,1,,,50588,N,1,,CHEMBL623456,,BAO_0000218,
13227,,Intermediate,Compound was evaluated for the clearance in rat,1,,,50597,N,1,,CHEMBL623457,,BAO_0000218,
13228,,Intermediate,Compound was tested in vivo for clearance after iv administration in the rat,1,,,50597,N,1,,CHEMBL623458,,BAO_0000218,
13229,,Autocuration,IV clearance determined at an iv dose of 14 mg/kg,1,,,22224,U,0,,CHEMBL623459,,BAO_0000218,
13230,,Autocuration,IV clearance determined at an iv dose of 15.2 mg/kg,1,,,22224,U,0,,CHEMBL875484,,BAO_0000218,
13231,,Autocuration,IV clearance determined at an iv dose of 15 mg/kg,1,,,22224,U,0,,CHEMBL623460,,BAO_0000218,
13232,,Autocuration,IV clearance determined at an peroral dose of 30 mg/kg.,1,,,22224,U,0,,CHEMBL623461,,BAO_0000218,
13233,,Autocuration,IV clearance determined at an peroral dose of 30.2 mg/kg.,1,,,22224,U,0,,CHEMBL623462,,BAO_0000218,
13234,,Autocuration,IV clearance determined at an peroral dose of 30.3 mg/kg.,1,,,22224,U,0,,CHEMBL627386,,BAO_0000218,
13235,Kidney,Intermediate,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in kidney of male wistar rats,1,,,50597,N,1,,CHEMBL627387,,BAO_0000218,2113.0
13236,Liver,Intermediate,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in liver of male wistar rats,1,,,50597,N,1,,CHEMBL627388,,BAO_0000218,2107.0
13237,Lung,Intermediate,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in lung of male wistar rats,1,,,50597,N,1,,CHEMBL627389,,BAO_0000218,2048.0
13238,Muscle tissue,Intermediate,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in muscle of male wistar rats,1,,,50597,N,1,,CHEMBL627390,,BAO_0000218,2385.0
13239,Plasma,Intermediate,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in plasma of male wistar rats,1,,,50597,N,1,,CHEMBL627391,,BAO_0000218,1969.0
13240,,Intermediate,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in red blood cells of male wistar rats,1,,,50597,N,1,,CHEMBL627392,,BAO_0000218,
13241,Spleen,Intermediate,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in spleen of male wistar rats,1,,,50597,N,1,,CHEMBL627393,,BAO_0000218,2106.0
13242,Trachea,Intermediate,Biodistribution of [11C]-CGP- 12388 (10 minutes post injection) in trachea of male wistar rats,1,,,50597,N,1,,CHEMBL627394,,BAO_0000218,3126.0
13243,Bone,Intermediate,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in bone of male wistar rats,1,,,50597,N,1,,CHEMBL627395,,BAO_0000218,10000001.0
13244,Cerebellum,Intermediate,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in cerebellum of male wistar rats,1,,,50597,N,1,,CHEMBL875485,,BAO_0000218,2037.0
13245,,Intermediate,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in cortex of male wistar rats,1,,,50597,N,1,,CHEMBL627396,,BAO_0000218,
13246,,Intermediate,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in fat of male wistar rats,1,,,50597,N,1,,CHEMBL627397,,BAO_0000218,
13247,Heart,Intermediate,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in heart of male wistar rats,1,,,50597,N,1,,CHEMBL627398,,BAO_0000218,948.0
13248,Bone,Intermediate,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in intestine bone of male wistar rats,1,,,50597,N,1,,CHEMBL627399,,BAO_0000218,10000001.0
13249,Kidney,Intermediate,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in kidney of male wistar rats,1,,,50597,N,1,,CHEMBL627400,,BAO_0000218,2113.0
13250,Liver,Intermediate,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in liver of male wistar rats,1,,,50597,N,1,,CHEMBL627401,,BAO_0000218,2107.0
13251,Lung,Intermediate,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in lung of male wistar rats,1,,,50597,N,1,,CHEMBL627402,,BAO_0000218,2048.0
13252,Muscle tissue,Intermediate,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in muscle of male wistar rats,1,,,50597,N,1,,CHEMBL627403,,BAO_0000218,2385.0
13253,Plasma,Intermediate,Biodistribution of [11C]-CGP- 12388 (60 minutes post injection) in plasma of male wistar rats,1,,,50597,N,1,,CHEMBL627404,,BAO_0000218,1969.0
