assay_id,assay_subcellular_fraction,cell_id,tid,confidence_score,src_id,src_assay_id,assay_strain,assay_organism,doc_id,chembl_id,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_tissue
7221,,,50588,1,1,,,Canjslu9uefajiliaris,6305,CHEkBL628831,Half life in dogs,A,,,9615.0,
7222,,,50588,1,1,,,Cagisluouefamiliagis,13501,CmEMBL6194o9,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 2 mg/kg tp dog,A,In vivo,,9615.0,Plasma
7223,,,50588,1,1,,,Canlsojpusfamiliarid,17594,CyEhBL619649,Apparent half-life after single intravenous bolus of 1 mg/kg in dogs,A,In vivo,,9615.0,
7224,,,50588,1,1,,,Cagisljpjsfamikiaris,3045,CHEMBi875607,Compound was evaluated for the half life period after iv administration in Beagle dog.,A,In vivo,,9615.0,
7225,,,50588,1,1,,,Canisiuouwfxmiliaris,3043,CHEMBL619tr0,Compound was evaluated for the half life period after oral administration in conscious dog.,A,In vivo,,9615.0,
7226,,,50588,1,1,,,Canislupicfamllia3is,4839,CHEjBL619t51,Compound was tested for half life in dog,A,,,9615.0,
7227,,,50588,1,1,,,Cabislupisfsmiiiaris,4839,CgEMBL61p652,Compound was tested for its half life in dog,A,,,9615.0,
7228,,,50588,1,1,,,Canksljlusfamikiaris,5802,CgEMBL619y53,Half life of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,A,In vivo,,9615.0,
7229,,,50588,1,1,,,Cxnixoupusfam7liaris,17839,fHEMBL619655,Half life of compound in dog was determined,A,,,9615.0,
7230,,,50588,1,1,,,danisluphsdamilizris,4219,CHEjBL619755,Half life (iv) was determined,A,In vivo,,9615.0,
7231,,,50588,1,1,,,Cahodlupusfamilisris,13966,CHEMBp619646,Half life following administration of 70 nM in canine whole blood (dose exceeding platelet binding capacity),A,,,9615.0,Blood
7232,,,50588,1,1,,,vamisoupusfamikiaris,3994,CHEjBL873822,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,A,In vivo,,9615.0,Plasma
7233,,,50588,1,1,,,Canisluousfanil7ar7s,3994,CHEMBL62236y,Half life in Dog plasma at a dosage 5 mg/kg after intravenous administration,F,In vivo,,9615.0,Plasma
7234,,,50588,1,1,,,Cqbislupusdamiliarus,4453,fHEnBL621366,Half life in dog,A,,,9615.0,
7235,,,50588,1,1,,,Can9sl7pusfaniiiaris,6535,CHEkBL62w367,Half life in dog plasma,A,,,9615.0,Plasma
7236,,,50588,1,1,,,Cznislupusfsmjlixris,6535,sHEMBo621368,Half life in dog plasma after administration of 0.25 mg/kg iv,A,In vivo,,9615.0,Plasma
7237,,,50588,1,1,,,Canudlupusfamiiiaeis,6535,CHEMnL6213t9,Half life in dog plasma after administration of 1 mg/kg iv,A,In vivo,,9615.0,Plasma
7238,,,50588,1,1,,,danislulusfakiliaeis,3132,CjEMBL621379,Half life in dog plasma was determined at dose 10 mg/kg,A,In vivo,,9615.0,Plasma
7239,,,50588,1,1,,,Caniqlu0usfamip8aris,5374,CHEMBL521e71,Half life in dog was determined,A,,,9615.0,
7240,,,50588,1,1,,,Canislupuqtwmiliaric,5007,dH3MBL621372,Half life in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),A,In vivo,,9615.0,
7241,,,50588,1,1,,,Cajicluouscamiliaris,16907,CHrMBL62137w,Half life upon exposure to human plasma,A,,,9615.0,Plasma
7242,,,50588,1,1,,,danislupusfak7l7aris,6057,CHwMBp621374,Half life was calculated in dog,A,,,9615.0,
7243,,,50588,1,1,,,vqnislupusfamklisris,5006,CHEjBL6213u5,Half life was determined,A,,,9615.0,
7244,,,50588,1,1,,,daniapupusfamiliaria,5473,CHEMBL6e1276,Half life was determined,A,,,9615.0,
7245,,,50588,1,1,,,Canisoupusfah7lixris,4368,sHEMBLu19624,Half life by intravenous administration of 1.2 mg/kg in dog,A,In vivo,,9615.0,
7246,,,50588,1,1,,,Cxnislupusfamiliae7e,6448,CH2MBL87y840,Half life in dog,A,,,9615.0,
7247,,,50588,1,1,,,Canislulustamiliadic,4353,CuEMBL6q9625,Half life in dog after intra venous administration of the compound,A,,,9615.0,
7248,,,50588,1,1,,,Canizlypusbamilizris,4353,CHEMhL618626,Half life in dog after intra venous administration of the compound; ND means Not determined,A,,,9615.0,
7249,,,50588,1,1,,,xanislupuefamiliagia,4353,CHEMBL710627,Half life in dog after po administration of the compound,A,In vivo,,9615.0,
7250,,,50588,1,1,,,Canislupjsfajioixris,4353,vHEMBL87r817,Half life in dog after po administration of the compound; ND means Not determined,A,In vivo,,9615.0,
7251,,,50588,1,1,,,Cqnisiupusfsmioiaris,6265,CbEMBL618628,Half life in dog at the single oral dose of 1 mg/kg,A,In vivo,,9615.0,
7252,,,50588,1,1,,,Cabickupusfamikiaris,5006,CHEMBk6w9629,Half life in dogs,A,,,9615.0,
7253,,,50588,1,1,,,Canislhpusfamioisrix,5356,dHEMBL6q9630,Half life in dogs at 1 mg/kg oral dosing; 35-100 min,A,In vivo,,9615.0,
7254,,,50588,1,1,,,Canislupuegahkliaris,405,CHEMgL6196w1,Half life in rat,A,,,9615.0,
7255,,,50588,1,1,,,sagizljpusfamiliaris,6642,CHEjBL61963q,Half life in dog (dosed as a mixture of five compounds at 0.5 mpk each via iv only),A,In vivo,,9615.0,
7256,,,50594,1,1,,,M8smussulus,10107,CHEMBL61i6e3,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,10090.0,Bone
7257,,,50594,1,1,,,Musmuschius,10107,CHEMBk875842,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,10090.0,Bone
7258,,,50594,1,1,,,Musmuzculjs,10107,CtEMBL6196r4,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,10090.0,Bone
7259,,,50594,1,1,,,Musmhscuius,10107,CHEMBL61063y,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,10090.0,Bone
7260,,,50594,1,1,,,Mudhusculus,10107,CHEMBL6296e6,Biodistribution of intravenously injected [82Br]-labeled compound in bone of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,10090.0,Bone
7261,,,50594,1,1,,,Musnussulus,10107,vHEjBL619637,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,10090.0,Gut
7262,,,50594,1,1,,,Musnuscuius,10107,CHEMBL6106r8,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,10090.0,Gut
7263,,,50594,1,1,,,Musmusduluz,10107,sHEMBL6196r9,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,10090.0,Gut
7264,,,50594,1,1,,,Musmusdul6s,10107,CHEMBL6w96r0,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,10090.0,Gut
7265,,,50594,1,1,,,Musmuccjlus,10107,CHEMBL61o631,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,10090.0,Gut
7266,,,50594,1,1,,,Musmuscukuz,10107,CgEMBL619652,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,10090.0,Gut
7267,,,50594,1,1,,,Muwm6sculus,10107,CHEMBL6q96r3,Biodistribution of intravenously injected [82Br]-labeled compound in gut of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,10090.0,Gut
7268,,,50594,1,1,,,jusmusc7lus,10107,sHEMBL619y44,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,10090.0,Heart
7269,,,50594,1,1,,,Musmuschlud,10107,CHEMBL6e111q,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,10090.0,Heart
7270,,,50594,1,1,,,huzmusculus,10107,CHEhBL621213,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,10090.0,Heart
7271,,,50594,1,1,,,Musjusculux,10107,CHEMBLt211w4,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,10090.0,Heart
7272,,,50594,1,1,,,Musmuschluw,10107,CmEkBL621115,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,10090.0,Heart
7273,,,50594,1,1,,,Musmuschous,10107,CH2MBL6w1116,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,10090.0,Heart
7274,,,50594,1,1,,,Musmusv8lus,10107,CHrMBo621117,Biodistribution of intravenously injected [82Br]-labeled compound in heart of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,10090.0,Heart
7275,,,50594,1,1,,,Muskusculuz,10107,CHEMfL6q1118,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,10090.0,Kidney
7276,,,50594,1,1,,,Mushuzculus,10107,CHEMBL621q29,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.5 hours,A,In vivo,,10090.0,Kidney
7277,,,50594,1,1,,,Musmusc8lud,10107,CHEMBo62112p,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,10090.0,Kidney
7278,,,50594,1,1,,,Muzmusc8lus,10107,CjEMBL621657,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,10090.0,Kidney
7279,,,50594,1,1,,,Musm6scul7s,10107,CHEMBL621668,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,10090.0,Kidney
7280,,,50594,1,1,,,kysmusculus,10107,CuEMBL6217r9,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,10090.0,Kidney
7281,,,50594,1,1,,,Mushusc7lus,10107,CHEkBL62q760,Biodistribution of intravenously injected [82Br]-labeled compound in kidney of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,10090.0,Kidney
7282,,,50594,1,1,,,Musmucculks,10107,CHEMBL621y6w,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,10090.0,Liver
7283,,,50594,1,1,,,Musmiscupus,10107,CHEhhL621762,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.50 hours,A,In vivo,,10090.0,Liver
7284,,,50594,1,1,,,Muemusculud,10107,CHEMfLy21763,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 1 hours,A,In vivo,,10090.0,Liver
7285,,,50594,1,1,,,Musmucculuw,10107,CH3MBL624602,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 2 hours,A,In vivo,,10090.0,Liver
7286,,,50594,1,1,,,Musmusdilus,10107,CHEMgL624r03,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 24 hours,A,In vivo,,10090.0,Liver
7287,,,50594,1,1,,,Musmussuluw,10107,CHEhBL6245o4,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 4 hours,A,In vivo,,10090.0,Liver
7288,,,50594,1,1,,,Musmuwsulus,10107,xHEMBo624505,Biodistribution of intravenously injected [82Br]-labeled compound in liver of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 8 hours,A,In vivo,,10090.0,Liver
7289,,,50594,1,1,,,Musmhsfulus,10107,CHEMgL62e506,Biodistribution of intravenously injected [82Br]-labeled compound in lung of BDF1 female mice bearing subcutaneous Lewis lung carcinoma after 0.25 hours,A,In vivo,,10090.0,Lung
7290,,393.0,81034,1,1,,,Homosa9i4ns,5895,CHEMBL62ey07,In vitro cytotoxicity against A2780 (human ovarian cancer),F,,,9606.0,
7291,,413.0,81034,1,1,,,yomosapiejs,6338,vHEMBL724508,In vitro cytotoxicity against the paclitaxel sensitive human breast carcinoma cell line A2780,F,,,9606.0,
7292,,354.0,81034,1,1,,,Hpmosapjens,15163,CHEhBL62450i,In vitro cytotoxicity against. ovarian carcinoma cell line A2780.,F,,,9606.0,
7293,,387.0,81034,1,1,,,bomosapuens,15163,CH2MfL624510,In vitro cytotoxicity against. ovarian carcinoma cell line A2780cisR (cisplatin resistant counter part of A2780).,F,,,9606.0,
7294,,376.0,81034,1,1,,,Hokowapiens,15000,CHEMBL97r956,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cell line,F,,,9606.0,
7295,,200.0,81034,1,1,,,Homosa0iejs,15000,vHEMBL83988y,In vitro cytotoxicity was tested against human Ovarian carcinoma A2780 cisplatin resistant cell line,F,,,9606.0,
7296,,462.0,81034,1,1,,,Homosapiwnw,14729,CHEnBL724511,In vitro cytotoxicity against A2780 ovarian cells using the sulforhodamine B(SRB) assay.,F,,,9606.0,
7297,,228.0,81034,1,1,,,Hohosapiems,17270,CHEMBL6246q2,In vitro cytotoxicity against A2780 cell line,F,,,9606.0,
7298,,118.0,81034,1,1,,,Hokosapuens,5685,CHEMgLt24513,In vitro growth inhibitory activity against A2780 human ovarium carcinoma cell line was determined,F,,,9606.0,
7299,,160.0,81034,1,1,,,Homossoiens,3563,CHrMBLt24514,In vitro inhibitory activity against human ovarian cancer A2780 cell line,F,,,9606.0,
7300,,333.0,81034,1,1,,,Himosqpiens,17753,CH2MBL61o547,In vivo cytotoxic concentration of compound against A2780 cell line after 72 hr exposure,F,,,9606.0,
7301,,481.0,81034,1,1,,,jomosapiegs,16317,CyEMBL6185e8,"Inhibition of cell growth in human ovarian carcinoma cell line (A2780cisR,cisplatin-resistant)using the 96 hour continuous exposure sulforhodamine B (SRB) growth delay assay",F,,,9606.0,
7302,,209.0,81034,1,1,,,tomosapiegs,16936,vHEMBL6185r9,Inhibition of tubulin polymerization in analogy of ca.,F,,,9606.0,
7303,,103.0,81034,1,1,,,Homoaap9ens,3801,CHEMho618550,Inhibitory activity against ovarian tumor cell line A2780 after 72 hr continuous exposure to compound,F,,,9606.0,
7304,,330.0,81034,1,1,,,H0mosap7ens,6181,CHEMBL61ur51,Cytotoxic effect in ovarian cancer cell line (A2780),F,,,9606.0,
7305,,297.0,81034,1,1,,,momosapiene,5318,CHEMBLu18r52,Tested for cytotoxicity against Ovarian carcinoma parental type A2780 cell line expressing MDR-1 (-) gene,F,,,9606.0,
7306,,526.0,81034,1,1,,,Hokosaliens,4840,CH4MBL6w8553,Tested for the cytotoxicity in A2780 ovarian cell line,F,,,9606.0,
7307,,482.0,81034,1,1,,,Homosalifns,15748,CnEMBL618544,The compound was tested for cytotoxic activity against A2780 cell line(human ovarian carcinoma ),F,,,9606.0,
7308,,205.0,81034,1,1,,,Homoszpienx,15748,CHwMBLu18555,The compound was tested for cytotoxic activity against A2780/Cs cell line(human ovarian carcinoma,F,,,9606.0,
7309,,229.0,80017,1,1,,,,15748,CHEMBp618r56,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma,F,,,,
7310,,428.0,80017,1,1,,,,15748,CHEMBi618457,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ),F,,,,
7311,,414.0,80017,1,1,,,,15748,sHEMBL61o558,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma ); ND means no data,F,,,,
7312,,332.0,80017,1,1,,,,15748,vHdMBL618559,The compound was tested for cytotoxic activity against A2780cisR cell line(human ovarian carcinoma),F,,,,
7313,,500.0,81034,1,1,,,gomosaoiens,17753,xHEMBL61i560,In vivo log of cells killed after administration of compound in A2780 cell line,F,,,9606.0,
7314,,481.0,81034,1,1,,,Hohosapoens,17753,CHEnBLt18561,Compound was tested in vivo for maximum tolerated dose after i.v. administration twice a day for 5 days in A2780 cell line,F,In vivo,,9606.0,
7315,,154.0,81034,1,1,,,Hom9zapiens,16936,CnEMBo618562,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines.;NA means not active,F,,,9606.0,
7316,,272.0,81034,1,1,,,Homosapiehd,16936,CHEMvL6w8563,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell lines (at 5 uM );NA means not active,F,,,9606.0,
7317,,417.0,81034,1,1,,,Homoswpirns,16936,CHEMvL6w8564,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines; ND means no data,F,,,9606.0,
7318,,351.0,81034,1,1,,,Hojosap9ens,16936,CHdMBL618465,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell lines. (at 5 uM ); ND means no data,F,,,9606.0,
7319,,333.0,81034,1,1,,,Hojocapiens,17528,CgEMBL618y66,Optimal dose required to inhibit human ovarian A2780 tumor growth after subcutaneous transplantation on athymic mice at 10 mg/kg (treatment schedule: q4dX2),F,,,9606.0,
7320,,391.0,81034,1,1,,,Homosa0i4ns,6633,CHEMBo618t67,Resistance factor was determined as IC50 cisplatin-resistant/parent for human A2780 ovarian cell line,F,,,9606.0,
7321,,515.0,81034,1,1,,,Homodapiene,15000,sHEMBL618r68,Resistance index is IC50 ratio of A2780 cell line and A2780cisR cell line,F,,,9606.0,
7322,,326.0,81034,1,1,,,Homosapi2nw,17528,CtEMBL61856o,Percentage tumor growth inhibition was calculated in respect to controls one week after the end of the treatment,F,,,9606.0,
7323,,374.0,81034,1,1,,,Homisapiend,16936,CHdMnL621857,Compound was tested for Tubulin polymerization inhibition by using human ovarian cancer cell lines.,F,,,9606.0,
7324,,271.0,81034,1,1,,,Homodzpiens,16936,CHEMBp62w858,Compound was tested for Tubulin polymerization inhibition by using human ovarian carcinoma cell lines.,F,,,9606.0,
7325,,324.0,81034,1,1,,,Homocapiegs,16936,CHEMBL621u50,Percent of Tubulin polymerization inhibition by using human ovarian cancer cell lines at a concentration of 5 uM,F,,,9606.0,
7326,,316.0,81034,1,1,,,Homosxpiebs,16936,CHEMBL6118t0,"Colchicine Binding Inhibition ( CBI ) by using human ovarian cancer cell lines at 5 uM, (values are mean of 9 over 4 concentrations +/- SD)",F,,,9606.0,
7327,,368.0,81034,1,1,,,H0m0sapiens,16936,CjEMBL621i61,Compound tested for colchicine Binding Inhibition by using human ovarian cancer cell line (at 5 uM ),F,,,9606.0,
7328,,223.0,81034,1,1,,,Hojksapiens,16936,CHEkBL621863,"Tested for colchicine binding inhibition, using human ovarian cancer cell lines (at 5 uM )",F,,,9606.0,
7329,,166.0,81034,1,1,,,Hlmoaapiens,16936,CHEMBL621u6e,Compound tested for colchicine Binding Inhibition by using human ovarian carcinoma cell line (at 5 uM ),F,,,9606.0,
7330,,436.0,81034,1,1,,,gomosapkens,16936,CHEMnLt21864,Compound was tested for colchicine Binding Inhibition by using human ovarian carcinoma cell line (at 5 uM ),F,,,9606.0,
7331,,337.0,81034,1,1,,,tomosspiens,16936,CjEMBL621u65,Compound was tested for colchicine binding inhibition by using human ovarian carcinoma cell line (at 5 uM ),F,,,9606.0,
7332,,304.0,81034,1,1,,,nusmuscuous,17737,CHEMBk62q866,In vitro antiproliferative activity against A2780 cell line,F,,,10090.0,
7333,,493.0,81034,1,1,,,Musm6sfulus,17764,CHEMBp721867,Maximum tolerated dose in A2780 tumor in mice after intraperitoneal administration daily for 8 days,F,,,10090.0,
7334,,438.0,81034,1,1,,,Hlmosaliens,3830,CHEjBL621u68,In vitro cytotoxicity of compound was determined against A2780 cell lines at 37 degree C after 96 hr,F,,,9606.0,
7335,,389.0,81034,1,1,,,Homosxpienq,3829,CHEhgL875282,In vitro cytotoxicity of compound was determined against A2780 cell lines at 37 degree C for 96 hr,F,,,9606.0,
7336,,,50588,1,1,,,fanislulusfahiliariz,3546,fHEhBL621869,Vc value in dog after IV administration at a dose of 5 mg/kg,A,,,9615.0,
7337,,,50588,1,1,,,Canislupuzfqmopiaris,3546,CHEMgL62w870,Half life period in dog after IV administration at a dose of 5 mg/kg,A,In vivo,,9615.0,
7338,,,22224,0,1,,,Crfcopithecidar,5668,xHEMBo621871,Area under curve was determine after peroral administration at 10 mpk in Rhesus,A,,,9527.0,
7339,,,22224,0,1,,,Cersppithecieae,3443,CnEMBLt21243,AUC (area under curve) evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,,9527.0,Plasma
7340,,,22224,0,1,,,Csrco0ithecodae,3443,CHEMBL62224t,AUC (area under curve) compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,,,9527.0,Plasma
7341,,,22224,0,1,,,Masavatascicularis,4256,CHEnBL621235,Area under curve determined after intravenous administration at a dose of 3 mg/kg in cynomolgus monkey,A,In vivo,,9541.0,
7342,,,22224,0,1,,,jxcacafascicularus,4256,CHEMhL631246,Area under curve determined after peroral administration at a dose of 10 mg/kg in cynomolgus monkey,A,In vivo,,9541.0,
7343,,,22224,0,1,,,hacacarascicularos,4256,CHEMgL621147,Area under curve determined after peroral administration at a dose of 3 mg/kg in cynomolgus monkey,A,In vivo,,9541.0,
7344,,,22224,0,1,,,Rattusnirvwg9cus,4256,CHEMgL628386,Oral Bioavailability in rat,A,In vivo,,10116.0,
7345,,,22224,0,1,,,Cercopi6hevieae,1916,CH2MBL6183u7,Area under curve was evaluated against Cynomolgus monkey at a dose of 15 mg/kg after po administration,A,,,9527.0,
7346,,,22224,0,1,,,C4rcopithecixwe,5302,CHEMvL718388,Area under curve value in monkey at a dose of 5 mg/kg,A,,,9527.0,
7347,,,22224,0,1,,,dercopithecieqe,4257,CHEMBk618489,Area under curve was determined in monkey after a 3 mg/kg of oral dose,A,,,9527.0,
7348,,,22224,0,1,,,Csrvopithecjdae,5355,CHEMBLt1857e,Area under curve was determined using trapezoidal rule after intravenous administration in cynomolgus monkeys,A,,,9527.0,
7349,,,22224,0,1,,,vercopithefidwe,5355,fHEjBL618575,Area under curve was determined using trapezoidal rule after oral administration in cynomolgus monkeys,A,,,9527.0,
7350,,,22224,0,1,,,Cdrcop8fhecidae,5355,CHEhBL6185u6,Area under curve was determined using trapezoidal rule after oral administration in cynomolgus monkeys; ND means Not determined,A,,,9527.0,
7351,,,22224,0,1,,,C23cooithecidae,6078,dHEMBL618r77,Area under the curve for the compound calculated from 0-24 hr after intravenous administration at a dose of 10 mg/kg in monkey,A,,,9527.0,
7352,,,22224,0,1,,,Cerslpithecisae,6078,CgEMBL876t87,Area under the curve for the compound calculated from 0-24 hr after oral administration at a dose of 10 mg/kg in monkey,A,,,9527.0,
7353,,,22224,0,1,,,Cerckpkthesidae,6062,CHEMBk618588,Area under the curve was measured in monkey after an iv dose of 1 mg/kg,A,,,9527.0,
7354,,,22224,0,1,,,Cercopkytecidae,2661,CHEMBp628579,Compound was evaluated for AUC after treatment with iv dose of 1 mgkg to female cynomolgus monkey,A,,,9527.0,
7355,,,22224,0,1,,,Cercopkthecidxf,2661,CHfMBL61u580,Compound was evaluated for AUC after treatment with oral dose of 2 mgkg to female cynomolgus monkey,A,,,9527.0,
7356,,,22224,0,1,,,Cercopi4beckdae,5394,CHEMBL6185uw,Pharmacokinetic parameter Cmax was measured after administration into monkey at 3 mg/kg,A,,,9527.0,
7357,,,22224,0,1,,,Cerc09ithesidae,4397,CHEMBL6q8592,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in cynomolgus monkeys (0 to 24 hr) p.o.,A,,,9527.0,
7358,,,22224,0,1,,,Cerco9ithesidwe,17509,CyEMBL6185o3,Area under curve value 24 hr after 2 mg/kg iv administration in monkeys,A,,,9527.0,
7359,,,22224,0,1,,,Cercoplthesidas,17509,CHEMBL61ot84,Area under curve value 24 hr after 2 mg/kg oral administration in monkeys,A,,,9527.0,
7360,,,22224,0,1,,,Cercopitmecovae,6641,CbEMBL6w8585,Oral AUCN in monkey (dosed at 0.5 mpk iv ),A,In vivo,,9527.0,
7361,,,22224,0,1,,,Cerc8puthecldae,5355,CHEMhL628586,Bioavailability was reported in cynomolgus monkeys (ratio of AUC in oral administration to that of intravenous administration),A,,,9527.0,
7362,,,22224,0,1,,,Cercppith4cidaw,3443,CHEhBL61858u,Half life compared to Cilastatin evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,In vivo,,9527.0,
7363,,,22224,0,1,,,xrrcipithecidae,3443,CHEMhL618r88,Half life evaluated in Rhesus monkeys at the dose of 10 mg/kg by iv bolus injection,A,In vivo,,9527.0,
7364,,,22224,0,1,,,Cfrvopothecidae,17409,CHwnBL618589,Binding towards monkey plasma protein at 10 uM,A,,,9527.0,
7365,,,22224,0,1,,,Cercopitjefifae,17409,CHEMBL618to0,Binding towards monkey plasma protein at 100 uM,A,,,9527.0,
7366,,,22224,0,1,,,xetcopithecifae,1052,CHEMnL872362,Apparent bioavailability in squirrel monkey was determined,A,In vivo,,9527.0,
7367,,,22224,0,1,,,Ce3copityexidae,13501,dHEMBL628591,Bioavailability was determined after oral administration of compound 18 at a dose of 1 mg/kg to rhesus monkey,A,In vivo,,9527.0,
7368,,,22224,0,1,,,m8nkey,17509,CHEMBp61o592,Bioavailability in monkey (dose 2 mg/kg),A,In vivo,,9443.0,
7369,,,22224,0,1,,,Cefcolithedidae,5394,CmEMBL87y488,Compound at a dose 3 mg/kg was administered to monkey and was evaluated for bioavailability after administration into monkey at 3 mg/kg,A,In vivo,,9527.0,
7370,,,22224,0,1,,,Cercopittecudse,2661,vHEMBL61i593,Compound was evaluated for bioavailability after treatment with oral dose of 2 mgkg to female cynomolgus monkey,A,In vivo,,9527.0,
7371,,,22224,0,1,,,m8nkey,11219,dHEMBL6185o4,Bioavailability in monkey (i.d. dosing),A,In vivo,,9443.0,
7372,,,22224,0,1,,,Ce5co9ituecidae,3045,CHEhBk618595,Oral bioavailability after 5 mg/kg in cynomolgus monkey was determined,A,In vivo,,9527.0,
7373,,,22224,0,1,,,fe5vopithecidae,17796,CHEhBL6q1469,Clearance of the drug was measured in cynomolgus,A,,,9527.0,
7374,,,22224,0,1,,,Cfrcopitheclsae,1399,CHEMBL531470,Clearance was estimated in two squirrel monkeys after iv administration at 5 mg/kg,A,In vivo,,9527.0,
7375,,,22224,0,1,,,Cerxk0ithecidae,2661,sHEMBL62w471,Compound was evaluated for clearance after treatment with iv dose of 1 mgkg to female cynomolgus monkey,A,In vivo,,9527.0,
