Fiscal year,Branch name,Gender equality (marker),Organisation type,ICT as a tool for development (marker),Urban issues (marker),Bilateral aid (international marker),Section name,Division ID,Division name,Organisation name,Climate change mitigation (marker),Organisation ID,IRTC percent,Project number,CountryRegion percent,FSTC percent,Fund centre ID,Amount spent,Untied amount(Project-level budget),Branch ID,Continent name,Indigenous issues (marker),CIDA business delivery model (old),Children issues (marker),Status,Maximum CIDA contribution (project-level),Section ID,Regional program (marker),Fund centre name,CFLI (marker),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,518.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0074,1.0,5280,222.0,1150000.0,B5100,Asia,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0013,1.0,5280,91.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0013,1.0,5280,39.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0013,1.0,5280,91.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0013,1.0,5280,39.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,182.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,MFM Global Issues and Development,0,Foreign Non-Profit Making,0,0,1,MEF ECONOMIC GROWTH AND IFIs,D5430,MED Economic Development,World Bank,0,1001306,0.0,M012500001,0.0026,1.0,5280,78.0,1150000.0,B5100,Europe,0,Responsive,0,Terminating,1150000.0,S5434,0,ECONOMIC GROWTH - INIT,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
