Fiscal year,CountryRegion name,Organisation ID,Indigenous issues (marker),Branch name,Sector percent,Organisation type,Section ID,Children issues (marker),Project Browser country ID,Biodiversity (marker),Continent name,Sector ID,Organisation class,Division ID,Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Division name,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker)
2009/2010,Togo,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,TG,2,Africa,41020,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Togo,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,TG,2,Africa,41040,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Togo,1002416,0,MFM Global Issues and Development,0.34,Foreign Non-Profit Making,S1078,0,TG,2,Africa,41081,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Thailand,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,TH,2,Asia,41020,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Thailand,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,TH,2,Asia,41040,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Thailand,1002416,0,MFM Global Issues and Development,0.34,Foreign Non-Profit Making,S1078,0,TH,2,Asia,41081,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Tunisia,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,TN,2,Africa,41020,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Tunisia,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,TN,2,Africa,41040,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Tunisia,1002416,0,MFM Global Issues and Development,0.34,Foreign Non-Profit Making,S1078,0,TN,2,Africa,41081,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Turkey,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,TR,2,Asia,41020,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Turkey,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,TR,2,Asia,41040,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Turkey,1002416,0,MFM Global Issues and Development,0.34,Foreign Non-Profit Making,S1078,0,TR,2,Asia,41081,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,"Tanzania,Un Rep",1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,TZ,2,Africa,41020,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,"Tanzania,Un Rep",1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,TZ,2,Africa,41040,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,"Tanzania,Un Rep",1002416,0,MFM Global Issues and Development,0.34,Foreign Non-Profit Making,S1078,0,TZ,2,Africa,41081,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Uganda,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,UG,2,Africa,41020,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Uganda,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,UG,2,Africa,41040,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Uganda,1002416,0,MFM Global Issues and Development,0.34,Foreign Non-Profit Making,S1078,0,UG,2,Africa,41081,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Uruguay,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,UY,2,America,41020,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Uruguay,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,UY,2,America,41040,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Uruguay,1002416,0,MFM Global Issues and Development,0.34,Foreign Non-Profit Making,S1078,0,UY,2,America,41081,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,St.Vincent & Gr,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,VC,2,America,41020,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,St.Vincent & Gr,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,VC,2,America,41040,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,St.Vincent & Gr,1002416,0,MFM Global Issues and Development,0.34,Foreign Non-Profit Making,S1078,0,VC,2,America,41081,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Viet Nam,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,VN,2,Asia,41020,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Viet Nam,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,VN,2,Asia,41040,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Viet Nam,1002416,0,MFM Global Issues and Development,0.34,Foreign Non-Profit Making,S1078,0,VN,2,Asia,41081,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Africa MC,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,X1,2,Africa,41020,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Africa MC,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,X1,2,Africa,41040,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Africa MC,1002416,0,MFM Global Issues and Development,0.34,Foreign Non-Profit Making,S1078,0,X1,2,Africa,41081,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Yemen,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,YE,2,Asia,41020,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Yemen,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,YE,2,Asia,41040,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Yemen,1002416,0,MFM Global Issues and Development,0.34,Foreign Non-Profit Making,S1078,0,YE,2,Asia,41081,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,South Africa,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,ZA,2,Africa,41020,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,South Africa,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,ZA,2,Africa,41040,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,South Africa,1002416,0,MFM Global Issues and Development,0.34,Foreign Non-Profit Making,S1078,0,ZA,2,Africa,41081,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Zambia,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,ZM,2,Africa,41020,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Zambia,1002416,0,MFM Global Issues and Development,0.33,Foreign Non-Profit Making,S1078,0,ZM,2,Africa,41040,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Zambia,1002416,0,MFM Global Issues and Development,0.34,Foreign Non-Profit Making,S1078,0,ZM,2,Africa,41081,Multilateral,D5280,M010431001,Closed,122090000.0,B5100,MSD Food Security and Environment,MSS Environment,0,5456,IFI - Environment - CORE,0.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,1
2009/2010,Afghanistan,1004874,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S5245,0,AF,0,Asia,12263,Civil Society,D5240,M010879002,Closed,86130.5,B5100,MND Health&Nutrition,MNG Global Health,0,5247,Global Health - INIT,86130.5,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1002854,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S5320,0,X1,0,Africa,72010,Civil Society,D5301,M011183021,Closed,150000.0,B5100,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,150000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Americas MC,1002854,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S5320,0,X2,0,America,72010,Civil Society,D5301,M011183021,Closed,150000.0,B5100,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,150000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Asia MC,1002854,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S5320,0,X3,0,Asia,72010,Civil Society,D5301,M011183021,Closed,150000.0,B5100,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,150000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Europe MC,1002854,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S5320,0,X4,0,Europe,72010,Civil Society,D5301,M011183021,Closed,150000.0,B5100,MHDInternational Humanitarian Assistance,MHI International Humanitarian Assis ops,0,5303,MHI Non-Food INIT,150000.0,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,Information not available,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5601,0,X1,0,Africa,43082,Individual,D5600,M011202001,Closed,137808.31,B5100,MID International Organizations,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Americas MC,Information not available,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5601,0,X2,0,America,43082,Individual,D5600,M011202001,Closed,137808.31,B5100,MID International Organizations,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Asia MC,Information not available,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5601,0,X3,0,Asia,43082,Individual,D5600,M011202001,Closed,137808.31,B5100,MID International Organizations,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Europe MC,Information not available,0,MFM Global Issues and Development,1.0,Canadian Non-Profit Making,S5601,0,X4,0,Europe,43082,Individual,D5600,M011202001,Closed,137808.31,B5100,MID International Organizations,MIL Commonwealth & Francophonie Affairs,0,5294,Commonwealth & Francophonie - INIT,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1011635,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S5245,0,X1,0,Africa,12263,Multilateral,D5240,M011474003,Operational,37121095.0,B5100,MND Health&Nutrition,MNG Global Health,0,5247,Global Health - INIT,37121095.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Americas MC,1011635,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S5245,0,X2,0,America,12263,Multilateral,D5240,M011474003,Operational,37121095.0,B5100,MND Health&Nutrition,MNG Global Health,0,5247,Global Health - INIT,37121095.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Asia MC,1011635,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S5245,0,X3,0,Asia,12263,Multilateral,D5240,M011474003,Operational,37121095.0,B5100,MND Health&Nutrition,MNG Global Health,0,5247,Global Health - INIT,37121095.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Europe MC,1011635,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S5245,0,X4,0,Europe,12263,Multilateral,D5240,M011474003,Operational,37121095.0,B5100,MND Health&Nutrition,MNG Global Health,0,5247,Global Health - INIT,37121095.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1005489,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5300,0,X1,2,Africa,31110,Multilateral,D5280,M011669001,Terminating,10000000.0,B5100,MSD Food Security and Environment,MSF Food Security,0,5299,Food Security - CORE,10000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0
2009/2010,Africa MC,1005489,0,MFM Global Issues and Development,0.5,Foreign Non-Profit Making,S5300,0,X1,2,Africa,31182,Multilateral,D5280,M011669001,Terminating,10000000.0,B5100,MSD Food Security and Environment,MSF Food Security,0,5299,Food Security - CORE,10000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0
2009/2010,Africa MC,1005489,0,MFM Global Issues and Development,0.4,Foreign Non-Profit Making,S5300,0,X1,2,Africa,31191,Multilateral,D5280,M011669001,Terminating,10000000.0,B5100,MSD Food Security and Environment,MSF Food Security,0,5299,Food Security - CORE,10000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0
2009/2010,Americas MC,1005489,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5300,0,X2,2,America,31110,Multilateral,D5280,M011669001,Terminating,10000000.0,B5100,MSD Food Security and Environment,MSF Food Security,0,5299,Food Security - CORE,10000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0
2009/2010,Americas MC,1005489,0,MFM Global Issues and Development,0.5,Foreign Non-Profit Making,S5300,0,X2,2,America,31182,Multilateral,D5280,M011669001,Terminating,10000000.0,B5100,MSD Food Security and Environment,MSF Food Security,0,5299,Food Security - CORE,10000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0
2009/2010,Americas MC,1005489,0,MFM Global Issues and Development,0.4,Foreign Non-Profit Making,S5300,0,X2,2,America,31191,Multilateral,D5280,M011669001,Terminating,10000000.0,B5100,MSD Food Security and Environment,MSF Food Security,0,5299,Food Security - CORE,10000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0
2009/2010,Asia MC,1005489,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5300,0,X3,2,Asia,31110,Multilateral,D5280,M011669001,Terminating,10000000.0,B5100,MSD Food Security and Environment,MSF Food Security,0,5299,Food Security - CORE,10000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0
2009/2010,Asia MC,1005489,0,MFM Global Issues and Development,0.5,Foreign Non-Profit Making,S5300,0,X3,2,Asia,31182,Multilateral,D5280,M011669001,Terminating,10000000.0,B5100,MSD Food Security and Environment,MSF Food Security,0,5299,Food Security - CORE,10000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0
2009/2010,Asia MC,1005489,0,MFM Global Issues and Development,0.4,Foreign Non-Profit Making,S5300,0,X3,2,Asia,31191,Multilateral,D5280,M011669001,Terminating,10000000.0,B5100,MSD Food Security and Environment,MSF Food Security,0,5299,Food Security - CORE,10000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0
2009/2010,Europe MC,1005489,0,MFM Global Issues and Development,0.1,Foreign Non-Profit Making,S5300,0,X4,2,Europe,31110,Multilateral,D5280,M011669001,Terminating,10000000.0,B5100,MSD Food Security and Environment,MSF Food Security,0,5299,Food Security - CORE,10000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0
2009/2010,Europe MC,1005489,0,MFM Global Issues and Development,0.5,Foreign Non-Profit Making,S5300,0,X4,2,Europe,31182,Multilateral,D5280,M011669001,Terminating,10000000.0,B5100,MSD Food Security and Environment,MSF Food Security,0,5299,Food Security - CORE,10000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0
2009/2010,Europe MC,1005489,0,MFM Global Issues and Development,0.4,Foreign Non-Profit Making,S5300,0,X4,2,Europe,31191,Multilateral,D5280,M011669001,Terminating,10000000.0,B5100,MSD Food Security and Environment,MSF Food Security,0,5299,Food Security - CORE,10000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,Not PBA,0
2009/2010,Africa MC,1009692,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S5302,0,X1,0,Africa,15250,Civil Society,D5301,M011860002,Closed,25000.0,B5100,MHDInternational Humanitarian Assistance,*Peace Building Fund Section,0,5302,*Peace Building Fund,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Americas MC,1009692,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S5302,0,X2,0,America,15250,Civil Society,D5301,M011860002,Closed,25000.0,B5100,MHDInternational Humanitarian Assistance,*Peace Building Fund Section,0,5302,*Peace Building Fund,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Asia MC,1009692,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S5302,0,X3,0,Asia,15250,Civil Society,D5301,M011860002,Closed,25000.0,B5100,MHDInternational Humanitarian Assistance,*Peace Building Fund Section,0,5302,*Peace Building Fund,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Europe MC,1009692,0,MFM Global Issues and Development,1.0,Foreign Non-Profit Making,S5302,0,X4,0,Europe,15250,Civil Society,D5301,M011860002,Closed,25000.0,B5100,MHDInternational Humanitarian Assistance,*Peace Building Fund Section,0,5302,*Peace Building Fund,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Rwanda,1008910,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5250,0,RW,0,Africa,12220,Civil Society,D5240,M012024001,Closed,2941275.0,B5100,MND Health&Nutrition,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Rwanda,1008910,0,MFM Global Issues and Development,0.3,Foreign Non-Profit Making,S5250,0,RW,0,Africa,12250,Civil Society,D5240,M012024001,Closed,2941275.0,B5100,MND Health&Nutrition,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Rwanda,1008910,0,MFM Global Issues and Development,0.3,Foreign Non-Profit Making,S5250,0,RW,0,Africa,12262,Civil Society,D5240,M012024001,Closed,2941275.0,B5100,MND Health&Nutrition,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Rwanda,1008910,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5250,0,RW,0,Africa,12281,Civil Society,D5240,M012024001,Closed,2941275.0,B5100,MND Health&Nutrition,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Sudan,1008910,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5250,0,SD,0,Africa,12220,Civil Society,D5240,M012024001,Closed,2941275.0,B5100,MND Health&Nutrition,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Sudan,1008910,0,MFM Global Issues and Development,0.3,Foreign Non-Profit Making,S5250,0,SD,0,Africa,12250,Civil Society,D5240,M012024001,Closed,2941275.0,B5100,MND Health&Nutrition,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Sudan,1008910,0,MFM Global Issues and Development,0.3,Foreign Non-Profit Making,S5250,0,SD,0,Africa,12262,Civil Society,D5240,M012024001,Closed,2941275.0,B5100,MND Health&Nutrition,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Sudan,1008910,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5250,0,SD,0,Africa,12281,Civil Society,D5240,M012024001,Closed,2941275.0,B5100,MND Health&Nutrition,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Sierra Leone,1008910,0,MFM Global Issues and Development,0.2,Foreign Non-Profit Making,S5250,0,SL,0,Africa,12220,Civil Society,D5240,M012024001,Closed,2941275.0,B5100,MND Health&Nutrition,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Sierra Leone,1008910,0,MFM Global Issues and Development,0.3,Foreign Non-Profit Making,S5250,0,SL,0,Africa,12250,Civil Society,D5240,M012024001,Closed,2941275.0,B5100,MND Health&Nutrition,MNC MNCH & Nutrition,0,5252,MNCHN - INIT,0.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,0
