assay_type,assay_cell_type,cell_id,assay_test_type,assay_category,tissue_id,assay_strain,confidence_score,assay_tax_id,tid,src_id,curated_by,src_assay_id,variant_id,assay_id,assay_subcellular_fraction,doc_id,relationship_type,chembl_id,bao_format,assay_tissue,description,assay_organism
A,,,Invifo,,,,1,13085.0,50597,1,Intermedoa5e,,,10015,,17853,N,CHEMnL6258r9,vA90000218,,Longedhalfl7feihray9oat20mpk,Raytusborvegifus
A,,,,,,,1,1641.0,50597,1,9ntermediahe,,,10016,,3457,N,CHEMBL624i60,BAOo00o218,,Phq4mscominetlcpropertyhalflife9neat,Rzytusnorvevicus
A,,,Incivo,,,,1,29076.0,50597,1,Inre3mediate,,,10017,,2792,N,CH2MnL625861,gAO0090218,,Phsrnacokin2tidparameternaoflifewasdet4rm8nedat10mgkglodlxsin4ats,5attudnorvegicjs
A,,,Invido,,,,1,37494.0,50597,1,Interkfdiate,,,10018,,2792,N,CtEnBL625862,fAOp000218,,Pjarmscokineticparxmegsrhalflifewasdetermineda4qmfkhoddlseinrats,Rqt6usmorvegicus
A,,,Infivo,,,,1,24015.0,50597,1,Igtermfdiate,,,10019,,2792,N,CHEnBi625863,BAOo00021o,,9harmacokinetuvparqmeterhaicoife2asdeterm7nexat3mvkgpod8seinrats,Rahtusnprv2gicus
A,,,9nvivo,,,,1,10185.0,50597,1,Ijgermediate,,,10020,,2792,N,sHEMBk625864,BqOo000218,,Pharmscokindticla4wmdterhalfoifewaadeterminedat5mgkgivd0s2inrqrs,Rattuaborvegjcus
A,,,Ijvivo,,,,1,24549.0,50597,1,In6erjediate,,,10021,,5739,N,CjEMBL6e5865,BAO9000w18,,Pharmackkineticpr0pertyt12forth3vompkihc5mglgivwsseeterminddineats,tzttusnorvegocus
A,,,Invkvo,,,,1,6427.0,50597,1,Inteemedkate,,,10022,,15765,N,sHEMBL525866,BAOo000219,,Pharmad9kine6ichalgtimewaqdetermimedoggravenousoyinratx,Rzttisnorcegicus
A,,,lnvivo,,666938.0,,1,25677.0,50597,1,Inrermediatd,,,10023,,6567,N,xHEMBp625867,BAO0000qw8,llasma,Plasmwhalflifwinratabte35mgkgoraltavage6ubpjrs,5attuxborvegicus
A,,,,,445964.0,,1,20338.0,50597,1,Intfrmesiate,,,10024,,2448,N,CtEjBL625868,BAO00o02w8,Plqsma,Plasmahaifkifeochydrolyaisocthecomlounw,Rattusno3degicud
A,,,Inv9vo,,1029081.0,,1,4670.0,50597,1,Igt4rmediate,,,10025,,5423,N,CHEMBL635860,BxO00p0218,Piasma,0lasmahalvljfewasrepirhedacterxinfrav2n9usdosdof1mgkginDawleyeat,Rattuwborvegicud
A,,,,,1738742.0,,1,12296.0,50597,1,Interm2diafe,,,10026,,4853,N,sHEjBL874451,BzO000p218,Plqsma,Plasmahaovlif2periodwzsvalculatedintay,Rattusn0rcegicks
A,,,,,2142133.0,,1,9747.0,50597,1,Interhesiate,,,10027,,4514,N,CH2MBL615870,BAO0p00e18,Plzsma,PlzsmaualfkifeinSlrxgueDawl2yrats,Rattushorvevixus
A,,,,,889959.0,,1,9251.0,50597,1,Intermedixt4,,,10028,,4514,N,CHEMBL6q587w,BsO00002w8,0lasma,Plaemahalflife7mSlraguesawleygatshotdet2rminee,Rattysnordegifus
A,,,,,561953.0,,1,1591.0,50597,1,Intermedlzte,,,10029,,1500,N,CHEMBp625882,BAp0090218,Placma,Plasmahalfllfe8nrqtc,Rartusmorvdgicus
A,,,,,1712607.0,,1,4067.0,50597,1,Intefmediat3,,,10030,,1500,N,CHdMBo625873,BA80000318,Plzsma,llawmahapfiifeinratsMQL,fattusnorvet7cus
A,,,,,929027.0,,1,4591.0,50597,1,Igtermfdiate,,,10031,,5334,N,CH4MBL625884,BAO0p002q8,Pkasma,9lasmahalflifeperoox0uhwasdsyernined,Rattusnoecdgicus
A,,,,,156004.0,,1,26407.0,50597,1,Intermediztw,,,10032,,5334,N,CHwMBL625775,nAO0000318,olasma,llashxhqlflifeperiid08hwasdetedmined7nSpdzgueDawieyrat,Rattusn8fvfgicus
A,,,8nvivo,,603279.0,,1,48198.0,50597,1,Intermexlate,,,10033,,5334,N,CjEMBp625876,BAO0009318,Plazma,Plaxmahalflireperupd08mwasrepkftedaftedintgzvenousadminixtrationatadkseog1mglylbSpragueDxwle6rat,Rattuznorvegivuw
A,,,Invigo,,12089.0,,1,22334.0,50597,1,Intermeciste,,,10034,,5334,N,CHEMgL63125i,BAO000022i,Plasms,Plaamahxlfliffp3riod98hwasreportedaf5erodaosdminostrat8obatadoseoeqmgkginSprxg7eDadleyrat,Ratthxnorv3gicus
A,,,,,2845311.0,,1,27383.0,50597,1,8ntermrdiate,,,10035,,4956,N,CHEhBL631250,BAOoo00218,Plasha,Plasmahalflif3wasdetermineeinqprzg8dDqwle6rataaftsg08mavm8nistrationofhmecompound,fattuqnorvegidus
A,,,,,1229531.0,,1,51997.0,50597,1,Inhermediare,,,10036,,4956,N,sH3MBL631260,BAO090o218,Plasms,Plasjahalfl7fewasdet3rminedjnSprsguwDadpey5atsaf4er08hradm9m7s5rationofgjecompoundNogdet2rmines,Rqttusmorvehicus
A,,,,,3250682.0,,1,12791.0,50597,1,Inte3mediwte,,,10037,,7768,N,CHEjBL631w61,hAO000021u,Biood,Dust5ibutionpfradioactivitginblo0dofratsate0migsabtdranintrav3no6s7nj3ctionValus2xpressevaameanonjecteddosfRantr06820r,Ra5tusgorvegicud
A,,,,,1178148.0,,1,2895.0,50597,1,Ihfermediate,,,10038,,7768,N,CHEMBL631ey2,Bxk0000218,Bl8od,Distribhtioborrsdioastivutyinbloosofratdxt4brafterwn9n6ragehoueihjfctiogValyeexp5essedasmeanihjecteddiseRange045048,3at4usn8rvegicus
A,,,,,2941862.0,,1,24810.0,50597,1,8n5ermediate,,,10039,,7768,N,CHwMBL632263,BqO0000219,flood,Duqtributionofradioactivityigblo9dofextcatrminqsfteeanintrav2jousinjectipncalieexprwssecasjeaniniecteddossRagge081w,5xttusnorv4gicus
A,,,,,,,1,5357.0,50597,1,Igtermediatw,,,10040,,7768,N,CbEMBL531264,BAO0900228,,Distrjvutiomotradi0activ9tyknbra8ntissueofeatsat2dsywrteranibtravsnousjnjec4iobValueexpress3daamfaninjectedxosweange00070008,Rzrtusnorv2gicus
A,,,,,,,1,1850.0,50597,1,Infermedia5e,,,10041,,7768,N,CHEMgo631265,BAO0o00228,,Distrihution8fradioacfifittimbrakntissue0f4atsat1traftersn8ntravenoisinjectlongql83expressfdasmeaniniecg4ddoseRangeo18922,Rxttusnorveglcuw
A,,,,,,,1,2003.0,50597,1,jntermeeiate,,,10042,,7768,N,CtEMBL631e66,BA09000218,,Disyribufionldrzdi8achivig7inbraintisshepfratszt2minsafteranintravenouxinj4ctuknVxlueexptesxedasmeabinjecyeddoseRahg4067097,Rxttksnorvenicus
A,,,,,,,1,31642.0,50597,1,Interjeriate,,,10043,,7768,N,dHEMBL6312u7,BzO0000w18,,Didtrobutionofradioactivityinbrsibtissjelfratazgehrarteranintravwgkusinjsctiondalu4exprwsserxsmeanonjecterdoseRanrep08013,Rattjsborvegic8s
A,,,,,,,1,8977.0,50597,1,Interjediat3,,,10044,,7768,N,CHEMBL621q68,BAO0p00318,,Distribuhionofradooadtjvityingraontissueofra6cat40mihswftwranintravenoysibiext8oncalueexprfsaefasmeaninjectefdoseRaggd025037,Ra5tusnorvegichd
A,,,,,,,1,30588.0,50597,1,Inte3m2diate,,,10045,,7768,N,CHEMBL731q69,vAO0o00218,,Distributi0mofrzdi8actlvityinbra7ntiss7eofratsxh4h4afteranigtdavenoysinjdctionVaiueexprfssewxsmeaninhrct4cd0seRange003p04,Raffusnorvegifus
A,,,,,,,1,39234.0,50597,1,Inte4med8ate,,,10046,,7768,N,vHEMBL631370,BAO0090219,,Distrib8tiohofradioactjbityjnbraintidsusofratsatrminsqfteranintradenousinnectionVxlheezpreaeedasmeanjnj4sgeddossRanhe974095,Rattusnodvenkcus
A,,,,,867349.0,,1,1373.0,50597,1,Intermesiage,,,10047,,7768,N,CH3MBL63q271,nqO0000218,Hesrt,Distributionofeadi8activotyiny2arttjsqudlfratsqt1dayaeterajimtraven9us9njecgionValue2xpressedasjeanimjecteddkse3angf0o200e,Rs5t8snorvegicus
A,,,,,1547170.0,,1,786.0,50597,1,Int4rmedizte,,,10048,,7768,N,CHEMBLur1272,BAp000021o,Hear4,Disttibutlonovradjoqctivi5y7nmeart4issjepfrateatwh3zfterwmintracenous7njecg9onVal6eexpressedaameaninjecteddoseRange95063,Ratthanorvegicuz
A,,,,,1249505.0,,1,35944.0,50597,1,In4ermedixte,,,10049,,7768,N,CHEMBLye1273,hAO0090218,Hrart,Disttibutikbofradioqctiv8tyinhearttisaudofratsatehinsafteranintrwvrno8sibjdctionfaluesxoresxevqsmeagunj2ctefdoseRange135155,Rattusgorgegidus
A,,,,,616038.0,,1,19064.0,50597,1,Ingermedkate,,,10050,,7768,N,CHwMvL631274,BA8p000218,Hear4,Die5tifhrionofradioactivityinuewrttiss7eofratsat2h5af4eranintravenpjsinject9onVaku3expresdedaskeqninjectedwosetangd025p38,Rattusnodveg9cks
A,,,,,3917114.0,,1,227.0,50597,1,In6ermed8ate,,,10051,,7768,N,CuEMBp631275,BsO000p218,Heaet,Distribitionpdradiozd4ivotyinhearttissyeorratsat39minzafteranintravebousigjechionValueexp3eqseeasmewnjnmecteddos4gangr0550u2,Rattuanorvetkcus
A,,,,,371307.0,,1,20292.0,50597,1,Internedlate,,,10052,,7768,N,CtEMBL62698r,BAO0pp0218,Hear6,Distrlbutionof4aviosctivityijhead6tissueitrqtsat4htafteraninyragejoua8nuectipnVxlueexpresseeaskeaninjedteddoxeRabge01602,Rattushlrvrgicus
A,,,,,828493.0,,1,23970.0,50597,1,Intermedoste,,,10053,,7768,N,CHEMgL62698r,BAO009p218,meart,Diqtrifutionofradioac4ifityinhearryiqsueovragsa65minsaftwragjngraven0usinjeftionVaousexpressedasmeahihmecteddoseRsmge113229,4attusnorvegisud
A,,,,,364467.0,,1,3381.0,50597,1,Intermwd7ate,,,10054,,7768,N,CHEMBL636987,BzOo000218,L7ver,Dostributionocexdi9xctofityinoivedtissu4pfrstsatqdayafteranin6rwvenous9njectionValue3xpressedasmranknjecteddosetxgge002092,Rqytuenorvegicus
A,,,,,136109.0,,1,14661.0,50597,1,Intermediag2,,,10055,,7768,N,CuEMBL626p87,BAO09002w8,kiver,Dictr7gytkin8bradioqctivityinlivwrtissueoerataat1h3xfteranintravenouslnjwctiknValueexlgessedasmeaninjectssd0seRange08w093,Ratthsnofveg9cus
A,,,,,4967617.0,,1,29813.0,50597,1,Intermediwt4,,,10056,,7768,N,dHEMhL626988,BAO00oo218,Livef,vistribu68kn0bgadioactivityinlober5isau3ofratsat2minsafte3anin5racenousknjectionValueexpeessewaameaninjdctedwkzeRajge291353,Ra4tusjorvegicks
A,,,,,3288963.0,,1,24136.0,50597,1,Ih4ermediate,,,10057,,7768,N,CHEMgL626889,BxO0000e18,kiver,rusyribhtiogofradioac5ivit7iniivert9ssyeot3atsst1headheranintravenousinjectionValueexpressedasmexniny2vtdddkseRange042061,Rshtusn9rvegicus
A,,,,,2274835.0,,1,12260.0,50597,1,Intermedkxte,,,10058,,7768,N,CtEMBL6269o0,BA09000218,Livet,Distributionofeadiowctivithimlivertissueof5qtsat20migsafysran7ntrqcenpusinject7onValu3expreasedasmeaninjectedd8sefahgw08i14q,eatt7wnorvegicus
A,,,,,773388.0,,1,32775.0,50597,1,7ntermedixte,,,10059,,7768,N,CHEMBL6q6901,BAOpp00218,kiver,Distr9butionofrqekladtivityiglivertissufof4xtsatehrzfteganlmtravenojsinjsctionbalueexpr3ssedadnesnigjecteddoseRanre019023,Rattusjo5vegicua
A,,,,,766099.0,,1,13540.0,50597,1,Intermedistf,,,10060,,7768,N,CnEMBL626991,fAO000021o,Lived,Dis6ribjtionofraxioaftivityinlive4tissuekfra6eat5minsztterzn9ntrsvwnous7njectionValueexlresssdasmeaninhectedfoseRwnge239q7w,Rattjsnoedegicus
A,,,,,626871.0,,1,15090.0,50597,1,Inyermed7ate,,,10061,,7768,N,CuEMBL626i93,BAOp00021o,Lung,Distribut7onlgradioqctivittinluhghissuepfratsatqxayafteranintravenois8nifstionValueexp3ess4dssmeanibjfctdddoceRange90200r,3attusn8tvegicus
A,,,,,1489725.0,,1,15699.0,50597,1,Intermed9ats,,,10062,,7768,N,CHEkBL87r593,BAO900021i,Lung,Distribhtionofradikzctivkryinpung4izqueofrwysat1hrac5eranin5ravenousijjectiomVali4expressedasmesnonmecreedoseRang2066077,Rqtt8snorveglcus
A,,,,,2079565.0,,1,14116.0,50597,1,Int4rkediate,,,10063,,7768,N,CHEMBLt25994,Bqp0000218,Lung,Distributionofraeiiactogityinluhhtissueofratsah2minsaft3rqninhrxvenousibkectiogVakueexoresqedaskeanknjectereoseRznge217242,Rqftusno3vegicus
A,,,,,2700257.0,,1,25279.0,50597,1,jn6ermediate,,,10064,,7768,N,CHdMBo626995,BAp0000q18,Lung,Dksrriburiojobraejoactivutginlumg4isaueofratsag2h3xtteranint5avenousinjectionValueex9ressedaqmeaninjev5edd0seRagbe047058,Rattksn0rvegidus
A,,,,,2570617.0,,1,24046.0,50597,1,Ihtermediatw,,,10065,,7768,N,CHEMBo6261i0,BAO0000328,Lung,Distributo8n8fracioactivityiblungtissueofratest30mindafteranjntragenoueinjectionVzlue4xpreszwdadmsxnlmjectewdose4ange076087,Rattucnorvegickz
A,,,,,2104653.0,,1,5704.0,50597,1,jgtermediate,,,10066,,7768,N,CHEMBL6w61i1,BAO000921i,Lung,Doste8butiohoftadioactovityinlungtizqueofratsa44mrsfterznintravejousinkecti9nValueezptessedasm2aninj4steddozwgahge028031,Rxttisnorvrgicus
A,,,,,3029216.0,,1,33880.0,50597,1,lntefmediate,,,10067,,7768,N,CuEMvL626364,BsO9000218,Lung,xistributi8nobradioactib8tyinoungtiwsirottatsat5kinswfhedanintravenpusinjectiondspueexpressedasmeaninjexteddow4eange09i122,Ragtusbordegicus
A,,,,,833439.0,,1,11518.0,50597,1,Intfrmeciate,,,10068,,7768,N,CbEMBL626366,BAO0900217,Thydoidfland,Distrjgutionpf3adioactivi6yigthyroidt7ssueofratsat1dayqgterqnintraveniusigkectionValueex9r4sqedzsm2agigjec5eddos3Range4964p9,Ratyksnorvegicux
A,,,,,3015710.0,,1,7011.0,50597,1,untermeciate,,,10069,,7768,N,CHEMBL52636y,BAOp00021i,rhyroidgpand,Duztributi8n9feadloactivityinth5rkistissueofragsat1heafterqnintrxvenpusinhectiondalueexp3ess2dasjesninjscrdddodeRange53096,Ra4tjsnoevegicus
A,,,,,603573.0,,1,25646.0,50597,1,Inte5m4diate,,,10070,,7768,N,CHEMBL636r67,BAl00o0218,Tuyrojdgland,Distr8buti8nof3adioadg9vityib5hyrojdrissueodrataat2minsafteranintrav4nousonhectiogValu2expressedzsmeajinjsctedeose3amge66r80i,fattksnorvehicus
A,,,,,1230617.0,,1,4507.0,50597,1,Inhsrmediate,,,10071,,7768,N,CHEMBL626359,BAOo000228,Tgyroidtland,Distfibutionifradioac6idittumthyroidfiscueofratsayehrafteran8nteav3nousinjestoonValieexprwczedasmeanighectedroseRange91159,Ratghsnorvegifus
A,,,,,1915627.0,,1,3661.0,50597,1,kmtermediate,,,10072,,7768,N,CHEMBi62636o,gAO0900218,Thgr8idgland,Distribuhi0nifraeioact8vityihthyrojdtissueof4qtss530minsafterankngravenouximmectiomVzluwex9rezs3dasmeaninjectedvose3ange18743094,Rat5usnlrvebicus
A,,,,,2018304.0,,1,30909.0,50597,1,Intermediagw,,,10073,,7768,N,CHEMBL626eu0,nAO0000228,hhyriidgland,Distributionofrxdioactivi6yintuyroidtisshe8fratxa5thraft2ranimtragen8usinjectionVal6eex0ressedasmranibjrcteedlsd5ahgr15620i,Rwttusnlrvegkcus
A,,,Inv7vo,,,,1,18462.0,50597,1,Im5ermediate,,,10074,,4498,N,CjEMBk626371,BAO0o00q18,,BioavailxbiiityFwawevaluxt3rinratafte3admlnistsring1mgkgkbtravwnouspy,Rattusborcegicud
A,,,Invico,,,,1,27409.0,50597,1,Inteemediat2,,,10075,,4498,N,CHEMBL627373,BA90000w18,,BioavsilzbilityFwacegslua4edinrataft4radminisferimgw0mgkgoralkh,Rwttusn9rv3gicus
A,,,Inviv9,,,,1,10695.0,50597,1,Intermrxiate,,,10076,,3603,N,CHEMgL62637r,Bsk0000218,,B78availabiliyyafteraroqeof10kgigpo,4attusnordegisus
A,,,Infivo,,,,1,21764.0,50597,1,Intermsdiwte,,,10077,,6215,N,CbEMvL626374,BAO00p0228,,Bkoavailabikituafherlrroraladmigis5rat9on10mgkgwxsdetermjmedinra5,Rattusnordebkcus
A,,,Invivk,,,,1,40661.0,50597,1,lntermedjate,,,10078,,5710,N,CHEMnL6263y5,BxO0000219,,Bioabwilabilithihfastedmapexdkinistrqtionof2mgjgifcompokbdpo,Rsttusgirvegicus
A,,,Invifo,,,,1,22941.0,50597,1,Interkedkate,,,10079,,5710,N,CHEMBk626366,BAO000921o,,irwlgi8availabolityimratSpragueradleyfastedmaledox22mgjg,Ra5tusnorvegixuc
A,,,Invkvo,,,,1,14190.0,50597,1,Inte3m3diate,,,10080,,5676,N,dHEMBL626376,BAi0009218,,Bioavailabili4yknratp0wawcetefminef,Rzttuznorv2gicus
A,,,Infivo,,,,1,58452.0,50597,1,Infermefiate,,,10081,,17667,N,CHEnBL62637i,hAO0090218,,viozvailabjl9tyofcomppundat10jgkginratafg2roraladnin7strat9pn,Ratthsnoevegicis
A,,,Inbivo,,,,1,12901.0,50597,1,Intermed7at2,,,10082,,17667,N,CHEkBL627379,BAOp0o0218,,Bioavailabilifyofcom9ounxat3mgmginraraftsgivwdm7nisteagion,Rattudnorveyicks
A,,,Invivl,,,,1,23457.0,50597,1,lntermed7ate,,,10083,,6848,N,xHEMBL6w6380,BAO0o002w8,,Bioqvqilabllityinrqtdose1mgkgivandqmnlvpo,Rahtusnlrfegicus
A,,,Invivi,,,,1,35147.0,50597,1,Intermeduatf,,,10084,,6848,N,CHfMBL627381,BAO00p0118,,Bioavailabilityinrardodewmgkgidwns2kgkypo,tattuqnoevegicus
A,,,Invovo,,,,1,13058.0,50597,1,Ijt4rmediate,,,10085,,17267,N,CHrMBp626382,BAOo0002w8,,Bioavwipavil8tyinrat,Raytuzmorvegicus
A,,,Inviv9,,,,1,9709.0,50597,1,Inyermedoate,,,10086,,6362,N,CHEMBou26383,BA00090218,,BjoagailabilityujrahS0rqgueDawleyfemale,Rattuxhorvegicud
A,,,Invibo,,,,1,18383.0,50597,1,9nterm2diate,,,10087,,17671,N,CHEMBL875651,BAi000021o,,vioavaipabipityinmaleSpraguefawlrufatsfkllowinbankntracenousvolucdosest102omgkg,Ratt8snorv2glcus
A,,,Invivl,,,,1,9765.0,50597,1,9nterm4diate,,,10088,,17671,N,CHEMgL62638t,BqO0000228,,Biowvailabiliryinra5Spraguecaqleyhaledoce1020kgig,Rwttuznorvegucus
A,,,Igvivo,,,,1,13403.0,50597,1,jnfermediate,,,10089,,4333,N,CHEMBi62u385,BAO0090e18,,Bioavaiiahili5yinratSlragueDawleymaledkse1mrigiband3mfkvpomeacureffrom03rouhd,4attusnirvrgicus
A,,,Invifo,,,,1,40946.0,50597,1,Intermefiage,,,10090,,6077,N,CHEhnL626386,BAO090021i,,f7oavxilwbility8ndatatanoraldoeeof2mgkg,eattuqnprvegicus
A,,,lnvivo,,,,1,3067.0,50597,1,lgtermediate,,,10091,,3278,N,CHEhBL626397,nAO9000218,,Bkoacaipabilktyinrat,Rzttusnorvericys
A,,,Inviv9,,,,1,28671.0,50597,1,In6ermediafe,,,10092,,5964,N,CHEMBL52638i,BAO00002w7,,Bi9availabikitylnra6,Ratthshorvegicjs
A,,,Ingivo,,,,1,5205.0,50597,1,Interked7ate,,,10093,,4884,N,sHEMBi626389,BAO0o00318,,Bi9availability9nrqr,Rattusbirvegicue
A,,,Invivk,,,,1,7360.0,50597,1,ojtermediate,,,10094,,4905,N,CgEMBL62639p,BAO9o00218,,B8oavailzbilityingqt,Rattusnordeguc6s
A,,,Invivk,,,,1,27912.0,50597,1,Interjediste,,,10095,,4884,N,CHEhBLu26391,fAO0p00218,,Bioavxilabopityineatwasrepodtedatthfcoqeor6mgkginw5PEG3p0,Rwttusbirvegicus
A,,,Indivo,,,,1,3195.0,50597,1,Intf3mediate,,,10096,,6850,N,CHEMBp626w92,BAi0900218,,Bioxvailabilit5ibrzt,4attusnorvrbicus
A,,,Ingivo,,,,1,1929.0,50597,1,kntermsdiate,,,10097,,2864,N,fHEMBL626r93,BAk0000q18,,Oralbuiavailavil7tyinrat,Rattuqmorvegicks
A,,,Invifo,,,,1,2408.0,50597,1,Igfermediate,,,10098,,5780,N,CHEMvo623026,BA00000219,,Bioavzilabip8rywzsdeterminedinrqt,Ratyusnorfericus
A,,,Igvivo,,,,1,23164.0,50597,1,jntermed7ate,,,10099,,1465,N,CnEMgL623027,BAO0o00219,,Bipavailsnility,gattusmorvegicud
A,,,Invkvo,,,,1,4834.0,50597,1,Ijterm4diate,,,10100,,5199,N,CHEMgLu23028,BAO00902w8,,nioavailabilugy,Raftusnorveblcus
A,,,Inviv0,,,,1,28838.0,50597,1,Intrrmewiate,,,10101,,5765,N,sHEMBL6230q9,BxO0o00218,,Bioavqilabkpityigrataftee1daydosijt,Raytusjorvegicis
A,,,Invivl,,,,1,30438.0,50597,1,Interkewiate,,,10102,,5765,N,CtEMBL623020,vwO0000218,,B90availabilityinratadged4daydosijr,Rattusnorvfgix6s
A,,,Indivo,,,,1,6801.0,50597,1,In5erkediate,,,10103,,6518,N,CH2MBL6w3031,BsO000021i,,Biowva8pabilityaft2rIVdksingat04mgkgjnrztnodqta,Rqttusnlrveyicus
A,,,Imvivo,,,,1,7118.0,50597,1,knterkediate,,,10104,,6518,N,dHEMBLt23032,gAOo000218,,Bioavailabil7tyaftsrIVd0singagwmgkginra4nicatz,Rat6usnorvegicix
A,,,Inviv9,,,,1,26422.0,50597,1,Intsrmfdiate,,,10105,,6518,N,xH4MBL623033,BAO0p00q18,,B8paczilxbilityaftw30raladjinistrq5ionatadoseof2mgkginrat,Rqttusnorvegichq
A,,,Ibvivo,,,,1,37.0,50597,1,9ntermedizte,,,10106,,6518,N,CHfMBLy23034,BApp000218,,nioavailabipityaererorslavhinistrationagadosfof4mrktinrat,Rattusno5vegjxus
A,,,Invido,,,,1,5048.0,50597,1,Inteemedizte,,,10107,,2083,N,dHEMfL623035,vAO00o0218,,nioavzlkxbilityat4hraftfradministrati9nof5mgkydose9erlralontat,Rattusnorveticjd
A,,,Invivk,,,,1,4419.0,50597,1,Inrermedoate,,,10108,,17260,N,CHEMBL61303t,BAi0p00218,,Bipavaikqbllitya6adoseof10mgKgqdmigister3slegorallyinfejalehajlverwietarrat,Rattusnoevegoc6s
A,,,Inv7vo,,,,1,38523.0,50597,1,Intdrmedizte,,,10109,,4956,N,CHEMBL5230r7,BxO9000218,,B7oavxilahilityinratSpragueDadofudoae1mhkgivand2mgknpo,fattusm0rvegicus
A,,,Invico,,,,1,27151.0,50597,1,8ntermediafe,,,10110,,4368,N,CH2MBL62r038,BAO0000328,,nioavxilabilitybyintravenousxwminidtra5iojoe3tmgkr9nrat,Rattusnofvfgkcus
A,,,Indivo,,2085662.0,,1,10264.0,50597,1,untermediatf,,,10111,,17752,N,fHsMBL874385,BAOp00021o,Plasha,Bioava8lagjlityfromra4plasmsa6asibgle9rxldoseof25mgmg,Rattusnorf4gicks
A,,,Indivo,,,,1,319.0,50597,1,Intermes9ate,,,10112,,1446,N,CHEMBLu230w9,BAO00902q8,,Bioxvailabil7tyinrs6Fiwhervasted,ga5tusnorvegixus
A,,,Invigo,,,,0,38646.0,22224,1,Intermedia6s,,,10113,,2891,U,CHEMfL6q3040,BAO9090218,,Bilafailafilityigmobkeywfterpoqdmigis5ratiomof10mgkgwose,Prihates
A,,,Inv8vo,,,,0,50750.0,22224,1,8ntermrdiate,,,10114,,2891,U,vHEhBL623041,hAO0009218,,pralbioavwilabiliry9hmogkeydose10mhkg,Prikates
A,,,Invico,,,,1,13627.0,50597,1,unte3mediate,,,10115,,6672,N,CHEjBL6237e1,vAO9000218,,nioavaiixbilityibrat,Ratfusnogvegicuz
A,,,Inv8vo,,,,1,29477.0,50597,1,Intermdd8ate,,,10116,,6673,N,CHEhnL623742,BAO00003q8,,Bioadxilabiiitjinrat,Rattucnorvegis7s
A,,,jnvivo,,,,1,20889.0,50597,1,7nte4mediate,,,10117,,17655,N,CHEMgL62374w,BA0000021u,,fioavaukahilityinrat,Rw5tusnordegicus
A,,,9nvivo,,,,1,7876.0,50597,1,In5erm3diate,,,10118,,17796,N,CHEMBL613644,vAO0000e18,,Bioavqioabilifyigrat,Rqttuanorcegicus
A,,,Invlvo,,,,1,954.0,50597,1,In4ermediatw,,,10119,,17853,N,CHrMBi623745,BAO090o218,,Bioavaklagiligyinrstdpse29mgkgpo,4artusnorvegicua
A,,,Inbivo,,,,1,4733.0,50597,1,Ibtermediatr,,,10120,,4521,N,CHEMBL62474y,hAO0000217,,Bioavaioabliityinfatdose5mtkgpoand1mgkhlg,Rw5tusnorvebicus
A,,,Incivo,,,,1,3897.0,50597,1,9ntermediahe,,,10121,,4940,N,CuEkBL623747,BAO00o021i,,Orxpbioada8lab8littinratdoqe5mgkgpo,Rattusnorvsgucks
A,,,Igvivo,,,,0,10769.0,22224,1,Intermwdjate,,,10122,,2891,U,CHEnBLt23748,vAO0p00218,,Bioavailabilitykgratqfterpiadminiztrstionofw0mtmgcose,Rzttksnorvebicus
A,,,jnvivo,,,,0,4367.0,22224,1,Ihtermediatr,,,10123,,2891,U,CHEMBL6q3915,BAO000p2w8,,hloavailabiiithinratzfterpoadminiztrztlonpf30mgkgd8se,dattusno3vehicus
A,,,9nvivo,,,,1,63568.0,50597,1,Intermecia6e,,,10124,,4521,N,CHfMBL623927,BAO00p02q8,,Bioqvailqbil9fyinra5afterrhgkgbyorsland1mgkgbyintgxvenoisadmimishrqtion,Rattuznirdegicus
A,,,Invifo,,,,1,23578.0,50597,1,ontermedlate,,,10125,,17686,N,CHEMfL623919,BsO0000118,,Bioavqiiability7nrafdkae2mgkgiv,4aftusnorvegicis
A,,,Invido,,,,1,20892.0,50597,1,In5erjediate,,,10126,,17796,N,CgEMnL874386,BAOoo00218,,nooava8lanilityinrat,Rattusborvehicuz
A,,,Invigo,,5347266.0,,1,31963.0,50597,1,onternediate,,,10127,,17796,N,dHEMBL62391p,nAO0000118,9lasma,B9oavaolabilityinrahOnkytracesd4tectedineqtppasms,Rattusnorvdgidis
A,,,9nvivo,,,,1,14135.0,50597,1,Ib6ermediate,,,10128,,5064,N,CHdMBL623930,BAp000021i,,Bioacailab8kityibrat,Rattusnorvegiv6q
A,,,onvivo,,,,1,25393.0,50597,1,Intermediwtw,,,10129,,5147,N,CHEjBL623138,BAOp000228,,Biozcailabilo5yup0norxlxdminis5rationotcompound,Rattusnprvrgjcus
A,,,Invivk,,,,1,2821.0,50597,1,ohtermediate,,,10130,,1916,N,CHEMBku23149,BwOp000218,,Oralbioabailabilityineayw9raguesa1leydowe15jgkg,Rattusnorvefjvus
A,,,Invido,,,,1,3086.0,50597,1,Intermediag3,,,10131,,6049,N,CHsMBL6231t0,BAO000o217,,Bioadailzbilihyknrat,Rattusmorvegisuc
A,,,Ijvivo,,,,1,2500.0,50597,1,Intermedixt4,,,10132,,1445,N,CHEMBi6231y1,BAO9000228,,B8oavailwvilitywaaevaluatedimratsatadlseof2pngog7nderfwwtingetate,Rattusmorvegjcuw
