title,year,id,venue,authors
"title , foreword",1994,1913,vldb j.,?
reminiscences on influential papers,1999,1914,sigmod record,"jan van den bussche , surajit chaudhuri , moshe y. vardi , kenneth a. ross , gösta grahne , h. v. jagadish"
rights protection for relational data,2003,1915,sigmod conference,"sunil prabhakar , radu sion , mikhail j. atallah"
nodose version 2.0,1999,1916,sigmod conference,"brad adelberg , matthew denny"
business process cockpit,2002,1917,vldb,"umeshwar dayal , mehmet sayal , ming-chien shan , fabio casati"
a practical and modular implementation of extended transaction models,1995,1918,vldb,"roger s. barga , calton pu"
internet traffic warehouse,2000,1919,sigmod conference,"claudio petrone , marco mesiti , munir cochinwala , patrizia santa , chung-min chen , sunil samtani , marc pucci"
efficient evaluation of xml middle-ware queries,2001,1920,sigmod conference,"mary f. fernandez , dan suciu , atsuyuki morishima"
an extendible hash for multi-precision similarity querying of image databases,2001,1921,vldb,"m. tamer özsu , shu lin , raymond t. ng , vincent oria"
effective page refresh policies for web crawlers,2003,1922,acm trans . database syst .,"junghoo cho , hector garcia-molina"
metadata for mixed-media access,1994,1923,sigmod record,"julian kupiec , jan o. pedersen , lynn wilcox , marti a. hearst , francine chen"
filter trees for managing spatial data over a range of size granularities,1996,1924,vldb,"kenneth c. sevcik , nick koudas"
"the active database central , er2000 , vldb 2000 , wise 2000 , books , acm dl",1999,1925,sigmod record,?
dynamic maintenance of wavelet-based histograms,2000,1926,vldb,"yossi matias , jeffrey scott vitter , min wang"
vist : a dynamic index method for querying xml data by tree structures,2003,1927,sigmod conference,"wei fan , sanghyun park , philip s. yu , haixun wang"
characterization of database access pattern for analytic prediction of buffer hit probability,1995,1928,vldb j.,"jen-yao chung , asit dan , philip s. yu"
the clio project : managing heterogeneity,2001,1929,sigmod record,"renée j. miller , c. t. howard ho , lucian popa , ling-ling yan , ronald fagin , mauricio a. hernández , laura m. haas"
merging ranks from heterogeneous internet sources,1997,1930,vldb,"hector garcia-molina , luis gravano"
meaningful change detection in structured data,1997,1931,sigmod conference,"hector garcia-molina , sudarshan s. chawathe"
querying and mining data streams : you only get one look,2002,1932,vldb,"minos n. garofalakis , johannes gehrke"
is web-site management a database problem ?,1998,1933,vldb,"daniela florescu , dan suciu , alon y. levy"
the zero-delay data warehouse : mobilizing heterogeneous databases,2003,1934,vldb,eva kühn
report in isdo ' 00 : the caise * 00 workshop on infrastructures for dynamic business-to-business service outsourcinga,2000,1935,sigmod record,"paul w. p. j. grefen , heiko ludwig"
oracle8i index-organized table and its application to new domains,2000,1936,vldb,"anh-tuan tran , chuck freiwald , aravind yalamanchi , samuel defazio , souripriya das , ramkumar krishnan , jagannathan srinivasan , mahesh jagannath , eugene inseok chong , jayanta banerjee"
from nested-loop to join queries in oodb,1994,1937,vldb,"peter m. g. apers , hennie j. steenhagen , henk m. blanken , rolf a. de by"
on wrapping query languages and efficient xml integration,2000,1938,sigmod conference,"jérôme siméon , vassilis christophides , sophie cluet"
object database evolution using separation of concerns,2000,1939,sigmod record,"peter sawyer , awais rashid"
commercial use of database technology,2003,1940,vldb,harald schöning
workshop on workflow management in scientific and engineering applications - report,1997,1941,sigmod record,"gottfried vossen , richard mcclatchey"
formal aspects of concurrency control in long-duration transaction systems using the nt/pv model,1994,1942,acm trans . database syst .,"henry f. korth , gregory d. speegle"
interaction of query evaluation and buffer management for information retrieval,1998,1943,sigmod conference,"björn þór jónsson , divesh srivastava , michael j. franklin"
evaluating top-k selection queries,1999,1944,vldb,"luis gravano , surajit chaudhuri"
a conceptual architecture for semantic web enabled web services,2002,1945,sigmod record,"dieter fensel , alexander maedche , christoph bussler"
"title , preface to the special issue on persistent object systems",1995,1946,vldb j.,?
the pyramid-technique : towards breaking the curse of dimensionality,1998,1947,sigmod conference,"christian böhm , hans-peter kriegel , stefan berchtold"
a goal-driven auto-configuration tool for the distributed workflow management system mentor-lite,2000,1948,sigmod conference,"german shegalov , gerhard weikum , wolfgang wonner , michael gillmann , jeanine weißenfels"
xpathlearner : an on-line self-tuning markov histogram for xml path selectivity estimation,2002,1949,vldb,"lipyeow lim , ronald parr , jeffrey scott vitter , sriram padmanabhan , min wang"
on the computation of multidimensional aggregates,1996,1950,vldb,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan"
champagne : data change propagation for heterogeneous information systems,2002,1951,vldb,"holger meinecke , uwe heinkel , ralf rantzau , carmen constantinescu"
rolex : relational on-line exchange with xml,2003,1952,sigmod conference,"pradeep shenoy , xin dong , henry f. korth , philip bohannon , p. p. s. narayan , chengkai li , sumit ganguly"
anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions,2003,1953,vldb,"arvind hulgeri , s. sudarshan"
warlock : a data allocation tool for parallel warehouses,2001,1954,vldb,"thomas stöhr , erhard rahm"
editor 's notes,1999,1955,sigmod record,michael j. franklin
quest : a project on database mining,1994,1956,sigmod conference,"ramakrishnan srikant , balakrishna r. iyer , christos faloutsos , arun n. swami , h. miranda , sakti p. ghosh , a. mahboob , maurice a. w. houtsma , michael j. carey , tomasz imielinski , rakesh agrawal"
cache-conscious concurrency control of main-memory indexes on shared-memory multiprocessor systems,2001,1957,vldb,"sangyong hwang , kihong kim , sang kyun cha , keunjoo kwon"
clio : a semi-automatic tool for schema mapping,2001,1958,sigmod conference,"laura m. haas , renée j. miller , mauricio a. hernández"
random i/o scheduling in online tertiary storage systems,1996,1959,sigmod conference,"bruce hillyer , abraham silberschatz"
a comparison of three user interfaces to relational microcomputer data bases,1995,1960,sigmod record,"carl medsker , margaret christensen , il-yeol song"
referee : an open framework for practical testing of recommender systems using researchindex,2002,1961,vldb,"dan cosley , steve lawrence , david m. pennock"
publish/subscribe on the web at extreme speed,2000,1962,vldb,"dennis shasha , radu preotiuc-pietro , joão pereira , kenneth a. ross , françois llirbat , françoise fabret"
xpath processing in a nutshell,2003,1963,sigmod record,"georg gottlob , christoph koch , reinhard pichler"
the samos active dbms prototype,1995,1964,sigmod conference,"klaus r. dittrich , stella gatziu , andreas geppert"
a non-uniform data fragmentation strategy for parallel main-menory database systems,1995,1965,vldb,"nick bassiliades , ioannis p. vlahavas"
the future of web services - i,2003,1966,sigmod conference,adam bosworth
supporting efficient multimedia database exploration,2001,1967,vldb j.,"k. selçuk candan , yoshinori hara , kyoji hirata , wen-syan li"
unql : a query language and algebra for semistructured data based on structural recursion,2000,1968,vldb j.,"mary f. fernandez , peter buneman , dan suciu"
multi-dimensional database allocation for parallel data warehouses,2000,1969,vldb,"holger märtens , erhard rahm , thomas stöhr"
"the network as a global database : challenges of interoperability , proactivity , interactiveness , legacy",1997,1970,vldb,"arne koschel , ralf kramer , ralf nikolai , peter c. lockemann , mechtild wallrath , ulrike kölsch , hans-dirk walter"
integration of data mining with database technology,2000,1971,vldb,"amir netz , surajit chaudhuri , jeff bernhardt , usama m. fayyad"
binding propagation in disjunctive databases,1998,1972,vldb,sergio greco
manipulating interpolated data is easier than you thought,2000,1973,vldb,"stéphane grumbach , philippe rigaux , luc segoufin"
iceberg-cube computation with pc clusters,2001,1974,sigmod conference,"yu yin , raymond t. ng , alan s. wagner"
performance issues in incremental warehouse maintenance,2000,1975,vldb,"hector garcia-molina , wilburt labio , yingwei cui , jennifer widom , jun yang"
chair 's message,1997,1976,sigmod record,richard t. snodgrass
environment information systems - guest editor 's foreword,1997,1977,sigmod record,oliver günther
infosphere project : system support for information flow applications,2001,1978,sigmod record,"calton pu , jonathan walpole , karsten schwan"
a multi-paradigm querying approach for a generic multimedia database management system,2003,1979,sigmod record,"ji-rong wen , qing li , wei-ying ma , hongjiang zhang"
integrating dynamically-fetched external information into a dbms for semistructured data,1997,1980,sigmod record,"jennifer widom , jason mchugh"
watchman : a data warehouse intelligent cache manager,1996,1981,vldb,"peter scheuermann , radek vingralek , junho shim"
an architecture to support scalable online personalization on the web,2001,1982,vldb j.,"kaushik dutta , debra e. vandermeer , krithi ramamritham , anindya datta , shamkant b. navathe"
active rules for xml : a new paradigm for e-services,2001,1983,vldb j.,"stefano ceri , stefano paraboschi , angela bonifati"
influencing database language standards,1994,1984,sigmod record,leonard gallagher
static detection of security flaws in object-oriented databases,1996,1985,sigmod conference,keishi tajima
report on second international workshop on advanced issues of e-commerce and web-based information systems,2000,1986,sigmod record,"philip s. yu , kun-lung wu"
searching for dependencies at multiple abstraction levels,2002,1987,acm trans . database syst .,"jef wijsen , toon calders , raymond t. ng"
tutorial : ldap directory services - just another database application ?,2000,1988,sigmod conference,"anand deshpande , shridhar shukla"
databases for networks,1994,1989,sigmod conference,h. v. jagadish
carnot and infosleuth : database technology and the world wide web,1995,1990,sigmod conference,"k. ong , christine tomlinson , darrell woelk , c. unnikrishnan , william bohrer , nigel jacobs"
thesus : organizing web document collections based on link semantics,2003,1991,vldb j.,"benjamin nguyen , iraklis varlamis , maria halkidi , michalis vazirgiannis"
b-tree page size when caching is considered,1998,1992,sigmod record,david b. lomet
aggregate-query processing in data warehousing environments,1995,1993,vldb,"venky harinarayan , dallan quass , ashish gupta"
generalizing gloss to vector-space databases and broker hierarchies,1995,1994,vldb,"luis gravano , hector garcia-molina"
fundamentals of data warehouses : 2nd revised and extended edition,2003,1995,sigmod record,vernon hoffner
stream : the stanford stream data manager,2003,1996,sigmod conference,"jennifer widom , mayur datar , shivnath babu , justin rosenstein , itaru nishizawa , arvind arasu , keith ito , brian babcock"
performance of future database systems : bottlenecks and bonananzas,1996,1997,vldb,chaitanya k. baru
eager aggregation and lazy aggregation,1995,1998,vldb,"weipeng p. yan , per-åke larson"
an ontological analysis of the relationship construct in conceptual modeling,1999,1999,acm trans . database syst .,"veda c. storey , yair wand , ron weber"
retrieval of composite multimedia objects,1995,2000,vldb,"surajit chaudhuri , shahram ghandeharizadeh , cyrus shahabi"
curio : a novel solution for efficient storage and indexing in data warehouses,1999,2001,vldb,"helen m. thomas , krithi ramamritham , anindya datta"
cost models do matter : providing cost information for diverse data sources in a federated system,1999,2002,vldb,"mary tork roth , laura m. haas , fatma ozcan"
context-based prefetch for implementing objects on relations,1999,2003,vldb,"philip a. bernstein , david shutt , shankar pal"
unix rdbms : the next generation,1994,2004,sigmod record,bill rosneblatt
design and implementation of a genetic-based algorithm for data mining,2000,2005,vldb,sunil choenni
on multi-resolution document transmission in mobile web,1999,2006,sigmod record,"stanley m. t. yau , antonio si , dennis mcleod , hong va leong"
efficient retrieval of similar shapes,2002,2007,vldb j.,"davood rafiei , alberto o. mendelzon"
description logics for semantic query optimization in object-oriented database systems,2003,2008,acm trans . database syst .,"claudio sartori , sonia bergamaschi , domenico beneventano"
one-dimensional and multi-dimensional substring selectivity estimation,2000,2009,vldb j.,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia"
on processing xml in ldap,2001,2010,vldb,"pedro josé marrón , georg lausen"
"mining database structure ; or , how to build a data quality browser",2002,2011,sigmod conference,"vladislav shkapenyuk , tamraparni dasu , s. muthukrishnan , theodore johnson"
real-time database - similarity semantics and resource scheduling,1996,2012,sigmod record,"tei-wei kuo , aloysius k. mok"
incremental maintenance for materialized views over semistructured data,1998,2013,vldb,"vasilis vassalos , janet l. wiener , michael rys , serge abiteboul , jason mchugh"
efendi : federated database system of cadlab,1995,2014,sigmod conference,"bernd burkert , yaron engel , ralf böttger , gerd kachel , elke radeke , silvia kolmschlag , dietmar nolte"
trade press news,1994,2015,sigmod record,rafael alonso
what happens during a join ? dissecting cpu and memory optimization effects,2000,2016,vldb,"stefan manegold , martin l. kersten , peter a. boncz"
domino : databases for moving objects tracking,1999,2017,sigmod conference,"jutai zhou , ouri wolfson , sam chamberlain , a. prasad sistla , bo xu"
applying formal methods to semantic-based decomposition of transactions,1997,2018,acm trans . database syst .,"paul ammann , indrakshi ray , sushil jajodia"
workshop report on experiences using object data management in the real-world,1998,2019,sigmod record,akmal b. chaudhri
"set containment joins : the good , the bad and the ugly",2000,2020,vldb,"karthikeyan ramasamy , jeffrey f. naughton , jignesh m. patel , raghav kaushik"
rapid bushy join-order optimization with cartesian products,1996,2021,sigmod conference,"bennet vance , david maier"
the aqua approximate query answering system,1999,2022,sigmod conference,"sridhar ramaswamy , swarup acharya , phillip b. gibbons , viswanath poosala"
2003 sigmod innovations award speech,2003,2023,sigmod record,donald d. chamberlin
wsq/dsq : a practical approach for combined querying of databases and the web,2000,2024,sigmod conference,"roy goldman , jennifer widom"
netcube : a scalable tool for fast data mining and compression,2001,2025,vldb,"dimitris margaritis , christos faloutsos , sebastian thrun"
a new passenger support system for public transport using mobile database access,2002,2026,vldb,"koichi goto , yahiko kambayashi"
hot mirroring : a study to hide parity upgrade penalty and degradations during rebuilds for raid5,1996,2027,sigmod conference,"masaru kitsuregawa , kazuhiko mogi"
detection and classification of intrusions and faults using sequences of system calls,2001,2028,sigmod record,"joão b. d. cabrera , raman k. mehra , lundy m. lewis"
multiscale histograms : summarizing topological relations in large spatial datasets,2003,2029,vldb,"xuemin lin , qing liu , yidong yuan , xiaofang zhou"
review of web caching and replication by michael rabinovich and oliver spatscheck . addison wesley 2002,2003,2030,sigmod record,"qiang wang , brian d. davison"
buffering accesses to memory-resident index structures,2003,2031,vldb,"jingren zhou , kenneth a. ross"
"fast similarity search in the presence of noise , scaling , and translation in time-series databases",1995,2032,vldb,"king-ip lin , harpreet s. sawhney , rakesh agrawal , kyuseok shim"
modeling skewed distribution using multifractals and the ` 80-20 ' law,1996,2033,vldb,"abraham silberschatz , christos faloutsos , yossi matias"
indexing the distance : an efficient method to knn processing,2001,2034,vldb,"cui yu , kian-lee tan , beng chin ooi , h. v. jagadish"
sleepers and workaholics : caching strategies in mobile environments,1995,2035,vldb j.,"tomasz imielinski , daniel barbará"
s3 : similarity search in cad database systems,1997,2036,sigmod conference,"hans-peter kriegel , stefan berchtold"
sql query optimization : reordering for a general class of queries,1996,2037,sigmod conference,"piyush goel , balakrishna r. iyer"
controlling data warehouses with knowledge networks,2000,2038,vldb,"jan-dirk becker , matthias jarke , andreas boehmer , elvira schaefer"
approximate xml joins,2002,2039,sigmod conference,"h. v. jagadish , ting yu , divesh srivastava , sudipto guha , nick koudas"
statistical synopses for graph-structured xml databases,2002,2040,sigmod conference,"minos n. garofalakis , neoklis polyzotis"
interview with michael stonebraker,2003,2041,sigmod record,marianne winslett
probabilistic object bases,2001,2042,acm trans . database syst .,"thomas eiter , v. s. subrahmanian , thomas lukasiewicz , james j. lu"
sleepers and workaholics : caching strategies in mobile environments,1994,2043,sigmod conference,"daniel barbará , tomasz imielinski"
keynote address,1995,2044,sigmod conference,larry ellison
designing wrapper components for e-services in integrating heterogeneous systems,2001,2045,vldb j.,"barbara pernici , massimo mecella"
versioning and configuration management in an object-oriented data model,1994,2046,vldb j.,edward sciore
"adaptive , hands-off stream mining",2003,2047,vldb,"anthony brockwell , spiros papadimitriou , christos faloutsos"
modeling high-dimensional index structures using sampling,2001,2048,sigmod conference,"christian a. lang , ambuj k. singh"
repeating history beyond aries,1999,2049,vldb,c. mohan
"storhouse metanoia - new applications for database , storage & data warehousing",2001,2050,sigmod conference,"felipe cariño , pekka kostamaa , art kaufmann , john burgess"
exploratory mining and pruning optimizations of constrained association rules,1998,2051,sigmod conference,"alex pang , jiawei han , raymond t. ng , laks v. s. lakshmanan"
the heterogeneity problem and middleware technology : experiences with and performance of database gateways,1998,2052,vldb,"klaudia hergula , fernando de ferreira rezende"
object-oriented extensions in sql3 : a status report,1994,2053,sigmod conference,krishna g. kulkarni
oracle xml db repository,2003,2054,sigmod conference,viswanathan krishnamurthy
foundations of statistical natural language processing - book review,2002,2055,sigmod record,gerhard weikum
optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism,1994,2056,vldb,"waqar hasan , rajeev motwani"
datamine - interactive rule discovery system,1995,2057,sigmod conference,"aashu virmani , tomasz imielinski"
caching strategies for data-intensive web sites,2000,2058,vldb,"khaled yagoub , patrick valduriez , valérie issarny , daniela florescu"
querying the internet with pier,2003,2059,vldb,"ion stoica , nick lanham , scott shenker , joseph m. hellerstein , boon thau loo , ryan huebsch"
cache tables : paving the way for an adaptive database cache,2003,2060,vldb,"hamid pirahesh , christof bornhövd , berthold reinwald , sailesh krishnamurthy , mehmet altinel , c. mohan"
what is the data warehousing problem ? ( are materialized views the answer ? ),1996,2061,vldb,"inderpal singh mumick , ashish gupta"
optimizing multiple dimensional queries simultaneously in multidimensional databases,2000,2062,vldb j.,"jeffrey xu yu , weifa liang , maria e. orlowska"
the building blocks for specifying communication behavior of complex objects : an activity-driven approach,1996,2063,acm trans . database syst .,"ling liu , robert meersman"
calls for papers / announcements,1994,2064,sigmod record,?
record-boundary discovery in web documents,1999,2065,sigmod conference,"yiu-kai ng , y. s. jiang , david w. embley"
view maintenance in mobile computing,1995,2066,sigmod record,"ouri wolfson , kailash narayanan , son dao , ramya raj , a. prasad sistla"
balancing performance and data freshness in web database servers,2003,2067,vldb,"nick roussopoulos , alexandros labrinidis"
statix : making xml count,2002,2068,sigmod conference,"jayant r. haritsa , juliana freire , maya ramanath , prasan roy , jérôme siméon"
transaction timestamping in ( temporal ) databases,2001,2069,vldb,"christian s. jensen , david b. lomet"
integrated data management for mobile services in the real world,2003,2070,vldb,"igor timko , torben bach pedersen , christian hage , christian s. jensen , laurynas speicys"
realm-based spatial data types : the rose algebra,1995,2071,vldb j.,"markus schneider , ralf hartmut güting"
a transaction replication scheme for a replicated database with node autonomy,1994,2072,vldb,"david wai-lok cheung , ada wai-chee fu"
in-context peer-to-peer information filtering on the web,2003,2073,sigmod record,aris m. ouksel
the coral deductive system,1994,2074,vldb j.,"raghu ramakrishnan , s. sudarshan , divesh srivastava , praveen seshadri"
t2 : a customizable parallel database for multi-dimensional data,1998,2075,sigmod record,"alan sussman , anurag acharya , joel h. saltz , chialin chang"
mapping data in peer-to-peer systems : semantics and algorithmic issues,2003,2076,sigmod conference,"renée j. miller , anastasios kementsietsidis , marcelo arenas"
storage technology : raid and beyond,1995,2077,sigmod conference,garth a. gibson
first-class views : a key to user-centered computing,1999,2078,sigmod record,"arnon rosenthal , edward sciore"
conceptual modeling and specification generation for b2b business process based on ebxml,2002,2079,sigmod record,hyoungdo kim
enhancing external consistency in real-time transactions,1996,2080,sigmod record,"shing-shan peng , kwei-jay lin"
naos - efficient and modular reactive capabilities in an object-oriented database system,1994,2081,vldb,"thierry coupaye , t. svensen , christine collet"
kweelt : more than just yet another framework to query xml !,2001,2082,sigmod conference,arnaud sahuguet
storage service providers : a solution for storage management ? ( panel ),2001,2083,vldb,"elizabeth a. m. shriver , bruce hillyer , wee teck ng , banu özden , eran gabber , david j. dewitt , john wilkes , jim gray , bruce gordon"
sybase replication server,1994,2084,sigmod conference,"mark deppe , yongdong wang , alex gorelik"
a scalable and highly available networked database architecture,1999,2085,vldb,"angelo pruscino , rafiul ahad , roger bamford"
xml and electronic commerce : enabling the network economy,1998,2086,sigmod record,"robert j. glushko , bart meltzer"
hierarchies and relative operators in the olap environment,2000,2087,sigmod record,"maurizio rafanelli , elaheh pourabbas"
partition selection policies in object database garbage collection,1994,2088,sigmod conference,"benjamin g. zorn , alexander l. wolf , jonathan e. cook"
mining insurance data at swiss life,1997,2089,vldb,"jörg-uwe kietz , ulrich reimer , martin staudt"
data bubbles : quality preserving performance boosting for hierarchical clustering,2001,2090,sigmod conference,"jörg sander , hans-peter kriegel , peer kröger , markus m. breunig"
the database and information system research group at the university of ulm,1997,2091,sigmod record,"peter dadam , wolfgang klas"
xpath queries on streaming data,2003,2092,sigmod conference,"sudarshan s. chawathe , feng peng"
sigmod anthology editor 's message,2000,2093,sigmod record,michael ley
query evaluation in deductive databases with alternating fixpoint semantics,1995,2094,acm trans . database syst .,weidong chen
query caching and optimization in distributed mediator systems,1996,2095,sigmod conference,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian"
managing intra-operator parallelism in parallel database systems,1995,2096,vldb,"david j. dewitt , manish mehta"
continuous k-nearest neighbor queries for continuously moving points with updates,2003,2097,vldb,"hanan samet , ken smith , glenn s. iwerks"
the network is the database : data management for highly distributed systems,2001,2098,sigmod conference,"michael j. wynblatt , julio c. navas"
amicalola report : database and information system research challenges and opportunities in semantic web and enterprises,2002,2099,sigmod record,"robert meersman , amit p. sheth"
building a laboratory information system around a c++ - based object-oriented dbms,1994,2100,vldb,"nathan goodman , steve rozen , lincoln stein"
xxl - a library approach to supporting efficient implementations of advanced database queries,2001,2101,vldb,"björn blohsfeld , jens-peter dittrich , martin schneider , bernhard seeger , tobias schäfer , jochen van den bercken , jürgen krämer"
querying continuous time sequences,1998,2102,vldb,"tore risch , ling lin"
xiss/r : xml indexing and storage system using rdbms,2003,2103,vldb,"philip j. harding , bongki moon , quanzhong li"
implementation of sql3 structured types with inheritance and value substitutability,1999,2104,vldb,"nelson mendonça mattos , serge rielau , bruce g. lindsay , stefan deßloch , you-chin fuh , brian t. tran , danko mannhaupt , linda demichel , weidong chen"
accelerating xpath location steps,2002,2105,sigmod conference,torsten grust
indexing multiple sets,1994,2106,vldb,"christoph kilger , guido moerkotte"
improved query performance with variant indexes,1997,2107,sigmod conference,"patrick e. o'neil , dallan quass"
"olap , relational , and multidimensional database systems",1996,2108,sigmod record,george colliat
new concurrency control algorithms for accessing and compacting b-trees,1994,2109,vldb,"andrea zisman , v. w. setzer"
update propagation strategies for improving the quality of data on the web,2001,2110,vldb,"nick roussopoulos , alexandros labrinidis"
information director 's message,2000,2111,sigmod record,alberto o. mendelzon
a performance study of transitive closure algorithms,1994,2112,sigmod conference,"raghu ramakrishnan , shaul dar"
"data management in ecommerce : the good , the bad , and the ugly",2000,2113,sigmod conference,avigdor gal
efficiently publishing relational data as xml documents,2000,2114,vldb,"berthold reinwald , jayavel shanmugasundaram , michael j. carey , eugene j. shekita , hamid pirahesh , bruce g. lindsay , rimon barr"
on parallel processing of aggregate and scalar functions in object-relational dbms,1998,2115,sigmod conference,"michael jaedicke , bernhard mitschang"
performing jobs without decompression in a compressed database system,2003,2116,sigmod record,"n. winterbottom , s. j. o'connell"
"replication : db2 , oracle , or sybase ?",1995,2117,sigmod record,doug stacey
query processing techniques for multiversion access methods,1996,2118,vldb,"jochen van den bercken , bernhard seeger"
garbage collection in object oriented databases using transactional cyclic reference counting,1997,2119,vldb,"s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin"
"information , communication , and money : for what can we charge and how can we meter it ?",1998,2120,vldb,"henry f. korth , stephen blott , abraham silberschatz"
an axiomatic model of dynamic schema evolution in objectbase systems,1997,2121,acm trans . database syst .,"m. tamer özsu , randal j. peters"
lightweight flexible isolation for language-based extensible systems,2002,2122,vldb,"laurent daynès , grzegorz czajkowski"
the wasa2 object-oriented workflow management system,1999,2123,sigmod conference,"mathias weske , gottfried vossen"
plan-per-tuple optimization solution - parallel execution of expensive user-defined functions,1998,2124,vldb,"felipe cariño , william o'connell"
efficient schemes for managing multiversionxml documents,2002,2125,vldb j.,"shu-yao chien , carlo zaniolo , vassilis j. tsotras"
active views for electronic commerce,1999,2126,vldb,"laurent mignet , serge abiteboul , tova milo , adi eyal , bernd amann , sophie cluet"
implementing xquery 1.0 : the galax experience,2003,2127,vldb,"gargi sur , mary f. fernandez , amélie marian , jérôme siméon , byron choi"
rainbow : multi-xquery optimization using materialized xml views,2003,2128,sigmod conference,"brian murphy , elke a. rundensteiner , bradford pielech , maged el-sayed , mukesh mulchandani , luping ding , katica dimitrova , ling wang , xin zhang"
promises and realities of active database systems,1995,2129,vldb,"eric simon , angelika kotz dittrich"
editor 's notes,2003,2130,sigmod record,ling liu
the trigs active object-oriented database system - an overview,1998,2131,sigmod record,"gerti kappel , werner retschitzegger"
constructing efficient decision trees by using optimized numeric association rules,1996,2132,vldb,"takeshi fukuda , yasuhiko morimoto , takeshi tokuyama , shinichi morishita"
improving data access of j2ee applications by exploiting asynchronous messaging and caching services,2002,2133,vldb,"samuel kounev , alejandro p. buchmann"
addressing techniques used in database object managers o2 and orion,1995,2134,sigmod record,"nadjiba sahraoui , andré gamache"
complex relationships and knowledge discovery support in the infoquilt system,2003,2135,vldb j.,"amit p. sheth , sanjeev thacker , shuchi patel"
dyda : data warehouse maintenance in fully concurrent environments,2001,2136,sigmod conference,"songting chen , andreas koeller , elke a. rundensteiner , xin zhang , jun chen"
processing sliding window multi-joins in continuous queries over data streams,2003,2137,vldb,"lukasz golab , m. tamer özsu"
user-cognizant multidimensional analysis,2001,2138,vldb j.,sunita sarawagi
bluetooth-based sensor networks,2003,2139,sigmod record,"philippe bonnet , allan beaufour , mads bondo dydensborg , martin leopold"
active storage for large-scale data mining and multimedia,1998,2140,vldb,"garth a. gibson , erik riedel , christos faloutsos"
the evolution of the web and implications for an incremental crawler,2000,2141,vldb,"junghoo cho , hector garcia-molina"
managing distributed workspaces with active xml,2003,2142,vldb,"angela bonifati , cosmin cremarenco , tova milo , gregory cobena , ioana manolescu , florin dragan , jérôme baumgarten , nicoleta preda , serge abiteboul"
data warehouse configuration,1997,2143,vldb,"timos k. sellis , dimitri theodoratos"
database principles column - introduction,1999,2144,sigmod record,leonid libkin
a language for manipulating arrays,1997,2145,vldb,"arunprasad p. marathe , kenneth salem"
extracting large data sets using db2 parallel edition,1996,2146,vldb,sriram padmanabhan
the whips prototype for data warehouse creation and maintenance,1997,2147,sigmod conference,"hector garcia-molina , himanshu gupta , wilburt labio , yue zhuge , janet l. wiener , jennifer widom"
reminiscences on influential papers,2000,2148,sigmod record,"gerhard weikum , alon y. levy , divesh srivastava , eric simon , patrick e. o'neil , victor vianu , kenneth a. ross , christos faloutsos"
mixed mode xml query processing,2003,2149,vldb,"stratis viglas , josef burger , leonidas galanis , jeffrey f. naughton , alan halverson , rajasekar krishnamurthy , david j. dewitt , feng tian , ameet kini , yuan wang , ajith nagaraja rao"
adaptive selectivity estimation using query feedback,1994,2150,sigmod conference,"chung-min chen , nick roussopoulos"
secure bufering in firm real-time database systems,2000,2151,vldb j.,"jayant r. haritsa , binto george"
the impact of technology on commercial transaction processing,1997,2152,vldb j.,edward e. cobb
garlic : a new flavor of federated query processing for db2,2002,2153,sigmod conference,"peter m. schwarz , laura m. haas , vanja josifovski , eileen tien lin"
graphical interaction with heterogeneous databases,1997,2154,vldb j.,"tiziana catarci , john cardiff , giuseppe santucci"
knowledge discovery in data warehouses,2000,2155,sigmod record,themistoklis palpanas
nd-sql : a multi-dimensional language for interoperability and olap,1998,2156,vldb,"laks v. s. lakshmanan , frédéric gingras"
quiet : continuous query-driven index tuning,2003,2157,vldb,"eike schallehn , ingolf geist , kai-uwe sattler"
implementing crash recovery in quickstore : a performance study,1995,2158,sigmod conference,"seth j. white , david j. dewitt"
the microsoft repository,1997,2159,vldb,"david shutt , jason zander , brian harry , paul sanders , philip a. bernstein"
an annotated bibliography of benchmarks for object databases,1995,2160,sigmod record,akmal b. chaudhri
efficient structural joins on indexed xml documents,2002,2161,vldb,"zografoula vagena , shu-yao chien , vassilis j. tsotras , carlo zaniolo , donghui zhang"
foundations of preferences in database systems,2002,2162,vldb,werner kießling
data mining : concepts and techniques - book review,2002,2163,sigmod record,"fernando berzal galiano , nicolás marín"
bifocal sampling for skew-resistant join size estimation,1996,2164,sigmod conference,"abraham silberschatz , sumit ganguly , yossi matias , phillip b. gibbons"
a transducer-based xml query processor,2002,2165,vldb,"bertram ludäscher , pratik mukhopadhyay , yannis papakonstantinou"
alias : an active learning led interactive deduplication system,2002,2166,vldb,"anuradha bhamidipaty , sunita sarawagi , chandra mouli , alok kirpal"
topological relations in the world of minimum bounding rectangles : a study with r-trees,1995,2167,sigmod conference,"dimitris papadias , timos k. sellis , yannis theodoridis , max j. egenhofer"
