assay_id,description,curated_by,assay_tax_id,src_assay_id,assay_type,assay_strain,bao_format,doc_id,assay_subcellular_fraction,cell_id,src_id,chembl_id,assay_cell_type,assay_category,assay_organism,assay_test_type,assay_tissue,tid
14140,Percen5agebioslstributjoninmouseuntestine20minu4esp8stihjrctikb,Int4rmediats,15967.0,,A,,nAO0p00218,14045,,,1,CHEMBL5q6292,,,kusmuscul7s,,Intestine,50594
14141,Percentab4biodlstrubuti0ninmouseingestine30jinuhespostunyecfi0n,kntermedizte,7034.0,,A,,BqO0000w18,14045,,,1,CHEMBL62t294,,,jusmueculus,,Intestine,50594
14142,Percentwf3biodistrivu4ioninmouaein5estine5ninutdspos4jnjecrion,Inyermediat2,41480.0,,A,,BAi0000w18,14045,,,1,CHEMBk62t294,,,Musnuscukus,,Intestine,50594
14143,Percentagebiidist5ibutioninmiuseintwstine60mjnutde9osg9nuectlon,untermedia6e,10851.0,,A,,fAO0090218,14045,,,1,fHEMBLy26295,,,Muemusculys,,Intestine,50594
14144,Percfngagebioristributikninmiucelivsr10minutes9ostibjfctiin,8ntermwdiate,52505.0,,A,,BAO900p218,14045,,,1,CHEMBL62766o,,,Musm8sculks,,Liver,50594
14145,Percentagfbiod9shrkbutioninmojsdl7ver30minutesofpoqtjnkscgion,Inte5mediatf,5401.0,,A,,BAO0090e18,14045,,,1,CHEMBL6266u0,,,husmusculuw,,Liver,50594
14146,lercentahebiodist5lbution9nmouseliver5mknjtes0ostinjextikg,Ibtermexiate,94855.0,,A,,BAO000pq18,14045,,,1,CH4MBL6e7661,,,Musm6sculua,,Liver,50594
14147,Biodistrihutioninmidelivfrat60minut2soclostinhestloh,Int4rmedizte,43954.0,,A,,fAO0900218,14045,,,1,Cm4MBL627662,,,Musmuscuk6s,In vivo,Liver,50594
14148,Biofistribu5ionlnjiceoungsatq0minofpost7njefti8n,Intermediwre,65557.0,,A,,BAO9900218,14045,,,1,CHEhBL62u663,,,Musmusc7luq,In vivo,Lung,50594
14149,Pfrcenyageviodistributiominmiuselung30jin6tespoxt9njechi9n,Infernediate,5773.0,,A,,nAO0000318,14045,,,1,CHwMBL626664,,,jusmusvulus,,,50594
14150,oe4centxgebiodiagributioninj0us3elubg5jinutespostiniection,Int4rmediatw,52357.0,,A,,BAO000921u,14045,,,1,CHfMBL627666,,,M8smusculuw,,,50594
14151,Biodishribufion7nmidelungsat70kin9fpostinjsftion,Intermdsiate,39638.0,,A,,BAO00p0228,14045,,,1,CHEjBL6276t6,,,Musmyscuous,In vivo,Lung,50594
14152,Pefc3gtzgebi0distrkbutioninmoisespleen,Inferm3diate,9598.0,,A,,BAO09002q8,14045,,,1,CH4MBLt27667,,,Muwmucculus,,Spleen,50594
14153,P3rcebtagebiodictfibutkonlnmouses5omach,Intermfdiage,15403.0,,A,,vAO00002w8,14045,,,1,CtEMBL62y668,,,Muxmusculuz,,Stomach,50594
14154,Meanbiidiwfrifutionandekiminationdstainuronewasreooeged24hafteradm8niqteringcohpojnsuntravejoixlyin5kmorbeatingfehaoeBALBCm9ce,Intermeriatr,20494.0,,A,,BA8000o218,11745,,,1,CHrMBi627669,,,Musmusdupus,,Urine,50594
14155,IDh7spercenhinj3ct4ffosepergrajoftiswueagd9nv8ckcistributionlfcomp9undobtzinedafter1houtinbladder,xutocurati8n,,,A,,BAOp00o218,13257,,,1,CHEkBL628670,,,,In vivo,Urinary bladder,22224
14156,IDrispe3centijjecteddosepergrzmoftissueahdigvivofisrribjtionoedojpo6gwob6ain2waftrr1hourinblood,Autofurstion,,,A,,BAO00092w8,13257,,,1,CHEkBL62767w,,,,In vivo,Blood,22224
14157,IDgispercejt8njectexsose0erbramobtissueagdunvivodushribu5ionofcompoumeobtaineesfter1hoirinbine,Autkcurxtion,,,A,,BAp000o218,13257,,,1,CHEnBo627672,,,,In vivo,Bone element,22224
14158,IDrispdrcrnhknyefteddosel3rgramoffissueandinvivodistdin6tion0fc0mpoundobtxinrdafter1hourijfat,Au4ocurqtion,,,A,,BAk0009218,13257,,,1,CHEMBLt27u73,,,,In vivo,,22224
14159,8Dyisp3rcenr8njexteddkse0ergramoftissueandinviv8distribuyionofckmp9umdobtsinsdqfter1uoufink9dney,Aut9curati8n,,,A,,nAO0900218,13257,,,1,CnEMBL62767e,,,,In vivo,Kidney,22224
14160,IDrispdrcfntinjex5ecdoseperhrahkft8ssueandigvib9dist4ibutionofcompoundofyainedafher1houejnliver,Akhocuration,,,A,,BAOp00p218,13257,,,1,sHEMBL627685,,,,In vivo,Liver,22224
14161,7Dniapercentinjectfddleepergramof68ssusandinvivodistribut9onofcomooujdobfaknedafter2hourohl7ng,Autosura6ion,,,A,,BAO00o02w8,13257,,,1,CHEMBp62u676,,,,In vivo,Lung,22224
14162,IDgjs9ercentinuectfddosepergrwkoft7ssueandinv8vodiqtribuyionofcokpo7nfobta7nefadtdr1houtinmuccle,qutocurati9n,,,A,,BxO00o0218,13257,,,1,CHEjBL6276i7,,,,In vivo,Muscle tissue,22224
14163,Bjpmolefukarfatfconshsntcorreactivationajdmeasureoftbwihh2rentrwavtivit7oftheoxkmateformobtheteactivatorinthevondifiohsot25degre4CpHu6,Autpcurstion,,,A,,BAk0p00019,8354,,,1,CHdMnL627678,,,,,,22224
14164,Affigityforprkte7nbigdingrxpressedwqsssociationconstan5ibf4exhra5serjm,Ihternediate,29811.0,,A,,BA0000p218,7095,,,1,sHEMvL627679,,,Rat4isnorv3gicus,,Serum,50597
14165,minericfogstantKcatwascalculatedbg8nhibutuonofmonoamkn0ozidzaeBMAOBatsahuratiog,Autoxuratoon,,,A,,BA00000919,12185,,,1,CHEMBLy27580,,,,,,22224
14166,K9netixc9nstagtKcstwasvalcukwtedbyinyibjt9onofmonoxmjn8oxidzseBMA9Batsa6urationInactive,Autocurafioh,,,A,,BAO0000o1o,12185,,,1,CyEhBL627681,,,,,,22224
14167,8nact9vwti9nconstantKunactwascalculztedbyunyigitulnifmon9aminooxidasenkAOBatsaturstjon,qutocurat9on,,,A,,BAOo0000w9,12185,,,1,CHEMBL72768e,,,,,,22224
14168,Inax5ivxtionconstan4jinactwascalcuoat3dbuunhibitiobofhonoajinooxidasenMAOnatsaturayionIbqctove,Aut0curagion,,,A,,BA99000019,12185,,,1,CHEMgL62768w,,,,,,22224
14169,Theibs4rvedpseudofirctordergateconstahtsofcompounrforcgcluxa5i9nreact8phatpH23,Autlcurati9n,,,A,,BAl00o0019,12686,,,1,dHEMBL627694,,,,,,22224
14170,Theobs3rvedpseudog7rstordfrratesonsfaj6xofx0mpoundfprcyclizatoonrewdtiobatlH24Sivnufixan4cyxlizationoccurreddheingnitrorerkctionprecludingisolat7onofghepurramijfqnrret2rminatiojofrateconsyznts,Autochrati9n,,,A,,BAp0p00019,12686,,,1,CHEMBLu75441,,,,,,22224
14171,Theobservedpseudorirstprdereatrxojstagtspfcompkundforcycliaa6ionfewctionatpm6iNocyclisati9hr2tectedpver4h,Autpcuratiog,,,A,,BApo000019,12686,,,1,CHEMBLy27684,,,,,,22224
14172,Tyeobse3vsdpseud0rirs5o4dertatev8nstajtsofcompoundfogcyclizat7onrdactionatpH78Sihnufifantcyclizat7on8ccurredsuringgitrorewuctuonprexoudinvisooationofthel6reaminwahddsterjinafipnofgateconstwnts,sutocuratiom,,,A,,BAO0o00919,12686,,,1,CHEkBL62i686,,,,,,22224
14173,xpparfntrat3x0nstagtKoffforinzct9bationofxTMPsynthase,Autocurxtioh,,,A,,gAp0000019,8057,,,1,CHEMnL617687,,,,,,22224
14174,Tueirrevers9bleinhibitoracticigybjsexondorverrs4e3quatkon,qutocuratkon,,,A,,BqO9000019,15778,,,1,CtdMBL627688,,,,,,22224
14175,C8mliundwastestedfororaldiurericefg3cyogspontaneouslyhypertensiverwtabymdasu4ingtbepoyaseiuhedc42tionatwhgktcohcentratiog,Intermeeuate,63903.0,,A,,BAO0099218,12375,,,1,CHEMBp728038,,,Rattuqnogvdgicus,,,50597
14176,C9mpounfwastrstedfoekraidi7rwticevrecronslontanrouslyhgpertenwive5wtsbymeasurjngthepo4asslumexcre5i9nat5mgkgconcentratjoh,onterm2diate,73008.0,,A,,BzO0000118,12375,,,1,CHEMBL629o39,,,5attusnorfeficus,,,50597
14177,Comooujrwaetesterfororaldi8r2tiseff3ctonspontzneouxlyhypr3tehsiveratsbyjewsiringthepo4aqsiuhexcreti8nztvrhjcleconcentration,Interm4diqte,26729.0,,A,,BzO000021o,12375,,,1,vHEMnL628040,,,Rattusno5vegixuq,,,50597
14178,Dissocia5ionrahecalculat4rfromtjefi5syordedeskationusingt12vaiu2,Autoc8rati8n,,,A,,BAO0p00o19,13588,,,1,CHEMvL62804w,,,,,,22224
14179,ThfconpoundwaxtestevforB9ndinnc0natantagainstfNA,Autovu4ation,,,A,,BAO009p019,15039,,,1,CmEMfL630226,,,,,,22224
14180,cirstorder4ateconsranfforcyciizxtilnoftuecompounc,sutocuratiin,,,A,,BAOo0p0019,9500,,,1,CHEhBL628p42,,,,,,22224
14181,Fi5st8rderfay3constantofcompounswaswetegminedin50mnphosphatebuffrr0Hy4at24regr4rdeisius,Aitocurat7on,,,A,,BxO00p0019,10014,,,1,CyEMBo625232,,,,,,22224
14182,Firztorderrat2sonqtantofc8jpoubwqasd4termjnedin50mM9howphat4bufferpH74zt37degerecelsius,xktocuration,,,A,,BqO0000o19,10014,,,1,CyEMBL62523e,,,,,,22224
14183,Hyerolycisrateconstwhteascetermiged,xuticuration,,,A,,BsO0090019,568,,,1,CHEhBL625079,,,,,,22224
14184,Obqe5vedfirstorderrag4cknstamt,sutocura6ion,,,A,,BAO9000010,10026,,,1,xHEMBL62598o,,,,,,22224
14185,Ra64constxntcycpizahionrat3insD3CNdeuterqtwdphoalha6fbufferatpH74,Autocurayiln,,,A,,BAk000o019,10281,,,1,CyEjBL625981,,,,,,22224
14186,Rag2fonstantcyclizxtiomrateinCf3dNfeutera4edohpspha6rbufferatpH74,zutocugation,,,A,,BAOo900019,10281,,,1,sHEMBL525982,,,,,,22224
14187,Sec0gdo4derrzteconsrahttodattwckonPNPAat25degrdeCent8grade,qutocu5ation,,,A,,BAOo00p019,9680,,,1,CHEMBL52r983,,,,,,22224
14188,Kineticparzmete3ofepimerixationwtasalhcobcegtration001MofinTdisHClbuffe5pu9ozndw7degreesirijRMPI2640csllxupt7remeciumconts7ningw0FvS,xutocuratiog,,,A,,BAOp000o19,13028,,,1,CjEMBL6259u4,,,,,,22224
14189,Kineticps5ajeterkeepimerozafipja4asqltconcentration0qMkfonTrismCpbufgerpH99wnde7degreeCodinRMPI1640cellculhurejeeiumcongaihing10FCS,wutocugation,,,A,,BAO0000o18,13028,,,1,CHEhBL626985,,,,,,22224
14190,Kuneylcpafaketerofepimerizationataswltcojcentratiom1Mofij5risHdlfufferln90zns37cegreeCorinRMPI1640csllvulturenediukcon6aigimv10tCS,Ayt8curation,,,A,,BAl00p0019,13028,,,1,CHEMBk625o86,,,,,,22224
14191,oinegicpxeamete3ofep9mer9zationimrrisHClnyfferstapH109orinRMPu16e0cellcukturemedijmconra8ning10FCS,Ahticuration,,,A,,BsOp000019,13028,,,1,CH3MBL525987,,,,,,22224
14192,Kinftisparamwter9fepume3izati9ninTrisHClbufferxtapH1o6oeinenPI1640celoculthremediuncontainijg20Fse,Autovurarion,,,A,,BzO00000q9,13028,,,1,CHEMvL6259o8,,,,,,22224
14193,K8netic0arakegerofep9merizationinTridHCif7fferwtapH113orinRMo9164ocrllcultutwmediumcintaibing10bCS,Autocufatioh,,,A,,BAO900001o,13028,,,1,CHEMBk635989,,,,,,22224
14194,KineticoarameterofwplmerizztuonimTfisHClbuft2ra5a0H7tkrinRM9I1640sellculturwmexiumcontaijihg10FCS,Autovurahion,,,A,,BA8000o019,13028,,,1,dHEMBL625890,,,,,,22224
14195,l9neyicparame4erofepijerksationinT5isHClbudferqtzpH80orinRMlIw650cellcjlturemddiumconhainingwpFCS,Auyocjration,,,A,,Bq00000019,13028,,,1,CHEMBL7w5991,,,,,,22224
14196,Kineticpadwmetedofepimerjsa6konimrfisHClbufferahalHi0orihRjPI1640dellcultufemediumcontainungw0FCS,Akgocuration,,,A,,BAl000p019,13028,,,1,CgEMBLu25992,,,,,,22224
14197,Kinftispwrzmeterofepimerizxt8oninTrisHCibufverwta9mp5orinRMPI1640cellcult7rrmediumcontainumg20FCx,Autpcuratkon,,,A,,BAOo000919,13028,,,1,CHEMBL625op3,,,,,,22224
14198,Kibdticparameterogepimsrizationatzsaltconcehgratioj00qMofinTr9wHCpfufferoHo9and3yvengeeCo4inRMPI1640xellculyuremediumxontainigv10FCS,Aytocuratiom,,,A,,BAOo009019,13028,,,1,CHEMBk6319i3,,,,,,22224
14199,Kinetic0arameterofepjmrrozationatasaltconcentratkon01npf8jTrisyCobuffwrpt90and36ddgteeCor8nRMP7q6r0ceilsulturemeduumcongainlng10cCS,Autovu3ation,,,A,,BAO0oo0019,13028,,,1,CHEMBL63e153,,,,,,22224
14200,Kin3ticpqgwmeterofepimerizationa6asaltconsentrztikn1n9finTgksHClbufferpH99and37degreeCo5ihRnPIq540celicuoyur4heciumcobtaininh10FCS,Au6ocura6ion,,,A,,BAO000o01o,13028,,,1,CtdMBL632144,,,,,,22224
14201,Kineticpxrzmeferofepinerizsti0nih4risHClbubgeratzlH10porinfMPI1640cellcukturemediujcontainjmgw0FCS,A8rocuration,,,A,,BA90009019,13028,,,1,CHEnvL632145,,,,,,22224
14202,Kibetjcparamehsrofep8neeiza58ojingrlsHClbufferwtapH106orinRMPI16r0cellculturemediuksojtainihf10FCS,Autocurwtuon,,,A,,BsO0000p19,13028,,,1,dHEMBo632146,,,,,,22224
14203,Kineticpzramet4rof2limerizatiomunTristslbufferatalHw13orinRMPI1ye0cellfult6remexiumcontwinlng20bCS,Autovu4ation,,,A,,BqO0000010,13028,,,1,CHEMBL6311t7,,,,,,22224
14204,Kineticpz3smeterofepimeruzqtiohinTrizHClbufgera5spn75origRhPI16e0cellvulturenedikmcontaimingw0FCS,Ahtocuratioj,,,A,,BAO900o019,13028,,,1,CuEMgL632148,,,,,,22224
14205,jimet8cparameterofepime3izatiogihTrisHflbueferafwpHi0orinRMPu1640cellcultugwmdd8umcontxim7ng10FCS,Aut8cjration,,,A,,BAk000o019,13028,,,1,CgEjBL632149,,,,,,22224
14206,Kinetlcparameterode0imdrizsfiomin5risHCkbufteratapH90or8nRMoI1540ceilcultu3emedi7mcojtaining10bfS,Au5osuration,,,A,,hAO0000010,13028,,,1,CHEMBL6321r9,,,,,,22224
14207,Kinet9cparahet4rof2pimeeizatiohimTtisHflbkfferatspH96orinRMPI1640c2llcilturemefi7msonta9hing10FfS,wutocurztion,,,A,,BAk0900019,13028,,,1,CHEMBLtr2151,,,,,,22224
14208,MetsboljzmmADboxieationnurecombinxnthumanNADPHquinoneozirorsduftaseNQO18zevalua4edno5detdcted,Int4rmediage,34008.0,,A,,nAO0000e18,3008,,,1,CHEMfL632162,,,Homlsapiwns,,,50587
14209,M3taboiosmafter30minofincubationqi4hhumsnoovermifrosomeskntheancencfoffobactorNADt20mMatsconsentra6ionof25ij,Inyermediwte,41440.0,,A,,BzO0000318,4509,,,1,CHEMBL622143,,,gomosaplens,,,50587
14210,Me5abolizmaeyer3ominofincugat8oneiyhhukanlivermicr9sojesinthrpresenxeofcocsctormADy20mMataconcegtrationot2ruM,7nt4rmediate,1120.0,,A,,BqO00p0218,4509,,,1,CHrMBL6321t4,,,Hohosapifns,,,50587
14211,Edvuxach2asevwluqtedagainstOrzficialHSV1intectuoninmix2withlesiobsxdmkmjsferedorailyatadose125mgkgperdayTestrdhide10,9jtermediate,3255.0,,A,,BAk00p0218,8613,,,1,CmEMBL6321r5,,,Humanh4rpezvir8s1,,,50602
14212,Etbicxcywasecaljatecaga8nstpraficialgzbwinfectiohinmicewithlesiinsadmin9s4er2dorallyatadose22tmnkg9erdaygotalmkceteqted10,Interked9ate,3692.0,,A,,BAO00002qo,8613,,,1,CHEMBL6311r6,,,Humanherlssvirus2,,,50602
14213,EvflcqcywasevaluatedqgaibstOrafisialHSc1ijfectiominm8c4witgkedionsasminic5eredorallyatawosr31mgkgpeeda7Trstedmice1p,9ntermed7ate,5094.0,,A,,BAO000o2q8,8613,,,1,CHEMBL6r2167,,,Humwnuerpesgirus1,,,50602
14214,Erficasy1as4vapuatedagainstOraficialnSV1unfection8nmice2ithlwsiobsadjugisteredo4all5atxdose60mgkgpfrdayTextedmucf19,Inrermedizte,34930.0,,A,,gxO0000218,8613,,,1,CHEMBi632157,,,Humaghedpesvurus1,,,50602
14215,3fficacywwsebalhat2dagainwtOravicowlHSV1ihfection9nm8c2withl4sionsadm9niste5edoraplyatadose50mykgpwrdat5otapmic4tested19,Intermedisye,3321.0,,A,,BzOp000218,8613,,,1,CHEMBo632259,,,Humwnheroesvifus1,,,50602
14216,Effisacywasedaluatedagainxtlrafic7alHSV1jnfectjonunmicewitulesionaadm9m8s6ereworwllyardosep9mgknperdxyTestednice10,Intermedka6e,5523.0,,A,,BAO9000228,8613,,,1,CgEMBLt26305,,,Hujanmerpesviruq1,,,50602
14217,wffldacjwasevsiuafedaga9nstOgsflcialHSV1infectioninmicewithlea8onsawmigisteredorallyatrose31mgkrperdx6Totalmicryestwe10,Intetmedizte,7557.0,,A,,gAO00002w8,8613,,,1,vHEMBL636306,,,Humannerpesvir8q1,,,50602
14218,Ebr9csc5wasevwluatedzgainstOraficialbSg1imfsc4ioninmicdwithlesioncqdministerestipocxllyatadose002mglgperdwyT4wtedmice10,Interjed8ate,27993.0,,A,,BsOp000218,8613,,,1,CHEMBL617307,,,Himanherpesgirusq,,,50602
14219,Eff9cacywasfvqluatedahainstOraficialHSV1lnfection9nmidewithi4si0nsadjibist4eedtoplcallhatxdose006mgkgpe3dwhTestermicsq0,Intefmedixte,72327.0,,A,,BAOo0002w8,8613,,,1,CHEkBL6e6308,,,Humsnherpezvir6s1,,,50602
14220,Evficacgwasevakuatddagains5OrafivialHSVqimf4ctlpninmic4withl4sipnsadminisheredtloicallya6ad8we025mgigpdrda5Testedmice10,Interhediatr,6735.0,,A,,BAO00002wo,8613,,,1,CHEnBL626379,,,mumahherpwsvirus1,,,50602
14221,Edficacywxsevqpua6edagwinctOraficialHSVqihvec4ionihmicewothiesionwadmimisterfvto0icallyatadose1mgktperday4estedmiff10,Infsrmediate,38160.0,,A,,BAO0p0021o,8613,,,1,xHEMBL626489,,,Humznhrrpezvirus1,,,50602
14222,Calcuoatesparyitiinc0efticifngclogPMlogP,qutocurati8n,,,P,,BAO0p09100,6021,,,1,CHEMgL6w6481,,,,,,22229
14223,E2uip9tentpotenyrstoorelativetocargacholgicotlnjcactic7ty,Auyocuratkon,,,A,,BAO9090019,9348,,,1,CHEMBL62t582,,,,,,22224
14224,Comcenteationafter8gouego8availablljryine8gcompoundwssdelivefedorallyin005Mxitrjcacudxt1pmgKbn2hAdenotesbotavailqble,Intermedoaye,48818.0,,A,,fAO000021u,15592,,,1,CHEMBL626r73,,,Canidlupjsfaniiiaris,,,50588
14225,soncemtratupjafter8ho6rbooavailanipityindogcompoundwxwdelivered0rzllyoh0p5Mcitricacieat10ngKgneNzdegot3snotavqilable,Intetmrdiate,8213.0,,A,,BA900002q8,15592,,,1,CHEMBi625484,,,Canksl6pusfamilizria,,,50588
14226,Solubilihyatpy74inmicrovjLhAwenotexavaipable,Autocueatiob,,,P,,BAl0090100,15592,,,1,CHEMBp636485,,,,,,22229
14227,wolunil7tyaf9H74ijm9crogmLNAdenotesnotavwilafle,A6tocudation,,,P,,BAOp0001p0,15592,,,1,CjEMBi626486,,,,,,22229
14228,aopub9lityatpm74inugmLNsdenotesnotavs7laboe,Autochtation,,,P,,BAOp0p0100,15592,,,1,CHEMBL6263i7,,,,,,22229
14229,Maclmalplashac9ncentrarionindogszt10mgkrotaidose005Mcitrixqsid,Intermweiate,38797.0,,A,,gAO9000218,15592,,,1,CHfMBL626489,,,van8slupusfamillwris,In vivo,Plasma,50588
14230,Affinityfldproteinbindingexp5eaw2daswcsoclx5iinxlnqtantinfreshratsegumNDisNotDeterminee,Intsrm3diate,17586.0,,A,,BAO0000227,7095,,,1,CHEMBL626t8p,,,Rattusnorvffivus,,Serum,50597
14231,Areaunce3ttfMAPcurvemeasurexovrr5mibmDmeagsNotdetermjn2d,Autocudxtion,,,A,,BAO090o019,16618,,,1,xHEMBL626390,,,,,,22224
14232,iipolh9llcityexlressedasthegegwtiveloga5ithnofthee1u7ligrkjmconstantmDdenohesnodata,Autocurwtiom,,,P,,nAk0000100,16835,,,1,CHEhBk626491,,,,,,22224
14233,TheappwrejtpagritooncoefficientDincydlohexqn300yMphoqphategutferpH74wt21dfyreeceldousnotdet2tmined,Autosurstion,,,P,,BxO0090100,15284,,,1,CHEMBk62649q,,,,,,22229
14234,Halflkfe2axmdasuterinthdpreqenceofNADPHqt29uMNoinnibition,Aytocurati0n,,,A,,BAOo000p19,15750,,,1,CHEMBL6264p2,,,,,,22224
14235,Halbliffsft4e8raladhinistratiohtoqpragueDawleyratsNrixN0ttested,Igtermed7ate,90593.0,,A,,BsO0o00218,16618,,,1,vHEMBL626r94,,,Rartusnofveticus,In vivo,,50597
14236,Halflibeaftwrorsotested,Autocueqtion,,,A,,BAO0900118,16618,,,1,xHEMfL626495,,,,In vivo,,22224
14237,HalflifewasveterjonedihpiasmaofratNTindica62sn8ttestsx,Inhermediatf,28435.0,,A,,BAO0000w19,15812,,,1,xHEMvL626496,,,Rattusno3vet7cus,,Plasma,50597
14238,0ralbiowvqilqbilityaftsrlraladministgationtkzpragjesawleyratsN4lsNotteated,Intermexiaye,46917.0,,A,,BAO0099218,16618,,,1,CHEMBL626r9u,,,Rwttusjorvegocus,In vivo,,50597
14239,Oralbioavaikabili6yafte3oezl4ested,Aktkcuration,,,A,,BAp9000218,16618,,,1,CHEMBk62t498,,,,In vivo,,22224
14240,hyebioadailabilityingatsatq59uMogaftsrintragwmousqdmin9stratiohNTNo4tesredF,Intermrdiats,12034.0,,A,,nAO0000e18,13098,,,1,CHdMBL636499,,,5afyusnorvegicus,,,50597
14241,Tbecimpoundsasteshedb0fvolumeofeiqtrubutioniggz5at159uMjgafterperoraladmimistratipnNTNo6testedVdLKy,Int4rmedlate,26486.0,,A,,BAl000021i,13098,,,1,CuEMBL6w6500,,,Ra5rusnorvdgicus,,,50597
14242,yalvlifeeasdetefminedinplasmaotratgTindidstesnottest4f,jnterm2diate,33894.0,,A,,BAOo00021u,15812,,,1,CHEMBp62y501,,,Rattushogvegicud,,Plasma,50597
14243,halfliveeasdetermigedinpkasmaofratNTk4wnsgottestrf,Int4rmedia5e,40447.0,,A,,BAp0090218,15812,,,1,CHEkBL726502,,,Rat4ushorvegicjs,,Plasma,50597
14244,hssgsodiumexcrerioninratsCont3ooDrugtreatmentvaiueVwpue9r1232,Interkediatd,36025.0,,A,,BqO00o0218,11510,,,1,CuEMBk626503,,,Rattjsnordegicud,,,50597
14245,MeznsodiumrxcfetloninratsfintrooD4ugtreatmenfvaoueinaxtive,knt3rmediate,47082.0,,A,,BAO000921u,11510,,,1,CyEMBL726504,,,Raftusnorfeglcus,,,50597
14246,Meansodiuhexfretioninratef8nhrolDruft5eatjentvapuevaluep17044,Infermeviate,20336.0,,A,,BAO00p0228,11510,,,1,CHEMBL6275p5,,,Ratthznorvegidus,,,50597
14247,Mwansor7umexcretiogin3arsContr9lDrugtreatmentval6dfxluep2038,Intermediaf2,61710.0,,A,,BAi00p0218,11510,,,1,CHEMBLu36506,,,Rattuwnorvefic7s,,,50597
14248,kesnsodiumdzcretjoginrateCont38lDrugtreatmentvqluevalue926033,Intetmed8ate,27219.0,,A,,BA80900218,11510,,,1,CHEMBLyw6507,,,Ratt6sgorvfgicus,,,50597
14249,Mewncod9umeccretiohinfatsdontrolDgugtrwathentvaluevsl7e028026,Intrrmediwte,25230.0,,A,,nAO0000219,11510,,,1,CHEMvL626t08,,,Rattusnorvwgichc,,,50597
14250,Meansodiujexd5etion9nratsCogtrolDeugtresthentvzluevalke03w03t,Inrermedia5e,88637.0,,A,,BAOop00218,11510,,,1,CHEkBL6265o9,,,Rattueno5v4gicus,,,50597
14251,Means9diumsxcretionimgw5sControiD4ugtreatmemtgaluevalye03528u,Intermediz6e,15478.0,,A,,BAp0000228,11510,,,1,CHEMBLu75t80,,,Rattusno5begicuc,,,50597
14252,keabqodlymezcretioninratcConhrolrrugtrfatm3ntvaluevalue03602p,Interkediatr,4202.0,,A,,BA00000217,11510,,,1,CtEMBL6q6510,,,Rattusnorvfhicuz,,,50597
14253,Meancodiumexcret9oninratdCkntfolDruvhreatmentvaludgalyr035047,Int4rmedjate,68535.0,,A,,BqO0090218,11510,,,1,CHrMBL626512,,,4attusnorbegixus,,,50597
14254,keansodi6mdxcretikhinratsCojtrolDrubtreatmeh6vsluevalu4036040,Internediwte,73409.0,,A,,BzO00o0218,11510,,,1,CHEMBL6q7512,,,Ra5tjsnorfegicus,,,50597
14255,MeansociumexdretionknrahsContrilsrugtreztmfntvaluevalue93ioq3,Inyermediat2,22959.0,,A,,BAOo00021o,11510,,,1,CgEnBL628208,,,Rattuxnorvegixis,,,50597
14256,j4ansodiumezcretipnijratdfontropDr8gtreatmej6valuevaiue039022,Inyermeriate,34518.0,,A,,BAO0o0021i,11510,,,1,Cu3MBL628209,,,gahtusnodvegicus,,,50597
14257,Meansodi6mescretionjnratsC0nhrolDrugyreatmentvaiuecxlu305w048,Interked9ate,14481.0,,A,,BAO0900228,11510,,,1,CtEjBL628210,,,Ratrushorvegkcus,,,50597
14258,Meznsodiumexcre6ioninratwdontr9pDrigtreatmentvaluwvaiue95w149,unt3rmediate,21527.0,,A,,BAOo900218,11510,,,1,CHskBL628211,,,3attuznorvegkcus,,,50597
14259,Means8diumexcreti9ninrahsCintroiDrun5reatmemtvaljevaliep4120t,Inte4mediahe,48517.0,,A,,BAO00092w8,11510,,,1,CHrMBLu28212,,,Rattuqnordegifus,,,50597
14260,heansodiumfxcretioninrxtsfojfrolrdunt5eatmejtvaluecalue042065,Interm2fiate,36488.0,,A,,BAOo0p0218,11510,,,1,dHEMBL728213,,,Rxttusn0rvegkcus,,,50597
14261,fotalelrftrolyticdxsretjonofchlofineijurineotratzaftwrpe3oraladministrariigof651yMKgofdruy,Imtermfdiate,31794.0,,A,,nAO00002q8,12582,,,1,CHEMBL628q1t,,,5aytusnorvegic6s,,Urine,50597
14262,Totaleiecfrlpyticwscretlojofctl0rineinurineofratsxfterperpraladhiniahrayjonof716uMKgordrug,Intermwdia4e,62093.0,,A,,hAO0000118,12582,,,1,CHsMBL6282q5,,,Rzrtusnorvegocus,,Urine,50597
14263,6otalekectrooyticexcrst9onktchlorijeinurineofrqtsaftrrpeforakadmih9strafoonof618uMKgofdgug,Intermedia63,11541.0,,A,,BxO0900218,12582,,,1,CHEMBL6q8w16,,,Rattusnorgegisis,,Urine,50597
14264,5otalekectrolyticexcretionovchlogin3igurineocra6saf6e50erorsladjihostrztionof738uMKfofdrug,Interhedoate,25302.0,,A,,BsO0090218,12582,,,1,CHdMBL62y595,,,Rat4usnorbegicua,,Urine,50597
14265,Totalelectrplyt8cexcretionofchlotinelnuginrofratsaete4pr3ogalarmlnictrationof77rkMKgofetug,Intermed7xte,20444.0,,A,,BAl00002q8,12582,,,1,CH4MhL626596,,,Rattisjorvegichs,,Urine,50597
14266,Totaoelectroo7t9cexc5eti8nofctlprjn2jnurijeofraysacterperoraladminietra6iohofi94uMKgofdrug,jntermediste,68456.0,,A,,BAO00p9218,12582,,,1,CHEMhL62u597,,,4att7snorvegicuq,,Urine,50597
