Fiscal year,Sector name,CIDA business delivery model (old),Indigenous issues (marker),CountryRegion name,Programming process (new),Section name,Organisation ID,Organisation sub-class,Fund centre name,Fund centre ID,Untied amount(Project-level budget),Organisation name,Desertification (marker),Biodiversity (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Regional program (marker),FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance
2009/2010,Anti-corruption organisations and institutions,Responsive,0,Europe,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1001306,IFI,ECONOMIC GROWTH - INIT,5280,1150000.0,World Bank,0,0,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Mineral/mining policy and administrative management,Responsive,0,Europe,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1001306,IFI,ECONOMIC GROWTH - INIT,5280,1150000.0,World Bank,0,0,M012500001,Terminating,1150000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,"Civilian peace-building, conflict prevention and resolution",Responsive,0,Africa MC,Uncoded: Pre-APP,*Peace Building Fund Section,1008171,ASSOCIATIONS,*Peace Building Fund,5302,669600.0,Inter-Parliamentary Union,0,0,M012526001,Closed,669600.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,"Civilian peace-building, conflict prevention and resolution",Core Funding,0,Africa MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1005526,SPECIALIZED INSTITUTE,MHO Non Food - CORE,5311,0.0,Pearson Peacekeeping Centre Le Centre Pearson pour le maintien,0,0,M012530001,Closed,6000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,"Civilian peace-building, conflict prevention and resolution",Core Funding,0,Americas MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1005526,SPECIALIZED INSTITUTE,MHO Non Food - CORE,5311,0.0,Pearson Peacekeeping Centre Le Centre Pearson pour le maintien,0,0,M012530001,Closed,6000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,"Civilian peace-building, conflict prevention and resolution",Core Funding,0,Asia MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1005526,SPECIALIZED INSTITUTE,MHO Non Food - CORE,5311,0.0,Pearson Peacekeeping Centre Le Centre Pearson pour le maintien,0,0,M012530001,Closed,6000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,"Civilian peace-building, conflict prevention and resolution",Core Funding,0,Europe MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1005526,SPECIALIZED INSTITUTE,MHO Non Food - CORE,5311,0.0,Pearson Peacekeeping Centre Le Centre Pearson pour le maintien,0,0,M012530001,Closed,6000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Responsive,0,Africa MC,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1000821,NGO,MHI Non-Food INIT,5303,1286668.71,Canadian Red Cross Society,0,0,M012562001,Closed,1286668.71,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Responsive,0,Americas MC,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1000821,NGO,MHI Non-Food INIT,5303,1286668.71,Canadian Red Cross Society,0,0,M012562001,Closed,1286668.71,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Responsive,0,Asia MC,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1000821,NGO,MHI Non-Food INIT,5303,1286668.71,Canadian Red Cross Society,0,0,M012562001,Closed,1286668.71,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Responsive,0,Europe MC,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1000821,NGO,MHI Non-Food INIT,5303,1286668.71,Canadian Red Cross Society,0,0,M012562001,Closed,1286668.71,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Basic nutrition,Core Funding,0,Africa MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1001876,NGO,MHO Non Food - CORE,5311,100000000.0,CFGB - Canadian Foodgrains Bank Association,0,0,M012567002,Closed,100000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,1,0,0
2009/2010,Emergency food aid,Core Funding,0,Africa MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1001876,NGO,MHO Non Food - CORE,5311,100000000.0,CFGB - Canadian Foodgrains Bank Association,0,0,M012567002,Closed,100000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,1,0,0
2009/2010,Basic nutrition,Core Funding,0,Americas MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1001876,NGO,MHO Non Food - CORE,5311,100000000.0,CFGB - Canadian Foodgrains Bank Association,0,0,M012567002,Closed,100000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,1,0,0
2009/2010,Emergency food aid,Core Funding,0,Americas MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1001876,NGO,MHO Non Food - CORE,5311,100000000.0,CFGB - Canadian Foodgrains Bank Association,0,0,M012567002,Closed,100000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,1,0,0
2009/2010,Basic nutrition,Core Funding,0,Asia MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1001876,NGO,MHO Non Food - CORE,5311,100000000.0,CFGB - Canadian Foodgrains Bank Association,0,0,M012567002,Closed,100000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,1,0,0
2009/2010,Emergency food aid,Core Funding,0,Asia MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1001876,NGO,MHO Non Food - CORE,5311,100000000.0,CFGB - Canadian Foodgrains Bank Association,0,0,M012567002,Closed,100000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,1,0,0
2009/2010,Basic nutrition,Core Funding,0,Europe MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1001876,NGO,MHO Non Food - CORE,5311,100000000.0,CFGB - Canadian Foodgrains Bank Association,0,0,M012567002,Closed,100000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,1,0,0
2009/2010,Emergency food aid,Core Funding,0,Europe MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1001876,NGO,MHO Non Food - CORE,5311,100000000.0,CFGB - Canadian Foodgrains Bank Association,0,0,M012567002,Closed,100000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,1,0,0
2009/2010,Infectious disease control,Responsive,0,Africa MC,Uncoded: Pre-APP,MNC MNCH & Nutrition,1001363,CROWN CORPORATIONS,MNCHN - INIT,5252,4000000.0,International Development Research Centre,0,0,M012570001,Terminating,4000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Infectious disease control,Responsive,0,Americas MC,Uncoded: Pre-APP,MNC MNCH & Nutrition,1001363,CROWN CORPORATIONS,MNCHN - INIT,5252,4000000.0,International Development Research Centre,0,0,M012570001,Terminating,4000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Infectious disease control,Responsive,0,Asia MC,Uncoded: Pre-APP,MNC MNCH & Nutrition,1001363,CROWN CORPORATIONS,MNCHN - INIT,5252,4000000.0,International Development Research Centre,0,0,M012570001,Terminating,4000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Infectious disease control,Responsive,0,Europe MC,Uncoded: Pre-APP,MNC MNCH & Nutrition,1001363,CROWN CORPORATIONS,MNCHN - INIT,5252,4000000.0,International Development Research Centre,0,0,M012570001,Terminating,4000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5250,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Responsive,0,Africa MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1006660,NGO,MHO Non Food - CORE,5311,105000.0,Emergency Nutrition Network,0,0,M012576001,Terminating,105000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Responsive,0,Americas MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1006660,NGO,MHO Non Food - CORE,5311,105000.0,Emergency Nutrition Network,0,0,M012576001,Terminating,105000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Responsive,0,Asia MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1006660,NGO,MHO Non Food - CORE,5311,105000.0,Emergency Nutrition Network,0,0,M012576001,Terminating,105000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Responsive,0,Europe MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1006660,NGO,MHO Non Food - CORE,5311,105000.0,Emergency Nutrition Network,0,0,M012576001,Terminating,105000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Core Funding,0,Africa MC,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1003586,UNITED NATIONS,MHI Non-Food INIT,5303,192000000.0,OCHA - Office for the Coordination of Humanitarian Affairs,0,0,M012583001,Closed,192000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,0,0.0,0.0,0,0,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Core Funding,0,Americas MC,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1003586,UNITED NATIONS,MHI Non-Food INIT,5303,192000000.0,OCHA - Office for the Coordination of Humanitarian Affairs,0,0,M012583001,Closed,192000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,0,0.0,0.0,0,0,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Core Funding,0,Asia MC,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1003586,UNITED NATIONS,MHI Non-Food INIT,5303,192000000.0,OCHA - Office for the Coordination of Humanitarian Affairs,0,0,M012583001,Closed,192000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,0,0.0,0.0,0,0,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Core Funding,0,Europe MC,Uncoded: Pre-APP,MHI International Humanitarian Assis ops,1003586,UNITED NATIONS,MHI Non-Food INIT,5303,192000000.0,OCHA - Office for the Coordination of Humanitarian Affairs,0,0,M012583001,Closed,192000000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5320,0,0.0,0.0,0,0,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Responsive,0,Africa MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1014662,INTERNATIONAL NGO,MHO Non Food - CORE,5311,105000.0,IFRC Appeals via CRCS,0,0,M012601001,Closed,105000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Responsive,0,Americas MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1014662,INTERNATIONAL NGO,MHO Non Food - CORE,5311,105000.0,IFRC Appeals via CRCS,0,0,M012601001,Closed,105000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Responsive,0,Asia MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1014662,INTERNATIONAL NGO,MHO Non Food - CORE,5311,105000.0,IFRC Appeals via CRCS,0,0,M012601001,Closed,105000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Material relief assistance and services,Responsive,0,Europe MC,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1014662,INTERNATIONAL NGO,MHO Non Food - CORE,5311,105000.0,IFRC Appeals via CRCS,0,0,M012601001,Closed,105000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Relief co-ordination; protection and support services,Responsive,0,Ethiopia,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1001721,UNITED NATIONS,MHO Non Food - CORE,5311,0.0,WFP - World Food Programme,0,0,M012610001,Closed,1209248.76,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Relief co-ordination; protection and support services,Responsive,0,Italy,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1001721,UNITED NATIONS,MHO Non Food - CORE,5311,0.0,WFP - World Food Programme,0,0,M012610001,Closed,1209248.76,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Relief co-ordination; protection and support services,Responsive,0,Madagascar,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1001721,UNITED NATIONS,MHO Non Food - CORE,5311,0.0,WFP - World Food Programme,0,0,M012610001,Closed,1209248.76,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Relief co-ordination; protection and support services,Responsive,0,Malawi,Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1001721,UNITED NATIONS,MHO Non Food - CORE,5311,0.0,WFP - World Food Programme,0,0,M012610001,Closed,1209248.76,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Relief co-ordination; protection and support services,Responsive,0,"Tanzania,Un Rep",Uncoded: Pre-APP,MHO Huma Organization & Food Assistance,1001721,UNITED NATIONS,MHO Non Food - CORE,5311,0.0,WFP - World Food Programme,0,0,M012610001,Closed,1209248.76,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5330,0,0.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Removal of land mines and explosive remnants of war,Responsive,0,Africa MC,Uncoded: Pre-APP,*Peace Building Fund Section,1012784,NGO,*Peace Building Fund,5302,0.0,Handicap International Canada,0,0,M012613002,Closed,5000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Removal of land mines and explosive remnants of war,Responsive,0,Americas MC,Uncoded: Pre-APP,*Peace Building Fund Section,1012784,NGO,*Peace Building Fund,5302,0.0,Handicap International Canada,0,0,M012613002,Closed,5000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Removal of land mines and explosive remnants of war,Responsive,0,Asia MC,Uncoded: Pre-APP,*Peace Building Fund Section,1012784,NGO,*Peace Building Fund,5302,0.0,Handicap International Canada,0,0,M012613002,Closed,5000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Removal of land mines and explosive remnants of war,Responsive,0,Europe MC,Uncoded: Pre-APP,*Peace Building Fund Section,1012784,NGO,*Peace Building Fund,5302,0.0,Handicap International Canada,0,0,M012613002,Closed,5000.0,B5100,MFM Global Issues and Development,D5301,MHDInternational Humanitarian Assistance,S5302,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Tuberculosis control,Responsive,0,Africa MC,Uncoded: Pre-APP,MNG Global Health,1011635,OTHER MULTILATERAL,Global Health - INIT,5247,20000000.0,WHO-Stop TB Partnership Trust Fund,0,0,M012620001,Terminating,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Tuberculosis control,Responsive,0,Asia MC,Uncoded: Pre-APP,MNG Global Health,1011635,OTHER MULTILATERAL,Global Health - INIT,5247,20000000.0,WHO-Stop TB Partnership Trust Fund,0,0,M012620001,Terminating,20000000.0,B5100,MFM Global Issues and Development,D5240,MND Health&Nutrition,S5245,0,1.0,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Haiti,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade policy and administrative management,Responsive,0,Haiti,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade facilitation,Responsive,0,Haiti,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Kiribati Rep,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade policy and administrative management,Responsive,0,Kiribati Rep,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade facilitation,Responsive,0,Kiribati Rep,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Solomon Islands,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade policy and administrative management,Responsive,0,Solomon Islands,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade facilitation,Responsive,0,Solomon Islands,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Tuvalu,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade policy and administrative management,Responsive,0,Tuvalu,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade facilitation,Responsive,0,Tuvalu,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Vanuatu,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade policy and administrative management,Responsive,0,Vanuatu,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade facilitation,Responsive,0,Vanuatu,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Samoa,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade policy and administrative management,Responsive,0,Samoa,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade facilitation,Responsive,0,Samoa,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Africa MC,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade policy and administrative management,Responsive,0,Africa MC,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade facilitation,Responsive,0,Africa MC,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Business support services and institutions,Responsive,0,Asia MC,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
2009/2010,Trade policy and administrative management,Responsive,0,Asia MC,Uncoded: Pre-APP,MEF ECONOMIC GROWTH AND IFIs,1011512,UNITED NATIONS,ECONOMIC GROWTH - INIT,5280,3840000.0,UNOPS - United Nations Office for Project Services,0,0,M012647001,Terminating,3840000.0,B5100,MFM Global Issues and Development,D5430,MED Economic Development,S5434,0,0.7,0.0,0,1,Not PBA,0,0,0,0
