assays_ss_cll_tp,assays_ss_tst_tp,assays_vrnt_d,assays_cll_d,assays_crtd_b,assays_b_frmt,assays_ss_d,assays_cnfdnc_scr,assays_ss_tx_d,assays_rltnshp_tp,assays_ss_ctgr,assays_src_ss_d,assays_dc_d,assays_chmbl_d,assays_ss_strn,assays_dscrptn,assays_ss_tss,assays_ss_tp,assays_td,assays_src_d,assays_ss_sbclllr_frctn,assays_tss_d,assays_ss_rgnsm
,In vivo,,,Intermediate,BAO_0000218,13549,1,9615.0,N,,,9025,CHEMBL628141,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 26/32,,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13550,1,9615.0,N,,,9025,CHEMBL628142,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 5/1,,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13551,1,9615.0,N,,,9025,CHEMBL628143,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 5/12,,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13552,1,9615.0,N,,,9025,CHEMBL628144,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 6/7,,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13553,1,9615.0,N,,,9025,CHEMBL628145,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 7/6,,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13554,1,9615.0,N,,,9025,CHEMBL628146,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 8/12,,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13555,1,9615.0,N,,,9025,CHEMBL625355,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 8/27,,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13556,1,9615.0,N,,,9025,CHEMBL625356,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 9/14,,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13557,1,9615.0,N,,,9025,CHEMBL625357,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/30 range (low/high); 9/16,,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13558,1,9615.0,N,,,9025,CHEMBL625527,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 10/60 range (low/high); 12/23,,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13559,1,9615.0,N,,,9025,CHEMBL875473,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3 range (low/high),,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13560,1,9615.0,N,,,9025,CHEMBL625528,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3/10 range (low/high); 10/22,,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13561,1,10116.0,N,,,9025,CHEMBL626304,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as left ventricular functional refractory period (LV-FRP) at a dose of 3/10 range (low/high); 4/12,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13562,1,9615.0,N,,,9025,CHEMBL624138,,Compound was evaluated for intraduodenal bioavailability in anesthetized dogs measured as mean blood pressure at a 10/30 dose range; 11/-11,Artery,A,50588,1,,1637.0,Canis lupus familiaris
,,,,Autocuration,BAO_0000100,13563,0,,U,,,6448,CHEMBL624139,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000100,13564,0,,U,,,17221,CHEMBL624140,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000100,13565,0,,U,,,6545,CHEMBL624141,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000100,13566,0,,U,,,577,CHEMBL624142,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000100,13567,0,,U,,,6285,CHEMBL624143,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000100,13568,0,,U,,,6500,CHEMBL624144,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000100,13569,0,,U,,,6716,CHEMBL624145,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000100,13570,0,,U,,,13658,CHEMBL624146,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000100,13571,0,,U,,,6549,CHEMBL624147,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000100,13572,0,,U,,,14685,CHEMBL883123,,Calculated partition coefficient (clogP) (MacLogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000019,13573,0,,U,,,6893,CHEMBL624148,,Partition coefficient (logP),,A,22224,1,,,
,,,,Autocuration,BAO_0000019,13574,0,,U,,,3687,CHEMBL874416,,Kinetic parameter was determined,,A,22224,1,,,
,,,,Autocuration,BAO_0000100,13575,0,,U,,,4207,CHEMBL624149,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000100,13576,0,,U,,,4626,CHEMBL624150,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000100,13577,0,,U,,,1021,CHEMBL624151,,Lipophilicity was determined,,P,22224,1,,,
,,,,Autocuration,BAO_0000100,13578,0,,U,,,3777,CHEMBL624152,,Lipophilicity was determined,,P,22224,1,,,
,,,,Autocuration,BAO_0000100,13579,0,,U,,,17533,CHEMBL622139,,Lipophilicity was determined,,P,22224,1,,,
,,,,Autocuration,BAO_0000100,13580,0,,U,,,6524,CHEMBL622140,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000100,13581,0,,U,,,17533,CHEMBL622141,,Lipophilicity was determined,,P,22224,1,,,
,,,,Autocuration,BAO_0000100,13582,0,,U,,,6480,CHEMBL622142,,Lipophilicity in octanol-water,,P,22224,1,,,
,,,,Autocuration,BAO_0000100,13583,0,,U,,,17606,CHEMBL622143,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000100,13584,0,,U,,,6863,CHEMBL622144,,Octanol-water partition coefficient was determined,,P,22229,1,,,
,,,,Autocuration,BAO_0000019,13585,0,,U,,,1356,CHEMBL877473,,Partition coefficient (logP),,A,22224,1,,,
,,,,Autocuration,BAO_0000100,13586,0,,U,,,3326,CHEMBL622145,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000019,13587,0,,U,,,1356,CHEMBL622146,,Partition coefficient was determined; ND means not determined,,A,22224,1,,,
,,,,Autocuration,BAO_0000100,13588,0,,U,,,12984,CHEMBL622147,,Calculated partition coefficient (clogP),,P,22229,1,,,
,,,,Autocuration,BAO_0000019,13589,0,,U,,,17363,CHEMBL622148,,Partition coefficient of the compound,,A,22224,1,,,
,,,,Autocuration,BAO_0000019,13590,0,,U,,,6827,CHEMBL883124,,Permeability was determined,,A,22224,1,,,
,,,,Autocuration,BAO_0000100,13591,0,,U,,,261,CHEMBL622149,,The compound was evaluated for the partition coefficient,,P,22229,1,,,
,,,,Autocuration,BAO_0000019,13592,0,,U,,,2685,CHEMBL622150,,Partition coefficient (logP),,A,22224,1,,,
,,,,Autocuration,BAO_0000100,13593,0,,U,,,414,CHEMBL622151,,The lipophilicity was reported,,P,22224,1,,,
,,,,Autocuration,BAO_0000100,13594,0,,U,,,15769,CHEMBL622152,,logarithm of the octanol-water partition coefficient for the compound,,P,22229,1,,,
,,,,Autocuration,BAO_0000019,13595,0,,U,,,17248,CHEMBL622153,,Clogp value was determined,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,13596,0,,U,,,16935,CHEMBL877474,,Clp at a dose of 1.5 mg/kg,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,13597,0,,U,,,16935,CHEMBL622154,,Clp at a dose of 2.0 mg/kg,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,13598,0,,U,,,14832,CHEMBL622155,,"Clp, plasma clearance at a dose of 10 mg/kg",Plasma,A,22224,1,,1969.0,
,In vivo,,,Autocuration,BAO_0000218,13599,0,,U,,,14832,CHEMBL622156,,"Clp, plasma clearance at a dose of 50 mg/kg",Plasma,A,22224,1,,1969.0,
,In vivo,,,Intermediate,BAO_0000218,13600,1,10116.0,N,,,2399,CHEMBL622157,,Compound was tested for plasma clearance in rat,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13601,1,10116.0,N,,,2399,CHEMBL622158,,Compound was tested for plasma clearance in rat; Not determined,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13602,1,10116.0,N,,,6227,CHEMBL622807,,Plasma clearance (pharmacokinetic parameter) in rat (in vivo) at a dose of 10 mg/kg,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13603,1,9544.0,N,,,6227,CHEMBL622808,,Plasma clearance (pharmacokinetic parameter) in rhesus (in vivo) at a dose of 5 mg/kg,,A,50797,1,,,Macaca mulatta
,In vivo,,,Autocuration,BAO_0000218,13604,0,,U,,,5623,CHEMBL622809,,Plasma clearance by iv administration at a dose 0.003 ug/mL,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,13605,0,,U,,,4854,CHEMBL622810,,Plasma clearance determined,,A,22224,1,,,
,In vivo,,,Intermediate,BAO_0000218,13606,1,10026.0,N,,,4493,CHEMBL876653,,Plasma clearance after iv administration at 3 mg/kg in hamster,,A,100712,1,,,Cricetinae
,In vivo,,,Intermediate,BAO_0000218,13607,1,10026.0,N,,,4493,CHEMBL622811,,Plasma clearance after iv administration at 4 mg/kg in hamster,,A,100712,1,,,Cricetinae
,In vivo,,,Intermediate,BAO_0000218,13608,1,10116.0,N,,,14956,CHEMBL622986,,Rate of clearance in rat was determined,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13609,1,10116.0,N,,,15372,CHEMBL622987,,Total plasma clearance Clp was determined for the compound after iv dose of 5.06 mg/kg in rats,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13610,1,10116.0,N,,,15372,CHEMBL622988,,Total plasma clearance after iv dose of 5.10 mg/kg in rats,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13611,1,10116.0,N,,,15372,CHEMBL622989,,Total plasma clearance was determined for the compound after iv dose of 4.74 mg/kg in rats,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13612,1,10116.0,N,,,15372,CHEMBL622990,,Total plasma clearance was determined for the compound after iv dose of 4.97 mg/kg in rats,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,13613,0,314293.0,U,,,15604,CHEMBL622991,,plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.01 mg/kg) in monkey,Plasma,A,22224,1,,1969.0,Simiiformes
,In vivo,,,Intermediate,BAO_0000218,13614,1,10116.0,N,,,15604,CHEMBL622227,,plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.05 mg/kg) in rat,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13615,1,9615.0,N,,,15604,CHEMBL622228,,plasma clearance in preclinical species was measured after Intravenous administration at the given dose (0.1 mg/kg) in dog,Plasma,A,50588,1,,1969.0,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13616,1,10116.0,N,,,14964,CHEMBL622229,,Clpl value in rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13617,1,10141.0,N,,,15240,CHEMBL622230,,Cmax (ng /mL) value after oral administration of 10 mg/kg in guinea pig.,,A,50512,1,,,Cavia porcellus
,In vivo,,,Intermediate,BAO_0000218,13618,1,10116.0,N,,,16449,CHEMBL622231,,Cmax after an oral dose of 10 uM/Kg in male Sprague-Dawley rats,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13619,1,9541.0,N,,,16449,CHEMBL622232,,Cmax after an oral dose of 10 uM/Kg in male cynomolgus monkeys,,A,100710,1,,,Macaca fascicularis
,In vivo,,,Autocuration,BAO_0000218,13620,0,,U,,,12902,CHEMBL622233,,Cmax in minutes at a iv dose of 1.0(pmol/g/h).,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,13621,0,,U,,,12902,CHEMBL622234,,Cmax in minutes at a iv dose of 2.0(pmol/g/h).,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,13622,0,,U,,,12902,CHEMBL622235,,Cmax in minutes at a iv dose of 4.0(pmol/g/h).,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,13623,0,,U,,,12902,CHEMBL622236,,Cmax in minutes at a iv dose of 5.0(pmol/g/h).,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,13624,0,,U,,,12902,CHEMBL622237,,Cmax in minutes at a iv dose of 54.0(pmol/g/h).,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,13625,0,,U,,,12902,CHEMBL877482,,Cmax in minutes at a po dose of 10.0(pmol/g/h).,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,13626,0,,U,,,12902,CHEMBL622238,,Cmax in minutes at a po dose of 20.0(pmol/g/h).,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,13627,0,,U,,,12902,CHEMBL622239,,Cmax in minutes at a po dose of 40.0(pmol/g/h).,,A,22224,1,,,
,In vivo,,,Autocuration,BAO_0000218,13628,0,,U,,,11149,CHEMBL622240,,Cmax was calculated as maximum concentration reached in the blood,Blood,A,22224,1,,178.0,
,In vivo,,,Autocuration,BAO_0000218,13629,0,,U,,,11149,CHEMBL622241,,Cmax was calculated as maximum concentration reached in the blood in air pouch exudate,Blood,A,22224,1,,178.0,
,In vivo,,,Intermediate,BAO_0000218,13630,1,10116.0,N,,,5669,CHEMBL631013,,Cmax was determine after peroral administration at 10 mpk in Rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13631,1,9544.0,N,,,5669,CHEMBL631014,,Cmax was determine after peroral administration at 10 mpk in Rhesus,,A,50797,1,,,Macaca mulatta
,In vivo,,,Intermediate,BAO_0000218,13632,1,9615.0,N,,,5669,CHEMBL631015,,Cmax was determine after peroral administration at 10 mpk in dog,,A,50588,1,,,Canis lupus familiaris
,In vivo,,,Intermediate,BAO_0000218,13633,1,10116.0,N,,,5669,CHEMBL631016,,Cmax was determine after peroral administration at 160 mpk in Rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13634,1,10116.0,N,,,5669,CHEMBL631017,,Cmax was determine after peroral administration at 20 mpk in Rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,13635,1,10116.0,N,,,5669,CHEMBL631018,,Cmax was determine after peroral administration at 50 mpk in Rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Autocuration,BAO_0000218,13636,0,,U,,,4236,CHEMBL631019,,Cmax was determined,,A,22224,1,,,
,,,,Intermediate,BAO_0000218,13637,1,10090.0,N,,,13792,CHEMBL875761,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into hippocampus,Brain,A,50594,1,,955.0,Mus musculus
,,,,Intermediate,BAO_0000218,13638,1,10090.0,N,,,13792,CHEMBL631020,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into hypothalamus,Brain,A,50594,1,,955.0,Mus musculus
,,,,Intermediate,BAO_0000218,13639,1,10090.0,N,,,13792,CHEMBL631669,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into pons and medulla,Brain,A,50594,1,,955.0,Mus musculus
,,,,Intermediate,BAO_0000218,13640,1,10090.0,N,,,13792,CHEMBL631670,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into rest of the brain,Brain,A,50594,1,,955.0,Mus musculus
,,,,Intermediate,BAO_0000218,13641,1,10090.0,N,,,13792,CHEMBL631671,,Distribution of analyte (pmol/mg) in mouse brain regions after Jugular Vein Injection into striatum,Striatum,A,50594,1,,2435.0,Mus musculus
,,,,Intermediate,BAO_0000218,13642,1,10116.0,N,,,8418,CHEMBL631672,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.31-0.4,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13643,1,10116.0,N,,,8418,CHEMBL631673,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.97-1.12,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13644,1,10116.0,N,,,8418,CHEMBL631856,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.35-0.37,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13645,1,10116.0,N,,,8418,CHEMBL631857,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.72-1.03,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13646,1,10116.0,N,,,8418,CHEMBL631858,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.95-1.06,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13647,1,10116.0,N,,,8418,CHEMBL631859,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.35-0.4,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13648,1,10116.0,N,,,8418,CHEMBL631860,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.73-0.85,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13649,1,10116.0,N,,,8418,CHEMBL631861,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.65-0.83,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13650,1,10116.0,N,,,8418,CHEMBL631862,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.69-0.84,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13651,1,10116.0,N,,,8418,CHEMBL631863,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.28-0.46,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13652,1,10116.0,N,,,8418,CHEMBL631864,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.38-1.5,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13653,1,10116.0,N,,,8418,CHEMBL631865,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.34-0.48,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13654,1,10116.0,N,,,8418,CHEMBL631866,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.58-1.17,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13655,1,10116.0,N,,,8418,CHEMBL629360,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.0-1.24,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13656,1,10116.0,N,,,8418,CHEMBL629361,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.28-0.37,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13657,1,10116.0,N,,,8418,CHEMBL629362,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.54-0.63,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13658,1,10116.0,N,,,8418,CHEMBL630740,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.25-0.32,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13659,1,10116.0,N,,,8418,CHEMBL630741,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.49-0.58,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13660,1,10116.0,N,,,8418,CHEMBL630742,,Distribution of radioactivity in blood tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.58-0.77,Blood,A,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13661,1,10116.0,N,,,8418,CHEMBL630743,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.20-0.25,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13662,1,10116.0,N,,,8418,CHEMBL630744,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.05-1.25,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13663,1,10116.0,N,,,8418,CHEMBL630745,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.03-0.03,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13664,1,10116.0,N,,,8418,CHEMBL630746,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.03-0.06,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13665,1,10116.0,N,,,8418,CHEMBL630747,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.34-0.5,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13666,1,10116.0,N,,,8418,CHEMBL630748,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.17-0.20,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13667,1,10116.0,N,,,8418,CHEMBL632056,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.81-1.26,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13668,1,10116.0,N,,,8418,CHEMBL632057,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.03-0.06,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13669,1,10116.0,N,,,8418,CHEMBL632058,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.18-0.36,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13670,1,10116.0,N,,,8418,CHEMBL632059,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.28-0.37,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13671,1,10116.0,N,,,8418,CHEMBL632060,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 0.97-2.17,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13672,1,10116.0,N,,,8418,CHEMBL632061,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.02-0.03,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13673,1,10116.0,N,,,8418,CHEMBL629207,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.05-0.07,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13674,1,10116.0,N,,,8418,CHEMBL629208,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.35-0.72,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13675,1,10116.0,N,,,8418,CHEMBL629209,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.15-0.19,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13676,1,10116.0,N,,,8418,CHEMBL629210,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.76-1.42,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13677,1,10116.0,N,,,8418,CHEMBL629211,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.02-0.03,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13678,1,10116.0,N,,,8418,CHEMBL629212,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.03-0.06,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13679,1,10116.0,N,,,8418,CHEMBL629213,,Distribution of radioactivity in brain tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.05-0.06,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13680,1,10116.0,N,,,8133,CHEMBL629214,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 hr in urine of normotensive saline loaded rats at 6.9mg/kg, po",Urine,A,50597,1,,1088.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13681,1,10116.0,N,,,8133,CHEMBL629215,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 69.2 mg/kg, po",Urine,A,50597,1,,1088.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13682,1,10116.0,N,,,8133,CHEMBL635154,,"Diuretic activity was evaluated by measuring amount of Na+ during 0-6 h in urine of normotensive saline loaded rats at 691.9 mg/kg, po",Urine,A,50597,1,,1088.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13683,1,10116.0,N,,,6996,CHEMBL629216,,Oral diuretic activity measured by Na+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,13684,1,10116.0,N,,,6996,CHEMBL629217,,Oral diuretic activity was evaluated by measuring Cl- excretion in Rat at 27 mg/kg after ip administration,,A,50597,1,,,Rattus norvegicus
