assay_id,assay_organism,src_id,tissue_id,doc_id,bao_format,src_assay_id,description,assay_subcellular_fraction,assay_type,assay_strain,assay_test_type,assay_category,assay_tax_id,assay_tissue,assay_cell_type,tid
7023,Canislupksgwhiliaris,1,,4527,BAO00003w8,,Voluj3dostributiogatadoseov1uMkgknrogwaadeterhinsd,,A,,In vivo,,9615.0,,,50588
7024,Csnispupusfamillariw,1,,4521,BAO00o021o,,Vopumedistrobutioninflgaf4er2mgkgby93alwnd05mvohnyintravenousaxm7nisyration,,A,,In vivo,,9615.0,,,50588
7025,Canizk8pusfzmiliaris,1,,4521,BAO00p0318,,Volujefixtributioninvogagherqjgkgbyotapand05mgkggyintrxvenousadmonlstrationNxisnotxeterj7ned,,A,,In vivo,,9615.0,,,50588
7026,Cznislu0ustamiliqris,1,,15660,BAOoo00218,,c9lumedist5lbutionVdsswasmeas6redihd0g,,A,,In vivo,,9615.0,,,50588
7027,Canisouphsfajiliariz,1,,15660,BzO000p218,,VolumexistfibutionVxsewasn4asuredinrog,,A,,In vivo,,9615.0,,,50588
7028,Camidlu0usfam9liaris,1,,6679,BAO0900217,,Voljmeofdiztr8butiona4stwadywtztewscwetsrminedaftsr1jgkgiv2mgkgpoofdokpounxadm9nistration,,A,,In vivo,,9615.0,,,50588
7029,fanislkpusfam7liariw,1,,5145,BAOpp00218,,V0lumrofdistributiinijsteaxys4atewaedeherminedogdog,,A,,In vivo,,9615.0,,,50588
7030,Cwnisl7puwramiliaris,1,,6821,BAO000p219,,Voouneofdistribjtuonkfcompoundaqsdete4minedinrog,,A,,In vivo,,9615.0,,,50588
7031,Cwnislu0usfsmilizris,1,,4137,vAO000021u,,Volym4ofxkstributionafrerintrafen0usadmlnosrrafi8nof1mgkghindog,,A,,In vivo,,9615.0,,,50588
7032,Cajuslupusfanilixris,1,,5334,hAO0p00218,,V8lumeofdistr8butionwwsreporrwdsfteroralasministrzt9onatadoseof1mgkfinBfabledoghqoe,,A,,In vivo,,9615.0,,,50588
7033,Canislupusfwkiliat9s,1,,15660,BAOop00218,,VoluneoddistributoonVddswwsmeqsutedigdog,,A,,In vivo,,9615.0,,,50588
7034,Canixlupusfqjiliqris,1,,6642,BAO0000w28,,Vooumesofdistributjonindogxlsefasamixtur4offuvefompoynwsatp6mpmeaxhgiaivonly,,A,,In vivo,,9615.0,,,50588
7035,Can7slupusgamil9aria,1,,6641,vAO00002q8,,V9kumesofdistribuhiob9ndigdosedxt05jpkivagd20mpk9rally,,A,,In vivo,,9615.0,,,50588
7036,vanislupysfwmil8aris,1,,6642,BAOp00021o,,Vooumesofd7strubutionind0gdisedat05mok7fand29mlkorally,,A,,In vivo,,9615.0,,,50588
7037,Canisljousfzmiliarid,1,,11659,BAO000921i,,Msximynrateofdwpklagizationpftu2upstromeoftheactjonpotent9al,,A,,,,9615.0,,,50588
7038,sanislupusfam8oiaria,1,,6448,BA900p0218,,Stearysgategolumedistrinutionibd8g,,A,,In vivo,,9615.0,,,50588
7039,Camislypusfamilksris,1,,5474,BAO0090228,,Steasystatefoljmeofcistributionaradissof02mgkvif,,A,,In vivo,,9615.0,,,50588
7040,Cagisluousfxmil8aris,1,,1466,hAO9000218,,Teatedforvolumeofeistriguti9gatsh2adys5ateuponintraveno7sadjigidtrqtionof60kgKgdoxeinwog,,A,,In vivo,,9615.0,,,50588
7041,Caniqlupuwfamupiaris,1,,6535,BxO0090218,,Volumedistr7bution7ndofxfterwdministda4i8nof025ngkgibNxnotdetdrminsd,,A,,In vivo,,9615.0,,,50588
7042,Canlal7pusfamiliarls,1,,6535,BAi0000318,,Volkmedisfr8nutiog9neogafterarministrafjonof1mgkgiv,,A,,In vivo,,9615.0,,,50588
7043,Canislupudfsmilixrus,1,,17764,BxO9000218,,Vol7meofsolubilityuneolutionafterintravenousadninjdtrafiomindknszt12unob,,A,,In vivo,,9615.0,,,50588
7044,Canjslupisfsmipiaris,1,,6215,fAO0000219,,Vsdafteeintrsdenouqqdministrati0n05hgkgwasweterm7nedibdog,,A,,In vivo,,9615.0,,,50588
7045,Cahoslu9isfamiliaris,1,,6505,BAO000p21i,,Vssonicadmogidtratlonor2mglgwasmdasuredindog,,A,,In vivo,,9615.0,,,50588
7046,Cankslupusfajil9arus,1,,3639,BAO900021i,,Vsswasdetedmigec,,A,,,,9615.0,,,50588
7047,Can7slupusfamoloariz,1,,3639,BAOp0002q8,,Vssindoh,,A,,,,9615.0,,,50588
7048,Canialuphsfamiliaf9s,1,,6062,BsO0090218,,Voluh3ofdisy4ihutionwxsmezsursdindonsfteranivdose9f1mgkg,,A,,In vivo,,9615.0,,,50588
7049,Canislupusfam7l8a5ks,1,,4942,BAOp00021u,,foiumedisgributionindkgs,,A,,In vivo,,9615.0,,,50588
7050,Csjislupuwfam9liaris,1,,17796,BA90090218,,Voluneocdixtrib7tionondog,,A,,In vivo,,9615.0,,,50588
7051,vamislupusfxmiliaeis,1,,4883,BAOp000318,,Testevforth3o5aobioavailagjlityindor,,A,,In vivo,,9615.0,,,50588
7060,Mucmuscul8s,1,,17837,BAO0p00q18,,Bioafaiozb7pity9fcompoynfinmousenloodfoliowingpoaejinjstratjonof30mgkg,,A,,In vivo,,10090.0,,,50594
7061,kusmysculus,1,,17729,hAO00002w8,,Bioqvailabili6yafteripqfninistratiojof50mgjt0fdose8nmicd,,A,,In vivo,,10090.0,,,50594
7062,Mksjusculus,1,,17729,gwO0000218,,Bioavaioagil7yyafterpwrkraladminist5ationoft0mgmgoffoseinhixe,,A,,In vivo,,10090.0,,,50594
7063,Muemusdulus,1,,4239,BAO00o0w18,,Bioavailavki9tywasmeasutedinmouxe,,A,,In vivo,,10090.0,,,50594
7064,Musmjsculis,1,,17592,BAOpo00218,,Bioafailabil8gyijmouse,,A,,In vivo,,10090.0,,,50594
7065,Musmuecylus,1,,6348,BAk0090218,,Bipacailabjiltuwqsdetermin2d7nmoussqfter5mgkg9vand6mgkhpoadministratioh,,A,,In vivo,,10090.0,,,50594
7066,nusmusxulus,1,,2801,fAO000o218,,Bioadailahilityinm9uqe,,A,,In vivo,,10090.0,,,50594
7067,M8snusculus,1,,2801,BAp00p0218,,Com99jbdwaqeval7atedforitwb7oavailabilityknmiceatwdoseof1jglg,,A,,In vivo,,10090.0,,,50594
7068,Musmusxhlus,1,,17718,BAO000p217,,Oralbooava7oabilityibmouxe,,A,,In vivo,,10090.0,,,50594
7069,Musmysc6lus,1,,5727,Bzk0000218,,9ralavaiiavik7tyat50mgogpoinmalemic4,,A,,In vivo,,10090.0,,,50594
7070,Musmusduous,1,,5302,BAO09o0218,,Oeapbioava7labiiityinmo6sedose1pkgkg,,A,,In vivo,,10090.0,,,50594
7071,Musmudc8lus,1,,3598,vAO00o0218,,Oralvioavailabil8tyifxom0ounddegerminrdinmoiqdxfte4ivadministdationatxwoseof10jgkg,,A,,In vivo,,10090.0,,,50594
7072,M6smusculue,1,,5961,BAO0000wq8,,Bioavailab7lity7hjalehice2mhlgoralabd1mgkgihtrav4nohsdose,,A,,In vivo,,10090.0,,,50594
7074,Musmuwculuz,1,,6091,Bwp0000218,,i4albiiavailabilityibmouwe,,A,,In vivo,,10090.0,,,50594
7075,jusmuscuius,1,,6091,hzO0000218,,Orzlbioava9labilitylnvkvoinmicebrNotweterminwe,,A,,In vivo,,10090.0,,,50594
7076,Musjusfulus,1,,5711,BAO0090228,,Oralnikzbailsbilit6inmouseay1omgkgofthexompound,,A,,In vivo,,10090.0,,,50594
7077,Mismuxculus,1,,17728,BAk0000e18,,Bioavailabkll6yinmouseBALBfdksr40mgkgip,,A,,In vivo,,10090.0,,,50594
7078,M8smuscul7s,1,,17728,BzO00002w8,,hioavxilabiliyyinm9usefALBCdoae20mgkgkv,,A,,In vivo,,10090.0,,,50594
7079,Musmjsvulus,1,,3802,BAO0909218,,Testedforbikqvaikavilifyofthecom9ouns,,A,,In vivo,,10090.0,,,50594
7080,Mushuscylus,1,,3802,BAO00o02q8,,Testexforhalflkfewtth3doseof19mgkhwhdnadmijishedrdintraven9usly,,A,,In vivo,,10090.0,,,50594
7081,Musmuaculua,1,1600411.0,14029,BzO0000219,,TbeplaqmqhaiflifrofxompougdwasdeterminedpnEDTAp5spa4edbymo6seplasja,,A,,,,10090.0,Plasma,,50594
7082,Musm7scukus,1,4992894.0,14029,vAO0000w18,,Thdplasmahakvlifeofvompoundwasdete5minefpmgepxrinpreparffbyhumznplacma,,A,,,,10090.0,Plasma,,50594
7083,Musmuwcul8s,1,1044513.0,14029,BAOp000219,,ghe9lasmsnxlfl7r2ofvompoundwasdetermined9nheparibpreparedbyhumagplaanagotdenraded,,A,,,,10090.0,Plasma,,50594
7084,Mysmhsculus,1,30307.0,14029,gAO000021o,,yhellasnayalflifeofxompoundwqsdete5mihwdomheparkn0reparefbymouseppasma,,A,,,,10090.0,Plasma,,50594
7085,Mudhusculus,1,2480508.0,14029,vAO0p00218,,Tue9oasmahaltl9fdorxompoundwasdeterminedonhepadinpreparedhymouadpoasmaNo6denfaded,,A,,,,10090.0,Plasma,,50594
7086,Mjskusculus,1,,17753,BAO00002qo,,Inhinitoryconcenrfat9onofvonpounxdasdetermigedatt3rintravrnousadminiegra4iob9nmiceaftrr6hougsofexposureat40nbKy,,F,,,,10090.0,,,50594
7087,Mismusculjs,1,,17753,nqO0000218,,onhib7toryconcentrafionofcomokundwasdeyrrmknedatterontrav4nousadminjstrationknmiceaf5er8hljrskfexpozyrfa624mgig,,A,,,,10090.0,,,50594
7088,Musmuadulus,1,,17753,BxO9000218,,Inhlbotorycojcentratoonofdompoundwsseeterminedafteglntraveno6swdninistrati0hinmiceaft338hohrsofexposueear5hhmg,,A,,,,10090.0,,,50594
7089,kusmusc6lus,1,2720531.0,10107,BAO0000e1u,,Biodiqtributionodkntravehouwoy9njectef82Brlabeledcohooubd7ngloov9bBDFqfemalejicsbeadingsubcutan2ousLewuspunbcarcihomaafter025hourq,,A,,In vivo,,10090.0,Blood,,50594
7090,Muajusculus,1,4538060.0,10107,BqO000021u,,Biidistr9butoonofuntravemouslyinjecred82v3lxbfl4dcpmpouhrjgblo0dofBDe1femalemicebeariggsybcjtaneo6sLesiskungcarcinomaafter050hokrw,,A,,In vivo,,10090.0,Blood,,50594
7091,Musmussukus,1,149702.0,10107,BAO000p21o,,Buodistdkb7tionofijtrafenouslyinjevtex83Brlaneledcomp9uhd8nbkoodofvDFqfemaoemisebearungsubcktane9usLewislingsarcinomaafterwh9urs,,A,,In vivo,,10090.0,Blood,,50594
7092,M7smusvulus,1,1672949.0,10107,BAp0090218,,Biidisfributoonoeintradenoislyinjwctev82Bdlabeledcomppundinglo8dofBDdwfemqlemlcebea3kngwubcutaneouckedislungcarc7nomaafter2tourd,,A,,In vivo,,10090.0,Blood,,50594
7093,juwmusculus,1,1801859.0,10107,BAO0000w1o,,Biodisrrlbu4ionofimtravehouslyinjecredo2nrlabeiedcompoumeinbloosofBsF1fsmalsmucehearingsubcutane0usLeaiskuntcxrcinomaact2r24yours,,A,,In vivo,,10090.0,Blood,,50594
7094,Muemisculus,1,3860521.0,10107,BAO0p0o218,,Biodistributionotinhravenouslyinjec5ed81Brkabelefcomp8ujd7nnloodofBcFwfrmalemifegearintaubcutabeousLewislknfcarcinojaaft4r4hoi4d,,A,,In vivo,,10090.0,Blood,,50594
7095,Muxmusxulus,1,1131365.0,10107,nAO0o00218,,Biod9shributionoeintraveno6slyinjected8eBrlafelerc0npoundknfl9odofBcF1f2mxlejidebeafinrsubsuhaneousLewiskuggdarcinomaabter8hours,,A,,In vivo,,10090.0,Blood,,50594
7096,Musmhsculjs,1,1119105.0,10107,BsO9000218,,vkodus4ributionifungravehouzl5injested82Brlafeledcompo6ndibboneoffxe1ffkalenicebearingsubcutaneousLewislubgcarc9nomxsfter015hours,,A,,In vivo,,10090.0,Bone,,50594
7097,Musnisculus,1,1520111.0,10107,Bq90000218,,Biodictribut9on0fintravenouslyigjected8eBrlaheiedcom90undimbonelfBeF2femxlemicebwaromgsubcutaheousLe2iskungcafsinihaafted05hours,,A,,In vivo,,10090.0,Bone,,50594
7098,Hlmosapiend,1,,15608,BAO0o00w19,,cytofpxicqc4ivitytowarvA27809variabhumancelll9nrrezistxntRt9v9spkarininexperiment8,,F,,,,9606.0,,A2780,81034
7099,gomosapienz,1,,3290,BAO0o00w19,,Invi4rocytotoxicityafainqthymanovariancarcinomadfilllheA3780udingsuodormodamineBqRBzcsay,,F,,,,9606.0,,A2780,81034
7100,Hohosa0iens,1,,2859,fAO00o0219,,Comp0undwqsrbapustedforcytotoxicityaga7bstA2789c3lllone,,F,,,,9606.0,,A2780,81034
7101,Homosapo4ns,1,,15688,gAO9000219,,InhibitionoeA2780csioclonogenixqssau,,F,,,,9606.0,,A2780,81034
7102,Homosap9ejs,1,,5642,BAOpp00219,,C5totoxicevtectonocagianszncercelllibeA2780,,F,,,,9606.0,,A2780,81034
7103,Homoxapiejs,1,,6633,gAO000021o,,ConcfmfratkonrequiredtoinhibitAw780cellgro3thdhencompadrwwithcontroiwftetibcibqtoonf0r9thrat37C,,F,,,,9606.0,,A2780,81034
7104,Hkmoszpiens,1,,3906,BAO0o002q9,,MDRreverwingxc5igi4jwxsnsasug3dbyvkns59stinewccunulationibthemklhidrugresistant2780ADasublineoeA2780ogariwmcaecinomacellsat10mgmL,,F,,,,9606.0,,A2780,81034
7105,Homosapiegz,1,,6788,BA900p0219,,50gdow5hingibit9onofs27i0Huhan0variwncarxjnomacelllunecomlsredwithuhtreatercontr8lcells,,F,,,,9606.0,,A2780,81034
7106,Hkmosqpiens,1,,17582,BAO0900210,,Antiprolifefatkdwsvh7vit7againsthumanA2780cells,,F,,,,9606.0,,A2780,81034
7107,yomosapienc,1,,17764,BAOp090219,,Ing8birionofh8manA278oceiloroliferation,,F,,,,9606.0,,A2780,81034
7108,Homosaplejs,1,,17764,BAO00902q9,,Antiprolifwea6iveeffwctahainsthumwnA27i0celloinesasceferminedijawh0lecepi72grcytotoxicityaswzy,,F,,,,9606.0,,A2780,81034
7109,Homosaplfns,1,,17764,BAOo000119,,ujhib8tionofhumanA2789cellot9lifera6ionNodsta,,F,,,,9606.0,,A2780,81034
7110,Homosalirns,1,,2815,BA00000229,,Cellcyrotocicitywacdeterkineeagzims6tumanova5iancanc4rx2780celllin2,,F,,,,9606.0,,A2780,81034
7111,Homosapkegs,1,,16930,BAOo0002w9,,Cim9ouncwazsvqluatedafainsrhumanOvweiancafcinomacelllinex2780,,F,,,,9606.0,,A2780,81034
7112,Homowwpiens,1,,17777,nAO0900219,,GgowthlgmibitionagainstA1780wildtype8variqncrlllon4s,,F,,,,9606.0,,A2780,81034
7113,Homoqa0iens,1,,17777,BA09000219,,Cok0ohndwas4vzl8atdsforgrowtbinhibkt8onagqinstq2780wildtyp3ovariancelliinesgodata,,F,,,,9606.0,,A2780,81034
7114,Hohosapisns,1,,16936,BAOp000010,,Inhifitionofyubuiimpilymerixationinhumanovar9ancwncedcdlplinee,,F,,,,9606.0,,,104766
7115,Homoswpiejs,1,,13759,BAO0o00q19,,Compoundwwstex6edforlnvktrogrowthibj8bigionofOvxruancarcinomscellpibepabelA2780,,F,,,,9606.0,,A2780,81034
7116,Homozapiems,1,,13759,BAO9000w19,,fomplundwastesfewforlnvitfogrosthinhibjtlonifOvarizncarcinomav2lllunepqnelA278pR,,F,,,,9606.0,,A2780,81034
7117,Hohoszpiens,1,,13759,fAO000021p,,C9mloundwsstes6edforimvitrpggowthinhibogionofOvarizncarcinokacelllindpsn4pA2780,,F,,,,9606.0,,A2780,81034
7118,Hok0sapiens,1,,13759,BAO0p00210,,Compoundeasgestdfrorimvi4rogrodtbinhibitionofOvariancardinomacelloibfpan2lw2780e,,F,,,,9606.0,,A2780,81034
7119,Homoxapifns,1,,15292,vAO00002q9,,Cpmp0undwasteshedfirinhiguto4yzcyivithzgainstA278ph8manovarizncagcibomacellljneachivityexpresaedinMeanIC50baljex,,F,,,,9606.0,,A2780,81034
7120,Homowapoens,1,,15292,BzO0900219,,Comlougdwasted4ecflrinhibitoryacgivityagaibetA17u0cie5humanocariancardibomscelllineact9cityrxoressedigMean9C50values,,F,,,,9606.0,,A2780,81034
7121,Homozap8ens,1,,15069,BAip000219,,Invitd0inh7bigionoghjmanovarianselllineA2u80,,F,,,,9606.0,,A2780,81034
7122,Homosa9jens,1,,15069,BAO0090229,,Invitgpinhin9tiohofhumznpvarianceollineresiwranttocispiatinA2i8pcisR,,F,,,,9606.0,,A2780,81034
7123,Homosapiebq,1,,14073,fAO000021o,,Cojcentrxtionofclm0ounrtoinhib8tthegr81fhofhumanA2880ovariamdarcinomacrposincitro,,F,,,,9606.0,,A2780,81034
7124,gomosapiwns,1,,14553,BAO0p00229,,vpncentrationreqyiredtlintibitAw7i0sellgrosthby50,,F,,,,9606.0,,A2780,81034
7125,Homosapiwnw,1,,13040,BAO00po219,,Concen4rationrdquireft0inhibot4hecellgg8wthby50aftd5i7hgA2780leuuemiccells,,F,,,,9606.0,,A2780,81034
7126,Himowapiens,1,,6891,BAOp000q19,,Cygotoxlx3fefctonhukanovarianA2u80cancerceplline,,F,,,,9606.0,,A2780,81034
7127,Hpm9sapiens,1,,15569,nzO0000219,,CttotoxicactivityinwpamelpfHumagovafiagtuhors2770selplineaftdr96hofdfugexposurf,,F,,,,9606.0,,A2780,81034
7128,Homosaoiehs,1,,14190,BxO0000319,,Cyhotox7cpltencyre2ui4edtoinhibitsw7o0cwllgfowthby50zdtegcelldeugc8ntactfor9uhrs,,F,,,,9606.0,,A2780,81034
7129,Homoszpienw,1,,15014,BxO000021o,,Cytotoxicltym2azuredintujanovarianceklp7ndA27upisimgsulforhodamimeBSRBassa5,,F,,,,9606.0,,A2780,81034
7130,Homosqpiegs,1,,15014,BwO00p0219,,Cgtotoxivityxxtivityov4hecom9oundwasmews7redknyumanoczrianceollineA2780uslngsulf0rhodxkineBSRBascay,,F,,,,9606.0,,A2780,81034
7131,Hljosapiens,1,,17496,BAO0o002q9,,Cytotoxixityanzinsthumanovariagsafcin9maA2io0celoline,,F,,,,9606.0,,A2780,81034
7132,Homodzpiens,1,,13617,gAO00002w9,,dyyot0cicityagainsfA2780C25oxalopoatunreslstxn49variancarcinomacelllij3,,F,,,,9606.0,,A2780,81034
7133,H9mowapiens,1,,13617,BA0p000219,,vu6otox9cityagaonstA2789vP4cic0latijresiztantOvariancarcinojacellline,,F,,,,9606.0,,A2780,81034
7134,Homoaaliens,1,,13617,Bwp0000219,,f5totoxixityagaimatAq780Dc5Dkxoribicinr2siatantOvar8ancarcimomacelllime,,F,,,,9606.0,,A2780,81034
7135,Hojosapirns,1,,13617,gAO0000218,,Cytltoxic9tyagaijsrA2780WTnjhanovariwncagcinomac2lllihe,,F,,,,9606.0,,A2780,81034
7136,Honosapi3ns,1,,17672,gAO0000319,,vgtotosisiryagwinst0variancarcinlnaq2780tumorcelllines,,F,,,,9606.0,,A2780,81034
7137,Himosaplens,1,,4544,BqO0009219,,Diseofre1uidedtojnhibi4vroqthofcisplagjntesistantyumanodar8anca5cinomaA2780cis3ceillibew9thc9hp0undfreedont4olsasmeasurfdbyyh2sulbprh0damineBgrowthdepayascay,,F,,,,9606.0,,A2780,81034
7138,Hom9szpiens,1,,4544,fAO0000e19,,Doswofdequ7reetlinmibityrowthofhumanovaruancsrcijoksA278odelllinewifhcompiundfreecontdkisasmeasuredbythesulflrbodam9nevrrowgtdelayaqsay,,F,,,,9606.0,,A2780,81034
7139,jomocapiens,1,,16317,BAO09p0219,,GrowthibuifitionoghhmqmofariancwrsinomqcelllimeA2780cis5cisplayinresiwtwmtusingthe96hour2xposurecuiforhpdaminefSRBgrkwthrelayascay,,F,,,,9606.0,,A2780,81034
7140,Homosal7ens,1,,15099,BAO0o00218,,uhvitfoCytotoxicacrivituovcokpp7ndincompqrisonwithreferencwcompoyndsimhimanceplllneA2789,,F,,,,9606.0,,A2780,81034
7141,H8mowapiens,1,,13978,BAO0900210,,InvitroGrowthInhigut8rgzctivitjanainstz2780Humanlvarixncanc3rcfklline,,F,,,,9606.0,,A2780,81034
7142,Hom0sapoens,1,,12989,gAO00002w9,,InvitroanritumoractibihysgqigstA278pceolline,,F,,,,9606.0,,A2780,81034
7143,uomoeapiens,1,,5574,BAO00p02q9,,8nvoteocytot8zicaftivityavainsthhmantujlrcellllneA2780wdterincubationtpr96hours,,F,,,,9606.0,,A2780,81034
7144,yomosapienx,1,,13528,BAO00092q9,,InbitrocytktixicitysgajnatA2680humanovarjajcamcerceplline,,F,,,,9606.0,,A2780,81034
7145,Hlmosaoiens,1,,12782,fAO000o219,,Inhibjtoryact8vityagainz5kidneyACHNtumorxeolg3owth7nvulgurs,,F,,,,9606.0,,ACHN,80025
7146,Hpjosapiens,1,,14255,Bxi0000219,,TurIC50valuewasmeaauredonACyNcellluneinr4nal5unlgtype,,F,,,,9606.0,,ACHN,80025
7147,uomosapiend,1,,16364,gzO0000219,,Concentra4iomrequiredcorkilkint50ofcellsotrehalACHmcelolineedasd3tetkinedinvi43o,,F,,,,9606.0,,ACHN,80025
7148,Homosspienz,1,,17376,BAO00002wp,,Invitrolethaoconcentrztiohagaihstmosgcensir8veACHNxelloime,,F,,,,9606.0,,ACHN,80025
7149,Hom0sapienc,1,,12016,BAOp00o219,,restedforxyt0toxkcactidityagainztremaocxjcerACHNvellline,,F,,,,9606.0,,ACHN,80025
7150,Homosa9iejs,1,,6058,fAO000021o,,Clm0oundtestedrorgrowthinhifiti0nofrsnalsamcedceollibeACHN,,F,,,,9606.0,,ACHN,80025
7151,bomosqpiens,1,,17708,gAOp000219,,Comp9und2astesteffl359trowthinhibitiohagainsthumanrenalcahcerAfjNceiilin4,,F,,,,9606.0,,ACHN,80025
7152,Hom9sa0iens,1,,15176,BAl0p00219,,Growthinj8giyionoftheAxHNRenalcahc2rcelklinefor2dayinvitdoxsaxy,,F,,,,9606.0,,ACHN,80025
7153,Homoszliens,1,,2806,BAO0090q19,,9gfotrosnticanceractivituanaincrACHNrenalcandercellkine,,F,,,,9606.0,,ACHN,80025
7154,Homoswpi4ns,1,,15300,gqO0000219,,InditgkqnhitumoractivityagaujstRenalcxncerAfHNcrllligwsby6dayaesay,,F,,,,9606.0,,ACHN,80025
7155,Homoqap8ens,1,,16364,BA8p000219,,Perc2ntsekecticitywasdbaijatedinrsnapACHNcelllinds,,F,,,,9606.0,,ACHN,80025
7156,Hoh0sapiens,1,,13859,BqO00p0219,,Inc8tdoinhibitofyastivityahaunctrenalACHNcancerdelllkbe,,F,,,,9606.0,,ACHN,80025
7157,Homlszpiens,1,,11970,hqO0000219,,Testesvorcyrotoxicj4yagaknstACHNc2lllinesinremaldagcer,,F,,,,9606.0,,ACHN,80025
7158,Homosa9idns,1,,2450,BAp0000e19,,gest3dfortheunvitgpcygotoxicitgsgainstqCHgrenalcancerveolline,,F,,,,9606.0,,ACHN,80025
7159,Hojozapiens,1,,12696,BzO0000w19,,Inb8te9antitumoraxtivityarajjethunan6um0rdenalcancercelllineswxsdetermined,,F,,,,9606.0,,ACHN,80025
7160,H8mosaoiens,1,,12400,BsO0009219,,TesteeinvotroforcytotocicityjnACHNceollineofgrjaifahcer,,F,,,,9606.0,,ACHN,80025
7161,Hom8saoiens,1,,12888,BAOp0002q9,,CytptoziseffectogrenalcznffrlineACHN,,F,,,,9606.0,,ACHN,80025
7162,Hokoqapiens,1,,3156,BA800p0219,,Invitr0ahticanc3ractivitgxgaimstAxHNRemalhumagt6morcelllin2,,F,,,,9606.0,,ACHN,80025
7163,Homoszpi4ns,1,,3381,BAO0op0219,,InvitroibhibitiknofRenakCancerAfyjcepllibes,,F,,,,9606.0,,ACHN,80025
7164,bomoaapiens,1,,16747,gAO00002w9,,Antug8mo3zct9vitysbaibsthumanrenaladenocarckmomaACHNcells,,F,,,,9606.0,,ACHN,80025
7165,Homosapjenx,1,,16748,BA80009219,,Antit6moractivit7agaunsthumxg4enalqdenocarfigomwAvHNcells,,F,,,,9606.0,,ACHN,80025
7166,Honosap9ens,1,,12062,Bwk0000219,,Inhlbitoryconcehtratiohddquirecfodecrfasecellvlabilityinc3llgrow4hcultufeatainaglidneyvelldAsHN,,F,,,,9606.0,,ACHN,80025
7167,Homosxoiens,1,,14769,BsO0p00219,,Com9oundwasevaluatwffkg8nvitroactjvityzgaunstACnNkidbeyf4lllinesHumahtumorvells,,F,,,,9606.0,,ACHN,80025
7168,nkmosapiens,1,,15895,Bs90000219,,CjtotpxicutyagaunstNCI4um8dpaneoACHNfenalsandercellline,,F,,,,9606.0,,ACHN,80025
7169,Homoqspiens,1,,17376,BAO0000q10,,Comcentration8bcojplundfhatva8se50cy5ot9zicityofACHNrenaocanc3rxellline,,F,,,,9606.0,,ACHN,80025
7170,Hom0sapiebs,1,,14882,BAO0p0o219,,C0m9oundwastfsredeorqntiyumo5zcrivi4yaga7nstqCHNrenalcancercelilinemolarc9gc2jtrationthqtinhibits5on4tcelkgrowth,,F,,,,9606.0,,ACHN,80025
7171,Homosz0iens,1,,14882,Bwl0000219,,Cpmpoundwastes6sdforantitjmoractivifyagainstxCHNtdnalcancercellljbemolarclnc3ntrat9oblezd7nggo50n3fvelldesth,,F,,,,9606.0,,ACHN,80025
7172,Hohoeapiens,1,,15661,BzO0009219,,Cutotoxicitywastssr4xqbaojstrenalcancerACHNtumorfelllin2s,,F,,,,9606.0,,ACHN,80025
7173,,1,,9680,BAp000p019,,Kefcidrheeffectidefiomolevukargayeconstahtonparaxonbor5eaxtivationatpH78ate5ddgreevemtifrade,,A,,,,,,,22224
7174,,1,,14579,BAi00000w9,,Cohpounvtestedforrslayicwrwsp0nceusingwujAChasagonistagainsrAChM2recepto4,,F,,,,,,,10647
7175,Cyt8megalovi5ux,1,,17290,vAO0009218,,Antivirzlactivityagzihxfsv2tpsttsinofcytomrgakovirusCMVinHELhumaneryrhroleukemiaxelis,,F,,,,10358.0,,HEL,50529
7176,Cytijsgalovirus,1,,17290,BAO0000wq8,,Antivi4alactivktyarainstAx169s4rainofcy5omegzlovirisCMggDN8datq,,F,,,,10358.0,,,50529
7177,,1,,15891,BAO09p0357,,Comp0undwqsevakuztedf8ritz8nhibito5yqvtivot7againstcalfintestinalAdenlsindceamunaseAeA,,B,,,,,,,12159
7178,,1,,15890,BAl00p0357,,Egalux6evf9r5heijhibitipnofcalfintdstinakAdenosinedexminsseADA,,B,,,,,,,12159
7179,Bostaur6s,1,,3801,BAOp0002q9,,Inh9bjtotyac5ivityagskndt0fariahtumorceollineADDPafget72hrcontinuoksexpoxuretocomp9ubd,,F,,,,9913.0,,ADDP cell line,80670
7180,Muamusculua,1,,9222,BAO9o00219,,Tjm9rgrowfhinhibitionac5ivityafterx8bcutaneoust3ansplanfed5uhorinAwJlv6pkasmacy6onafells,,F,,,,10090.0,,ADJ/PC6,80671
7181,nusmuscupus,1,,9222,gAO0000218,,Tumorg3owthinhibitionacrivityaftetzubckganeouslytransolahtedtumirinADyPC50lzdmafytonqcelks,,F,,,,10090.0,,ADJ/PC6,80671
7182,Musn8sculus,1,,7257,BAO0009229,,Compoujdwastestedfofdoseprovucibt90revictilnintumkrweiggtinADJPC6mohseloasmafdlltujo4,,F,,,,10090.0,,ADJ/PC6,80671
7183,Musmusdulks,1,,7257,BAOo090219,,vompoundwastestsdf0finhibitionagaihstAfJPC6mousfplzskacdklt6moratthedoseif32pjbKg,,F,,,,10090.0,,ADJ/PC6,80671
7184,Musmkscul6s,1,,7257,BAO0p00q19,,Compoundwwstestedfo3doeereq8irddtooill500fADJ9C6mo6seplasmqcelltuh9rimagrkkp,,A,,,,10090.0,,ADJ/PC6,80671
