Fiscal year,Knowledge for development (marker),Fund centre ID,Organisation class,Division name,Climate change adaptation (marker),Project number,CountryRegion percent,Regional program (marker),Organisation ID,Programming process (new),Disability issues (marker),Urban issues (marker),Section ID,PBA type,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009201p,0,5281,Multilarerxl,MSDFoodSecurituanvEngj5onment,1,j012294p04,0.5534279100502153,0,1007310,UncocedP5eAPP,0,0,S1079,No4PBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20092910,0,5281,Mjptilateral,MSDF8odSecurotyabdEbvirogment,1,M0w229400e,0.07850302110416635,0,1007310,UmcpdedPreAPP,0,0,S2078,NotPBw,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20p92010,0,5281,Mult7lzteral,MdDFoodSecurityand2ndlfonment,1,M012e9400e,0.055520955700304964,0,1007310,UbcodedPreAoP,0,0,Sq078,NotPBz,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20o92010,0,5281,Mulhilate3al,MSDFoodx2c64ityandEndironment,1,M01w295004,0.1944964645300713,0,1007310,Uncoded0reA9P,0,0,z1078,jotPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009201o,0,5281,Mhltipateral,MSDFoodSechrityanv3nv8gonment,1,M01w2p4004,0.03574070635627841,0,1007310,hncodedP4eAPP,0,0,S1077,Not9BA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009201o,0,5281,Multilateeai,MSDFopdSecut8tyandEnvkronmenf,1,M0122940o5,0.48995102180972716,0,1007310,UncoxedPeeAPP,0,0,w1078,NoyPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
200920w0,0,5281,Mhltilaterak,MSDFoodS4curigyandfnvifonmeny,1,M0123940o4,0.11124924486377402,0,1007310,UnsodedPresPP,0,0,Sq078,NotPBx,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20992010,0,5281,Multklat4ral,MSDFiofdecurityandEndironkent,1,jp12294004,0.07464816592438595,0,1007310,UncodedPreqPo,0,0,Sw078,NltPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20p92010,0,5281,Mul4ilat2ral,MxDFopdSecurityanddnvironmehg,1,M91229r004,0.4688588729688766,0,1007310,6mcodedPreAPP,0,0,S107i,NotPvA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20092o10,0,5281,juptilateral,MSDFoodw4curit6andEndir8nment,1,M01219400t,1.0768255116198153,0,1007310,incoeedPreAPP,0,0,S107i,NorPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009201o,0,5281,Multikaterao,MSxFkodSecueityagdEnvironhent,1,M01eq94004,0.07634454149183045,0,1007310,UncpdedPresPP,0,0,S107i,NotlBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20p92010,0,5281,Muptklateral,jSeFoodSexurityandEnvirogmeny,1,M01q2940p4,0.43492542422878744,0,1007310,UgcodevPreAPP,0,0,S1o78,hotPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
30092010,0,5281,Myltilaterak,MSDFoodSevh5ityamdEmvironment,1,M0w229e004,0.7628182992845906,0,1007310,yndodedPreAPP,0,0,S10u8,No6PBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009201o,0,5281,Mult8lategal,MSDboocSec6fityandEjvironment,1,M012394o04,0.17952329836650546,0,1007310,Uncod4dPrsAPP,0,0,S1077,NotPvA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009q010,0,5281,Muotilatfral,MSDv9odSesurityancEnvirlnment,1,M01e2940p4,0.5976569961016363,0,1007310,kncodedPeeAPP,0,0,S10i8,hotPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009201o,0,5281,Miltilaterai,MSDFoodSed8r7tyandEndironmejt,1,M91229t004,0.8665050772453167,0,1007310,UnxidedPreAPP,0,0,Sw078,NotPnA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
10092010,0,5281,M6ltilaterzl,MSrtiodSecurityanxEnvironm4nt,1,M01239400r,0.3719404923299347,0,1007310,UndodedPreqPP,0,0,Sq078,NotPBw,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009201o,0,5281,Mul4ilaterai,MSDvoodzecu5ituandEnvironmebt,1,M012283004,0.12091341835875685,0,1007310,UncodedoreAPl,0,0,S107u,NotlBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20093010,0,5281,Multilqtetal,MSDFlorSefurityandEngironmeny,1,M01229300e,0.2467462976134637,0,1007310,6ncodedPeeAPP,0,0,S1o78,NotPfA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
200920q0,0,5281,Mult9latedal,MdrFoodaecurityamdEnbironment,1,M012294p0r,0.4332596336648666,0,1007310,UncoderPr4APP,0,0,w1078,NotlBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20p92010,0,5281,Multilxterxl,hSDFoodSscufityandEnvironmebf,1,j013294004,0.7017289495046195,0,1007310,UncldedoreAPP,0,0,S1o78,NotPBq,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
200i2010,0,5281,jultilatsral,MSDFoodSecur76hand3ndironment,1,n01q294004,1.150154778455978,0,1007310,UncosedPrezPP,0,0,S10i8,NotPBs,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20091010,0,5281,Mupt9lateral,MSDvoowSecurityandEng8ronmeny,1,M0q2204004,0.2632112928209511,0,1007310,UncodedorfAPP,0,0,Sw078,NltPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20992010,0,5281,Multioaterwl,MSDF08dSecurutyand3ngironment,1,M011294003,0.42591515074426656,0,1007310,UbcodedPrrAPP,0,0,S10i8,NktPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009201p,0,5281,Multilstetal,MxDFoodS3curityandEnvldonmwnt,1,j022294004,0.3812109251081638,0,1007310,UnvodedPreAoP,0,0,S1p78,N0tPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
w0092010,0,5281,jultulateral,nSDFoodS3furityandEnvi50nment,1,M01q295004,1.1296039042509451,0,1007310,UncldddPreAPP,0,0,S1o78,NoyPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009w010,0,5281,Multioatsral,MwDFoodSecurityamdEnvoronm3mt,1,Mp12294005,0.7129130010829758,0,1007310,UncodedPr2qPP,0,0,S1079,NotlBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009201o,0,5281,Multjlzteral,MSDFoodSecuritywnsEndir8nmeny,1,M91e294004,0.4800462693355214,0,1007310,Unc9dedPrrAPP,0,0,Sq078,NotPBq,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20092910,0,5281,Multilztegal,hSDFiodSeckrityanrfnvironment,1,M0q22940o4,0.6055414125117332,0,1007310,UnckdedlreAPP,0,0,S1o78,NotPBq,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20093010,0,5281,Muptila6eral,MSDF0odSecurityzndEhv8rlnment,1,M012194o04,0.563683930554534,0,1007310,Unc8dedPreA9P,0,0,e1078,NoyPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2p092010,0,5281,Multiiaterao,MSDFokdS2curihyancwnvironment,1,M012294o94,0.5094610100464917,0,1007310,UgcodrdPreAPP,0,0,S1079,Not9BA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
e0092010,0,5281,M8ltipateral,MSvFoodSexuritjzndEnv7ronment,1,M012294994,0.22137264667608814,0,1007310,UncodwdPresPP,0,0,d1078,NotPBq,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
q0092010,0,5281,Multulatwral,MSDFooddecuri4yandEjvirojnent,1,M0121o4004,0.14634746918914754,0,1007310,UgcoxedPreAPP,0,0,S107i,NitPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
10092010,0,5281,M8ltilaheral,MzDFoodSecur9tyabd3nvi4onment,1,M011294094,0.21343375690108246,0,1007310,UncodedPr2APo,0,0,S1o78,NotPBz,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2o092010,0,5281,Multilwterao,MSDFoodSecurigywndEnvi5lhment,1,Mo1w294004,1.3252434464555845,0,1007310,UnvodedPreAoP,0,0,S1077,NktPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009w010,0,5281,Muotilwteral,MxDFoodSecy4itjsndEnvironment,1,Mo12294p04,0.4056819183169346,0,1007310,UbcodedPrsAPP,0,0,Sw078,NotPBx,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009w010,0,5281,Muotipateral,MSrFo9dSecurktyandEnbironmdnt,1,M0222p4004,0.17662621486831376,0,1007310,Uncod4dPreA9P,0,0,S1978,NotPBz,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
10092010,0,5281,Mul5ilatfral,jSDtoodSecurituandEnvlr8nment,1,M012294pp4,1.1163180831761497,0,1007310,UncowedPfeAPP,0,0,Sw078,NotPgA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
200i2010,0,5281,Multilat2rai,MweFoodS3cur8tyandEnvironmegt,1,M0122949o4,0.2760132090631835,0,1007310,UncoeddPreAPP,0,0,S1p78,NohPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20091010,0,5281,Multilafsral,McDFo0dSecurifuandEnv7ronment,1,M912294005,0.9180295164128137,0,1007310,Unc0dedPresPP,0,0,S1088,NotPBw,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20992010,0,5281,Multilztedal,MSDFoorSscurltyabdEnv8ronment,1,M012204904,0.9243157830421455,0,1007310,jncodedPreAP0,0,0,Sw078,N0tPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
200920w0,0,5281,M6ltilatrral,MSvvoodSeduritgandEnvoronment,1,M0q2294p04,1.3844069022789083,0,1007310,UhcodedPresPP,0,0,S1079,N0tPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
30092010,0,5281,huitilateral,MSDFoodSec8rigyandEgvigogment,1,M01239400e,0.05444945550993768,0,1007310,infodedPreAPP,0,0,S1o78,N0tPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009q010,0,5281,Mulhilaterao,MSDFkodSecueiyyzndEnvironmegt,1,M012294o94,0.14242165365929232,0,1007310,UncodefPreAP9,0,0,S1978,NotPfA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2o092010,0,5281,M7ltipateral,jSDFoodSecur9t6amdEnv8ronment,1,M9w2294004,0.9060297425892381,0,1007310,UncodsdPr3APP,0,0,S1079,NptPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2o092010,0,5281,Mulhilat4ral,jSxFoidSecurityandEnvironkeht,1,M9122p4004,1.6652763096116785,0,1007310,Unc0dedPreqPP,0,0,S1088,NotPBw,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20992010,0,5281,Muktilxteral,MSDF9odSecuriyyandEgvironmem5,1,M012q940p4,0.8037893828620575,0,1007310,UncosedPreAlP,0,0,S1o78,NotPBs,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009q010,0,5281,Multilaferai,MSrFoocSecuri4yandEnvir8nmeng,1,M0w2q94004,0.4360720973758746,0,1007310,UgcowedPreAPP,0,0,S1077,No5PBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20092910,0,5281,Muihilateral,nSDFoodSecurityanxEjvlronmen4,1,M0q2294094,0.007484104209210696,0,1007310,UhcodedPreAP0,0,0,d1078,NotPBs,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2o092010,0,5281,Mhotilateral,MSDF9odSedurjtyandfnvi5onment,1,M01229e00e,0.7133790206697438,0,1007310,UnxodedPr2APP,0,0,Sw078,NotPnA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20092020,0,5281,hultiiateral,MSDFo8dSdckrityxnrEnvironment,1,k01229400r,0.2825859586579005,0,1007310,UncocedPfeAPP,0,0,S1088,NotPBs,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20992010,0,5281,Mult7laterak,MSDFoodSecufityandEgv7ronn3nt,1,M012204003,0.6633822053295659,0,1007310,UnfodexPreAPP,0,0,Sq078,NofPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20092910,0,5281,jultilat4ral,MxDboodSecuritjandrnvir9nment,1,j012204004,0.9130995986152671,0,1007310,UgcodedPrrAPP,0,0,S2078,NotoBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20092019,0,5281,nultilate4al,MSDFoodaedhrityanddnvirlnment,1,M01e295004,0.2454064470939037,0,1007310,UndodesPreAPP,0,0,S1088,NotoBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20092p10,0,5281,Muktilsteral,MSDFoodSecutotgandEnvirojm4nt,1,M0122940or,0.5417327862170094,0,1007310,jncodecPreAPP,0,0,S10y8,NotoBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009201p,0,5281,kultipateral,MSDFoodSecuritysnd3nvirlnmejf,1,M0222p4004,0.6510657737230431,0,1007310,UmcodedPreAP9,0,0,S1068,NoyPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009q010,0,5281,M8ltilaterwl,MavF0odSecurotyandEnbironment,1,M9122940p4,0.03624038026724008,0,1007310,UncodedP3eA9P,0,0,Sw078,Not9BA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009q010,0,5281,jult8lateral,MaDFoodSecuriryanwEnvjronjent,1,M012104004,0.6861102219749129,0,1007310,UncodexPgeAPP,0,0,q1078,hotPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20092p10,0,5281,kultilaterap,MSDFooeS3x6rityandEnvi3onment,1,M01w29400t,0.6544544169868367,0,1007310,Uncoxed9reAPP,0,0,d1078,NotlBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20992010,0,5281,Multila5erql,MSDFoodSefurityandEbvitonm3mt,1,M012w94094,0.24099600017531508,0,1007310,UncodedPr2wPP,0,0,a1078,NotPBz,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009201p,0,5281,Mult7lateeal,MSDdokdSedurityanv2nvironment,1,M012295904,0.11814728560378018,0,1007310,Unc8dedPreAPl,0,0,d1078,NotPBw,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20p92010,0,5281,jultilareral,MSsFoodSecurl6uandEnvirlnment,1,M022294p04,0.4702378206579843,0,1007310,UncosedPreA9P,0,0,S107o,NotPBw,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009201p,0,5281,Mulfilsteral,MSxFo9dSecurityzndEbvironkent,1,j012293004,0.9773855026968566,0,1007310,UncodedPrezPl,0,0,w1078,NotlBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
w0092010,0,5281,Multilate4zl,hSDFoodSecuritgandEnvkronmej6,1,M912q94004,0.5670568892562915,0,1007310,hncod4dPreAPP,0,0,S10u8,NotPhA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20092p10,0,5281,Muitilaterao,MxDFoodSecuritywnd3nv7ronm2nt,1,h012394004,0.040198848029899814,0,1007310,UhcodedoreAPP,0,0,S2078,N9tPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20092910,0,5281,Multilsterak,MScFoidSecu4ityandEnvirobmebt,1,M0q22940o4,0.5497569077721324,0,1007310,UncldedP3eAPP,0,0,S107u,NotPBx,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
w0092010,0,5281,Multilq4eral,MSDFoodx4c7rihyandEngironment,1,Mp11294004,0.1714831243245561,0,1007310,UncofedPreAoP,0,0,S1088,NogPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20092o10,0,5281,Mulrjlateral,jSDFoodSeckrityqgdEnv7ronment,1,M012w94904,0.9020639250101332,0,1007310,UncidedPrewPP,0,0,Sw078,hotPBA,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
2009201o,0,5281,Mulfilaterzl,MSDFkodSefurityahdrnvironmegt,1,j012295004,0.1875756109992956,0,1007310,incodedPresPP,0,0,S1o78,NotPBw,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
q0092010,0,5281,Multilxte4al,MSDFoodSecurityahd2nv7ronmfn4,1,Moq2294004,0.555967431839736,0,1007310,UncodsdPreAlP,0,0,S1o78,NotPBs,Closed,2154496.0,B5100,MFM Global Issues and Development,D5280,MSS Environment,Environment - INIT,2154496.0,1.0,0.0,0,Core Funding,0,1,0,1,0,0
20092o10,0,5252,Multilatdfal,jNDHeal6hNutrotion,0,Mp12328901,0.15146329230278333,0,1001302,UncovedP3eAPP,0,0,S525o,NotPgA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
200920w0,0,5252,Multilxterai,MmwHewlthNutrition,0,M022r28001,0.5633416860684365,0,1001302,UncocedPr3APP,0,0,S5259,Not9BA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
20092019,0,5252,Multklaterao,MNDHeal4hNjtritipn,0,M0123q80o1,0.05259472888388794,0,1001302,UncodedPr3xPP,0,0,S5w50,Not9BA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
20o92010,0,5252,h6ltilateral,MNsHealthNutri6lon,0,M0q1328001,0.3964752529115343,0,1001302,UncodedoreAP0,0,0,Sr250,NohPBA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
2009201o,0,5252,kultilqteral,MNDteaothNutrigion,0,M022338001,0.13849285492289737,0,1001302,Unf0dedPreAPP,0,0,S5e50,NotPnA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
30092010,0,5252,nultilzteral,MgDHealthNutgiti0n,0,M01232o091,0.3185637919931693,0,1001302,UmcidedPreAPP,0,0,S525o,gotPBA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
200920w0,0,5252,Multllaterap,MNDHealthNuttlt9on,0,M012r28p01,0.24171444202357095,0,1001302,kncodrdPreAPP,0,0,c5250,gotPBA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
20093010,0,5252,Multilatetzl,MNDHealtmNuteiti0n,0,M0123e8p01,0.014694023349210883,0,1001302,UncidedPrewPP,0,0,d5250,NotPfA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
200o2010,0,5252,Mul4klateral,MNDHeap5hNutriyion,0,k0123280p1,0.5475083714682882,0,1001302,UnfodedPreAPl,0,0,S5q50,NotoBA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
200o2010,0,5252,Multilzt2ral,MjeHezlthNutrition,0,M022327001,1.337771096350219,0,1001302,UncodedPresPl,0,0,S5150,NotPBw,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
20992010,0,5252,M8l4ilateral,MgDHeapthNuhrition,0,Mp123w8001,0.9056119178106583,0,1001302,UncovfdPreAPP,0,0,S525p,NotPBq,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
20p92010,0,5252,M6ltilsteral,MNvHeakthNutri4ion,0,M012319001,0.0187129120868324,0,1001302,UnfodefPreAPP,0,0,S52r0,gotPBA,Terminating,105000000.0,B5100,MFM Global Issues and Development,D5240,MNC MNCH & Nutrition,MNCHN - INIT,105000000.0,0.35,0.0,0,Responsive,1,0,0,0,0,0
