ppersonale_id,data_pagamento,cliente_id,noleggio_id,ammontare,data_noleggio,npersonale_id,inventario_id,pagamento_id,data_restituzione
1,2005-06-16 18:27:52,442,1774,2.99,2005-06-16 18:27:52,2,3058,11921,2005-06-21 13:35:52
1,2005-07-06 08:10:02,442,3661,2.99,2005-07-06 08:10:02,1,2600,11923,2005-07-10 10:17:02
1,2005-07-07 03:38:22,442,4052,5.99,2005-07-07 03:38:22,2,206,11924,2005-07-13 02:56:22
2,2005-07-07 19:47:46,442,4365,2.99,2005-07-07 19:47:46,2,3207,11926,2005-07-08 23:21:46
1,2005-07-27 18:41:35,442,7460,0.99,2005-07-27 18:41:35,2,919,11931,2005-07-29 15:16:35
1,2005-07-28 02:48:31,442,7671,2.99,2005-07-28 02:48:31,1,3464,11932,2005-07-30 23:04:31
1,2005-07-29 19:20:49,442,8758,4.99,2005-07-29 19:20:49,2,2816,11934,2005-08-05 21:57:49
1,2005-08-19 05:55:14,442,12948,0.99,2005-08-19 05:55:14,2,4173,11940,2005-08-22 01:05:14
2,2005-08-19 07:40:08,442,13004,0.99,2005-08-19 07:40:08,1,771,11941,2005-08-20 11:49:08
2,2005-08-21 03:48:43,442,14199,0.99,2005-08-21 03:48:43,1,658,11943,2005-08-23 04:01:43
2,2005-07-31 09:08:03,443,9740,1.99,2005-07-31 09:08:03,2,3497,11956,2005-08-06 04:48:03
1,2005-05-28 08:36:22,444,557,0.99,2005-05-28 08:36:22,2,158,11970,2005-06-03 10:42:22
1,2005-06-15 04:53:01,444,1239,0.99,2005-06-15 04:53:01,1,3731,11971,2005-06-16 07:03:01
2,2005-06-15 16:25:26,444,1397,3.99,2005-06-15 16:25:26,1,1830,11972,2005-06-21 20:45:26
2,2005-07-06 00:02:08,444,3498,4.99,2005-07-06 00:02:08,1,1869,11977,2005-07-10 00:19:08
1,2005-07-06 01:39:08,444,3539,0.99,2005-07-06 01:39:08,1,4081,11978,2005-07-07 05:38:08
2,2005-07-08 09:31:27,444,4648,6.99,2005-07-08 09:31:27,2,3490,11979,2005-07-13 03:55:27
1,2005-07-10 12:29:43,444,5753,2.99,2005-07-10 12:29:43,2,3639,11980,2005-07-17 12:50:43
2,2005-07-11 16:52:07,444,6285,2.99,2005-07-11 16:52:07,2,2140,11982,2005-07-13 21:33:07
2,2005-07-28 02:58:39,444,7679,3.99,2005-07-28 02:58:39,1,1063,11983,2005-08-02 04:58:39
2,2005-07-31 05:06:02,444,9634,1.99,2005-07-31 05:06:02,1,924,11984,2005-08-04 06:53:02
1,2005-08-01 18:14:14,444,10693,4.99,2005-08-01 18:14:14,2,2387,11986,2005-08-03 22:00:14
2,2005-08-19 05:53:34,444,12946,2.99,2005-08-19 05:53:34,1,2066,11992,2005-08-20 07:30:34
1,2005-08-22 17:58:27,444,15249,4.99,2005-08-22 17:58:27,1,121,11996,2005-08-30 14:55:27
1,2005-05-27 22:49:27,445,481,2.99,2005-05-27 22:49:27,2,72,11999,2005-05-30 17:46:27
1,2005-05-30 18:13:23,445,960,2.99,2005-05-30 18:13:23,2,1966,12000,2005-06-04 00:12:23
1,2005-07-07 03:03:33,445,4041,0.99,2005-07-07 03:03:33,2,2217,12001,2005-07-09 07:57:33
1,2005-07-11 20:08:34,445,6346,0.99,2005-07-11 20:08:34,2,4066,12004,2005-07-16 16:35:34
2,2005-08-01 05:10:02,445,10341,0.99,2005-08-01 05:10:02,1,3304,12012,2005-08-07 11:01:02
1,2005-08-17 14:21:11,445,11877,3.99,2005-08-17 14:21:11,1,4528,12016,2005-08-25 19:46:11
1,2005-06-18 04:59:48,446,2248,4.99,2005-06-18 04:59:48,2,1999,12028,2005-06-19 08:51:48
2,2005-06-19 14:03:56,446,2710,0.99,2005-06-19 14:03:56,1,2965,12031,2005-06-21 16:15:56
2,2005-07-09 20:17:19,446,5409,2.99,2005-07-09 20:17:19,1,3538,12036,2005-07-13 23:30:19
2,2005-07-29 15:49:03,446,8670,4.99,2005-07-29 15:49:03,2,2354,12046,2005-08-01 20:19:03
2,2005-07-30 02:08:25,446,8922,9.99,2005-07-30 02:08:25,2,1696,12048,2005-08-08 07:19:25
1,2005-07-30 02:08:49,446,8923,3.99,2005-07-30 02:08:49,2,2425,12049,2005-08-03 23:45:49
1,2005-07-30 09:19:41,446,9116,0.99,2005-07-30 09:19:41,2,2917,12050,2005-08-03 08:01:41
2,2005-08-18 12:26:43,446,12480,8.99,2005-08-18 12:26:43,1,3339,12053,2005-08-26 13:23:43
1,2005-05-27 20:08:55,447,461,2.99,2005-05-27 20:08:55,1,2077,12056,2005-06-01 14:32:55
2,2005-05-29 07:32:51,447,732,0.99,2005-05-29 07:32:51,2,2530,12057,2005-05-30 10:08:51
2,2005-07-07 21:29:40,447,4403,4.99,2005-07-07 21:29:40,1,3973,12062,2005-07-09 17:58:40
2,2005-07-30 07:58:12,447,9076,5.99,2005-07-30 07:58:12,1,496,12071,2005-08-08 06:04:12
1,2005-07-30 15:56:39,447,9288,6.99,2005-07-30 15:56:39,2,2640,12072,2005-08-04 13:25:39
2,2005-08-02 03:33:30,447,10957,5.99,2005-08-02 03:33:30,2,1652,12074,2005-08-10 06:19:30
1,2005-08-02 21:43:52,447,11465,5.99,2005-08-02 21:43:52,1,2190,12076,2005-08-10 22:24:52
1,2005-08-19 10:03:30,447,13072,2.99,2005-08-19 10:03:30,2,2313,12078,2005-08-22 14:27:30
2,2005-08-19 11:24:37,447,13110,0.99,2005-08-19 11:24:37,1,62,12079,2005-08-21 05:48:37
1,2005-08-22 12:10:07,447,15108,2.99,2005-08-22 12:10:07,2,3463,12082,2005-08-26 14:46:07
2,2005-08-23 21:59:57,447,16032,4.99,2005-08-23 21:59:57,2,2527,12084,2005-08-31 22:46:57
1,2005-05-26 20:55:36,448,299,4.99,2005-05-26 20:55:36,2,4376,12085,2005-05-28 00:25:36
2,2005-06-16 21:48:16,448,1823,7.99,2005-06-16 21:48:16,1,3871,12088,2005-06-22 03:09:16
2,2005-07-07 02:11:23,448,4024,0.99,2005-07-07 02:11:23,1,3976,12094,2005-07-11 02:00:23
1,2005-08-17 11:21:43,448,11798,9.99,2005-08-17 11:21:43,2,3974,12103,2005-08-25 07:43:43
1,2005-08-20 19:08:25,448,13982,3.99,2005-08-20 19:08:25,2,2901,12107,2005-08-28 15:59:25
1,2005-07-06 00:17:24,449,3503,0.99,2005-07-06 00:17:24,1,2944,12120,2005-07-08 03:47:24
2,2005-07-07 22:45:41,449,4433,3.99,2005-07-07 22:45:41,2,88,12122,2005-07-16 23:30:41
1,2005-07-10 16:19:53,449,5824,2.99,2005-07-10 16:19:53,2,1980,12123,2005-07-12 11:17:53
2,2005-08-01 07:49:15,449,10409,2.99,2005-08-01 07:49:15,2,2804,12128,2005-08-02 13:42:15
2,2005-08-01 17:53:43,449,10688,6.99,2005-08-01 17:53:43,1,3161,12131,2005-08-09 21:50:43
2,2005-06-18 06:37:57,450,2278,0.99,2005-06-18 06:37:57,1,1166,12138,2005-06-22 10:57:57
1,2005-06-18 23:10:11,450,2501,4.99,2005-06-18 23:10:11,2,1185,12139,2005-06-24 18:40:11
1,2005-07-11 01:21:22,450,5999,7.99,2005-07-11 01:21:22,1,211,12143,2005-07-19 01:35:22
2,2005-07-27 15:00:20,450,7365,2.99,2005-07-27 15:00:20,1,3283,12145,2005-07-30 12:58:20
1,2005-08-02 04:30:02,450,10984,3.99,2005-08-02 04:30:02,1,1813,12150,2005-08-10 02:51:02
1,2005-08-21 06:41:29,450,14282,4.99,2005-08-21 06:41:29,1,3107,12155,2005-08-22 12:37:29
2,2005-05-31 15:58:44,451,1113,2.99,2005-05-31 15:58:44,2,2078,12162,2005-06-05 18:05:44
1,2005-06-17 00:32:26,451,1851,0.99,2005-06-17 00:32:26,2,1121,12164,2005-06-22 19:54:26
1,2005-07-08 03:56:29,451,4538,2.99,2005-07-08 03:56:29,1,3638,12171,2005-07-15 08:24:29
1,2005-07-08 16:30:11,451,4794,8.99,2005-07-08 16:30:11,2,2497,12172,2005-07-17 12:41:11
2,2005-07-10 01:15:11,451,5518,8.99,2005-07-10 01:15:11,2,3340,12175,2005-07-18 19:28:11
1,2005-07-27 02:20:22,451,7018,2.99,2005-07-27 02:20:22,2,1078,12176,2005-08-02 05:04:22
2,2005-08-01 05:01:46,451,10337,8.99,2005-08-01 05:01:46,1,307,12177,2005-08-10 02:41:46
1,2005-08-02 00:07:14,451,10856,2.99,2005-08-02 00:07:14,2,2010,12178,2005-08-04 02:48:14
2,2005-08-02 10:15:51,451,11167,6.99,2005-08-02 10:15:51,1,148,12180,2005-08-09 09:18:51
1,2005-08-17 11:00:08,451,11790,2.99,2005-08-17 11:00:08,2,2384,12182,2005-08-20 05:15:08
1,2005-08-18 10:13:12,451,12422,4.99,2005-08-18 10:13:12,2,1855,12184,2005-08-20 14:36:12
2,2005-08-21 14:11:30,451,14500,0.99,2005-08-21 14:11:30,1,2024,12191,2005-08-27 12:19:30
2,2005-06-18 06:05:02,452,2266,4.99,2005-06-18 06:05:02,1,2596,12200,2005-06-20 06:54:02
2,2005-07-06 19:39:14,452,3907,6.99,2005-07-06 19:39:14,1,2507,12205,2005-07-11 17:45:14
1,2005-07-09 09:43:21,452,5177,1.99,2005-07-09 09:43:21,1,1675,12210,2005-07-13 07:29:21
2,2005-07-09 23:49:07,452,5480,0.99,2005-07-09 23:49:07,1,847,12211,2005-07-12 00:15:07
2,2005-06-20 01:39:43,453,2887,4.99,2005-06-20 01:39:43,2,1073,12227,2005-06-25 05:22:43
2,2005-07-07 02:35:46,453,4033,8.99,2005-07-07 02:35:46,1,203,12229,2005-07-16 01:12:46
1,2005-07-08 12:22:43,453,4717,4.99,2005-07-08 12:22:43,2,1491,12230,2005-07-11 10:24:43
1,2005-07-27 22:25:36,453,7563,0.99,2005-07-27 22:25:36,2,2709,12234,2005-08-01 03:59:36
1,2005-08-18 20:37:13,453,12703,2.99,2005-08-18 20:37:13,1,1278,12239,2005-08-26 16:13:13
1,2005-08-20 12:11:46,453,13785,4.99,2005-08-20 12:11:46,1,379,12241,2005-08-21 06:39:46
2,2005-08-21 07:32:35,453,14306,5.99,2005-08-21 07:32:35,1,4027,12243,2005-08-30 05:53:35
1,2005-08-22 18:04:22,453,15252,0.99,2005-08-22 18:04:22,2,1821,12246,2005-08-25 17:14:22
1,2005-06-21 12:19:54,454,3362,4.99,2005-06-21 12:19:54,2,1284,12258,2005-06-23 06:59:54
2,2005-08-20 09:13:23,454,13694,8.99,2005-08-20 09:13:23,1,3654,12274,2005-08-28 06:10:23
2,2005-08-22 02:05:25,454,14843,2.99,2005-08-22 02:05:25,1,3000,12277,2005-08-28 22:11:25
2,2005-06-15 15:18:08,455,1382,1.99,2005-06-15 15:18:08,2,3133,12283,2005-06-22 09:22:08
2,2005-06-18 12:59:23,455,2356,0.99,2005-06-18 12:59:23,2,2207,12286,2005-06-21 10:12:23
2,2005-07-29 02:28:25,455,8291,2.99,2005-07-29 02:28:25,2,2817,12295,2005-08-03 20:57:25
1,2005-08-17 03:30:57,455,11605,4.99,2005-08-17 03:30:57,2,1292,12297,2005-08-24 07:02:57
2,2005-08-19 10:26:45,455,13083,2.99,2005-08-19 10:26:45,2,3469,12300,2005-08-23 05:31:45
1,2005-08-21 07:07:26,455,14294,2.99,2005-08-21 07:07:26,2,354,12302,2005-08-22 02:20:26
1,2005-06-15 08:41:52,456,1288,2.99,2005-06-15 08:41:52,2,830,12306,2005-06-19 05:30:52
2,2005-06-17 22:26:23,456,2146,6.99,2005-06-17 22:26:23,1,326,12309,2005-06-26 17:10:23
1,2005-06-18 01:35:47,456,2192,4.99,2005-06-18 01:35:47,2,1886,12310,2005-06-23 23:38:47
1,2005-07-06 12:03:54,456,3743,7.99,2005-07-06 12:03:54,2,1012,12313,2005-07-13 10:56:54
2,2005-07-06 18:35:37,456,3881,2.99,2005-07-06 18:35:37,2,143,12314,2005-07-10 00:06:37
1,2005-07-29 19:13:15,456,8749,4.99,2005-07-29 19:13:15,1,2252,12319,2005-08-01 15:02:15
2,2005-08-01 11:44:13,456,10519,5.99,2005-08-01 11:44:13,1,1967,12320,2005-08-09 16:57:13
1,2005-08-18 01:51:43,456,12188,4.99,2005-08-18 01:51:43,1,2989,12322,2005-08-18 22:23:43
1,2005-08-19 20:31:48,456,13348,4.99,2005-08-19 20:31:48,1,275,12324,2005-08-21 21:01:48
2,2005-08-21 20:42:25,456,14690,1.99,2005-08-21 20:42:25,2,3649,12327,2005-08-29 18:42:25
2,2005-06-15 19:36:39,457,1453,4.99,2005-06-15 19:36:39,2,3274,12331,2005-06-19 00:16:39
1,2005-06-19 19:53:30,457,2811,0.99,2005-06-19 19:53:30,2,3890,12337,2005-06-22 23:21:30
1,2005-07-27 08:22:26,457,7184,1.99,2005-07-27 08:22:26,2,2324,12343,2005-08-02 09:34:26
2,2005-07-29 05:19:53,457,8373,4.99,2005-07-29 05:19:53,1,2070,12344,2005-08-04 04:39:53
2,2005-08-20 17:18:48,457,13934,0.99,2005-08-20 17:18:48,1,4567,12352,2005-08-26 15:31:48
1,2005-08-21 09:25:13,457,14365,6.99,2005-08-21 09:25:13,1,618,12354,2005-08-27 11:48:13
2,2005-08-19 17:08:53,458,13259,2.99,2005-08-19 17:08:53,1,2518,12372,2005-08-23 14:14:53
2,2005-08-21 11:27:07,458,14428,4.99,2005-08-21 11:27:07,1,1614,12375,2005-08-29 09:50:07
1,2005-08-23 06:44:19,458,15604,4.99,2005-08-23 06:44:19,1,4000,12376,2005-08-29 07:17:19
2,2005-06-17 02:50:51,459,1876,0.99,2005-06-17 02:50:51,1,384,12378,2005-06-18 07:21:51
1,2005-06-20 02:39:21,459,2899,0.99,2005-06-20 02:39:21,1,1919,12381,2005-06-23 06:47:21
2,2005-06-20 12:42:00,459,3045,0.99,2005-06-20 12:42:00,2,3065,12383,2005-06-23 10:49:00
1,2005-07-06 00:22:29,459,3506,2.99,2005-07-06 00:22:29,1,19,12385,2005-07-07 22:15:29
1,2005-07-28 04:33:54,459,7717,4.99,2005-07-28 04:33:54,2,730,12393,2005-07-30 02:46:54
2,2005-07-31 05:32:10,459,9639,2.99,2005-07-31 05:32:10,2,1373,12400,2005-08-03 07:04:10
1,2005-07-31 09:15:38,459,9744,4.99,2005-07-31 09:15:38,2,839,12401,2005-08-03 10:31:38
1,2005-08-20 18:28:46,459,13967,4.99,2005-08-20 18:28:46,2,2751,12410,2005-08-26 17:37:46
1,2005-08-23 14:52:50,459,15814,0.99,2005-08-23 14:52:50,2,4361,12414,2005-08-27 16:12:50
2,2005-05-26 20:52:26,460,298,0.99,2005-05-26 20:52:26,2,1083,12416,2005-05-29 22:08:26
2,2005-05-31 08:50:07,460,1064,4.99,2005-05-31 08:50:07,2,2373,12418,2005-06-02 14:47:07
2,2005-06-15 16:12:27,460,1392,0.99,2005-06-15 16:12:27,2,363,12419,2005-06-16 17:30:27
1,2005-07-28 07:16:11,460,7785,3.99,2005-07-28 07:16:11,1,4277,12426,2005-08-02 03:43:11
2,2005-08-18 15:54:39,460,12586,4.99,2005-08-18 15:54:39,1,4245,12432,2005-08-21 19:29:39
1,2005-08-19 02:38:50,460,12865,0.99,2005-08-19 02:38:50,1,3437,12433,2005-08-21 02:33:50
1,2005-08-19 20:18:53,460,13341,3.99,2005-08-19 20:18:53,1,1749,12435,2005-08-27 14:36:53
1,2005-08-22 05:13:33,460,14923,3.99,2005-08-22 05:13:33,2,3434,12438,2005-08-28 01:39:33
2,2005-06-20 18:39:43,461,3127,5.99,2005-06-20 18:39:43,1,1292,12441,2005-06-28 17:55:43
2,2005-07-06 10:09:20,461,3698,0.99,2005-07-06 10:09:20,1,1263,12443,2005-07-08 15:49:20
2,2005-07-08 06:12:33,461,4586,2.99,2005-07-08 06:12:33,2,1374,12444,2005-07-13 11:06:33
1,2005-07-31 13:59:32,461,9885,0.99,2005-07-31 13:59:32,2,3600,12452,2005-08-07 12:30:32
2,2005-08-02 12:30:20,461,11219,0.99,2005-08-02 12:30:20,2,2889,12456,2005-08-08 13:42:20
2,2005-05-28 13:06:50,462,590,3.99,2005-05-28 13:06:50,1,473,12469,2005-06-02 09:18:50
1,2005-07-12 09:30:05,462,6630,0.99,2005-07-12 09:30:05,2,1843,12476,2005-07-14 08:29:05
1,2005-07-12 13:23:09,462,6710,7.99,2005-07-12 13:23:09,2,806,12477,2005-07-20 10:10:09
1,2005-07-12 13:42:58,462,6721,6.99,2005-07-12 13:42:58,2,2798,12478,2005-07-19 16:39:58
1,2005-07-28 12:24:54,462,7932,4.99,2005-07-28 12:24:54,1,3738,12482,2005-07-30 11:33:54
1,2005-08-23 18:49:32,462,15943,2.99,2005-08-23 18:49:32,1,706,12499,2005-08-27 19:20:32
1,2005-06-15 08:27:33,463,1284,2.99,2005-06-15 08:27:33,1,1387,12502,2005-06-17 03:58:33
1,2005-06-21 08:00:49,463,3309,4.99,2005-06-21 08:00:49,2,248,12505,2005-06-29 04:11:49
2,2005-07-11 17:25:55,463,6294,0.99,2005-07-11 17:25:55,1,1732,12509,2005-07-15 17:48:55
1,2005-07-26 23:08:04,463,6932,6.99,2005-07-26 23:08:04,1,4517,12510,2005-08-05 01:35:04
1,2005-07-27 14:53:55,463,7361,0.99,2005-07-27 14:53:55,2,4567,12512,2005-07-31 19:48:55
2,2005-08-02 01:47:04,463,10906,2.99,2005-08-02 01:47:04,2,3139,12518,2005-08-07 20:41:04
2,2005-08-17 22:32:50,463,12096,7.99,2005-08-17 22:32:50,1,44,12519,2005-08-25 03:33:50
1,2005-08-22 02:46:35,463,14859,2.99,2005-08-22 02:46:35,2,2150,12524,2005-08-24 22:37:35
2,2005-06-15 08:01:29,464,1277,4.99,2005-06-15 08:01:29,2,76,12528,2005-06-22 07:16:29
1,2005-07-06 12:52:44,464,3761,4.99,2005-07-06 12:52:44,1,4304,12530,2005-07-08 17:22:44
1,2005-08-22 11:36:16,464,15092,6.99,2005-08-22 11:36:16,2,2418,12539,2005-08-28 09:49:16
1,2005-06-17 23:37:29,465,2159,8.99,2005-06-17 23:37:29,2,3095,12545,2005-06-25 00:18:29
1,2005-07-08 14:57:32,465,4763,0.99,2005-07-08 14:57:32,2,899,12547,2005-07-15 10:00:32
2,2005-07-27 20:33:08,465,7508,2.99,2005-07-27 20:33:08,1,3401,12549,2005-08-01 01:29:08
2,2005-08-17 22:55:32,465,12106,4.99,2005-08-17 22:55:32,2,3234,12554,2005-08-19 23:55:32
1,2005-08-19 02:38:26,465,12864,4.99,2005-08-19 02:38:26,2,4481,12556,2005-08-22 21:42:26
2,2005-06-16 20:59:35,466,1808,7.99,2005-06-16 20:59:35,1,2424,12560,2005-06-24 15:31:35
2,2005-06-18 19:04:41,466,2446,8.99,2005-06-18 19:04:41,2,1283,12561,2005-06-27 17:10:41
1,2005-08-02 17:45:55,466,11359,4.99,2005-08-02 17:45:55,2,1648,12574,2005-08-10 20:53:55
1,2005-08-20 01:07:14,466,13478,2.99,2005-08-20 01:07:14,1,2190,12576,2005-08-22 03:41:14
2,2005-06-17 20:38:54,467,2121,4.99,2005-06-17 20:38:54,2,141,12584,2005-06-22 23:06:54
1,2005-06-21 03:16:36,467,3250,6.99,2005-06-21 03:16:36,2,736,12586,2005-06-29 00:53:36
2,2005-07-27 22:46:20,467,7573,5.99,2005-07-27 22:46:20,1,314,12593,2005-08-04 01:55:20
1,2005-07-28 00:11:47,467,7611,2.99,2005-07-28 00:11:47,1,3347,12594,2005-07-28 18:35:47
1,2005-07-29 19:42:33,467,8767,4.99,2005-07-29 19:42:33,2,962,12599,2005-08-01 20:52:33
2,2005-08-02 16:52:57,467,11332,2.99,2005-08-02 16:52:57,1,2381,12601,2005-08-04 14:13:57
1,2005-08-18 10:42:43,467,12437,9.99,2005-08-18 10:42:43,2,4036,12604,2005-08-26 11:58:43
1,2005-08-18 18:18:08,467,12641,2.99,2005-08-18 18:18:08,1,776,12605,2005-08-19 23:17:08
1,2005-08-21 12:21:44,467,14451,0.99,2005-08-21 12:21:44,2,3967,12607,2005-08-22 15:07:44
2,2005-06-15 03:53:13,468,1229,2.99,2005-06-15 03:53:13,1,2140,12616,2005-06-18 04:09:13
1,2005-07-11 22:25:19,468,6392,0.99,2005-07-11 22:25:19,1,4406,12627,2005-07-16 04:24:19
2,2005-07-27 12:34:14,468,7292,4.99,2005-07-27 12:34:14,2,795,12630,2005-08-01 18:16:14
1,2005-07-31 03:30:41,468,9598,0.99,2005-07-31 03:30:41,1,1105,12634,2005-08-04 03:54:41
2,2005-08-17 04:30:09,468,11633,4.99,2005-08-17 04:30:09,1,1706,12637,2005-08-20 06:56:09
1,2005-08-23 03:32:31,468,15522,1.99,2005-08-23 03:32:31,2,2396,12647,2005-08-30 02:17:31
1,2005-07-06 01:03:29,469,3526,10.99,2005-07-06 01:03:29,2,3871,12658,2005-07-15 01:22:29
2,2005-07-07 07:16:19,469,4123,0.99,2005-07-07 07:16:19,1,2707,12660,2005-07-10 05:23:19
2,2005-07-11 02:15:53,469,6022,0.99,2005-07-11 02:15:53,2,2435,12664,2005-07-13 03:40:53
1,2005-07-26 23:55:48,469,6955,3.99,2005-07-26 23:55:48,2,1104,12667,2005-08-02 03:25:48
2,2005-07-29 20:53:23,469,8791,0.99,2005-07-29 20:53:23,1,1677,12672,2005-07-31 18:14:23
1,2005-08-01 16:39:18,469,10658,2.99,2005-08-01 16:39:18,2,2943,12677,2005-08-09 18:17:18
1,2005-08-23 05:02:31,469,15561,9.99,2005-08-23 05:02:31,1,68,12688,2005-09-01 02:51:31
2,2005-06-15 06:13:57,470,1256,0.99,2005-06-15 06:13:57,2,1437,12691,2005-06-16 06:54:57
2,2005-07-09 05:28:38,470,5082,4.99,2005-07-09 05:28:38,2,1584,12699,2005-07-10 02:46:38
1,2005-07-28 02:19:48,470,7663,4.99,2005-07-28 02:19:48,2,832,12705,2005-07-30 21:43:48
1,2005-08-17 08:48:43,470,11742,0.99,2005-08-17 08:48:43,2,596,12715,2005-08-23 07:18:43
2,2005-08-18 01:15:47,470,12177,3.99,2005-08-18 01:15:47,2,522,12716,2005-08-24 23:23:47
2,2005-06-15 19:19:16,471,1449,2.99,2005-06-15 19:19:16,2,1525,12724,2005-06-18 15:24:16
2,2005-06-20 14:33:26,471,3073,4.99,2005-06-20 14:33:26,2,3164,12727,2005-06-26 08:42:26
1,2005-07-11 19:30:13,471,6336,8.99,2005-07-11 19:30:13,2,1229,12731,2005-07-20 21:27:13
1,2005-07-12 22:17:16,471,6912,5.99,2005-07-12 22:17:16,1,1701,12732,2005-07-19 18:18:16
2,2005-07-31 02:17:27,471,9560,2.99,2005-07-31 02:17:27,1,4236,12736,2005-08-07 03:33:27
1,2005-08-18 04:33:11,471,12271,4.99,2005-08-18 04:33:11,1,3866,12740,2005-08-20 23:10:11
1,2005-08-23 08:34:53,471,15654,1.99,2005-08-23 08:34:53,2,4360,12748,2005-08-30 04:18:53
2,2005-05-26 14:19:09,472,249,2.99,2005-05-26 14:19:09,2,2428,12750,2005-05-28 17:47:09
2,2005-05-29 17:28:12,472,800,0.99,2005-05-29 17:28:12,1,441,12751,2005-05-30 14:59:12
1,2005-06-15 15:49:01,472,1389,4.99,2005-06-15 15:49:01,2,965,12753,2005-06-19 11:08:01
1,2005-07-11 07:44:46,472,6119,6.99,2005-07-11 07:44:46,2,4281,12762,2005-07-20 04:41:46
1,2005-07-12 06:43:36,472,6584,2.99,2005-07-12 06:43:36,2,1800,12765,2005-07-16 12:18:36
2,2005-08-21 17:38:37,472,14596,4.99,2005-08-21 17:38:37,1,2010,12774,2005-08-30 20:28:37
2,2005-08-22 15:52:50,472,15185,5.99,2005-08-22 15:52:50,1,2948,12776,2005-08-31 20:38:50
2,2006-02-14 15:16:03,472,14928,4.99,2006-02-14 15:16:03,1,4375,12778,
1,2005-05-27 04:50:56,473,348,4.99,2005-05-27 04:50:56,1,1825,12779,2005-06-01 04:43:56
2,2005-05-30 20:27:45,473,973,3.99,2005-05-30 20:27:45,2,1914,12781,2005-06-08 22:47:45
2,2005-06-16 16:54:03,473,1748,0.99,2005-06-16 16:54:03,1,2434,12782,2005-06-18 20:11:03
2,2005-07-07 00:25:29,473,4006,4.99,2005-07-07 00:25:29,2,397,12787,2005-07-08 05:30:29
2,2005-08-20 19:12:30,473,13984,4.99,2005-08-20 19:12:30,1,2183,12805,2005-08-29 22:04:30
2,2005-08-21 15:56:39,473,14550,0.99,2005-08-21 15:56:39,1,2814,12807,2005-08-23 21:40:39
2,2005-08-21 19:41:50,473,14658,4.99,2005-08-21 19:41:50,1,1465,12808,2005-08-25 16:11:50
1,2005-08-22 12:38:37,473,15118,4.99,2005-08-22 12:38:37,2,2081,12810,2005-08-29 14:01:37
2,2005-08-23 21:46:47,473,16024,4.99,2005-08-23 21:46:47,1,2910,12812,2005-08-27 02:06:47
1,2005-08-02 22:35:28,474,11489,2.99,2005-08-02 22:35:28,2,3001,12828,2005-08-04 00:29:28
1,2005-08-17 22:13:37,474,12083,2.99,2005-08-17 22:13:37,2,1985,12830,2005-08-19 19:01:37
2,2005-08-22 09:54:54,474,15046,4.99,2005-08-22 09:54:54,1,1536,12836,2005-08-26 07:34:54
1,2006-02-14 15:16:03,474,11909,0.99,2006-02-14 15:16:03,1,871,12838,
2,2005-05-27 15:07:27,475,417,4.99,2005-05-27 15:07:27,2,2253,12839,2005-05-29 20:01:27
2,2005-07-06 23:11:11,475,3980,5.99,2005-07-06 23:11:11,1,1845,12841,2005-07-14 18:22:11
2,2005-07-09 19:08:03,475,5379,0.99,2005-07-09 19:08:03,1,2110,12844,2005-07-10 17:58:03
2,2005-07-09 20:30:03,475,5415,9.99,2005-07-09 20:30:03,1,4413,12846,2005-07-18 00:20:03
1,2005-07-30 12:09:56,475,9183,7.99,2005-07-30 12:09:56,2,4320,12852,2005-08-06 11:50:56
1,2005-07-31 05:45:15,475,9647,2.99,2005-07-31 05:45:15,1,3415,12853,2005-08-06 08:54:15
2,2005-07-31 23:11:01,475,10162,3.99,2005-07-31 23:11:01,2,1327,12855,2005-08-07 01:52:01
2,2005-08-21 07:22:43,475,14303,2.99,2005-08-21 07:22:43,1,992,12860,2005-08-24 11:52:43
1,2005-06-16 11:54:25,476,1682,3.99,2005-06-16 11:54:25,2,2165,12865,2005-06-22 11:09:25
1,2005-07-28 20:37:36,476,8146,0.99,2005-07-28 20:37:36,2,2430,12875,2005-07-31 16:03:36
1,2005-08-01 15:05:52,476,10617,9.99,2005-08-01 15:05:52,1,4344,12879,2005-08-09 18:54:52
1,2005-06-16 14:29:59,477,1714,6.99,2005-06-16 14:29:59,2,535,12886,2005-06-24 17:27:59
1,2005-06-18 01:17:27,477,2187,2.99,2005-06-18 01:17:27,1,1385,12887,2005-06-20 22:18:27
2,2005-06-19 11:54:57,477,2676,4.99,2005-06-19 11:54:57,2,3938,12889,2005-06-24 15:34:57
1,2005-07-29 22:18:12,477,8821,5.99,2005-07-29 22:18:12,1,52,12897,2005-08-05 22:00:12
1,2005-08-01 11:01:01,477,10500,4.99,2005-08-01 11:01:01,2,469,12900,2005-08-06 08:59:01
2,2005-08-21 15:59:27,477,14552,3.99,2005-08-21 15:59:27,1,1991,12904,2005-08-27 11:46:27
2,2005-07-29 08:57:38,478,8488,4.99,2005-07-29 08:57:38,1,2176,12916,2005-08-02 04:16:38
1,2005-07-31 06:17:33,478,9665,4.99,2005-07-31 06:17:33,1,2863,12917,2005-08-04 08:53:33
1,2005-08-17 15:40:46,478,11906,2.99,2005-08-17 15:40:46,2,325,12920,2005-08-20 15:20:46
2,2005-06-17 16:33:17,479,2071,3.99,2005-06-17 16:33:17,1,2867,12931,2005-06-23 21:51:17
