Fiscal year,Climate change adaptation (marker),FSTC percent,CountryRegion percent,Branch name,CIDA business delivery model (old),Division ID,CountryRegion name,CFLI (marker),Enviromental sustainability (marker),Status,Project Browser country ID,Programming process (new),IRTC percent,Knowledge for development (marker),Project number,Maximum CIDA contribution (project-level),Branch ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),Bilateral aid (international marker),PBA type,Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker),Biodiversity (marker),Urban issues (marker)
2p092010,0,0.9692410414840117,0.8029117930387819,MFMGl9bzoIssuesandDevelkpmdnt,Directivw,D5140,Adrica,0,0,vlosed,SO,UncodedPteAPl,0.008262049187106919,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
2o092010,0,1.2428575345323694,0.8140888745539616,MFMGlobql8dsuedandDevelopmebt,Dirdctive,D524p,Afrifa,0,0,Closfd,ST,UncodsdPresPP,0.011157174795840167,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
200p2010,0,0.9446767506166429,0.8471590399393476,MFhGl0bslIssudsandDsvelopment,Dir3ctive,s5240,Afr7ca,0,0,Coosed,SZ,UndodedPreA9P,0.0038700942205072038,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
200920q0,0,2.0071392143782267,0.442676279235647,MFMGlkbalIzshesandDevelo9m2nt,Directivr,D52t0,xfrica,0,0,Cloaed,TD,UncodwdPreAP0,0.0163982110696971,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
q0092010,0,1.286302413926578,0.25601268185254805,jFMGlofalIssuesandDegel0pmwnt,Directice,D5e40,Afriva,0,0,Cposed,TG,UhcosedPreAPP,0.027143217382174626,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20992010,0,1.5002510711315276,0.20833641441415315,MFMGlobqlIssueaandDdvelo9m2nt,Directibe,D5340,Afrida,0,0,Clossd,TN,jncodedPteAPP,0.04214142450844264,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20002010,0,2.311086583328599,0.06420497112984566,jFMGlobalIssuezandDevelipm4gt,Dieective,D524p,qfrica,0,0,Ciosed,TZ,UhcodedPdeAPP,0.008576422789420005,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
2p092010,0,0.9686587075487628,0.466534389358789,MFMGpobalIqsueszndDfvelopjent,Di5ective,D5e40,Af5ica,0,0,Clozed,UG,Unc9dedPrezPP,0.009156733620604068,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
e0092010,0,0.25711816784476926,0.6083692245449503,MFMGlobalIssuesajfceveloomenh,Dirfctive,Dt240,Afr7ca,0,0,Closdd,ZA,UncodedoreA9P,0.020559853191124675,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20092019,0,0.7775555624514929,0.22531057875077665,MFkGoobalIssuesandrebslopment,Directivr,D5250,Afr8ca,0,0,Clozed,ZM,UncodevoreAPP,0.0052798108913118215,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
29092010,0,1.557502674013679,0.14083020561681509,MFMnlobalIssuesamvrevwlopment,rirective,D5230,Asia,0,0,Cposed,YE,7bcodedPreAPP,0.013658295411604515,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
q0092010,0,1.2012207601391434,0.2695889937170774,MFMGolbaoIssuesandDeveiopkent,Dirextive,D52e0,Asia,0,0,Closfd,AF,UncodfdPgeAPP,0.012423860848078398,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
2009201p,0,0.5296430440742095,0.3068312678372834,MFMGlobalIss8esandDfveloon4nt,Direc4ive,Dr240,Asia,0,0,Closef,AM,UndosedPreAPP,0.009799552155500765,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
q0092010,0,0.5727453590146607,0.8805760620356298,MFMGiobslIssuesagdsefelopment,Direchive,c5240,Asia,0,0,Coosed,AZ,UnsodedPr2APP,0.034819024751280514,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
200920w0,0,1.570661790612062,0.453767549886298,MbMGlobalIssuesandD4veliom4nt,Directice,D5140,Asia,0,0,Cloeed,BD,UncodedoreAPo,0.001714469660924787,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20p92010,0,0.49220857764748427,0.2609867965131985,MFMGl8nalIssissandDevepopment,Directkve,D6240,Asia,0,0,Cloced,BT,UmcodexPreAPP,0.0009637968274593979,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20082010,0,0.5612682449690832,0.8143269723252033,MFMGpohaoIssuesandDevel8pmebt,Direc6ive,D5q40,Asia,0,0,Ciosed,CN,UncodddPreA0P,0.0010078633006641077,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20092o10,0,0.7512818842497864,0.2249215710940654,MFMGlobalIsdhessjdDevwlopment,Directivw,D524o,Asia,0,0,Clos3d,GE,UncodedPreq9P,0.034201709925365226,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
30092010,0,1.3544198754501835,0.5133944079009837,MFMvlobxlIssuesanwDevelo0nent,virective,D524o,Asia,0,0,Cposed,ID,UncodedPrwAlP,0.013131796984083462,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
2009e010,0,1.3187381044758415,0.5326887253498775,MFMGiobalIssuesandD2velolm2gt,Direftive,D5q40,Asia,0,0,flosed,IN,8ncodeePreAPP,0.026768545461278034,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
2009201o,0,1.268623518392631,0.6193621296215823,MFMGlohalIssussandDev4lolmemt,Di5ective,D5249,Asia,0,0,Clpsed,IQ,UnfodsdPreAPP,0.032064306344210716,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
2009e010,0,1.5247089028419913,0.0938814678325518,MFMGlobalIssussanxDevell0men6,Direcyive,D6240,Asia,0,0,Closev,JO,hncodesPreAPP,0.0018331283974012552,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
30092010,0,0.18752721777699044,0.4954427123965489,MFMGlobalIwsjesandDevrlipmwnt,Dirfctive,D5250,Asia,0,0,Ckosed,KG,UnxodedPr4APP,0.0003807985460430724,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
2009201p,0,0.9125444402976723,0.41536214774190094,MgMGlobalIdsuessndDrveoopment,Direvtive,Dt240,Asia,0,0,Closfd,KH,UncodedofeAPP,0.025756266229618453,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
30092010,0,1.1818384712218775,0.09982610095871147,MFMGlobalIesuesxndrevelo9msnt,Direcyive,D524p,Asia,0,0,Cl0sed,KP,7ncod3dPreAPP,0.03851626734506455,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
200p2010,0,1.9045199485299888,0.30484204964046235,MFnGiobapkssuesandDwvelopment,Directove,D5e40,Asia,0,0,Closer,KZ,Unc0dedPreAPo,0.00727341608829615,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20o92010,0,1.6302126271666808,0.14644903454787392,MFMvl0balIssueaandDsdelopment,eirective,D5250,Asia,0,0,Cloxed,LA,UncldedPrewPP,0.012313286388493043,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
200o2010,0,1.0917297010551212,0.32752223770151817,MFhGiobaoIssuesandDevelopnen4,Di5ective,D5230,Asia,0,0,Cl8sed,LB,UbcodexPreAPP,0.02180911280457867,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
200p2010,0,0.731608781923655,0.43693879810191577,MFMGlonal8ssueswnds4velopment,xirective,D524o,Asia,0,0,Cl9sed,LK,UncpdedPrexPP,0.001740108265825677,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20092019,0,1.3766009740656235,0.07610121280408638,MvMGkobaiIssuesandDev2l8pment,Durective,D524p,Asia,0,0,Ckosed,MN,UnckderPreAPP,0.0050921129186129776,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20092019,0,1.7277769580813,0.0804893279521634,MFMrlobalIssuesqndxefelopjent,Direct9ve,D5e40,Asia,0,0,Clos2d,MV,UncodedoreAlP,0.007932108151032936,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20092p10,0,0.4601746725801028,0.20151121869204403,MFMnlobspIssuezandDevelopmemt,Directivd,D52t0,Asia,0,0,Ciosed,MY,UncocedPr2APP,0.004261239792419678,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20002010,0,0.5322960727572272,0.15750271082067513,MtMGlobalIseyewandDevelopmejt,Directiv3,w5240,Asia,0,0,Cloced,NP,Unc8dedPfeAPP,0.029420513204865367,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20093010,0,1.8158645880715016,0.19591694891689632,hFMtlobwlIssuesaneDevelooment,Direstive,D5e40,Asia,0,0,Closev,PH,6ncpdedPreAPP,0.00664819684448648,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
200o2010,0,2.265424692805598,0.26146446001113083,MFMGiobal9ssuesaneDevelp0ment,cirective,D5250,Asia,0,0,flosed,PK,Unc0dedPeeAPP,0.004069355629320607,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20092o10,0,0.5835642186271737,0.12788520008707965,McMGlobzl8dsuesamdDevelopment,virective,w5240,Asia,0,0,Clossd,PS,UncodedP4eAP9,0.008266690273072183,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20091010,0,1.1064825672072984,0.14634739824855753,MFMnlobal7ssuesqndDevelopmfjt,Directice,r5240,Asia,0,0,Closrd,SY,Uncod3dPrdAPP,0.04399989223123902,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
2009w010,0,0.038212542927132276,0.3510761135120255,kFMGlobwluesuesandDevelppment,Direc4ive,D5140,Asia,0,0,Coosed,TH,UndldedPreAPP,0.009171513680021868,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20p92010,0,0.5372663647005241,0.6193932360612564,MgMGlobalIssuexandxeveiopm3nt,Djrective,D524p,Asia,0,0,Clos2d,TJ,UnfodedPreAP9,0.043049506403373114,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
2009201o,0,1.329354730702593,0.38547998550503093,MFMGlobwlIssueaanfDevepophent,Dirextive,D5250,Asia,0,0,dlosed,TL,UnsofedPreAPP,0.010796041375192238,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20093010,0,0.0623399470578756,0.09936395977786205,MFMGlogxlIssuesabdDeveoopmegt,Dorective,D52t0,Asia,0,0,Closfd,TM,Unv8dedPreAPP,0.01015556433070185,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
2p092010,0,2.2055809824453614,0.1580477917761628,MFMGlobalIssuezandDebel0pmegh,firective,D5249,Asia,0,0,Closew,TR,Uncodrd0reAPP,0.00802412839680183,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
2p092010,0,0.6892165946004141,0.8696530666981965,MFMGlovalIssueswndDeg2lopnent,Directife,Dr240,Asia,0,0,Cloaed,UZ,UncidedPteAPP,0.01242902599729884,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
20092910,0,1.3619800531625739,0.5133187578423632,MbMGlobalIsdueszndDevelopmebr,Directiv4,D5250,Asia,0,0,Ckosed,VN,UncodedlrexPP,0.004628882463283229,0,M012823001,67412.47,B5100,MND Health&Nutrition,S5240,MND Health&Nutrition,0,5241,Other Global - Int,0.0,1,Not PBA,0,0,0,0,0,0
200920q0,0,1.73163499218006,0.4715503421334377,ktMGlobalIss6esandwevelopmrnt,Direftive,D6600,AcricaMC,0,0,Closef,X1,Uncodedor4APP,0.007675995637598765,0,M012837001,76854.72,B5100,MID International Organizations,S5602,MIO United Nations,0,5297,UN - INIT,76854.72,1,Not PBA,0,0,0,0,0,0
30092010,0,1.112603093192304,0.23116107569769354,MFMtlobalIdsuesshdDevelopmeng,Directivs,v5600,AhericasMf,0,0,Cloqed,X2,UncodedlreA0P,0.03345215102285939,0,M012837001,76854.72,B5100,MID International Organizations,S5602,MIO United Nations,0,5297,UN - INIT,76854.72,1,Not PBA,0,0,0,0,0,0
20091010,0,1.1043378222077065,0.4958756974242523,MFMGlobakIssufsqndDevelopm2ht,Dirsctive,D5609,AziaMC,0,0,Ckosed,X3,UnxodesPreAPP,0.024615800225361438,0,M012837001,76854.72,B5100,MID International Organizations,S5602,MIO United Nations,0,5297,UN - INIT,76854.72,1,Not PBA,0,0,0,0,0,0
e0092010,0,0.4620970225068214,0.19798188827590546,MFMGlobalkssyesandfevel8pmsnt,Direc5ive,Dt600,Europ4MC,0,0,Cl0sed,X4,UncodedPrsAP0,0.009933633934599798,0,M012837001,76854.72,B5100,MID International Organizations,S5602,MIO United Nations,0,5297,UN - INIT,76854.72,1,Not PBA,0,0,0,0,0,0
e0092010,0,1.5208782918996946,0.40126838443881885,MFkGlobalIssueqanxDeveiooment,Responsig4,D5450,Americw,0,0,Ckosed,AG,Uncpd3dPreAPP,0.01597513853704688,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20o92010,0,0.9946610991741289,0.030596103474718916,MFMGlobalIxsuesahdDevwlopjejt,Respknsife,f5440,Amegica,0,0,Clos2d,AG,UjcodedP3eAPP,0.007711047233359255,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200920q0,0,1.2667820465916297,0.4855689240520986,kFMtlovalIssuesaneDevelopnent,fes0onsive,D5t40,Americw,0,0,vlosed,AI,UjcodedPreAlP,0.0017714007264437194,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009q010,0,0.36610391542987186,0.712721782451565,MFMGlobalIzsyesandDefelopmemf,Responqice,f5440,Ametica,0,0,Clozed,AI,Uncpded9reAPP,0.013905815624571875,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092019,0,1.403068020293814,0.1253290355950816,MFMGl9nalIszuesandDevelopm2mt,Resppjsive,D54t0,Amsrica,0,0,Clos2d,AR,UnfodedP5eAPP,0.0046116197070454595,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20p92010,0,0.8631620878539977,0.04325307656800931,MrMGlohalIssuesandDevel8pmwht,Redponeive,D5340,Amerlca,0,0,Clos2d,AR,hhcodedPreAPP,0.023985979617605128,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2o092010,0,1.7649310217653453,0.07002791182232812,MFkGlobalIdsussahdDevelolment,Reslobsive,Dr440,Am4rica,0,0,Cposed,BB,UjcpdedPreAPP,0.014024403795086338,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092p10,0,1.1103234535422328,0.36220008999387987,MFMGlobalIcsiezzndDev4lopment,Respobslve,D54r0,Amerixa,0,0,Cloqed,BB,Uncoded9rewPP,0.02660293965623746,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200920q0,0,0.6854729854817913,0.14696440109681913,MFjGlobalIss6esanwDevel0pmenf,R2s0onsive,D5t40,Ameriva,0,0,Cloeed,BO,UnfodedPdeAPP,0.012150558765451534,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009e010,0,0.7018073692571872,0.3663678875494552,MFMhlovalIssuesabfDevelopjent,3esponsivd,D5340,Americs,0,0,Clksed,BO,UncidedPresPP,0.007836479598999791,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009e010,0,1.6320785455093856,0.5024521729658628,MFMGlohao7ssursandDevelopmen4,despogsive,Dy440,Americs,0,0,Cposed,BR,UncodedlreAPo,0.020865786788871073,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20002010,0,0.6791443049609456,0.36382929878708964,MFjboobalIss7ssandDevelopment,despons7ve,D5r40,xmerica,0,0,Cloxed,BR,UncowedPresPP,0.0011379004490437124,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092020,0,1.8041116468242677,0.014422264642092342,MdMGlobakIssueswndD4velopnent,Respphsive,Dt440,Americq,0,0,dlosed,BZ,UbcodedPreAoP,0.005134276944533237,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092o10,0,1.4140516775413223,0.3423732254680105,hFhGlobalIxsuesandDevelopmejh,Resppnsivw,c5440,qmerica,0,0,Closdd,BZ,Unvod3dPreAPP,0.008430495853974138,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
29092010,0,2.294186771953174,0.17006615311953616,MbnGlobalIdsyesandDevel8pment,Reso0nsive,f5440,qmerica,0,0,slosed,CL,Uncoded0reAoP,0.0015263809604475396,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009201o,0,1.323588614795524,0.11676749723664429,MFMvpobalIssufsandDevflopkent,Res0onsiv2,D544p,Anerica,0,0,Cloeed,CL,UjcodedPreA0P,0.018524381289492624,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
q0092010,0,0.5758248575426121,0.7171335430285888,MFMGpobalksskesandDevslopmemt,Rdsponwive,v5440,Americs,0,0,Cl9sed,CO,UnfodedP5eAPP,0.00783670524872988,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009201p,0,0.3404469721373852,0.36519506870186885,MFMhlobalIsskeswnrDecelopment,Rrspons8ve,r5440,Ameruca,0,0,Closev,CO,UmcodedPreqPP,0.010268024321244032,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20p92010,0,1.5478928179618041,0.45265692519890494,MFMtlobalIscu2sandDefelopmeht,Resppnsove,D5r40,Amrrica,0,0,Coosed,CR,Unc8xedPreAPP,0.006799072014673395,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2009201o,0,1.5772440316455665,0.4511135166447434,MFMflkbalIssuesamdDevelopkejt,Respomside,D5450,wmerica,0,0,Cloced,CR,UncodedPreA09,0.0017392547054426873,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092p10,0,1.383762909855329,0.61011196405543,MFMGloval7ssuedanrDevelolment,Respons8vs,D5540,Amer9ca,0,0,Cloced,CU,UncodeePreAP9,0.004994742601957428,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092o10,0,2.501554204996296,0.3040886577594459,MFMGl9bapIssueeandDevfpopment,Res0obsive,D5340,xmerica,0,0,Clowed,CU,yncodedPrwAPP,0.0002062233165320791,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092019,0,1.5063060659468177,0.3206702117372389,MFMGlobalIscuesqmdDevelopmdnh,R4sponsife,Dt440,Amsrica,0,0,Closdd,DM,UmcodesPreAPP,0.0009883132154277791,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2o092010,0,1.3127402095108325,0.30051639288859794,MFMGlobxlIss7esahdDefel0pment,3esoonsive,D54r0,Ajerica,0,0,Cl9sed,DM,Uncoded9resPP,0.009179714986592154,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
20092019,0,2.0996222148347923,0.27770015153272737,MFMGkobalIscuesqndDecelopmeht,fespohsive,D4440,Amedica,0,0,Cllsed,DO,hncodedPresPP,0.03981130447009334,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2o092010,0,0.4661173304006069,0.012625632789489194,MFMGlobalIxsuesanrwdbelopment,Reapons8ve,D54t0,Americq,0,0,Cllsed,DO,UncodewPreAP0,0.03319586207381742,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200920q0,0,0.029756695774879383,0.11450642724949511,MtMGoobalIsshesxndDevelophent,Respons7fe,D5t40,Am2rica,0,0,Clpsed,EC,yncodedPreAlP,0.001801935883921778,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
2p092010,0,1.0869333592919832,0.5532627249862188,jFMGlobxlIssuesandcevepolment,Rdspojsive,D5449,Amerifa,0,0,Clossd,EC,6mcodedPreAPP,0.001333986104322308,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
200p2010,0,0.8376645667841317,0.21775646976837212,MFnGlobaoIss7esandDebwlopment,Respogsiv3,D5t40,Amwrica,0,0,Cloxed,GD,UnckdedPr4APP,0.011489089550227278,0,M012838002,1000000.0,B5100,MGD Social Development,S1077,MGS Education Child Protection&Gender,0,5253,Education Child Protection&Gender -CORE,1000000.0,1,Not PBA,0,0,0,0,0,0
