Fiscal year,Status,Enviromental sustainability (marker),Regional program (marker),Trade development (marker),Children issues (marker),ICT as a tool for development (marker),PBA type,Participatory development and good governance,Bilateral aid (international marker),Continent ID,FSTC percent,Project Browser country ID,Climate change adaptation (marker),Maximum CIDA contribution (project-level),Desertification (marker),Untied amount(Project-level budget),CountryRegion ID,Sector ID,Youth issues (marker),IRTC percent,Project number,CIDA business delivery model (old),Indigenous issues (marker),Division name,Branch ID,Branch name,Division ID,Section ID,Section name,Fund centre ID,Fund centre name,CFLI (marker),Programming process (new),Climate change mitigation (marker),Biodiversity (marker),Urban issues (marker),Disability issues (marker)
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,0.799999998,ET,0,1213910.94,0,1213910.94,ET,31194,0,0.0,A036001PRE,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,0.799999998,ET,0,1213910.94,0,1213910.94,ET,52010,0,0.0,A036001PRE,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,0,1,Pooled funding,1,1,2,0.0,ET,0,1732499.23,0,1732499.23,ET,15110,0,0.0,A036005002,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,0,1,Pooled funding,1,1,2,0.0,ET,0,1732499.23,0,1732499.23,ET,15111,0,0.0,A036005002,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,0,1,Pooled funding,1,1,2,0.0,ET,0,1732499.23,0,1732499.23,ET,15130,0,0.0,A036005002,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,0,0,0,0,1,Pooled funding,1,1,2,0.0,ET,0,1732499.23,0,1732499.23,ET,15160,0,0.0,A036005002,Core Funding,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Other PBA,1,1,2,1.0,ET,0,148946.15,0,148946.15,ET,15110,0,0.0,A036005003,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Other PBA,1,1,2,1.0,ET,0,148946.15,0,148946.15,ET,15110,0,0.0,A036005003,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Other PBA,1,1,2,1.0,ET,0,148946.15,0,148946.15,ET,15111,0,0.0,A036005003,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Other PBA,1,1,2,1.0,ET,0,148946.15,0,148946.15,ET,15111,0,0.0,A036005003,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Other PBA,1,1,2,1.0,ET,0,148946.15,0,148946.15,ET,15130,0,0.0,A036005003,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Other PBA,1,1,2,1.0,ET,0,148946.15,0,148946.15,ET,15130,0,0.0,A036005003,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Other PBA,1,1,2,1.0,ET,0,148946.15,0,148946.15,ET,15160,0,0.0,A036005003,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Other PBA,1,1,2,1.0,ET,0,148946.15,0,148946.15,ET,15160,0,0.0,A036005003,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Not PBA,1,1,2,1.0,ET,0,1365683.13,0,0.0,ET,15110,0,0.0,A036005PRE,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Not PBA,1,1,2,1.0,ET,0,1365683.13,0,0.0,ET,15111,0,0.0,A036005PRE,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Not PBA,1,1,2,1.0,ET,0,1365683.13,0,0.0,ET,15130,0,0.0,A036005PRE,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,1,Not PBA,1,1,2,1.0,ET,0,1365683.13,0,0.0,ET,22010,0,0.0,A036005PRE,Directive,0,WED Southern & Eastern Africa,B4200,WGM Sub-Saharan Africa,D4270,S4227,"Ethiopia, PanAfrica, SubRegional",4229,Ethiopia,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,YE,0,535500.0,0,0.0,YE,14021,0,0.0,K061408001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,YE,0,535500.0,0,0.0,YE,14022,0,0.0,K061408001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,CN,0,292358.82,0,0.0,CN,25010,0,0.0,K061607001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,524438.0,0,0.0,CD,21010,0,0.0,K061794001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,524438.0,0,0.0,CD,21050,0,0.0,K061794001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,PE,0,233423.0,0,0.0,PE,32130,0,0.0,K061992001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,5,1.0,HR,0,419087.0,0,0.0,HR,21050,0,0.0,K062140001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6207,*Eastern Europe,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,5,1.0,HR,0,419087.0,0,0.0,HR,32120,0,0.0,K062140001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6207,*Eastern Europe,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,CL,0,117975.0,0,0.0,CL,31120,0,0.0,K062176001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,PE,0,154758.0,0,0.0,PE,32210,0,0.0,K062224001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,EG,0,130000.0,0,0.0,0,31120,0,0.0,K062244002,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,GN,0,268236.0,0,0.0,GN,32130,0,0.0,K062253001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,IN,0,447586.0,0,0.0,IN,11120,0,0.0,K062277002,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,GN,0,538200.0,0,0.0,GN,32266,0,0.0,K062296001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,PE,0,114510.0,0,0.0,PE,32166,0,0.0,K062316001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,GN,0,15000.0,0,0.0,GN,21030,0,0.0,K062319001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,CN,0,369732.0,0,0.0,CN,32120,0,0.0,K062341002,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,IN,0,137908.0,0,0.0,IN,32310,0,0.0,K062418001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,BR,0,249912.0,0,0.0,BR,32130,0,0.0,K062431001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,5,1.0,HR,0,134842.0,0,0.0,HR,33210,0,0.0,K062451001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6207,*Eastern Europe,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,TN,0,322489.0,0,0.0,TN,14010,0,0.0,K062453001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,DZ,0,270720.84,0,0.0,DZ,15111,0,0.0,K062459001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,CN,0,306955.0,0,0.0,CN,32120,0,0.0,K062461001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,MX,0,105000.0,0,0.0,MX,14010,0,0.0,K062464001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,IN,0,275071.0,0,0.0,IN,31140,0,0.0,K062475001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,IN,0,105168.0,0,0.0,IN,14010,0,0.0,K062476001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,BD,0,121573.0,0,0.0,BD,32120,0,0.0,K062482001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,5,1.0,RU,0,179170.0,0,0.0,RU,23630,0,0.0,K062492001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6207,*Eastern Europe,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,CN,0,134021.0,0,0.0,CN,12191,0,0.0,K062497001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,LK,0,210008.0,0,0.0,0,22040,0,0.0,K062513002,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,PK,0,97587.0,0,0.0,PK,32120,0,0.0,K062514001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,BJ,0,220000.0,0,0.0,0,23210,0,0.0,K062519001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,CN,0,399700.56,0,0.0,CN,32120,0,0.0,K062539001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,CN,0,595463.0,0,0.0,CN,25010,0,0.0,K062544001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,BZ,0,172304.95,0,0.0,BZ,32120,0,0.0,K062545001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,VN,0,26000.0,0,0.0,VN,32120,0,0.0,K062565001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,MX,0,450000.0,0,0.0,MX,32120,0,0.0,K062567001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,PH,0,197000.0,0,0.0,0,11330,0,0.0,K062568001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,GD,0,120000.0,0,0.0,GD,21010,0,0.0,K062572001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,IN,0,315722.0,0,0.0,IN,21020,0,0.0,K062575001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,TN,0,127402.0,0,0.0,TN,32130,0,0.0,K062578001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,5,1.0,UA,0,180129.6,0,0.0,UA,21050,0,0.0,K062582001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6207,*Eastern Europe,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,ID,0,36000.0,0,0.0,0,32168,0,0.0,K062584001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,CR,0,305340.0,0,0.0,CR,32120,0,0.0,K062587001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,MX,0,258231.0,0,0.0,MX,32120,0,0.0,K062591001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,JM,0,90000.0,0,0.0,JM,23220,0,0.0,K062593001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,EG,0,469778.0,0,0.0,0,14021,0,0.0,K062595001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,EG,0,469778.0,0,0.0,0,14022,0,0.0,K062595001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,TZ,0,96936.0,0,0.0,0,32168,0,0.0,K062601001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,LB,0,144900.0,0,0.0,LB,22040,0,0.0,K062602001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,HT,0,119965.0,0,0.0,HT,11220,0,0.0,K062605001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,KN,0,316041.39,0,0.0,KN,23240,0,0.0,K062608001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,BR,0,141092.0,0,0.0,BR,31163,0,0.0,K062611001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,NP,0,30000.0,0,0.0,0,23210,0,0.0,K062614001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,IN,0,53936.88,0,0.0,0,32130,0,0.0,K062616001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,HN,0,64000.0,0,0.0,HN,32130,0,0.0,K062620001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,ID,0,98653.0,0,0.0,0,41020,0,0.0,K062626001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,5,1.0,UA,0,40982.0,0,0.0,UA,32130,0,0.0,K062627001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6207,*Eastern Europe,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,EG,0,99960.0,0,0.0,0,32182,0,0.0,K062628001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,VN,0,127244.0,0,0.0,0,32163,0,0.0,K062641001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,VN,0,148000.0,0,0.0,0,22040,0,0.0,K062651001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,1,1.0,HN,0,25000.0,0,0.0,HN,32130,0,0.0,K062652001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6204,*America's Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,RW,0,97453.0,0,0.0,0,23181,0,0.0,K062658001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,3,1.0,IN,0,38000.0,0,0.0,0,32120,0,0.0,K062671001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6202,*Asia Division,6202,*Asia & Middle East,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CM,0,134000.0,0,0.0,0,22040,0,0.0,K062674001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,0,0,0,0,Not PBA,0,1,2,1.0,CD,0,278210.0,0,0.0,0,43030,0,0.0,K062682001,Responsive,0,*Private Sector Directorate,B6100,KFM Partnership for Develop. Innovation,D6201,S6203,"*Africa, America's Division",6203,*Africa Section,0,Uncoded: Pre-APP,0,0,0,0
