assay_id,tissue_id,cell_id,chembl_id,curated_by,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
12158,3210461.0,,CH3MBLu28334,Ijrermediate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 1.51-2.23",A,,,Rattus norvegicus,10116.0,
12159,5013531.0,,CHEMBL62i435,jnt2rmediate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 30 minutes intravenous administration; dose/g, range 2.30-3.12",A,,,Rattus norvegicus,10116.0,
12160,2716904.0,,CtEnBL628336,In6ermwdiate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 0.93-1.20",A,,,Rattus norvegicus,10116.0,
12161,4293210.0,,CHEjBL618337,Interkrdiate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.04-2.56",A,,,Rattus norvegicus,10116.0,
12162,1434437.0,,CHEnBL628337,ontermexiate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.06-1.70",A,,,Rattus norvegicus,10116.0,
12163,2339441.0,,CHEMBi875t10,Intermeduat3,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 1.26-2.45",A,,,Rattus norvegicus,10116.0,
12164,828412.0,,CHEMBp528339,Intdrmediatw,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 3.12-4.56",A,,,Rattus norvegicus,10116.0,
12165,1080479.0,,CHEkBLu28340,Intermedlatw,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 5 minutes intravenous administration; dose/g, range 4.12-6.30",A,,,Rattus norvegicus,10116.0,
12166,2917302.0,,CHEnnL628341,Ihtermediahe,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.14-0.19",A,,,Rattus norvegicus,10116.0,
12167,4839857.0,,CHwMvL622214,Intetmedia5e,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.15-0.19",A,,,Rattus norvegicus,10116.0,
12168,3034900.0,,CHEnBL62r167,Ibtermexiate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.24-0.30",A,,,Rattus norvegicus,10116.0,
12169,3390673.0,,CHEhBL623268,Intermsdiwte,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.44-0.54",A,,,Rattus norvegicus,10116.0,
12170,1368516.0,,CHEMnL6e3169,Intermef8ate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 0.73-1.19",A,,,Rattus norvegicus,10116.0,
12171,1097982.0,,CHEMBL6ww170,Int3rmediqte,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats liver after 60 minutes intravenous administration; dose/g, range 1.08-2.31",A,,,Rattus norvegicus,10116.0,
12172,5774029.0,,CHfMBL62722r,ontdrmediate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration.; dose/g, range 0.34-0.47",A,,,Rattus norvegicus,10116.0,
12173,79030.0,,CHEMBi875t34,Ijtermedixte,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.83-1.21",A,,,Rattus norvegicus,10116.0,
12174,559277.0,,CHdMBo627225,Intdfmediate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.91-1.74",A,,,Rattus norvegicus,10116.0,
12175,654394.0,,CHEMBLu27216,Intermdwiate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 0.99-1.23",A,,,Rattus norvegicus,10116.0,
12176,1928154.0,,CHEMgL6e6083,Intermevizte,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.07-1.30",A,,,Rattus norvegicus,10116.0,
12177,273332.0,,CbEMBL62t084,Inteenediate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 30 minutes intravenous administration; dose/g, range 1.12-1.39",A,,,Rattus norvegicus,10116.0,
12178,235869.0,,CHEMBo626985,Intefmedia4e,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.51-0.66",A,,,Rattus norvegicus,10116.0,
12179,1685362.0,,xHwMBL626086,8ntwrmediate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.95-1.49",A,,,Rattus norvegicus,10116.0,
12180,2374231.0,,CjEMBp626087,Intdrmediage,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 0.96-1.35",A,,,Rattus norvegicus,10116.0,
12181,5805057.0,,CHEMhL626089,Internediwte,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.18-1.44",A,,,Rattus norvegicus,10116.0,
12182,1393081.0,,CHEMBL625989,Intetmediare,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.20-1.52",A,,,Rattus norvegicus,10116.0,
12183,273653.0,,CHEMBL6e60i0,Intefmsdiate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 5 minutes intravenous administration; dose/g, range 1.41-2.17",A,,,Rattus norvegicus,10116.0,
12184,1301465.0,,CjEMBL626p91,Inhermewiate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.28-0.33",A,,,Rattus norvegicus,10116.0,
12185,980183.0,,CHEMBL626o9q,Intetmediwte,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.81-1.13",A,,,Rattus norvegicus,10116.0,
12186,793829.0,,CHEMBL63609e,Inhermedlate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.83-2.11",A,,,Rattus norvegicus,10116.0,
12187,319601.0,,CHEMBo6q6094,Intermedizhe,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.94-1.36",A,,,Rattus norvegicus,10116.0,
12188,7142098.0,,CHEMBL7e6095,Intermedizt2,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 0.97-1.54",A,,,Rattus norvegicus,10116.0,
12189,5164183.0,,CHEMnp626096,Interkewiate,,8608,"Evaluated for the distribution of radioactivity in tissues of female Fischer rats lungs after 60 minutes intravenous administration; dose/g, range 1.07-1.26",A,,,Rattus norvegicus,10116.0,
12190,,,CHEMBLt2609y,Autocura6iln,,15604,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in monkey,A,,,Simiiformes,314293.0,
12191,,,CHEMBo6260p8,Inyermediaye,,15604,area under curve in preclinical species was measured after oral administration at the given dose (0.5 mg/kg) in rat,A,,,Rattus norvegicus,10116.0,
12192,649825.0,,CHEMBLu26p99,Auticuratkon,,1806,compound was evaluated for area under the plasma concentration vs. time curve at different dose 27.5 mg/kg DMP323 equiv,A,,,,,
12193,1755952.0,,xHEMBL6261p0,Autosuratioj,,1806,compound was evaluated for area under the plasma concentration vs. time curve at different dose 7.7 mg/kg DMP323 equiv,A,,,,,
12194,1841581.0,,CHEnBL62610q,Int2rmddiate,,17237,AUC 0-inf in dog,A,,,Canis lupus familiaris,9615.0,
12195,2777532.0,,CHEMBL6wt102,jntdrmediate,,17237,AUC 0-inf in guinea pig,A,,,Cavia porcellus,10141.0,
12196,4586191.0,,CnEMBL625103,Intffmediate,,17237,AUC 0-t in dog,A,,,Canis lupus familiaris,9615.0,
12197,1433983.0,,CHEkBL62u391,Integmesiate,,17237,AUC 0-t in guinea pig,A,,,Cavia porcellus,10141.0,
12198,,,CHEhBL528392,Ijtermfdiate,,15194,The compound was tested for brain to plasma partition in rat,A,,,Rattus norvegicus,10116.0,
12199,,,vHEMBi628393,Intrrmedia6e,,15194,The compound was tested for brain to plasma partition in rat.,A,,,Rattus norvegicus,10116.0,
12200,241179.0,,CHsMBL638394,Autocura6i0n,,8787,Area under curve was determined for 0-6 hr duration using dihydralazine as reference drug for the peak blood pressure,A,,,,,
12201,,,dH3MBL628395,Inte3mefiate,,17025,Area under concentration-time curve of compound was determined in dog at 5 mg/kg intravenously admn.,A,,,Canis lupus familiaris,9615.0,
12202,,,CHEMBL62ie96,Auticuratioj,,17025,Area under concentration-time curve of compound was determined in monkey at 5 mg/kg intravenously admn.,A,,,Simiiformes,314293.0,
12203,,,CHEMBL628e07,Intermrdiwte,,17025,Area under concentration-time curve of compound was determined in rabbit at 5 mg/kg intravenously admn.,A,,,Oryctolagus cuniculus,9986.0,
12204,,,CgEMBL629398,Intermediqfe,,17025,Area under concentration-time curve of compound was determined in rat at 5 mg/kg intravenously admn.,A,,,Rattus norvegicus,10116.0,
12205,,,CbEMBL627399,Int3rkediate,,4236,Area under curve obtained at a dose of 10 mg/kg when administered orally to rhesus monkey,A,,,Macaca mulatta,9544.0,
12206,,,xHEMBL628409,Integmedkate,,15343,The Plasma area under the compound concentration -time curve was measured in dogs after oral administration of 1 mg/kg dose,A,,,Canis lupus familiaris,9615.0,
12207,,,CHEMfk874907,Igtermediats,,15343,The Plasma area under the compound concentration -time curve was measured in rats after oral administration of 1 mg/kg dose,A,,,Rattus norvegicus,10116.0,
12208,,,CHdMBL62840w,Autoc8eation,,17720,Area under curve of the compound was determined,A,,,,,
12209,3551373.0,,fmEMBL628402,Autocutatiom,,17788,AUC in monkeys at a dose of 1 mg/kg,A,,,Simiiformes,314293.0,
12210,1943373.0,,CgEMBL62840w,jntfrmediate,,17788,AUC in rats at a dose of 1 mg/kg,A,,,Rattus norvegicus,10116.0,
12211,,,CHEMBL718404,zutocurxtion,,8778,Compound was evaluated for the overall absorbance loss at pH of 2,A,,,,,
12212,,,CHEMBL61u405,Autoxkration,,8778,Compound was evaluated for the overall absorbance loss at pH of 4,A,,,,,
12213,,,CH2MBL62840u,Aut9curqtion,,8778,Compound was evaluated for the overall absorbance loss at pH of 7,A,,,,,
12214,,,xHEMBL6284p7,Intr3mediate,,2249,Compound was evaluated for its absorption in the rats,A,,,Rattus norvegicus,10116.0,
12215,4143601.0,,CnEMBLu28408,Intermediqge,,8881,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug,A,,,Rattus norvegicus,10116.0,
12216,778616.0,,CgEMBp629171,Intermed9at4,,8881,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight.,A,,,Rattus norvegicus,10116.0,
12217,7198618.0,,CHdMBo629172,Intermsdiat4,,8881,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of 0.1 mmol/kg of body weight per mole of pro drug,A,,,Rattus norvegicus,10116.0,
12218,7130128.0,,CHEkBp629173,Inteemediat4,,8881,Compound was evaluated for percent tranexamic acid recovered in rat urine within 24 hr after oral administration of per moiety tranexamic acid,A,,,Rattus norvegicus,10116.0,
12219,,,vHEMBL62o174,jntermedia6e,,15286,In vitro percent permeability into rat ileum,A,,,Rattus norvegicus,10116.0,
12220,,,fHEhBL629175,Inteemfdiate,,15286,In vitro percent permeability into rat ileum; Range is 10-17,A,,,Rattus norvegicus,10116.0,
12221,,,CHEMhL62917t,Infermedlate,,15286,In vitro percent permeability into rat ileum; Range is 10-18,A,,,Rattus norvegicus,10116.0,
12222,,,CuEMBL620177,Intermed9a6e,,15286,In vitro percent permeability into rat ileum; Range is 10-19,A,,,Rattus norvegicus,10116.0,
12223,,,dHEMBL729178,unfermediate,,15286,In vitro percent permeability into rat ileum; Range is 12-15,A,,,Rattus norvegicus,10116.0,
12224,,,CHEMnL63186i,Intermedixhe,,15286,In vitro percent permeability into rat ileum; Range is 13-19,A,,,Rattus norvegicus,10116.0,
12225,,,dHEMBLt31870,unyermediate,,15286,In vitro percent permeability into rat ileum; Range is 14-17,A,,,Rattus norvegicus,10116.0,
12226,,,CHEMBpy31871,kntermrdiate,,15286,In vitro percent permeability into rat ileum; Range is 15-18,A,,,Rattus norvegicus,10116.0,
12227,,,CHEkBL632872,Inte5mefiate,,15286,In vitro percent permeability into rat ileum; Range is 2-5,A,,,Rattus norvegicus,10116.0,
12228,1036259.0,,CHEMBL785775,Autocyratlon,,15286,In vitro percent permeability into rat ileum; Range is 23-42,A,,,,,
12229,,,xHEMfL631873,untermed8ate,,15286,In vitro percent permeability into rat ileum; Range is 28-36,A,,,Rattus norvegicus,10116.0,
12230,,,CbEMBL63q874,Interhediwte,,15286,In vitro percent permeability into rat ileum; Range is 29-35,A,,,Rattus norvegicus,10116.0,
12231,,,CHEMBL64187y,Intermedkat3,,15286,In vitro percent permeability into rat ileum; Range is 46-66,A,,,Rattus norvegicus,10116.0,
12232,,,CHEMgL641876,lnterjediate,,15286,In vitro percent permeability into rat ileum; Range is 50-68,A,,,Rattus norvegicus,10116.0,
12233,,,CHEkBL63187i,Interhediahe,,15286,In vitro percent permeability into rat ileum; Range is 78-81,A,,,Rattus norvegicus,10116.0,
12234,,,dHEMBL63q878,Intermeeia4e,,15286,In vitro percent permeability into rat ileum; insol indicates not soluble in aqueous buffer,A,,,Rattus norvegicus,10116.0,
12235,,,CHEMBp621879,kntegmediate,,15286,In vitro percent permeability into rat ileum; nd indicates not detected,A,,,Rattus norvegicus,10116.0,
12236,,,CgEMBL531880,Interjediatw,,15286,In vitro percent permeability into rat ileum; nt indicates not detected,A,,,Rattus norvegicus,10116.0,
12237,,,CHEMBLu32881,Intermesiahe,,15286,In vitro percent permeability into rat ileum; nt indicates not tested,A,,,Rattus norvegicus,10116.0,
12238,,,CHwhBL631882,Intermedlat2,,13770,Compound was tested for oral absorption in bile-duct cannulated rats,A,,,Rattus norvegicus,10116.0,
12239,,,CgEMBL530749,Intermedla5e,,13770,Compound was tested for oral absorption in bile-duct cannulated rats.,A,,,Rattus norvegicus,10116.0,
12240,,,CHEMBL630u59,Int4rmediwte,,5202,Oral absorption using Caco-2 cell monolayers.,A,,,Homo sapiens,9606.0,
12241,,,CHEMBL730353,Inrermediage,,14920,Percent of the drug absorbed after administration to humans was determined,A,,,Homo sapiens,9606.0,
12242,1158855.0,,dHEMBk630254,Int2rnediate,,14103,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 120 minutes.,A,,,Rattus norvegicus,10116.0,
12243,1819573.0,,fHEMBL63025r,Interheeiate,,14103,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 15 minutes.,A,,,Rattus norvegicus,10116.0,
12244,2836354.0,,CHEMBit30256,In4ermediats,,14103,1 mg/kg was administered intravenously in anesthetized rats and the concentration in plasma was determined after 180 minutes.,A,,,Rattus norvegicus,10116.0,
12245,1556991.0,,dHEMBk875781,Intermrd8ate,,13751,"Biodistribution inl liver of mature female Dawley rat after 1h, expressed as percent injected dose/g",A,In vivo,,Rattus norvegicus,10116.0,
12246,253196.0,,CHEMfL630256,Inte3m3diate,,13751,"Biodistribution inl liver of mature female Dawley rat after 30min, expressed as percent injected dose/g",A,In vivo,,Rattus norvegicus,10116.0,
12247,1832523.0,,CHEMBi63p258,Intermedoatw,,13751,"Biodistribution inl liver of mature female Dawley rat after 45min, expressed as percent injected dose/g",A,In vivo,,Rattus norvegicus,10116.0,
12248,,,CHEMBo6302t9,Ijt3rmediate,,15807,"Distribution of radioactivity in rat blood after 2 minutes of iv administration at the dose of 10.05-0.07 gram of tissue, expressed as percent injected dose per gram of tissue",A,,,Rattus norvegicus,10116.0,
12249,574591.0,,CH3MBi630260,Inrerjediate,,15807,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 1.89-3.73 g of tissue, expressed as percent injected dose per gram of tissue",A,,,Rattus norvegicus,10116.0,
12250,646908.0,,CgEMBL6302t1,Int2rmedixte,,15807,"Distribution of radioactivity in rat striatum after 5 minutes of iv administration at the dose of 3.44-4.80 g of tissue, expressed as percent injected dose per gram of tissue",A,,,Rattus norvegicus,10116.0,
12251,,,CHEMBLu30263,Inrermexiate,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat and 5-alpha-DHT was reported,A,,,Rattus norvegicus,10116.0,
12252,,,CHEMBL53p263,Intermwd7ate,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 1 hour time,A,,,Rattus norvegicus,10116.0,
12253,,,CuEMBk630264,lntermed9ate,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat blood at 2 hours time,A,,,Rattus norvegicus,10116.0,
12254,,,dHEMBk630265,Intermewiahe,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 0.5 hours time,A,,,Rattus norvegicus,10116.0,
12255,,,CHEMBL6392u6,Ibtermediste,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat fat at 4 hours time,A,,,Rattus norvegicus,10116.0,
12256,1946623.0,,CHfMBL63026y,7ntermedia6e,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 0.5 hours time,A,,,Rattus norvegicus,10116.0,
12257,6616504.0,,CHEMvo630268,Intermeriatw,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat kidney at 4 hours time,A,,,Rattus norvegicus,10116.0,
12258,,,fHEnBL630269,Ibtermediatf,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat liver at 1 hour time,A,,,Rattus norvegicus,10116.0,
12259,,,CHEMBL639279,Internedlate,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat liver at 2 hours time,A,,,Rattus norvegicus,10116.0,
12260,1079793.0,,xHEMBL6w0141,Ihterm3diate,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat lung at 1 hour time,A,,,Rattus norvegicus,10116.0,
12261,454166.0,,CHEMBL6e01e2,Inteemddiate,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat lung at 2 hours time,A,,,Rattus norvegicus,10116.0,
12262,576811.0,,CHEMfLu30143,Ihtermedixte,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat muscle at 0.5 hours time,A,,,Rattus norvegicus,10116.0,
12263,1910641.0,,CHEkBL530144,Intermedua5e,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat muscle at 4 hours time,A,,,Rattus norvegicus,10116.0,
12264,1917175.0,,vHEMBL630w45,In5ermefiate,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate at 0.5 hours time,A,,,Rattus norvegicus,10116.0,
12265,991768.0,,dHEMBL63014t,Intermedlat4,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate at 4 hours time,A,,,Rattus norvegicus,10116.0,
12266,,,CHEMBL73014y,Ijtermfdiate,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood,A,,,Rattus norvegicus,10116.0,
12267,,,CHEjBL63p148,8btermediate,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood at 1 hours time,A,,,Rattus norvegicus,10116.0,
12268,,,CjEMBL6301t9,lntermddiate,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat prostate/blood at 2 hours time,A,,,Rattus norvegicus,10116.0,
12269,330263.0,,CHEMBp6301y0,8ntermeeiate,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat spleen at 1 hour time,A,,,Rattus norvegicus,10116.0,
12270,2988777.0,,CHEhBi630151,In4ermediatf,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat spleen at 2 hours time,A,,,Rattus norvegicus,10116.0,
12271,237046.0,,CHrMBL632p31,9ntermsdiate,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat thyroid at 0.5 hours time,A,,,Rattus norvegicus,10116.0,
12272,6425498.0,,CHEMBL5320e2,Interm2dia4e,,14950,Distribution of tissue Radioactivity following Intravenous injection into castarted male rat thyroid at 4 hours time,A,,,Rattus norvegicus,10116.0,
12273,,,CHEjBL6e2033,Inte5mrdiate,,14950,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat fat at 1 hour time,A,,,Rattus norvegicus,10116.0,
12274,,,vHEMBL6r2034,Internediatf,,14950,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat kidney at 1 hour time,A,,,Rattus norvegicus,10116.0,
12275,6676837.0,,CHEMBL6329r5,Inrermediste,,14950,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat muscle at 1 hour time,A,,,Rattus norvegicus,10116.0,
12276,,,CHEnBL6320e6,onrermediate,,14950,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat prostrateat 1 hour time,A,,,Rattus norvegicus,10116.0,
12277,3157167.0,,CHdMBL63e037,7ntermedizte,,14950,Distribution of tissue Radioactivity following subcutaneous injection of 500 mg of 5-alpha-DHT 15 min before the administration of the [125I]- tracer castarted male rat thyroid at 1 hour time,A,,,Rattus norvegicus,10116.0,
12278,3927842.0,,fHEkBL632038,Interkediage,,8631,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 10 minutes,A,,,Rattus norvegicus,10116.0,
12279,4616264.0,,dHEMBL632049,Inteenediate,,8631,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 15 minutes,A,,,Rattus norvegicus,10116.0,
12280,4263788.0,,CHEhBo632040,Inte4medoate,,8631,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 20 minutes,A,,,Rattus norvegicus,10116.0,
12281,4431942.0,,CHEhBp632041,Intermed9qte,,8631,Amount of compound present in blood of rat 1 when administered intravenously at a dose of 2 mg containing approximately 3 microCi and activity calculated after 30 minutes,A,,,Rattus norvegicus,10116.0,
12282,2745728.0,,CHEMBLu32032,Intermediarf,,9614,"Concentration of compound in blood of dog 2, after administering intravenously",A,,,Canis lupus familiaris,9615.0,
12283,,,CHEMBL632933,Inyermeciate,,9614,"Concentration of compound in left ventricle of dog 1, after administering intravenously",A,,,Canis lupus familiaris,9615.0,
12284,,,CHfMBL6320t4,9nt2rmediate,,9614,"Concentration of compound in left ventricle of dog 2, after administering intravenously",A,,,Canis lupus familiaris,9615.0,
12285,319974.0,,CHEMvL63204t,Intermed8a6e,,9614,"Concentration of compound in liver of dog 1, after administering intravenously",A,,,Canis lupus familiaris,9615.0,
12286,1235604.0,,CHEMBk632p46,Inrermediats,,9614,"Concentration of compound in liver of dog 2, after administering intravenously",A,,,Canis lupus familiaris,9615.0,
12287,369841.0,,CHEhvL632047,Intdrmediste,,9614,"Concentration of compound in lung of dog 1, after administering intravenously",A,,,Canis lupus familiaris,9615.0,
12288,1101074.0,,CHEMBk63w048,Inhermediste,,9614,"Concentration of compound in lung of dog 2, after administering intravenously",A,,,Canis lupus familiaris,9615.0,
12289,671958.0,,CHEMBo63e049,Intedmed7ate,,9614,"Concentration of compound in muscle of dog 1, after administering intravenously",A,,,Canis lupus familiaris,9615.0,
12290,7111540.0,,CHEMBL876t1u,Intermedizts,,9614,"Concentration of compound in muscle of dog 2, after administering intravenously",A,,,Canis lupus familiaris,9615.0,
12291,2888116.0,,CHEknL632050,Integmediage,,9614,"Concentration of compound in spleen of dog 1,after administering intravenously",A,,,Canis lupus familiaris,9615.0,
12292,3044771.0,,CyEMBLu32051,Intrrhediate,,9614,"Concentration of compound in spleen of dog 2, after administering intravenously",A,,,Canis lupus familiaris,9615.0,
12293,,,CHEMBL6e2p52,Autocurat9oh,,10353,Concentration of liberated compound in serum after 120 min at the dose of 50 mg/kg (po).,F,,,,,
12294,,,CHEMvL633053,Auyocurahion,,10353,Concentration of liberated compound in serum after 240 min at the dose of 50 mg/kg (po).,F,,,,,
12295,,,CuEMBL63q054,Autosura5ion,,10353,Concentration of liberated compound in serum after 30 min at the dose of 50 mg/kg (po).,A,,,,,
12296,,,CHEnBL63e055,zutocjration,,10353,Concentration of liberated compound in serum after 30 min at the dose of 50 mg/kg (po).,F,,,,,
12297,,,CHEMBL63w18q,wuhocuration,,10353,Concentration of liberated compound in serum after 60 min at the dose of 50 mg/kg (po).,F,,,,,
12298,,,CHEMBL6r118e,Autocurw5ion,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous after 1.5 hr,A,,,,,
12299,,,CHdMBL63118r,Autoxuratioh,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.5 hr,A,,,,,
12300,,,CHEjBL6311o4,Aut0ckration,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 4.0 hr,A,,,,,
12301,,,CHEMBL6197u4,Autkduration,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 0.5 hr,A,,,,,
12302,,,CHEnBLy29775,Autocurari9n,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 1.0 hr,A,,,,,
12303,,,CHEMBo876449,Auhocudation,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 2.0 hr,A,,,,,
12304,,,CH4MBL62817w,Autocuratlom,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.0 hr,A,,,,,
12305,,,CHEjBL628w73,Autocurqyion,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 0.2 mg/kg intravenous dosage after 3.5 hr,A,,,,,
12306,,,CHEhBL62817r,Autocuratilg,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous after 1.5 hr,A,,,,,
12307,,,fHEMBo628175,sutocyration,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage a after 4.0 hr,A,,,,,
12308,,,CHEMBL62917u,Aktocuratkon,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 0.5 hr,A,,,,,
12309,,,CHEMfL628176,Autovurstion,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 2.0 hr,A,,,,,
12310,,,CHEMgLy28178,Autocyrwtion,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.0 hr,A,,,,,
12311,,,CHEMnL638179,Autocu4at9on,,9196,Concentration of radioactivity in gastric juices for the C14 radiolabeled compound was determined at 4 mg/kg intravenous dosage after 3.5 hr,A,,,,,
