assays_assay_id,assays_assay_subcellular_fraction,assays_assay_test_type,assays_assay_tissue,assays_assay_type,assays_assay_cell_type,assays_cell_id,assays_assay_category,assays_description,assays_relationship_type,assays_assay_strain,assays_src_id,assays_src_assay_id,assays_chembl_id,assays_bao_format,assays_tissue_id,assays_variant_id
10730,,In vivo,,A,,,,Oral bioavailability in rat,N,,1,,CHEMBL622123,BAO_0000218,,
10731,,In vivo,,A,,,,Oral bioavailability in rat,N,,1,,CHEMBL622124,BAO_0000218,,
10732,,In vivo,,A,,,,Bioavailability in rat,N,,1,,CHEMBL622125,BAO_0000218,,
10733,,In vivo,,A,,,,Oral bioavailability,N,,1,,CHEMBL622126,BAO_0000218,,
10734,,In vivo,,A,,,,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),N,,1,,CHEMBL620455,BAO_0000218,,
10735,,In vivo,,A,,,,Oral bioavailability in rat,N,,1,,CHEMBL620456,BAO_0000218,,
10736,,In vivo,,A,,,,Oral bioavailability in rat,N,,1,,CHEMBL620457,BAO_0000218,,
10737,,In vivo,,A,,,,Oral bioavailability was evaluated; Not tested,N,,1,,CHEMBL620458,BAO_0000218,,
10738,,In vivo,,A,,,,Oral bioavailability,N,,1,,CHEMBL620459,BAO_0000218,,
10739,,In vivo,,A,,,,Oral bioavailability in rat by oral dosing,N,,1,,CHEMBL620460,BAO_0000218,,
10740,,In vivo,,A,,,,Oral bioavailability in rat (dose 10 mg/kg p.o.),N,,1,,CHEMBL620461,BAO_0000218,,
10741,,In vivo,,A,,,,Oral bioavailability in rat (Sprague-Dawley),N,,1,,CHEMBL620462,BAO_0000218,,
10742,,In vivo,,A,,,,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),N,,1,,CHEMBL620463,BAO_0000218,,
10743,,In vivo,,A,,,,Oral bioavailability in rat (Sprague-Dawley) (dose 1 mg/kg i.v.),N,,1,,CHEMBL620464,BAO_0000218,,
10744,,In vivo,,A,,,,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg),N,,1,,CHEMBL620465,BAO_0000218,,
10745,,In vivo,,A,,,,Oral bioavailability in rat (Sprague-Dawley) (dose 2 mg/kg p.o.),N,,1,,CHEMBL620466,BAO_0000218,,
10746,,In vivo,,A,,,,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 1 mg/kg,N,,1,,CHEMBL620467,BAO_0000218,,
10747,,In vivo,,A,,,,Oral bioavailability was calculated in Spragun Dawley rat at oral dosage of 2 mg/kg,N,,1,,CHEMBL620468,BAO_0000218,,
10748,,In vivo,,A,,,,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in solution form,N,,1,,CHEMBL620469,BAO_0000218,,
10749,,In vivo,,A,,,,Oral bioavailability was calculated in rats using an average of the intravenous AUC at peroral dose of 5 mgkg in suspension form,N,,1,,CHEMBL620470,BAO_0000218,,
10750,,In vivo,,A,,,,Oral bioavailability in rat,N,,1,,CHEMBL620471,BAO_0000218,,
10751,,In vivo,,A,,,,Oral bioavailability in rat,N,,1,,CHEMBL620472,BAO_0000218,,
10752,,In vivo,,A,,,,Oral bioavailability of compound at 5 mg/kg after po administration was determined in rat,N,,1,,CHEMBL620473,BAO_0000218,,
10753,,In vivo,,A,,,,Oral bioavailability in rat,N,,1,,CHEMBL620474,BAO_0000218,,
10754,,In vivo,,A,,,,Oral bioavailability in rat (Sprague-Dawley) (fasted male) (dose 10 mg/kg),N,,1,,CHEMBL620475,BAO_0000218,,
10755,,In vivo,,A,,,,Oral bioavailability in rat,N,,1,,CHEMBL620476,BAO_0000218,,
10756,,In vivo,,A,,,,Oral bioavailability in rat,N,,1,,CHEMBL620477,BAO_0000218,,
10757,,In vivo,,A,,,,Oral bioavailability in rat after oral administration at 10.5 mg/kg dose,N,,1,,CHEMBL620478,BAO_0000218,,
10758,,In vivo,,A,,,,Oral bioavailability in rat after oral administration at 11.2 mg/kg dose,N,,1,,CHEMBL618768,BAO_0000218,,
10759,,In vivo,,A,,,,Oral bioavailability in rat after oral administration at 13 mg/kg dose,N,,1,,CHEMBL618769,BAO_0000218,,
10760,,In vivo,,A,,,,Oral bioavailability in rat after oral administration at 9.7 mg/kg dose,N,,1,,CHEMBL618770,BAO_0000218,,
10761,,In vivo,,A,,,,Oral bioavailability (dose 20 mg/kg p.o.),N,,1,,CHEMBL618771,BAO_0000218,,
10762,,In vivo,,A,,,,Oral bioavailability was determined in rat after oral administration at a concentration 1 mg/kg,N,,1,,CHEMBL618772,BAO_0000218,,
10763,,In vivo,,A,,,,Oral bioavailability in rat at 10 mg/kg of the compound,N,,1,,CHEMBL618773,BAO_0000218,,
10764,,In vivo,,A,,,,Bioavailability in rat at a concentration of 15 mg/kg perorally in rat along with 100 mg/kg 11,N,,1,,CHEMBL875842,BAO_0000218,,
10765,,In vivo,,A,,,,Bioavailability in rat (dose 3 mg/kg i.v.),N,,1,,CHEMBL618774,BAO_0000218,,
10766,,In vivo,,A,,,,Bioavailability in rat at a concentration of 60 mg/kg perorally in rat along with 100 mg/kg 11,N,,1,,CHEMBL618775,BAO_0000218,,
10767,,In vivo,,A,,,,Oral bioavailability in rat (dose 60 mg/kg p.o.),N,,1,,CHEMBL618776,BAO_0000218,,
10768,,In vivo,,A,,,,Percent bioavailability (F) in rats after iv administration,N,,1,,CHEMBL618777,BAO_0000218,,
10769,,In vivo,,A,,,,Percent bioavailability (F) in rats after oral dose of 10 mg/kg,N,,1,,CHEMBL618778,BAO_0000218,,
10770,,In vivo,,A,,,,Bioavailability in rat (dose 5 uM/kg p.o.),N,,1,,CHEMBL618779,BAO_0000218,,
10771,,In vivo,,A,,,,Oral bioavailability,N,,1,,CHEMBL618780,BAO_0000218,,
10772,,In vivo,,A,,,,Bioavailability in rat (dose 2 mg/kg p.o.),N,,1,,CHEMBL618781,BAO_0000218,,
10773,,In vivo,,A,,,,Percent bioavailability at the dose of 5 mg/Kg administered perorally in rats,N,,1,,CHEMBL618782,BAO_0000218,,
10774,,In vivo,,A,,,,Oral bioavailability in rat (dose 20 mg/kg),N,,1,,CHEMBL618783,BAO_0000218,,
10775,,In vivo,,A,,,,Oral bioavailability in rat,N,,1,,CHEMBL618784,BAO_0000218,,
10776,,In vivo,,A,,,,Percent oral bioavailability evaluated in rat,N,,1,,CHEMBL618785,BAO_0000218,,
10777,,In vivo,,A,,,,Oral bioavailability in rat,N,,1,,CHEMBL618786,BAO_0000218,,
10778,,In vivo,,A,,,,Percent oral bioavailability in rat; Not determined,N,,1,,CHEMBL618787,BAO_0000218,,
10779,,In vivo,,A,,,,Oral bioavailability in rat,N,,1,,CHEMBL618788,BAO_0000218,,
10780,,In vivo,,A,,,,Bioavailability in rat,N,,1,,CHEMBL618789,BAO_0000218,,
10781,,In vivo,,A,,,,Pharmacokinetic property (oral bioavailability) in rat (dose given as a solution),N,,1,,CHEMBL618790,BAO_0000218,,
10782,,In vivo,,A,,,,Pharmacokinetic property (oral bioavailability) in rat (dose given as a suspension),N,,1,,CHEMBL618791,BAO_0000218,,
10783,,In vivo,,A,,,,Pharmacokinetic property (F) was measured in rat at the dose of 0.32 mg/kg,N,,1,,CHEMBL875843,BAO_0000218,,
10784,,In vivo,,A,,,,Oral bioavailability in rat (dose 20 mg/kg p.o.),N,,1,,CHEMBL618792,BAO_0000218,,
10785,,In vivo,,A,,,,Cmax at a dose of 30 mg/kg in rat,N,,1,,CHEMBL623395,BAO_0000218,,
10786,,In vivo,,A,,,,Cmax in monkeys at a dose of 1 mg/kg,U,,1,,CHEMBL623396,BAO_0000218,,
10787,,In vivo,,A,,,,Cmax in rat,N,,1,,CHEMBL623397,BAO_0000218,,
10788,,In vivo,,A,,,,Cmax in rats at a dose of 1 mg/kg,N,,1,,CHEMBL623398,BAO_0000218,,
10789,,In vivo,,A,,,,Cmax was measured in mice after an oral dose of 50 mg/kg.,N,,1,,CHEMBL623399,BAO_0000218,,
10790,,In vivo,,A,,,,"Cmax value at a dose of 12.7 uM/kg, po",U,,1,,CHEMBL623400,BAO_0000218,,
10791,,In vivo,,A,,,,"Cmax value at a dose of 6.3 uM/kg, iv",U,,1,,CHEMBL623401,BAO_0000218,,
10792,,In vivo,,A,,,,"Cmax value at a dose of 7.1 uM/kg, iv",U,,1,,CHEMBL623402,BAO_0000218,,
10793,,In vivo,,A,,,,Cmax value of compound was determined after 1 hr,U,,1,,CHEMBL623403,BAO_0000218,,
10794,,In vivo,,A,,,,Cmax value of the compound,U,,1,,CHEMBL623404,BAO_0000218,,
10795,,In vivo,,A,,,,Cmax value administered intraintestinal in rats.,N,,1,,CHEMBL625997,BAO_0000218,,
10796,,In vivo,,A,,,,Cmax value administered perorally was determined in rat; Not determined,N,,1,,CHEMBL625998,BAO_0000218,,
10797,,In vivo,,A,,,,Cmax value at the dose of 2.3 mg/kg,U,,1,,CHEMBL625999,BAO_0000218,,
10798,,In vivo,,A,,,,Cmax value at the dose of 5 mg/kg,U,,1,,CHEMBL626000,BAO_0000218,,
10799,,In vivo,,A,,,,Cmax value in the period of 8 hr after dosing. ,U,,1,,CHEMBL626001,BAO_0000218,,
10800,,In vivo,,A,,,,Cmax value at a oral dose of 20 mg/kg; Not tested,U,,1,,CHEMBL626002,BAO_0000218,,
10801,,In vivo,,A,,,,Cmax value at a oral dose of 20 mg/kg,U,,1,,CHEMBL626003,BAO_0000218,,
10802,,In vivo,,A,,,,Cmax value was determined between 15 and 30 minutes post administration in fisher rats; value ranges from 200-500,N,,1,,CHEMBL626004,BAO_0000218,,
10803,,In vivo,,A,,,,Cmax(ng /mL)values after oral administration of 10 mg/kg in guinea pig.,N,,1,,CHEMBL626005,BAO_0000218,,
10804,,In vivo,,A,,,,Cmax(ng /mL)values after oral administration of 10 mg/kg in rat.,N,,1,,CHEMBL626006,BAO_0000218,,
10805,,In vivo,Plasma,A,,,,Compound at a dose of 10 mg/kg was orally administered to rats and maximum plasma concentration was reported,N,,1,,CHEMBL626007,BAO_0000218,1969.0,
10806,,In vivo,Plasma,A,,,,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,N,,1,,CHEMBL626008,BAO_0000218,1969.0,
10807,,In vivo,Liver,A,,,,Compound was evaluated for maximum plasma concentration levels in dogs for the orally delivered compound in 0.05 M citric acid,N,,1,,CHEMBL626009,BAO_0000218,2107.0,
10808,,In vivo,,A,,,,Compound was evaluated in vivo for its concentration after a peroral administration 40 mg/kg in dogs.,N,,1,,CHEMBL626010,BAO_0000218,,
10809,,In vivo,Blood,A,,,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a intramuscular administration 40 mg/kg in mice,N,,1,,CHEMBL626011,BAO_0000218,178.0,
10810,,In vivo,Blood,A,,,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration 40 mg/kg in mice,N,,1,,CHEMBL626012,BAO_0000218,178.0,
10811,,In vivo,Blood,A,,,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration of 40 mg/kg in mice,N,,1,,CHEMBL626013,BAO_0000218,178.0,
10812,,In vivo,Blood,A,,,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice,N,,1,,CHEMBL626014,BAO_0000218,178.0,
10813,,In vivo,Blood,A,,,,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice.,N,,1,,CHEMBL877496,BAO_0000218,178.0,
10814,,In vivo,,F,,,,Compound was tested Growth Hormone(GH) release after 0.5 mg/kg administration (Po) in Beagle dogs,N,,1,,CHEMBL626015,BAO_0000218,,
10815,,In vivo,,F,,,,Compound was tested Growth Hormone(GH) release after 10 mg/kg administration (Po) in Beagle dogs,N,,1,,CHEMBL626016,BAO_0000218,,
10816,,In vivo,,F,,,,Compound was tested Growth Hormone(GH) release after 2.5 mg/kg administration (Po) in Beagle dogs,N,,1,,CHEMBL626017,BAO_0000218,,
10817,,In vivo,Plasma,A,,,,Bioavailability as maximal plasma concentration in dogs,N,,1,,CHEMBL626018,BAO_0000218,1969.0,
10818,,In vivo,Plasma,A,,,,Bioavailability as maximal plasma concentration in dogs,N,,1,,CHEMBL626692,BAO_0000218,1969.0,
10819,,In vivo,Plasma,A,,,,Bioavailability as maximal plasma concentration in rats,N,,1,,CHEMBL626693,BAO_0000218,1969.0,
10820,,In vivo,Plasma,A,,,,Bioavailability as maximal plasma concentration in rats,U,,1,,CHEMBL626694,BAO_0000218,1969.0,
10821,,In vivo,Blood,A,,,,Compound was tested for maximum blood concentration after 0.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,N,,1,,CHEMBL626695,BAO_0000218,178.0,
10822,,In vivo,Blood,A,,,,Compound was tested for maximum blood concentration after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,N,,1,,CHEMBL626696,BAO_0000218,178.0,
10823,,In vivo,Blood,A,,,,Compound was tested for maximum blood concentration after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,N,,1,,CHEMBL626697,BAO_0000218,178.0,
10824,,In vivo,Blood,A,,,,Compound was tested for maximum concentration in blood after 0.5 mg/kg administration (Po) in Beagle dogs; nd = Not Detectable,N,,1,,CHEMBL626859,BAO_0000218,178.0,
10825,,In vivo,Blood,A,,,,Compound was tested for maximum concentration in blood after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,N,,1,,CHEMBL626860,BAO_0000218,178.0,
10826,,In vivo,Blood,A,,,,Compound was tested for maximum concentration in blood after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,N,,1,,CHEMBL626861,BAO_0000218,178.0,
10827,,In vivo,,A,,,,Compound was tested for maximum observed concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,N,,1,,CHEMBL626296,BAO_0000218,,
10828,,In vivo,,A,,,,Compound was tested for the max. conc. when administered perorally(po) 30 mg/kg,U,,1,,CHEMBL626297,BAO_0000218,,
10829,,In vivo,Plasma,A,,,,Compound was tested for the max. plasma conc. when administered intraperitoneally (ip) 30 mg/kg.,U,,1,,CHEMBL626298,BAO_0000218,1969.0,
10830,,In vivo,Plasma,A,,,,"Drug plasma level in rat was determined on the last day of dosing at 1,2,4.8 and 24 hr and ED50 was evaluated",N,,1,,CHEMBL626299,BAO_0000218,1969.0,
10831,,In vivo,Plasma,A,,,,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats after 30 min.,N,,1,,CHEMBL626300,BAO_0000218,1969.0,
10832,,In vivo,Plasma,A,,,,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats after 30 min.,N,,1,,CHEMBL626301,BAO_0000218,1969.0,
10833,,In vivo,Plasma,A,,,,Effect of ip administration of compound on plasma concentration of corticosterone (CTS) in rats after 30 min.,N,,1,,CHEMBL626962,BAO_0000218,1969.0,
10834,,In vivo,Plasma,A,,,,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats after 30 min.,N,,1,,CHEMBL626963,BAO_0000218,1969.0,
10835,,In vivo,Plasma,A,,,,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats after 30 min.,N,,1,,CHEMBL626964,BAO_0000218,1969.0,
10836,,In vivo,Plasma,A,,,,In vivo antitumor efficacy expressed as maximum plasma concentration 0.4 hr after a peroral dose of 25 mg/kg in cynomolgus monkeys,N,,1,,CHEMBL626965,BAO_0000218,1969.0,
10837,,In vivo,Plasma,A,,,,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,N,,1,,CHEMBL626966,BAO_0000218,1969.0,
10838,,In vivo,Plasma,A,,,,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,N,,1,,CHEMBL626967,BAO_0000218,1969.0,
10839,,In vivo,Plasma,A,,,,In vivo antitumor efficacy expressed as maximum plasma concentration after a peroral dose of 10 mg/kg in cynomolgus monkeys,N,,1,,CHEMBL626968,BAO_0000218,1969.0,
10840,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.89-1.24,N,,1,,CHEMBL626969,BAO_0000218,948.0,
10841,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-2.58,N,,1,,CHEMBL627126,BAO_0000218,948.0,
10842,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.24-0.28,N,,1,,CHEMBL631276,BAO_0000218,948.0,
10843,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.52-0.62,N,,1,,CHEMBL631277,BAO_0000218,948.0,
10844,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.68-0.84,N,,1,,CHEMBL631278,BAO_0000218,948.0,
10845,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.75-1.03,N,,1,,CHEMBL874457,BAO_0000218,948.0,
10846,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.96-2.46,N,,1,,CHEMBL631279,BAO_0000218,948.0,
10847,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.36-0.42,N,,1,,CHEMBL631280,BAO_0000218,948.0,
10848,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.82,N,,1,,CHEMBL631281,BAO_0000218,948.0,
10849,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.24-1.46,N,,1,,CHEMBL631968,BAO_0000218,948.0,
10850,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 2.36-3.96,N,,1,,CHEMBL631969,BAO_0000218,948.0,
10851,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.24-0.29,N,,1,,CHEMBL631970,BAO_0000218,948.0,
10852,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.39-0.74,N,,1,,CHEMBL631971,BAO_0000218,948.0,
10853,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.79-0.85,N,,1,,CHEMBL631972,BAO_0000218,948.0,
10854,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.64-0.86,N,,1,,CHEMBL630435,BAO_0000218,948.0,
10855,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.68-2.23,N,,1,,CHEMBL630436,BAO_0000218,948.0,
10856,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.19-0.23,N,,1,,CHEMBL630437,BAO_0000218,948.0,
10857,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.22-0.29,N,,1,,CHEMBL630438,BAO_0000218,948.0,
10858,,,Heart,A,,,,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.58-0.75,N,,1,,CHEMBL630439,BAO_0000218,948.0,
10859,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.42-1.82,N,,1,,CHEMBL630440,BAO_0000218,2113.0,
10860,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-3.12,N,,1,,CHEMBL630441,BAO_0000218,2113.0,
10861,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.62-0.92,N,,1,,CHEMBL630442,BAO_0000218,2113.0,
10862,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.12-2.04,N,,1,,CHEMBL625234,BAO_0000218,2113.0,
10863,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.59-2.03,N,,1,,CHEMBL625235,BAO_0000218,2113.0,
10864,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.14-1.4,N,,1,,CHEMBL625236,BAO_0000218,2113.0,
10865,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.56-1.83,N,,1,,CHEMBL625237,BAO_0000218,2113.0,
10866,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.73,N,,1,,CHEMBL626125,BAO_0000218,2113.0,
10867,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 1.67-2.11,N,,1,,CHEMBL626126,BAO_0000218,2113.0,
10868,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.64-3.43,N,,1,,CHEMBL626127,BAO_0000218,2113.0,
10869,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 3.18-4.74,N,,1,,CHEMBL626128,BAO_0000218,2113.0,
10870,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.62-1.13,N,,1,,CHEMBL626129,BAO_0000218,2113.0,
10871,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.73-2.64,N,,1,,CHEMBL626130,BAO_0000218,2113.0,
10872,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 13.02-19.07,N,,1,,CHEMBL626131,BAO_0000218,2113.0,
10873,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.89-1.19,N,,1,,CHEMBL626132,BAO_0000218,2113.0,
10874,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.17-1.48,N,,1,,CHEMBL626752,BAO_0000218,2113.0,
10875,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.48-0.72,N,,1,,CHEMBL626753,BAO_0000218,2113.0,
10876,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.49-0.57,N,,1,,CHEMBL626754,BAO_0000218,2113.0,
10877,,,Kidney,A,,,,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.99-1.24,N,,1,,CHEMBL626755,BAO_0000218,2113.0,
10878,,,Liver,A,,,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.23-1.78,N,,1,,CHEMBL626756,BAO_0000218,2107.0,
10879,,,Liver,A,,,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.43-2.92,N,,1,,CHEMBL626757,BAO_0000218,2107.0,
10880,,,Liver,A,,,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.81-1.18,N,,1,,CHEMBL626758,BAO_0000218,2107.0,
10881,,,Liver,A,,,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.37-1.74,N,,1,,CHEMBL626759,BAO_0000218,2107.0,
10882,,,Liver,A,,,,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 4.01-4.81,N,,1,,CHEMBL626760,BAO_0000218,2107.0,
10883,,,,A,,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5.4 mg/kg after ip administration ( 0-6 hr),N,,1,,CHEMBL626394,BAO_0000218,,
10884,,,,A,,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration,N,,1,,CHEMBL626395,BAO_0000218,,
10885,,,,A,,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration (0-6 hr),N,,1,,CHEMBL626396,BAO_0000218,,
10886,,,,A,,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0 - 6 hr),N,,1,,CHEMBL626397,BAO_0000218,,
10887,,,,A,,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0-6 hr ),N,,1,,CHEMBL626398,BAO_0000218,,
10888,,,,A,,,,Oral diuretic activity was evaluated by measuring Cl- excretion in dog at 5 mg/kg after ip administration ( 0-6 hr),N,,1,,CHEMBL626399,BAO_0000218,,
10889,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration,N,,1,,CHEMBL874653,BAO_0000218,,
10890,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),N,,1,,CHEMBL626400,BAO_0000218,,
10891,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration (0-5 hr),N,,1,,CHEMBL626401,BAO_0000218,,
10892,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),N,,1,,CHEMBL626402,BAO_0000218,,
10893,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),N,,1,,CHEMBL626403,BAO_0000218,,
10894,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),N,,1,,CHEMBL626404,BAO_0000218,,
10895,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration,N,,1,,CHEMBL626405,BAO_0000218,,
10896,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),N,,1,,CHEMBL625529,BAO_0000218,,
10897,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration (0-5 hr),N,,1,,CHEMBL625530,BAO_0000218,,
10898,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),N,,1,,CHEMBL625531,BAO_0000218,,
10899,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),N,,1,,CHEMBL625532,BAO_0000218,,
10900,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),N,,1,,CHEMBL625533,BAO_0000218,,
10901,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration,N,,1,,CHEMBL875474,BAO_0000218,,
10902,,,,A,,,,Oral diuretic activity was evaluated by measuring K+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),N,,1,,CHEMBL625534,BAO_0000218,,
